GeneID	Symbol	log2FoldChange	AveExpr	t	P.Value	adj.P.Val	infected	control
6990	DYNLT3	-0.3005102154335431	0.38587103181228094	-3.5022635973265004	0.0018975882216753798	0.041028096118764394	0.3357859959066904	0.6362962113402335
355	FAS	-0.3282113317429094	0.9934077006159033	-4.105860750294864	4.255170342079126e-4	0.020369465832651944	0.938705811992085	1.2669171437349944
3300	DNAJB2	-0.3293066857361553	1.0129873233926576	-3.9294936172110675	6.606081272812009e-4	0.02453946389577281	0.958102875769965	1.2874095615061203
6915	TBXA2R	-0.44838528086158824	1.3734713430177183	-4.185386686571781	3.4879700983291945e-4	0.018647893538498248	1.2987404628741197	1.747125743735708
10180	RBM6	-0.4726115878504045	0.22490562994054142	-5.341201811905422	1.9484237599780178e-5	0.004370407275714502	0.14613703196547395	0.6187486198158785
1662	DDX10	-0.4733853142076664	0.313733131879415	-4.230499440525988	3.1156660790696467e-4	0.017597162468644678	0.2348355795114707	0.7082208937191371
22823	MTF2	-0.47475140361381096	1.1867973456374625	-4.363238784733411	2.234554187258368e-4	0.01510861744166793	1.1076721117018273	1.5824235153156383
2042	EPHA3	-0.5965539026040814	2.450001302840896	-3.649452563365883	0.0013220579305612764	0.03409648123502234	2.3505756524068824	2.9471295550109637
976	ADGRE5	-0.6458287292591203	1.5765476110438519	-3.9590822733597006	6.136912484321754e-4	0.02375299135632483	1.4689094895006651	2.1147382187597854
7849	PAX8	-0.752745397609563	5.569104320956477	-4.357116993186509	2.2690880536251705e-4	0.015219056306740964	5.443646754688217	6.19639215229778
1891	ECH1	-0.7818739250506486	2.388373002821939	-3.3814412240518927	0.0025473820751120467	0.04826704958410211	2.2580606819801647	3.0399346070308133
7874	USP7	-0.8242628233627416	3.1929339477105834	-4.280873762822871	2.7465272844355516e-4	0.016246767410799896	3.0555568104834583	3.8798196338462
10146	G3BP1	-0.9203178166292845	3.8835906376352303	-4.395958704933076	2.05868159281609e-4	0.014177981116289188	3.7302043348636835	4.650522151492968
9702	CEP57	-0.927545529571439	2.266743992543418	-4.115552836074061	4.153360195636408e-4	0.020127559532433885	2.112153070948178	3.039698600519617
7376	NR1H2	-0.9398198306971786	5.479824317973441	-3.93566253386243	6.505423326647873e-4	0.024397409265797882	5.323187679523912	6.26300751022109
670	BPHL	-1.0176976066552577	4.5603902247713615	-4.7210828812585675	9.118342001941824e-5	0.009419087317093589	4.390773956995487	5.408471563650744
5867	RAB4A	-1.0319393867945337	3.0047119168624916	-4.603070037688897	1.2252615308721302e-4	0.01118502309112419	2.832722019063403	3.8646614058579365
1956	EGFR	-1.0642818820838942	5.058682159029487	-4.347982563785761	2.3216095460848072e-4	0.015359142704884659	4.881301845348837	5.945583727432731
1958	EGR1	-1.0695721269385832	7.3468610756079125	-4.817905440620865	7.157449552100825e-5	0.008345160982726665	7.168599054451484	8.238171181390067
1062	CENPE	-1.1834298422480547	7.753907075192021	-3.894694107224819	7.203433805853252e-4	0.025744350985653384	7.5566687681506775	8.740098610398732
1509	CTSD	-1.5862798830219358	4.340732483020555	-5.259030332970763	2.387497392971183e-5	0.004498427087940584	4.0763525025169	5.662632385538836
6839	SUV39H1	-2.2889810780571365	3.609470081313024	-4.213473568431514	0.00032512857148002205	0.018102666939710355	3.2279732349701673	5.516954313027304
7866	IFRD2	-6.812123504912233	14.378046685045291	-4.812571824539169	7.253500873487142e-5	0.008415490274500944	13.24269276755992	20.054816272472152
16	AARS1	-11.726456440845846	12.441714498913674	-5.1037761067577305	3.509411202531446e-5	0.00565699326882864	10.487305092106029	22.213761532951874
