GeneID	GSE84076_MTB_control_blood_dn.tsv	GSE148171_MTB_control_blood_PBMC_dn.tsv	GSE198557_MTB_control_blood_PBMC_dn.tsv	GSE132283_MTB_control_2h_blood_macrophage_dn.tsv	GSE132283_MTB_control_48h_blood_macrophage_dn.tsv	GSE143627_MTB_control_PBMC_macrophage_dn.tsv	GSE148731_MTB_4h_blood_CD14plus_monocyte_derived_macrophages_MF1_dn.tsv	GSE148731_MTB_24h_blood_CD14plus_monocyte_derived_macrophages_MF2_dn.tsv	GSE148731_MTB_24h_blood_CD14plus_monocyte_derived_macrophages_MF1_dn.tsv	GSE174566_MTB_control_blood_PBMC_dn.tsv	GSE193777_MTB_control_blood_dn.tsv	GSE256184_MTB_control_0h_HEPG2_HepG2_dn.tsv	GSE256184_MTB_4control_48h_HEPG2_HepG2_dn.tsv	GSE64179_MTB_control_blood_dendritic_cells_dn.tsv	GSE64182_MTB_control_blood_dendritic_cells_dn.tsv	GSE141656_MTB_control_blood_blood_dn.tsv	GSE143731_MTB_control_blood_monocyte_derived_macrophages_dn.tsv	GSE164287_MTB_control_blood_monocyte_derived_macrophages_dn.tsv	GSE165708_MTB_control_BAL_bronchoalveolar_lavage_dn.tsv	GSE183912_MTB_control_blood_marcophages_dn.tsv	GSE211974_MTB_control_blood_THP-1_dn.tsv	GSE236156_MTB_control_blood_monocyte_derived_macrophage_dn.tsv
1666	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.2369682606728174	0	0	0	-0.8157723932180418	0	0	0	0
1676	0	-1.2692459733166737	-1.3023710947211553	0	-0.6423834365904938	0	0	-0.2956338685157134	-0.30307421476862306	0	-0.25879991928819684	0	-0.7179024081717613	0	0	0	0	0	0	0	-0.26697461116711035	0
1677	0	0	-0.942388786132468	-0.907550989677639	0	0	0	0	0	-0.2268903664813125	-0.3810409546262717	0	-0.9006814462640611	0	0	0	0	0	0	0	0	0
1738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1759	0	0	-1.2405076212572266	0	-1.971579585153256	0	0	0	0	0	0	0	-0.8237068561165336	-4.53741358838186	-3.5464024484829406	0	0	0	0	0	-0.7814592521758311	0
178	0	0	0	0	-0.3075671247575006	0	0	0	0	0	-0.7209628594780381	0	-0.5222162717309163	0	-0.985391578078299	0	0	0	0	0	0	-0.4534761384012845
1786	0	0	0	0	0	-0.7283084189759818	0	0	0	0	0	0	0	-1.5966471978408587	-1.0631271709988863	-0.7640486118372936	0	0	0	0	0	-0.4747703792789825
1788	0	0	0	0	-1.1354514560279458	-0.9044416596872532	0	-1.3109410026310546	-0.2819146573715307	0	0	0	0	0	0	-0.8119803452889411	0	0	0	0	0	-1.293585241788723
1802	0	0	0	0	0	0	0	-0.5245517040009225	0	0	-0.2892853830850397	-0.3291158110988396	-0.2745252470891503	-0.5098309827015173	0	0	0	0	0	0	0	0
1829	0	-1.8137760653194712	-2.205316842421939	0	0	0	0	0	0	0	-1.2430757406436994	0	0	0	0	0	0	0	0	0	0	0
1831	0	0	0	-1.4959216419933046	0	0	0	-0.6850084135137681	0	0	0	0	-0.38483289183237673	-0.8113851110691234	-0.8883314673887314	-1.557628330870095	0	0	0	0	0	-1.2407642229665938
1845	0	0	0	0	0	0	0	0	0	0	0	0	-0.1325591372023508	0	0	0	0	-0.9625594462705378	0	0	0	0
1846	0	0	0	0	-0.9333801957806318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1870	0	0	0	0	0	-2.770929830974117	0	0	-1.4141994767719903	0	0	0	0	0	0	0	0	0	0	0	0	-2.0379155477180904
1891	0	0	0	0	0	0	0	-0.6343822282174142	-0.355512698324952	0	0	0	0	0	0	-0.5988161248970034	0	0	0	0	0	0
1906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1956	0	0	0	0	0	0	0	0	0	0	0	0	-0.4643135159624323	0	0	0	0	0	0	0	0	0
1958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1978	0	0	0	0	-1.5680602935999497	-0.7492858878301514	0	0	-0.4212730702383748	0	0	0	0	-2.850003240180551	0	-0.7038140406488469	0	0	0	0	0	0
1981	0	0	0	0	0	0	0	0	0	0	0	-0.3445263739138316	0	0	0	0	0	0	0	0	0	0
1983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1994	0	0	0	0	0	0	0	0	0	0	0	0	-0.12446176375711206	0	0	0	0	0	0	0	0	0
200081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
200734	0	0	0	0	-0.6586821840137403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2037	0	0	0	0	0	0	0	-0.9066967944899078	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2042	0	0	-2.622869116188717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2048	0	0	0	0	0	0	0	-1.005797032734508	0	-2.3626418130711344	0	-0.7976380142875329	0	0	0	-1.2540474553121477	0	0	0	0	0	-1.1857320282165675
2058	0	0	0	0	-0.49372832865842886	0	0	0	0	0	0	0	-0.3476745411974076	0	0	0	0	0	0	0	0	0
2063	0	0	0	0	0	0	0	0	0	0	0	-0.12251119764981008	0	-1.718629154498544	0	-0.9434121463222512	0	0	0	0	0	-1.259769434792848
2064	0	0	-1.120892370340326	0	-0.9234743046436524	0	0	0	0	0	0	-0.1609388944553251	0	-0.4574051620660347	0	-1.3377661879286131	0	0	0	0	0	0
2065	0	-1.285179516628142	-3.022135771325412	0	0	0	0	0	0	-0.6193947825010195	0	0	0	0	0	0	0	0	0	0	0	0
207	0	0	0	0	0	0	0	-0.25536685467590536	0	0	0	0	0	0	0	0	0	-0.28729823581827263	0	0	0	0
2109	0	0	0	0	-0.30826666578799133	0	0	0	-0.2950013245154183	0	0	0	0	-2.030525526818707	0	-0.37172138956935336	0	0	0	0	0	0
211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2113	0	0	0	0	0	0	0	0	0	0	-0.8397744279030991	0	-0.7560350213936342	0	0	0	0	0	0	0	0	0
2115	0	0	0	-1.2692588004832537	-2.299055077239144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.8187871772139627	-2.5246110201027614
2131	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.9991627986996188	0	0	0	0	0	0	-0.6902956315068464	0
2146	0	0	0	0	0	-0.7405633783917105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2184	0	0	0	0	0	0	0	-0.7817824339327301	-0.4195653716266421	0	0	0	0	-1.830401100405869	0	0	0	0	0	0	0	-0.7901016444206311
2185	0	0	0	0	0	0	0	-0.2331393194937828	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.4821592607333242
2195	0	0	-2.8261604056794	0	0	0	0	0	0	0	0	-0.5331309528888767	-0.7138461880046487	0	0	0	0	0	0	0	-0.5323659996471894	0
2222	0	0	0	0	0	0	0	-0.5704006189070213	-0.3999071461104617	0	0	0	-0.8126989277805323	0	0	0	0	0	0	0	0	-0.7405529230776317
226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2263	0	0	-2.0310826115537157	0	0	0	0	0	0	0	-1.865249638787157	0	-0.6521710900932937	0	0	0	0	0	0	0	0	0
2264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2274	0	0	-1.9257001564841516	0	-0.8713081760716236	0	0	0	0	0	0	0	0	-1.2956705388890075	0	0	0	0	0	0	0	0
22794	0	0	0	0	-0.3292722777504059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22796	0	0	0	0	-0.4585835806600221	0	0	-0.3592299628867994	0	0	0	0	-0.3950631309103584	-0.4217432571316314	0	0	0	0	0	0	0	0
22809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22823	0	0	0	-0.6936158115356483	0	0	0	0	0	0	0	0	0	0	0	-0.5610299893344284	0	0	0	0	0	-0.4265913966915354
22827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.084594550062596	0	0	0	0	0	0	0
2288	0	0	0	0	-0.5378623570719955	0	0	0	0	0	0	0	-0.22419195813217263	0	0	0	0	0	0	0	0	0
22883	0	0	0	0	0	0	0	0	0	0	0	-0.4675406907913522	0	0	0	-0.8128032540510627	0	0	0	0	0	-0.5146473324669515
22887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22889	0	0	0	0	0	0	0	0	0	-0.2197585879774274	0	-0.4861812935225759	-0.3418969696444742	0	0	0	0	0	0	0	0	0
22905	0	0	0	-0.6948678450439295	-1.4361670953631165	0	0	-0.489937748677122	-0.31499837641276246	-0.5526281589164473	-1.6543370707909368	0	-0.13532992242907416	-2.199972956112351	0	-1.0215269196078771	0	0	0	0	0	-1.0486865472835476
22908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22926	0	0	0	0	0	0	0	0	0	0	0	0	-0.26492438287359354	0	0	0	0	0	0	0	0	0
22934	0	0	0	0	0	0	0	0	0	0	0	-0.2411334641665956	0	-0.5392602568224356	0	0	0	0	0	0	0	0
23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
230	0	0	0	0	0	0	0	-0.4967811748378952	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23014	0	0	0	0	-0.27175267155314525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23029	0	0	0	0	0	0	0	0	0	0	-0.676797120988831	0	0	0	0	0	0	0	0	0	0	0
23038	0	0	0	0	0	0	0	-0.5875927460670545	-0.2015346694664708	0	0	0	0	0	0	-0.4513232730684243	0	0	0	0	0	-0.9034604823604808
23039	0	0	0	0	0	0	0	-0.3509620785940856	0	0	0	0	0	0	0	-0.96936096108273	0	0	0	0	0	0
23061	0	0	0	0	0	0	0	-0.5069269299689667	0	0	0	0	0	0	0	-0.5972268078017827	0	-1.505411649435541	0	0	0	-0.4280585118515412
23076	0	0	0	0	0	0	0	-0.4621034869918554	0	0	-0.44498531721347045	0	-0.2795100741407052	-1.3654538883369942	0	0	0	0	0	0	0	0
23077	0	0	0	0	0	0	0	-0.5942270356187557	0	0	0	0	0	0	-1.0770433847707277	0	0	0	0	0	0	-0.34196636680458814
2309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23097	0	0	0	0	0	0	0	-0.32392769635955404	0	0	0	0	-0.9094005380964448	0	0	-1.2871854812446493	0	-0.5632447553932652	0	0	-0.4216515638796294	-0.9269887407108331
23131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23139	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.4990980940280432	0	0	0	0	0	0	0	0
23142	0	0	0	0	-0.4539425055010409	-0.5823327943998575	0	-0.40080599839825726	0	0	-0.6408756918056927	0	-0.1148697456280384	-1.211005750783362	-1.4111189281131662	0	0	0	0	0	0	0
23149	0	0	0	0	0	0	0	-0.6260266273449435	0	0	0	0	0	-2.5096387464770973	0	-1.373260151249949	0	0	0	0	0	-1.168097641404061
23161	0	0	0	0	-0.3460195343121542	0	0	0	0	0	0	0	0	0	-1.167300508421424	0	0	-0.7153894234972024	0	0	0	0
23200	0	0	0	0	0	0	0	0	0	0	0	0	-0.1413101535935397	0	0	0	0	0	0	0	0	0
23210	0	0	0	0	0	0	0	0	0	0	0	0	-0.6044727115304608	0	0	0	0	0	0	0	0	0
23212	0	0	0	0	0	0	0	-0.5096717569302083	0	0	0	0	0	-2.6096388167149063	0	0	0	0	0	0	0	0
23223	0	0	0	0	0	0	0	0	0	0	0	-0.3700968660230009	0	-0.8293370754149804	0	0	0	0	0	0	0	0
23224	0	0	0	0	0	-2.157285745008228	0	0	0	0	0	0	-0.3194093273144794	0	0	0	0	0	0	0	0	0
23244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23300	0	0	0	0	0	0	0	0	0	0	0	-0.2365887212783504	0	0	0	0	0	0	0	0	0	0
23321	0	-0.8987337551050908	-1.4754002911273412	0	-0.6188887881035794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23325	0	0	0	0	0	0	0	0	0	-0.3285178825469497	0	0	0	0	0	0	0	0	0	0	0	0
23326	0	0	0	0	0	0	0	0	0	0	0	-0.19039258768904235	-0.8050500182405557	0	0	-0.4404377506629104	0	0	0	0	0	0
23335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.8670251769159066	0	0	0	0	0	0	-0.4707683571051196
23338	0	0	0	0	0	0	0	-1.262490263159224	0	0	-0.4330626221191069	-0.2340575804181004	0	0	0	0	0	0	0	0	0	-1.1369210340341938
23365	0	0	0	0	0	0	0	0	0	0	0	0	-0.6263842866400668	0	0	0	0	0	0	0	0	0
23368	0	0	0	0	-0.4482718962784113	0	0	0	0	0	0	0	0	-1.7526379974299977	0	0	0	0	0	0	0	0
23378	0	0	0	0	-0.2422041627609142	0	0	-0.335865438879404	0	0	0	-0.3498214688084502	-0.626480506846888	-0.8059919905190616	0	0	0	0	0	0	0	0
23386	0	-0.9767888168018396	0	0	-0.21246042239246085	0	0	0	0	0	0	0	0	0	0	-0.5659647159598346	0	0	0	0	0	-0.32945358278403986
23410	0	-0.976502848725898	0	0	0	0	0	-0.9005942749893124	0	0	0	0	0	-0.767776643375027	0	-1.4290773278668305	0	0	0	0	0	-1.1274317500422248
23443	0	0	0	0	-0.4196753177320456	0	0	-0.5094955552882542	0	-0.2565997958862759	-0.8724572570155568	0	0	0	-1.0344856350212153	0	0	0	0	0	0	0
23463	0	-1.1349606529063367	0	0	-0.3842488786990944	-0.605944349980125	0	-0.34798888009463275	-0.3516927909154424	0	0	0	-0.596394731982154	-0.7275388858761592	0	-0.7867924388725804	0	0	0	0	0	-0.5785628373185379
23499	-0.4972083691864564	0	0	0	0	0	0	0	0	0	0	0	-0.2688410977524872	0	0	0	0	0	0	0	-0.7292661990389295	0
23512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23522	0	0	-1.2649146439360908	-0.5081522223682187	-0.5688726123403783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2353	0	0	0	0	0	0	0	-0.7688549639399742	-0.9873053889210208	0	0	0	0	0	0	0	0	0	0	0	0	0
23530	0	0	0	0	-0.6034453579566843	0	0	-0.70356536987601	-0.14177145334237687	0	0	0	-0.12566417102905297	-0.7982135571932802	0	0	0	-0.8194235146726725	0	0	0	-0.36662631654808175
23536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23588	0	0	0	0	-0.5884873095061404	0	0	-0.8615631046898732	0	-0.37589425282221206	0	0	-0.34558881178190315	0	0	-0.997856769534789	0	0	0	0	0	-0.4977679949643186
23597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23635	0	0	0	0	-1.2905105325732873	0	0	0	0	-0.4586030153263211	0	0	-0.5224277044500959	0	0	0	0	0	0	0	0	0
23636	0	0	0	0	0	0	0	0	0	0	0	0	-0.1649555526084762	0	0	0	0	0	0	0	0	0
23647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23659	0	0	0	-1.020301374046616	-0.8636150165442595	0	0	-0.9505907920173028	-0.5866808837194454	-0.8902281930153352	0	-0.24185926994475637	0	-2.0032980542069634	-0.7459775263275137	-1.1334673191726967	-0.45707922600596496	-1.669724512965062	0	0	0	-1.3210883610688091
23670	0	0	0	0	0	0	0	0	0	-0.2955162137801228	0	-0.2422003307711605	0	0	0	0	0	0	0	0	0	0
24149	0	0	0	-0.5025539727566396	0	0	0	0	0	0	0	0	0	0	0	-0.5861372831589476	0	0	0	0	0	0
25	0	0	0	-0.6939845664398068	0	0	0	-0.6634860858206535	-0.220483609696659	0	0	-0.2804203119066181	0	-0.9263420748301008	-0.5706985125869605	-0.4239829842193049	0	0	0	0	0	-0.8424695074665569
2523	0	0	-3.1106505807225666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2534	0	0	0	0	-1.7799064229436248	0	0	0	0	0	0	-0.4876018485034101	0	0	0	0	0	0	0	0	0	0
2542	0	-1.3101956542885114	0	0	-0.5521486211568384	-0.5550824163544202	0	-0.8477418309122675	-0.48450307503225054	0	0	-0.45570928897613466	-0.6779891206896045	-0.9224974577421206	0	-1.0952262454147643	0	0	0	0	0	-0.7702056575506736
2548	0	0	0	0	0	0	0	-1.0575941564088984	0	-0.7023675044687403	0	-0.28411653212478705	-1.049290062411933	-0.9657733645360286	0	0	0	-1.242940442185322	0	0	0	0
2553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256364	0	0	0	0	0	0	0	0	0	0	0	0	-0.7452320860471928	-1.2895652583612254	0	0	0	0	0	0	0	0
25793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2582	0	0	0	0	-0.8289676073500469	0	0	0	-0.2804292961647316	0	0	0	-0.1809349089840496	0	0	0	0	-0.4853289380402789	0	0	0	-0.6824654063889642
25825	0	0	0	0	0	0	0	0	0	-0.6729225142448211	-0.8877434615491079	-0.2127958839181052	-0.37459163199776857	0	-1.3661917925973823	0	0	0	0	0	0	0
25839	0	0	0	0	0	0	0	0	-0.2151991712893482	0	0	0	0	-0.5945204331404176	0	-0.9816118945849586	0	0	0	0	0	-0.7371568222652718
25874	0	0	0	0	-0.8169996690877652	0	0	0	-0.18893785063565935	0	0	0	0	0	0	0	0	-0.9680202620416184	0	0	0	0
25932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.2631826072586	0
25966	0	0	0	0	0	0	0	-1.6829011244122007	0	-0.3366733172621199	0	0	-1.2608768346132344	-1.1410587497262608	0	-0.6783980543174324	-0.5716260554420242	0	0	0	-0.540283974301954	-0.7517025004819399
2597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25976	0	0	0	0	0	0	0	-0.5781468048348362	0	0	0	0	0	0	-0.5943301857121556	0	0	0	0	0	0	0
25987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26001	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7180885588938122	0	0	0	0	0	0	0	-0.3911385853530455
26020	0	0	0	0	0	0	0	0	0	0	0	-0.2795270577606541	0	0	0	0	0	0	0	0	0	0
26036	0	0	0	0	0	0	0	0	0	0	-0.5438568606296401	0	0	0	0	0	0	0	0	0	0	0
26054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26064	0	-2.1243180027983315	0	0	-1.3722982898561713	0	0	0	-0.2752108011984916	0	0	0	0	0	0	0	0	0	0	0	0	0
26128	0	0	0	0	0	0	0	0	-0.26312869747286893	0	0	0	0	0	0	0	0	0	0	0	0	0
26136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26227	0	-1.425146697284884	0	0	-1.0720389737229676	-2.260277669143681	0	0	0	0	0	0	-0.8183863223355613	0	0	0	0	0	0	0	0	-1.620008048501824
2624	0	0	0	0	0	0	0	0	0	0	0	-0.6039327979683415	0	0	0	0	0	0	0	0	0	0
2625	0	0	0	0	0	0	0	0	0	0	-0.5352114804593422	-1.636442520359101	0	0	0	0	0	0	0	0	0	0
26292	0	0	0	0	0	0	0	0	0	0	0	0	-0.14855758178466044	-1.4800141939558915	0	0	0	0	0	0	0	0
26511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26520	0	0	0	0	-0.4249095415811514	0	0	-0.4839999997722588	0	0	-0.31722988026630383	0	0	-0.901084298812326	0	0	0	0	0	0	0	0
2673	0	0	0	0	-0.3545707394405348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2690	0	0	-2.5512560534586046	0	0	0	0	0	0	0	0	0	-0.599637151973408	0	0	0	0	0	0	0	0	0
26993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27032	0	0	0	0	0	0	0	0	0	0	0	0	-0.12257059598001642	0	0	0	0	0	0	0	0	0
27095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27109	0	0	0	0	0	0	0	0	0	0	0	0	-0.31012384939782145	0	0	0	0	0	0	0	0	0
27242	0	0	0	0	-1.4660545690993836	0	0	-1.5768101832356354	-0.34537194067590804	-1.5982464852070648	0	-0.4630765740052797	0	0	0	-1.4660414526138863	0	-2.307999083757503	0	0	0	-1.0791881953258684
27244	0	0	0	0	-1.31085529888946	0	0	-0.756523321928534	0	-0.5356107565338392	-0.8549326975800493	0	0	0	0	-1.2504711214299589	0	-0.7955876452438425	0	0	0	-1.1555190223458496
27336	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5000070005123579	0	0	0	0	0	0	0	0
27346	0	0	0	0	-0.8874380168693409	-1.6598508655615825	0	-2.744351948533223	-1.263693828168932	0	0	0	0	0	0	0	0	0	0	0	0	-1.465572075957985
2736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2767	0	0	-1.302786900083274	0	0	0	0	0	0	0	0	0	-0.16056719161721406	-1.768847100360782	0	0	0	-0.9471643950704296	0	0	0	0
2769	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.8770830714508382	0	0	0	0	0	0	0	0
2770	0	0	-2.1049194718779995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2771	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.502228871269253	0	-0.4162338056686305	0	-0.4881426924086272	0	0	0	-0.4066726331558174
2778	0	0	0	0	-0.29039647954082887	0	0	-0.3767546863918774	0	0	0	0	-0.28062633445150986	0	0	0	0	0	0	0	0	0
2810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2817	0	0	0	0	-1.0264602098287463	0	0	0	0	0	0	-0.409442003292703	0	0	0	0	0	0	0	0	0	0
2852	0	0	0	0	-1.066071700407527	0	0	0	-0.6048666553850571	0	0	0	0	-4.031068224695352	0	-1.3124564574366575	0	0	0	0	0	-1.2460024056507624
2886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2887	0	0	0	0	0	0	0	0	0	0	0	-0.29623561591622416	0	0	0	0	0	0	0	0	0	0
2896	0	0	0	0	0	0	0	-1.2841251954630892	0	-1.2545613045309938	0	-0.1843201751326633	0	-1.2644906288158069	0	0	0	0	0	0	0	0
28969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29083	0	0	0	0	0	0	0	-0.6521592985682265	0	0	-0.6197663943922774	0	0	0	0	0	0	0	0	0	0	0
291	0	0	0	0	-0.7507910801010778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2946	0	0	0	0	-0.8033251464142694	0	0	-1.8797163937779748	0	-0.7243961251800165	-0.6778238452971508	0	-0.6720330585788423	-1.4327706279391974	-1.0678242757552734	0	0	0	0	0	0	0
2954	0	0	0	0	0	0	0	0	0	0	0	0	-0.2598536273567472	0	0	0	0	0	0	0	0	-0.5289479986356224
2956	0	0	0	0	0	-0.7672152805811573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2958	0	0	0	0	0	0	0	0	-0.27484982288592924	0	0	0	0	-0.8946493858588817	0	0	0	0	0	0	0	0
2961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29763	0	0	0	0	0	0	0	-1.267928751777179	-1.592866658598792	0	0	0	0	0	0	0	0	0	0	0	0	0
29890	0	0	0	0	0	0	0	-0.32226338616924166	0	0	0	-0.3021008156933984	-0.32812103167777823	-0.3652147128355133	0	0	0	0	0	0	0	0
29911	0	-0.9319031562103336	-1.6944547524801992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.4099016065217777
29916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5293299574529864
29928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29937	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.8126800637413798	0	0	0	0	0	0	0	0
29978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.3157445994130636	0	0	0	0	0	0
30001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3028	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.2816333985133217	0	0	0	0	0	0	0	0
3033	0	0	0	0	-2.389764292504039	-1.5695862027614556	0	-2.317023144816741	-0.9500498223174022	0	-0.36930937109866624	0	-0.4633526174250456	-2.088071627005979	-0.9760963239898858	-0.7270130923854257	0	0	0	0	-0.8343413488066617	-0.8541638433055285
3066	0	0	0	0	0	0	0	0	0	0	0	0	-0.2098808643212617	0	0	0	0	0	0	0	0	0
30836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30849	0	0	0	0	0	0	0	0	0	0	0	0	-0.34441918910562563	0	0	-0.8528020744818633	0	0	0	0	0	-0.33082119139528426
3091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3108	0	0	0	0	0	0	0	-1.9836437002181733	0	0	0	0	0	-1.752071559427702	-2.062557351449841	0	0	0	0	0	0	0
