GeneID	GSE84076_MTB_control_blood_up.tsv	GSE148171_MTB_control_blood_PBMC_up.tsv	GSE198557_MTB_control_blood_PBMC_up.tsv	GSE132283_MTB_control_2h_blood_macrophage_up.tsv	GSE132283_MTB_control_48h_blood_macrophage_up.tsv	GSE143627_MTB_control_blood_PBMC_macrophage_up.tsv	GSE148731_MTB_control_4h_blood_CD14plus_monocyte_derived_macrophages_MF1_up.tsv	GSE148731_MTB_control_24h_blood_CD14plus_monocyte_derived_macrophages_MF2_up.tsv	GSE148731_MTB_control_24h_blood_CD14plus_monocyte_derived_macrophages_MF1_up.tsv	GSE174566_MTB_control_blood_PBMC_up.tsv	GSE193777_MTB_control_blood_up.tsv	GSE256184_MTB_control_0h_HEPG2_HepG2_up.tsv	GSE256184_MTB_4control_48h_HEPG2_HepG2_up.tsv	GSE64179_MTB_control_blood_dendritic_cells_up.tsv	GSE64182_MTB_control_blood_dendritic_cells_up.tsv	GSE141656_MTB_control_blood_blood_up.tsv	GSE143731_MTB_control_blood_monocyte_derived_macrophages_up.tsv	GSE164287_MTB_control_blood_monocyte_derived_macrophages_up.tsv	GSE165708_MTB_control_BAL_bronchoalveolar_lavage_up.tsv	GSE183912_MTB_control_blood_macrophages_up.tsv	GSE211974_MTB_control_blood_THP1_up.tsv	GSE236156_MTB_control_blood_monocyte_derived_macrophage_up.tsv
1958	0	0	0	0	1.2040878745885584	0	2.228642874565653	0	0	0	0	5.451276063728756	4.14627069133251	0	0	1.9777670744962523	0	0	0	0	0	2.648786855762832
1978	0.709979986113221	0	0	0	0	0	0	0	0	0	0	0	0.3773193998063124	0	0	0	0	0	0	0	0	0
1981	0	0	0	0	0.6083063620942704	0	0	0.3286971762791871	0.15807193297303848	0	0.3575611613036746	0	0	0	0.7882845764838388	0.6473953258770594	0	0	0	0	0	0.4098680528538013
1983	0	1.3243598173540323	0	1.1362013252689704	0	0	0	0.5673427343650562	0	0	0	0	0.26134515096421845	1.3123711128100812	0.587872605414057	0.8963406403657259	0	0	0	0	0	0.9068769637920346
1994	0	0	0	0	0	0	0	0.269867120920383	0	0	0	0	0	0.316604166880424	0.9284115507289906	0.3612216922846879	0	0	0	0	0	0
200081	0	0	0	0	0.5033571613551433	0	0	0	0	0.2855330788478729	0	0	0	0	0.6118103379068155	0	0	0	0	0	0	0
200734	0	2.527927477252569	2.257761154934076	2.2532447274405123	0	0	0	0.5083776340279136	0	0.9884689170797146	0	0.36697712205119903	0.42016835476452064	4.029838691128818	4.1714107698566725	0.9220039576737424	0	0	0	0	0	0
2017	0	0	0	0	0.9276033045420022	0	0	0.7202009723554349	0	2.1725702250509578	1.3987707193678884	0	0	0	1.874614961148139	0	0	0	0	0	0	0
2037	0	0	0	0	0	0	0	0	0.3040668307289496	0	0	0	0.3256436491495188	0	0	0	0	0	0	0	0	0
2042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2048	0	0	0	0	2.0209336768967563	2.136049879552716	0	0	2.5199827202264813	0	0	0	0.5715068350758253	0	0	0	0	0	0	0	0	0
2058	0	0	0	0	0	0	0	0.5383186134927946	0.2219717254971187	0	0	0	0	0	0	0	0	0	0	0	0	0
2063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
207	0	0	0	0	0.2874610389754924	0	0	0	0	0.10784211764823678	0	0	0.11935616898350349	0	0	0	0	0	0	0	0	0
2109	0	0	0	0	0	0	0	0	0	0	0.4603965809430132	0.4399541826055086	0.34057425513376094	0	0	0	0	0	0	0	0	0
211	0	2.855249891837336	2.958404158220474	0.7249827195918148	1.8720558315049507	1.2159749654516558	0.3790837505454881	1.5371707697418444	0.8584348178648674	0	0.5297708055159461	0	0.5596074238134113	1.460760398479215	1.3065875140036511	0.950328640176036	0	0	0	0.7219226991563549	0	1.0039222216289698
2113	0	0	0	1.1704345278997623	0	0	0	3.805747970346293	0	0	0	0	0	1.3959259934484112	1.4647398744636655	0	0	0.8622922086926196	0	0	0	0
2115	0	0	0	0	0	0	0	0	0	1.1927798394101878	0	0.5123379469220016	0.35038153001446226	0	0	0	0	0	0	0	0	0
2131	0	2.1545239123880946	2.1849631188915657	0	2.6790822243206	0	0	0	0	0.4158306964658933	0.5925525728196928	0	0.3048884629927765	0	0	2.077352943498946	0	1.29001392665517	0	0	0	0
2146	0	0	0	0.8878137248692606	0.6988784225518865	0	0	0.956257019832774	0	0.9405510506538106	0	0.2255966791414555	0.21577909220768995	1.228509173238696	0.8245370591198102	2.252843009762315	0	0.8625992435703819	0	0	0	0.6585283535558413
2184	0	0	0	0	0	0	0	0	0	0	1.064952130089191	0	0.4484110499831229	0	0	0	0	0	0	0	0	0
2185	0	0	0	0.5288155769516596	1.1842502590245767	0	0	0	0	0	0.6859959279357937	0.490861763397614	1.188048406992432	3.088103864150336	2.632609080372196	0.9125432695227084	0	0	0	0	0	0
2195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2222	0	0	0	0	0.926697747323835	0	0	0	0	0	0.5446087720910184	0.9954017910956248	0	1.4708076111653403	0	0	0	0	0	0	0	0
226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22794	0	1.131022624289523	0	0	0	0	0	0.6090414226639109	0	0	0.6457635750791756	0	0	0.5192891146387651	0.5075088777278076	0	0	0	0	0	0	0.33224236470829205
22796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22809	0	0	0	1.3642774860350375	4.181493515304938	1.1213566347477375	0	0	1.629566795267915	0	0	0	0	1.320974205346391	1.4796610340981986	1.49390646613763	0	0	0	1.1018301967560906	1.1389013102926526	0
22823	0	0	0	0	0	0	0	0	0	0	0	0	0.669064362628387	0	0	0	0	0	0	0	0	0
22827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1716214919498351	0.7188474196259739	0	0	0	0	0	0
22841	0	1.3480544999948874	0	0	0	0	0	0	0	0	0	0	0.3916000055005389	0	0	0	0	0	0	0	0	0
2288	0	0	0	0	0	0	0	1.059447022677828	0	0.4899566211575248	0	0	0	0	0	0.7597840603382198	0	0.9247539670097592	0	0	0	0
22883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22887	0	0	0	0	0	0	0	0	0	0	0	0	0.1905838069157248	0.7303445418424609	0	0	0	0	0	0	0	0.17878744621377107
22889	0	0	0	0	0	0	0	0.2551693977917619	0.23228728918648053	0	0	0	0	0.6684107241377617	0	0	0	0.37449242493562096	0	0	0	0
22905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22908	0	0	0	0	0	0	0	0	0	0	0	0.20519979346977957	0	0	0	0	0	0	0	0	0	0
22926	0	1.666064002009451	1.4665300824153291	0	0	0	0	0.4221640178018534	0	0	0.8782655141041866	0	0	0	0	0.8324831532549	0	0	0	0	0	0.39801097761051
22934	0	0	0	0	0	0	0	0	0	0.3955040464392096	0	0	0	0	0	1.0121361694348066	0	0	0	0	0	0.560372735676292
23	0	0	0	0	0.7906714962055978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
230	0	0	0	0	1.7778012265300118	0	0	0	0	0	0	0.6986444776179	0.3717378470351824	0	0	0	0	1.4317488342943203	0	0	0	0
23011	0	1.711397679282297	0	1.0049246837161885	0	0	0	0.5809791039837516	0	0.1944514455666196	0	0	0.1381106474084685	1.3592382937726626	0.6688848247024786	1.5960220178880464	0	0	0	0	0	0.8809615504998745
23013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23029	0	0	0	0	1.1665846590961433	0	0	0.5060945099401069	0.4653247526026108	0	0	0	1.231330445724704	0	0	0	0	0	0	0	0	0.4269860295998652
23038	0	0	0	0	0	0	0	0	0	0	0.6009725075043787	0.23527789469837604	0.21742088404660587	0	0	0	0	0	0	0	0	0
23039	0	0	0	0	0.8833675743056287	0	0	0	0	0	0	0	0	1.0302098121221843	1.15356617966245	0	0	0	0	0	0	0
23061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23076	0	0	0	0	0.3052567568758289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23077	0	0	0	0	0.3741080412756016	0	0	0	0.8572759258868079	0	0	0	0	0	0	0	0	0.4151176733383541	0	0	0	0
2309	0	1.6580502036011426	0	0	0	0	0	0.3899157191479247	0	0	0	0	0.4337499380745869	2.2144879640634896	0	0.9555433053876876	0	0	0	0	0	0.596417643654734
23097	0	0	0	0	0.3058383460261651	0	0	0	0	0	0	0.20487461910030624	0	0	0	0	0	0	0	0	0	0
23131	0	0	0	0	0	0	0	0	0.2634702492128818	0	0	0	0.37223343279819615	0	0	0	0	0	0	0	0	0
23139	0	0	0	0	0	0	0	0	0	0	0	0	0.1275326478118303	0	0	0	0	0	0	0	0	0
23142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23149	0	0	0	0	0.5361941550787445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23161	0	1.7047298666901485	1.3815017439387989	0	0	0	0	0	0	0	0	0.3006101691836453	0	0	0	0	0	0	0	0	0	0
23200	0	2.981453196705969	3.0331526352260854	0	0.4526383420625425	0	0	0.7654454820014988	0.1917423044720316	0	0	0	0	0	0	0	0	0	0	0	0	0.822675067682476
23210	0	2.17967247351556	1.4946521437989115	0.8358785736991223	0.8351373467966076	0	0	0.9701280452144044	0	0.29234648018986825	0.4951484786943904	0	0	0	0.8492861178574126	1.0196840593944465	0	0	0	0	0.3040333203213635	0.559585750944672
23212	0	0	0	0	0	0	0	0	0	0.40275651613934393	0	0	0	0	0	0.8603100366298838	0	0	0	0	0	0
23223	0	0	0	0	0	0	0	0.3734478851562654	0	0.6083510512327395	0.8648179849341144	0	0	0	0	1.1550983253728493	0	0	0	0	0	0.7892649442723372
23224	0	0	0	0	0	0	0	0	0	0.48805329197216574	0	0.30309881173301545	0	2.0283628794408	0	0	0	1.2512549963168782	0	0	0	0
23244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23271	0	0	0	0	0	0	0	0.6586355706105733	0.4158131632990241	0	0	0	0	0	0	0.698963194951773	0	0	0	0	0	0.5837338333848535
23300	0	0	0	0	0	0	0	0	0	0	0	0	0.2346796338754826	0	0	0	0	0	0	0	0	0
23321	0	0	0	0	0	0	0	0	0	0	0	0.5407883963219362	0	4.316841609358002	2.099357959239326	1.477451907230799	0	0	0	0	0	0
23325	0	1.637667006274687	1.6740943891466924	0	1.246517506583407	0.7197821790574659	0	0.3773453942994239	0.831449235428492	0	0	0.3702727130335896	1.0654839099138298	1.1362120179400452	0	0	0	0	0	0	0	0
23326	0	0.8373583889584751	0.9233907130602936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23338	0	0	0	0	2.118019995411255	1.6520797939446248	0	0	1.7408157752022533	0	0	0	0.6974781128362985	1.812000928516184	1.4020058865567149	0	0	0	0.877253437671491	0	0.5283724739196433	0
23365	0	0	0	0	0.4422608900507578	0	0	0	0	0	0	0.317244569030148	0	0	0	0	0	0	0	0	0	0
23368	0	0	0	0	0	0	0	0.8532804084121021	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23410	0	0	0	0	0	0	0	0	0	0	0	0	0.2063236481205819	0	0	0	0	0	0	0	0	0
23443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23499	0	0	0	0	0	0	0	0	0.5024550522260939	0	0	0	0	0	0	0.9415680920164862	0	0.7634062387795919	0	0	0	0
23512	0	0	0	0	0	0	0	0.3883121019409536	0	0	0	0.32520069510651783	0.16973177657536537	2.29407089791443	0	0	0	0.5389594902996914	0	0	0	0
23522	0	0	0	0	0	0	0	0	0	0	0	0	0.1529398493363563	0	0	0	0	0	0	0	0	0
2353	0	0	0	0	0.47215760453132793	0	0	0	0	0	0.9505859820300172	4.950096912638364	4.054716484093839	0	0	0	0	0	0	0	0	1.488342500124508
23530	0	0	0	0	0	0	0	0	0	0	0	0.2684993064947893	0	0	0	0	0	0	0	0	0	0
23536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2356	0	0	0	0.4732220556646219	0.7320549701789444	0.4328569248211907	0	0.7674767129380526	0	0.25432905818906765	0	0	0.17948639425943724	0	1.2213910312717184	0	0	0	0	0	0	0
23585	0	1.1691310692311916	1.147740515944537	0	1.442258859684402	0.8427403209003532	0	0.5469883044143264	0.5405651339676395	0	0.5122288951910958	0	1.0403422206539374	0.7204358430840825	0	0	0	0	0	0	0.6288290460113672	0
23588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23597	0	1.0033546956329575	0	0.7979998083730871	2.245354908744086	1.438509875654748	0	0.8536820000359026	0.9093112397722868	0	0.6261668276141047	0.1592035985612783	0	1.6035853855057385	1.49291162947938	0.6812545877597898	0	0	0	0	0.6727422549993982	0.9505963732003476
23635	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4293786543314342	1.3354936082508295	0	0	0	0	0	0	0
23636	0	0	0	0.5988049414186026	1.392153540262578	0	0	0	0.7142579099520995	0.35152139718937764	0	0	0	0.6102742358005574	0.8526936142035528	0.45925020706828057	0	0.33354099518299174	0	0	0	0.383901050134134
23647	0	0	0	0	0.2864274373973997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23659	0	0	0	0	0	0	0	0	0	0	0	0	0.4606414476084107	0	0	0	0	0	0	0	0	0
23670	0	2.1822060982317115	2.202885041190192	0.663368561385094	0	0	0	1.3882476347835948	0	0	0	0	0.27442478676433324	0	0	2.116026003088824	0	0	0	0	0	2.4998573860001816
24149	0	0	0	0	0	0	0	0.7629504511287528	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	0	0	0	0	0	0	0	0	0	0	0	0	0.6845088409386273	0	0	0	0	0	0	0	0	0
2523	0	0	0	0	1.0482477142973163	0	0	0	1.9969924490249835	0	0	0	0.3340968444904707	0	0	0	0	0	0	0	0	0
2534	0	0	0	0	0	0	0	0.6042128943980662	0.6054529056139151	0	0	0	1.656917707521702	0	0	0	0	0.7870171755586979	0	0	0	0
2542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2548	0	0	0	0	0	0	0	0	0	0	0.8163773575715426	0	0	0	0	0	0	0	0	0	0	0
2553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256364	0	0	0	0	0.28707816879364856	0	0	0.2953185505935103	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25793	1.7996021790039014	0	0	0	1.1559512004399906	0.5048415757278029	0	0	0.4604571065842333	0	0.7763726535221835	0	0.5226923632008196	0.9143995601939294	0	0	0	0	0	0	0	0
25803	0	0	0	0	0	0	0	0	0	0	0	0	4.661373641923647	0	0	0	0	0	0	0	0	0
25805	0	0	0	2.6836720722465004	1.9286625069430647	0	0	2.310125469357812	0	0	0	0	2.3382566176377333	3.1780195453355966	3.5640763518356566	4.166472973117618	0	2.3067283156112137	0	0	0	0
2582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5500522145424729	0	0	0	0	0	0	0
25825	0	0	0	0	1.612466997178695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25839	0	0	0	0	0	0	0	0	0	0	0.2531985707035503	0	0	0	0	0	0	0	0	0	0	0
25874	0	0	0	0	0	0	0	0.32644010471390544	0	0	0	0.6274234775012822	0.5671917773233677	1.016875389253783	1.4978718456780578	0	0	0	0	0	0	0
25932	0	1.5359139485065556	1.6553902091271964	2.4074085230941016	1.9911942005692136	0.5642027771892022	0	1.2473373908928471	0.6581010696937234	0	0	0.3183503098255824	0	1.2429971668222526	0.8380041308889243	2.427088609571759	0	0	0	0	0	1.183321807686592
25966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25976	0	1.9387421563584504	2.0932035166480443	0	1.3082104384306237	0	0	0	0	0	0	0.7171830447894926	0.8329596084463822	0.8685938202304421	0	0	0	0	0	0	0	0
25987	0	0	0	0.6805712016026683	0.42918338586042426	0	0	1.4642411644168625	0.5487183056773663	0	0	0	0.8922939153660912	0.5468451952164258	1.5255718414771176	0	0	0	0	0	0	0
26001	0	0	0	0	0	0	0	0	0	0	0	0	0.20164206356831205	0	0	0	0	0	0	0	0	0
26020	0	1.9143492537547413	1.919880337032683	0	1.315147230849677	0.70447967828905	0	1.4376176139985406	0.4649718173287703	0.2811159999120517	0.9201122038273788	0	0.20023699355002936	0	0.8667203760999218	0	0	0	0	0	0	0
26036	0	0.7900447250364874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26054	0	0.6185309508344692	0	0	0	0	0	0	0	0	0	0	0.15424401250355504	0	0	0.3646271974489088	0	0	0	0	0.5022756357146212	0
26064	0	0	0	0	0	0	0	0.9535630538821972	0	0	0	0	0.9106299192006432	4.305409197526354	3.002905293258276	0	0	0	0	0	0	0
26128	0	0	0	0.6326429937639385	0.449543263394331	0	0	0.3626308439370947	0	0	0	0	0.5839410433012551	1.2559330262323365	1.0711264982093816	0	0	0	0	0	0	0
26136	0	1.0604283155081324	0	0	0	0	0	0.5610642740939299	0	0	0	0	0.5203932185501078	0	0	0.677703341748984	0	0	0	0	0	0.7699096340613532
26227	0	0	0	0	0	0	0	2.0730127927471336	0	0	0	0	0	1.0138940434307933	0	0	0	0	0	0	0	0
2624	0	0	0	0	0	0	0	2.480254704383657	0	0	0	0	0	0	0	0	0	1.534147307254858	0	0	0	2.1351825670065017
2625	0	0	0	0	0	0	0	3.10203598971978	0	0	0	0	1.511877098866689	0	0	0	0	0	0	0	0	0
26292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26511	0	2.622341626427108	2.483847945599324	0	0.5406978892455181	0	0	1.0982455878837156	0	0	0.5796715487413255	0	0.2475546916352094	0	0	0.9550309901966608	0	0	0	0	0	1.3218933387993392
26520	0	0	0	0	0	0	0	0	0	0	0	0	0.4000054411246983	0	0	0.9085823663933522	0	0	0	0	0	0
2673	0	0	0	0	0	0	0	0.6284135252812647	0	0	0	0.24918436425498683	0.5115114859075597	1.649255068518211	1.320762209472773	1.02516349122631	0	0	0	0	0	0.7920459547933634
2690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26993	0	0	0	0	0.8239005944921028	0.44754301653019407	0	0	0.4528595035698768	0	0	0	0.361582729165728	0	0	0	0	0	0	0	0	0
27032	0	0	0	0	0.8100346517005955	0	0	0.7997024977763217	0.524974829106988	0	0	0	0	0	0	1.1760808294883829	0	0	0	0	0	0.6241278400791057
27095	0	0	0	0	0.2850209944655301	0	0	0.29165782311675154	0	0	0.36244954560345394	0	0.22376569502133303	0	0.7632257898897132	0	0	0	0	0	0	0
27109	0	0	0	0	0	0	0	0	0	0	0	0	0	0.720647935442676	0	0	0	0	0	0	0	0
27242	0	0	0	0	0	0	0	0	0	0	0	0	1.5865100598909174	0	0	0	0	0	0	0	0	0
27244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27336	0	0	0	0	0	0	0	0	0	0.20008519267005265	0	0	0.3274803112890358	0	0	0	0	0	0	0	0	0
27346	0	0	0	0	0	0	0	0	0	0.7605821106909937	0	0.8730714966702569	0	0	1.1124546446780017	0	0	0	0	0	0	0
2736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2745	0	1.851098167670601	1.657093998472891	2.6207226747806485	2.2122639751133337	0.9844372751081296	0	1.6412372209559334	0.3802155842046944	0	0	0.43766078763919847	1.0966631514929857	0	0	1.819906629397696	0	0	0	0	0.4525337575052489	0.9493261879672094
2767	0	0	0	0	0	0	0	0.5313341449784565	0.325465655057919	0	0	0	0	0	0	0	0	0	0	0	0	0
2769	0	2.426594450192725	0	1.0046982939658995	0.3884100714406705	0	0	1.5433578843848086	0	0	0.9941856068890024	0	0	0	0.9243509454293444	0	0	0	0	0	0	1.0153431523033962
2770	0	0	0	0	0	0	0	0	0	0	0	0.20918403808881497	0.6488147298087912	0	0	1.968542575914349	0	0	0	0	0	0
2771	0	0	0	0	0.7830395420138849	0	0	0.14438104197014132	0	0	0.6145448506094475	0.23696633331878725	0.5456953912717191	0	0	0	0	0	0	0	0	0
2778	0	0	0	0	0	0	0	0	0	0	0.6315281231338365	0	0	0	0	0	0	0	0	0	0	0
2810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2817	0	0	0	0	0	0	0	0	0	0.34967119255035833	0	0	0.3224779142493639	0	0	0.9662603300004998	0	0	0	0	0	0
2852	0	0	0	0	0	0	0	0	0	0	2.4882744587943324	0	0	0	0	0	0	0	0	0	0	0
2886	0	0	0	0	0	0	0	0	0	2.024110579088733	0	0	0.2628860249193906	0	0	0	0	0	0	0	0	0
2887	0	4.172696945296295	3.8796240321925968	0	1.1826578932156906	0	0	0	0.8880169410898618	0	1.4108785022378485	0	2.569144029462976	2.0383569813403843	1.9131300203211767	1.699043819059321	0	0	0	0	0	0
2896	0	0	0	0	1.240318538671281	0	0	0	0	0	1.2180810480272255	0	0	0	0	0	0	0	0	0	0.5033982349662292	0
28969	0	0	0	0.7815038134692055	0.3673118788429845	0	0	0	0	0	0	0	0.2505512355533621	0	1.1790118786540318	1.5735089624522058	0	0	0	0	0	1.3171857511492002
2908	0	1.3806978905594	1.3124891930242073	0	0.7703100728452996	0	0	1.0025434096317598	0.3804118017952701	0	0	0	0.8767079163178124	0.8124529542736821	0	0.76762498290524	0	0	0	0	0	1.167224054575575
29082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29083	0	0	0	0	0	0	0	0	0	0	0	0	0.36019850116413	0	0	0	0	0	0	0	0	0
291	0	0	0	0	0	0	0	0	0	0	0	0	0.6086695721374511	0	0	0	0	0	0	0	0	0
29103	0	0	0	0	1.2316600984223558	0	0	0	0	0	0	0	0.473246731701615	0	0	0	0	0	0	0	0	0
2920	0	0	0	5.238112957803063	2.878825575051756	4.824666240578705	5.089406651992425	3.910484849241049	0	0	0	2.5333503420136134	2.202928049244451	6.770127690056259	7.115877790800391	7.601874096841532	0	6.878184100268575	0	0	1.9993510634634653	6.915102177974468
2946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2954	0	0	0	0	0.3834166168653363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2958	0	0	0	0	0	0	0	0	0	0	0	0	0.20764366206416804	0	0	0	0	0	0	0	0	0
2961	0	0	0	0	1.1424945691966948	0.8138797463366009	0	0.5933862121091562	0.8380681296755155	0.2630340347296584	0	0	0.6424965881770326	0.9860809812920872	1.2750477339428994	0	0	0	0	0	0.2848178035670016	0.5061319703642333
29763	0	0	0	0	2.462639793114489	0	0	0	0	1.048532130710034	0	0	0.279788633688335	0	0	0	0	0	0	0	0	0
29890	0	0	0	0.5596415422461469	0	0	0	0	0	0	0	0	0	0	0	0.5067057660315447	0	0	0	0	0	0
29911	0	0	0	0	0	0	0	0	0	0	0.4594407718438841	0	0.20283516491694412	0	0	0	0	0	0	0	0	0
29916	0	0	0	0.7782028591588441	1.0794464024919208	0	0	0	0.23746671145340817	0	0.5035627731908254	0	0.5113797361410598	2.1027497564308906	1.9291180510250048	0	0	0	0	0	0	0
29928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29937	0	0	0	0	0	0	0	0.2588964545768914	0	0	0	0	0.6908854261532832	0	0	0	0	0	0	0	0	0
29978	0	0	0	0	0	0	0	0.46506259623853946	0	0	0.4982067170336	0	0.12675025666183917	1.09168384637328	0	0.4105480548986556	0	0	0	0	0	0.3518788552266981
30	0	0	0	0	0.817005021060458	0.415921297883668	0	0	0.2597315113571099	0	0.5960886716231529	0	0.22600805135319965	0	0	0	0	0	0	0	0.3782613815866653	0
30001	0	0	1.266232997013139	0	0.4285950394383093	0	0	1.089943870284959	0.2699591771633796	0	0	0	0.325447168658101	0.6645991775711947	0	0	0	0	0	0	0	0.39286811240471126
3028	0	0	0	0	0.3522317229381041	0	0	0	0	0.4054746107917034	0	0	0	0	0	0	0	0	0	0	0	0
3033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3066	0	0	0	0	0	0	0	0.2130719173940942	0	0	0	0	0	0.5391847188778001	0	0.5067754197861655	0	0	0	0	0	0.3810947549848342
30836	0	1.93379441459734	0	1.3170372316879222	0.7233555491123072	0.5432395775430047	0.33907174219554354	1.0145994969926868	0	0	0	0	0.6772686894903034	0.3582040744981776	0	2.2256642046057693	0	0.3254711504964749	0	0	0	1.3083448553562638
30849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3091	0	2.891585836319128	2.5578728783119806	2.3238276964489715	0.9878991591345544	0.9821034363779626	0.46131752628817085	0.8747186484668789	0.2299177486455921	0.768034267660146	0	0.1711840986561282	0.6544046635668435	0	0	1.5030876546883152	0	1.4079892951632724	0	0	0.3341543507654441	2.511734460619945
3098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
310	0	0	1.2989890749866022	0.7465240994144458	0.7279669417617736	0	0	0.3228886022625962	0.18287244943022085	0	0.3766409220824271	0	0.4333514597662346	1.1266286842333548	0.9284154514230468	1.0001184614998966	0	0	0	0	0	0.3664995687056112
3108	0	3.6708726916292713	3.929106654933702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3156	0	2.242295439555582	1.9452524206873765	0	1.8240957834114824	0	0.3888085600106533	0	0	0	0	1.182734974648699	0	1.22061166984259	0	1.0770238066871856	0	0	0	0	0	0
3157	0	0	1.0545333622026187	1.565943816320451	1.898482254607209	0	0.5505692920893598	0	0	0.3293835571485401	0	1.6718470510836825	0	3.3123889382504146	1.8826789963552903	2.184428502680054	0	0	0	0	0	0
3162	0.5646937659248649	0	0	0.7571922353790007	0.30877672967652425	0.8345631989808069	0	0	0.3369506676521161	0	0.756377089714885	1.1549671778908444	1.6582210798840995	0	0	1.536664552215165	0	0	0	0	0	0
