GeneID	GSE84076_MTB_control_blood_up.tsv	GSE148171_MTB_control_blood_PBMC_up.tsv	GSE198557_MTB_control_blood_PBMC_up.tsv	GSE132283_MTB_control_2h_blood_macrophage_up.tsv	GSE132283_MTB_control_48h_blood_macrophage_up.tsv	GSE143627_MTB_control_blood_PBMC_macrophage_up.tsv	GSE148731_MTB_control_4h_blood_CD14plus_monocyte_derived_macrophages_MF1_up.tsv	GSE148731_MTB_control_24h_blood_CD14plus_monocyte_derived_macrophages_MF2_up.tsv	GSE148731_MTB_control_24h_blood_CD14plus_monocyte_derived_macrophages_MF1_up.tsv	GSE174566_MTB_control_blood_PBMC_up.tsv	GSE193777_MTB_control_blood_up.tsv	GSE256184_MTB_control_0h_HEPG2_HepG2_up.tsv	GSE256184_MTB_4control_48h_HEPG2_HepG2_up.tsv	GSE64179_MTB_control_blood_dendritic_cells_up.tsv	GSE64182_MTB_control_blood_dendritic_cells_up.tsv	GSE141656_MTB_control_blood_blood_up.tsv	GSE143731_MTB_control_blood_monocyte_derived_macrophages_up.tsv	GSE164287_MTB_control_blood_monocyte_derived_macrophages_up.tsv	GSE165708_MTB_control_BAL_bronchoalveolar_lavage_up.tsv	GSE183912_MTB_control_blood_macrophages_up.tsv	GSE211974_MTB_control_blood_THP1_up.tsv	GSE236156_MTB_control_blood_monocyte_derived_macrophage_up.tsv
10892	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4157468338376775	0	0	0	0.9361397289256886	0	0	0.38872547166682975	0
10898	0	0	0	0	0	0	0	0	0	0.14057044069183172	0	0	0	0	0	0	0	0	0	0	0	0
10904	0	0	0	0	0.35127898777938193	0	0	0	0.1659111787314366	0	0	0	0	0	0	0	0	0	0	0	0	0
10915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9339394828395926	0	0	0	0	0	0.8285256387504737
10921	0	0	0	0.6802930091776532	0.3449459274434496	0	0	0	0	0.24499446981969017	0	0	0	0	0.7196409431846518	0.880463009160653	0	0	0	0	0	0.5079188602702589
10953	0	0	0	0	0.8197615399523012	0	0	0.780199360225713	0.3939311180013338	0.6389718470618454	0	0	0.4312898611953945	3.1492972353622632	3.840847848509386	0.6839943274706983	0	0.593354084721184	0	0.5790055657391482	0	0.5852093605457295
10954	0	0	0	0	0	0	0	0	0	0	0.8437361469020244	0	0.2727812750753348	0	0	1.2690904069800304	0	0	0	0	0	0
10962	0	0	0	0	0	1.0566039124029127	0	1.6466607611155035	0	0	0	0	0	2.797411283585572	1.3824078848296528	0	0	2.364522547365265	0	0	0	0
10969	0	0	0	0	0	0	0	0	0	0.6104891974466007	0	0	0.6986541032559063	0	0	0.7072832940610275	0	0	0	0	0	0.5316826920166707
10972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10973	0	0	0	0	0	0	0	0	0.2858016996025587	0.40763438838876415	0	0	0	0	0	0	0	0	0	0	0	0.5120996008022797
11000	0.7131154994461947	0	0	0	1.5285587039957935	0	0	1.0821690562987152	0.7937314789092645	0	0	0	0	0	0	0	0	0	0	0	0	0
11004	0	0	0	0	0	0	0	0	0	2.6663626551098663	0	0	0.36216824681633786	2.540651559938664	1.4715162184133088	0	0	1.2119238378742423	0	0	0	0
11007	0	0	0	0	0	0	0	0	0	0	0	0	0.21366952013592524	0	0	0	0	0	0	0	0	0
11011	0	1.0769243006561529	0	0	1.4917029768505814	0.8467109934527479	0	0.6356864336994175	0.8495245999980924	0	0	0	0.6041922089924228	1.0436241469132734	0	0.682668867535815	0	0	0.33394446497465213	0	0	0.7034318096870914
11014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11031	0	2.372668057826284	2.0650558460467026	0	0	0	0	0.5655271296355451	0	0	0.8449955610114885	0	0.8202402513815839	0	0	0	0	0	0	0	0	0
11041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11044	0	0	0	0	2.0639045647229	0	0	0	0.5792520008526977	0	0	0	0	1.4511647996274444	0.6101454217370201	1.0253255257557754	0	0	0.3170210475557517	0	0	0.4654199125375482
11065	0	0	1.666499216085816	0	0	0	0	0	0	3.114747495468154	0	0	0	1.1861457461715494	0	0	0	0	0	0	0	0
11072	0	0	0	0.515020806757317	0	0	0	0	0	0	0	0	0	1.3430154272597208	1.527678487813293	0	0	0	0	0	0	0
11073	0	1.0268782671801004	1.191791001059895	0	0	0	0	0	0	0.2194535630426315	0	0	0	0.8776136137344861	0	0	0	0	0	0	0	0
11098	0	0	0	0	0	0	0	0	0	0	0	0	2.21301622876221	0	0	0	0	0	0	0	0	0
1111	0	0	0	0	0	0	0	0	0	2.171578502359913	0	0	0	0	0	0	0	0	0	0	0	0
11137	0	0	0	0.7254144302174103	0.4025913474505639	0	0	0	0	0	0	0	0.1497650741184292	0.6613778301993398	0.740372100850087	0.9770290836071964	0	0	0	0	0	0.6001793211248603
11142	0	0	0	0	0	0	0	0	0	0.5242605071788021	0	0.41991471253282303	0	0	0	2.7108534144294265	0	1.1180792794438803	0	0	0	0
11151	0	0	0	0	0	0	0	0	0	0.2794791459057897	0	0	0	0	0	0	0	0	0	0	0	0
11157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11168	0	0	0	0	0	0	0	0	0	0	0	0.25383279211229526	0	0	0	0	0	0.8782529494395952	0	0	0	0
11182	0	0	0	4.872753260304143	5.955621837389179	2.99095189023752	2.2305174045965286	2.4658115600574093	3.2518250224059133	0.9974702715920832	0.4476547839334756	1.2678194315329674	0	1.825762157801004	1.9366594252290137	4.629033776439752	0	0	0	3.5578372101120266	0	2.6926023801059418
11188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11200	0	0	0	0	0	0	0	1.185129202927794	0	0	0	0	1.2870278303009643	0	0	0	0	0	0	0	0	0
1123	0	0	0	0	0	0	0	0	0	0	0	0	0.5842045754165032	1.0271920228963205	0	0	0	0	0	0	0	0
11230	0	0	0	0	0	0	0	0	0	0	0.5742166925057332	0	0	1.046554251844516	0	0	0	0	0	0	0	0
11232	0	0	0	0	0	0	0	0	0	0	0.6295755239063376	0	0.7319941297047399	0	0	0	0	0	0	0	0	0
11261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11319	0	1.1450400903438347	0	0	0	0	0	0	0	0	0	0	0.2895331090495632	0	0	0.5136443457387948	0	0	0	0	0	0.3190121033978212
11325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11344	0	0	1.273022781543505	0	0	0	0	0.4499464441439464	0	0	0.5282906425137284	0	0.1550883827928804	0	1.0775654804359744	0	0	0	0	0	0	0
1153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0841488787020406	0	0	0	0	0	0	0
116832	0	0	0	0	0	0	0	0	0	0.791298353212443	0	0.4743952013556974	0.5822740207019081	0	0	0	0	0	0	0	0	0
1212	0	0	0	0	0	0	0	0.2975391718260944	0	0	0	0	0.7713356729351573	0	0	0	0	0	0	0	0	0
1213	0	1.5307107203745205	1.4806776597630462	0	0	0	0	0	0	0	0.5917595892420721	0	0	0	0	0	0	0	0	0	0	0
124583	0	1.568815862029779	1.4306036419266823	0.48677010207348986	0	0	0	0.4523653104799112	0	0	0.7598566168210723	0	0	0.6463603667509927	1.070017181608342	1.1424045285799365	0	0	0	0	0	0
1277	0	0	0	0	0	0	0	0	0	1.3026506503311588	0	0	0	2.5703120923066214	0	0	0	0	0	0	0	0
128	0	0	0	0	0.25292003062370344	0	0	0	0	0	0	0.3328024121081663	0.6085463390164737	0	0	0	0	0	0	0	0	0
1282	0	0	0	0	0	0	0	0	0	0	0	0	0.5505931201929497	2.3109609613022366	0	0	0	0	0	0	0	0
1385	0	0	0	0	0.2599301039315253	0	0	0	0.2350119397920797	0	0	0	0.486522420617262	1.0138998666081762	0	0	0	0	0	0	0	0
1398	0	2.026816113764352	0	0.8682743641799472	0.3658809868686953	0	0	0	0	0	0	0	0	0.7664678518419918	0	0.8672115076830105	0	0	0	0	0	0
1399	0	0.9561377725668996	1.2384198397288677	0	0	0	0	0	0	0	0	0	0.20718575719177051	0	0	0	0	0	0	0	0	0
142	0	0	0	0	0.4283788808484099	0	0	0	0	0.3702803074767894	0	0	0	0	0	0	0	0	0	0	0	0
1429	0	0	0	0	0	0	0	0	0	0	0	0.45451055312138106	0.347457312697898	0	0	0	0	0	0	0	0	0
1445	0	0	0	0	0	0	0	0	0.2172210721390625	0.3108369275914878	0.4987025960511927	0	0	0	0	0	0	0	0	0	0	0
1452	0	1.5867720416522126	1.1473334090125924	0	0	0	0	0.454776900477573	0	0	0	0	0.2607859099582067	0	0	0.6643920478501434	0	0	0	0	0	0.4166317336016107
1454	0	0	0	0.6516172436670319	0	0	0	0	0	0	0	0	0	0	0.7534751586822782	0.4312344307283452	0	0.8639542309194896	0	0	0	0
1459	0	0.9606818577982876	1.194155549844797	0	0	0	0	0	0	0	0	0	0	0.5630403983523536	0	0.803457536022028	0	0	0	0	0	0.4799913983159709
1465	0	0	0	0	0	0	0	0.5584843249507538	0	0	0	0.39996820692116425	0	0	2.030809623519659	0	0	0	0	0	0	0
147179	0	0	0	0	0	0	0	0.3512312352504886	0.2142810697018193	0	0.4617386935868387	0	0.484165223430288	0.4117940030366676	0	0.5051622240795449	0	0	0	0	0	0.6953103652230931
148022	0	1.573521257276394	1.236919273168368	2.265699649359069	1.58139907703446	0.6659270956684752	0	0.9230907314432284	0.6528554279744473	0.5240251354684491	0.4876418894426948	0	1.0167061840128473	0.9977189399647234	1.4066754133100712	1.8670768566362723	0	0	0	0	0	1.503655615653178
1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1509	0	0	0	0	0.6458682290309118	0	0	0	0	0	1.1371446632350746	0	0.3669106653301838	0	0	0	0	0	0	0	0.6047561121028568	0
1514	1.0471506991647237	0	0	0	1.2248304925418745	0	0	1.7166039172496332	0.3921461366776657	0	0.7641103587330363	0.5250407371720419	2.304439264494119	2.6260429598981765	2.123093278068443	0	0	0	0	0	1.3755439116249095	0
1534	0	0	0	1.2419732231757503	1.3492026634208631	0	0	0	0.5027679477908763	0	0	0	0	0	0	0.5767443992969149	0	0	0	0	0	0
154	0	0	1.3368152822420547	0	0	0	0	0	0	0	0	0.934371325477053	0	0	0	0	0	0	0	0	0	0
16	0	0	0	0	0	0	0	0.4855482488149754	0.34122498651834965	0.33758722957437154	0	0.3335853739052222	0.22737445326672392	0	0.8783780139213319	0.5569173673985931	0	0	0	0	0	0
1605	0	0	0	0	0.637223349753379	0	0	0	0.5163352299548087	0	0	0	0	0.540839580839657	0	0	0	0	0	0	0	0
1616	0	0	0	0	0	0	0	0	2.3709111118595168	0	0	0	0	0	1.3224365956830235	0	0	0	0	0	0	1.418121808530335
1633	0	0	0	0	1.11301378154024	0	0	0	0	0	0	0	0	1.3465467162933795	0	0	0	0	0	0	0	0
1635	0	0	0	0	0	0	0	0	0	0.16832476620170458	0	0	0	0	0	0	0	0	0	0	0	0
1643	0	0	0	0	0.6067716069761228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1647	0	0	0	1.1020566611640137	0	0	0	1.0736067856412084	0	1.3545732494381888	0	0.7014226397080123	1.4495709078142116	3.341753095392277	2.277340865830196	3.238143319808612	0.8964078627155309	1.2260873535878185	0	0	0	1.1466800370084822
1662	0	0	0	0	0	0	0	0	0	0.2609611789406292	0	0	0	0	0	0.9745144878535836	0	0	0	0	0	0.6291314428955016
1666	0	0	0	0	1.1910558235112196	0	0	0.2899956778289408	0	0	0.589005583198941	0.3241890719610399	0.17331528322107312	0	0	0	0	0	0	0	0	0
1676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1786	0	0	0	0	0.6096538057788283	0	0	0.5330764345062217	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1788	0	0	0	0	0	0	0	0	0	0	0	0	0.24728887076537776	0	0	0	0	0	0	0	0	0
1802	0	0	0	0	0.431061057415197	0	0	0	0	0.24785565210016855	0	0	0	0	0	0.9524792989181754	0	0	0	0	0	0
1829	0	0	0	0	0	0	0	0	0	1.221331076344376	0	0	0.3707975888179436	6.152010822008574	4.72585224568292	0	0	3.449836681360203	0	0	0	0
1831	0	0	0	0	1.151912996357597	0	0	0	0	0	0.7236301570044583	0	0	0	0	0	0	0	0	0	0	0
1845	0	1.5119780927195334	0	0	0	0	0	0	0	0	1.1754517198900445	0	0	0.4482843917296858	0	0.5415713613955822	0	0	0	0	0	0
1846	0	0	0	0.8448107582084778	0	0	0	4.411500799423878	0	2.902302668365081	0	1.8498800084238307	2.470519417171961	5.884975856743551	5.031142247545374	1.8833704675028755	0	0	0	0	0	4.1820689088602006
1848	0.5631236971436142	2.894245674556667	2.6188344465857023	2.993346204993522	1.7339432743542813	0	0.8315169044514288	1.3241094890407954	0	0	0	2.3249317621988643	1.3527159799219293	1.39503258679729	2.5911422876918127	1.498168774109639	0	0	0	0	0	1.3517651060042342
1861	0	1.4931970649460018	1.4473389712233853	0	0.7980466147532101	0	0	0.7044070385567682	0	0.2460124421050344	0.5188073698054355	0	0.10265036964787512	0	0.7727361735500735	0	0	0	0	0	0	0
1870	0	0	0	0	0	0	0	0	0	1.316615740731396	0	0	0.1646744525872052	0	0	0	0	0	0	0	0	0
1891	0	0	0	0	0	0	0	0	0	0	0	0.33600867397633394	0	0	0	0	0	0	0	0	0	0
1906	0	0	0	2.8576510603312	3.600010306454805	4.909321562352806	3.040829136477464	5.333672570391921	2.673299991924904	3.2986965635540626	0	0.435574694317583	2.8234789447384863	6.3895897371175305	8.0626421192026	7.403203896627014	0	0	0	0	1.62112664028541	4.294553562855988
1950	0	0	0	0	1.9903288599722635	0	0	0	0	0	1.5481777285109932	0.7998722496340459	1.1338120270058252	0	0	2.455606101479968	0	0	0	0	0	0
1956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
