Description	ID	pathway_genes	pathway_size	observed_val	expected_val	log_observed_expected	asinh_observed_expected	pvalue	p.adjust	qvalue
mitochondrial genome maintenance	GO:0000002		21	1	3.3420826899982843	-1.2065941725356544	0.2949207081041228	0.9738099753162541	1	1
single strand break repair	GO:0000012		11	2	1.7506147423800535	0.13318017294934367	0.9786065626852418	0.5421864394318061	1	1
alpha-glucoside transport	GO:0000017		2	0	0.3182935895236461	-Inf	0	1	1	1
regulation of DNA recombination	GO:0000018		89	6	14.164064733802254	-0.8589486353163163	0.41186384961543937	0.9960295265887169	1	1
regulation of mitotic recombination	GO:0000019		3	1	0.4774403842854692	0.7393159765196591	1.4851166808931504	0.40550740563651744	1	1
mitotic spindle elongation	GO:0000022		8	1	1.2731743580945845	-0.2415132764920671	0.7212571130655779	0.702872704377802	1	1
maltose metabolic process	GO:0000023		2	0	0.3182935895236461	-Inf	0	1	1	1
maltose catabolic process	GO:0000025		1	0	0.15914679476182306	-Inf	0	1	1	1
ribosomal large subunit assembly	GO:0000027		15	1	2.387201921427346	-0.8701219359144413	0.4075262593100799	0.8950468302649965	1	1
ribosomal small subunit assembly	GO:0000028		8	0	1.2731743580945845	-Inf	0	1	1	1
very long-chain fatty acid metabolic process	GO:0000038		24	4	3.8195230742837536	0.04616879595971374	0.914393683659035	0.5451583369160722	1	1
transition metal ion transport	GO:0000041		55	7	8.753073711900269	-0.22349477098938902	0.7324488743479177	0.7935823052349078	1	1
autophagosome assembly	GO:0000045		52	5	8.275633327614798	-0.5038775409595583	0.5724087936728139	0.932644283855621	1	1
urea cycle	GO:0000050		6	0	0.9548807685709384	-Inf	0	1	1	1
citrulline metabolic process	GO:0000052		5	0	0.7957339738091154	-Inf	0	1	1	1
argininosuccinate metabolic process	GO:0000053		1	0	0.15914679476182306	-Inf	0	1	1	1
ribosomal subunit export from nucleus	GO:0000054		4	0	0.6365871790472922	-Inf	0	1	1	1
ribosomal large subunit export from nucleus	GO:0000055		3	0	0.4774403842854692	-Inf	0	1	1	1
ribosomal small subunit export from nucleus	GO:0000056		3	0	0.4774403842854692	-Inf	0	1	1	1
mitotic sister chromatid segregation	GO:0000070		110	13	17.506147423800538	-0.29760274314311086	0.6872136795148827	0.8636814543355386	1	1
cell cycle checkpoint signaling	GO:0000075		106	6	16.869560244753245	-1.0337513596962435	0.348568680086842	0.9995142921129541	1	1
DNA replication checkpoint signaling	GO:0000076		12	0	1.9097615371418768	-Inf	0	1	1	1
DNA damage checkpoint signaling	GO:0000077		72	5	11.458569222851262	-0.8292999413941863	0.4235745747625199	0.9901166147848013	1	1
regulation of cyclin-dependent protein serine/threonine kinase activity	GO:0000079		32	2	5.092697432378338	-0.9346604570520124	0.38326679988365353	0.9725784101930046	1	1
G1/S transition of mitotic cell cycle	GO:0000082		41	0	6.525018585234745	-Inf	0	1	1	1
G2/M transition of mitotic cell cycle	GO:0000086		33	1	5.251844227140161	-1.6585792962787116	0.1892771089842063	0.996739525397135	1	1
sulfur amino acid metabolic process	GO:0000096		25	1	3.978669869045577	-1.3809475596804321	0.248766519075305	0.9869204441090151	1	1
sulfur amino acid biosynthetic process	GO:0000097		11	0	1.7506147423800535	-Inf	0	1	1	1
sulfur amino acid catabolic process	GO:0000098		7	0	1.1140275633327614	-Inf	0	1	1	1
sulfur amino acid transport	GO:0000101		10	0	1.5914679476182307	-Inf	0	1	1	1
sulfate assimilation	GO:0000103		2	0	0.3182935895236461	-Inf	0	1	1	1
negative regulation of transcription by RNA polymerase II	GO:0000122		516	56	82.1197460971007	-0.38282680955864484	0.6378010421683517	0.9993976084693706	1	1
establishment of mitotic spindle orientation	GO:0000132		23	0	3.660376279521931	-Inf	0	1	1	1
rRNA modification	GO:0000154		18	0	2.8646423057128154	-Inf	0	1	1	1
MAPK cascade	GO:0000165		89	7	14.164064733802254	-0.704797955489058	0.4760256841832498	0.9919664778188408	1	1
rDNA heterochromatin formation	GO:0000183		4	1	0.6365871790472922	0.4516339040678782	1.2334463072563284	0.5001352305114642	1	1
nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	GO:0000184		25	1	3.978669869045577	-1.3809475596804321	0.248766519075305	0.9869204441090151	1	1
protein polyubiquitination	GO:0000209		193	21	30.715331389031853	-0.3802394859936939	0.6392600286646706	0.9730317038441637	1	1
meiotic spindle organization	GO:0000212		4	0	0.6365871790472922	-Inf	0	1	1	1
microtubule cytoskeleton organization	GO:0000226		304	38	48.38062560759421	-0.24151327649206725	0.7212571130655778	0.9519298478383951	1	1
spliceosomal tri-snRNP complex assembly	GO:0000244		11	0	1.7506147423800535	-Inf	0	1	1	1
spliceosomal complex assembly	GO:0000245		39	5	6.2067249957111	-0.21619546850777735	0.7370178796940822	0.7656715728027171	1	1
allantoin metabolic process	GO:0000255		4	0	0.6365871790472922	-Inf	0	1	1	1
mitochondrial fission	GO:0000266		9	0	1.4323211528564077	-Inf	0	1	1	1
polysaccharide biosynthetic process	GO:0000271		10	1	1.5914679476182307	-0.46465682780627704	0.5929829342133912	0.8234001898591758	1	1
polysaccharide catabolic process	GO:0000272		5	1	0.7957339738091154	0.2284903527536683	1.0517725125221504	0.5797053073567768	1	1
mitotic cell cycle	GO:0000278		365	32	58.08858008806542	-0.5962331855949963	0.52625383250773194	0.9999625563523216	1	1
nuclear division	GO:0000280		153	19	24.34945959855893	-0.24807067703822638	0.7172149052901385	0.8523781942514016	1	1
mitotic cytokinesis	GO:0000281		63	7	10.026248069994853	-0.3592963121484507	0.6511646324516186	0.8369924359612302	1	1
nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	GO:0000288		12	1	1.9097615371418768	-0.6469783846002316	0.5022427346018258	0.8234001898591758	1	1
nuclear-transcribed mRNA poly(A) tail shortening	GO:0000289		6	1	0.9548807685709384	0.04616879595971374	0.914393683659035	0.6466129912388319	1	1
deadenylation-dependent decapping of nuclear-transcribed mRNA	GO:0000290		2	0	0.3182935895236461	-Inf	0	1	1	1
RNA fragment catabolic process	GO:0000292		1	0	0.15914679476182306	-Inf	0	1	1	1
spermine transport	GO:0000296		2	0	0.3182935895236461	-Inf	0	1	1	1
retrograde transport, vesicle recycling within Golgi	GO:0000301		8	1	1.2731743580945845	-0.2415132764920671	0.7212571130655779	0.7501784974965993	1	1
response to reactive oxygen species	GO:0000302		82	11	13.05003717046949	-0.17089570927811384	0.7658254263848407	0.775640503407571	1	1
response to superoxide	GO:0000303		11	0	1.7506147423800535	-Inf	0	1	1	1
response to oxygen radical	GO:0000305		12	0	1.9097615371418768	-Inf	0	1	1	1
protein deneddylation	GO:0000338		10	0	1.5914679476182307	-Inf	0	1	1	1
cis assembly of pre-catalytic spliceosome	GO:0000354		2	0	0.3182935895236461	-Inf	0	1	1	1
RNA splicing, via transesterification reactions	GO:0000375		186	10	29.601303825699087	-1.0852333155313867	0.3317065042283391	0.9999928663973476	1	1
RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	GO:0000377		181	10	28.805569851889974	-1.0579836730840113	0.34053516785276783	0.9999882804095399	1	1
alternative mRNA splicing, via spliceosome	GO:0000380		12	0	1.9097615371418768	-Inf	0	1	1	1
regulation of alternative mRNA splicing, via spliceosome	GO:0000381		38	2	6.0475782009492765	-1.1065107139786718	0.32496131004157175	0.9887690038757126	1	1
spliceosomal snRNP assembly	GO:0000387		32	0	5.092697432378338	-Inf	0	1	1	1
spliceosome conformational change to release U4 (or U4atac) and U1 (or U11)	GO:0000388		1	0	0.15914679476182306	-Inf	0	1	1	1
mRNA 3'-splice site recognition	GO:0000389		5	0	0.7957339738091154	-Inf	0	1	1	1
spliceosomal complex disassembly	GO:0000390		1	0	0.15914679476182306	-Inf	0	1	1	1
