Description	ID	pathway_genes	pathway_size	observed_val	expected_val	log_observed_expected	asinh_observed_expected	pvalue	p.adjust	qvalue
mitochondrial genome maintenance	GO:0000002		21	4	3.515651874785002	0.12906939792107114	0.9755161210469664	0.47687192615924856	1	1
single strand break repair	GO:0000012		11	2	1.8415319344111913	0.08254938228617821	0.9409320387286212	0.5720303812442475	1	1
regulation of DNA recombination	GO:0000018		89	9	14.89966746932691	-0.5041143178713169	0.5722863607685283	0.962992955938955	1	1
mitotic spindle elongation	GO:0000022		8	0	1.3392959522990482	-Inf	0	1	1	1
ribosomal large subunit assembly	GO:0000027		15	3	2.5111799105607155	0.17785956209050308	1.012548472671162	0.37479261565546074	1	1
ribosomal small subunit assembly	GO:0000028		8	0	1.3392959522990482	-Inf	0	1	1	1
very long-chain fatty acid metabolic process	GO:0000038		24	3	4.017887856897144	-0.29214406715523233	0.6904738067881614	0.7910795227815859	1	1
transition metal ion transport	GO:0000041		55	6	9.207659672055957	-0.42827624147981247	0.6125916259860014	0.9168309769319876	1	1
autophagosome assembly	GO:0000045		52	4	8.705423689943814	-0.7776518829369332	0.4446826295933971	0.9822959928716641	1	1
urea cycle	GO:0000050		6	1	1.004471964224286	-0.0044619947034513375	0.8782220024345085	0.6669528014152184	1	1
citrulline metabolic process	GO:0000052		5	0	0.8370599701869053	-Inf	0	1	1	1
mitotic sister chromatid segregation	GO:0000070		110	13	18.415319344111914	-0.34823353380627603	0.6575211098998801	0.9062160457022003	1	1
cell cycle checkpoint signaling	GO:0000075		106	8	17.74567136796239	-0.7967000779076279	0.4367920092525918	0.9975353926491071	1	1
DNA replication checkpoint signaling	GO:0000076		12	0	2.008943928448572	-Inf	0	1	1	1
DNA damage checkpoint signaling	GO:0000077		72	7	12.053663570691434	-0.5434584954361383	0.5522363834499958	0.9564342340349263	1	1
regulation of cyclin-dependent protein serine/threonine kinase activity	GO:0000079		32	5	5.357183809196193	-0.06900051584102267	0.8334337530089494	0.6402978718724879	1	1
G1/S transition of mitotic cell cycle	GO:0000082		41	5	6.863891755532623	-0.316836679745604	0.6758177254856975	0.8228737512486759	1	1
G2/M transition of mitotic cell cycle	GO:0000086		33	5	5.524595803233574	-0.0997721745077763	0.8126111062123923	0.6682974891066773	1	1
sulfur amino acid metabolic process	GO:0000096		25	1	4.185299850934526	-1.4315783503435973	0.2367146341740262	0.9897847212589863	1	1
sulfur amino acid biosynthetic process	GO:0000097		11	1	1.8415319344111913	-0.6105977982737671	0.5193608657660355	0.8668147386476351	1	1
sulfur amino acid catabolic process	GO:0000098		7	0	1.1718839582616674	-Inf	0	1	1	1
sulfur amino acid transport	GO:0000101		10	0	1.6741199403738105	-Inf	0	1	1	1
establishment of mitotic spindle orientation	GO:0000132		23	2	3.850475862859764	-0.655049560844601	0.49851053122536165	0.9169638977461206	1	1
rRNA modification	GO:0000154		18	5	3.0134158926728585	0.5063636290625393	1.2799717974555846	0.17045535939155995	1	1
MAPK cascade	GO:0000165		89	6	14.89966746932691	-0.9095794259794813	0.3925350560139504	0.9984794834269851	1	1
nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	GO:0000184		25	6	4.185299850934526	0.36018111888445764	1.1573514186849394	0.23112015117022786	1	1
protein polyubiquitination	GO:0000209		193	29	32.31051484921454	-0.10809688439380806	0.8070377856130547	0.704507044959707	1	1
spliceosomal tri-snRNP complex assembly	GO:0000244		11	1	1.8415319344111913	-0.6105977982737671	0.5193608657660355	0.8400161607018727	1	1
spliceosomal complex assembly	GO:0000245		39	8	6.529067767457861	0.2031773700747929	1.0320631181047513	0.3243242467542567	1	1
mitochondrial fission	GO:0000266		9	2	1.5067079463364292	0.2832200777483295	1.0950455637788936	0.3976671158981744	1	1
polysaccharide biosynthetic process	GO:0000271		10	1	1.6741199403738105	-0.5152876184694423	0.5665329861555368	0.8400161607018727	1	1
polysaccharide catabolic process	GO:0000272		5	1	0.8370599701869053	0.17785956209050308	1.012548472671162	0.5999625265741655	1	1
nuclear division	GO:0000280		153	16	25.614035087719298	-0.4705517246280507	0.589853253054943	0.9796113819979918	1	1
mitotic cytokinesis	GO:0000281		63	6	10.546955624355006	-0.5640777826388742	0.5419611867765824	0.9389180423592993	1	1
nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	GO:0000288		12	4	2.008943928448572	0.688685185856494	1.4396463302514666	0.07064623308447578	1	1
nuclear-transcribed mRNA poly(A) tail shortening	GO:0000289		6	3	1.004471964224286	1.0941502939646583	1.814214386158049	0.0629744266549269	1	1
retrograde transport, vesicle recycling within Golgi	GO:0000301		8	0	1.3392959522990482	-Inf	0	1	1	1
response to reactive oxygen species	GO:0000302		82	4	13.727783511065246	-1.233127411619759	0.28740675278867034	0.9997457231689376	1	1
response to superoxide	GO:0000303		11	0	1.8415319344111913	-Inf	0	1	1	1
response to oxygen radical	GO:0000305		12	0	2.008943928448572	-Inf	0	1	1	1
protein deneddylation	GO:0000338		10	1	1.6741199403738105	-0.5152876184694423	0.5665329861555368	0.807827584201457	1	1
RNA splicing, via transesterification reactions	GO:0000375		186	27	31.138630890952875	-0.1426123331842687	0.7842042757917929	0.7324759903708196	1	1
RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	GO:0000377		181	27	30.30157092076597	-0.11536269073689318	0.8021943419169705	0.6868484129140384	1	1
alternative mRNA splicing, via spliceosome	GO:0000380		12	1	2.008943928448572	-0.6976091752633966	0.47921991974276157	0.8891256194432811	1	1
regulation of alternative mRNA splicing, via spliceosome	GO:0000381		38	5	6.3616557734204795	-0.24085077276768194	0.7216664170907175	0.7859832157262489	1	1
