Description	ID	pathway_genes	pathway_size	observed_val	expected_val	log_observed_expected	asinh_observed_expected	pvalue	p.adjust	qvalue
mitochondrial genome maintenance	GO:0000002		21	1	3.511408474867044	-1.2560172318794327	0.2810705680471054	0.9786106166950178	1	1
single strand break repair	GO:0000012		11	2	1.8393092011208325	0.08375711360556512	0.9418207525962938	0.5713143235105085	1	1
alpha-glucoside transport	GO:0000017		2	1	0.3344198547492423	1.095358025284045	1.815359697178268	0.3064686584941799	1	1
regulation of DNA recombination	GO:0000018		89	7	14.881683536341283	-0.7542210148328362	0.4545604273452335	0.9932692614627692	1	1
regulation of mitotic recombination	GO:0000019		3	0	0.5016297821238634	-Inf	0	1	1	1
mitotic spindle elongation	GO:0000022		8	5	1.3376794189969692	1.3185015765982548	2.0290805788869064	0.0020298995986030126	0.6099887866747338	0.6099887866747338
maltose metabolic process	GO:0000023		2	0	0.3344198547492423	-Inf	0	1	1	1
maltose catabolic process	GO:0000025		1	0	0.16720992737462115	-Inf	0	1	1	1
ribosomal large subunit assembly	GO:0000027		15	1	2.508148910619317	-0.9195449952582198	0.38882841092011045	0.907408128489849	1	1
ribosomal small subunit assembly	GO:0000028		8	0	1.3376794189969692	-Inf	0	1	1	1
very long-chain fatty acid metabolic process	GO:0000038		24	3	4.0130382569909075	-0.29093633583584566	0.6911966560276837	0.7903445194067739	1	1
transition metal ion transport	GO:0000041		55	10	9.196546005604164	0.08375711360556512	0.9418207525962938	0.4405919845896158	1	1
autophagosome assembly	GO:0000045		52	7	8.694916223480298	-0.21682836368212355	0.7366209153996899	0.7890077052245	1	1
urea cycle	GO:0000050		6	0	1.0032595642477269	-Inf	0	1	1	1
citrulline metabolic process	GO:0000052		5	2	0.8360496368731059	0.8722144739698351	1.6064347012714222	0.19727519935580795	1	1
argininosuccinate metabolic process	GO:0000053		1	0	0.16720992737462115	-Inf	0	1	1	1
ribosomal subunit export from nucleus	GO:0000054		4	1	0.6688397094984846	0.4022108447240997	1.1920568636954505	0.519036372402673	1	1
ribosomal large subunit export from nucleus	GO:0000055		3	1	0.5016297821238634	0.6898929171758807	1.4407257221797447	0.4224472482890338	1	1
ribosomal small subunit export from nucleus	GO:0000056		3	0	0.5016297821238634	-Inf	0	1	1	1
mitotic sister chromatid segregation	GO:0000070		110	33	18.393092011208328	0.5845324015180543	1.3475970954799605	1.1916968680096413e-4	0.15757171609417786	0.15757171609417786
cell cycle checkpoint signaling	GO:0000075		106	20	17.724252301709843	0.12079838528591415	0.9693148304150817	0.267159661252692	1	1
DNA replication checkpoint signaling	GO:0000076		12	5	2.0065191284954538	0.9130364684900905	1.644210317963765	0.03676211544201803	1	1
DNA damage checkpoint signaling	GO:0000077		72	8	12.039114770972724	-0.4087193714922291	0.6233420099878572	0.9095085023051817	1	1
regulation of cyclin-dependent protein serine/threonine kinase activity	GO:0000079		32	7	5.350717675987877	0.2686794520995771	1.0834624928833068	0.2804719428957605	1	1
G1/S transition of mitotic cell cycle	GO:0000082		41	7	6.855607022359466	0.02084328819499605	0.8961885465403027	0.5127854826486674	1	1
G2/M transition of mitotic cell cycle	GO:0000086		33	12	5.517927603362498	0.7769042941655104	1.5191534338372787	0.005218936358978195	1	1
sulfur amino acid metabolic process	GO:0000096		25	3	4.180248184365529	-0.3317583303561007	0.6670747829763679	0.8133903973998378	1	1
sulfur amino acid biosynthetic process	GO:0000097		11	1	1.8393092011208325	-0.6093900669543802	0.5199374719027329	0.8664584059346367	1	1
sulfur amino acid catabolic process	GO:0000098		7	0	1.170469491622348	-Inf	0	1	1	1
sulfur amino acid transport	GO:0000101		10	0	1.6720992737462117	-Inf	0	1	1	1
sulfate assimilation	GO:0000103		2	1	0.3344198547492423	1.095358025284045	1.815359697178268	0.3064686584941799	1	1
negative regulation of transcription by RNA polymerase II	GO:0000122		516	46	86.28032252530451	-0.6289601631484774	0.5106602328806371	0.9999998264376118	1	1
establishment of mitotic spindle orientation	GO:0000132		23	8	3.8458283296162863	0.7324525315946766	1.4789269144386807	0.02795920305186332	1	1
rRNA modification	GO:0000154		18	1	3.009778692743181	-1.1018665520521744	0.32642256766907357	0.9629424915771632	1	1
MAPK cascade	GO:0000165		89	9	14.881683536341283	-0.5029065865519302	0.5729110781354732	0.9720308285055868	1	1
rDNA heterochromatin formation	GO:0000183		4	0	0.6688397094984846	-Inf	0	1	1	1
nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	GO:0000184		25	2	4.180248184365529	-0.7372234384642651	0.4618457607419168	0.9380482076761316	1	1
