Description	ID	pathway_genes	pathway_size	observed_val	expected_val	log_observed_expected	asinh_observed_expected	pvalue	p.adjust	qvalue
mitochondrial genome maintenance	GO:0000002		21	1	3.52046783625731	-1.2585938888061612	0.28036567343571983	0.978842386519321	1	1
single strand break repair	GO:0000012		11	2	1.8440545808966862	0.08118045667883662	0.9399253047033946	0.5728420094276494	1	1
regulation of DNA recombination	GO:0000018		89	7	14.920077972709551	-0.7567976717595647	0.4534648544223721	0.9934521457424973	1	1
mitotic spindle elongation	GO:0000022		8	5	1.341130604288499	1.3159249196715264	2.026591676935952	0.002054517644783708	0.34817457451540307	0.348174574515403
ribosomal large subunit assembly	GO:0000027		15	1	2.5146198830409356	-0.9221216521849482	0.3878752068611717	0.9080301953211334	1	1
ribosomal small subunit assembly	GO:0000028		8	0	1.341130604288499	-Inf	0	1	1	1
very long-chain fatty acid metabolic process	GO:0000038		24	3	4.023391812865497	-0.29351299276257414	0.6896551572923456	0.7919107505622393	1	1
transition metal ion transport	GO:0000041		55	10	9.220272904483432	0.08118045667883643	0.9399253047033944	0.44402039121656256	1	1
autophagosome assembly	GO:0000045		52	7	8.717348927875243	-0.2194050206088521	0.7350063590183741	0.7913443812014014	1	1
urea cycle	GO:0000050		6	0	1.0058479532163742	-Inf	0	1	1	1
citrulline metabolic process	GO:0000052		5	2	0.838206627680312	0.8696378170431066	1.6040578528093434	0.19810890873862372	1	1
mitotic sister chromatid segregation	GO:0000070		110	33	18.440545808966863	0.5819557445913256	1.3453471125068968	1.2534741017104656e-4	0.09586653546872324	0.09586653546872324
cell cycle checkpoint signaling	GO:0000075		106	20	17.769980506822613	0.11822172835918567	0.9673875460382735	0.2711221214902999	1	1
DNA replication checkpoint signaling	GO:0000076		12	5	2.0116959064327484	0.910459811563362	1.6418194565934183	0.037133978705358325	1	1
DNA damage checkpoint signaling	GO:0000077		72	8	12.07017543859649	-0.41129602841895746	0.6219172319341812	0.9109953413032961	1	1
regulation of cyclin-dependent protein serine/threonine kinase activity	GO:0000079		32	7	5.364522417153996	0.2661027951728487	1.0814163649487267	0.28276727555122516	1	1
G1/S transition of mitotic cell cycle	GO:0000082		41	7	6.8732943469785575	0.018266631268267206	0.8943488492928534	0.515722429122935	1	1
G2/M transition of mitotic cell cycle	GO:0000086		33	12	5.5321637426900585	0.774327637238782	1.5168129392197456	0.005331688588909405	0.6044092936533896	0.6044092936533896
sulfur amino acid metabolic process	GO:0000096		25	3	4.1910331384015596	-0.3343349872828293	0.6655737345462166	0.8148721079515023	1	1
sulfur amino acid biosynthetic process	GO:0000097		11	1	1.8440545808966862	-0.6119667238811087	0.5187079507227662	0.867217858089997	1	1
sulfur amino acid catabolic process	GO:0000098		7	0	1.1734892787524367	-Inf	0	1	1	1
sulfur amino acid transport	GO:0000101		10	0	1.676413255360624	-Inf	0	1	1	1
establishment of mitotic spindle orientation	GO:0000132		23	8	3.8557504873294346	0.729875874667948	1.4766052215519645	0.02835784859143781	1	1
rRNA modification	GO:0000154		18	1	3.0175438596491224	-1.1044432089789027	0.32561108298265323	0.9632868761087315	1	1
MAPK cascade	GO:0000165		89	9	14.920077972709551	-0.5054832434786587	0.5715789312954604	0.9726828851194036	1	1
nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	GO:0000184		25	2	4.1910331384015596	-0.7398000953909937	0.46073487355838555	0.9386883731342093	1	1
protein polyubiquitination	GO:0000209		193	12	32.35477582846004	-0.9918549901996236	0.36287187728709924	0.9999934394001649	1	1
spliceosomal tri-snRNP complex assembly	GO:0000244		11	0	1.8440545808966862	-Inf	0	1	1	1
