Description	ID	pathway_genes	pathway_size	observed_val	expected_val	log_observed_expected	asinh_observed_expected	pvalue	p.adjust	qvalue
mitochondrial genome maintenance	GO:0000002		21	2	3.7672858617131064	-0.633207631045429	0.5086652743396195	0.9121674416545728	1	1
single strand break repair	GO:0000012		11	0	1.9733402132782938	-Inf	0	1	1	1
regulation of DNA recombination	GO:0000018		89	8	15.966116271069831	-0.6910272019342552	0.4821607125166941	0.9917419103759866	1	1
mitotic spindle elongation	GO:0000022		8	0	1.4351565187478499	-Inf	0	1	1	1
ribosomal large subunit assembly	GO:0000027		15	4	2.6909184726522186	0.39641178613572947	1.1872409240157575	0.1921043270791529	1	1
ribosomal small subunit assembly	GO:0000028		8	1	1.4351565187478499	-0.361273915561787	0.6500332990875571	0.7944475526801258	1	1
very long-chain fatty acid metabolic process	GO:0000038		24	1	4.30546955624355	-1.459886204229897	0.23022355508155282	0.9913359392792309	1	1
transition metal ion transport	GO:0000041		55	10	9.86670106639147	0.013419533879623594	0.8908943932656328	0.5364117027089211	1	1
autophagosome assembly	GO:0000045		52	6	9.328517371861025	-0.44131662323532356	0.6055048130151117	0.924119036823078	1	1
urea cycle	GO:0000050		6	1	1.0763673890608876	-0.07359184311000629	0.8303048653168422	0.6947015031201482	1	1
citrulline metabolic process	GO:0000052		5	1	0.8969728242174063	0.10872971368394829	0.960306640924062	0.6279361273347794	1	1
mitotic sister chromatid segregation	GO:0000070		110	5	19.73340213278294	-1.372874827240267	0.2507418061751228	0.9999857117614526	1	1
cell cycle checkpoint signaling	GO:0000075		106	7	19.015823873409015	-0.9993613189387053	0.36027021623491684	0.9997056893650837	1	1
DNA replication checkpoint signaling	GO:0000076		12	0	2.152734778121775	-Inf	0	1	1	1
DNA damage checkpoint signaling	GO:0000077		72	6	12.916408668730648	-0.7667390236699514	0.449259511287422	0.9902819474943998	1	1
regulation of cyclin-dependent protein serine/threonine kinase activity	GO:0000079		32	5	5.7406260749913995	-0.13813036424757727	0.7871442273521608	0.7040799407820729	1	1
G1/S transition of mitotic cell cycle	GO:0000082		41	6	7.355177158582732	-0.20364497135820406	0.7449212490922636	0.7475570341738662	1	1
G2/M transition of mitotic cell cycle	GO:0000086		33	4	5.920020639834881	-0.3920455742285408	0.6326235247597255	0.8675468996167556	1	1
sulfur amino acid metabolic process	GO:0000096		25	0	4.484864121087031	-Inf	0	1	1	1
sulfur amino acid biosynthetic process	GO:0000097		11	0	1.9733402132782938	-Inf	0	1	1	1
sulfur amino acid catabolic process	GO:0000098		7	0	1.2557619539043687	-Inf	0	1	1	1
sulfur amino acid transport	GO:0000101		10	5	1.7939456484348126	1.0250204455581033	1.748898986258423	0.020994298222986398	1	1
establishment of mitotic spindle orientation	GO:0000132		23	3	4.126074991400069	-0.31871430114299126	0.6747128718287932	0.8082133589771281	1	1
rRNA modification	GO:0000154		18	5	3.229102167182662	0.43723378065598467	1.22132406791509	0.20947712051182743	1	1
MAPK cascade	GO:0000165		89	6	15.966116271069831	-0.978709274386036	0.367469670480427	0.9993833311490335	1	1
nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	GO:0000184		25	6	4.484864121087031	0.29105127047790313	1.1013092800145932	0.2846515204661399	1	1
protein polyubiquitination	GO:0000209		193	23	34.62315101479188	-0.40902834685768696	0.6231710256989168	0.986142261678602	1	1
spliceosomal tri-snRNP complex assembly	GO:0000244		11	2	1.9733402132782938	0.013419533879623594	0.8908943932656328	0.5588878327804763	1	1
spliceosomal complex assembly	GO:0000245		39	5	6.99638802889577	-0.3359561075774975	0.664630649765988	0.8532310922667924	1	1
mitochondrial fission	GO:0000266		9	1	1.614551083591331	-0.4790569512181704	0.5853610461088782	0.7944475526801258	1	1
polysaccharide biosynthetic process	GO:0000271		10	0	1.7939456484348126	-Inf	0	1	1	1
polysaccharide catabolic process	GO:0000272		5	1	0.8969728242174063	0.10872971368394829	0.960306640924062	0.6279361273347794	1	1
nuclear division	GO:0000280		153	8	27.44736842105263	-1.2328287535945508	0.28749031275073583	0.9999976659630639	1	1
