Description	ID	pathway_genes	pathway_size	observed_val	expected_val	log_observed_expected	asinh_observed_expected	pvalue	p.adjust	qvalue
mitochondrial genome maintenance	GO:0000002		21	1	3.3507051943584454	-1.209170829462383	0.2941829628515263	0.9740775665527983	1	1
single strand break repair	GO:0000012		11	2	1.7551312922829951	0.13060351602261477	0.9766688103182769	0.5436959275708748	1	1
regulation of DNA recombination	GO:0000018		89	6	14.200607728471505	-0.8615252922430446	0.4108599113045352	0.9961390890292519	1	1
mitotic spindle elongation	GO:0000022		8	1	1.27645912166036	-0.24408993341879576	0.7196668128804276	0.7038872264019054	1	1
ribosomal large subunit assembly	GO:0000027		15	1	2.393360853113175	-0.8726985928411699	0.40653180636192715	0.8957116235754177	1	1
ribosomal small subunit assembly	GO:0000028		8	0	1.27645912166036	-Inf	0	1	1	1
very long-chain fatty acid metabolic process	GO:0000038		24	4	3.82937736498108	0.043592139032985165	0.9125313023039693	0.547353650728635	1	1
transition metal ion transport	GO:0000041		55	7	8.775656461414975	-0.2260714279161175	0.73084085897782	0.7958822825573786	1	1
autophagosome assembly	GO:0000045		52	5	8.29698429079234	-0.5064541978862868	0.5710775944611389	0.9336279650912276	1	1
urea cycle	GO:0000050		6	0	0.95734434124527	-Inf	0	1	1	1
citrulline metabolic process	GO:0000052		5	0	0.7977869510377251	-Inf	0	1	1	1
mitotic sister chromatid segregation	GO:0000070		110	13	17.55131292282995	-0.3001794000698394	0.6856787806200436	0.8660963021054853	1	1
cell cycle checkpoint signaling	GO:0000075		106	6	16.91308336199977	-1.036328016622972	0.3477062149386624	0.9995315336429869	1	1
DNA replication checkpoint signaling	GO:0000076		12	0	1.91468868249054	-Inf	0	1	1	1
DNA damage checkpoint signaling	GO:0000077		72	5	11.48813209494324	-0.8318765983209147	0.4225451877035259	0.9903378562913048	1	1
regulation of cyclin-dependent protein serine/threonine kinase activity	GO:0000079		32	2	5.10583648664144	-0.9372371139787411	0.3823259765594492	0.972933191562676	1	1
G1/S transition of mitotic cell cycle	GO:0000082		41	0	6.541852998509346	-Inf	0	1	1	1
G2/M transition of mitotic cell cycle	GO:0000086		33	1	5.265393876848985	-1.66115595320544	0.1887957473909522	0.9967917607492851	1	1
sulfur amino acid metabolic process	GO:0000096		25	1	3.988934755188625	-1.3835242166071606	0.2481391967776111	0.9870794210360119	1	1
sulfur amino acid biosynthetic process	GO:0000097		11	0	1.7551312922829951	-Inf	0	1	1	1
sulfur amino acid catabolic process	GO:0000098		7	0	1.1169017314528151	-Inf	0	1	1	1
sulfur amino acid transport	GO:0000101		10	0	1.5955739020754502	-Inf	0	1	1	1
establishment of mitotic spindle orientation	GO:0000132		23	0	3.669819974773535	-Inf	0	1	1	1
rRNA modification	GO:0000154		18	0	2.87203302373581	-Inf	0	1	1	1
MAPK cascade	GO:0000165		89	7	14.200607728471505	-0.7073746124157864	0.47488526488761545	0.9921778215062986	1	1
nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	GO:0000184		25	1	3.988934755188625	-1.3835242166071606	0.2481391967776111	0.9870794210360119	1	1
protein polyubiquitination	GO:0000209		193	21	30.794576310056186	-0.3828161429204224	0.6378070517789823	0.9739371764883318	1	1
spliceosomal tri-snRNP complex assembly	GO:0000244		11	0	1.7551312922829951	-Inf	0	1	1	1
spliceosomal complex assembly	GO:0000245		39	5	6.222738218094256	-0.21877212543450605	0.735402702719062	0.7677569083413309	1	1
mitochondrial fission	GO:0000266		9	0	1.436016511867905	-Inf	0	1	1	1
polysaccharide biosynthetic process	GO:0000271		10	1	1.5955739020754502	-0.4672334847330057	0.5916133219599139	0.8242611331672373	1	1
polysaccharide catabolic process	GO:0000272		5	1	0.7977869510377251	0.22591369582693963	1.0497573004017309	0.5807307290389894	1	1
