Description	ID	pathway_genes	pathway_size	observed_val	expected_val	log_observed_expected	asinh_observed_expected	pvalue	p.adjust	qvalue
mitochondrial genome maintenance	GO:0000002		21	4	4.814757481940145	-0.1853913156634199	0.7565227060195869	0.7436454990893696	1	1
single strand break repair	GO:0000012		11	3	2.522015823873409	0.17355377680985165	1.009249667888805	0.4790527697198692	1	1
regulation of DNA recombination	GO:0000018		89	12	20.405400756793945	-0.530892959004027	0.5585764036346049	0.9866838547579729	1	1
mitotic spindle elongation	GO:0000022		8	2	1.8341933264533883	0.08654239982022201	0.943872191393702	0.5020835899346627	1	1
ribosomal large subunit assembly	GO:0000027		15	5	3.439112487100103	0.3742244722720029	1.168895769312529	0.15685770123506249	1	1
ribosomal small subunit assembly	GO:0000028		8	3	1.8341933264533883	0.4920075079283864	1.2676997557156022	0.27064645550444244	1	1
very long-chain fatty acid metabolic process	GO:0000038		24	6	5.502579979360165	0.08654239982022201	0.943872191393702	0.48260546967387374	1	1
transition metal ion transport	GO:0000041		55	11	12.610079119367045	-0.13660115149398785	0.7881490328624845	0.7458356142217717	1	1
autophagosome assembly	GO:0000045		52	9	11.922256621947025	-0.28118238030509546	0.6970551056343841	0.873207512469198	1	1
urea cycle	GO:0000050		6	1	1.3756449948400413	-0.31892270828794245	0.6745903218898901	0.7904496614554857	1	1
citrulline metabolic process	GO:0000052		5	0	1.1463708290333678	-Inf	0	1	1	1
mitotic sister chromatid segregation	GO:0000070		110	25	25.22015823873409	-0.00876777998410293	0.8751874396116542	0.431059982925227	1	1
cell cycle checkpoint signaling	GO:0000075		106	20	24.303061575507396	-0.19487005961796364	0.7504825556626156	0.833119089649995	1	1
DNA replication checkpoint signaling	GO:0000076		12	0	2.7512899896800826	-Inf	0	1	1	1
DNA damage checkpoint signaling	GO:0000077		72	13	16.507739938080494	-0.23888000061440595	0.7228849786615786	0.8291473425297128	1	1
regulation of cyclin-dependent protein serine/threonine kinase activity	GO:0000079		32	7	7.336773305813553	-0.04698899280430061	0.8485406340020434	0.6243679381153125	1	1
G1/S transition of mitotic cell cycle	GO:0000082		41	6	9.400240798073616	-0.4489758365361403	0.6013727429982768	0.922719300094279	1	1
G2/M transition of mitotic cell cycle	GO:0000086		33	6	7.566047471620227	-0.23191133129831262	0.7272057155789244	0.8012248006863514	1	1
sulfur amino acid metabolic process	GO:0000096		25	5	5.731854145166839	-0.13660115149398785	0.7881490328624845	0.710685696632551	1	1
sulfur amino acid biosynthetic process	GO:0000097		11	3	2.522015823873409	0.17355377680985165	1.009249667888805	0.4790527697198692	1	1
sulfur amino acid catabolic process	GO:0000098		7	1	1.6049191606467148	-0.4730733881152008	0.5885185122845326	0.838510673375623	1	1
sulfur amino acid transport	GO:0000101		10	1	2.2927416580667357	-0.8297483320539332	0.4233952802765013	0.9260963803118554	1	1
establishment of mitotic spindle orientation	GO:0000132		23	3	5.273305813553492	-0.5640451663209275	0.541977314801134	0.9244242832718724	1	1
rRNA modification	GO:0000154		18	4	4.1269349845201235	-0.03124063583616138	0.8594565322196126	0.6190876582366361	1	1
MAPK cascade	GO:0000165		89	21	20.405400756793945	0.02872282893139585	0.9018288244953767	0.4814117750632796	1	1
nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	GO:0000184		25	4	5.731854145166839	-0.3597447028081976	0.6509079883524986	0.8580671998543306	1	1
protein polyubiquitination	GO:0000209		193	34	44.249914000687994	-0.2634929033486116	0.7077729442609745	0.9524961360850115	1	1
spliceosomal tri-snRNP complex assembly	GO:0000244		11	2	2.522015823873409	-0.23191133129831276	0.7272057155789243	0.7061019072339256	1	1
