GeneID	GSE112482_MTB_control_lung_ILC1	GSE112482_MTB_control_lung_ILC2	GSE112482_MTB_control_lung_ILC3neg	GSE112482_MTB_control_lung_ILC3pos	GSE112482_MTB_control_lung_NK	GSE112482_MTB_control_lung_susp	GSE165708_MTB_control_BAL_bronchoalveolar_lavage	GSE236156_MTB_control_BALF_alveolar_macrophage
3146	-6.904355509540811e-4	-6.904355509540811e-4	-6.904355509540811e-4	-6.904355509540811e-4	-6.904355509540811e-4	-6.904355509540811e-4	-0.05586397803655536	0
9698	-8.812450188106989e-4	-8.812450188106989e-4	-8.812450188106989e-4	-8.812450188106989e-4	-8.812450188106989e-4	-8.812450188106989e-4	0	0
10342	-9.491753940013048e-4	-9.491753940013048e-4	-9.491753940013048e-4	-9.491753940013048e-4	-9.491753940013048e-4	-9.491753940013048e-4	0	0
84790	-0.00122155614725622	-0.00122155614725622	-0.00122155614725622	-0.00122155614725622	-0.00122155614725622	-0.00122155614725622	0	0
2690	-0.00126625940859882	-0.00126625940859882	-0.00126625940859882	-0.00126625940859882	-0.00126625940859882	-0.00126625940859882	0	0
8467	-0.00131925880892642	-0.00131925880892642	-0.00131925880892642	-0.00131925880892642	-0.00131925880892642	-0.00131925880892642	0	0
80008	-0.00145278935352195	-0.00145278935352195	-0.00145278935352195	-0.00145278935352195	-0.00145278935352195	-0.00145278935352195	0	0
10434	-0.00165719567520637	-0.00165719567520637	-0.00165719567520637	-0.00165719567520637	-0.00165719567520637	-0.00165719567520637	0	0
57132	-0.00186632558785949	-0.00186632558785949	-0.00186632558785949	-0.00186632558785949	-0.00186632558785949	-0.00186632558785949	0	0
9592	-0.00212996385416701	-0.00212996385416701	-0.00212996385416701	-0.00212996385416701	-0.00212996385416701	-0.00212996385416701	0	0
5571	-0.00222033288562489	-0.00222033288562489	-0.00222033288562489	-0.00222033288562489	-0.00222033288562489	-0.00222033288562489	-4.383008655025427e-4	-0.00650383163244658
1999	-0.00252877210687237	-0.00252877210687237	-0.00252877210687237	-0.00252877210687237	-0.00252877210687237	-0.00252877210687237	0	0
1653	-0.00257258247222417	-0.00257258247222417	-0.00257258247222417	-0.00257258247222417	-0.00257258247222417	-0.00257258247222417	0	0
29937	-0.00273304212571706	-0.00273304212571706	-0.00273304212571706	-0.00273304212571706	-0.00273304212571706	-0.00273304212571706	-0.03507144762659015	0
124944	-0.00274965888811631	-0.00274965888811631	-0.00274965888811631	-0.00274965888811631	-0.00274965888811631	-0.00274965888811631	0	0
