GeneID	GSE112482_MTB_control_lung_ILC1	GSE112482_MTB_control_lung_ILC2	GSE112482_MTB_control_lung_ILC3neg	GSE112482_MTB_control_lung_ILC3pos	GSE112482_MTB_control_lung_NK	GSE112482_MTB_control_lung_susp	GSE165708_MTB_control_BAL_bronchoalveolar_lavage	GSE236156_MTB_control_BALF_alveolar_macrophage
6884	2.508451554572294	2.508451554572294	2.508451554572294	2.508451554572294	2.508451554572294	2.508451554572294	0	0.4320964451314041
25861	2.2141728863994614	2.2141728863994614	2.2141728863994614	2.2141728863994614	2.2141728863994614	2.2141728863994614	0.3586751524654638	0.04028360897241855
283385	2.1951270983062865	2.1951270983062865	2.1951270983062865	2.1951270983062865	2.1951270983062865	2.1951270983062865	0	0.19986630620685847
130813	2.157583518120307	2.157583518120307	2.157583518120307	2.157583518120307	2.157583518120307	2.157583518120307	0.08343741561780152	0.1147508311492348
1437	2.050756687077392	2.050756687077392	2.050756687077392	2.050756687077392	2.050756687077392	2.050756687077392	1.5791453771977615	0
3553	2.0502378025020107	2.0502378025020107	2.0502378025020107	2.0502378025020107	2.0502378025020107	2.0502378025020107	0.2299924769377117	2.64948905826055
100506428	2.045705497207927	2.045705497207927	2.045705497207927	2.045705497207927	2.045705497207927	2.045705497207927	0.06920006458288377	0
93058	2.015450625102821	2.015450625102821	2.015450625102821	2.015450625102821	2.015450625102821	2.015450625102821	0	0
284186	2.01166433143121	2.01166433143121	2.01166433143121	2.01166433143121	2.01166433143121	2.01166433143121	0	0.7192144160021963
79739	2.007565779254308	2.007565779254308	2.007565779254308	2.007565779254308	2.007565779254308	2.007565779254308	0	0.3621162669826212
3559	1.995359741395329	1.995359741395329	1.995359741395329	1.995359741395329	1.995359741395329	1.995359741395329	1.3468778546810092	3.717600040740448
84081	1.927894791609436	1.927894791609436	1.927894791609436	1.927894791609436	1.927894791609436	1.927894791609436	0.08409621731123539	0.4520795659530495
6752	1.9009467774729016	1.9009467774729016	1.9009467774729016	1.9009467774729016	1.9009467774729016	1.9009467774729016	0.6927415481991018	1.0508277973424076
114609	1.8114233791254648	1.8114233791254648	1.8114233791254648	1.8114233791254648	1.8114233791254648	1.8114233791254648	0.00209170431085617	0.10094106822897568
26005	1.8112168816569592	1.8112168816569592	1.8112168816569592	1.8112168816569592	1.8112168816569592	1.8112168816569592	0.02086110773508344	0
124540	1.796341323953252	1.796341323953252	1.796341323953252	1.796341323953252	1.796341323953252	1.796341323953252	0	0
58189	1.7823981997916432	1.7823981997916432	1.7823981997916432	1.7823981997916432	1.7823981997916432	1.7823981997916432	0.27286204352296223	0.07831870842613307
27086	1.7769115710773655	1.7769115710773655	1.7769115710773655	1.7769115710773655	1.7769115710773655	1.7769115710773655	0	0.08830648170244486
85004	1.759715741838467	1.759715741838467	1.759715741838467	1.759715741838467	1.759715741838467	1.759715741838467	0	0
64332	1.7503378385095714	1.7503378385095714	1.7503378385095714	1.7503378385095714	1.7503378385095714	1.7503378385095714	0.40450847305719967	1.7909097162356182
3043	1.740177494782522	1.740177494782522	1.740177494782522	1.740177494782522	1.740177494782522	1.740177494782522	0	0
374946	1.7148032740062231	1.7148032740062231	1.7148032740062231	1.7148032740062231	1.7148032740062231	1.7148032740062231	0	0.06700928431927411
127379683	1.6741514641370392	1.6741514641370392	1.6741514641370392	1.6741514641370392	1.6741514641370392	1.6741514641370392	0	0.34824316289994905
6364	1.6687982656848486	1.6687982656848486	1.6687982656848486	1.6687982656848486	1.6687982656848486	1.6687982656848486	0.26149363556308697	2.021048649119238
29911	1.6663786759701982	1.6663786759701982	1.6663786759701982	1.6663786759701982	1.6663786759701982	1.6663786759701982	0	0
445347	1.6575924712756067	1.6575924712756067	1.6575924712756067	1.6575924712756067	1.6575924712756067	1.6575924712756067	0.17370134906293522	3.2632090244540883
101060200	1.6210589175502343	1.6210589175502343	1.6210589175502343	1.6210589175502343	1.6210589175502343	1.6210589175502343	0	0.05509815516479295
106479416	1.6106110984505555	1.6106110984505555	1.6106110984505555	1.6106110984505555	1.6106110984505555	1.6106110984505555	0	0.3742799027170042
4696	1.6042983002281108	1.6042983002281108	1.6042983002281108	1.6042983002281108	1.6042983002281108	1.6042983002281108	0	0
378706	1.595696862800227	1.595696862800227	1.595696862800227	1.595696862800227	1.595696862800227	1.595696862800227	1.2559409347481474	0
79092	1.5912261238840213	1.5912261238840213	1.5912261238840213	1.5912261238840213	1.5912261238840213	1.5912261238840213	0	0
317	1.5892243816602132	1.5892243816602132	1.5892243816602132	1.5892243816602132	1.5892243816602132	1.5892243816602132	0.03118637648422083	0
55449	1.5832884366465354	1.5832884366465354	1.5832884366465354	1.5832884366465354	1.5832884366465354	1.5832884366465354	0	0
56165	1.579166494794123	1.579166494794123	1.579166494794123	1.579166494794123	1.579166494794123	1.579166494794123	0.03026927862882101	0
51067	1.5632071848211204	1.5632071848211204	1.5632071848211204	1.5632071848211204	1.5632071848211204	1.5632071848211204	0	0.04001419979659075
2920	1.5512627292457413	1.5512627292457413	1.5512627292457413	1.5512627292457413	1.5512627292457413	1.5512627292457413	0.20557322526965047	4.0216049493625095
390927	1.5395174701009988	1.5395174701009988	1.5395174701009988	1.5395174701009988	1.5395174701009988	1.5395174701009988	0.05180578746437039	0.2591770143147107
23040	1.524128093732099	1.524128093732099	1.524128093732099	1.524128093732099	1.524128093732099	1.524128093732099	0.04670629948958921	0.02149476436079182
55526	1.518035564243622	1.518035564243622	1.518035564243622	1.518035564243622	1.518035564243622	1.518035564243622	0.05777074196234027	0
3040	1.508550877462235	1.508550877462235	1.508550877462235	1.508550877462235	1.508550877462235	1.508550877462235	0	0
10142	1.4887996490431543	1.4887996490431543	1.4887996490431543	1.4887996490431543	1.4887996490431543	1.4887996490431543	0	0.21531413870611585
889	1.4869501506476883	1.4869501506476883	1.4869501506476883	1.4869501506476883	1.4869501506476883	1.4869501506476883	0	0.13852015553235456
256356	1.4825426926029923	1.4825426926029923	1.4825426926029923	1.4825426926029923	1.4825426926029923	1.4825426926029923	0	0.4949629265283092
101928376	1.4763145921501055	1.4763145921501055	1.4763145921501055	1.4763145921501055	1.4763145921501055	1.4763145921501055	0.27382392241878656	0.2157142761922573
29899	1.473141818163768	1.473141818163768	1.473141818163768	1.473141818163768	1.473141818163768	1.473141818163768	0	0
653121	1.4693785813745113	1.4693785813745113	1.4693785813745113	1.4693785813745113	1.4693785813745113	1.4693785813745113	0	0.3254371003685313
26024	1.4652738281329003	1.4652738281329003	1.4652738281329003	1.4652738281329003	1.4652738281329003	1.4652738281329003	0	0
2065	1.4434661437474212	1.4434661437474212	1.4434661437474212	1.4434661437474212	1.4434661437474212	1.4434661437474212	0	0.1193877980761489
27202	1.4406934158259326	1.4406934158259326	1.4406934158259326	1.4406934158259326	1.4406934158259326	1.4406934158259326	0.10534574248321672	0
7187	1.4381462258222415	1.4381462258222415	1.4381462258222415	1.4381462258222415	1.4381462258222415	1.4381462258222415	0	0.13695436997531782
6002	1.4318940619884093	1.4318940619884093	1.4318940619884093	1.4318940619884093	1.4318940619884093	1.4318940619884093	0.05413776153689451	0
773	1.4125597225171669	1.4125597225171669	1.4125597225171669	1.4125597225171669	1.4125597225171669	1.4125597225171669	0.4229953498330764	0.0784209577991019
171023	1.4099533533668491	1.4099533533668491	1.4099533533668491	1.4099533533668491	1.4099533533668491	1.4099533533668491	0	0.13658296872653097
10781	1.406002522952402	1.406002522952402	1.406002522952402	1.406002522952402	1.406002522952402	1.406002522952402	0	0
115825	1.400048400369229	1.400048400369229	1.400048400369229	1.400048400369229	1.400048400369229	1.400048400369229	0	0
347862	1.3771905535528566	1.3771905535528566	1.3771905535528566	1.3771905535528566	1.3771905535528566	1.3771905535528566	0	0
125061	1.3736382750133431	1.3736382750133431	1.3736382750133431	1.3736382750133431	1.3736382750133431	1.3736382750133431	0	0
54820	1.3682583658548324	1.3682583658548324	1.3682583658548324	1.3682583658548324	1.3682583658548324	1.3682583658548324	0.0214540799287765	0
5889	1.362619936822922	1.362619936822922	1.362619936822922	1.362619936822922	1.362619936822922	1.362619936822922	0	0
84629	1.3621440932336135	1.3621440932336135	1.3621440932336135	1.3621440932336135	1.3621440932336135	1.3621440932336135	0.0205487614096044	0
6689	1.3588730487778988	1.3588730487778988	1.3588730487778988	1.3588730487778988	1.3588730487778988	1.3588730487778988	0.08990113218823294	0.26255480135251696
63967	1.3541349241172906	1.3541349241172906	1.3541349241172906	1.3541349241172906	1.3541349241172906	1.3541349241172906	0.421861664584938	0
79057	1.3419708442230611	1.3419708442230611	1.3419708442230611	1.3419708442230611	1.3419708442230611	1.3419708442230611	1.0470352845477066e-5	0.30307822998791223
9188	1.3322225424529448	1.3322225424529448	1.3322225424529448	1.3322225424529448	1.3322225424529448	1.3322225424529448	0.16833756483625217	0.9072489998102202
728537	1.3297925582115322	1.3297925582115322	1.3297925582115322	1.3297925582115322	1.3297925582115322	1.3297925582115322	0	0.7020568307201335
220296	1.3296104762221088	1.3296104762221088	1.3296104762221088	1.3296104762221088	1.3296104762221088	1.3296104762221088	0	0.4692838373916971
80003	1.32842087648732	1.32842087648732	1.32842087648732	1.32842087648732	1.32842087648732	1.32842087648732	0.2699704066747193	0
390916	1.3137721581405806	1.3137721581405806	1.3137721581405806	1.3137721581405806	1.3137721581405806	1.3137721581405806	0	0.07848555964910531
8498	1.309529904500251	1.309529904500251	1.309529904500251	1.309529904500251	1.309529904500251	1.309529904500251	0.00216427768517151	0
