Description	ID	pathway_genes	pathway_size	observed_val	expected_val	log_observed_expected	asinh_observed_expected	pvalue	p.adjust	qvalue
mitochondrial genome maintenance	GO:0000002		21	14	9.355292250127558	0.40311513038490776	1.1928086251364114	0.03446660335816545	0.07349677686275996	0.04475304057161107
single strand break repair	GO:0000012		11	6	4.9003911786382455	0.20244443492275646	1.0314953711895605	0.35528225605108676	0.4720958223989044	0.2874646262782098
regulation of DNA recombination	GO:0000018		89	45	39.64861953625489	0.12660635853125196	0.9736670805884133	0.10743314040847372	0.18308355005104687	0.11148169883325415
mitotic spindle elongation	GO:0000022		8	4	3.5639208571914507	0.1154330579331268	0.9653041474103597	0.512508531914549	0.6135230483610996	0.37358130583322186
ribosomal large subunit assembly	GO:0000027		15	3	6.68235160723397	-0.8008576739410284	0.4350862629213515	0.9710889868420541	1	0.608911607854289
ribosomal small subunit assembly	GO:0000028		8	4	3.5639208571914507	0.1154330579331268	0.9653041474103597	0.512508531914549	0.6135230483610996	0.37358130583322186
very long-chain fatty acid metabolic process	GO:0000038		24	12	10.691762571574351	0.1154330579331268	0.9653041474103597	0.3677457440837814	0.4830359617190466	0.29412620410178747
transition metal ion transport	GO:0000041		55	27	24.501955893191223	0.09708391926493036	0.951659917216185	0.2925976980417253	0.39736679022480953	0.24196125114368675
autophagosome assembly	GO:0000045		52	15	23.16548557174443	-0.43461327898614516	0.6091396207196611	0.993207337304076	1	0.608911607854289
urea cycle	GO:0000050		6	4	2.672940642893588	0.40311513038490776	1.1928086251364114	0.24782045722673426	0.34475424972404417	0.20992486451406678
citrulline metabolic process	GO:0000052		5	3	2.227450535744657	0.2977546147270813	1.1066848869745982	0.3985895800826844	0.4982834307653698	0.30341056499449265
mitotic sister chromatid segregation	GO:0000070		110	47	49.003911786382446	-0.041752525589285515	0.8521603508978751	0.5202818911922584	0.6225505984971178	0.3790782859015299
cell cycle checkpoint signaling	GO:0000075		106	53	47.22195135778673	0.1154330579331266	0.9653041474103596	0.09453327129248765	0.16530222821702356	0.10065444556552444
DNA replication checkpoint signaling	GO:0000076		12	8	5.345881285787176	0.40311513038490776	1.1928086251364114	0.10566937002833404	0.18013503860837746	0.10968631598992154
DNA damage checkpoint signaling	GO:0000077		72	33	32.07528771472306	0.028421680943496907	0.9016128608103672	0.33338154829675315	0.4475407367998716	0.27251274962510297
regulation of cyclin-dependent protein serine/threonine kinase activity	GO:0000079		32	25	14.255683428765803	0.5617201605615464	1.3277253468037729	1.1235088874647793e-4	6.925722026981163e-4	4.217152535000965e-4
G1/S transition of mitotic cell cycle	GO:0000082		41	33	18.265094393106185	0.5915157332552445	1.3537019636961822	8.999590708262237e-7	1.077339396616303e-5	6.560044641984027e-6
G2/M transition of mitotic cell cycle	GO:0000086		33	22	14.701173535914734	0.40311513038490776	1.1928086251364114	0.008612455021032549	0.024425487190797228	0.01487296267797268
sulfur amino acid metabolic process	GO:0000096		25	20	11.137252678723284	0.5854366871788622	1.348387059999782	3.1995092599650826e-4	0.001669160326964274	0.0010163710984584069
sulfur amino acid biosynthetic process	GO:0000097		11	7	4.9003911786382455	0.35659511475001476	1.1544119964759454	0.1659180046022403	0.25058244401064905	0.15258255888258163
sulfur amino acid catabolic process	GO:0000098		7	7	3.1184307500425192	0.8085802384930721	1.5480109367778339	0.003477143511098412	0.012140573339857281	0.007392536032645412
sulfur amino acid transport	GO:0000101		10	7	4.454901071489314	0.4519052945543397	1.2336752547324217	0.09679064157136338	0.16685574115950558	0.10160039762915361
establishment of mitotic spindle orientation	GO:0000132		23	11	10.24627246442542	0.07098129536229297	0.9324446117364765	0.4547086251724445	0.5591842138958542	0.3404937587700612
rRNA modification	GO:0000154		18	2	8.018821928680765	-1.3886443388431473	0.24689713812017314	0.9996221798324106	1	0.608911607854289
MAPK cascade	GO:0000165		89	78	39.64861953625489	0.676652695450524	1.428906881560876	2.1521830491312935e-17	2.7481327839264588e-15	1.6733699520577433e-15
nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	GO:0000184		25	12	11.137252678723284	0.07461106341287166	0.9351028655342949	0.43926497144536414	0.5428178793335665	0.3305281076770574
protein polyubiquitination	GO:0000209		193	82	85.97959067974375	-0.047390703147560304	0.8482633599817803	0.6043701192285862	0.7027833801871005	0.4279329580029995
spliceosomal tri-snRNP complex assembly	GO:0000244		11	7	4.9003911786382455	0.35659511475001476	1.1544119964759454	0.09679064157136338	0.16685574115950558	0.10160039762915361
spliceosomal complex assembly	GO:0000245		39	30	17.37411417880832	0.5462159740255812	1.314282765993097	3.882206015740132e-5	2.8021898872697615e-4	1.7062859497704594e-4
mitochondrial fission	GO:0000266		9	2	4.009410964340383	-0.695497158283202	0.4801618706388493	0.9336544412330526	0.9825723642725395	0.5982997181623821
polysaccharide biosynthetic process	GO:0000271		10	9	4.454901071489314	0.7032197228352459	1.4526536628046764	0.004131358767586508	0.013804658610944823	0.008405816870669968
polysaccharide catabolic process	GO:0000272		5	5	2.227450535744657	0.8085802384930721	1.5480109367778339	0.017534111791774974	0.04239650204656861	0.02581572222857375
nuclear division	GO:0000280		153	70	68.1599863937865	0.026637559149995688	0.9003340532624927	0.251373576757181	0.34475424972404417	0.20992486451406678
mitotic cytokinesis	GO:0000281		63	32	28.065876750382674	0.1311814149012659	0.9771032254088043	0.08594542804169239	0.15176994750990988	0.09241448276222027
nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	GO:0000288		12	2	5.345881285787176	-0.9831792307349828	0.36590032153584306	0.975200933174384	1	0.608911607854289
