title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1	characteristics_ch1.1	characteristics_ch1.2	characteristics_ch1.3	characteristics_ch1.4	characteristics_ch1.5	treatment_protocol_ch1	growth_protocol_ch1	molecule_ch1	extract_protocol_ch1	extract_protocol_ch1.1	taxid_ch1	description	data_processing	data_processing.1	data_processing.2	data_processing.3	data_processing.4	data_processing.5	data_processing.6	data_processing.7	platform_id	contact_name	contact_laboratory	contact_department	contact_institute	contact_address	contact_city	contact_state	contact_zip/postal_code	contact_country	data_row_count	instrument_model	library_selection	library_source	library_strategy	relation	relation.1	supplementary_file_1	agent:ch1	batch:ch1	illumina_index:ch1	individual:ch1	rin:ch1	time point:ch1	series_id
M376-GC-4	GSM1646992	Public on Mar 31 2015	Mar 31 2015	May 15 2019	SRA	1	monocyte-derived macrophages	Homo sapiens	individual: M376	agent: GC	time point: 4	batch: 3	rin: 8.8	illumina_index: 19	For each bacterial infection, we treated the macrophages with a multiplicity of infection (MOI) of 2:1. After one hour, we washed the macrophages five times with phosphate-buffered saline (PBS) and treated them with gentamycin (50 µg/µL) to kill all extracellular bacteria. After one hour of antibiotic treatment, we changed the medium to a lower concentration of gentamycin (5 µg/µL), which marked the zero timepoint of the study. We allowed the cells to grow for 4, 18, or 48 hours before lysing them before lysing them with QIAzol Lysis Reagent and then storing them at -80° C.	First, we collected buffy coats (~50 mL). Next we isolated peripheral blood mononuclear cells (PBMCs) via Ficoll-Paque centrifugation nd enriched for monocytes via positive selection with beads containing CD14 antibodies. Then we differentiated the monocytes into macrophages by culturing for 6-7 days in RPMI buffer supplemented with macrophage colony-stimulating factor (M-CSF).	total RNA	We extracted RNA using the QIAgen miRNeasy kit. There were a total of 13 batches of 12 samples each (6 individuals x 9 conditions x 3 timepoints, minus 48 hours post-infection with Staphylococcus epidermidis). We designed the batches to maximally partition the variables of interest (individual, condition, timepoint) in order to minimize the introduction of biases due to batch processing.	In batches of 12 samples (the same 13 from the extraction protocol), we added barcoded adapters (Illumina TruSeq RNA Sample Preparation Kit v2)	9606	M376.GC.4	We mapped the short reads to the human genome (hg19) using Subread (default parameters).	We obtained the read counts for each Ensembl protein-coding gene (biotype: “protein_coding”) with featureCounts, which sums the reads falling in the union of all exons of a gene and discards reads mapping to more than one gene (default parameters, except that we provided the Ensembl annotation file as described).	We removed genes with fewer than one count per million exonic reads in fewer than six samples.	We normalized the samples using the weighted trimmed mean of M-values algorithm (TMM) in edgeR.	We converted the counts to log counts per million using the cpm function in edgeR (default parameters).	We removed the effect of RNA quality (RIN) score and extraction batch using removeBatchEffect from limma.	Genome_build: hg19	Supplementary_files_format_and_content: table-s1.txt is a tab-delimited text file that contains the batch-corrected log2 counts per million for each of the 156 samples, as well as the Ensembl gene ID and gene name.	GPL16791	John,D,Blischak	Gilad	Human Genetics	University of Chicago	920 E. 58th Street, CLSC 317	Chicago	IL	60615	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03452494	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX974094	NONE	GC	3	19	M376	8.8	4	GSE67427
M377-GC-48	GSM1646993	Public on Mar 31 2015	Mar 31 2015	May 15 2019	SRA	1	monocyte-derived macrophages	Homo sapiens	individual: M377	agent: GC	time point: 48	batch: 4	rin: 9.3	illumina_index: 2	For each bacterial infection, we treated the macrophages with a multiplicity of infection (MOI) of 2:1. After one hour, we washed the macrophages five times with phosphate-buffered saline (PBS) and treated them with gentamycin (50 µg/µL) to kill all extracellular bacteria. After one hour of antibiotic treatment, we changed the medium to a lower concentration of gentamycin (5 µg/µL), which marked the zero timepoint of the study. We allowed the cells to grow for 4, 18, or 48 hours before lysing them before lysing them with QIAzol Lysis Reagent and then storing them at -80° C.	First, we collected buffy coats (~50 mL). Next we isolated peripheral blood mononuclear cells (PBMCs) via Ficoll-Paque centrifugation nd enriched for monocytes via positive selection with beads containing CD14 antibodies. Then we differentiated the monocytes into macrophages by culturing for 6-7 days in RPMI buffer supplemented with macrophage colony-stimulating factor (M-CSF).	total RNA	We extracted RNA using the QIAgen miRNeasy kit. There were a total of 13 batches of 12 samples each (6 individuals x 9 conditions x 3 timepoints, minus 48 hours post-infection with Staphylococcus epidermidis). We designed the batches to maximally partition the variables of interest (individual, condition, timepoint) in order to minimize the introduction of biases due to batch processing.	In batches of 12 samples (the same 13 from the extraction protocol), we added barcoded adapters (Illumina TruSeq RNA Sample Preparation Kit v2)	9606	M377.GC.48	We mapped the short reads to the human genome (hg19) using Subread (default parameters).	We obtained the read counts for each Ensembl protein-coding gene (biotype: “protein_coding”) with featureCounts, which sums the reads falling in the union of all exons of a gene and discards reads mapping to more than one gene (default parameters, except that we provided the Ensembl annotation file as described).	We removed genes with fewer than one count per million exonic reads in fewer than six samples.	We normalized the samples using the weighted trimmed mean of M-values algorithm (TMM) in edgeR.	We converted the counts to log counts per million using the cpm function in edgeR (default parameters).	We removed the effect of RNA quality (RIN) score and extraction batch using removeBatchEffect from limma.	Genome_build: hg19	Supplementary_files_format_and_content: table-s1.txt is a tab-delimited text file that contains the batch-corrected log2 counts per million for each of the 156 samples, as well as the Ensembl gene ID and gene name.	GPL16791	John,D,Blischak	Gilad	Human Genetics	University of Chicago	920 E. 58th Street, CLSC 317	Chicago	IL	60615	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03452495	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX974095	NONE	GC	4	2	M377	9.3	48	GSE67427
M377-Salm-18	GSM1646994	Public on Mar 31 2015	Mar 31 2015	May 15 2019	SRA	1	monocyte-derived macrophages	Homo sapiens	individual: M377	agent: Salm	time point: 18	batch: 4	rin: 9.4	illumina_index: 4	For each bacterial infection, we treated the macrophages with a multiplicity of infection (MOI) of 2:1. After one hour, we washed the macrophages five times with phosphate-buffered saline (PBS) and treated them with gentamycin (50 µg/µL) to kill all extracellular bacteria. After one hour of antibiotic treatment, we changed the medium to a lower concentration of gentamycin (5 µg/µL), which marked the zero timepoint of the study. We allowed the cells to grow for 4, 18, or 48 hours before lysing them before lysing them with QIAzol Lysis Reagent and then storing them at -80° C.	First, we collected buffy coats (~50 mL). Next we isolated peripheral blood mononuclear cells (PBMCs) via Ficoll-Paque centrifugation nd enriched for monocytes via positive selection with beads containing CD14 antibodies. Then we differentiated the monocytes into macrophages by culturing for 6-7 days in RPMI buffer supplemented with macrophage colony-stimulating factor (M-CSF).	total RNA	We extracted RNA using the QIAgen miRNeasy kit. There were a total of 13 batches of 12 samples each (6 individuals x 9 conditions x 3 timepoints, minus 48 hours post-infection with Staphylococcus epidermidis). We designed the batches to maximally partition the variables of interest (individual, condition, timepoint) in order to minimize the introduction of biases due to batch processing.	In batches of 12 samples (the same 13 from the extraction protocol), we added barcoded adapters (Illumina TruSeq RNA Sample Preparation Kit v2)	9606	M377.Salm.18	We mapped the short reads to the human genome (hg19) using Subread (default parameters).	We obtained the read counts for each Ensembl protein-coding gene (biotype: “protein_coding”) with featureCounts, which sums the reads falling in the union of all exons of a gene and discards reads mapping to more than one gene (default parameters, except that we provided the Ensembl annotation file as described).	We removed genes with fewer than one count per million exonic reads in fewer than six samples.	We normalized the samples using the weighted trimmed mean of M-values algorithm (TMM) in edgeR.	We converted the counts to log counts per million using the cpm function in edgeR (default parameters).	We removed the effect of RNA quality (RIN) score and extraction batch using removeBatchEffect from limma.	Genome_build: hg19	Supplementary_files_format_and_content: table-s1.txt is a tab-delimited text file that contains the batch-corrected log2 counts per million for each of the 156 samples, as well as the Ensembl gene ID and gene name.	GPL16791	John,D,Blischak	Gilad	Human Genetics	University of Chicago	920 E. 58th Street, CLSC 317	Chicago	IL	60615	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03452496	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX974096	NONE	Salm	4	4	M377	9.4	18	GSE67427
M375-Yers-48	GSM1646995	Public on Mar 31 2015	Mar 31 2015	May 15 2019	SRA	1	monocyte-derived macrophages	Homo sapiens	individual: M375	agent: Yers	time point: 48	batch: 4	rin: 9.3	illumina_index: 5	For each bacterial infection, we treated the macrophages with a multiplicity of infection (MOI) of 2:1. After one hour, we washed the macrophages five times with phosphate-buffered saline (PBS) and treated them with gentamycin (50 µg/µL) to kill all extracellular bacteria. After one hour of antibiotic treatment, we changed the medium to a lower concentration of gentamycin (5 µg/µL), which marked the zero timepoint of the study. We allowed the cells to grow for 4, 18, or 48 hours before lysing them before lysing them with QIAzol Lysis Reagent and then storing them at -80° C.	First, we collected buffy coats (~50 mL). Next we isolated peripheral blood mononuclear cells (PBMCs) via Ficoll-Paque centrifugation nd enriched for monocytes via positive selection with beads containing CD14 antibodies. Then we differentiated the monocytes into macrophages by culturing for 6-7 days in RPMI buffer supplemented with macrophage colony-stimulating factor (M-CSF).	total RNA	We extracted RNA using the QIAgen miRNeasy kit. There were a total of 13 batches of 12 samples each (6 individuals x 9 conditions x 3 timepoints, minus 48 hours post-infection with Staphylococcus epidermidis). We designed the batches to maximally partition the variables of interest (individual, condition, timepoint) in order to minimize the introduction of biases due to batch processing.	In batches of 12 samples (the same 13 from the extraction protocol), we added barcoded adapters (Illumina TruSeq RNA Sample Preparation Kit v2)	9606	M375.Yers.48	We mapped the short reads to the human genome (hg19) using Subread (default parameters).	We obtained the read counts for each Ensembl protein-coding gene (biotype: “protein_coding”) with featureCounts, which sums the reads falling in the union of all exons of a gene and discards reads mapping to more than one gene (default parameters, except that we provided the Ensembl annotation file as described).	We removed genes with fewer than one count per million exonic reads in fewer than six samples.	We normalized the samples using the weighted trimmed mean of M-values algorithm (TMM) in edgeR.	We converted the counts to log counts per million using the cpm function in edgeR (default parameters).	We removed the effect of RNA quality (RIN) score and extraction batch using removeBatchEffect from limma.	Genome_build: hg19	Supplementary_files_format_and_content: table-s1.txt is a tab-delimited text file that contains the batch-corrected log2 counts per million for each of the 156 samples, as well as the Ensembl gene ID and gene name.	GPL16791	John,D,Blischak	Gilad	Human Genetics	University of Chicago	920 E. 58th Street, CLSC 317	Chicago	IL	60615	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03452497	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX974097	NONE	Yers	4	5	M375	9.3	48	GSE67427
M375-BCG-4	GSM1646996	Public on Mar 31 2015	Mar 31 2015	May 15 2019	SRA	1	monocyte-derived macrophages	Homo sapiens	individual: M375	agent: BCG	time point: 4	batch: 4	rin: 8.8	illumina_index: 6	For each bacterial infection, we treated the macrophages with a multiplicity of infection (MOI) of 2:1. After one hour, we washed the macrophages five times with phosphate-buffered saline (PBS) and treated them with gentamycin (50 µg/µL) to kill all extracellular bacteria. After one hour of antibiotic treatment, we changed the medium to a lower concentration of gentamycin (5 µg/µL), which marked the zero timepoint of the study. We allowed the cells to grow for 4, 18, or 48 hours before lysing them before lysing them with QIAzol Lysis Reagent and then storing them at -80° C.	First, we collected buffy coats (~50 mL). Next we isolated peripheral blood mononuclear cells (PBMCs) via Ficoll-Paque centrifugation nd enriched for monocytes via positive selection with beads containing CD14 antibodies. Then we differentiated the monocytes into macrophages by culturing for 6-7 days in RPMI buffer supplemented with macrophage colony-stimulating factor (M-CSF).	total RNA	We extracted RNA using the QIAgen miRNeasy kit. There were a total of 13 batches of 12 samples each (6 individuals x 9 conditions x 3 timepoints, minus 48 hours post-infection with Staphylococcus epidermidis). We designed the batches to maximally partition the variables of interest (individual, condition, timepoint) in order to minimize the introduction of biases due to batch processing.	In batches of 12 samples (the same 13 from the extraction protocol), we added barcoded adapters (Illumina TruSeq RNA Sample Preparation Kit v2)	9606	M375.BCG.4	We mapped the short reads to the human genome (hg19) using Subread (default parameters).	We obtained the read counts for each Ensembl protein-coding gene (biotype: “protein_coding”) with featureCounts, which sums the reads falling in the union of all exons of a gene and discards reads mapping to more than one gene (default parameters, except that we provided the Ensembl annotation file as described).	We removed genes with fewer than one count per million exonic reads in fewer than six samples.	We normalized the samples using the weighted trimmed mean of M-values algorithm (TMM) in edgeR.	We converted the counts to log counts per million using the cpm function in edgeR (default parameters).	We removed the effect of RNA quality (RIN) score and extraction batch using removeBatchEffect from limma.	Genome_build: hg19	Supplementary_files_format_and_content: table-s1.txt is a tab-delimited text file that contains the batch-corrected log2 counts per million for each of the 156 samples, as well as the Ensembl gene ID and gene name.	GPL16791	John,D,Blischak	Gilad	Human Genetics	University of Chicago	920 E. 58th Street, CLSC 317	Chicago	IL	60615	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03452498	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX974098	NONE	BCG	4	6	M375	8.8	4	GSE67427
M373-Rv-18	GSM1646997	Public on Mar 31 2015	Mar 31 2015	May 15 2019	SRA	1	monocyte-derived macrophages	Homo sapiens	individual: M373	agent: Rv	time point: 18	batch: 4	rin: 9.3	illumina_index: 7	For each bacterial infection, we treated the macrophages with a multiplicity of infection (MOI) of 2:1. After one hour, we washed the macrophages five times with phosphate-buffered saline (PBS) and treated them with gentamycin (50 µg/µL) to kill all extracellular bacteria. After one hour of antibiotic treatment, we changed the medium to a lower concentration of gentamycin (5 µg/µL), which marked the zero timepoint of the study. We allowed the cells to grow for 4, 18, or 48 hours before lysing them before lysing them with QIAzol Lysis Reagent and then storing them at -80° C.	First, we collected buffy coats (~50 mL). Next we isolated peripheral blood mononuclear cells (PBMCs) via Ficoll-Paque centrifugation nd enriched for monocytes via positive selection with beads containing CD14 antibodies. Then we differentiated the monocytes into macrophages by culturing for 6-7 days in RPMI buffer supplemented with macrophage colony-stimulating factor (M-CSF).	total RNA	We extracted RNA using the QIAgen miRNeasy kit. There were a total of 13 batches of 12 samples each (6 individuals x 9 conditions x 3 timepoints, minus 48 hours post-infection with Staphylococcus epidermidis). We designed the batches to maximally partition the variables of interest (individual, condition, timepoint) in order to minimize the introduction of biases due to batch processing.	In batches of 12 samples (the same 13 from the extraction protocol), we added barcoded adapters (Illumina TruSeq RNA Sample Preparation Kit v2)	9606	M373.Rv.18	We mapped the short reads to the human genome (hg19) using Subread (default parameters).	We obtained the read counts for each Ensembl protein-coding gene (biotype: “protein_coding”) with featureCounts, which sums the reads falling in the union of all exons of a gene and discards reads mapping to more than one gene (default parameters, except that we provided the Ensembl annotation file as described).	We removed genes with fewer than one count per million exonic reads in fewer than six samples.	We normalized the samples using the weighted trimmed mean of M-values algorithm (TMM) in edgeR.	We converted the counts to log counts per million using the cpm function in edgeR (default parameters).	We removed the effect of RNA quality (RIN) score and extraction batch using removeBatchEffect from limma.	Genome_build: hg19	Supplementary_files_format_and_content: table-s1.txt is a tab-delimited text file that contains the batch-corrected log2 counts per million for each of the 156 samples, as well as the Ensembl gene ID and gene name.	GPL16791	John,D,Blischak	Gilad	Human Genetics	University of Chicago	920 E. 58th Street, CLSC 317	Chicago	IL	60615	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03452499	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX974099	NONE	Rv	4	7	M373	9.3	18	GSE67427
M374-Smeg-4	GSM1646998	Public on Mar 31 2015	Mar 31 2015	May 15 2019	SRA	1	monocyte-derived macrophages	Homo sapiens	individual: M374	agent: Smeg	time point: 4	batch: 4	rin: 2.6	illumina_index: 12	For each bacterial infection, we treated the macrophages with a multiplicity of infection (MOI) of 2:1. After one hour, we washed the macrophages five times with phosphate-buffered saline (PBS) and treated them with gentamycin (50 µg/µL) to kill all extracellular bacteria. After one hour of antibiotic treatment, we changed the medium to a lower concentration of gentamycin (5 µg/µL), which marked the zero timepoint of the study. We allowed the cells to grow for 4, 18, or 48 hours before lysing them before lysing them with QIAzol Lysis Reagent and then storing them at -80° C.	First, we collected buffy coats (~50 mL). Next we isolated peripheral blood mononuclear cells (PBMCs) via Ficoll-Paque centrifugation nd enriched for monocytes via positive selection with beads containing CD14 antibodies. Then we differentiated the monocytes into macrophages by culturing for 6-7 days in RPMI buffer supplemented with macrophage colony-stimulating factor (M-CSF).	total RNA	We extracted RNA using the QIAgen miRNeasy kit. There were a total of 13 batches of 12 samples each (6 individuals x 9 conditions x 3 timepoints, minus 48 hours post-infection with Staphylococcus epidermidis). We designed the batches to maximally partition the variables of interest (individual, condition, timepoint) in order to minimize the introduction of biases due to batch processing.	In batches of 12 samples (the same 13 from the extraction protocol), we added barcoded adapters (Illumina TruSeq RNA Sample Preparation Kit v2)	9606	M374.Smeg.4	We mapped the short reads to the human genome (hg19) using Subread (default parameters).	We obtained the read counts for each Ensembl protein-coding gene (biotype: “protein_coding”) with featureCounts, which sums the reads falling in the union of all exons of a gene and discards reads mapping to more than one gene (default parameters, except that we provided the Ensembl annotation file as described).	We removed genes with fewer than one count per million exonic reads in fewer than six samples.	We normalized the samples using the weighted trimmed mean of M-values algorithm (TMM) in edgeR.	We converted the counts to log counts per million using the cpm function in edgeR (default parameters).	We removed the effect of RNA quality (RIN) score and extraction batch using removeBatchEffect from limma.	Genome_build: hg19	Supplementary_files_format_and_content: table-s1.txt is a tab-delimited text file that contains the batch-corrected log2 counts per million for each of the 156 samples, as well as the Ensembl gene ID and gene name.	GPL16791	John,D,Blischak	Gilad	Human Genetics	University of Chicago	920 E. 58th Street, CLSC 317	Chicago	IL	60615	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03452500	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX974100	NONE	Smeg	4	12	M374	2.6	4	GSE67427
M376-Rv-18	GSM1646999	Public on Mar 31 2015	Mar 31 2015	May 15 2019	SRA	1	monocyte-derived macrophages	Homo sapiens	individual: M376	agent: Rv	time point: 18	batch: 4	rin: 8.5	illumina_index: 13	For each bacterial infection, we treated the macrophages with a multiplicity of infection (MOI) of 2:1. After one hour, we washed the macrophages five times with phosphate-buffered saline (PBS) and treated them with gentamycin (50 µg/µL) to kill all extracellular bacteria. After one hour of antibiotic treatment, we changed the medium to a lower concentration of gentamycin (5 µg/µL), which marked the zero timepoint of the study. We allowed the cells to grow for 4, 18, or 48 hours before lysing them before lysing them with QIAzol Lysis Reagent and then storing them at -80° C.	First, we collected buffy coats (~50 mL). Next we isolated peripheral blood mononuclear cells (PBMCs) via Ficoll-Paque centrifugation nd enriched for monocytes via positive selection with beads containing CD14 antibodies. Then we differentiated the monocytes into macrophages by culturing for 6-7 days in RPMI buffer supplemented with macrophage colony-stimulating factor (M-CSF).	total RNA	We extracted RNA using the QIAgen miRNeasy kit. There were a total of 13 batches of 12 samples each (6 individuals x 9 conditions x 3 timepoints, minus 48 hours post-infection with Staphylococcus epidermidis). We designed the batches to maximally partition the variables of interest (individual, condition, timepoint) in order to minimize the introduction of biases due to batch processing.	In batches of 12 samples (the same 13 from the extraction protocol), we added barcoded adapters (Illumina TruSeq RNA Sample Preparation Kit v2)	9606	M376.Rv.18	We mapped the short reads to the human genome (hg19) using Subread (default parameters).	We obtained the read counts for each Ensembl protein-coding gene (biotype: “protein_coding”) with featureCounts, which sums the reads falling in the union of all exons of a gene and discards reads mapping to more than one gene (default parameters, except that we provided the Ensembl annotation file as described).	We removed genes with fewer than one count per million exonic reads in fewer than six samples.	We normalized the samples using the weighted trimmed mean of M-values algorithm (TMM) in edgeR.	We converted the counts to log counts per million using the cpm function in edgeR (default parameters).	We removed the effect of RNA quality (RIN) score and extraction batch using removeBatchEffect from limma.	Genome_build: hg19	Supplementary_files_format_and_content: table-s1.txt is a tab-delimited text file that contains the batch-corrected log2 counts per million for each of the 156 samples, as well as the Ensembl gene ID and gene name.	GPL16791	John,D,Blischak	Gilad	Human Genetics	University of Chicago	920 E. 58th Street, CLSC 317	Chicago	IL	60615	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03452501	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX974101	NONE	Rv	4	13	M376	8.5	18	GSE67427
M372-GC-48	GSM1647000	Public on Mar 31 2015	Mar 31 2015	May 15 2019	SRA	1	monocyte-derived macrophages	Homo sapiens	individual: M372	agent: GC	time point: 48	batch: 4	rin: 9.7	illumina_index: 14	For each bacterial infection, we treated the macrophages with a multiplicity of infection (MOI) of 2:1. After one hour, we washed the macrophages five times with phosphate-buffered saline (PBS) and treated them with gentamycin (50 µg/µL) to kill all extracellular bacteria. After one hour of antibiotic treatment, we changed the medium to a lower concentration of gentamycin (5 µg/µL), which marked the zero timepoint of the study. We allowed the cells to grow for 4, 18, or 48 hours before lysing them before lysing them with QIAzol Lysis Reagent and then storing them at -80° C.	First, we collected buffy coats (~50 mL). Next we isolated peripheral blood mononuclear cells (PBMCs) via Ficoll-Paque centrifugation nd enriched for monocytes via positive selection with beads containing CD14 antibodies. Then we differentiated the monocytes into macrophages by culturing for 6-7 days in RPMI buffer supplemented with macrophage colony-stimulating factor (M-CSF).	total RNA	We extracted RNA using the QIAgen miRNeasy kit. There were a total of 13 batches of 12 samples each (6 individuals x 9 conditions x 3 timepoints, minus 48 hours post-infection with Staphylococcus epidermidis). We designed the batches to maximally partition the variables of interest (individual, condition, timepoint) in order to minimize the introduction of biases due to batch processing.	In batches of 12 samples (the same 13 from the extraction protocol), we added barcoded adapters (Illumina TruSeq RNA Sample Preparation Kit v2)	9606	M372.GC.48	We mapped the short reads to the human genome (hg19) using Subread (default parameters).	We obtained the read counts for each Ensembl protein-coding gene (biotype: “protein_coding”) with featureCounts, which sums the reads falling in the union of all exons of a gene and discards reads mapping to more than one gene (default parameters, except that we provided the Ensembl annotation file as described).	We removed genes with fewer than one count per million exonic reads in fewer than six samples.	We normalized the samples using the weighted trimmed mean of M-values algorithm (TMM) in edgeR.	We converted the counts to log counts per million using the cpm function in edgeR (default parameters).	We removed the effect of RNA quality (RIN) score and extraction batch using removeBatchEffect from limma.	Genome_build: hg19	Supplementary_files_format_and_content: table-s1.txt is a tab-delimited text file that contains the batch-corrected log2 counts per million for each of the 156 samples, as well as the Ensembl gene ID and gene name.	GPL16791	John,D,Blischak	Gilad	Human Genetics	University of Chicago	920 E. 58th Street, CLSC 317	Chicago	IL	60615	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03452502	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX974102	NONE	GC	4	14	M372	9.7	48	GSE67427
M373-Salm-18	GSM1647001	Public on Mar 31 2015	Mar 31 2015	May 15 2019	SRA	1	monocyte-derived macrophages	Homo sapiens	individual: M373	agent: Salm	time point: 18	batch: 4	rin: 9.2	illumina_index: 15	For each bacterial infection, we treated the macrophages with a multiplicity of infection (MOI) of 2:1. After one hour, we washed the macrophages five times with phosphate-buffered saline (PBS) and treated them with gentamycin (50 µg/µL) to kill all extracellular bacteria. After one hour of antibiotic treatment, we changed the medium to a lower concentration of gentamycin (5 µg/µL), which marked the zero timepoint of the study. We allowed the cells to grow for 4, 18, or 48 hours before lysing them before lysing them with QIAzol Lysis Reagent and then storing them at -80° C.	First, we collected buffy coats (~50 mL). Next we isolated peripheral blood mononuclear cells (PBMCs) via Ficoll-Paque centrifugation nd enriched for monocytes via positive selection with beads containing CD14 antibodies. Then we differentiated the monocytes into macrophages by culturing for 6-7 days in RPMI buffer supplemented with macrophage colony-stimulating factor (M-CSF).	total RNA	We extracted RNA using the QIAgen miRNeasy kit. There were a total of 13 batches of 12 samples each (6 individuals x 9 conditions x 3 timepoints, minus 48 hours post-infection with Staphylococcus epidermidis). We designed the batches to maximally partition the variables of interest (individual, condition, timepoint) in order to minimize the introduction of biases due to batch processing.	In batches of 12 samples (the same 13 from the extraction protocol), we added barcoded adapters (Illumina TruSeq RNA Sample Preparation Kit v2)	9606	M373.Salm.18	We mapped the short reads to the human genome (hg19) using Subread (default parameters).	We obtained the read counts for each Ensembl protein-coding gene (biotype: “protein_coding”) with featureCounts, which sums the reads falling in the union of all exons of a gene and discards reads mapping to more than one gene (default parameters, except that we provided the Ensembl annotation file as described).	We removed genes with fewer than one count per million exonic reads in fewer than six samples.	We normalized the samples using the weighted trimmed mean of M-values algorithm (TMM) in edgeR.	We converted the counts to log counts per million using the cpm function in edgeR (default parameters).	We removed the effect of RNA quality (RIN) score and extraction batch using removeBatchEffect from limma.	Genome_build: hg19	Supplementary_files_format_and_content: table-s1.txt is a tab-delimited text file that contains the batch-corrected log2 counts per million for each of the 156 samples, as well as the Ensembl gene ID and gene name.	GPL16791	John,D,Blischak	Gilad	Human Genetics	University of Chicago	920 E. 58th Street, CLSC 317	Chicago	IL	60615	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03452503	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX974103	NONE	Salm	4	15	M373	9.2	18	GSE67427
