title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1	characteristics_ch1.1	characteristics_ch1.2	characteristics_ch1.3	characteristics_ch1.4	characteristics_ch1.5	treatment_protocol_ch1	growth_protocol_ch1	molecule_ch1	extract_protocol_ch1	extract_protocol_ch1.1	taxid_ch1	description	data_processing	data_processing.1	data_processing.2	data_processing.3	data_processing.4	data_processing.5	data_processing.6	data_processing.7	platform_id	contact_name	contact_laboratory	contact_department	contact_institute	contact_address	contact_city	contact_state	contact_zip/postal_code	contact_country	data_row_count	instrument_model	library_selection	library_source	library_strategy	relation	relation.1	supplementary_file_1	agent:ch1	batch:ch1	illumina_index:ch1	individual:ch1	rin:ch1	time point:ch1	series_id
M374-none-4	GSM1647038	Public on Mar 31 2015	Mar 31 2015	May 15 2019	SRA	1	monocyte-derived macrophages	Homo sapiens	individual: M374	agent: none	time point: 4	batch: 7	rin: 8.4	illumina_index: 16	For each bacterial infection, we treated the macrophages with a multiplicity of infection (MOI) of 2:1. After one hour, we washed the macrophages five times with phosphate-buffered saline (PBS) and treated them with gentamycin (50 µg/µL) to kill all extracellular bacteria. After one hour of antibiotic treatment, we changed the medium to a lower concentration of gentamycin (5 µg/µL), which marked the zero timepoint of the study. We allowed the cells to grow for 4, 18, or 48 hours before lysing them before lysing them with QIAzol Lysis Reagent and then storing them at -80° C.	First, we collected buffy coats (~50 mL). Next we isolated peripheral blood mononuclear cells (PBMCs) via Ficoll-Paque centrifugation nd enriched for monocytes via positive selection with beads containing CD14 antibodies. Then we differentiated the monocytes into macrophages by culturing for 6-7 days in RPMI buffer supplemented with macrophage colony-stimulating factor (M-CSF).	total RNA	We extracted RNA using the QIAgen miRNeasy kit. There were a total of 13 batches of 12 samples each (6 individuals x 9 conditions x 3 timepoints, minus 48 hours post-infection with Staphylococcus epidermidis). We designed the batches to maximally partition the variables of interest (individual, condition, timepoint) in order to minimize the introduction of biases due to batch processing.	In batches of 12 samples (the same 13 from the extraction protocol), we added barcoded adapters (Illumina TruSeq RNA Sample Preparation Kit v2)	9606	M374.none.4	We mapped the short reads to the human genome (hg19) using Subread (default parameters).	We obtained the read counts for each Ensembl protein-coding gene (biotype: “protein_coding”) with featureCounts, which sums the reads falling in the union of all exons of a gene and discards reads mapping to more than one gene (default parameters, except that we provided the Ensembl annotation file as described).	We removed genes with fewer than one count per million exonic reads in fewer than six samples.	We normalized the samples using the weighted trimmed mean of M-values algorithm (TMM) in edgeR.	We converted the counts to log counts per million using the cpm function in edgeR (default parameters).	We removed the effect of RNA quality (RIN) score and extraction batch using removeBatchEffect from limma.	Genome_build: hg19	Supplementary_files_format_and_content: table-s1.txt is a tab-delimited text file that contains the batch-corrected log2 counts per million for each of the 156 samples, as well as the Ensembl gene ID and gene name.	GPL16791	John,D,Blischak	Gilad	Human Genetics	University of Chicago	920 E. 58th Street, CLSC 317	Chicago	IL	60615	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03452444	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX974140	NONE	none	7	16	M374	8.4	4	GSE67427
M373-BCG-48	GSM1647039	Public on Mar 31 2015	Mar 31 2015	May 15 2019	SRA	1	monocyte-derived macrophages	Homo sapiens	individual: M373	agent: BCG	time point: 48	batch: 7	rin: 8.4	illumina_index: 18	For each bacterial infection, we treated the macrophages with a multiplicity of infection (MOI) of 2:1. After one hour, we washed the macrophages five times with phosphate-buffered saline (PBS) and treated them with gentamycin (50 µg/µL) to kill all extracellular bacteria. After one hour of antibiotic treatment, we changed the medium to a lower concentration of gentamycin (5 µg/µL), which marked the zero timepoint of the study. We allowed the cells to grow for 4, 18, or 48 hours before lysing them before lysing them with QIAzol Lysis Reagent and then storing them at -80° C.	First, we collected buffy coats (~50 mL). Next we isolated peripheral blood mononuclear cells (PBMCs) via Ficoll-Paque centrifugation nd enriched for monocytes via positive selection with beads containing CD14 antibodies. Then we differentiated the monocytes into macrophages by culturing for 6-7 days in RPMI buffer supplemented with macrophage colony-stimulating factor (M-CSF).	total RNA	We extracted RNA using the QIAgen miRNeasy kit. There were a total of 13 batches of 12 samples each (6 individuals x 9 conditions x 3 timepoints, minus 48 hours post-infection with Staphylococcus epidermidis). We designed the batches to maximally partition the variables of interest (individual, condition, timepoint) in order to minimize the introduction of biases due to batch processing.	In batches of 12 samples (the same 13 from the extraction protocol), we added barcoded adapters (Illumina TruSeq RNA Sample Preparation Kit v2)	9606	M373.BCG.48	We mapped the short reads to the human genome (hg19) using Subread (default parameters).	We obtained the read counts for each Ensembl protein-coding gene (biotype: “protein_coding”) with featureCounts, which sums the reads falling in the union of all exons of a gene and discards reads mapping to more than one gene (default parameters, except that we provided the Ensembl annotation file as described).	We removed genes with fewer than one count per million exonic reads in fewer than six samples.	We normalized the samples using the weighted trimmed mean of M-values algorithm (TMM) in edgeR.	We converted the counts to log counts per million using the cpm function in edgeR (default parameters).	We removed the effect of RNA quality (RIN) score and extraction batch using removeBatchEffect from limma.	Genome_build: hg19	Supplementary_files_format_and_content: table-s1.txt is a tab-delimited text file that contains the batch-corrected log2 counts per million for each of the 156 samples, as well as the Ensembl gene ID and gene name.	GPL16791	John,D,Blischak	Gilad	Human Genetics	University of Chicago	920 E. 58th Street, CLSC 317	Chicago	IL	60615	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03452445	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX974141	NONE	BCG	7	18	M373	8.4	48	GSE67427
M375-BCG-48	GSM1647040	Public on Mar 31 2015	Mar 31 2015	May 15 2019	SRA	1	monocyte-derived macrophages	Homo sapiens	individual: M375	agent: BCG	time point: 48	batch: 7	rin: 8.4	illumina_index: 19	For each bacterial infection, we treated the macrophages with a multiplicity of infection (MOI) of 2:1. After one hour, we washed the macrophages five times with phosphate-buffered saline (PBS) and treated them with gentamycin (50 µg/µL) to kill all extracellular bacteria. After one hour of antibiotic treatment, we changed the medium to a lower concentration of gentamycin (5 µg/µL), which marked the zero timepoint of the study. We allowed the cells to grow for 4, 18, or 48 hours before lysing them before lysing them with QIAzol Lysis Reagent and then storing them at -80° C.	First, we collected buffy coats (~50 mL). Next we isolated peripheral blood mononuclear cells (PBMCs) via Ficoll-Paque centrifugation nd enriched for monocytes via positive selection with beads containing CD14 antibodies. Then we differentiated the monocytes into macrophages by culturing for 6-7 days in RPMI buffer supplemented with macrophage colony-stimulating factor (M-CSF).	total RNA	We extracted RNA using the QIAgen miRNeasy kit. There were a total of 13 batches of 12 samples each (6 individuals x 9 conditions x 3 timepoints, minus 48 hours post-infection with Staphylococcus epidermidis). We designed the batches to maximally partition the variables of interest (individual, condition, timepoint) in order to minimize the introduction of biases due to batch processing.	In batches of 12 samples (the same 13 from the extraction protocol), we added barcoded adapters (Illumina TruSeq RNA Sample Preparation Kit v2)	9606	M375.BCG.48	We mapped the short reads to the human genome (hg19) using Subread (default parameters).	We obtained the read counts for each Ensembl protein-coding gene (biotype: “protein_coding”) with featureCounts, which sums the reads falling in the union of all exons of a gene and discards reads mapping to more than one gene (default parameters, except that we provided the Ensembl annotation file as described).	We removed genes with fewer than one count per million exonic reads in fewer than six samples.	We normalized the samples using the weighted trimmed mean of M-values algorithm (TMM) in edgeR.	We converted the counts to log counts per million using the cpm function in edgeR (default parameters).	We removed the effect of RNA quality (RIN) score and extraction batch using removeBatchEffect from limma.	Genome_build: hg19	Supplementary_files_format_and_content: table-s1.txt is a tab-delimited text file that contains the batch-corrected log2 counts per million for each of the 156 samples, as well as the Ensembl gene ID and gene name.	GPL16791	John,D,Blischak	Gilad	Human Genetics	University of Chicago	920 E. 58th Street, CLSC 317	Chicago	IL	60615	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03452446	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX974142	NONE	BCG	7	19	M375	8.4	48	GSE67427
M377-Rv-4	GSM1647041	Public on Mar 31 2015	Mar 31 2015	May 15 2019	SRA	1	monocyte-derived macrophages	Homo sapiens	individual: M377	agent: Rv	time point: 4	batch: 8	rin: 9	illumina_index: 2	For each bacterial infection, we treated the macrophages with a multiplicity of infection (MOI) of 2:1. After one hour, we washed the macrophages five times with phosphate-buffered saline (PBS) and treated them with gentamycin (50 µg/µL) to kill all extracellular bacteria. After one hour of antibiotic treatment, we changed the medium to a lower concentration of gentamycin (5 µg/µL), which marked the zero timepoint of the study. We allowed the cells to grow for 4, 18, or 48 hours before lysing them before lysing them with QIAzol Lysis Reagent and then storing them at -80° C.	First, we collected buffy coats (~50 mL). Next we isolated peripheral blood mononuclear cells (PBMCs) via Ficoll-Paque centrifugation nd enriched for monocytes via positive selection with beads containing CD14 antibodies. Then we differentiated the monocytes into macrophages by culturing for 6-7 days in RPMI buffer supplemented with macrophage colony-stimulating factor (M-CSF).	total RNA	We extracted RNA using the QIAgen miRNeasy kit. There were a total of 13 batches of 12 samples each (6 individuals x 9 conditions x 3 timepoints, minus 48 hours post-infection with Staphylococcus epidermidis). We designed the batches to maximally partition the variables of interest (individual, condition, timepoint) in order to minimize the introduction of biases due to batch processing.	In batches of 12 samples (the same 13 from the extraction protocol), we added barcoded adapters (Illumina TruSeq RNA Sample Preparation Kit v2)	9606	M377.Rv.4	We mapped the short reads to the human genome (hg19) using Subread (default parameters).	We obtained the read counts for each Ensembl protein-coding gene (biotype: “protein_coding”) with featureCounts, which sums the reads falling in the union of all exons of a gene and discards reads mapping to more than one gene (default parameters, except that we provided the Ensembl annotation file as described).	We removed genes with fewer than one count per million exonic reads in fewer than six samples.	We normalized the samples using the weighted trimmed mean of M-values algorithm (TMM) in edgeR.	We converted the counts to log counts per million using the cpm function in edgeR (default parameters).	We removed the effect of RNA quality (RIN) score and extraction batch using removeBatchEffect from limma.	Genome_build: hg19	Supplementary_files_format_and_content: table-s1.txt is a tab-delimited text file that contains the batch-corrected log2 counts per million for each of the 156 samples, as well as the Ensembl gene ID and gene name.	GPL16791	John,D,Blischak	Gilad	Human Genetics	University of Chicago	920 E. 58th Street, CLSC 317	Chicago	IL	60615	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03452447	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX974143	NONE	Rv	8	2	M377	9	4	GSE67427
M373-Smeg-48	GSM1647042	Public on Mar 31 2015	Mar 31 2015	May 15 2019	SRA	1	monocyte-derived macrophages	Homo sapiens	individual: M373	agent: Smeg	time point: 48	batch: 8	rin: 7.3	illumina_index: 4	For each bacterial infection, we treated the macrophages with a multiplicity of infection (MOI) of 2:1. After one hour, we washed the macrophages five times with phosphate-buffered saline (PBS) and treated them with gentamycin (50 µg/µL) to kill all extracellular bacteria. After one hour of antibiotic treatment, we changed the medium to a lower concentration of gentamycin (5 µg/µL), which marked the zero timepoint of the study. We allowed the cells to grow for 4, 18, or 48 hours before lysing them before lysing them with QIAzol Lysis Reagent and then storing them at -80° C.	First, we collected buffy coats (~50 mL). Next we isolated peripheral blood mononuclear cells (PBMCs) via Ficoll-Paque centrifugation nd enriched for monocytes via positive selection with beads containing CD14 antibodies. Then we differentiated the monocytes into macrophages by culturing for 6-7 days in RPMI buffer supplemented with macrophage colony-stimulating factor (M-CSF).	total RNA	We extracted RNA using the QIAgen miRNeasy kit. There were a total of 13 batches of 12 samples each (6 individuals x 9 conditions x 3 timepoints, minus 48 hours post-infection with Staphylococcus epidermidis). We designed the batches to maximally partition the variables of interest (individual, condition, timepoint) in order to minimize the introduction of biases due to batch processing.	In batches of 12 samples (the same 13 from the extraction protocol), we added barcoded adapters (Illumina TruSeq RNA Sample Preparation Kit v2)	9606	M373.Smeg.48	We mapped the short reads to the human genome (hg19) using Subread (default parameters).	We obtained the read counts for each Ensembl protein-coding gene (biotype: “protein_coding”) with featureCounts, which sums the reads falling in the union of all exons of a gene and discards reads mapping to more than one gene (default parameters, except that we provided the Ensembl annotation file as described).	We removed genes with fewer than one count per million exonic reads in fewer than six samples.	We normalized the samples using the weighted trimmed mean of M-values algorithm (TMM) in edgeR.	We converted the counts to log counts per million using the cpm function in edgeR (default parameters).	We removed the effect of RNA quality (RIN) score and extraction batch using removeBatchEffect from limma.	Genome_build: hg19	Supplementary_files_format_and_content: table-s1.txt is a tab-delimited text file that contains the batch-corrected log2 counts per million for each of the 156 samples, as well as the Ensembl gene ID and gene name.	GPL16791	John,D,Blischak	Gilad	Human Genetics	University of Chicago	920 E. 58th Street, CLSC 317	Chicago	IL	60615	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03452448	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX974144	NONE	Smeg	8	4	M373	7.3	48	GSE67427
M372-Rv-4	GSM1647043	Public on Mar 31 2015	Mar 31 2015	May 15 2019	SRA	1	monocyte-derived macrophages	Homo sapiens	individual: M372	agent: Rv	time point: 4	batch: 8	rin: 9.7	illumina_index: 5	For each bacterial infection, we treated the macrophages with a multiplicity of infection (MOI) of 2:1. After one hour, we washed the macrophages five times with phosphate-buffered saline (PBS) and treated them with gentamycin (50 µg/µL) to kill all extracellular bacteria. After one hour of antibiotic treatment, we changed the medium to a lower concentration of gentamycin (5 µg/µL), which marked the zero timepoint of the study. We allowed the cells to grow for 4, 18, or 48 hours before lysing them before lysing them with QIAzol Lysis Reagent and then storing them at -80° C.	First, we collected buffy coats (~50 mL). Next we isolated peripheral blood mononuclear cells (PBMCs) via Ficoll-Paque centrifugation nd enriched for monocytes via positive selection with beads containing CD14 antibodies. Then we differentiated the monocytes into macrophages by culturing for 6-7 days in RPMI buffer supplemented with macrophage colony-stimulating factor (M-CSF).	total RNA	We extracted RNA using the QIAgen miRNeasy kit. There were a total of 13 batches of 12 samples each (6 individuals x 9 conditions x 3 timepoints, minus 48 hours post-infection with Staphylococcus epidermidis). We designed the batches to maximally partition the variables of interest (individual, condition, timepoint) in order to minimize the introduction of biases due to batch processing.	In batches of 12 samples (the same 13 from the extraction protocol), we added barcoded adapters (Illumina TruSeq RNA Sample Preparation Kit v2)	9606	M372.Rv.4	We mapped the short reads to the human genome (hg19) using Subread (default parameters).	We obtained the read counts for each Ensembl protein-coding gene (biotype: “protein_coding”) with featureCounts, which sums the reads falling in the union of all exons of a gene and discards reads mapping to more than one gene (default parameters, except that we provided the Ensembl annotation file as described).	We removed genes with fewer than one count per million exonic reads in fewer than six samples.	We normalized the samples using the weighted trimmed mean of M-values algorithm (TMM) in edgeR.	We converted the counts to log counts per million using the cpm function in edgeR (default parameters).	We removed the effect of RNA quality (RIN) score and extraction batch using removeBatchEffect from limma.	Genome_build: hg19	Supplementary_files_format_and_content: table-s1.txt is a tab-delimited text file that contains the batch-corrected log2 counts per million for each of the 156 samples, as well as the Ensembl gene ID and gene name.	GPL16791	John,D,Blischak	Gilad	Human Genetics	University of Chicago	920 E. 58th Street, CLSC 317	Chicago	IL	60615	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03452449	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX974145	NONE	Rv	8	5	M372	9.7	4	GSE67427
M372-Salm-4	GSM1647044	Public on Mar 31 2015	Mar 31 2015	May 15 2019	SRA	1	monocyte-derived macrophages	Homo sapiens	individual: M372	agent: Salm	time point: 4	batch: 8	rin: 9.5	illumina_index: 6	For each bacterial infection, we treated the macrophages with a multiplicity of infection (MOI) of 2:1. After one hour, we washed the macrophages five times with phosphate-buffered saline (PBS) and treated them with gentamycin (50 µg/µL) to kill all extracellular bacteria. After one hour of antibiotic treatment, we changed the medium to a lower concentration of gentamycin (5 µg/µL), which marked the zero timepoint of the study. We allowed the cells to grow for 4, 18, or 48 hours before lysing them before lysing them with QIAzol Lysis Reagent and then storing them at -80° C.	First, we collected buffy coats (~50 mL). Next we isolated peripheral blood mononuclear cells (PBMCs) via Ficoll-Paque centrifugation nd enriched for monocytes via positive selection with beads containing CD14 antibodies. Then we differentiated the monocytes into macrophages by culturing for 6-7 days in RPMI buffer supplemented with macrophage colony-stimulating factor (M-CSF).	total RNA	We extracted RNA using the QIAgen miRNeasy kit. There were a total of 13 batches of 12 samples each (6 individuals x 9 conditions x 3 timepoints, minus 48 hours post-infection with Staphylococcus epidermidis). We designed the batches to maximally partition the variables of interest (individual, condition, timepoint) in order to minimize the introduction of biases due to batch processing.	In batches of 12 samples (the same 13 from the extraction protocol), we added barcoded adapters (Illumina TruSeq RNA Sample Preparation Kit v2)	9606	M372.Salm.4	We mapped the short reads to the human genome (hg19) using Subread (default parameters).	We obtained the read counts for each Ensembl protein-coding gene (biotype: “protein_coding”) with featureCounts, which sums the reads falling in the union of all exons of a gene and discards reads mapping to more than one gene (default parameters, except that we provided the Ensembl annotation file as described).	We removed genes with fewer than one count per million exonic reads in fewer than six samples.	We normalized the samples using the weighted trimmed mean of M-values algorithm (TMM) in edgeR.	We converted the counts to log counts per million using the cpm function in edgeR (default parameters).	We removed the effect of RNA quality (RIN) score and extraction batch using removeBatchEffect from limma.	Genome_build: hg19	Supplementary_files_format_and_content: table-s1.txt is a tab-delimited text file that contains the batch-corrected log2 counts per million for each of the 156 samples, as well as the Ensembl gene ID and gene name.	GPL16791	John,D,Blischak	Gilad	Human Genetics	University of Chicago	920 E. 58th Street, CLSC 317	Chicago	IL	60615	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03452450	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX974146	NONE	Salm	8	6	M372	9.5	4	GSE67427
M374-GC-18	GSM1647045	Public on Mar 31 2015	Mar 31 2015	May 15 2019	SRA	1	monocyte-derived macrophages	Homo sapiens	individual: M374	agent: GC	time point: 18	batch: 8	rin: 4.1	illumina_index: 7	For each bacterial infection, we treated the macrophages with a multiplicity of infection (MOI) of 2:1. After one hour, we washed the macrophages five times with phosphate-buffered saline (PBS) and treated them with gentamycin (50 µg/µL) to kill all extracellular bacteria. After one hour of antibiotic treatment, we changed the medium to a lower concentration of gentamycin (5 µg/µL), which marked the zero timepoint of the study. We allowed the cells to grow for 4, 18, or 48 hours before lysing them before lysing them with QIAzol Lysis Reagent and then storing them at -80° C.	First, we collected buffy coats (~50 mL). Next we isolated peripheral blood mononuclear cells (PBMCs) via Ficoll-Paque centrifugation nd enriched for monocytes via positive selection with beads containing CD14 antibodies. Then we differentiated the monocytes into macrophages by culturing for 6-7 days in RPMI buffer supplemented with macrophage colony-stimulating factor (M-CSF).	total RNA	We extracted RNA using the QIAgen miRNeasy kit. There were a total of 13 batches of 12 samples each (6 individuals x 9 conditions x 3 timepoints, minus 48 hours post-infection with Staphylococcus epidermidis). We designed the batches to maximally partition the variables of interest (individual, condition, timepoint) in order to minimize the introduction of biases due to batch processing.	In batches of 12 samples (the same 13 from the extraction protocol), we added barcoded adapters (Illumina TruSeq RNA Sample Preparation Kit v2)	9606	M374.GC.18	We mapped the short reads to the human genome (hg19) using Subread (default parameters).	We obtained the read counts for each Ensembl protein-coding gene (biotype: “protein_coding”) with featureCounts, which sums the reads falling in the union of all exons of a gene and discards reads mapping to more than one gene (default parameters, except that we provided the Ensembl annotation file as described).	We removed genes with fewer than one count per million exonic reads in fewer than six samples.	We normalized the samples using the weighted trimmed mean of M-values algorithm (TMM) in edgeR.	We converted the counts to log counts per million using the cpm function in edgeR (default parameters).	We removed the effect of RNA quality (RIN) score and extraction batch using removeBatchEffect from limma.	Genome_build: hg19	Supplementary_files_format_and_content: table-s1.txt is a tab-delimited text file that contains the batch-corrected log2 counts per million for each of the 156 samples, as well as the Ensembl gene ID and gene name.	GPL16791	John,D,Blischak	Gilad	Human Genetics	University of Chicago	920 E. 58th Street, CLSC 317	Chicago	IL	60615	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03452451	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX974147	NONE	GC	8	7	M374	4.1	18	GSE67427
M376-Staph-18	GSM1647046	Public on Mar 31 2015	Mar 31 2015	May 15 2019	SRA	1	monocyte-derived macrophages	Homo sapiens	individual: M376	agent: Staph	time point: 18	batch: 8	rin: 7.4	illumina_index: 12	For each bacterial infection, we treated the macrophages with a multiplicity of infection (MOI) of 2:1. After one hour, we washed the macrophages five times with phosphate-buffered saline (PBS) and treated them with gentamycin (50 µg/µL) to kill all extracellular bacteria. After one hour of antibiotic treatment, we changed the medium to a lower concentration of gentamycin (5 µg/µL), which marked the zero timepoint of the study. We allowed the cells to grow for 4, 18, or 48 hours before lysing them before lysing them with QIAzol Lysis Reagent and then storing them at -80° C.	First, we collected buffy coats (~50 mL). Next we isolated peripheral blood mononuclear cells (PBMCs) via Ficoll-Paque centrifugation nd enriched for monocytes via positive selection with beads containing CD14 antibodies. Then we differentiated the monocytes into macrophages by culturing for 6-7 days in RPMI buffer supplemented with macrophage colony-stimulating factor (M-CSF).	total RNA	We extracted RNA using the QIAgen miRNeasy kit. There were a total of 13 batches of 12 samples each (6 individuals x 9 conditions x 3 timepoints, minus 48 hours post-infection with Staphylococcus epidermidis). We designed the batches to maximally partition the variables of interest (individual, condition, timepoint) in order to minimize the introduction of biases due to batch processing.	In batches of 12 samples (the same 13 from the extraction protocol), we added barcoded adapters (Illumina TruSeq RNA Sample Preparation Kit v2)	9606	M376.Staph.18	We mapped the short reads to the human genome (hg19) using Subread (default parameters).	We obtained the read counts for each Ensembl protein-coding gene (biotype: “protein_coding”) with featureCounts, which sums the reads falling in the union of all exons of a gene and discards reads mapping to more than one gene (default parameters, except that we provided the Ensembl annotation file as described).	We removed genes with fewer than one count per million exonic reads in fewer than six samples.	We normalized the samples using the weighted trimmed mean of M-values algorithm (TMM) in edgeR.	We converted the counts to log counts per million using the cpm function in edgeR (default parameters).	We removed the effect of RNA quality (RIN) score and extraction batch using removeBatchEffect from limma.	Genome_build: hg19	Supplementary_files_format_and_content: table-s1.txt is a tab-delimited text file that contains the batch-corrected log2 counts per million for each of the 156 samples, as well as the Ensembl gene ID and gene name.	GPL16791	John,D,Blischak	Gilad	Human Genetics	University of Chicago	920 E. 58th Street, CLSC 317	Chicago	IL	60615	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03452452	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX974148	NONE	Staph	8	12	M376	7.4	18	GSE67427
M375-Salm-4	GSM1647047	Public on Mar 31 2015	Mar 31 2015	May 15 2019	SRA	1	monocyte-derived macrophages	Homo sapiens	individual: M375	agent: Salm	time point: 4	batch: 8	rin: 6.9	illumina_index: 13	For each bacterial infection, we treated the macrophages with a multiplicity of infection (MOI) of 2:1. After one hour, we washed the macrophages five times with phosphate-buffered saline (PBS) and treated them with gentamycin (50 µg/µL) to kill all extracellular bacteria. After one hour of antibiotic treatment, we changed the medium to a lower concentration of gentamycin (5 µg/µL), which marked the zero timepoint of the study. We allowed the cells to grow for 4, 18, or 48 hours before lysing them before lysing them with QIAzol Lysis Reagent and then storing them at -80° C.	First, we collected buffy coats (~50 mL). Next we isolated peripheral blood mononuclear cells (PBMCs) via Ficoll-Paque centrifugation nd enriched for monocytes via positive selection with beads containing CD14 antibodies. Then we differentiated the monocytes into macrophages by culturing for 6-7 days in RPMI buffer supplemented with macrophage colony-stimulating factor (M-CSF).	total RNA	We extracted RNA using the QIAgen miRNeasy kit. There were a total of 13 batches of 12 samples each (6 individuals x 9 conditions x 3 timepoints, minus 48 hours post-infection with Staphylococcus epidermidis). We designed the batches to maximally partition the variables of interest (individual, condition, timepoint) in order to minimize the introduction of biases due to batch processing.	In batches of 12 samples (the same 13 from the extraction protocol), we added barcoded adapters (Illumina TruSeq RNA Sample Preparation Kit v2)	9606	M375.Salm.4	We mapped the short reads to the human genome (hg19) using Subread (default parameters).	We obtained the read counts for each Ensembl protein-coding gene (biotype: “protein_coding”) with featureCounts, which sums the reads falling in the union of all exons of a gene and discards reads mapping to more than one gene (default parameters, except that we provided the Ensembl annotation file as described).	We removed genes with fewer than one count per million exonic reads in fewer than six samples.	We normalized the samples using the weighted trimmed mean of M-values algorithm (TMM) in edgeR.	We converted the counts to log counts per million using the cpm function in edgeR (default parameters).	We removed the effect of RNA quality (RIN) score and extraction batch using removeBatchEffect from limma.	Genome_build: hg19	Supplementary_files_format_and_content: table-s1.txt is a tab-delimited text file that contains the batch-corrected log2 counts per million for each of the 156 samples, as well as the Ensembl gene ID and gene name.	GPL16791	John,D,Blischak	Gilad	Human Genetics	University of Chicago	920 E. 58th Street, CLSC 317	Chicago	IL	60615	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03452363	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX974149	NONE	Salm	8	13	M375	6.9	4	GSE67427
