"title"	"geo_accession"	"status"	"submission_date"	"last_update_date"	"type"	"channel_count"	"source_name_ch1"	"organism_ch1"	"characteristics_ch1"	"characteristics_ch1.1"	"characteristics_ch1.2"	"molecule_ch1"	"extract_protocol_ch1"	"extract_protocol_ch1.1"	"taxid_ch1"	"description"	"data_processing"	"data_processing.1"	"data_processing.2"	"data_processing.3"	"data_processing.4"	"platform_id"	"contact_name"	"contact_institute"	"contact_address"	"contact_city"	"contact_zip/postal_code"	"contact_country"	"data_row_count"	"instrument_model"	"library_selection"	"library_source"	"library_strategy"	"relation"	"relation.1"	"supplementary_file_1"	"cell type:ch1"	"donor_id:ch1"	"infection:ch1"	"series_id"
"Sample_795_MAIT_Mtb"	"GSM3071080"	"Public on Jun 04 2018"	"Mar 29 2018"	"Jun 05 2018"	"SRA"	"1"	"Lung"	"Homo sapiens"	"donor_id: 795"	"cell type: mait"	"infection: Mtb"	"total RNA"	"Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit."	"cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit."	"9606"	"mucosal associated innate T cells from Mtb infected lung tissue"	"Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a"	"Read counts were calculated using htseq-count."	"Expression analysis performed with edgeR v3.12.1"	"Genome_build: hg19"	"Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample."	"GPL18460"	"Jeroen,,Maertzdorf"	"MPIIB"	"Chariteplatz 1"	"Berlin"	"10117"	"Germany"	"0"	"Illumina HiSeq 1500"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813402"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862290"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3071nnn/GSM3071080/suppl/GSM3071080_Sample_795_MAIT_Mtb.txt.gz"	"mait"	"795"	"Mtb"	"GSE112483"
"Sample_795_MAIT_uninf"	"GSM3071081"	"Public on Jun 04 2018"	"Mar 29 2018"	"Jun 05 2018"	"SRA"	"1"	"Lung"	"Homo sapiens"	"donor_id: 795"	"cell type: mait"	"infection: uninf"	"total RNA"	"Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit."	"cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit."	"9606"	"mucosal associated innate T cells from uninfected lung tissue"	"Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a"	"Read counts were calculated using htseq-count."	"Expression analysis performed with edgeR v3.12.1"	"Genome_build: hg19"	"Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample."	"GPL18460"	"Jeroen,,Maertzdorf"	"MPIIB"	"Chariteplatz 1"	"Berlin"	"10117"	"Germany"	"0"	"Illumina HiSeq 1500"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813401"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862291"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3071nnn/GSM3071081/suppl/GSM3071081_Sample_795_MAIT_uninf.txt.gz"	"mait"	"795"	"uninf"	"GSE112483"
"Sample_795_NKT_Mtb"	"GSM3071082"	"Public on Jun 04 2018"	"Mar 29 2018"	"Jun 05 2018"	"SRA"	"1"	"Lung"	"Homo sapiens"	"donor_id: 795"	"cell type: NKT"	"infection: Mtb"	"total RNA"	"Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit."	"cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit."	"9606"	"natural killer T cells from Mtb infected lung tissue"	"Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a"	"Read counts were calculated using htseq-count."	"Expression analysis performed with edgeR v3.12.1"	"Genome_build: hg19"	"Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample."	"GPL18460"	"Jeroen,,Maertzdorf"	"MPIIB"	"Chariteplatz 1"	"Berlin"	"10117"	"Germany"	"0"	"Illumina HiSeq 1500"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813400"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862292"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3071nnn/GSM3071082/suppl/GSM3071082_Sample_795_NKT_Mtb.txt.gz"	"NKT"	"795"	"Mtb"	"GSE112483"
"Sample_795_NKT_uninf"	"GSM3071083"	"Public on Jun 04 2018"	"Mar 29 2018"	"Jun 05 2018"	"SRA"	"1"	"Lung"	"Homo sapiens"	"donor_id: 795"	"cell type: NKT"	"infection: uninf"	"total RNA"	"Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit."	"cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit."	"9606"	"natural killer T cells from uninfected lung tissue"	"Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a"	"Read counts were calculated using htseq-count."	"Expression analysis performed with edgeR v3.12.1"	"Genome_build: hg19"	"Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample."	"GPL18460"	"Jeroen,,Maertzdorf"	"MPIIB"	"Chariteplatz 1"	"Berlin"	"10117"	"Germany"	"0"	"Illumina HiSeq 1500"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813399"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862293"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3071nnn/GSM3071083/suppl/GSM3071083_Sample_795_NKT_uninf.txt.gz"	"NKT"	"795"	"uninf"	"GSE112483"
"Sample_796_AM_Mtb"	"GSM3071084"	"Public on Jun 04 2018"	"Mar 29 2018"	"Jun 05 2018"	"SRA"	"1"	"Lung"	"Homo sapiens"	"donor_id: 796"	"cell type: AM"	"infection: Mtb"	"total RNA"	"Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit."	"cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit."	"9606"	"alveolar macrophages from Mtb infected lung tissue"	"Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a"	"Read counts were calculated using htseq-count."	"Expression analysis performed with edgeR v3.12.1"	"Genome_build: hg19"	"Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample."	"GPL18460"	"Jeroen,,Maertzdorf"	"MPIIB"	"Chariteplatz 1"	"Berlin"	"10117"	"Germany"	"0"	"Illumina HiSeq 1500"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813398"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862294"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3071nnn/GSM3071084/suppl/GSM3071084_Sample_796_AM_Mtb.txt.gz"	"AM"	"796"	"Mtb"	"GSE112483"
"Sample_796_AM_uninf"	"GSM3071085"	"Public on Jun 04 2018"	"Mar 29 2018"	"Jun 05 2018"	"SRA"	"1"	"Lung"	"Homo sapiens"	"donor_id: 796"	"cell type: AM"	"infection: uninf"	"total RNA"	"Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit."	"cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit."	"9606"	"alveolar macrophages from uninfected lung tissue"	"Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a"	"Read counts were calculated using htseq-count."	"Expression analysis performed with edgeR v3.12.1"	"Genome_build: hg19"	"Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample."	"GPL18460"	"Jeroen,,Maertzdorf"	"MPIIB"	"Chariteplatz 1"	"Berlin"	"10117"	"Germany"	"0"	"Illumina HiSeq 1500"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813397"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862295"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3071nnn/GSM3071085/suppl/GSM3071085_Sample_796_AM_uninf.txt.gz"	"AM"	"796"	"uninf"	"GSE112483"
"Sample_796_endo_Mtb"	"GSM3071086"	"Public on Jun 04 2018"	"Mar 29 2018"	"Jun 05 2018"	"SRA"	"1"	"Lung"	"Homo sapiens"	"donor_id: 796"	"cell type: endo"	"infection: Mtb"	"total RNA"	"Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit."	"cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit."	"9606"	"endothelial cells from Mtb infected lung tissue"	"Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a"	"Read counts were calculated using htseq-count."	"Expression analysis performed with edgeR v3.12.1"	"Genome_build: hg19"	"Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample."	"GPL18460"	"Jeroen,,Maertzdorf"	"MPIIB"	"Chariteplatz 1"	"Berlin"	"10117"	"Germany"	"0"	"Illumina HiSeq 1500"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813394"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862296"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3071nnn/GSM3071086/suppl/GSM3071086_Sample_796_endo_Mtb.txt.gz"	"endo"	"796"	"Mtb"	"GSE112483"
"Sample_796_endo_uninf"	"GSM3071087"	"Public on Jun 04 2018"	"Mar 29 2018"	"Jun 05 2018"	"SRA"	"1"	"Lung"	"Homo sapiens"	"donor_id: 796"	"cell type: endo"	"infection: uninf"	"total RNA"	"Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit."	"cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit."	"9606"	"endothelial cells from uninfected lung tissue"	"Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a"	"Read counts were calculated using htseq-count."	"Expression analysis performed with edgeR v3.12.1"	"Genome_build: hg19"	"Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample."	"GPL18460"	"Jeroen,,Maertzdorf"	"MPIIB"	"Chariteplatz 1"	"Berlin"	"10117"	"Germany"	"0"	"Illumina HiSeq 1500"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813312"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862297"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3071nnn/GSM3071087/suppl/GSM3071087_Sample_796_endo_uninf.txt.gz"	"endo"	"796"	"uninf"	"GSE112483"
"Sample_796_epi_Mtb"	"GSM3071088"	"Public on Jun 04 2018"	"Mar 29 2018"	"Jun 05 2018"	"SRA"	"1"	"Lung"	"Homo sapiens"	"donor_id: 796"	"cell type: epi"	"infection: Mtb"	"total RNA"	"Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit."	"cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit."	"9606"	"epithelial cells from Mtb infected lung tissue"	"Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a"	"Read counts were calculated using htseq-count."	"Expression analysis performed with edgeR v3.12.1"	"Genome_build: hg19"	"Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample."	"GPL18460"	"Jeroen,,Maertzdorf"	"MPIIB"	"Chariteplatz 1"	"Berlin"	"10117"	"Germany"	"0"	"Illumina HiSeq 1500"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813311"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862298"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3071nnn/GSM3071088/suppl/GSM3071088_Sample_796_epi_Mtb.txt.gz"	"epi"	"796"	"Mtb"	"GSE112483"
"Sample_796_epi_uninf"	"GSM3071089"	"Public on Jun 04 2018"	"Mar 29 2018"	"Jun 05 2018"	"SRA"	"1"	"Lung"	"Homo sapiens"	"donor_id: 796"	"cell type: epi"	"infection: uninf"	"total RNA"	"Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit."	"cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit."	"9606"	"epithelial cells from uninfected lung tissue"	"Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a"	"Read counts were calculated using htseq-count."	"Expression analysis performed with edgeR v3.12.1"	"Genome_build: hg19"	"Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample."	"GPL18460"	"Jeroen,,Maertzdorf"	"MPIIB"	"Chariteplatz 1"	"Berlin"	"10117"	"Germany"	"0"	"Illumina HiSeq 1500"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813310"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862299"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3071nnn/GSM3071089/suppl/GSM3071089_Sample_796_epi_uninf.txt.gz"	"epi"	"796"	"uninf"	"GSE112483"
"Sample_796_MAIT_Mtb"	"GSM3071090"	"Public on Jun 04 2018"	"Mar 29 2018"	"Jun 05 2018"	"SRA"	"1"	"Lung"	"Homo sapiens"	"donor_id: 796"	"cell type: mait"	"infection: Mtb"	"total RNA"	"Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit."	"cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit."	"9606"	"mucosal associated innate T cells from Mtb infected lung tissue"	"Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a"	"Read counts were calculated using htseq-count."	"Expression analysis performed with edgeR v3.12.1"	"Genome_build: hg19"	"Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample."	"GPL18460"	"Jeroen,,Maertzdorf"	"MPIIB"	"Chariteplatz 1"	"Berlin"	"10117"	"Germany"	"0"	"Illumina HiSeq 1500"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813309"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862300"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3071nnn/GSM3071090/suppl/GSM3071090_Sample_796_MAIT_Mtb.txt.gz"	"mait"	"796"	"Mtb"	"GSE112483"
"Sample_796_MAIT_uninf"	"GSM3071091"	"Public on Jun 04 2018"	"Mar 29 2018"	"Jun 05 2018"	"SRA"	"1"	"Lung"	"Homo sapiens"	"donor_id: 796"	"cell type: mait"	"infection: uninf"	"total RNA"	"Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit."	"cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit."	"9606"	"mucosal associated innate T cells from uninfected lung tissue"	"Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a"	"Read counts were calculated using htseq-count."	"Expression analysis performed with edgeR v3.12.1"	"Genome_build: hg19"	"Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample."	"GPL18460"	"Jeroen,,Maertzdorf"	"MPIIB"	"Chariteplatz 1"	"Berlin"	"10117"	"Germany"	"0"	"Illumina HiSeq 1500"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813308"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862301"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3071nnn/GSM3071091/suppl/GSM3071091_Sample_796_MAIT_uninf.txt.gz"	"mait"	"796"	"uninf"	"GSE112483"
"Sample_796_NK_Mtb"	"GSM3071092"	"Public on Jun 04 2018"	"Mar 29 2018"	"Jun 05 2018"	"SRA"	"1"	"Lung"	"Homo sapiens"	"donor_id: 796"	"cell type: NK"	"infection: Mtb"	"total RNA"	"Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit."	"cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit."	"9606"	"natural killer cells from Mtb infected lung tissue"	"Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a"	"Read counts were calculated using htseq-count."	"Expression analysis performed with edgeR v3.12.1"	"Genome_build: hg19"	"Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample."	"GPL18460"	"Jeroen,,Maertzdorf"	"MPIIB"	"Chariteplatz 1"	"Berlin"	"10117"	"Germany"	"0"	"Illumina HiSeq 1500"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813307"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862302"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3071nnn/GSM3071092/suppl/GSM3071092_Sample_796_NK_Mtb.txt.gz"	"NK"	"796"	"Mtb"	"GSE112483"
"Sample_796_NK_uninf"	"GSM3071093"	"Public on Jun 04 2018"	"Mar 29 2018"	"Jun 05 2018"	"SRA"	"1"	"Lung"	"Homo sapiens"	"donor_id: 796"	"cell type: NK"	"infection: uninf"	"total RNA"	"Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit."	"cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit."	"9606"	"natural killer cells from uninfected lung tissue"	"Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a"	"Read counts were calculated using htseq-count."	"Expression analysis performed with edgeR v3.12.1"	"Genome_build: hg19"	"Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample."	"GPL18460"	"Jeroen,,Maertzdorf"	"MPIIB"	"Chariteplatz 1"	"Berlin"	"10117"	"Germany"	"0"	"Illumina HiSeq 1500"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813306"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862303"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3071nnn/GSM3071093/suppl/GSM3071093_Sample_796_NK_uninf.txt.gz"	"NK"	"796"	"uninf"	"GSE112483"
"Sample_796_NKT_Mtb"	"GSM3071094"	"Public on Jun 04 2018"	"Mar 29 2018"	"Jun 05 2018"	"SRA"	"1"	"Lung"	"Homo sapiens"	"donor_id: 796"	"cell type: NKT"	"infection: Mtb"	"total RNA"	"Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit."	"cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit."	"9606"	"natural killer T cells from Mtb infected lung tissue"	"Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a"	"Read counts were calculated using htseq-count."	"Expression analysis performed with edgeR v3.12.1"	"Genome_build: hg19"	"Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample."	"GPL18460"	"Jeroen,,Maertzdorf"	"MPIIB"	"Chariteplatz 1"	"Berlin"	"10117"	"Germany"	"0"	"Illumina HiSeq 1500"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813305"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862304"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3071nnn/GSM3071094/suppl/GSM3071094_Sample_796_NKT_Mtb.txt.gz"	"NKT"	"796"	"Mtb"	"GSE112483"
"Sample_796_NKT_uninf"	"GSM3071095"	"Public on Jun 04 2018"	"Mar 29 2018"	"Jun 05 2018"	"SRA"	"1"	"Lung"	"Homo sapiens"	"donor_id: 796"	"cell type: NKT"	"infection: uninf"	"total RNA"	"Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit."	"cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit."	"9606"	"natural killer T cells from uninfected lung tissue"	"Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a"	"Read counts were calculated using htseq-count."	"Expression analysis performed with edgeR v3.12.1"	"Genome_build: hg19"	"Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample."	"GPL18460"	"Jeroen,,Maertzdorf"	"MPIIB"	"Chariteplatz 1"	"Berlin"	"10117"	"Germany"	"0"	"Illumina HiSeq 1500"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813304"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862305"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3071nnn/GSM3071095/suppl/GSM3071095_Sample_796_NKT_uninf.txt.gz"	"NKT"	"796"	"uninf"	"GSE112483"
"Sample_797_AM_Mtb"	"GSM3071096"	"Public on Jun 04 2018"	"Mar 29 2018"	"Jun 05 2018"	"SRA"	"1"	"Lung"	"Homo sapiens"	"donor_id: 797"	"cell type: AM"	"infection: Mtb"	"total RNA"	"Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit."	"cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit."	"9606"	"alveolar macrophages from Mtb infected lung tissue"	"Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a"	"Read counts were calculated using htseq-count."	"Expression analysis performed with edgeR v3.12.1"	"Genome_build: hg19"	"Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample."	"GPL18460"	"Jeroen,,Maertzdorf"	"MPIIB"	"Chariteplatz 1"	"Berlin"	"10117"	"Germany"	"0"	"Illumina HiSeq 1500"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813303"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862306"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3071nnn/GSM3071096/suppl/GSM3071096_Sample_797_AM_Mtb.txt.gz"	"AM"	"797"	"Mtb"	"GSE112483"
"Sample_797_AM_uninf"	"GSM3071097"	"Public on Jun 04 2018"	"Mar 29 2018"	"Jun 05 2018"	"SRA"	"1"	"Lung"	"Homo sapiens"	"donor_id: 797"	"cell type: AM"	"infection: uninf"	"total RNA"	"Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit."	"cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit."	"9606"	"alveolar macrophages from uninfected lung tissue"	"Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a"	"Read counts were calculated using htseq-count."	"Expression analysis performed with edgeR v3.12.1"	"Genome_build: hg19"	"Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample."	"GPL18460"	"Jeroen,,Maertzdorf"	"MPIIB"	"Chariteplatz 1"	"Berlin"	"10117"	"Germany"	"0"	"Illumina HiSeq 1500"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813302"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862307"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3071nnn/GSM3071097/suppl/GSM3071097_Sample_797_AM_uninf.txt.gz"	"AM"	"797"	"uninf"	"GSE112483"
"Sample_797_endo_Mtb"	"GSM3071098"	"Public on Jun 04 2018"	"Mar 29 2018"	"Jun 05 2018"	"SRA"	"1"	"Lung"	"Homo sapiens"	"donor_id: 797"	"cell type: endo"	"infection: Mtb"	"total RNA"	"Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit."	"cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit."	"9606"	"endothelial cells from Mtb infected lung tissue"	"Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a"	"Read counts were calculated using htseq-count."	"Expression analysis performed with edgeR v3.12.1"	"Genome_build: hg19"	"Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample."	"GPL18460"	"Jeroen,,Maertzdorf"	"MPIIB"	"Chariteplatz 1"	"Berlin"	"10117"	"Germany"	"0"	"Illumina HiSeq 1500"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813301"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862308"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3071nnn/GSM3071098/suppl/GSM3071098_Sample_797_endo_Mtb.txt.gz"	"endo"	"797"	"Mtb"	"GSE112483"
"Sample_797_endo_uninf"	"GSM3071099"	"Public on Jun 04 2018"	"Mar 29 2018"	"Jun 05 2018"	"SRA"	"1"	"Lung"	"Homo sapiens"	"donor_id: 797"	"cell type: endo"	"infection: uninf"	"total RNA"	"Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit."	"cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit."	"9606"	"endothelial cells from uninfected lung tissue"	"Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a"	"Read counts were calculated using htseq-count."	"Expression analysis performed with edgeR v3.12.1"	"Genome_build: hg19"	"Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample."	"GPL18460"	"Jeroen,,Maertzdorf"	"MPIIB"	"Chariteplatz 1"	"Berlin"	"10117"	"Germany"	"0"	"Illumina HiSeq 1500"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813300"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862309"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3071nnn/GSM3071099/suppl/GSM3071099_Sample_797_endo_uninf.txt.gz"	"endo"	"797"	"uninf"	"GSE112483"
