"title"	"geo_accession"	"status"	"submission_date"	"last_update_date"	"type"	"channel_count"	"source_name_ch1"	"organism_ch1"	"characteristics_ch1"	"characteristics_ch1.1"	"characteristics_ch1.2"	"molecule_ch1"	"extract_protocol_ch1"	"extract_protocol_ch1.1"	"taxid_ch1"	"description"	"data_processing"	"data_processing.1"	"data_processing.2"	"data_processing.3"	"data_processing.4"	"platform_id"	"contact_name"	"contact_institute"	"contact_address"	"contact_city"	"contact_zip/postal_code"	"contact_country"	"data_row_count"	"instrument_model"	"library_selection"	"library_source"	"library_strategy"	"relation"	"relation.1"	"supplementary_file_1"	"cell type:ch1"	"donor_id:ch1"	"infection:ch1"	"series_id"
"Sample_797_epi_Mtb"	"GSM3071100"	"Public on Jun 04 2018"	"Mar 29 2018"	"Jun 05 2018"	"SRA"	"1"	"Lung"	"Homo sapiens"	"donor_id: 797"	"cell type: epi"	"infection: Mtb"	"total RNA"	"Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit."	"cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit."	"9606"	"epithelial cells from Mtb infected lung tissue"	"Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a"	"Read counts were calculated using htseq-count."	"Expression analysis performed with edgeR v3.12.1"	"Genome_build: hg19"	"Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample."	"GPL18460"	"Jeroen,,Maertzdorf"	"MPIIB"	"Chariteplatz 1"	"Berlin"	"10117"	"Germany"	"0"	"Illumina HiSeq 1500"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813299"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862310"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3071nnn/GSM3071100/suppl/GSM3071100_Sample_797_epi_Mtb.txt.gz"	"epi"	"797"	"Mtb"	"GSE112483"
"Sample_797_epi_uninf"	"GSM3071101"	"Public on Jun 04 2018"	"Mar 29 2018"	"Jun 05 2018"	"SRA"	"1"	"Lung"	"Homo sapiens"	"donor_id: 797"	"cell type: epi"	"infection: uninf"	"total RNA"	"Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit."	"cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit."	"9606"	"epithelial cells from uninfected lung tissue"	"Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a"	"Read counts were calculated using htseq-count."	"Expression analysis performed with edgeR v3.12.1"	"Genome_build: hg19"	"Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample."	"GPL18460"	"Jeroen,,Maertzdorf"	"MPIIB"	"Chariteplatz 1"	"Berlin"	"10117"	"Germany"	"0"	"Illumina HiSeq 1500"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813298"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862311"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3071nnn/GSM3071101/suppl/GSM3071101_Sample_797_epi_uninf.txt.gz"	"epi"	"797"	"uninf"	"GSE112483"
"Sample_797_gd_Mtb"	"GSM3071102"	"Public on Jun 04 2018"	"Mar 29 2018"	"Jun 05 2018"	"SRA"	"1"	"Lung"	"Homo sapiens"	"donor_id: 797"	"cell type: gd"	"infection: Mtb"	"total RNA"	"Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit."	"cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit."	"9606"	"gamma delta T cells from Mtb infected lung tissue"	"Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a"	"Read counts were calculated using htseq-count."	"Expression analysis performed with edgeR v3.12.1"	"Genome_build: hg19"	"Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample."	"GPL18460"	"Jeroen,,Maertzdorf"	"MPIIB"	"Chariteplatz 1"	"Berlin"	"10117"	"Germany"	"0"	"Illumina HiSeq 1500"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813297"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862312"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3071nnn/GSM3071102/suppl/GSM3071102_Sample_797_gd_Mtb.txt.gz"	"gd"	"797"	"Mtb"	"GSE112483"
"Sample_797_gd_uninf"	"GSM3071103"	"Public on Jun 04 2018"	"Mar 29 2018"	"Jun 05 2018"	"SRA"	"1"	"Lung"	"Homo sapiens"	"donor_id: 797"	"cell type: gd"	"infection: uninf"	"total RNA"	"Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit."	"cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit."	"9606"	"gamma delta T cells from uninfected lung tissue"	"Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a"	"Read counts were calculated using htseq-count."	"Expression analysis performed with edgeR v3.12.1"	"Genome_build: hg19"	"Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample."	"GPL18460"	"Jeroen,,Maertzdorf"	"MPIIB"	"Chariteplatz 1"	"Berlin"	"10117"	"Germany"	"0"	"Illumina HiSeq 1500"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813249"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862313"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3071nnn/GSM3071103/suppl/GSM3071103_Sample_797_gd_uninf.txt.gz"	"gd"	"797"	"uninf"	"GSE112483"
"Sample_797_MAIT_Mtb"	"GSM3071104"	"Public on Jun 04 2018"	"Mar 29 2018"	"Jun 05 2018"	"SRA"	"1"	"Lung"	"Homo sapiens"	"donor_id: 797"	"cell type: mait"	"infection: Mtb"	"total RNA"	"Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit."	"cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit."	"9606"	"mucosal associated innate T cells from Mtb infected lung tissue"	"Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a"	"Read counts were calculated using htseq-count."	"Expression analysis performed with edgeR v3.12.1"	"Genome_build: hg19"	"Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample."	"GPL18460"	"Jeroen,,Maertzdorf"	"MPIIB"	"Chariteplatz 1"	"Berlin"	"10117"	"Germany"	"0"	"Illumina HiSeq 1500"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813248"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862314"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3071nnn/GSM3071104/suppl/GSM3071104_Sample_797_MAIT_Mtb.txt.gz"	"mait"	"797"	"Mtb"	"GSE112483"
"Sample_797_MAIT_uninf"	"GSM3071105"	"Public on Jun 04 2018"	"Mar 29 2018"	"Jun 05 2018"	"SRA"	"1"	"Lung"	"Homo sapiens"	"donor_id: 797"	"cell type: mait"	"infection: uninf"	"total RNA"	"Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit."	"cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit."	"9606"	"mucosal associated innate T cells from uninfected lung tissue"	"Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a"	"Read counts were calculated using htseq-count."	"Expression analysis performed with edgeR v3.12.1"	"Genome_build: hg19"	"Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample."	"GPL18460"	"Jeroen,,Maertzdorf"	"MPIIB"	"Chariteplatz 1"	"Berlin"	"10117"	"Germany"	"0"	"Illumina HiSeq 1500"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813247"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862315"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3071nnn/GSM3071105/suppl/GSM3071105_Sample_797_MAIT_uninf.txt.gz"	"mait"	"797"	"uninf"	"GSE112483"
"Sample_797_NK_Mtb"	"GSM3071106"	"Public on Jun 04 2018"	"Mar 29 2018"	"Jun 05 2018"	"SRA"	"1"	"Lung"	"Homo sapiens"	"donor_id: 797"	"cell type: NK"	"infection: Mtb"	"total RNA"	"Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit."	"cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit."	"9606"	"natural killer cells from Mtb infected lung tissue"	"Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a"	"Read counts were calculated using htseq-count."	"Expression analysis performed with edgeR v3.12.1"	"Genome_build: hg19"	"Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample."	"GPL18460"	"Jeroen,,Maertzdorf"	"MPIIB"	"Chariteplatz 1"	"Berlin"	"10117"	"Germany"	"0"	"Illumina HiSeq 1500"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813322"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862316"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3071nnn/GSM3071106/suppl/GSM3071106_Sample_797_NK_Mtb.txt.gz"	"NK"	"797"	"Mtb"	"GSE112483"
"Sample_797_NK_uninf"	"GSM3071107"	"Public on Jun 04 2018"	"Mar 29 2018"	"Jun 05 2018"	"SRA"	"1"	"Lung"	"Homo sapiens"	"donor_id: 797"	"cell type: NK"	"infection: uninf"	"total RNA"	"Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit."	"cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit."	"9606"	"natural killer cells from uninfected lung tissue"	"Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a"	"Read counts were calculated using htseq-count."	"Expression analysis performed with edgeR v3.12.1"	"Genome_build: hg19"	"Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample."	"GPL18460"	"Jeroen,,Maertzdorf"	"MPIIB"	"Chariteplatz 1"	"Berlin"	"10117"	"Germany"	"0"	"Illumina HiSeq 1500"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813321"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862317"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3071nnn/GSM3071107/suppl/GSM3071107_Sample_797_NK_uninf.txt.gz"	"NK"	"797"	"uninf"	"GSE112483"
"Sample_797_NKT_Mtb"	"GSM3071108"	"Public on Jun 04 2018"	"Mar 29 2018"	"Jun 05 2018"	"SRA"	"1"	"Lung"	"Homo sapiens"	"donor_id: 797"	"cell type: NKT"	"infection: Mtb"	"total RNA"	"Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit."	"cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit."	"9606"	"natural killer T cells from Mtb infected lung tissue"	"Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a"	"Read counts were calculated using htseq-count."	"Expression analysis performed with edgeR v3.12.1"	"Genome_build: hg19"	"Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample."	"GPL18460"	"Jeroen,,Maertzdorf"	"MPIIB"	"Chariteplatz 1"	"Berlin"	"10117"	"Germany"	"0"	"Illumina HiSeq 1500"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813320"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862318"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3071nnn/GSM3071108/suppl/GSM3071108_Sample_797_NKT_Mtb.txt.gz"	"NKT"	"797"	"Mtb"	"GSE112483"
"Sample_797_NKT_uninf"	"GSM3071109"	"Public on Jun 04 2018"	"Mar 29 2018"	"Jun 05 2018"	"SRA"	"1"	"Lung"	"Homo sapiens"	"donor_id: 797"	"cell type: NKT"	"infection: uninf"	"total RNA"	"Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit."	"cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit."	"9606"	"natural killer T cells from uninfected lung tissue"	"Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a"	"Read counts were calculated using htseq-count."	"Expression analysis performed with edgeR v3.12.1"	"Genome_build: hg19"	"Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample."	"GPL18460"	"Jeroen,,Maertzdorf"	"MPIIB"	"Chariteplatz 1"	"Berlin"	"10117"	"Germany"	"0"	"Illumina HiSeq 1500"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813319"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862319"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3071nnn/GSM3071109/suppl/GSM3071109_Sample_797_NKT_uninf.txt.gz"	"NKT"	"797"	"uninf"	"GSE112483"
"Sample_800_AM_Mtb"	"GSM3071110"	"Public on Jun 04 2018"	"Mar 29 2018"	"Jun 05 2018"	"SRA"	"1"	"Lung"	"Homo sapiens"	"donor_id: 800"	"cell type: AM"	"infection: Mtb"	"total RNA"	"Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit."	"cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit."	"9606"	"alveolar macrophages from Mtb infected lung tissue"	"Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a"	"Read counts were calculated using htseq-count."	"Expression analysis performed with edgeR v3.12.1"	"Genome_build: hg19"	"Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample."	"GPL18460"	"Jeroen,,Maertzdorf"	"MPIIB"	"Chariteplatz 1"	"Berlin"	"10117"	"Germany"	"0"	"Illumina HiSeq 1500"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813318"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862320"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3071nnn/GSM3071110/suppl/GSM3071110_Sample_800_AM_Mtb.txt.gz"	"AM"	"800"	"Mtb"	"GSE112483"
"Sample_800_AM_uninf"	"GSM3071111"	"Public on Jun 04 2018"	"Mar 29 2018"	"Jun 05 2018"	"SRA"	"1"	"Lung"	"Homo sapiens"	"donor_id: 800"	"cell type: AM"	"infection: uninf"	"total RNA"	"Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit."	"cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit."	"9606"	"alveolar macrophages from uninfected lung tissue"	"Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a"	"Read counts were calculated using htseq-count."	"Expression analysis performed with edgeR v3.12.1"	"Genome_build: hg19"	"Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample."	"GPL18460"	"Jeroen,,Maertzdorf"	"MPIIB"	"Chariteplatz 1"	"Berlin"	"10117"	"Germany"	"0"	"Illumina HiSeq 1500"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813317"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862321"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3071nnn/GSM3071111/suppl/GSM3071111_Sample_800_AM_uninf.txt.gz"	"AM"	"800"	"uninf"	"GSE112483"
"Sample_800_epi_Mtb"	"GSM3071112"	"Public on Jun 04 2018"	"Mar 29 2018"	"Jun 05 2018"	"SRA"	"1"	"Lung"	"Homo sapiens"	"donor_id: 800"	"cell type: epi"	"infection: Mtb"	"total RNA"	"Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit."	"cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit."	"9606"	"epithelial cells from Mtb infected lung tissue"	"Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a"	"Read counts were calculated using htseq-count."	"Expression analysis performed with edgeR v3.12.1"	"Genome_build: hg19"	"Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample."	"GPL18460"	"Jeroen,,Maertzdorf"	"MPIIB"	"Chariteplatz 1"	"Berlin"	"10117"	"Germany"	"0"	"Illumina HiSeq 1500"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813316"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862322"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3071nnn/GSM3071112/suppl/GSM3071112_Sample_800_epi_Mtb.txt.gz"	"epi"	"800"	"Mtb"	"GSE112483"
"Sample_800_epi_uninf"	"GSM3071113"	"Public on Jun 04 2018"	"Mar 29 2018"	"Jun 05 2018"	"SRA"	"1"	"Lung"	"Homo sapiens"	"donor_id: 800"	"cell type: epi"	"infection: uninf"	"total RNA"	"Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit."	"cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit."	"9606"	"epithelial cells from uninfected lung tissue"	"Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a"	"Read counts were calculated using htseq-count."	"Expression analysis performed with edgeR v3.12.1"	"Genome_build: hg19"	"Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample."	"GPL18460"	"Jeroen,,Maertzdorf"	"MPIIB"	"Chariteplatz 1"	"Berlin"	"10117"	"Germany"	"0"	"Illumina HiSeq 1500"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813315"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862323"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3071nnn/GSM3071113/suppl/GSM3071113_Sample_800_epi_uninf.txt.gz"	"epi"	"800"	"uninf"	"GSE112483"
"Sample_800_gd_Mtb"	"GSM3071114"	"Public on Jun 04 2018"	"Mar 29 2018"	"Jun 05 2018"	"SRA"	"1"	"Lung"	"Homo sapiens"	"donor_id: 800"	"cell type: gd"	"infection: Mtb"	"total RNA"	"Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit."	"cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit."	"9606"	"gamma delta T cells from Mtb infected lung tissue"	"Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a"	"Read counts were calculated using htseq-count."	"Expression analysis performed with edgeR v3.12.1"	"Genome_build: hg19"	"Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample."	"GPL18460"	"Jeroen,,Maertzdorf"	"MPIIB"	"Chariteplatz 1"	"Berlin"	"10117"	"Germany"	"0"	"Illumina HiSeq 1500"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813314"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862324"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3071nnn/GSM3071114/suppl/GSM3071114_Sample_800_gd_Mtb.txt.gz"	"gd"	"800"	"Mtb"	"GSE112483"
"Sample_800_gd_uninf"	"GSM3071115"	"Public on Jun 04 2018"	"Mar 29 2018"	"Jun 05 2018"	"SRA"	"1"	"Lung"	"Homo sapiens"	"donor_id: 800"	"cell type: gd"	"infection: uninf"	"total RNA"	"Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit."	"cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit."	"9606"	"gamma delta T cells from uninfected lung tissue"	"Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a"	"Read counts were calculated using htseq-count."	"Expression analysis performed with edgeR v3.12.1"	"Genome_build: hg19"	"Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample."	"GPL18460"	"Jeroen,,Maertzdorf"	"MPIIB"	"Chariteplatz 1"	"Berlin"	"10117"	"Germany"	"0"	"Illumina HiSeq 1500"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813313"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862325"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3071nnn/GSM3071115/suppl/GSM3071115_Sample_800_gd_uninf.txt.gz"	"gd"	"800"	"uninf"	"GSE112483"
"Sample_800_MAIT_Mtb"	"GSM3071116"	"Public on Jun 04 2018"	"Mar 29 2018"	"Jun 05 2018"	"SRA"	"1"	"Lung"	"Homo sapiens"	"donor_id: 800"	"cell type: mait"	"infection: Mtb"	"total RNA"	"Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit."	"cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit."	"9606"	"mucosal associated innate T cells from Mtb infected lung tissue"	"Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a"	"Read counts were calculated using htseq-count."	"Expression analysis performed with edgeR v3.12.1"	"Genome_build: hg19"	"Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample."	"GPL18460"	"Jeroen,,Maertzdorf"	"MPIIB"	"Chariteplatz 1"	"Berlin"	"10117"	"Germany"	"0"	"Illumina HiSeq 1500"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813338"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862326"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3071nnn/GSM3071116/suppl/GSM3071116_Sample_800_MAIT_Mtb.txt.gz"	"mait"	"800"	"Mtb"	"GSE112483"
"Sample_800_MAIT_uninf"	"GSM3071117"	"Public on Jun 04 2018"	"Mar 29 2018"	"Jun 05 2018"	"SRA"	"1"	"Lung"	"Homo sapiens"	"donor_id: 800"	"cell type: mait"	"infection: uninf"	"total RNA"	"Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit."	"cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit."	"9606"	"mucosal associated innate T cells from uninfected lung tissue"	"Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a"	"Read counts were calculated using htseq-count."	"Expression analysis performed with edgeR v3.12.1"	"Genome_build: hg19"	"Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample."	"GPL18460"	"Jeroen,,Maertzdorf"	"MPIIB"	"Chariteplatz 1"	"Berlin"	"10117"	"Germany"	"0"	"Illumina HiSeq 1500"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813337"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862327"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3071nnn/GSM3071117/suppl/GSM3071117_Sample_800_MAIT_uninf.txt.gz"	"mait"	"800"	"uninf"	"GSE112483"
"Sample_800_NK_Mtb"	"GSM3071118"	"Public on Jun 04 2018"	"Mar 29 2018"	"Jun 05 2018"	"SRA"	"1"	"Lung"	"Homo sapiens"	"donor_id: 800"	"cell type: NK"	"infection: Mtb"	"total RNA"	"Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit."	"cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit."	"9606"	"natural killer cells from Mtb infected lung tissue"	"Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a"	"Read counts were calculated using htseq-count."	"Expression analysis performed with edgeR v3.12.1"	"Genome_build: hg19"	"Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample."	"GPL18460"	"Jeroen,,Maertzdorf"	"MPIIB"	"Chariteplatz 1"	"Berlin"	"10117"	"Germany"	"0"	"Illumina HiSeq 1500"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813336"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862328"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3071nnn/GSM3071118/suppl/GSM3071118_Sample_800_NK_Mtb.txt.gz"	"NK"	"800"	"Mtb"	"GSE112483"
"Sample_800_NK_uninf"	"GSM3071119"	"Public on Jun 04 2018"	"Mar 29 2018"	"Jun 05 2018"	"SRA"	"1"	"Lung"	"Homo sapiens"	"donor_id: 800"	"cell type: NK"	"infection: uninf"	"total RNA"	"Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit."	"cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit."	"9606"	"natural killer cells from uninfected lung tissue"	"Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a"	"Read counts were calculated using htseq-count."	"Expression analysis performed with edgeR v3.12.1"	"Genome_build: hg19"	"Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample."	"GPL18460"	"Jeroen,,Maertzdorf"	"MPIIB"	"Chariteplatz 1"	"Berlin"	"10117"	"Germany"	"0"	"Illumina HiSeq 1500"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813335"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862329"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3071nnn/GSM3071119/suppl/GSM3071119_Sample_800_NK_uninf.txt.gz"	"NK"	"800"	"uninf"	"GSE112483"
