GeneID	Symbol	log2FoldChange	AveExpr	t	P.Value	adj.P.Val	infected	control
4187	NA	89.21641516053235	85.51167553662269	3.077086007173431	0.004965759794283257	0.02153219239933088	99.2372778690123	10.020862708479951
5814	NA	46.59692799326997	52.66285337398698	1.7354344487553355	0.09481188591215972	0.21572315143465567	59.83161152679775	13.234683533527779
3415	NA	46.43596990081289	50.899122535479584	1.9805084988705892	0.05860094696403839	0.1499013352297385	58.04311790483543	11.607148004022537
7408	NA	46.34884974140174	63.811989383884026	8.915269854243066	2.742164039500647e-9	1.4440251368350575e-7	70.94258165179198	24.59373191039024
7409	NA	45.42742317632005	67.33875425874882	9.343916260903491	1.0902735248442608e-9	6.720092121719363e-8	74.32758859356731	28.90016541724727
4176	NA	45.23437717924423	42.87321463411077	4.480750553557021	1.3932652958325933e-4	0.00115932894289311	49.83234958476371	4.597972405519485
7406	NA	42.20359859380389	102.17627044272056	8.43642669600724	7.906491344681967e-9	3.620043537100815e-7	108.66913176484425	66.46553317104036
7400	NA	39.44617753652403	108.50370481884897	3.5941837836487927	0.0013724339874578559	0.0076087609283787905	114.57234751677574	75.1261699802517
11026	NA	37.51207454198651	59.41644800635335	4.001243124944863	4.840380375270534e-4	0.0032043387035578332	65.1875363974282	27.675461855441693
15967	NA	33.98299387398835	37.195159700224465	5.923071596556818	3.3221381110928507e-6	5.528668339042525e-5	42.423312603914965	8.440318729926613
2973	NA	32.93783601675176	43.96088420775352	3.6482704977725344	0.0011963870347968812	0.006828258701209464	49.02824359494609	16.09040757819433
7412	NA	31.720137240027896	156.42736254527665	5.991928630740934	2.7883763495150434e-6	4.781653870953426e-5	161.30738365912705	129.58724641909916
3765	NA	31.679052724100274	55.67810991629612	1.4058639585208041	0.17190873890428135	0.3334870955959923	60.551810335388474	28.8727576112882
17706	NA	30.643885870471966	41.335124925212966	4.073321915360682	4.0175689454026e-4	0.002760118063803677	46.049568905285575	15.40568303481361
17307	NA	26.866149096998562	48.796947243952914	6.202449607170293	1.6368141018991792e-6	3.101604214088057e-5	52.930200951183465	26.064051854184903
17355	NA	26.648052253063618	29.44881037636173	6.860102871676681	3.1946162974848777e-7	8.078705536558494e-6	33.54851072298688	6.900458469923267
6486	NA	26.60992129955731	27.46710915904537	4.22344940675606	2.7221416616289015e-4	0.00198205606533567	31.560943205131117	4.951021905573807
13732	NA	24.19597707110059	36.500616986649966	10.825129904448923	5.3888801247804984e-11	5.444233295627429e-9	40.22307499758851	16.027097926487922
7809	NA	23.539964391906004	41.21570409244233	2.289777071570711	0.030624610829725705	0.09142137316745963	44.837237075812496	21.297272683906492
7403	NA	22.775621645880662	56.201535153765434	7.679429538604525	4.48694384946474e-8	1.5805820298796893e-6	59.70547694543938	36.92985529955872
15817	NA	22.26365447561166	26.452654256937294	2.5248574653761	0.018194052371273386	0.0607277785963985	29.877831868569864	7.614177392958206
17330	NA	20.36727779555769	49.65229232399343	3.999182646708814	4.8661990734008873e-4	0.0032168483134939222	52.78571967715616	32.41844188159847
2990	NA	20.208293232445943	21.92317127457517	3.0169169204003516	0.005745341628086444	0.024179342432533148	25.032139464182233	4.823846231736291
6485	NA	18.94568878408943	21.541458803414773	4.975250109008173	3.8357327516577646e-5	4.046676283800578e-4	24.456180154813147	5.510491370723716
11324	NA	18.819668127892328	36.74552695612883	1.9735257960732149	0.05943503615145108	0.15149292294245498	39.640860514266116	20.821192386373788
11242	NA	18.557862889430556	43.4238949458457	0.7018975806625514	0.4891404714947538	0.673528312934517	46.27895077498887	27.721087885558315
5322	NA	18.457772503542653	21.057910773597225	6.001989680183731	2.7180209965540574e-6	4.681299802498449e-5	23.897568081834546	5.439795578291892
7798	NA	17.13904577539267	17.426714291810423	4.211874607220483	2.8052151511156017e-4	0.0020332523608779084	20.063490564947752	2.924444789555083
16217	NA	17.066379994216657	32.83446146769098	5.229308736569165	1.9808774465839113e-5	2.3453841308629508e-4	35.46005838987815	18.393678395661492
6821	NA	16.966343954193817	30.49362892375028	2.522346462886808	0.01829760068069261	0.06096685769015862	33.10383568593394	16.13749173174012
10516	NA	15.977757087205678	18.007239979068892	3.1633961296790147	0.0040221690644874995	0.01816523341587904	20.465356454023613	4.487599366817936
3119	NA	15.600651494195397	73.03007983163467	3.7553730893709707	9.105257867579821e-4	0.00544061840245713	75.43018006151087	59.82952856731547
1248	NA	15.547652868423242	112.90617079743532	1.6905089124412516	0.10319728679944909	0.22949017494114307	115.29811739257735	99.75046452415411
14040	NA	15.18896217592382	33.66294320204883	5.086167964306307	2.8735748222943386e-5	3.185264303615352e-4	35.99970661372942	20.810744437805603
16445	NA	15.112675669867487	24.854684794950018	3.384801243204247	0.002324733136359715	0.011657530151548622	27.179711821083476	12.067036151215989
256	NA	15.029935991211605	19.584563768407605	4.309265013372195	2.177832235282786e-4	0.0016530715974549493	21.896861613209385	6.86692562199778
7402	NA	14.821282104428622	40.43262474868728	7.364480025892213	9.446348471479733e-8	2.883385414389766e-6	42.71282199552244	27.891539891093817
8983	NA	14.811970524809709	44.449619049414494	7.0204356601820335	2.161353811819067e-7	5.772615805733425e-6	46.728383745539055	31.916413220729346
5980	NA	14.783380697978	20.13994825873933	5.46703640493384	1.07034120767529e-5	1.4232169320082952e-4	22.414314519966716	7.630933821988716
7811	NA	14.514674365681122	25.860557793326244	3.9016445497499013	6.257004682289908e-4	0.0039751011633317535	28.093584618815644	13.578910253134522
6483	NA	13.943675798447268	25.682238721447053	5.379490752161501	1.342169086220427e-5	1.716688697080312e-4	27.82741961351587	13.8837438150686
