GO_ID	Description	GeneSetSize	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	pathway_genes	pathway_size	observed_val	expected_val	log_observed_expected	asinh_observed_expected
GO:0000002	mitochondrial genome maintenance	30	0.003312825366777094	30/16034	0.09069133020965259	0.2766791195994725	0.21645669872444775	DNA2/AKT3/MEF2A/TP53/LIG3/SLC25A4/RRM1	7		21	5	7.201608303866773	-0.36486646418036034	0.6479819498297176
GO:0000003	reproduction	1410	0	0	1	1	1		0		0	0	0	0	0
GO:0000012	single strand break repair	11	4.73260766682442e-4	11/16034	0.7888029379167859	0.8500769401822733	0.6650478301362412	ERCC6	1		11	1	3.7722710163111666	-1.3276772116894082	0.2620817189326655
GO:0000017	alpha-glucoside transport	2	0	0	1	1	1		0		0	0	0	0	0
GO:0000018	regulation of DNA recombination	132	0.00946521533364884	131/16034	0.27401868031286597	0.5005289613111041	0.39158302490704106	RPA2/POLQ/PTPRC/ERCC6/MORF4L1/ACTL6A/UBE2B/YEATS4/BCL6/RECQL5/IL4/H1-3/IL27RA/ACTB/THOC1/TNFSF4/STAT6/ERCC2/IL2/ALYREF	20		89	9	30.521101859244894	-1.221193731286958	0.2907635718202928
GO:0000019	regulation of mitotic recombination	7	4.73260766682442e-4	7/16034	0.628196461598207	0.7586421849419098	0.5935149103529997	ERCC2	1		3	0	1.0288011862666817	-Inf	0
GO:0000022	mitotic spindle elongation	12	0.001419782300047326	11/16034	0.1680745620444214	0.3871847517720901	0.302909497783407	AURKB/INCENP/KIF23	3		8	2	2.743469830044485	-0.3160763000109284	0.6762655435254641
GO:0000023	maltose metabolic process	3	0	0	1	1	1		0		0	0	0	0	0
GO:0000025	maltose catabolic process	1	0	0	1	1	1		0		0	0	0	0	0
GO:0000027	ribosomal large subunit assembly	25	0.001419782300047326	24/16034	0.6298877198387174	0.7587168169439683	0.5935732978338047	RPL5/RPL6/DHX30	3		15	2	5.1440059313334094	-0.9446849594333024	0.379618312614284
GO:0000028	ribosomal small subunit assembly	17	4.73260766682442e-4	17/16034	0.9096088562740762	0.9308703489650049	0.7282556159970657	RPS28	1		8	1	2.743469830044485	-1.0092234805708737	0.35687807615882916
GO:0000038	very long-chain fatty acid metabolic process	35	0.00236630383341221	33/16034	0.44364305853062547	0.6662247099482281	0.5212131711739088	CYP4F2/ACOX2/PEX2/SLC27A4/ACSL1	5		24	2	8.230409490133454	-1.414688588679038	0.24067115358020322
GO:0000041	transition metal ion transport	93	0.006152389966871746	93/16034	0.455253519749764	0.6800959940115785	0.532065209303018	IREB2/HPX/CP/ARHGAP1/SLC30A1/ABCC5/ABCB6/ATP7A/TCN1/HEPH/IFNG/ATP2C2/COX17	13		55	8	18.861355081555836	-0.8576735824436729	0.4123614581156465
GO:0000045	autophagosome assembly	106	0.005205868433506862	106/16034	0.8416084568214772	0.8848409544623208	0.6922450533179613	RALB/AP4M1/PIK3C3/PSEN1/SEC22B/EHMT2/ATP2A2/TOM1/ATG5/ATG4B/SNX4	11		52	7	17.832553895289152	-0.9351155084171519	0.38310049267983104
GO:0000050	urea cycle	10	0.00236630383341221	10/16034	0.005607143817360702	0.05801836311019059	0.04538999315310849	CEBPA/CPS1/OTC/ARG1/SLC25A15	5		6	3	2.0576023725333634	0.37707088054901705	1.1712420468071605
GO:0000052	citrulline metabolic process	8	9.46521533364884e-4	8/16034	0.28506636011315634	0.5005289613111041	0.39158302490704106	CPS1/OTC	2		5	1	1.714668643777803	-0.5392198513251379	0.5543683816940552
GO:0000053	argininosuccinate metabolic process	1	0	0	1	1	1		0		0	0	0	0	0
GO:0000054	ribosomal subunit export from nucleus	15	0	0	1	1	1		0		0	0	0	0	0
GO:0000055	ribosomal large subunit export from nucleus	8	0	0	1	1	1		0		0	0	0	0	0
GO:0000056	ribosomal small subunit export from nucleus	8	0	0	1	1	1		0		0	0	0	0	0
GO:0000070	mitotic sister chromatid segregation	197	0.012778040700425935	195/16034	0.422446623153921	0.6490960606702526	0.5078127711665402	AURKB/TNKS/NCAPD2/BAZ1B/MAD1L1/BUB1/SMC1A/TENT4A/RAD21/KIF25/SMARCA5/RHOA/TTN/CENPF/BUB1B/INCENP/NAA10/MAD2L1BP/KIF23/KIF3B/KAT2B/WAPL/NDC80/ZW10/HSPA1B/HSPA1A/TTK	27		110	11	37.72271016311167	-1.2323670318850835	0.2876195407219532
GO:0000075	cell cycle checkpoint signaling	187	0.01419782300047326	186/16034	0.1391015099109853	0.3423542282249225	0.2678368578850436	DNA2/RPA2/AURKB/RPL26/MAD1L1/BUB1/ERCC6/RAD9A/RAD17/PTPN11/TP53/ATF2/CRADD/CDK2/FANCD2/MDM2/CENPF/BUB1B/INCENP/MAD2L1BP/CRY1/TTI1/THOC1/PROX1/NBN/NDC80/ZW10/HUS1/TREX1/TTK	30		106	15	36.350975248089426	-0.88517083190089485	0.4017489297120136
GO:0000076	DNA replication checkpoint signaling	18	0.001893043066729768	18/16034	0.20541752756311565	0.42392259843357666	0.3316509258250391	DNA2/RAD9A/RAD17/HUS1	4		12	3	4.115204745066727	-0.31607630001092824	0.6762655435254642
GO:0000077	DNA damage checkpoint signaling	122	0.008518693800283956	121/16034	0.32781189868215793	0.553809659009538	0.4332665604995849	RPA2/RPL26/ERCC6/RAD9A/RAD17/PTPN11/TP53/ATF2/CRADD/CDK2/FANCD2/MDM2/CRY1/TTI1/THOC1/NBN/HUS1/TREX1	18		72	9	24.691228470400368	-1.009223480570874	0.35687807615882916
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	102	0.010884997633696167	100/16034	0.0048834711918249295	0.052945757845218384	0.04142149928491334	CCNK/HHEX/CCNF/CEBPA/MAPRE3/PKD1/PKD2/MNAT1/CDKN2C/CDKN2D/CDKN3/PDGFB/GADD45A/CDK5R2/CCND2/ACTB/CDK5R1/PROX1/EGFR/KAT2B/GTF2H1/IPO5/CCNA1	23		32	6	10.97387932017794	-0.6037583724627092	0.5226333105321431
GO:0000080	mitotic G1 phase	2	0	0	1	1	1		0		0	0	0	0	0
GO:0000082	G1/S transition of mitotic cell cycle	223	0	0	1	1	1		0		0	0	0	0	0
GO:0000083	regulation of transcription involved in G1/S transition of mitotic cell cycle	22	0.00236630383341221	22/16034	0.15466164317437806	0.3671858641329243	0.2872636000994705	CDK5/GFI1/CDK17/ZPR1/CDK18	5		0	0	0	0	0
GO:0000086	G2/M transition of mitotic cell cycle	134	0.008045433033601515	134/16034	0.60577580396128194	0.7551814332297306	0.5908074314084095	AURKB/RAD17/RAD21/ABCB1/WNT10B/CDK6/CDK3/RRM1/CDK4/CDK2/CENPF/AURKA/NBN/HUS1/MECP2/PPM1D/USH1C	17		33	4	11.3168130489335	-1.0399951392376274	0.34648214529902177
GO:0000096	sulfur amino acid metabolic process	32	0.001419782300047326	32/16034	0.8124487467792529	0.8672948180010441	0.6785180370571221	DPEP1/AGXT/CPS1	3		25	3	8.573343218889015	-1.0500454750911288	0.3431477784631169
