ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	bp_gene_length	log_observed_expected
GO:0000302	response to reactive oxygen species	0.027995520716685332	194/16034	7.838420655440002e-5	0.019790308150495692	0.017373671045444364	AXL/FER/TNFAIP3/NET1/JUN/BMP7/GCH1/GPX1/AQP1/AREG/SOD1/TACR1/BAD/HBA2/SPHK1/TPM1/HDAC6/CD36/GPR37L1/DDR2/PCNA/NR4A3/PPP2CB/APOA4/MAPK7	25	205	-1.069886207558617
GO:0001508	action potential	0.020156774916013438	134/16034	4.5653359551502777e-4	0.04570845843372011	0.040126900237373496	RYR2/CAV3/SCN9A/TNF/SUMO1/CNR1/PKP2/AKAP6/SNTA1/DSP/TACR1/KCNB1/CNR2/GPD1L/CD36/GJC1/ATP1A1/KCND3	18	142	-1.0312073529935057
GO:0001774	microglial cell activation	0.011198208286674132	43/16034	9.740040944135889e-5	0.020948302875035966	0.01839026054286554	TNF/TLR2/TLR3/JUN/ITGB2/AIF1/SPHK1/CTSC/CST7/MMP8	10	47	-0.5133145620044227
GO:0001935	endothelial cell proliferation	0.022396416573348264	151/16034	2.731938967585557e-4	0.0393720874555351	0.03456427715137928	HMGB1/TNF/FGFR1/WNT2/WNT5A/NGFR/TGFBR1/JUN/SPARC/CYBA/MDK/NRAS/FUT2/GDF2/CD34/SCARB1/SULF1/PLXNB3/COL4A3/APOH	20	201	-1.2733246877934945
GO:0001936	regulation of endothelial cell proliferation	0.020156774916013438	135/16034	4.999878315188462e-4	0.048390488960498995	0.04248142224641706	HMGB1/TNF/FGFR1/WNT2/WNT5A/NGFR/TGFBR1/JUN/SPARC/CYBA/MDK/NRAS/FUT2/GDF2/SULF1/PLXNB3/COL4A3/APOH	18	185	-1.2957361204705697
GO:0002181	cytoplasmic translation	0.02463605823068309	157/16034	5.911826188238579e-5	0.018068407723737596	0.015862035584287774	DENR/NCBP1/EIF2B3/RPS13/EIF3C/RPL41/RPS19/RPL28/RPL29/RPL31/RPL32/RPL34/RPLP2/NCK1/RPL24/RPL39/CSDE1/RPL19/RPL10A/EIF3M/RPS24/RPS28	22	159	-0.9436138021503254
GO:0002269	leukocyte activation involved in inflammatory response	0.011198208286674132	46/16034	1.7791355029065417e-4	0.02869844407049524	0.02519401532332275	TNF/TLR2/TLR3/JUN/ITGB2/AIF1/SPHK1/CTSC/CST7/MMP8	10	50	-0.5751899657225101
GO:0002695	negative regulation of leukocyte activation	0.027995520716685332	192/16034	6.608320928829985e-5	0.018273580777959868	0.016042154515450435	AXL/CD200/HMGB1/SOCS6/FER/TNFAIP3/LAPTM5/MAD1L1/CNR1/MDK/INHA/SHH/SPN/DUSP3/CST7/RUNX3/CNR2/VSIG4/FCGR2B/CD33/FOXJ1/CBFB/FGL2/SOCS1/LST1	25	202	-1.0551439258214137
GO:0006265	DNA topological change	0.005599104143337066	9/16034	5.531937798122525e-5	0.018068407723737596	0.015862035584287774	HMGB1/ERCC3/TOP2A/TOP2B/TOP3A	5	9	0.4464612818094712
GO:0007021	tubulin complex assembly	0.005599104143337066	8/16034	2.5771363788955558e-5	0.018068407723737596	0.015862035584287774	TBCA/TBCC/TBCD/TBCE/TCP1	5	8	0.5642443174658547
GO:0007023	post-chaperonin tubulin folding pathway	0.004479283314669653	5/16034	4.568149010496751e-5	0.018068407723737596	0.015862035584287774	TBCA/TBCC/TBCD/TBCE	4	5	0.8111043953973806
GO:0008016	regulation of heart contraction	0.026875699888017916	199/16034	2.9984905913785735e-4	0.03942026190868182	0.03460656891840991	CHRM2/TBX2/TBX5/RYR2/CAV3/TNF/SUMO1/HRC/ZMPSTE24/MYL2/GCH1/ATP1B2/PKP2/SNTA1/DSP/TPM1/GPD1L/GLP1R/DMPK/GJC1/ATP1A1/MEF2A/SREBF1/KCND3	24	213	-1.1489903886498891
GO:0008361	regulation of cell size	0.02463605823068309	176/16034	3.1896498181762956e-4	0.03942026190868182	0.03460656891840991	CAV3/SEMA3E/VAV2/WNT3/WNT5A/SCTR/CYFIP1/EPHA7/MAG/DCC/AQP1/SEMA4B/FSTL4/RAP1GAP2/SPART/SLC12A1/IFRD1/HDAC6/NTN1/SEMA7A/PTPRS/SRF	22	178	-1.056493150222179
GO:0009060	aerobic respiration	0.025755879059350503	189/16034	3.4870640228655124e-4	0.0397046681976079	0.03485624574352462	AK4/TNF/NDUFB9/ND2/SURF1/NDUFC2/NDUFAB1/ATP8/NDUFB6/NDUFV2/COX7A2/COX7A2P2/COX7B/COX7C/COX8A/NDUFA4/NDUFB8/CBFA2T3/ACO2/MDH1/NDUFA10/ATP5F1B/ACO1	23	196	-1.1083724965897772
GO:0009798	axis specification	0.0167973124300112	87/16034	8.331801051739597e-5	0.02013182508375231	0.017673484611242775	TBX6/WNT1/WNT3/WNT5A/WNT6/WNT7A/FOXA2/AXIN2/CER1/SHH/STIL/BASP1/TBX3/MDFI/SRF	15	92	-0.77949042923524
GO:0010644	cell communication by electrical coupling	0.008958566629339306	32/16034	2.84977898460587e-4	0.039401587056205445	0.03459017449234644	TBX5/RYR2/HRC/ATP1B2/DBN1/PKP2/GJC1/ATP1A1	8	32	-0.3520464144083004
GO:0010976	positive regulation of neuron projection development	0.022396416573348264	149/16034	2.281428267820273e-4	0.03486382618745349	0.030606529365799395	FES/WNT5A/SNX3/CYFIP1/BMP7/CNR1/ATP1B2/DBN1/MDK/NCK1/ARSB/PRKCI/CNTN1/CUX2/CNTF/SCARB2/DDR2/PLXNB3/MAGI2/MARK2	20	157	-1.026265585082727
GO:0014909	smooth muscle cell migration	0.013437849944008958	70/16034	4.423824299394681e-4	0.045068680186991075	0.03956524668876905	TLR4/ACE/MDK/P2RY6/TACR1/AIF1/TPM1/CCN4/GRB10/DDR2/NR4A3/DOCK4	12	97	-1.0555563820037923
GO:0019646	aerobic electron transport chain	0.015677491601343786	88/16034	3.4071802722947475e-4	0.039570991682431195	0.034738892755207286	NDUFB9/ND2/NDUFC2/NDUFAB1/NDUFB6/NDUFV2/COX7A2/COX7A2P2/COX7B/COX7C/COX8A/NDUFA4/NDUFB8/NDUFA10	14	94	-0.869989505943155
GO:0019731	antibacterial humoral response	0.012318029115341545	54/16034	1.5850020139297739e-4	0.02789123240875817	0.024485374014232522	FGA/FGB/SEMG2/RPL39/SLPI/KLK7/DEFA4/EVPL/DEFA1/H2BC6/DEFA6	11	64	-0.7267398638497111
GO:0030517	negative regulation of axon extension	0.011198208286674132	45/16034	1.464593415876562e-4	0.027435141825790953	0.02408497763358299	SEMA3E/WNT3/WNT5A/MAG/SEMA4B/IFRD1/HDAC6/NTN1/SEMA7A/PTPRS	10	46	-0.4918083567834591
GO:0031099	regeneration	0.025755879059350503	179/16034	1.5601440050496047e-4	0.02789123240875817	0.024485374014232522	AXL/TNF/WNT1/WNT7A/TM4SF4/CSPG5/PRRX1/CAPN3/TEC/ACE/JUN/MAG/GPX1/MDK/CNTF/IFRD1/MAP2K2/PCNA/PRMT5/NR4A3/CTNNA1/PTPRS/APOA4	23	190	-1.0772819095197461
GO:0032735	positive regulation of interleukin-12 production	0.011198208286674132	43/16034	9.740040944135889e-5	0.020948302875035966	0.01839026054286554	HMGB1/MAPK11/TLR2/TLR3/TLR4/LAPTM5/HSPD1/MDK/IRF5/CD36	10	43	-0.42436707598792656
GO:0032946	positive regulation of mononuclear cell proliferation	0.02127659574468085	144/16034	4.0397584508007075e-4	0.04265250422509038	0.037444115171727896	IGFBP2/HLA-DMB/HMGB1/HLA-DPA1/TLR4/SPTA1/TYK2/NCK1/HLA-DPB1/BST1/SHH/CD70/TACR1/AIF1/ST6GAL1/CD38/FCGR3A/TNFSF13B/TFRC	19	148	-1.0185253478860843
GO:0034614	cellular response to reactive oxygen species	0.02127659574468085	141/16034	3.081746098513459e-4	0.03942026190868182	0.03460656891840991	AXL/FER/TNFAIP3/NET1/JUN/BMP7/GCH1/AQP1/SOD1/SPHK1/TPM1/HDAC6/CD36/GPR37L1/DDR2/PCNA/NR4A3/APOA4/MAPK7	19	152	-1.0451935949682456
GO:0042116	macrophage activation	0.022396416573348264	103/16034	8.447413011817559e-7	0.004905412735962456	0.004306402233287625	CD200/TNF/JMJD6/WNT5A/TLR2/TLR3/TLR4/HSPD1/JUN/JUND/ITGB2/PJA2/AIF1/SPHK1/CTSC/CST7/VSIG4/FCGR2B/MMP8/FCGR3A	20	109	-0.6613676619635624
GO:0042542	response to hydrogen peroxide	0.019036954087346025	121/16034	3.832058604280938e-4	0.041293634007566395	0.03625117951993403	AXL/TNFAIP3/NET1/GPX1/AQP1/AREG/SOD1/BAD/HBA2/SPHK1/HDAC6/GPR37L1/DDR2/PCNA/NR4A3/PPP2CB/MAPK7	17	129	-0.9923511135938657
GO:0043030	regulation of macrophage activation	0.013437849944008958	57/16034	5.722855905678857e-5	0.018068407723737596	0.015862035584287774	CD200/WNT5A/TLR4/HSPD1/JUND/PJA2/SPHK1/CTSC/CST7/VSIG4/FCGR2B/MMP8	12	62	-0.6079797885455008
GO:0045759	negative regulation of action potential	0.004479283314669653	7/16034	2.921023398549362e-4	0.03942026190868182	0.03460656891840991	SCN9A/SUMO1/CNR1/CNR2	4	7	0.47463215877616743
GO:0048144	fibroblast proliferation	0.01791713325867861	101/16034	1.3875470144887367e-4	0.02685828504378698	0.023578562074277023	CDK6/WNT1/WNT2/WNT5A/WNT7B/NGFR/ZMPSTE24/JUN/CKS1B/CKS2/GPX1/AQP1/SPHK1/FTH1/DDR2/PTGES3	16	103	-0.8278923192782643
GO:0048640	negative regulation of developmental growth	0.020156774916013438	107/16034	2.3732764567118993e-5	0.018068407723737596	0.015862035584287774	TP73/TBX5/CAV3/SEMA3E/MAPK11/WNT3/WNT5A/EPHA7/MAG/DCC/SEMA4B/FSTL4/SPART/IFRD1/HDAC6/NTN1/SEMA7A/PTPRS	18	116	-0.8289704864986097
GO:0048668	collateral sprouting	0.008958566629339306	26/16034	5.7016004923167855e-5	0.018068407723737596	0.015862035584287774	WNT3/EPHA7/DCC/FSTL4/SPART/IFRD1/HDAC6/PTPRS	8	27	-0.18214737761290295
GO:0048670	regulation of collateral sprouting	0.007838745800671893	19/16034	4.529657573128733e-5	0.018068407723737596	0.015862035584287774	WNT3/EPHA7/DCC/FSTL4/SPART/IFRD1/PTPRS	7	NA	NA
