ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	bp_gene_length	log_observed_expected	pseudocount
GO:0000737	DNA catabolic process, endonucleolytic	0.0037071362372567192	8/16034	0.0011463404322283757	0.034627015685245864	0.029101807760598796	DNASE1L2/DNASE1L1/DNASE1/APEX1	4	NA	NA	NA
GO:0000768	syncytium formation by plasma membrane fusion	0.011121408711770158	59/16034	4.750922205888808e-4	0.022833941357225513	0.019190477684679658	CAMK1/EHD1/DOCK1/CAPN2/MYH9/DYRK1B/CAV3/IL4/SH3PXD2A/ADAM9/PTGFRN/SBNO2	12	13	0.9468588661986302	1.6756718209483843
GO:0001508	action potential	0.023169601482854494	134/16034	2.81864706853515e-6	9.250331794376145e-4	7.774316448425349e-4	KCNE2/MTOR/CNR2/SCN2B/GNA14/ATP1A1/ATP1A2/SCN4A/KCNJ5/ADRA1A/KCNJ8/ATP2A2/CAV3/GNA11/CALM3/TBX18/NEDD4L/SNTA1/KCND2/YWHAH/GNA15/KCNJ2/CD36/CHRNA1/AKAP6	25	54	0.2567933521760929	1.0740400000664954
GO:0001541	ovarian follicle development	0.010194624652455977	56/16034	0.001098343848986037	0.03415973583836605	0.02870908872301529	TNFAIP6/CTNNA1/KITLG/ARRB2/FSHB/LHCGR/EIF2B5/FOXL2/TAF4/GAS2/MMP2	11	6	1.633037377442482	2.335589868825549
GO:0001704	formation of primary germ layer	0.016682113067655237	120/16034	0.0010892052069523218	0.03415973583836605	0.02870908872301529	COL8A1/COL11A1/COL6A1/EPHA2/SMAD1/MAP2K1/ITGB5/ITGA2/BMP4/SMAD2/SRF/DKK1/MMP2/RTF1/ITGA8/DUSP2/BMP7/NOG	18	18	1.0269015738721667	1.7506697882075817
GO:0001706	endoderm formation	0.010194624652455977	57/16034	0.0012797046152416647	0.03725619680753335	0.0313114675327289	COL8A1/COL11A1/COL6A1/MAP2K1/ITGB5/SMAD2/DKK1/MMP2/RTF1/DUSP2/NOG	11	13	0.8598474892090002	1.5950350950099876
GO:0001731	formation of translation preinitiation complex	0.0037071362372567192	9/16034	0.001953754317011586	0.04772781571772199	0.04011219824647644	DENR/EIF5/EIF2D/EIF2S2	4	4	1.0269015738721665	1.7506697882075817
GO:0001732	formation of cytoplasmic translation initiation complex	0.010194624652455977	16/16034	3.8953761510889456e-10	1.7081368158817626e-6	1.4355805217650664e-6	EIF3A/EIF3B/EIF3C/EIF3D/EIF3F/EIF3G/EIF3H/EIF3I/EIF3J/EIF5/EIF2S2	11	2	2.7316496661105916	3.4258550518343003
GO:0001836	release of cytochrome c from mitochondria	0.010194624652455977	58/16034	0.0014849501035752726	0.040656038154907675	0.03416881828473091	TP53/LMNA/IGF1/BOK/MCL1/BAK1/ARRB2/PLAUR/BAD/BCL2L11/SFN	11	10	1.1222117536764913	1.8408609448516275
GO:0001893	maternal placenta development	0.0074142724745134385	35/16034	0.0018822373410663446	0.046571770149148255	0.03914061535856791	STC2/PRDM1/PARP1/JUNB/EPOR/PTN/DEDD/VDR	8	7	1.160432966496689	1.8772697714992197
GO:0002065	columnar/cuboidal epithelial cell differentiation	0.015755329008341055	113/16034	0.001431596843269404	0.03970212969653166	0.03336711880161038	VAX1/PRDM1/NKX6-1/INSM1/HOXA5/BMP4/CDX2/NKX3-2/NPY/ASCL1/CDK6/BAD/PYY/IL6ST/BMP7/IL13/BMP6	17	14	1.221057588313124	1.9352721551123726
