ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	bp_gene_length	log_observed_expected	pseudocount
GO:0000302	response to reactive oxygen species	0.022243256034074774	194/16034	1.967579929238321e-5	0.0020358986767813184	0.0015927617058761085	HSF1/HGF/ERCC6/PRDX3/BTK/PDGFRB/PTPRK/TXN/IL6/PDGFRA/PKD2/RIPK3/CD36/MPO/PRKAA1/NFE2L2/ADAM9/CYP1B1/MMP2/ND6/HP/EZH2/ATP7A/STK24/PCGF2/AIFM1/DHFR/EDN1/FBLN5/FYN/GSTP1/PDE8A/TACR1/AXL/PCNA/ARG1/SDC1/EGFR/STAT6/MAPK3/CCS/BAD/PRDX2/FOS/TREX1/IL18BP/CAMKK2	47	82	0.4892434078693173	1.2653423879840395
GO:0000303	response to superoxide	0.004259346900141978	25/16034	0.0033016725879371415	0.04264811697986402	0.033365259444366954	ERCC6/CD36/MPO/NFE2L2/ATP7A/DHFR/FBLN5/CCS/PRDX2	9	11	0.8451443579613609	1.58150995663686
GO:0000305	response to oxygen radical	0.004259346900141978	26/16034	0.004467447025772967	0.04945390838337089	0.03868969137671841	ERCC6/CD36/MPO/NFE2L2/ATP7A/DHFR/FBLN5/CCS/PRDX2	9	12	0.758132980971731	1.50212695411754
GO:0000768	syncytium formation by plasma membrane fusion	0.009938476100331283	59/16034	1.0202694605866015e-5	0.0013573227645303893	0.0010618857149000023	CAMK1/GDF15/CD9/ADAMTS5/EHD1/NPHS1/DYRK1B/IL4R/CAV3/ADGRB1/CD81/DOCK1/ADAM9/PTGFRN/MYOG/IL4/TNFSF14/CXCL10/MYOD1/TYROBP/FLOT1	21	13	1.5253881336853983	2.230161269103384
GO:0001101	response to acid chemical	0.015617605300520587	126/16034	6.527429998756059e-5	0.0040524461242277205	0.0031703842020273953	HSF1/TNF/PIK3C3/CYBA/NEURL1/RHOA/TAF9/ATF2/PDGFRA/PKD2L1/PKD2/CPS1/MMP2/XBP1/ATP7A/GLRA1/AIFM1/AVPR1A/EDN1/FYN/PCNA/ARG1/EGFR/COL5A2/SLC1A2/TUBA1A/VEGFA/BAD/TMBIM6/GLRA2/IPO5/TOMM70/CYBB	33	38	0.9047364551636065	1.6365118706333612
GO:0001504	neurotransmitter uptake	0.006625650733554188	44/16034	0.0010973194650495295	0.021652638317987437	0.016939690337929556	SLC6A3/SLC6A11/SLC6A12/PRKN/SLC18A2/SLC18A3/KCNJ10/ITGB3/GDNF/GPM6B/SLC1A2/SLC22A2/FLOT1/SYNGR3	14	19	0.7404334038723301	1.4861251766916779
GO:0001508	action potential	0.01419782300047326	134/16034	0.0022465866674841275	0.03388070986388006	0.026506180221307508	SLC9A1/KCND2/GNA14/P2RX1/CNTNAP1/KCNJ8/TNF/TBX18/CAV3/NEDD4L/SUMO1/GBA1/GNA11/CD36/GRIK2/KCNJ5/PKP2/GLRA1/ATP2A2/DLG1/KCNJ3/SCN9A/KCNN2/TACR1/HCN2/DSP/GJA5/KCNH2/SNTA1/ATP1B1	30	54	0.45802838852139294	1.2388455028358596
GO:0001659	temperature homeostasis	0.017983909133932798	178/16034	0.0016207739196964295	0.027012898661607162	0.021133227819048937	DBH/LAMA4/HSF1/CPT2/RBPJ/GADD45G/ADAMTS5/TNF/IL4R/WNT10B/JAK2/NRDC/PTGES/NOVA2/HTR2A/CD36/ACADL/BMAL1/CXCR4/MFAP2/IL4/ALPL/ADRB2/ADIPOQ/GATM/ACADVL/FOXO1/TLR4/PRKAB1/PRKAB2/ADRB3/GPR3/STAT6/RHEB/VEGFA/ACSL1/PTGS2/PLCL2	38	1	4.683401213149898	5.376569772123449
GO:0001732	formation of cytoplasmic translation initiation complex	0.00473260766682442	16/16034	5.807207947875488e-6	0.0011093256208121124	8.678680271899213e-4	EIF3A/EIF3B/EIF3C/EIF3D/EIF3M/EIF3F/EIF3G/EIF3H/EIF3I/EIF3J	10	2	2.6552529658576125	3.349632722135235
GO:0001763	morphogenesis of a branching structure	0.019403691433980123	199/16034	0.0022054180293886835	0.03366877934210183	0.026340378836766914	LAMA5/MAGED1/DAG1/AGTR2/SOCS3/HGF/TNF/CAV3/SLIT2/FGF1/MSX2/ILK/ST14/PKD1/PKD2/CASR/EDNRA/WNT5A/EPHA7/TIE1/GLI2/PAX8/BMP2/FGF8/PAK1/DLG1/EDN1/KRAS/GDNF/FGFR2/IHH/PROX1/SRF/CTSZ/SFRP1/VEGFA/WNT6/HOXA13/TP63/SULF1/KDR	41	15	2.05133691902561	2.74859082628232
GO:0001764	neuron migration	0.017510648367250355	167/16034	0.00091449685156573925	0.019438056534162123	0.015207137976638033	ARHGEF2/TOP2B/DCLK1/RAC1/CDK5/NRP2/CDKL5/ADGRG1/PSEN1/CX3CL1/RHOA/PLAA/GFRA3/ATOH1/CXCR4/EOMES/ASCL1/CELSR2/BBS1/CDK5R2/VAX1/CCR4/FYN/MARK2/AXL/CDK5R1/PCM1/SRF/SPOCK1/NKX6-1/GPM6A/TUBA1A/ITGA3/VEGFA/NR4A2/SEMA3A/PRKG1	37	17	1.8235196220115204	2.5231210508747455
GO:0001773	myeloid dendritic cell activation	0.00473260766682442	29/16034	0.002857284069042635	0.0387837693823695	0.030342031942095362	RBPJ/CSF2/PSEN1/TRAF6/ITGB6/IL4/HMGB1/SPI1/TSPAN32/DHRS2	10	6	1.5566406771895025	2.260720743135304
GO:0001774	microglial cell activation	0.008045433033601515	43/16034	1.4342872589237065e-5	0.0016961015998383513	0.0013269254056241541	CST7/PTPRC/TNF/CX3CL1/AZU1/JAK2/IL6/GRN/IL4/IFNGR2/CTSC/TLR2/TLR3/C5AR1/IFNG/ITGAM/TYROBP	17	6	2.087268928251673	2.784239688529075
