GO_term	median_diff	p_value	statistic	p_adj	auroc	norm_auroc
'de novo' AMP biosynthetic process	0	NA	35	NA	0.19021739130434784	-0.6195652173913043
'de novo' CTP biosynthetic process	0	NA	35	NA	0.19021739130434784	-0.6195652173913043
'de novo' GDP-L-fucose biosynthetic process	0	NA	35	NA	0.19021739130434784	-0.6195652173913043
'de novo' IMP biosynthetic process	0	0.9048611294504482	36	0.9237812260834978	0.1956521739130435	-0.6086956521739131
'de novo' L-methionine biosynthetic process	0	NA	35	NA	0.19021739130434784	-0.6195652173913043
'de novo' NAD biosynthetic process	0	NA	35	NA	0.19021739130434784	-0.6195652173913043
'de novo' NAD biosynthetic process from tryptophan	-1.068845297422255	0.007904606065019078	19	0.03386430119219873	0.10326086956521739	-0.7934782608695652
'de novo' UMP biosynthetic process	0	NA	35	NA	0.19021739130434784	-0.6195652173913043
'de novo' XMP biosynthetic process	0	0.9048611294504482	36	0.9237812260834978	0.1956521739130435	-0.6086956521739131
'de novo' actin filament nucleation	0	NA	35	NA	0.19021739130434784	-0.6195652173913043
'de novo' cotranslational protein folding	0	NA	35	NA	0.19021739130434784	-0.6195652173913043
'de novo' post-translational protein folding	0	0.6110170318642678	40	0.9237812260834978	0.21739130434782608	-0.5652173913043479
'de novo' protein folding	0	0.6110170318642678	40	0.9237812260834978	0.21739130434782608	-0.5652173913043479
'de novo' pyrimidine nucleobase biosynthetic process	0	NA	35	NA	0.19021739130434784	-0.6195652173913043
(R)-carnitine transmembrane transport	0	NA	35	NA	0.19021739130434784	-0.6195652173913043
(R)-carnitine transport	0	NA	35	NA	0.19021739130434784	-0.6195652173913043
(R)-mevalonic acid biosynthetic process	0	NA	35	NA	0.19021739130434784	-0.6195652173913043
(R)-mevalonic acid metabolic process	0	NA	35	NA	0.19021739130434784	-0.6195652173913043
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate metabolic process	0	NA	35	NA	0.19021739130434784	-0.6195652173913043
1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate biosynthetic process	0	NA	35	NA	0.19021739130434784	-0.6195652173913043
1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate metabolic process	0	NA	35	NA	0.19021739130434784	-0.6195652173913043
10-formyltetrahydrofolate biosynthetic process	0	NA	35	NA	0.19021739130434784	-0.6195652173913043
10-formyltetrahydrofolate catabolic process	0	NA	35	NA	0.19021739130434784	-0.6195652173913043
10-formyltetrahydrofolate metabolic process	0	NA	35	NA	0.19021739130434784	-0.6195652173913043
2'-deoxyribonucleotide biosynthetic process	0	NA	35	NA	0.19021739130434784	-0.6195652173913043
2'-deoxyribonucleotide metabolic process	0	0.9048611294504482	36	0.9237812260834978	0.1956521739130435	-0.6086956521739131
2-oxobutyrate biosynthetic process	0	NA	35	NA	0.19021739130434784	-0.6195652173913043
2-oxobutyrate catabolic process	0	NA	35	NA	0.19021739130434784	-0.6195652173913043
2-oxobutyrate metabolic process	0	NA	35	NA	0.19021739130434784	-0.6195652173913043
2-oxoglutarate metabolic process	0	NA	35	NA	0.19021739130434784	-0.6195652173913043
3'-UTR-mediated mRNA destabilization	0	0.6627434921481921	39	0.9237812260834978	0.21195652173913043	-0.5760869565217391
