Pathway	Direction	Technology	SquaredDeviation
protein deglycosylation involved in glycoprotein catabolic process	Upregulated	Microarray	0
protein deglycosylation involved in glycoprotein catabolic process	Upregulated	RNAseq	0
protein delipidation	Upregulated	Microarray	0
protein delipidation	Upregulated	RNAseq	0
protein demalonylation	Upregulated	Microarray	0
protein demalonylation	Upregulated	RNAseq	0
protein demannosylation	Upregulated	RNAseq	0
protein demethylation	Upregulated	Microarray	0
protein demethylation	Upregulated	RNAseq	0
protein deneddylation	Upregulated	RNAseq	0
protein denucleotidylation	Upregulated	Microarray	0
protein denucleotidylation	Upregulated	RNAseq	0
protein depalmitoleylation	Upregulated	Microarray	0
protein depalmitoleylation	Upregulated	RNAseq	0
protein depalmitoylation	Upregulated	Microarray	0
protein dephosphorylation	Upregulated	Microarray	0
protein dephosphorylation	Upregulated	RNAseq	0
protein depolymerization	Upregulated	RNAseq	0
protein depropionylation	Upregulated	Microarray	0
protein depropionylation	Upregulated	RNAseq	0
protein desuccinylation	Upregulated	Microarray	0
protein desuccinylation	Upregulated	RNAseq	0
protein desumoylation	Upregulated	RNAseq	0
protein deubiquitination involved in ubiquitin-dependent protein catabolic process	Upregulated	Microarray	0
protein deubiquitination involved in ubiquitin-dependent protein catabolic process	Upregulated	RNAseq	0
protein farnesylation	Upregulated	Microarray	0
protein farnesylation	Upregulated	RNAseq	0
protein folding	Upregulated	Microarray	0
protein folding	Upregulated	RNAseq	0
protein geranylgeranylation	Upregulated	Microarray	0
protein geranylgeranylation	Upregulated	RNAseq	0
protein glutathionylation	Upregulated	Microarray	0
protein glutathionylation	Upregulated	RNAseq	0
protein glycosylation	Upregulated	Microarray	0
protein glycosylation	Upregulated	RNAseq	0
protein heterotetramerization	Upregulated	RNAseq	0
protein heterotrimerization	Upregulated	Microarray	0
protein heterotrimerization	Upregulated	RNAseq	0
protein hexamerization	Upregulated	RNAseq	0
protein import	Upregulated	Microarray	0
protein import into mitochondrial intermembrane space	Upregulated	Microarray	0
protein import into mitochondrial intermembrane space	Upregulated	RNAseq	0
protein import into mitochondrial matrix	Upregulated	RNAseq	0
protein import into peroxisome matrix	Upregulated	RNAseq	0
protein import into peroxisome matrix, docking	Upregulated	Microarray	0
protein import into peroxisome matrix, docking	Upregulated	RNAseq	0
protein import into peroxisome matrix, receptor recycling	Upregulated	RNAseq	0
protein import into peroxisome matrix, substrate release	Upregulated	Microarray	0
protein import into peroxisome matrix, substrate release	Upregulated	RNAseq	0
protein import into peroxisome matrix, translocation	Upregulated	Microarray	0
protein import into peroxisome matrix, translocation	Upregulated	RNAseq	0
protein initiator methionine removal	Upregulated	Microarray	0
protein initiator methionine removal	Upregulated	RNAseq	0
protein initiator methionine removal involved in protein maturation	Upregulated	Microarray	0
protein initiator methionine removal involved in protein maturation	Upregulated	RNAseq	0
protein insertion into ER membrane	Upregulated	RNAseq	0
protein insertion into ER membrane by stop-transfer membrane-anchor sequence	Upregulated	Microarray	0
protein insertion into ER membrane by stop-transfer membrane-anchor sequence	Upregulated	RNAseq	0
protein insertion into membrane from inner side	Upregulated	Microarray	0
protein insertion into membrane from inner side	Upregulated	RNAseq	0
protein insertion into mitochondrial inner membrane	Upregulated	Microarray	0
protein insertion into mitochondrial inner membrane	Upregulated	RNAseq	0
protein insertion into mitochondrial inner membrane from matrix	Upregulated	Microarray	0
protein insertion into mitochondrial inner membrane from matrix	Upregulated	RNAseq	0
protein insertion into mitochondrial membrane	Upregulated	Microarray	0
protein insertion into mitochondrial membrane	Upregulated	RNAseq	0
protein insertion into mitochondrial membrane involved in apoptotic signaling pathway	Upregulated	Microarray	0
protein insertion into mitochondrial membrane involved in apoptotic signaling pathway	Upregulated	RNAseq	0
protein insertion into mitochondrial outer membrane	Upregulated	Microarray	0
protein insertion into mitochondrial outer membrane	Upregulated	RNAseq	0
protein insertion into plasma membrane	Upregulated	Microarray	0
protein insertion into plasma membrane	Upregulated	RNAseq	0
protein kinase C deactivation	Upregulated	Microarray	0
protein kinase C deactivation	Upregulated	RNAseq	0
protein kinase C signaling	Upregulated	RNAseq	0
protein kinase C-activating G protein-coupled receptor signaling pathway	Upregulated	Microarray	0
protein kinase C-activating G protein-coupled receptor signaling pathway	Upregulated	RNAseq	0
protein kinase D signaling	Upregulated	Microarray	0
protein kinase D signaling	Upregulated	RNAseq	0
protein linear deubiquitination	Upregulated	Microarray	0
protein linear deubiquitination	Upregulated	RNAseq	0
protein linear polyubiquitination	Upregulated	Microarray	0
protein lipidation	Upregulated	Microarray	0
protein lipidation involved in autophagosome assembly	Upregulated	Microarray	0
protein lipidation involved in autophagosome assembly	Upregulated	RNAseq	0
protein lipoylation	Upregulated	RNAseq	0
protein localization	Upregulated	Microarray	0
protein localization	Upregulated	RNAseq	0
protein localization involved in establishment of planar polarity	Upregulated	Microarray	0
protein localization involved in establishment of planar polarity	Upregulated	RNAseq	0
protein localization to CENP-A containing chromatin	Upregulated	Microarray	0
protein localization to CENP-A containing chromatin	Upregulated	RNAseq	0
protein localization to Cajal body	Upregulated	Microarray	0
protein localization to Cajal body	Upregulated	RNAseq	0
protein localization to ERGIC	Upregulated	Microarray	0
protein localization to ERGIC	Upregulated	RNAseq	0
protein localization to Golgi membrane	Upregulated	Microarray	0
protein localization to Golgi membrane	Upregulated	RNAseq	0
protein localization to M-band	Upregulated	Microarray	0
protein localization to M-band	Upregulated	RNAseq	0
protein localization to P-body	Upregulated	Microarray	0
protein localization to P-body	Upregulated	RNAseq	0
protein localization to T cell secretory granule	Upregulated	Microarray	0
protein localization to T cell secretory granule	Upregulated	RNAseq	0
protein localization to T-tubule	Upregulated	Microarray	0
protein localization to T-tubule	Upregulated	RNAseq	0
protein localization to actin cortical patch	Upregulated	Microarray	0
protein localization to actin cortical patch	Upregulated	RNAseq	0
protein localization to actin cytoskeleton	Upregulated	Microarray	0
protein localization to actin cytoskeleton	Upregulated	RNAseq	0
protein localization to adherens junction	Upregulated	Microarray	0
protein localization to astral microtubule	Upregulated	Microarray	0
protein localization to astral microtubule	Upregulated	RNAseq	0
protein localization to axon	Upregulated	Microarray	0
protein localization to axon	Upregulated	RNAseq	0
protein localization to basolateral plasma membrane	Upregulated	Microarray	0
protein localization to basolateral plasma membrane	Upregulated	RNAseq	0
protein localization to bicellular tight junction	Upregulated	Microarray	0
protein localization to bicellular tight junction	Upregulated	RNAseq	0
protein localization to cell cortex	Upregulated	RNAseq	0
protein localization to cell leading edge	Upregulated	Microarray	0
protein localization to cell leading edge	Upregulated	RNAseq	0
protein localization to cell periphery	Upregulated	Microarray	0
protein localization to cell periphery	Upregulated	RNAseq	0
protein localization to chromosome, centromeric region	Upregulated	RNAseq	0
protein localization to ciliary inversin compartment	Upregulated	Microarray	0
protein localization to ciliary inversin compartment	Upregulated	RNAseq	0
protein localization to ciliary membrane	Upregulated	Microarray	0
protein localization to ciliary membrane	Upregulated	RNAseq	0
protein localization to ciliary transition zone	Upregulated	Microarray	0
protein localization to ciliary transition zone	Upregulated	RNAseq	0
protein localization to condensed chromosome	Upregulated	RNAseq	0
protein localization to cytoplasmic microtubule	Upregulated	Microarray	0
protein localization to cytoplasmic microtubule	Upregulated	RNAseq	0
protein localization to cytoplasmic microtubule plus-end	Upregulated	Microarray	0
protein localization to cytoplasmic microtubule plus-end	Upregulated	RNAseq	0
protein localization to cytosolic proteasome complex	Upregulated	Microarray	0
protein localization to cytosolic proteasome complex	Upregulated	RNAseq	0
protein localization to cytosolic proteasome complex involved in ERAD pathway	Upregulated	Microarray	0
protein localization to cytosolic proteasome complex involved in ERAD pathway	Upregulated	RNAseq	0
protein localization to early endosome	Upregulated	Microarray	0
protein localization to endoplasmic reticulum exit site	Upregulated	RNAseq	0
protein localization to endoplasmic reticulum tubular network	Upregulated	Microarray	0
protein localization to endoplasmic reticulum tubular network	Upregulated	RNAseq	0
protein localization to endosome	Upregulated	Microarray	0
protein localization to extracellular region	Upregulated	Microarray	0
protein localization to extracellular region	Upregulated	RNAseq	0
protein localization to heterochromatin	Upregulated	Microarray	0
protein localization to heterochromatin	Upregulated	RNAseq	0
protein localization to juxtaparanode region of axon	Upregulated	Microarray	0
protein localization to juxtaparanode region of axon	Upregulated	RNAseq	0
protein localization to kinetochore	Upregulated	RNAseq	0
protein localization to kinetochore involved in kinetochore assembly	Upregulated	Microarray	0
protein localization to kinetochore involved in kinetochore assembly	Upregulated	RNAseq	0
protein localization to lipid droplet	Upregulated	Microarray	0
protein localization to lipid droplet	Upregulated	RNAseq	0
protein localization to mast cell secretory granule	Upregulated	Microarray	0
protein localization to mast cell secretory granule	Upregulated	RNAseq	0
protein localization to meiotic spindle	Upregulated	Microarray	0
protein localization to meiotic spindle	Upregulated	RNAseq	0
protein localization to meiotic spindle midzone	Upregulated	Microarray	0
protein localization to meiotic spindle midzone	Upregulated	RNAseq	0
protein localization to membrane	Upregulated	Microarray	0
protein localization to membrane	Upregulated	RNAseq	0
protein localization to membrane raft	Upregulated	Microarray	0
protein localization to microtubule	Upregulated	Microarray	0
protein localization to microtubule	Upregulated	RNAseq	0
protein localization to microtubule end	Upregulated	Microarray	0
protein localization to microtubule end	Upregulated	RNAseq	0
protein localization to microtubule plus-end	Upregulated	Microarray	0
protein localization to microtubule plus-end	Upregulated	RNAseq	0
protein localization to microvillus	Upregulated	Microarray	0
protein localization to microvillus	Upregulated	RNAseq	0
protein localization to mitotic spindle	Upregulated	Microarray	0
protein localization to mitotic spindle	Upregulated	RNAseq	0
protein localization to mitotic spindle pole body	Upregulated	Microarray	0
protein localization to mitotic spindle pole body	Upregulated	RNAseq	0
protein localization to motile cilium	Upregulated	Microarray	0
protein localization to motile cilium	Upregulated	RNAseq	0
protein localization to myelin sheath abaxonal region	Upregulated	Microarray	0
protein localization to myelin sheath abaxonal region	Upregulated	RNAseq	0
protein localization to non-motile cilium	Upregulated	Microarray	0
protein localization to non-motile cilium	Upregulated	RNAseq	0
protein localization to nuclear body	Upregulated	Microarray	0
protein localization to nuclear body	Upregulated	RNAseq	0
protein localization to nuclear envelope	Upregulated	Microarray	0
protein localization to nuclear envelope	Upregulated	RNAseq	0
protein localization to nuclear inner membrane	Upregulated	Microarray	0
protein localization to nuclear inner membrane	Upregulated	RNAseq	0
protein localization to nuclear pore	Upregulated	Microarray	0
protein localization to nuclear pore	Upregulated	RNAseq	0
protein localization to nucleolus	Upregulated	Microarray	0
protein localization to nucleolus	Upregulated	RNAseq	0
protein localization to nucleoplasm	Upregulated	Microarray	0
protein localization to nucleoplasm	Upregulated	RNAseq	0
protein localization to nucleus	Upregulated	Microarray	0
protein localization to nucleus	Upregulated	RNAseq	0
protein localization to organelle	Upregulated	Microarray	0
protein localization to organelle	Upregulated	RNAseq	0
protein localization to paranode region of axon	Upregulated	Microarray	0
protein localization to paranode region of axon	Upregulated	RNAseq	0
protein localization to pericentric heterochromatin	Upregulated	Microarray	0
protein localization to pericentric heterochromatin	Upregulated	RNAseq	0
protein localization to pericentriolar material	Upregulated	Microarray	0
protein localization to pericentriolar material	Upregulated	RNAseq	0
protein localization to phagocytic vesicle	Upregulated	Microarray	0
protein localization to phagocytic vesicle	Upregulated	RNAseq	0
protein localization to phagophore assembly site	Upregulated	RNAseq	0
protein localization to photoreceptor connecting cilium	Upregulated	Microarray	0
protein localization to photoreceptor connecting cilium	Upregulated	RNAseq	0
protein localization to photoreceptor outer segment	Upregulated	Microarray	0
protein localization to photoreceptor outer segment	Upregulated	RNAseq	0
protein localization to plasma membrane	Upregulated	Microarray	0
protein localization to plasma membrane	Upregulated	RNAseq	0
protein localization to plasma membrane raft	Upregulated	Microarray	0
protein localization to plasma membrane raft	Upregulated	RNAseq	0
protein localization to postsynapse	Upregulated	Microarray	0
protein localization to postsynapse	Upregulated	RNAseq	0
protein localization to postsynaptic membrane	Upregulated	Microarray	0
protein localization to postsynaptic membrane	Upregulated	RNAseq	0
protein localization to postsynaptic specialization membrane	Upregulated	Microarray	0
protein localization to postsynaptic specialization membrane	Upregulated	RNAseq	0
protein localization to presynapse	Upregulated	Microarray	0
protein localization to presynapse	Upregulated	RNAseq	0
protein localization to secretory granule	Upregulated	Microarray	0
protein localization to secretory granule	Upregulated	RNAseq	0
protein localization to site of double-strand break	Upregulated	Microarray	0
protein localization to site of double-strand break	Upregulated	RNAseq	0
protein localization to somatodendritic compartment	Upregulated	Microarray	0
protein localization to somatodendritic compartment	Upregulated	RNAseq	0
protein localization to spindle microtubule	Upregulated	Microarray	0
protein localization to spindle microtubule	Upregulated	RNAseq	0
protein localization to spindle pole body	Upregulated	Microarray	0
protein localization to spindle pole body	Upregulated	RNAseq	0
protein localization to tricellular tight junction	Upregulated	Microarray	0
protein localization to tricellular tight junction	Upregulated	RNAseq	0
protein localization to vacuolar membrane	Upregulated	Microarray	0
protein localization to vacuolar membrane	Upregulated	RNAseq	0
protein mannosylation	Upregulated	Microarray	0
protein maturation	Upregulated	Microarray	0
protein maturation	Upregulated	RNAseq	0
protein maturation by [2Fe-2S] cluster transfer	Upregulated	Microarray	0
protein maturation by [2Fe-2S] cluster transfer	Upregulated	RNAseq	0
protein maturation by [4Fe-4S] cluster transfer	Upregulated	Microarray	0
protein maturation by [4Fe-4S] cluster transfer	Upregulated	RNAseq	0
protein maturation by copper ion transfer	Upregulated	Microarray	0
protein maturation by copper ion transfer	Upregulated	RNAseq	0
protein maturation by iron-sulfur cluster transfer	Upregulated	Microarray	0
protein maturation by iron-sulfur cluster transfer	Upregulated	RNAseq	0
protein maturation by protein folding	Upregulated	Microarray	0
protein maturation by protein folding	Upregulated	RNAseq	0
protein metabolic process	Upregulated	Microarray	0
protein metabolic process	Upregulated	RNAseq	0
protein modification by small protein conjugation	Upregulated	Microarray	0
protein modification by small protein conjugation	Upregulated	RNAseq	0
protein modification by small protein conjugation or removal	Upregulated	Microarray	0
protein modification by small protein conjugation or removal	Upregulated	RNAseq	0
protein modification process	Upregulated	Microarray	0
protein modification process	Upregulated	RNAseq	0
protein myristoylation	Upregulated	Microarray	0
protein myristoylation	Upregulated	RNAseq	0
protein neddylation	Upregulated	Microarray	0
protein neddylation	Upregulated	RNAseq	0
protein nitrosylation	Upregulated	Microarray	0
protein nucleotidylation	Upregulated	Microarray	0
protein nucleotidylation	Upregulated	RNAseq	0
protein octanoylation	Upregulated	Microarray	0
protein octanoylation	Upregulated	RNAseq	0
protein palmitoleylation	Upregulated	Microarray	0
protein palmitoleylation	Upregulated	RNAseq	0
protein palmitoylation	Upregulated	Microarray	0
protein peptidyl-prolyl isomerization	Upregulated	Microarray	0
protein peptidyl-prolyl isomerization	Upregulated	RNAseq	0
protein phosphopantetheinylation	Upregulated	Microarray	0
protein phosphopantetheinylation	Upregulated	RNAseq	0
protein phosphorylation	Upregulated	Microarray	0
protein phosphorylation	Upregulated	RNAseq	0
protein polyglutamylation	Upregulated	Microarray	0
protein polyglycylation	Upregulated	Microarray	0
protein polyglycylation	Upregulated	RNAseq	0
protein polymerization	Upregulated	Microarray	0
protein polymerization	Upregulated	RNAseq	0
protein polyubiquitination	Upregulated	Microarray	0
protein polyubiquitination	Upregulated	RNAseq	0
protein polyufmylation	Upregulated	Microarray	0
protein polyufmylation	Upregulated	RNAseq	0
protein prenylation	Upregulated	Microarray	0
protein prenylation	Upregulated	RNAseq	0
protein processing	Upregulated	Microarray	0
protein processing	Upregulated	RNAseq	0
protein processing in phagocytic vesicle	Upregulated	Microarray	0
protein processing in phagocytic vesicle	Upregulated	RNAseq	0
protein processing involved in protein targeting to mitochondrion	Upregulated	RNAseq	0
protein retention in ER lumen	Upregulated	Microarray	0
protein retention in ER lumen	Upregulated	RNAseq	0
protein retention in Golgi apparatus	Upregulated	Microarray	0
protein retention in Golgi apparatus	Upregulated	RNAseq	0
protein secretion	Upregulated	Microarray	0
protein secretion	Upregulated	RNAseq	0
protein secretion by platelet	Upregulated	Microarray	0
protein secretion by platelet	Upregulated	RNAseq	0
protein sialylation	Upregulated	Microarray	0
protein side chain deglutamylation	Upregulated	RNAseq	0
protein splicing	Upregulated	Microarray	0
protein splicing	Upregulated	RNAseq	0
protein stabilization	Upregulated	Microarray	0
protein stabilization	Upregulated	RNAseq	0
protein stearoylation	Upregulated	Microarray	0
protein stearoylation	Upregulated	RNAseq	0
protein succinylation	Upregulated	Microarray	0
protein succinylation	Upregulated	RNAseq	0
protein sulfation	Upregulated	Microarray	0
protein sulfation	Upregulated	RNAseq	0
protein sulfhydration	Upregulated	Microarray	0
protein sulfhydration	Upregulated	RNAseq	0
protein targeting	Upregulated	Microarray	0
protein targeting	Upregulated	RNAseq	0
protein targeting to Golgi apparatus	Upregulated	Microarray	0
protein targeting to Golgi apparatus	Upregulated	RNAseq	0
protein targeting to lysosome involved in chaperone-mediated autophagy	Upregulated	Microarray	0
protein targeting to lysosome involved in chaperone-mediated autophagy	Upregulated	RNAseq	0
protein targeting to peroxisome	Upregulated	RNAseq	0
protein targeting to vacuole involved in autophagy	Upregulated	Microarray	0
protein targeting to vacuole involved in autophagy	Upregulated	RNAseq	0
protein to membrane docking	Upregulated	RNAseq	0
protein trans-autophosphorylation	Upregulated	Microarray	0
protein trans-autophosphorylation	Upregulated	RNAseq	0
protein transmembrane import into intracellular organelle	Upregulated	RNAseq	0
protein transport	Upregulated	Microarray	0
protein transport	Upregulated	RNAseq	0
protein transport along microtubule	Upregulated	Microarray	0
protein transport from ciliary membrane to plasma membrane	Upregulated	Microarray	0
protein transport from ciliary membrane to plasma membrane	Upregulated	RNAseq	0
protein transport into membrane raft	Upregulated	Microarray	0
protein transport into plasma membrane raft	Upregulated	Microarray	0
protein transport into plasma membrane raft	Upregulated	RNAseq	0
protein transport out of membrane raft	Upregulated	Microarray	0
protein transport out of membrane raft	Upregulated	RNAseq	0
protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	Upregulated	Microarray	0
protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	Upregulated	RNAseq	0
protein transport within extracellular region	Upregulated	Microarray	0
protein transport within extracellular region	Upregulated	RNAseq	0
protein transport within lipid bilayer	Upregulated	Microarray	0
protein ubiquitination	Upregulated	Microarray	0
protein ubiquitination	Upregulated	RNAseq	0
protein ufmylation	Upregulated	Microarray	0
protein ufmylation	Upregulated	RNAseq	0
protein urmylation	Upregulated	Microarray	0
protein urmylation	Upregulated	RNAseq	0
protein-DNA complex assembly	Upregulated	Microarray	0
protein-DNA complex assembly	Upregulated	RNAseq	0
protein-DNA complex remodeling	Upregulated	Microarray	0
protein-DNA complex remodeling	Upregulated	RNAseq	0
protein-DNA complex subunit organization	Upregulated	Microarray	0
protein-DNA complex subunit organization	Upregulated	RNAseq	0
protein-DNA covalent cross-linking	Upregulated	Microarray	0
protein-DNA covalent cross-linking	Upregulated	RNAseq	0
protein-DNA covalent cross-linking repair	Upregulated	Microarray	0
protein-FAD linkage	Upregulated	Microarray	0
protein-FAD linkage	Upregulated	RNAseq	0
protein-containing complex assembly	Upregulated	Microarray	0
protein-containing complex assembly	Upregulated	RNAseq	0
protein-containing complex disassembly	Upregulated	Microarray	0
protein-containing complex disassembly	Upregulated	RNAseq	0
protein-containing complex localization to centriolar satellite	Upregulated	Microarray	0
protein-containing complex localization to centriolar satellite	Upregulated	RNAseq	0
protein-containing complex organization	Upregulated	Microarray	0
protein-containing complex organization	Upregulated	RNAseq	0
protein-heme linkage	Upregulated	Microarray	0
protein-heme linkage	Upregulated	RNAseq	0
protein-pyridoxal-5-phosphate linkage	Upregulated	Microarray	0
protein-pyridoxal-5-phosphate linkage	Upregulated	RNAseq	0
protein-pyridoxal-5-phosphate linkage via peptidyl-N6-pyridoxal phosphate-L-lysine	Upregulated	Microarray	0
protein-pyridoxal-5-phosphate linkage via peptidyl-N6-pyridoxal phosphate-L-lysine	Upregulated	RNAseq	0
protein-tetrapyrrole linkage	Upregulated	Microarray	0
protein-tetrapyrrole linkage	Upregulated	RNAseq	0
proteoglycan catabolic process	Upregulated	RNAseq	0
proteolysis	Upregulated	Microarray	0
proteolysis	Upregulated	RNAseq	0
proteolysis involved in protein catabolic process	Upregulated	Microarray	0
proteolysis involved in protein catabolic process	Upregulated	RNAseq	0
proton motive force-driven ATP synthesis	Upregulated	RNAseq	0
proton motive force-driven mitochondrial ATP synthesis	Upregulated	RNAseq	0
proton-transporting ATP synthase complex assembly	Upregulated	Microarray	0
proton-transporting ATP synthase complex assembly	Upregulated	RNAseq	0
proton-transporting V-type ATPase complex assembly	Upregulated	RNAseq	0
proton-transporting two-sector ATPase complex assembly	Upregulated	RNAseq	0
proximal convoluted tubule development	Upregulated	Microarray	0
proximal convoluted tubule development	Upregulated	RNAseq	0
proximal convoluted tubule segment 2 development	Upregulated	Microarray	0
proximal convoluted tubule segment 2 development	Upregulated	RNAseq	0
proximal straight tubule development	Upregulated	Microarray	0
proximal straight tubule development	Upregulated	RNAseq	0
proximal tubule development	Upregulated	Microarray	0
proximal tubule development	Upregulated	RNAseq	0
proximal/distal axis specification	Upregulated	Microarray	0
proximal/distal axis specification	Upregulated	RNAseq	0
proximal/distal pattern formation	Upregulated	Microarray	0
proximal/distal pattern formation	Upregulated	RNAseq	0
proximal/distal pattern formation involved in metanephric nephron development	Upregulated	Microarray	0
proximal/distal pattern formation involved in metanephric nephron development	Upregulated	RNAseq	0
proximal/distal pattern formation involved in nephron development	Upregulated	Microarray	0
proximal/distal pattern formation involved in nephron development	Upregulated	RNAseq	0
pseudopodium assembly	Upregulated	Microarray	0
pseudopodium assembly	Upregulated	RNAseq	0
pseudopodium organization	Upregulated	Microarray	0
pseudopodium organization	Upregulated	RNAseq	0
pseudouridine synthesis	Upregulated	Microarray	0
pseudouridine synthesis	Upregulated	RNAseq	0
psychomotor behavior	Upregulated	Microarray	0
psychomotor behavior	Upregulated	RNAseq	0
pteridine-containing compound catabolic process	Upregulated	Microarray	0
pteridine-containing compound catabolic process	Upregulated	RNAseq	0
pulmonary artery endothelial tube morphogenesis	Upregulated	Microarray	0
pulmonary artery endothelial tube morphogenesis	Upregulated	RNAseq	0
pulmonary artery morphogenesis	Upregulated	Microarray	0
pulmonary blood vessel remodeling	Upregulated	Microarray	0
pulmonary blood vessel remodeling	Upregulated	RNAseq	0
pulmonary myocardium development	Upregulated	Microarray	0
pulmonary myocardium development	Upregulated	RNAseq	0
pulmonary valve development	Upregulated	Microarray	0
pulmonary valve formation	Upregulated	Microarray	0
pulmonary valve formation	Upregulated	RNAseq	0
pulmonary valve morphogenesis	Upregulated	Microarray	0
pulmonary vein morphogenesis	Upregulated	Microarray	0
pulmonary vein morphogenesis	Upregulated	RNAseq	0
purine deoxyribonucleoside catabolic process	Upregulated	Microarray	0
purine deoxyribonucleoside catabolic process	Upregulated	RNAseq	0
purine deoxyribonucleoside diphosphate biosynthetic process	Upregulated	Microarray	0
purine deoxyribonucleoside diphosphate biosynthetic process	Upregulated	RNAseq	0
purine deoxyribonucleoside diphosphate catabolic process	Upregulated	Microarray	0
purine deoxyribonucleoside diphosphate catabolic process	Upregulated	RNAseq	0
purine deoxyribonucleoside diphosphate metabolic process	Upregulated	Microarray	0
purine deoxyribonucleoside diphosphate metabolic process	Upregulated	RNAseq	0
purine deoxyribonucleoside metabolic process	Upregulated	RNAseq	0
purine deoxyribonucleoside monophosphate biosynthetic process	Upregulated	Microarray	0
purine deoxyribonucleoside monophosphate biosynthetic process	Upregulated	RNAseq	0
purine deoxyribonucleoside monophosphate catabolic process	Upregulated	Microarray	0
purine deoxyribonucleoside monophosphate catabolic process	Upregulated	RNAseq	0
purine deoxyribonucleoside monophosphate metabolic process	Upregulated	Microarray	0
purine deoxyribonucleoside monophosphate metabolic process	Upregulated	RNAseq	0
purine deoxyribonucleoside triphosphate biosynthetic process	Upregulated	Microarray	0
purine deoxyribonucleoside triphosphate biosynthetic process	Upregulated	RNAseq	0
purine deoxyribonucleoside triphosphate catabolic process	Upregulated	Microarray	0
purine deoxyribonucleoside triphosphate catabolic process	Upregulated	RNAseq	0
purine deoxyribonucleoside triphosphate metabolic process	Upregulated	Microarray	0
purine deoxyribonucleoside triphosphate metabolic process	Upregulated	RNAseq	0
purine deoxyribonucleotide biosynthetic process	Upregulated	Microarray	0
purine deoxyribonucleotide biosynthetic process	Upregulated	RNAseq	0
purine deoxyribonucleotide catabolic process	Upregulated	Microarray	0
purine deoxyribonucleotide catabolic process	Upregulated	RNAseq	0
purine deoxyribonucleotide metabolic process	Upregulated	Microarray	0
purine deoxyribonucleotide metabolic process	Upregulated	RNAseq	0
purine deoxyribonucleotide salvage	Upregulated	Microarray	0
purine deoxyribonucleotide salvage	Upregulated	RNAseq	0
purine nucleobase biosynthetic process	Upregulated	RNAseq	0
purine nucleobase catabolic process	Upregulated	Microarray	0
purine nucleobase catabolic process	Upregulated	RNAseq	0
purine nucleobase metabolic process	Upregulated	RNAseq	0
purine nucleobase salvage	Upregulated	Microarray	0
purine nucleobase salvage	Upregulated	RNAseq	0
purine nucleobase transmembrane transport	Upregulated	RNAseq	0
purine nucleoside bisphosphate biosynthetic process	Upregulated	Microarray	0
purine nucleoside bisphosphate biosynthetic process	Upregulated	RNAseq	0
purine nucleoside bisphosphate catabolic process	Upregulated	Microarray	0
purine nucleoside bisphosphate catabolic process	Upregulated	RNAseq	0
purine nucleoside diphosphate biosynthetic process	Upregulated	Microarray	0
purine nucleoside diphosphate biosynthetic process	Upregulated	RNAseq	0
purine nucleoside monophosphate biosynthetic process	Upregulated	RNAseq	0
purine nucleoside transmembrane transport	Upregulated	Microarray	0
purine nucleoside transmembrane transport	Upregulated	RNAseq	0
purine nucleoside triphosphate catabolic process	Upregulated	Microarray	0
purine nucleoside triphosphate catabolic process	Upregulated	RNAseq	0
purine nucleoside triphosphate metabolic process	Upregulated	Microarray	0
purine nucleoside triphosphate metabolic process	Upregulated	RNAseq	0
purine nucleotide biosynthetic process	Upregulated	Microarray	0
purine nucleotide biosynthetic process	Upregulated	RNAseq	0
purine nucleotide metabolic process	Upregulated	Microarray	0
purine nucleotide metabolic process	Upregulated	RNAseq	0
purine nucleotide-sugar transmembrane transport	Upregulated	Microarray	0
purine nucleotide-sugar transmembrane transport	Upregulated	RNAseq	0
purine ribonucleoside bisphosphate biosynthetic process	Upregulated	Microarray	0
purine ribonucleoside bisphosphate biosynthetic process	Upregulated	RNAseq	0
purine ribonucleoside diphosphate biosynthetic process	Upregulated	Microarray	0
purine ribonucleoside diphosphate biosynthetic process	Upregulated	RNAseq	0
purine ribonucleoside monophosphate biosynthetic process	Upregulated	RNAseq	0
purine ribonucleoside salvage	Upregulated	RNAseq	0
purine ribonucleoside triphosphate catabolic process	Upregulated	Microarray	0
purine ribonucleoside triphosphate catabolic process	Upregulated	RNAseq	0
purine ribonucleoside triphosphate metabolic process	Upregulated	Microarray	0
purine ribonucleoside triphosphate metabolic process	Upregulated	RNAseq	0
purine ribonucleotide biosynthetic process	Upregulated	Microarray	0
purine ribonucleotide biosynthetic process	Upregulated	RNAseq	0
purine ribonucleotide metabolic process	Upregulated	Microarray	0
purine ribonucleotide metabolic process	Upregulated	RNAseq	0
purine ribonucleotide salvage	Upregulated	RNAseq	0
purine-containing compound biosynthetic process	Upregulated	Microarray	0
purine-containing compound biosynthetic process	Upregulated	RNAseq	0
purine-containing compound metabolic process	Upregulated	Microarray	0
purine-containing compound metabolic process	Upregulated	RNAseq	0
purine-containing compound transmembrane transport	Upregulated	RNAseq	0
purinergic nucleotide receptor signaling pathway	Upregulated	Microarray	0
putamen development	Upregulated	Microarray	0
putamen development	Upregulated	RNAseq	0
putrescine acetylation	Upregulated	Microarray	0
putrescine acetylation	Upregulated	RNAseq	0
putrescine biosynthetic process	Upregulated	Microarray	0
putrescine biosynthetic process	Upregulated	RNAseq	0
