Pathway	Direction	Technology	SquaredDeviation
maintenance of unfolded protein involved in ERAD pathway	Upregulated	Microarray	0
maintenance of unfolded protein involved in ERAD pathway	Upregulated	RNAseq	0
malate metabolic process	Upregulated	RNAseq	0
malate transmembrane transport	Upregulated	Microarray	0
malate transmembrane transport	Upregulated	RNAseq	0
malate transport	Upregulated	Microarray	0
malate transport	Upregulated	RNAseq	0
malate-aspartate shuttle	Upregulated	Microarray	0
malate-aspartate shuttle	Upregulated	RNAseq	0
male anatomical structure morphogenesis	Upregulated	Microarray	0
male anatomical structure morphogenesis	Upregulated	RNAseq	0
male courtship behavior	Upregulated	Microarray	0
male courtship behavior	Upregulated	RNAseq	0
male gamete generation	Upregulated	Microarray	0
male gamete generation	Upregulated	RNAseq	0
male genitalia development	Upregulated	RNAseq	0
male genitalia morphogenesis	Upregulated	Microarray	0
male genitalia morphogenesis	Upregulated	RNAseq	0
male germ cell proliferation	Upregulated	Microarray	0
male germ cell proliferation	Upregulated	RNAseq	0
male germ-line sex determination	Upregulated	Microarray	0
male germ-line sex determination	Upregulated	RNAseq	0
male germ-line stem cell asymmetric division	Upregulated	Microarray	0
male germ-line stem cell asymmetric division	Upregulated	RNAseq	0
male mating behavior	Upregulated	Microarray	0
male mating behavior	Upregulated	RNAseq	0
male meiosis chromosome segregation	Upregulated	Microarray	0
male meiosis chromosome segregation	Upregulated	RNAseq	0
male meiosis chromosome separation	Upregulated	Microarray	0
male meiosis chromosome separation	Upregulated	RNAseq	0
male meiosis cytokinesis	Upregulated	Microarray	0
male meiosis cytokinesis	Upregulated	RNAseq	0
male pronucleus assembly	Upregulated	Microarray	0
male pronucleus assembly	Upregulated	RNAseq	0
male sex determination	Upregulated	Microarray	0
male sex determination	Upregulated	RNAseq	0
male somatic sex determination	Upregulated	Microarray	0
male somatic sex determination	Upregulated	RNAseq	0
malonate catabolic process	Upregulated	Microarray	0
malonate catabolic process	Upregulated	RNAseq	0
malonyl-CoA biosynthetic process	Upregulated	Microarray	0
malonyl-CoA biosynthetic process	Upregulated	RNAseq	0
malonyl-CoA catabolic process	Upregulated	Microarray	0
malonyl-CoA catabolic process	Upregulated	RNAseq	0
malonyl-CoA metabolic process	Upregulated	Microarray	0
malonyl-CoA metabolic process	Upregulated	RNAseq	0
maltose catabolic process	Upregulated	Microarray	0
maltose catabolic process	Upregulated	RNAseq	0
maltose metabolic process	Upregulated	Microarray	0
maltose metabolic process	Upregulated	RNAseq	0
mammalian oogenesis stage	Upregulated	Microarray	0
mammalian oogenesis stage	Upregulated	RNAseq	0
mammary duct terminal end bud growth	Upregulated	Microarray	0
mammary duct terminal end bud growth	Upregulated	RNAseq	0
mammary gland alveolus development	Upregulated	Microarray	0
mammary gland alveolus development	Upregulated	RNAseq	0
mammary gland branching involved in pregnancy	Upregulated	Microarray	0
mammary gland branching involved in pregnancy	Upregulated	RNAseq	0
mammary gland branching involved in thelarche	Upregulated	Microarray	0
mammary gland branching involved in thelarche	Upregulated	RNAseq	0
mammary gland bud formation	Upregulated	Microarray	0
mammary gland bud formation	Upregulated	RNAseq	0
mammary gland bud morphogenesis	Upregulated	Microarray	0
mammary gland bud morphogenesis	Upregulated	RNAseq	0
mammary gland duct morphogenesis	Upregulated	Microarray	0
mammary gland duct morphogenesis	Upregulated	RNAseq	0
mammary gland epithelial cell differentiation	Upregulated	RNAseq	0
mammary gland epithelial cell proliferation	Upregulated	Microarray	0
mammary gland epithelial cell proliferation	Upregulated	RNAseq	0
mammary gland epithelium development	Upregulated	RNAseq	0
mammary gland fat development	Upregulated	Microarray	0
mammary gland fat development	Upregulated	RNAseq	0
mammary gland formation	Upregulated	Microarray	0
mammary gland formation	Upregulated	RNAseq	0
mammary gland involution	Upregulated	Microarray	0
mammary gland involution	Upregulated	RNAseq	0
mammary gland lobule development	Upregulated	Microarray	0
mammary gland lobule development	Upregulated	RNAseq	0
mammary gland morphogenesis	Upregulated	Microarray	0
mammary gland morphogenesis	Upregulated	RNAseq	0
mammary gland specification	Upregulated	Microarray	0
mammary gland specification	Upregulated	RNAseq	0
mammary placode formation	Upregulated	Microarray	0
mammary placode formation	Upregulated	RNAseq	0
mammary stem cell proliferation	Upregulated	Microarray	0
mammary stem cell proliferation	Upregulated	RNAseq	0
mammillary axonal complex development	Upregulated	Microarray	0
mammillary axonal complex development	Upregulated	RNAseq	0
mammillary body development	Upregulated	Microarray	0
mammillary body development	Upregulated	RNAseq	0
mammillothalamic axonal tract development	Upregulated	Microarray	0
mammillothalamic axonal tract development	Upregulated	RNAseq	0
manchette assembly	Upregulated	Microarray	0
manchette assembly	Upregulated	RNAseq	0
manchette disassembly	Upregulated	Microarray	0
manchette disassembly	Upregulated	RNAseq	0
manganese ion homeostasis	Upregulated	Microarray	0
manganese ion homeostasis	Upregulated	RNAseq	0
manganese ion transmembrane transport	Upregulated	Microarray	0
manganese ion transport	Upregulated	Microarray	0
mannitol transmembrane transport	Upregulated	Microarray	0
mannitol transmembrane transport	Upregulated	RNAseq	0
mannosamine metabolic process	Upregulated	Microarray	0
mannosamine metabolic process	Upregulated	RNAseq	0
mannose metabolic process	Upregulated	Microarray	0
mannose metabolic process	Upregulated	RNAseq	0
mannose to fructose-6-phosphate metabolic process	Upregulated	Microarray	0
mannose to fructose-6-phosphate metabolic process	Upregulated	RNAseq	0
mannose transmembrane transport	Upregulated	Microarray	0
mannose transmembrane transport	Upregulated	RNAseq	0
mannose trimming involved in glycoprotein ERAD pathway	Upregulated	Microarray	0
mannose trimming involved in glycoprotein ERAD pathway	Upregulated	RNAseq	0
mannosylation	Upregulated	Microarray	0
marginal zone B cell differentiation	Upregulated	Microarray	0
marginal zone B cell differentiation	Upregulated	RNAseq	0
mast cell activation	Upregulated	Microarray	0
mast cell activation involved in immune response	Upregulated	Microarray	0
mast cell activation involved in immune response	Upregulated	RNAseq	0
mast cell apoptotic process	Upregulated	Microarray	0
mast cell apoptotic process	Upregulated	RNAseq	0
mast cell chemotaxis	Upregulated	Microarray	0
mast cell chemotaxis	Upregulated	RNAseq	0
mast cell cytokine production	Upregulated	Microarray	0
mast cell cytokine production	Upregulated	RNAseq	0
mast cell degranulation	Upregulated	Microarray	0
mast cell degranulation	Upregulated	RNAseq	0
mast cell differentiation	Upregulated	Microarray	0
mast cell differentiation	Upregulated	RNAseq	0
mast cell homeostasis	Upregulated	Microarray	0
mast cell homeostasis	Upregulated	RNAseq	0
mast cell mediated immunity	Upregulated	Microarray	0
mast cell mediated immunity	Upregulated	RNAseq	0
mast cell migration	Upregulated	Microarray	0
mast cell migration	Upregulated	RNAseq	0
mast cell proliferation	Upregulated	Microarray	0
mast cell proliferation	Upregulated	RNAseq	0
mast cell secretory granule organization	Upregulated	Microarray	0
mast cell secretory granule organization	Upregulated	RNAseq	0
mastication	Upregulated	Microarray	0
mastication	Upregulated	RNAseq	0
maternal aggressive behavior	Upregulated	Microarray	0
maternal aggressive behavior	Upregulated	RNAseq	0
maternal behavior	Upregulated	Microarray	0
maternal behavior	Upregulated	RNAseq	0
maternal determination of anterior/posterior axis, embryo	Upregulated	Microarray	0
maternal determination of anterior/posterior axis, embryo	Upregulated	RNAseq	0
maternal placenta development	Upregulated	Microarray	0
maternal process involved in female pregnancy	Upregulated	Microarray	0
maternal process involved in parturition	Upregulated	Microarray	0
maternal process involved in parturition	Upregulated	RNAseq	0
maternal-to-zygotic transition of gene expression	Upregulated	Microarray	0
maternal-to-zygotic transition of gene expression	Upregulated	RNAseq	0
mating	Upregulated	Microarray	0
mating	Upregulated	RNAseq	0
mating behavior	Upregulated	Microarray	0
mating behavior	Upregulated	RNAseq	0
mating plug formation	Upregulated	Microarray	0
mating plug formation	Upregulated	RNAseq	0
matrix metallopeptidase secretion	Upregulated	Microarray	0
matrix metallopeptidase secretion	Upregulated	RNAseq	0
maturation of 5.8S rRNA	Upregulated	Microarray	0
maturation of 5.8S rRNA	Upregulated	RNAseq	0
maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	Upregulated	Microarray	0
maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	Upregulated	RNAseq	0
maturation of 5S rRNA	Upregulated	Microarray	0
maturation of 5S rRNA	Upregulated	RNAseq	0
maturation of LSU-rRNA	Upregulated	Microarray	0
maturation of LSU-rRNA	Upregulated	RNAseq	0
maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	Upregulated	Microarray	0
maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	Upregulated	RNAseq	0
maturation of SSU-rRNA	Upregulated	RNAseq	0
maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	Upregulated	RNAseq	0
mature B cell apoptotic process	Upregulated	Microarray	0
mature B cell apoptotic process	Upregulated	RNAseq	0
mature B cell differentiation	Upregulated	RNAseq	0
mature B cell differentiation involved in immune response	Upregulated	RNAseq	0
mature conventional dendritic cell differentiation	Upregulated	Microarray	0
mature conventional dendritic cell differentiation	Upregulated	RNAseq	0
mature natural killer cell chemotaxis	Upregulated	Microarray	0
mature natural killer cell chemotaxis	Upregulated	RNAseq	0
mechanoreceptor differentiation	Upregulated	Microarray	0
mechanoreceptor differentiation	Upregulated	RNAseq	0
mechanosensory behavior	Upregulated	RNAseq	0
mechanosensory lateral line system development	Upregulated	Microarray	0
mechanosensory lateral line system development	Upregulated	RNAseq	0
medial motor column neuron differentiation	Upregulated	Microarray	0
medial motor column neuron differentiation	Upregulated	RNAseq	0
mediator complex assembly	Upregulated	Microarray	0
mediator complex assembly	Upregulated	RNAseq	0
mediolateral intercalation	Upregulated	Microarray	0
mediolateral intercalation	Upregulated	RNAseq	0
medium-chain fatty acid catabolic process	Upregulated	Microarray	0
medium-chain fatty acid catabolic process	Upregulated	RNAseq	0
medium-chain fatty acid transport	Upregulated	Microarray	0
medium-chain fatty acid transport	Upregulated	RNAseq	0
medium-chain fatty-acyl-CoA catabolic process	Upregulated	Microarray	0
medium-chain fatty-acyl-CoA catabolic process	Upregulated	RNAseq	0
medium-chain fatty-acyl-CoA metabolic process	Upregulated	RNAseq	0
medulla oblongata development	Upregulated	Microarray	0
medulla oblongata development	Upregulated	RNAseq	0
medullary reticular formation development	Upregulated	Microarray	0
medullary reticular formation development	Upregulated	RNAseq	0
megakaryocyte development	Upregulated	Microarray	0
megakaryocyte development	Upregulated	RNAseq	0
megakaryocyte differentiation	Upregulated	Microarray	0
megakaryocyte differentiation	Upregulated	RNAseq	0
meiosis II	Upregulated	Microarray	0
meiosis II	Upregulated	RNAseq	0
meiosis II cell cycle process	Upregulated	Microarray	0
meiosis II cell cycle process	Upregulated	RNAseq	0
meiotic DNA double-strand break formation	Upregulated	Microarray	0
meiotic DNA double-strand break formation	Upregulated	RNAseq	0
meiotic DNA double-strand break formation involved in reciprocal meiotic recombination	Upregulated	Microarray	0
meiotic DNA double-strand break formation involved in reciprocal meiotic recombination	Upregulated	RNAseq	0
meiotic DNA double-strand break processing	Upregulated	Microarray	0
meiotic DNA double-strand break processing	Upregulated	RNAseq	0
meiotic DNA double-strand break processing involved in reciprocal meiotic recombination	Upregulated	Microarray	0
meiotic DNA double-strand break processing involved in reciprocal meiotic recombination	Upregulated	RNAseq	0
meiotic DNA integrity checkpoint signaling	Upregulated	Microarray	0
meiotic DNA integrity checkpoint signaling	Upregulated	RNAseq	0
meiotic DNA recombinase assembly	Upregulated	Microarray	0
meiotic DNA recombinase assembly	Upregulated	RNAseq	0
meiotic DNA repair synthesis	Upregulated	Microarray	0
meiotic DNA repair synthesis	Upregulated	RNAseq	0
meiotic attachment of telomere to nuclear envelope	Upregulated	Microarray	0
meiotic attachment of telomere to nuclear envelope	Upregulated	RNAseq	0
meiotic cell cycle	Upregulated	Microarray	0
meiotic cell cycle	Upregulated	RNAseq	0
meiotic cell cycle checkpoint signaling	Upregulated	Microarray	0
meiotic cell cycle checkpoint signaling	Upregulated	RNAseq	0
meiotic cell cycle phase transition	Upregulated	RNAseq	0
meiotic cell cycle process involved in oocyte maturation	Upregulated	Microarray	0
meiotic cell cycle process involved in oocyte maturation	Upregulated	RNAseq	0
meiotic chromosome condensation	Upregulated	Microarray	0
meiotic chromosome condensation	Upregulated	RNAseq	0
meiotic chromosome movement towards spindle pole	Upregulated	Microarray	0
meiotic chromosome movement towards spindle pole	Upregulated	RNAseq	0
meiotic chromosome segregation	Upregulated	RNAseq	0
meiotic chromosome separation	Upregulated	Microarray	0
meiotic chromosome separation	Upregulated	RNAseq	0
meiotic cytokinesis	Upregulated	Microarray	0
meiotic cytokinesis	Upregulated	RNAseq	0
meiotic gene conversion	Upregulated	Microarray	0
meiotic gene conversion	Upregulated	RNAseq	0
meiotic joint molecule formation	Upregulated	Microarray	0
meiotic joint molecule formation	Upregulated	RNAseq	0
meiotic metaphase I plate congression	Upregulated	Microarray	0
meiotic metaphase I plate congression	Upregulated	RNAseq	0
meiotic metaphase plate congression	Upregulated	Microarray	0
meiotic metaphase plate congression	Upregulated	RNAseq	0
meiotic mismatch repair	Upregulated	Microarray	0
meiotic mismatch repair	Upregulated	RNAseq	0
meiotic recombination checkpoint signaling	Upregulated	Microarray	0
meiotic recombination checkpoint signaling	Upregulated	RNAseq	0
meiotic sister chromatid cohesion	Upregulated	RNAseq	0
meiotic sister chromatid cohesion involved in meiosis I	Upregulated	Microarray	0
meiotic sister chromatid cohesion involved in meiosis I	Upregulated	RNAseq	0
meiotic sister chromatid cohesion, centromeric	Upregulated	Microarray	0
meiotic sister chromatid cohesion, centromeric	Upregulated	RNAseq	0
meiotic sister chromatid segregation	Upregulated	Microarray	0
meiotic sister chromatid segregation	Upregulated	RNAseq	0
meiotic spindle assembly	Upregulated	RNAseq	0
meiotic spindle assembly checkpoint signaling	Upregulated	Microarray	0
meiotic spindle assembly checkpoint signaling	Upregulated	RNAseq	0
meiotic spindle checkpoint signaling	Upregulated	Microarray	0
meiotic spindle checkpoint signaling	Upregulated	RNAseq	0
meiotic spindle elongation	Upregulated	Microarray	0
meiotic spindle elongation	Upregulated	RNAseq	0
meiotic spindle midzone assembly	Upregulated	Microarray	0
meiotic spindle midzone assembly	Upregulated	RNAseq	0
meiotic spindle organization	Upregulated	RNAseq	0
meiotic strand invasion	Upregulated	Microarray	0
meiotic strand invasion	Upregulated	RNAseq	0
meiotic strand invasion involved in reciprocal meiotic recombination	Upregulated	Microarray	0
meiotic strand invasion involved in reciprocal meiotic recombination	Upregulated	RNAseq	0
meiotic telomere clustering	Upregulated	Microarray	0
meiotic telomere clustering	Upregulated	RNAseq	0
meiotic telomere tethering at nuclear periphery	Upregulated	Microarray	0
meiotic telomere tethering at nuclear periphery	Upregulated	RNAseq	0
melanin biosynthetic process	Upregulated	RNAseq	0
melanin biosynthetic process from tyrosine	Upregulated	Microarray	0
melanin biosynthetic process from tyrosine	Upregulated	RNAseq	0
melanin metabolic process	Upregulated	RNAseq	0
melanocyte adhesion	Upregulated	Microarray	0
melanocyte adhesion	Upregulated	RNAseq	0
melanocyte apoptotic process	Upregulated	Microarray	0
melanocyte apoptotic process	Upregulated	RNAseq	0
melanocyte differentiation	Upregulated	RNAseq	0
melanocyte migration	Upregulated	Microarray	0
melanocyte migration	Upregulated	RNAseq	0
melanocyte proliferation	Upregulated	Microarray	0
melanocyte proliferation	Upregulated	RNAseq	0
melanosome assembly	Upregulated	RNAseq	0
melanosome localization	Upregulated	RNAseq	0
melanosome transport	Upregulated	RNAseq	0
melatonin biosynthetic process	Upregulated	Microarray	0
melatonin biosynthetic process	Upregulated	RNAseq	0
melatonin metabolic process	Upregulated	Microarray	0
melatonin metabolic process	Upregulated	RNAseq	0
membrane bending	Upregulated	Microarray	0
membrane bending	Upregulated	RNAseq	0
membrane bone morphogenesis	Upregulated	Microarray	0
membrane bone morphogenesis	Upregulated	RNAseq	0
membrane depolarization during AV node cell action potential	Upregulated	Microarray	0
membrane depolarization during Purkinje myocyte cell action potential	Upregulated	Microarray	0
membrane depolarization during Purkinje myocyte cell action potential	Upregulated	RNAseq	0
membrane depolarization during atrial cardiac muscle cell action potential	Upregulated	Microarray	0
membrane depolarization during atrial cardiac muscle cell action potential	Upregulated	RNAseq	0
membrane depolarization during bundle of His cell action potential	Upregulated	Microarray	0
membrane depolarization during bundle of His cell action potential	Upregulated	RNAseq	0
membrane disassembly	Upregulated	RNAseq	0
membrane fission	Upregulated	RNAseq	0
membrane fusion involved in viral entry into host cell	Upregulated	Microarray	0
membrane hyperpolarization	Upregulated	Microarray	0
membrane hyperpolarization	Upregulated	RNAseq	0
membrane lipid metabolic process	Upregulated	Microarray	0
membrane lipid metabolic process	Upregulated	RNAseq	0
membrane organization	Upregulated	Microarray	0
membrane organization	Upregulated	RNAseq	0
membrane protein intracellular domain proteolysis	Upregulated	Microarray	0
membrane protein proteolysis involved in retrograde protein transport, ER to cytosol	Upregulated	Microarray	0
membrane protein proteolysis involved in retrograde protein transport, ER to cytosol	Upregulated	RNAseq	0
membrane raft distribution	Upregulated	Microarray	0
membrane raft distribution	Upregulated	RNAseq	0
membrane raft localization	Upregulated	Microarray	0
membrane raft polarization	Upregulated	Microarray	0
membrane raft polarization	Upregulated	RNAseq	0
membrane repolarization during SA node cell action potential	Upregulated	Microarray	0
membrane repolarization during SA node cell action potential	Upregulated	RNAseq	0
membrane repolarization during atrial cardiac muscle cell action potential	Upregulated	Microarray	0
membrane repolarization during atrial cardiac muscle cell action potential	Upregulated	RNAseq	0
membrane repolarization during bundle of His cell action potential	Upregulated	Microarray	0
membrane repolarization during bundle of His cell action potential	Upregulated	RNAseq	0
membrane to membrane docking	Upregulated	Microarray	0
membrane to membrane docking	Upregulated	RNAseq	0
membrane tubulation	Upregulated	Microarray	0
membrane tubulation	Upregulated	RNAseq	0
membranous septum morphogenesis	Upregulated	Microarray	0
membranous septum morphogenesis	Upregulated	RNAseq	0
memory B cell differentiation	Upregulated	Microarray	0
memory B cell differentiation	Upregulated	RNAseq	0
memory T cell activation	Upregulated	Microarray	0
memory T cell activation	Upregulated	RNAseq	0
memory T cell differentiation	Upregulated	Microarray	0
memory T cell differentiation	Upregulated	RNAseq	0
memory T cell extravasation	Upregulated	Microarray	0
memory T cell extravasation	Upregulated	RNAseq	0
memory T cell proliferation	Upregulated	Microarray	0
memory T cell proliferation	Upregulated	RNAseq	0
menaquinone biosynthetic process	Upregulated	Microarray	0
menaquinone biosynthetic process	Upregulated	RNAseq	0
menaquinone catabolic process	Upregulated	Microarray	0
menaquinone catabolic process	Upregulated	RNAseq	0
menaquinone metabolic process	Upregulated	Microarray	0
menaquinone metabolic process	Upregulated	RNAseq	0
mercury ion transport	Upregulated	Microarray	0
mercury ion transport	Upregulated	RNAseq	0
mesangial cell development	Upregulated	Microarray	0
mesangial cell development	Upregulated	RNAseq	0
mesangial cell differentiation	Upregulated	Microarray	0
mesangial cell differentiation	Upregulated	RNAseq	0
mesangial cell-matrix adhesion	Upregulated	Microarray	0
mesangial cell-matrix adhesion	Upregulated	RNAseq	0
mesenchymal cell apoptotic process	Upregulated	Microarray	0
mesenchymal cell apoptotic process	Upregulated	RNAseq	0
mesenchymal cell apoptotic process involved in mesonephric nephron morphogenesis	Upregulated	Microarray	0
mesenchymal cell apoptotic process involved in mesonephric nephron morphogenesis	Upregulated	RNAseq	0
mesenchymal cell apoptotic process involved in metanephric nephron morphogenesis	Upregulated	Microarray	0
mesenchymal cell apoptotic process involved in metanephric nephron morphogenesis	Upregulated	RNAseq	0
mesenchymal cell apoptotic process involved in metanephros development	Upregulated	Microarray	0
mesenchymal cell apoptotic process involved in metanephros development	Upregulated	RNAseq	0
mesenchymal cell apoptotic process involved in nephron morphogenesis	Upregulated	Microarray	0
mesenchymal cell apoptotic process involved in nephron morphogenesis	Upregulated	RNAseq	0
mesenchymal cell development	Upregulated	Microarray	0
mesenchymal cell development	Upregulated	RNAseq	0
mesenchymal cell differentiation	Upregulated	Microarray	0
mesenchymal cell differentiation	Upregulated	RNAseq	0
mesenchymal cell differentiation involved in bone development	Upregulated	Microarray	0
mesenchymal cell differentiation involved in bone development	Upregulated	RNAseq	0
mesenchymal cell differentiation involved in kidney development	Upregulated	Microarray	0
mesenchymal cell differentiation involved in kidney development	Upregulated	RNAseq	0
mesenchymal cell differentiation involved in lung development	Upregulated	Microarray	0
mesenchymal cell differentiation involved in lung development	Upregulated	RNAseq	0
mesenchymal cell differentiation involved in renal system development	Upregulated	Microarray	0
mesenchymal cell differentiation involved in renal system development	Upregulated	RNAseq	0
mesenchymal cell migration	Upregulated	Microarray	0
mesenchymal cell proliferation	Upregulated	RNAseq	0
mesenchymal cell proliferation involved in lung development	Upregulated	Microarray	0
mesenchymal cell proliferation involved in lung development	Upregulated	RNAseq	0
mesenchymal cell proliferation involved in prostate gland development	Upregulated	Microarray	0
mesenchymal cell proliferation involved in prostate gland development	Upregulated	RNAseq	0
mesenchymal cell proliferation involved in ureter development	Upregulated	Microarray	0
mesenchymal cell proliferation involved in ureter development	Upregulated	RNAseq	0
mesenchymal cell proliferation involved in ureteric bud development	Upregulated	Microarray	0
mesenchymal cell proliferation involved in ureteric bud development	Upregulated	RNAseq	0
mesenchymal smoothened signaling pathway involved in prostate gland development	Upregulated	Microarray	0
mesenchymal smoothened signaling pathway involved in prostate gland development	Upregulated	RNAseq	0
mesenchymal stem cell differentiation	Upregulated	Microarray	0
mesenchymal stem cell differentiation	Upregulated	RNAseq	0
mesenchymal stem cell maintenance involved in mesonephric nephron morphogenesis	Upregulated	Microarray	0
mesenchymal stem cell maintenance involved in mesonephric nephron morphogenesis	Upregulated	RNAseq	0
mesenchymal stem cell maintenance involved in metanephric nephron morphogenesis	Upregulated	Microarray	0
mesenchymal stem cell maintenance involved in metanephric nephron morphogenesis	Upregulated	RNAseq	0
mesenchymal stem cell maintenance involved in nephron morphogenesis	Upregulated	Microarray	0
mesenchymal stem cell maintenance involved in nephron morphogenesis	Upregulated	RNAseq	0
mesenchymal stem cell migration	Upregulated	Microarray	0
mesenchymal stem cell migration	Upregulated	RNAseq	0
mesenchymal stem cell proliferation	Upregulated	Microarray	0
mesenchymal stem cell proliferation	Upregulated	RNAseq	0
mesenchymal to epithelial transition involved in metanephric renal vesicle formation	Upregulated	Microarray	0
mesenchymal to epithelial transition involved in metanephric renal vesicle formation	Upregulated	RNAseq	0
mesenchymal to epithelial transition involved in metanephros morphogenesis	Upregulated	Microarray	0
mesenchymal to epithelial transition involved in metanephros morphogenesis	Upregulated	RNAseq	0
mesenchymal to epithelial transition involved in renal vesicle formation	Upregulated	Microarray	0
mesenchymal to epithelial transition involved in renal vesicle formation	Upregulated	RNAseq	0
mesenchymal-epithelial cell signaling involved in lung development	Upregulated	Microarray	0
mesenchymal-epithelial cell signaling involved in lung development	Upregulated	RNAseq	0
mesenchymal-epithelial cell signaling involved in prostate gland development	Upregulated	Microarray	0
mesenchymal-epithelial cell signaling involved in prostate gland development	Upregulated	RNAseq	0
mesenchyme development	Upregulated	Microarray	0
mesenchyme development	Upregulated	RNAseq	0
mesenchyme migration	Upregulated	Microarray	0
mesenchyme migration	Upregulated	RNAseq	0
mesendoderm development	Upregulated	Microarray	0
mesendoderm development	Upregulated	RNAseq	0
mesendoderm migration	Upregulated	Microarray	0
mesendoderm migration	Upregulated	RNAseq	0
mesoderm formation	Upregulated	RNAseq	0
mesoderm migration involved in gastrulation	Upregulated	Microarray	0
mesoderm migration involved in gastrulation	Upregulated	RNAseq	0
mesoderm morphogenesis	Upregulated	RNAseq	0
mesoderm structural organization	Upregulated	Microarray	0
mesoderm structural organization	Upregulated	RNAseq	0
mesodermal cell differentiation	Upregulated	RNAseq	0
mesodermal cell fate commitment	Upregulated	RNAseq	0
mesodermal cell fate determination	Upregulated	Microarray	0
mesodermal cell fate determination	Upregulated	RNAseq	0
mesodermal cell fate specification	Upregulated	Microarray	0
mesodermal cell fate specification	Upregulated	RNAseq	0
mesodermal cell migration	Upregulated	Microarray	0
mesodermal cell migration	Upregulated	RNAseq	0
mesodermal to mesenchymal transition involved in gastrulation	Upregulated	Microarray	0
mesodermal to mesenchymal transition involved in gastrulation	Upregulated	RNAseq	0
mesodermal-endodermal cell signaling	Upregulated	Microarray	0
mesodermal-endodermal cell signaling	Upregulated	RNAseq	0
mesonephric duct development	Upregulated	Microarray	0
mesonephric duct development	Upregulated	RNAseq	0
mesonephric duct formation	Upregulated	Microarray	0
mesonephric duct formation	Upregulated	RNAseq	0
mesonephric duct morphogenesis	Upregulated	Microarray	0
mesonephric duct morphogenesis	Upregulated	RNAseq	0
mesonephric epithelium development	Upregulated	Microarray	0
mesonephric epithelium development	Upregulated	RNAseq	0
mesonephric nephron development	Upregulated	Microarray	0
mesonephric nephron development	Upregulated	RNAseq	0
mesonephric nephron morphogenesis	Upregulated	Microarray	0
mesonephric nephron morphogenesis	Upregulated	RNAseq	0
mesonephric tubule development	Upregulated	Microarray	0
mesonephric tubule development	Upregulated	RNAseq	0
mesonephric tubule formation	Upregulated	Microarray	0
mesonephric tubule formation	Upregulated	RNAseq	0
mesonephric tubule morphogenesis	Upregulated	Microarray	0
mesonephric tubule morphogenesis	Upregulated	RNAseq	0
mesonephros development	Upregulated	Microarray	0
mesonephros development	Upregulated	RNAseq	0
mesonephros morphogenesis	Upregulated	Microarray	0
mesonephros morphogenesis	Upregulated	RNAseq	0
messenger ribonucleoprotein complex assembly	Upregulated	Microarray	0
messenger ribonucleoprotein complex assembly	Upregulated	RNAseq	0
metabolic process	Upregulated	Microarray	0
metabolic process	Upregulated	RNAseq	0
metabolite repair	Upregulated	Microarray	0
metabolite repair	Upregulated	RNAseq	0
metal incorporation into metallo-molybdopterin complex	Upregulated	Microarray	0
metal incorporation into metallo-molybdopterin complex	Upregulated	RNAseq	0
metal incorporation into metallo-sulfur cluster	Upregulated	Microarray	0
metal incorporation into metallo-sulfur cluster	Upregulated	RNAseq	0
metal ion transport	Upregulated	Microarray	0
metal ion transport	Upregulated	RNAseq	0
metallo-sulfur cluster assembly	Upregulated	RNAseq	0
metanephric DCT cell differentiation	Upregulated	Microarray	0
metanephric DCT cell differentiation	Upregulated	RNAseq	0
metanephric S-shaped body morphogenesis	Upregulated	Microarray	0
metanephric S-shaped body morphogenesis	Upregulated	RNAseq	0
metanephric ascending thin limb development	Upregulated	Microarray	0
metanephric ascending thin limb development	Upregulated	RNAseq	0
metanephric cap development	Upregulated	Microarray	0
metanephric cap development	Upregulated	RNAseq	0
metanephric cap mesenchymal cell proliferation involved in metanephros development	Upregulated	Microarray	0
metanephric cap mesenchymal cell proliferation involved in metanephros development	Upregulated	RNAseq	0
metanephric cap morphogenesis	Upregulated	Microarray	0
metanephric cap morphogenesis	Upregulated	RNAseq	0
metanephric capsule development	Upregulated	Microarray	0
metanephric capsule development	Upregulated	RNAseq	0
metanephric capsule formation	Upregulated	Microarray	0
metanephric capsule formation	Upregulated	RNAseq	0
metanephric capsule morphogenesis	Upregulated	Microarray	0
metanephric capsule morphogenesis	Upregulated	RNAseq	0
metanephric capsule specification	Upregulated	Microarray	0
metanephric capsule specification	Upregulated	RNAseq	0
metanephric collecting duct development	Upregulated	Microarray	0
metanephric collecting duct development	Upregulated	RNAseq	0
metanephric comma-shaped body morphogenesis	Upregulated	Microarray	0
metanephric comma-shaped body morphogenesis	Upregulated	RNAseq	0
metanephric connecting tubule development	Upregulated	Microarray	0
metanephric connecting tubule development	Upregulated	RNAseq	0
metanephric cortex development	Upregulated	Microarray	0
metanephric cortex development	Upregulated	RNAseq	0
metanephric cortical collecting duct development	Upregulated	Microarray	0
