Pathway	Direction	Technology	SquaredDeviation
glomerulus vasculature development	Downregulated	Microarray	0
glomerulus vasculature development	Downregulated	RNAseq	0
glomerulus vasculature morphogenesis	Downregulated	Microarray	0
glomerulus vasculature morphogenesis	Downregulated	RNAseq	0
glossopharyngeal nerve development	Downregulated	Microarray	0
glossopharyngeal nerve development	Downregulated	RNAseq	0
glossopharyngeal nerve morphogenesis	Downregulated	Microarray	0
glossopharyngeal nerve morphogenesis	Downregulated	RNAseq	0
glucagon processing	Downregulated	Microarray	0
glucagon processing	Downregulated	RNAseq	0
glucagon secretion	Downregulated	Microarray	0
glucagon secretion	Downregulated	RNAseq	0
glucan biosynthetic process	Downregulated	Microarray	0
glucan catabolic process	Downregulated	RNAseq	0
glucocorticoid biosynthetic process	Downregulated	Microarray	0
glucocorticoid biosynthetic process	Downregulated	RNAseq	0
glucocorticoid catabolic process	Downregulated	Microarray	0
glucocorticoid catabolic process	Downregulated	RNAseq	0
glucocorticoid mediated signaling pathway	Downregulated	Microarray	0
glucocorticoid mediated signaling pathway	Downregulated	RNAseq	0
glucocorticoid metabolic process	Downregulated	RNAseq	0
glucocorticoid receptor signaling pathway	Downregulated	RNAseq	0
glucocorticoid secretion	Downregulated	Microarray	0
glucocorticoid secretion	Downregulated	RNAseq	0
glucosamine catabolic process	Downregulated	Microarray	0
glucosamine catabolic process	Downregulated	RNAseq	0
glucosamine metabolic process	Downregulated	Microarray	0
glucosamine metabolic process	Downregulated	RNAseq	0
glucosamine-containing compound biosynthetic process	Downregulated	Microarray	0
glucosamine-containing compound biosynthetic process	Downregulated	RNAseq	0
glucosamine-containing compound catabolic process	Downregulated	RNAseq	0
glucose 1-phosphate metabolic process	Downregulated	Microarray	0
glucose 1-phosphate metabolic process	Downregulated	RNAseq	0
glucose 6-phosphate metabolic process	Downregulated	RNAseq	0
glucose catabolic process to lactate	Downregulated	Microarray	0
glucose catabolic process to lactate	Downregulated	RNAseq	0
glucose catabolic process to lactate via pyruvate	Downregulated	Microarray	0
glucose catabolic process to lactate via pyruvate	Downregulated	RNAseq	0
glucose homeostasis	Downregulated	Microarray	0
glucose homeostasis	Downregulated	RNAseq	0
glucose import	Downregulated	Microarray	0
glucose import in response to insulin stimulus	Downregulated	Microarray	0
glucose import in response to insulin stimulus	Downregulated	RNAseq	0
glucose mediated signaling pathway	Downregulated	Microarray	0
glucose mediated signaling pathway	Downregulated	RNAseq	0
glucose-6-phosphate transport	Downregulated	Microarray	0
glucoside transport	Downregulated	Microarray	0
glucoside transport	Downregulated	RNAseq	0
glucosylceramide biosynthetic process	Downregulated	Microarray	0
glucosylceramide biosynthetic process	Downregulated	RNAseq	0
glucosylceramide catabolic process	Downregulated	Microarray	0
glucosylceramide catabolic process	Downregulated	RNAseq	0
glucosylceramide metabolic process	Downregulated	Microarray	0
glucosylceramide metabolic process	Downregulated	RNAseq	0
glucuronate catabolic process	Downregulated	Microarray	0
glucuronate catabolic process	Downregulated	RNAseq	0
glucuronate catabolic process to xylulose 5-phosphate	Downregulated	Microarray	0
glucuronate catabolic process to xylulose 5-phosphate	Downregulated	RNAseq	0
glucuronate metabolic process	Downregulated	Microarray	0
glucuronate metabolic process	Downregulated	RNAseq	0
glucuronate transmembrane transport	Downregulated	Microarray	0
glucuronate transmembrane transport	Downregulated	RNAseq	0
glucuronoside catabolic process	Downregulated	Microarray	0
glucuronoside catabolic process	Downregulated	RNAseq	0
glucuronoside metabolic process	Downregulated	Microarray	0
glucuronoside metabolic process	Downregulated	RNAseq	0
glucuronoside transport	Downregulated	Microarray	0
glucuronoside transport	Downregulated	RNAseq	0
glutamate biosynthetic process	Downregulated	RNAseq	0
glutamate catabolic process to 2-oxoglutarate	Downregulated	Microarray	0
glutamate catabolic process to 2-oxoglutarate	Downregulated	RNAseq	0
glutamate catabolic process to aspartate	Downregulated	Microarray	0
glutamate catabolic process to aspartate	Downregulated	RNAseq	0
glutamate catabolic process via 2-oxoglutarate	Downregulated	Microarray	0
glutamate catabolic process via 2-oxoglutarate	Downregulated	RNAseq	0
glutamate decarboxylation to succinate	Downregulated	Microarray	0
glutamate decarboxylation to succinate	Downregulated	RNAseq	0
glutamate reuptake	Downregulated	Microarray	0
glutamate reuptake	Downregulated	RNAseq	0
glutamate secretion	Downregulated	Microarray	0
glutamate secretion	Downregulated	RNAseq	0
glutamate secretion, neurotransmission	Downregulated	Microarray	0
glutamate secretion, neurotransmission	Downregulated	RNAseq	0
glutamatergic neuron differentiation	Downregulated	RNAseq	0
glutamine biosynthetic process	Downregulated	Microarray	0
glutamine biosynthetic process	Downregulated	RNAseq	0
glutamine catabolic process	Downregulated	Microarray	0
glutamine catabolic process	Downregulated	RNAseq	0
glutamine secretion	Downregulated	Microarray	0
glutamine secretion	Downregulated	RNAseq	0
glutamine transport	Downregulated	Microarray	0
glutamine transport	Downregulated	RNAseq	0
glutaminyl-tRNA aminoacylation	Downregulated	Microarray	0
glutaminyl-tRNA aminoacylation	Downregulated	RNAseq	0
glutaminyl-tRNAGln biosynthesis via transamidation	Downregulated	Microarray	0
glutaminyl-tRNAGln biosynthesis via transamidation	Downregulated	RNAseq	0
glutamyl-tRNA aminoacylation	Downregulated	Microarray	0
glutamyl-tRNA aminoacylation	Downregulated	RNAseq	0
glutathione catabolic process	Downregulated	Microarray	0
glutathione catabolic process	Downregulated	RNAseq	0
glutathione deglycation	Downregulated	Microarray	0
glutathione deglycation	Downregulated	RNAseq	0
glutathione derivative biosynthetic process	Downregulated	Microarray	0
glutathione derivative biosynthetic process	Downregulated	RNAseq	0
glutathione derivative metabolic process	Downregulated	Microarray	0
glutathione derivative metabolic process	Downregulated	RNAseq	0
glutathione import into mitochondrion	Downregulated	Microarray	0
glutathione import into mitochondrion	Downregulated	RNAseq	0
glutathione transmembrane transport	Downregulated	Microarray	0
glyceraldehyde-3-phosphate biosynthetic process	Downregulated	Microarray	0
glyceraldehyde-3-phosphate biosynthetic process	Downregulated	RNAseq	0
glyceraldehyde-3-phosphate metabolic process	Downregulated	Microarray	0
glyceraldehyde-3-phosphate metabolic process	Downregulated	RNAseq	0
glycerol biosynthetic process	Downregulated	Microarray	0
glycerol biosynthetic process	Downregulated	RNAseq	0
glycerol biosynthetic process from pyruvate	Downregulated	Microarray	0
glycerol biosynthetic process from pyruvate	Downregulated	RNAseq	0
glycerol catabolic process	Downregulated	Microarray	0
glycerol catabolic process	Downregulated	RNAseq	0
glycerol ether biosynthetic process	Downregulated	RNAseq	0
glycerol ether catabolic process	Downregulated	Microarray	0
glycerol ether catabolic process	Downregulated	RNAseq	0
glycerol ether metabolic process	Downregulated	RNAseq	0
glycerol metabolic process	Downregulated	Microarray	0
glycerol metabolic process	Downregulated	RNAseq	0
glycerol-3-phosphate biosynthetic process	Downregulated	Microarray	0
glycerol-3-phosphate biosynthetic process	Downregulated	RNAseq	0
glycerol-3-phosphate catabolic process	Downregulated	Microarray	0
glycerol-3-phosphate catabolic process	Downregulated	RNAseq	0
glycerol-3-phosphate metabolic process	Downregulated	Microarray	0
glycerol-3-phosphate metabolic process	Downregulated	RNAseq	0
glycerolipid biosynthetic process	Downregulated	Microarray	0
glycerolipid biosynthetic process	Downregulated	RNAseq	0
glycerolipid metabolic process	Downregulated	Microarray	0
glycerolipid metabolic process	Downregulated	RNAseq	0
glycerophosphate shuttle	Downregulated	Microarray	0
glycerophosphate shuttle	Downregulated	RNAseq	0
glycerophospholipid biosynthetic process	Downregulated	Microarray	0
glycerophospholipid biosynthetic process	Downregulated	RNAseq	0
glycerophospholipid metabolic process	Downregulated	Microarray	0
glycerophospholipid metabolic process	Downregulated	RNAseq	0
glycine betaine biosynthetic process	Downregulated	Microarray	0
glycine betaine biosynthetic process	Downregulated	RNAseq	0
glycine betaine biosynthetic process from choline	Downregulated	Microarray	0
glycine betaine biosynthetic process from choline	Downregulated	RNAseq	0
glycine betaine metabolic process	Downregulated	Microarray	0
glycine betaine metabolic process	Downregulated	RNAseq	0
glycine betaine transport	Downregulated	Microarray	0
glycine betaine transport	Downregulated	RNAseq	0
glycine biosynthetic process	Downregulated	Microarray	0
glycine biosynthetic process	Downregulated	RNAseq	0
glycine biosynthetic process from serine	Downregulated	Microarray	0
glycine biosynthetic process from serine	Downregulated	RNAseq	0
glycine biosynthetic process, by transamination of glyoxylate	Downregulated	Microarray	0
glycine biosynthetic process, by transamination of glyoxylate	Downregulated	RNAseq	0
glycine catabolic process	Downregulated	Microarray	0
glycine catabolic process	Downregulated	RNAseq	0
glycine decarboxylation via glycine cleavage system	Downregulated	Microarray	0
glycine decarboxylation via glycine cleavage system	Downregulated	RNAseq	0
glycine import across plasma membrane	Downregulated	RNAseq	0
glycine import into mitochondrion	Downregulated	Microarray	0
glycine import into mitochondrion	Downregulated	RNAseq	0
glycine receptor clustering	Downregulated	Microarray	0
glycine receptor clustering	Downregulated	RNAseq	0
glycine transport	Downregulated	RNAseq	0
glycogen biosynthetic process	Downregulated	Microarray	0
glycogen catabolic process	Downregulated	RNAseq	0
glycolate biosynthetic process	Downregulated	Microarray	0
glycolate biosynthetic process	Downregulated	RNAseq	0
glycolate catabolic process	Downregulated	Microarray	0
glycolate catabolic process	Downregulated	RNAseq	0
glycolate metabolic process	Downregulated	Microarray	0
glycolate metabolic process	Downregulated	RNAseq	0
glycolipid translocation	Downregulated	Microarray	0
glycolipid translocation	Downregulated	RNAseq	0
glycolysis from storage polysaccharide through glucose-1-phosphate	Downregulated	Microarray	0
glycolysis from storage polysaccharide through glucose-1-phosphate	Downregulated	RNAseq	0
glycolytic fermentation	Downregulated	Microarray	0
glycolytic fermentation	Downregulated	RNAseq	0
glycolytic process from galactose	Downregulated	Microarray	0
glycolytic process from galactose	Downregulated	RNAseq	0
glycolytic process through glucose-1-phosphate	Downregulated	Microarray	0
glycolytic process through glucose-1-phosphate	Downregulated	RNAseq	0
glycophagy	Downregulated	Microarray	0
glycophagy	Downregulated	RNAseq	0
glycoprotein biosynthetic process	Downregulated	Microarray	0
glycoprotein biosynthetic process	Downregulated	RNAseq	0
glycoprotein metabolic process	Downregulated	Microarray	0
glycoprotein metabolic process	Downregulated	RNAseq	0
glycoprotein transport	Downregulated	Microarray	0
glycoprotein transport	Downregulated	RNAseq	0
glycosaminoglycan catabolic process	Downregulated	RNAseq	0
glycoside transport	Downregulated	Microarray	0
glycosylation	Downregulated	Microarray	0
glycosylation	Downregulated	RNAseq	0
glycosylceramide biosynthetic process	Downregulated	RNAseq	0
glycosylceramide catabolic process	Downregulated	Microarray	0
glycosylceramide catabolic process	Downregulated	RNAseq	0
glycosylceramide metabolic process	Downregulated	RNAseq	0
glycyl-tRNA aminoacylation	Downregulated	Microarray	0
glycyl-tRNA aminoacylation	Downregulated	RNAseq	0
glyoxal catabolic process	Downregulated	Microarray	0
glyoxal catabolic process	Downregulated	RNAseq	0
glyoxal metabolic process	Downregulated	Microarray	0
glyoxal metabolic process	Downregulated	RNAseq	0
glyoxylate catabolic process	Downregulated	Microarray	0
glyoxylate catabolic process	Downregulated	RNAseq	0
glyoxylate cycle	Downregulated	Microarray	0
glyoxylate cycle	Downregulated	RNAseq	0
glyoxylate metabolic process	Downregulated	RNAseq	0
gonad development	Downregulated	Microarray	0
gonad development	Downregulated	RNAseq	0
gonad morphogenesis	Downregulated	Microarray	0
gonad morphogenesis	Downregulated	RNAseq	0
gonadal mesoderm development	Downregulated	Microarray	0
gonadal mesoderm development	Downregulated	RNAseq	0
gonadotrophin-releasing hormone neuronal migration to the hypothalamus	Downregulated	Microarray	0
gonadotrophin-releasing hormone neuronal migration to the hypothalamus	Downregulated	RNAseq	0
gonadotropin secretion	Downregulated	RNAseq	0
granulocyte colony-stimulating factor production	Downregulated	Microarray	0
granulocyte colony-stimulating factor production	Downregulated	RNAseq	0
granulocyte colony-stimulating factor signaling pathway	Downregulated	Microarray	0
granulocyte colony-stimulating factor signaling pathway	Downregulated	RNAseq	0
granulocyte macrophage colony-stimulating factor production	Downregulated	Microarray	0
granulocyte macrophage colony-stimulating factor production	Downregulated	RNAseq	0
granulocyte-macrophage colony-stimulating factor signaling pathway	Downregulated	Microarray	0
granulocyte-macrophage colony-stimulating factor signaling pathway	Downregulated	RNAseq	0
granuloma formation	Downregulated	Microarray	0
granuloma formation	Downregulated	RNAseq	0
granulosa cell apoptotic process	Downregulated	Microarray	0
granulosa cell apoptotic process	Downregulated	RNAseq	0
granulosa cell differentiation	Downregulated	Microarray	0
granulosa cell differentiation	Downregulated	RNAseq	0
granulosa cell proliferation	Downregulated	Microarray	0
granulosa cell proliferation	Downregulated	RNAseq	0
granzyme A production	Downregulated	Microarray	0
granzyme A production	Downregulated	RNAseq	0
granzyme B localization to T cell secretory granule	Downregulated	Microarray	0
granzyme B localization to T cell secretory granule	Downregulated	RNAseq	0
granzyme B production	Downregulated	Microarray	0
granzyme B production	Downregulated	RNAseq	0
granzyme-mediated apoptotic signaling pathway	Downregulated	Microarray	0
granzyme-mediated apoptotic signaling pathway	Downregulated	RNAseq	0
grooming behavior	Downregulated	Microarray	0
grooming behavior	Downregulated	RNAseq	0
growth	Downregulated	Microarray	0
growth	Downregulated	RNAseq	0
growth factor dependent regulation of skeletal muscle satellite cell proliferation	Downregulated	Microarray	0
growth factor dependent regulation of skeletal muscle satellite cell proliferation	Downregulated	RNAseq	0
growth hormone receptor signaling pathway via JAK-STAT	Downregulated	RNAseq	0
growth involved in heart morphogenesis	Downregulated	Microarray	0
growth involved in heart morphogenesis	Downregulated	RNAseq	0
growth plate cartilage axis specification	Downregulated	Microarray	0
growth plate cartilage axis specification	Downregulated	RNAseq	0
growth plate cartilage chondrocyte development	Downregulated	Microarray	0
growth plate cartilage chondrocyte development	Downregulated	RNAseq	0
growth plate cartilage chondrocyte differentiation	Downregulated	Microarray	0
growth plate cartilage chondrocyte differentiation	Downregulated	RNAseq	0
growth plate cartilage chondrocyte growth	Downregulated	Microarray	0
growth plate cartilage chondrocyte growth	Downregulated	RNAseq	0
growth plate cartilage chondrocyte morphogenesis	Downregulated	Microarray	0
growth plate cartilage chondrocyte morphogenesis	Downregulated	RNAseq	0
growth plate cartilage chondrocyte proliferation	Downregulated	Microarray	0
growth plate cartilage chondrocyte proliferation	Downregulated	RNAseq	0
growth plate cartilage development	Downregulated	Microarray	0
growth plate cartilage development	Downregulated	RNAseq	0
growth plate cartilage morphogenesis	Downregulated	Microarray	0
growth plate cartilage morphogenesis	Downregulated	RNAseq	0
guanine biosynthetic process	Downregulated	Microarray	0
guanine biosynthetic process	Downregulated	RNAseq	0
guanine catabolic process	Downregulated	Microarray	0
guanine catabolic process	Downregulated	RNAseq	0
guanine deglycation	Downregulated	Microarray	0
guanine deglycation	Downregulated	RNAseq	0
guanine deglycation, glyoxal removal	Downregulated	Microarray	0
guanine deglycation, glyoxal removal	Downregulated	RNAseq	0
guanine deglycation, methylglyoxal removal	Downregulated	Microarray	0
guanine deglycation, methylglyoxal removal	Downregulated	RNAseq	0
guanine metabolic process	Downregulated	Microarray	0
guanine metabolic process	Downregulated	RNAseq	0
guanine salvage	Downregulated	Microarray	0
guanine salvage	Downregulated	RNAseq	0
guanine transmembrane transport	Downregulated	Microarray	0
guanine transmembrane transport	Downregulated	RNAseq	0
guanine transport	Downregulated	Microarray	0
guanine transport	Downregulated	RNAseq	0
guanosine metabolic process	Downregulated	Microarray	0
guanosine metabolic process	Downregulated	RNAseq	0
guanosine-containing compound metabolic process	Downregulated	Microarray	0
guanosine-containing compound metabolic process	Downregulated	RNAseq	0
guanylate kinase-associated protein clustering	Downregulated	Microarray	0
guanylate kinase-associated protein clustering	Downregulated	RNAseq	0
habenula development	Downregulated	Microarray	0
habenula development	Downregulated	RNAseq	0
habituation	Downregulated	Microarray	0
habituation	Downregulated	RNAseq	0
hair cell differentiation	Downregulated	Microarray	0
hair cell differentiation	Downregulated	RNAseq	0
hair cycle phase	Downregulated	Microarray	0
hair cycle phase	Downregulated	RNAseq	0
hair follicle cell proliferation	Downregulated	Microarray	0
hair follicle cell proliferation	Downregulated	RNAseq	0
hair follicle maturation	Downregulated	Microarray	0
hair follicle maturation	Downregulated	RNAseq	0
hair follicle morphogenesis	Downregulated	RNAseq	0
hair follicle placode formation	Downregulated	Microarray	0
hair follicle placode formation	Downregulated	RNAseq	0
halogenated hydrocarbon metabolic process	Downregulated	Microarray	0
halogenated hydrocarbon metabolic process	Downregulated	RNAseq	0
hard palate development	Downregulated	Microarray	0
hard palate development	Downregulated	RNAseq	0
hard palate morphogenesis	Downregulated	Microarray	0
hard palate morphogenesis	Downregulated	RNAseq	0
hatching	Downregulated	Microarray	0
hatching	Downregulated	RNAseq	0
head development	Downregulated	Microarray	0
head development	Downregulated	RNAseq	0
head morphogenesis	Downregulated	RNAseq	0
heart contraction	Downregulated	Microarray	0
heart contraction	Downregulated	RNAseq	0
heart development	Downregulated	Microarray	0
heart development	Downregulated	RNAseq	0
heart field specification	Downregulated	RNAseq	0
heart formation	Downregulated	RNAseq	0
heart growth	Downregulated	Microarray	0
heart induction	Downregulated	RNAseq	0
heart looping	Downregulated	RNAseq	0
heart morphogenesis	Downregulated	Microarray	0
heart morphogenesis	Downregulated	RNAseq	0
heart process	Downregulated	Microarray	0
heart process	Downregulated	RNAseq	0
heart trabecula formation	Downregulated	Microarray	0
heart trabecula formation	Downregulated	RNAseq	0
heart trabecula morphogenesis	Downregulated	Microarray	0
heart trabecula morphogenesis	Downregulated	RNAseq	0
heart valve formation	Downregulated	RNAseq	0
heat acclimation	Downregulated	RNAseq	0
heat generation	Downregulated	Microarray	0
heat generation	Downregulated	RNAseq	0
helper T cell diapedesis	Downregulated	Microarray	0
helper T cell diapedesis	Downregulated	RNAseq	0
helper T cell enhancement of adaptive immune response	Downregulated	Microarray	0
helper T cell enhancement of adaptive immune response	Downregulated	RNAseq	0
helper T cell extravasation	Downregulated	Microarray	0
helper T cell extravasation	Downregulated	RNAseq	0
hemangioblast cell differentiation	Downregulated	Microarray	0
hemangioblast cell differentiation	Downregulated	RNAseq	0
hematopoietic stem cell migration	Downregulated	Microarray	0
hematopoietic stem cell migration to bone marrow	Downregulated	Microarray	0
hematopoietic stem cell proliferation	Downregulated	RNAseq	0
heme A biosynthetic process	Downregulated	Microarray	0
heme A biosynthetic process	Downregulated	RNAseq	0
heme a metabolic process	Downregulated	Microarray	0
heme a metabolic process	Downregulated	RNAseq	0
heme catabolic process	Downregulated	Microarray	0
heme export	Downregulated	Microarray	0
heme export	Downregulated	RNAseq	0
heme oxidation	Downregulated	Microarray	0
heme oxidation	Downregulated	RNAseq	0
heme transmembrane transport	Downregulated	Microarray	0
heme transmembrane transport	Downregulated	RNAseq	0
heme transport	Downregulated	Microarray	0
hemocyte differentiation	Downregulated	Microarray	0
hemocyte differentiation	Downregulated	RNAseq	0
hemoglobin biosynthetic process	Downregulated	RNAseq	0
hemoglobin metabolic process	Downregulated	RNAseq	0
hemopoiesis	Downregulated	Microarray	0
hemopoiesis	Downregulated	RNAseq	0
hemostasis	Downregulated	Microarray	0
hemostasis	Downregulated	RNAseq	0
heparan sulfate proteoglycan biosynthetic process, enzymatic modification	Downregulated	Microarray	0
heparan sulfate proteoglycan biosynthetic process, enzymatic modification	Downregulated	RNAseq	0
heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process	Downregulated	Microarray	0
heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process	Downregulated	RNAseq	0
heparan sulfate proteoglycan catabolic process	Downregulated	RNAseq	0
heparin biosynthetic process	Downregulated	Microarray	0
heparin biosynthetic process	Downregulated	RNAseq	0
heparin catabolic process	Downregulated	Microarray	0
heparin catabolic process	Downregulated	RNAseq	0
heparin metabolic process	Downregulated	Microarray	0
heparin metabolic process	Downregulated	RNAseq	0
hepatic immune response	Downregulated	Microarray	0
hepatic immune response	Downregulated	RNAseq	0
hepatic stellate cell activation	Downregulated	Microarray	0
hepatic stellate cell activation	Downregulated	RNAseq	0
hepatic stellate cell contraction	Downregulated	Microarray	0
hepatic stellate cell contraction	Downregulated	RNAseq	0
hepatic stellate cell migration	Downregulated	Microarray	0
hepatic stellate cell migration	Downregulated	RNAseq	0
hepatic stellate cell proliferation	Downregulated	Microarray	0
hepatic stellate cell proliferation	Downregulated	RNAseq	0
hepaticobiliary system development	Downregulated	RNAseq	0
hepatoblast differentiation	Downregulated	Microarray	0
hepatoblast differentiation	Downregulated	RNAseq	0
hepatocyte apoptotic process	Downregulated	Microarray	0
hepatocyte cell migration	Downregulated	Microarray	0
hepatocyte cell migration	Downregulated	RNAseq	0
hepatocyte dedifferentiation	Downregulated	Microarray	0
hepatocyte dedifferentiation	Downregulated	RNAseq	0
hepatocyte differentiation	Downregulated	Microarray	0
hepatocyte differentiation	Downregulated	RNAseq	0
hepatocyte growth factor production	Downregulated	Microarray	0
hepatocyte growth factor production	Downregulated	RNAseq	0
hepatocyte homeostasis	Downregulated	Microarray	0
hepatocyte homeostasis	Downregulated	RNAseq	0
hepatocyte proliferation	Downregulated	Microarray	0
hepatocyte proliferation	Downregulated	RNAseq	0
hepoxilin biosynthetic process	Downregulated	Microarray	0
hepoxilin biosynthetic process	Downregulated	RNAseq	0
hepoxilin metabolic process	Downregulated	Microarray	0
hepoxilin metabolic process	Downregulated	RNAseq	0
heterochromatin organization	Downregulated	Microarray	0
heterochromatin organization	Downregulated	RNAseq	0
heterocycle biosynthetic process	Downregulated	Microarray	0
heterocycle biosynthetic process	Downregulated	RNAseq	0
heterocycle catabolic process	Downregulated	Microarray	0
heterocycle catabolic process	Downregulated	RNAseq	0
heterocycle metabolic process	Downregulated	Microarray	0
heterocycle metabolic process	Downregulated	RNAseq	0
heterotrimeric G-protein complex assembly	Downregulated	Microarray	0
heterotrimeric G-protein complex assembly	Downregulated	RNAseq	0
hexadecanal metabolic process	Downregulated	Microarray	0
hexadecanal metabolic process	Downregulated	RNAseq	0
hexitol catabolic process	Downregulated	Microarray	0
hexitol catabolic process	Downregulated	RNAseq	0
hexitol metabolic process	Downregulated	Microarray	0
hexitol metabolic process	Downregulated	RNAseq	0
hexose mediated signaling	Downregulated	Microarray	0
hexose mediated signaling	Downregulated	RNAseq	0
hexose metabolic process	Downregulated	Microarray	0
hexose metabolic process	Downregulated	RNAseq	0
hexose phosphate transport	Downregulated	Microarray	0
hexuronate transmembrane transport	Downregulated	Microarray	0
hexuronate transmembrane transport	Downregulated	RNAseq	0
hindbrain formation	Downregulated	Microarray	0
hindbrain formation	Downregulated	RNAseq	0
hindbrain maturation	Downregulated	Microarray	0
hindbrain maturation	Downregulated	RNAseq	0
hindbrain morphogenesis	Downregulated	RNAseq	0
hindbrain radial glia guided cell migration	Downregulated	Microarray	0
hindbrain radial glia guided cell migration	Downregulated	RNAseq	0
hindbrain structural organization	Downregulated	Microarray	0
hindbrain structural organization	Downregulated	RNAseq	0
hindbrain tangential cell migration	Downregulated	Microarray	0
hindbrain tangential cell migration	Downregulated	RNAseq	0
hindgut contraction	Downregulated	Microarray	0
hindgut contraction	Downregulated	RNAseq	0
hindgut development	Downregulated	Microarray	0
hindgut development	Downregulated	RNAseq	0
hindgut morphogenesis	Downregulated	Microarray	0
hindgut morphogenesis	Downregulated	RNAseq	0
hindlimb morphogenesis	Downregulated	Microarray	0
hippocampal neuron apoptotic process	Downregulated	Microarray	0
hippocampal neuron apoptotic process	Downregulated	RNAseq	0
hippocampus development	Downregulated	Microarray	0
hippocampus development	Downregulated	RNAseq	0
histamine biosynthetic process	Downregulated	Microarray	0
histamine biosynthetic process	Downregulated	RNAseq	0
histamine catabolic process	Downregulated	Microarray	0
histamine catabolic process	Downregulated	RNAseq	0
histamine metabolic process	Downregulated	RNAseq	0
histamine production involved in inflammatory response	Downregulated	Microarray	0
histamine production involved in inflammatory response	Downregulated	RNAseq	0
histamine secretion	Downregulated	Microarray	0
histamine secretion	Downregulated	RNAseq	0
histamine secretion by mast cell	Downregulated	Microarray	0
histamine secretion by mast cell	Downregulated	RNAseq	0
histamine secretion involved in inflammatory response	Downregulated	Microarray	0
histamine secretion involved in inflammatory response	Downregulated	RNAseq	0
histamine secretion mediated by IgE immunoglobulin	Downregulated	Microarray	0
histamine secretion mediated by IgE immunoglobulin	Downregulated	RNAseq	0
histamine secretion mediated by immunoglobulin	Downregulated	Microarray	0
histamine secretion mediated by immunoglobulin	Downregulated	RNAseq	0
histamine transport	Downregulated	RNAseq	0
histamine uptake	Downregulated	Microarray	0
histamine uptake	Downregulated	RNAseq	0
histidine biosynthetic process	Downregulated	Microarray	0
histidine biosynthetic process	Downregulated	RNAseq	0
histidine catabolic process to glutamate and formamide	Downregulated	Microarray	0
histidine catabolic process to glutamate and formamide	Downregulated	RNAseq	0
histidine catabolic process to glutamate and formate	Downregulated	Microarray	0
histidine catabolic process to glutamate and formate	Downregulated	RNAseq	0
histidine transport	Downregulated	Microarray	0
histidine transport	Downregulated	RNAseq	0
histidyl-tRNA aminoacylation	Downregulated	Microarray	0
histidyl-tRNA aminoacylation	Downregulated	RNAseq	0
histone H2A K63-linked deubiquitination	Downregulated	Microarray	0
histone H2A K63-linked deubiquitination	Downregulated	RNAseq	0
histone H2A K63-linked ubiquitination	Downregulated	Microarray	0
histone H2A K63-linked ubiquitination	Downregulated	RNAseq	0
histone H2A acetylation	Downregulated	Microarray	0
histone H2A acetylation	Downregulated	RNAseq	0
histone H2A monoubiquitination	Downregulated	Microarray	0
histone H2A monoubiquitination	Downregulated	RNAseq	0
histone H2A ubiquitination	Downregulated	Microarray	0
histone H2A ubiquitination	Downregulated	RNAseq	0
histone H2A-K119 monoubiquitination	Downregulated	Microarray	0
histone H2A-K119 monoubiquitination	Downregulated	RNAseq	0
histone H2A-K13 ubiquitination	Downregulated	Microarray	0
histone H2A-K13 ubiquitination	Downregulated	RNAseq	0
histone H2A-K15 ubiquitination	Downregulated	Microarray	0
histone H2A-K15 ubiquitination	Downregulated	RNAseq	0
histone H2A-K5 acetylation	Downregulated	Microarray	0
histone H2A-K5 acetylation	Downregulated	RNAseq	0
histone H2B acetylation	Downregulated	Microarray	0
histone H2B acetylation	Downregulated	RNAseq	0
histone H2B conserved C-terminal lysine deubiquitination	Downregulated	Microarray	0
histone H2B conserved C-terminal lysine deubiquitination	Downregulated	RNAseq	0
histone H2B conserved C-terminal lysine ubiquitination	Downregulated	Microarray	0
histone H2B conserved C-terminal lysine ubiquitination	Downregulated	RNAseq	0
histone H2B ubiquitination	Downregulated	Microarray	0
histone H2B ubiquitination	Downregulated	RNAseq	0
histone H2B-K12 acetylation	Downregulated	Microarray	0
histone H2B-K12 acetylation	Downregulated	RNAseq	0
histone H2B-K5 acetylation	Downregulated	Microarray	0
histone H2B-K5 acetylation	Downregulated	RNAseq	0
histone H3 acetylation	Downregulated	Microarray	0
histone H3 acetylation	Downregulated	RNAseq	0
histone H3 deacetylation	Downregulated	Microarray	0
histone H3 deacetylation	Downregulated	RNAseq	0
histone H3-K14 acetylation	Downregulated	Microarray	0
histone H3-K14 acetylation	Downregulated	RNAseq	0
histone H3-K23 acetylation	Downregulated	Microarray	0
histone H3-K23 acetylation	Downregulated	RNAseq	0
histone H3-K27 acetylation	Downregulated	Microarray	0
histone H3-K27 acetylation	Downregulated	RNAseq	0
histone H3-K27 demethylation	Downregulated	Microarray	0
histone H3-K27 demethylation	Downregulated	RNAseq	0
histone H3-K27 methylation	Downregulated	Microarray	0
histone H3-K27 methylation	Downregulated	RNAseq	0
histone H3-K27 trimethylation	Downregulated	Microarray	0
histone H3-K27 trimethylation	Downregulated	RNAseq	0
histone H3-K36 demethylation	Downregulated	Microarray	0
histone H3-K36 demethylation	Downregulated	RNAseq	0
histone H3-K36 dimethylation	Downregulated	Microarray	0
