GO_term	median_diff	p_value	statistic	p_adj	auroc	norm_auroc
2'-deoxyribonucleotide biosynthetic process	0	0.4732894653800901	38.5	0.49074265607740364	0.20923913043478262	-0.5815217391304348
2'-deoxyribonucleotide metabolic process	0	0.4732894653800901	38.5	0.49074265607740364	0.20923913043478262	-0.5815217391304348
ATP biosynthetic process	0	0.3413493139547589	56	0.49074265607740364	0.30434782608695654	-0.3913043478260869
ATP synthesis coupled electron transport	0	0.25741815600379214	42	0.49074265607740364	0.22826086956521738	-0.5434782608695652
AV node cell action potential	NA	NA	NA	NA	NA	NA
AV node cell to bundle of His cell signaling	NA	NA	NA	NA	NA	NA
Arp2/3 complex-mediated actin nucleation	0	0.4732894653800901	38.5	0.49074265607740364	0.20923913043478262	-0.5815217391304348
B cell mediated immunity	NA	NA	NA	NA	NA	NA
B cell proliferation	0	0.22009382193535748	59.5	0.49074265607740364	0.3233695652173913	-0.3532608695652174
B cell receptor signaling pathway	0	0.25741815600379214	42	0.49074265607740364	0.22826086956521738	-0.5434782608695652
CDP-choline pathway	0	0.4732894653800901	38.5	0.49074265607740364	0.20923913043478262	-0.5815217391304348
CENP-A containing chromatin assembly	0	0.4732894653800901	38.5	0.49074265607740364	0.20923913043478262	-0.5815217391304348
DNA biosynthetic process	0	0.4732894653800901	38.5	0.49074265607740364	0.20923913043478262	-0.5815217391304348
DNA conformation change	0	0.4732894653800901	38.5	0.49074265607740364	0.20923913043478262	-0.5815217391304348
DNA damage checkpoint signaling	0	0.4732894653800901	38.5	0.49074265607740364	0.20923913043478262	-0.5815217391304348
DNA duplex unwinding	0	NA	35	NA	0.19021739130434784	-0.6195652173913043
DNA endoreduplication	0	NA	35	NA	0.19021739130434784	-0.6195652173913043
DNA geometric change	0	0.4732894653800901	38.5	0.49074265607740364	0.20923913043478262	-0.5815217391304348
DNA integrity checkpoint signaling	0	0.4732894653800901	38.5	0.49074265607740364	0.20923913043478262	-0.5815217391304348
DNA modification	0	0.4732894653800901	38.5	0.49074265607740364	0.20923913043478262	-0.5815217391304348
DNA replication checkpoint signaling	0	0.4732894653800901	38.5	0.49074265607740364	0.20923913043478262	-0.5815217391304348
DNA replication initiation	0	0.4732894653800901	38.5	0.49074265607740364	0.20923913043478262	-0.5815217391304348
DNA replication, synthesis of RNA primer	0	0.4732894653800901	38.5	0.49074265607740364	0.20923913043478262	-0.5815217391304348
DNA replication-dependent chromatin assembly	0	0.4732894653800901	38.5	0.49074265607740364	0.20923913043478262	-0.5815217391304348
DNA strand elongation	0	0.4732894653800901	38.5	0.49074265607740364	0.20923913043478262	-0.5815217391304348
DNA strand elongation involved in DNA replication	0	0.4732894653800901	38.5	0.49074265607740364	0.20923913043478262	-0.5815217391304348
DNA synthesis involved in DNA repair	0	0.4732894653800901	38.5	0.49074265607740364	0.20923913043478262	-0.5815217391304348
DNA unwinding involved in DNA replication	0	NA	35	NA	0.19021739130434784	-0.6195652173913043
DNA-templated DNA replication	0	0.4732894653800901	38.5	0.49074265607740364	0.20923913043478262	-0.5815217391304348
DNA-templated DNA replication maintenance of fidelity	0	0.4732894653800901	38.5	0.49074265607740364	0.20923913043478262	-0.5815217391304348
G protein-coupled purinergic nucleotide receptor signaling pathway	0	NA	35	NA	0.19021739130434784	-0.6195652173913043
G2/M transition of mitotic cell cycle	0	0.4732894653800901	38.5	0.49074265607740364	0.20923913043478262	-0.5815217391304348
G2/MI transition of meiotic cell cycle	0	NA	35	NA	0.19021739130434784	-0.6195652173913043
GMP biosynthetic process	0	0.4732894653800901	38.5	0.49074265607740364	0.20923913043478262	-0.5815217391304348
L-fucose catabolic process	NA	NA	NA	NA	NA	NA
L-fucose metabolic process	NA	NA	NA	NA	NA	NA
N-acetylneuraminate catabolic process	0	0.4732894653800901	38.5	0.49074265607740364	0.20923913043478262	-0.5815217391304348
NADH dehydrogenase complex assembly	0	0.25741815600379214	42	0.49074265607740364	0.22826086956521738	-0.5434782608695652
NADP metabolic process	-0.0543949406936329	0.009783814239944998	11.5	0.16126424850667961	0.0625	-0.875
NADPH regeneration	-0.08779924132470017	5.164225415397819e-4	5	0.011754760707429321	0.02717391304347826	-0.9456521739130435
RNA modification	0	0.4732894653800901	38.5	0.49074265607740364	0.20923913043478262	-0.5815217391304348
RNA phosphodiester bond hydrolysis, exonucleolytic	0	NA	35	NA	0.19021739130434784	-0.6195652173913043
Rho protein signal transduction	0	NA	35	NA	0.19021739130434784	-0.6195652173913043
T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell	0	0.4732894653800901	38.5	0.49074265607740364	0.20923913043478262	-0.5815217391304348
T cell costimulation	0	0.4732894653800901	38.5	0.49074265607740364	0.20923913043478262	-0.5815217391304348
T cell mediated cytotoxicity	NA	NA	NA	NA	NA	NA
T cell migration	NA	NA	NA	NA	NA	NA
T cell receptor signaling pathway	0	0.5444539772747027	52.5	0.5502093047300377	0.28532608695652173	-0.42934782608695654
T cell selection	0	0.4732894653800901	38.5	0.49074265607740364	0.20923913043478262	-0.5815217391304348
T cell tolerance induction	NA	NA	NA	NA	NA	NA
TRAIL-activated apoptotic signaling pathway	NA	NA	NA	NA	NA	NA
actin filament polymerization	0	0.4732894653800901	38.5	0.49074265607740364	0.20923913043478262	-0.5815217391304348
actin filament-based movement	NA	NA	NA	NA	NA	NA
actin nucleation	0	0.4732894653800901	38.5	0.49074265607740364	0.20923913043478262	-0.5815217391304348
actin polymerization or depolymerization	0	0.4732894653800901	38.5	0.49074265607740364	0.20923913043478262	-0.5815217391304348
actin polymerization-dependent cell motility	0	NA	35	NA	0.19021739130434784	-0.6195652173913043
actin-mediated cell contraction	NA	NA	NA	NA	NA	NA
action potential	0	0.3413493139547589	56	0.49074265607740364	0.30434782608695654	-0.3913043478260869
actomyosin structure organization	NA	NA	NA	NA	NA	NA
acyl-CoA metabolic process	0	0.4732894653800901	38.5	0.49074265607740364	0.20923913043478262	-0.5815217391304348
acylglycerol biosynthetic process	0	0.4732894653800901	38.5	0.49074265607740364	0.20923913043478262	-0.5815217391304348
adaptive thermogenesis	NA	NA	NA	NA	NA	NA
adenylate cyclase-activating G protein-coupled receptor signaling pathway	NA	NA	NA	NA	NA	NA
adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway	NA	NA	NA	NA	NA	NA
adherens junction organization	NA	NA	NA	NA	NA	NA
aerobic electron transport chain	0	0.25741815600379214	42	0.49074265607740364	0.22826086956521738	-0.5434782608695652
aerobic respiration	0	0.25741815600379214	42	0.49074265607740364	0.22826086956521738	-0.5434782608695652
aging	NA	NA	NA	NA	NA	NA
alpha-beta T cell activation	0	0.4732894653800901	38.5	0.49074265607740364	0.20923913043478262	-0.5815217391304348
amine transport	NA	NA	NA	NA	NA	NA
amino-acid betaine metabolic process	0	0.4732894653800901	38.5	0.49074265607740364	0.20923913043478262	-0.5815217391304348
amyloid precursor protein catabolic process	0	NA	35	NA	0.19021739130434784	-0.6195652173913043
amyloid precursor protein metabolic process	0	NA	35	NA	0.19021739130434784	-0.6195652173913043
amyloid-beta clearance	0	0.5444539772747027	52.5	0.5502093047300377	0.28532608695652173	-0.42934782608695654
amyloid-beta formation	0	NA	35	NA	0.19021739130434784	-0.6195652173913043
amyloid-beta metabolic process	0	NA	35	NA	0.19021739130434784	-0.6195652173913043
androgen receptor signaling pathway	NA	NA	NA	NA	NA	NA
angiotensin-activated signaling pathway	NA	NA	NA	NA	NA	NA
animal organ formation	NA	NA	NA	NA	NA	NA
animal organ regeneration	NA	NA	NA	NA	NA	NA
antibacterial humoral response	NA	NA	NA	NA	NA	NA
antigen processing and presentation	-0.03873123586030821	0.0015654022580025484	13.5	0.02877931843558531	0.07336956521739131	-0.8532608695652174
