GO_term	median_diff	p_value	statistic	p_adj	auroc	norm_auroc
ATP synthesis coupled electron transport	0.3246731896741022	0.38888888888888884	49	1	0.6533333333333333	0.30666666666666664
ATP transport	0.039338201129457406	0.5702075702075702	46	1	0.6133333333333333	0.22666666666666657
AV node cell action potential	0	0.5915750915750915	43	1	0.5733333333333334	0.14666666666666672
AV node cell to bundle of His cell communication	0	0.5915750915750915	43	1	0.5733333333333334	0.14666666666666672
AV node cell to bundle of His cell signaling	0	0.5915750915750915	43	1	0.5733333333333334	0.14666666666666672
Arp2/3 complex-mediated actin nucleation	-0.28619093150312586	0.6507936507936508	33	1	0.44	-0.12
B cell activation	-0.022009119672207644	0.9462759462759462	39	1	0.52	0.040000000000000036
B cell differentiation	-0.20607476591847784	0.5079365079365079	28	1	0.37333333333333335	-0.2533333333333333
B cell mediated immunity	0.18041798496333694	0.7905982905982907	42	1	0.56	0.1200000000000001
B cell proliferation	0	0.415140415140415	47	1	0.6266666666666667	0.2533333333333334
B cell receptor signaling pathway	0.2500477728939814	0.725885225885226	43	1	0.5733333333333334	0.14666666666666672
BMP signaling pathway	-0.3400916346693247	0.6202686202686203	30	1	0.4	-0.19999999999999996
C-X-C chemokine receptor CXCR4 signaling pathway	0.9875779297896	0.17460317460317443	55	1	0.7333333333333333	0.46666666666666656
C-terminal protein amino acid modification	-0.9257412203512432	0.576923076923077	29.5	1	0.3933333333333333	-0.21333333333333337
C21-steroid hormone biosynthetic process	-0.5917502561594178	0.5018315018315018	28.5	1	0.38	-0.24
C21-steroid hormone metabolic process	-0.015908234068322535	0.9053724053724054	35.5	1	0.47333333333333333	-0.053333333333333344
C4-dicarboxylate transport	-0.3836153706429628	0.06227106227106227	12	1	0.16	-0.6799999999999999
CD27 signaling pathway	0	0.99633699633699635	39	1	0.52	0.040000000000000036
CD4-positive or CD8-positive, alpha-beta T cell lineage commitment	0	0.4059829059829061	48	1	0.64	0.28
CD4-positive, alpha-beta T cell activation	-0.11689122578859534	0.514041514041514	28	1	0.37333333333333335	-0.2533333333333333
CD4-positive, alpha-beta T cell differentiation	-0.12174133347416316	0.4230769230769231	26	1	0.3466666666666667	-0.30666666666666664
CD4-positive, alpha-beta T cell lineage commitment	0	0.5811965811965811	44	1	0.5866666666666667	0.17333333333333334
CD40 signaling pathway	0	0.8302808302808302	41	1	0.5466666666666666	0.09333333333333327
COPII vesicle coating	-0.4927328610236981	0.4456654456654457	28	1	0.37333333333333335	-0.2533333333333333
COPII-coated vesicle budding	-0.47280079089890864	0.6227106227106227	30.5	1	0.4066666666666667	-0.18666666666666665
COPII-coated vesicle cargo loading	-0.4543745778384994	0.5470085470085471	29	1	0.38666666666666666	-0.22666666666666668
CRD-mediated mRNA stabilization	-0.9904087007259966	0.06043956043956044	12	1	0.16	-0.6799999999999999
CTP metabolic process	-0.9693242784244512	0.09035409035409035	17.5	1	0.23333333333333334	-0.5333333333333333
D-glucose import across plasma membrane	-0.6013463247300375	0.3992673992673993	26	1	0.3466666666666667	-0.30666666666666664
D-glucose transmembrane transport	-0.17601468780882545	0.9481074481074481	39	1	0.52	0.040000000000000036
DNA alkylation repair	0	0.9163614163614163	37	1	0.49333333333333335	-0.013333333333333308
DNA biosynthetic process	-0.23640975105890055	0.34004884004884006	24	1	0.32	-0.36
DNA catabolic process	-0.4927328610236981	0.4468864468864469	27	1	0.36	-0.28
DNA conformation change	-0.06942305516162672	0.9725274725274725	37	1	0.49333333333333335	-0.013333333333333308
DNA cytosine deamination	0	1	35	1	0.4666666666666667	-0.06666666666666665
DNA damage checkpoint signaling	-0.12581013339175762	0.7051282051282052	32	1	0.4266666666666667	-0.1466666666666666
DNA damage response, signal transduction by p53 class mediator	-0.023576804318337807	0.8186813186813187	34	1	0.4533333333333333	-0.09333333333333338
DNA damage tolerance	-0.1309236903810132	0.46886446886446886	27	1	0.36	-0.28
DNA deamination	-1.0499588587660549	0.13553113553113552	19	1	0.25333333333333335	-0.4933333333333333
DNA double-strand break processing	0.06744655126238508	0.9462759462759462	39	1	0.52	0.040000000000000036
DNA double-strand break processing involved in repair via single-strand annealing	-0.5095386025851599	0.6092796092796093	31	1	0.41333333333333333	-0.17333333333333334
DNA integrity checkpoint signaling	-0.1173502191416666	0.6037851037851037	30	1	0.4	-0.19999999999999996
DNA methylation-dependent constitutive heterochromatin formation	-0.9257412203512428	0.42185592185592186	26.5	1	0.35333333333333333	-0.29333333333333333
DNA modification	0.03130508305450769	0.9273504273504274	36	1	0.48	-0.040000000000000036
DNA recombination	0.01127422726506544	0.8876678876678876	35	1	0.4666666666666667	-0.06666666666666665
DNA repair-dependent chromatin remodeling	-0.3036462139292856	0.7423687423687424	33	1	0.44	-0.12
DNA replication	-0.009102161553889765	0.9896214896214897	37	1	0.49333333333333335	-0.013333333333333308
DNA replication checkpoint signaling	0	0.9908424908424909	37	1	0.49333333333333335	-0.013333333333333308
DNA replication initiation	0.3131475028150776	0.6971916971916972	43.5	1	0.58	0.15999999999999992
DNA replication, synthesis of primer	0	0.4981684981684982	45	1	0.6	0.19999999999999996
DNA strand elongation	0	0.99633699633699635	39	1	0.52	0.040000000000000036
DNA strand resection involved in replication fork processing	0	0.48840048840048844	46	1	0.6133333333333333	0.22666666666666657
DNA synthesis involved in DNA repair	-0.15717969768483314	0.2612942612942613	22	1	0.29333333333333333	-0.41333333333333333
DNA topological change	-1.0640412828899748	0.06715506715506715	13	1	0.17333333333333334	-0.6533333333333333
DNA-templated DNA replication	0.05238624266338909	0.8321123321123322	34	1	0.4533333333333333	-0.09333333333333338
DNA-templated DNA replication maintenance of fidelity	-0.020405740461580113	0.7661782661782662	33	1	0.44	-0.12
DNA-templated transcription elongation	0	0.5341880341880343	46	1	0.6133333333333333	0.22666666666666657
DNA-templated transcription initiation	-0.3975548397503885	0.521978021978022	28	1	0.37333333333333335	-0.2533333333333333
DNA-templated transcription termination	-0.5378903821241975	0.4120879120879121	26	1	0.3466666666666667	-0.30666666666666664
ER overload response	-0.737353084990427	0.28327228327228327	23	1	0.30666666666666664	-0.3866666666666667
ER-nucleus signaling pathway	-0.5432749291264867	0.08974358974358974	14	1	0.18666666666666668	-0.6266666666666667
ERAD pathway	-0.6504294872954052	0.21855921855921856	20	1	0.26666666666666666	-0.4666666666666667
ERBB signaling pathway	-0.25098409548342177	0.3492063492063492	24	1	0.32	-0.36
ERBB2 signaling pathway	-0.31560591160543466	0.36385836385836384	25	1	0.3333333333333333	-0.33333333333333337
ERBB2-EGFR signaling pathway	-0.5095386025851599	0.2661782661782662	22.5	1	0.3	-0.4
ERBB4 signaling pathway	0	0.7643467643467644	31	1	0.41333333333333333	-0.17333333333333334
ERK1 and ERK2 cascade	0.018608522794867743	0.8632478632478633	35	1	0.4666666666666667	-0.06666666666666665
Fc receptor mediated stimulatory signaling pathway	0.010396482123130157	0.5634920634920635	29	1	0.38666666666666666	-0.22666666666666668
Fc receptor signaling pathway	0.08525062546271145	0.6092796092796093	45	1	0.6	0.19999999999999996
Fc-epsilon receptor signaling pathway	0.058018296597269425	0.7142857142857142	43	1	0.5733333333333334	0.14666666666666672
Fc-gamma receptor signaling pathway	0.20164620012731027	0.9481074481074481	39	1	0.52	0.040000000000000036
Fc-gamma receptor signaling pathway involved in phagocytosis	0.010396482123130157	0.5634920634920635	29	1	0.38666666666666666	-0.22666666666666668
G protein-coupled acetylcholine receptor signaling pathway	-0.6569681711570389	0.46886446886446886	27.5	1	0.36666666666666664	-0.2666666666666667
G protein-coupled dopamine receptor signaling pathway	-0.32263210928297836	0.28144078144078144	23	1	0.30666666666666664	-0.3866666666666667
G protein-coupled glutamate receptor signaling pathway	0.03251752303699479	0.9578754578754578	39	1	0.52	0.040000000000000036
G protein-coupled receptor internalization	-0.5095386025851599	0.5470085470085471	29	1	0.38666666666666666	-0.22666666666666668
G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger	0.0177547222757094	0.8736263736263736	35	1	0.4666666666666667	-0.06666666666666665
G protein-coupled serotonin receptor signaling pathway	0	0.341880341880342	49	1	0.6533333333333333	0.30666666666666664
G1 to G0 transition	-1.246662540457231	0.2045177045177045	21	1	0.28	-0.43999999999999995
G1/S transition of mitotic cell cycle	-0.4224813395649581	0.23992673992673993	21	1	0.28	-0.43999999999999995
G2/M transition of mitotic cell cycle	-0.20831957169980758	0.6721611721611722	31	1	0.41333333333333333	-0.17333333333333334
GDP-L-fucose biosynthetic process	-0.9693242784244512	0.5470085470085471	29	1	0.38666666666666666	-0.22666666666666668
GDP-L-fucose metabolic process	-0.4609408338994971	0.49694749694749696	28	1	0.37333333333333335	-0.2533333333333333
GDP-mannose biosynthetic process	0	0.6098901098901099	31	1	0.41333333333333333	-0.17333333333333334
GDP-mannose metabolic process	0	0.8034188034188033	34	1	0.4533333333333333	-0.09333333333333338
GMP biosynthetic process	-0.737353084990427	0.46886446886446886	27.5	1	0.36666666666666664	-0.2666666666666667
GMP metabolic process	-0.5378903821241975	0.6227106227106227	30.5	1	0.4066666666666667	-0.18666666666666665
GPI anchor biosynthetic process	-0.5611544197349376	0.6794871794871795	31.5	1	0.42	-0.16000000000000003
GPI anchor metabolic process	-0.5611544197349376	0.6794871794871795	31.5	1	0.42	-0.16000000000000003
GPI anchored protein biosynthesis	-0.7531559143061219	0.1446886446886447	17	1	0.22666666666666666	-0.5466666666666666
GTP metabolic process	0.4012829309901449	0.8650793650793651	41	1	0.5466666666666666	0.09333333333333327
Golgi inheritance	-1.0499588587660549	0.2448107448107448	22.5	1	0.3	-0.4
Golgi localization	-0.3475445670047521	0.7948717948717949	41.5	1	0.5533333333333333	0.10666666666666669
Golgi organization	-0.0016146810868514216	0.7716727716727717	33	1	0.44	-0.12
Golgi ribbon formation	-0.31394258923012286	0.4572649572649573	29	1	0.38666666666666666	-0.22666666666666668
Golgi to endosome transport	-0.5378903821241975	0.5586080586080586	29	1	0.38666666666666666	-0.22666666666666668
Golgi to lysosome transport	-0.39656829490803824	0.6282051282051282	30.5	1	0.4066666666666667	-0.18666666666666665
Golgi to plasma membrane protein transport	-0.10453041532722607	0.3125763125763126	23	1	0.30666666666666664	-0.3866666666666667
Golgi to plasma membrane transport	-0.10702427669597692	0.3492063492063492	24	1	0.32	-0.36
Golgi to vacuole transport	-0.39656829490803824	0.6282051282051282	30.5	1	0.4066666666666667	-0.18666666666666665
Golgi vesicle budding	0	0.9401709401709402	46.5	1	0.62	0.24
Golgi vesicle transport	0.021269344001712986	0.670940170940171	31	1	0.41333333333333333	-0.17333333333333334
HRI-mediated signaling	0	0.7081807081807081	43	1	0.5733333333333334	0.14666666666666672
IMP biosynthetic process	-1.4048475674843326	0.17155067155067155	20.5	1	0.2733333333333333	-0.45333333333333337
IMP metabolic process	-0.9693242784244512	0.17887667887667888	20.5	1	0.2733333333333333	-0.45333333333333337
IRES-dependent viral translational initiation	-0.6486203946625518	0.11904761904761905	18	1	0.24	-0.52
ISG15-protein conjugation	0	1	35	1	0.4666666666666667	-0.06666666666666665
JNK cascade	0.08670834904650482	0.7625152625152625	42.5	1	0.5666666666666667	0.1333333333333333
L-alanine transmembrane transport	-1.0640412828899748	0.10744810744810745	18.5	1	0.24666666666666667	-0.5066666666666666
L-alanine transport	-1.01387105035666	0.15567765567765568	20	1	0.26666666666666666	-0.4666666666666667
L-alpha-amino acid transmembrane transport	-0.46553495280978385	0.34737484737484736	24	1	0.32	-0.36
L-amino acid biosynthetic process	-0.4247783336415755	0.18986568986568989	19	1	0.25333333333333335	-0.4933333333333333
L-amino acid catabolic process	0.3746026189406536	0.31196581196581197	52	1	0.6933333333333334	0.3866666666666667
L-amino acid metabolic process	0.055134486859199805	0.8260073260073261	34	1	0.4533333333333333	-0.09333333333333338
L-amino acid transport	-0.47534500442922123	0.39194139194139194	25.5	1	0.34	-0.31999999999999995
L-arginine catabolic process	0	1	43.5	1	0.58	0.15999999999999992
L-arginine transmembrane transport	-0.4659842864463142	0.5543345543345544	29	1	0.38666666666666666	-0.22666666666666668
L-ascorbic acid metabolic process	-0.44141767153705774	0.5836385836385837	29.5	1	0.3933333333333333	-0.21333333333333337
L-cystine transport	-0.9693242784244512	0.21367521367521367	21	1	0.28	-0.43999999999999995
L-glutamate catabolic process	0.7443778490183032	0.2777777777777779	51	1	0.68	0.3600000000000001
L-glutamate import	-0.4927328610236981	0.13675213675213674	19	1	0.25333333333333335	-0.4933333333333333
L-glutamate transmembrane transport	-0.5378903821241975	0.1752136752136752	20	1	0.26666666666666666	-0.4666666666666667
L-glutamine family amino acid biosynthetic process	-0.7336778795008799	0.05067155067155067	11	1	0.14666666666666667	-0.7066666666666667
L-histidine catabolic process	-0.737353084990427	0.778998778998779	34	1	0.4533333333333333	-0.09333333333333338
L-histidine metabolic process	-0.737353084990427	0.778998778998779	34	1	0.4533333333333333	-0.09333333333333338
L-leucine transport	-0.30418081120944696	0.6245421245421245	30.5	1	0.4066666666666667	-0.18666666666666665
L-lysine transmembrane transport	0	0.7783882783882783	41	1	0.5466666666666666	0.09333333333333327
L-lysine transport	0	0.8376068376068376	36	1	0.48	-0.040000000000000036
L-methionine biosynthetic process	0	0.811965811965812	48	1	0.64	0.28
L-methionine salvage	0	0.811965811965812	48	1	0.64	0.28
L-proline metabolic process	-1.144078340407147	0.025030525030525032	8	1	0.10666666666666667	-0.7866666666666666
L-serine metabolic process	-0.067967409972294	0.6599511599511599	31	1	0.41333333333333333	-0.17333333333333334
L-tryptophan catabolic process	0	1	36	1	0.48	-0.040000000000000036
L-tryptophan metabolic process	0	0.927960927960928	38	1	0.5066666666666667	0.01333333333333342
L-tyrosine catabolic process	0	0.8003663003663004	40	1	0.5333333333333333	0.06666666666666665
MAPK cascade	0.0580643418625999	0.8797313797313797	35	1	0.4666666666666667	-0.06666666666666665
MHC class I protein complex assembly	0	0.811965811965812	48	1	0.64	0.28
MHC protein complex assembly	0	0.4151404151404152	54	1	0.72	0.43999999999999995
MyD88-dependent toll-like receptor signaling pathway	0.7793436167448666	0.6617826617826617	44	1	0.5866666666666667	0.17333333333333334
MyD88-independent toll-like receptor signaling pathway	-0.28619093150312586	1	38.5	1	0.5133333333333333	0.026666666666666616
N-acetylglucosamine metabolic process	0.6286197042827341	0.30219780219780223	52	1	0.6933333333333334	0.3866666666666667
N-acetylneuraminate metabolic process	0.6977299051946902	0.4126984126984128	49	1	0.6533333333333333	0.30666666666666664
N-acylphosphatidylethanolamine metabolic process	-0.3031107809141478	0.9126984126984127	36	1	0.48	-0.040000000000000036
N-glycan processing	-0.094176643796273	0.8302808302808303	34	1	0.4533333333333333	-0.09333333333333338
N-terminal protein amino acid acetylation	-0.4543745778384994	0.8064713064713065	35	1	0.4666666666666667	-0.06666666666666665
N-terminal protein amino acid modification	0.06086106960029908	0.5641025641025641	46	1	0.6133333333333333	0.22666666666666657
NAD+ metabolic process	-0.06544341816897958	0.725885225885226	43	1	0.5733333333333334	0.14666666666666672
NADH dehydrogenase complex assembly	0.10750752326570703	0.9365079365079365	36	1	0.48	-0.040000000000000036
NADP+ metabolic process	-0.018558038140261468	0.7161172161172161	32	1	0.4266666666666667	-0.1466666666666666
NADPH regeneration	-0.558622767020079	0.2216117216117216	21	1	0.28	-0.43999999999999995
NK T cell activation	-0.9693242784244512	0.30280830280830284	23.5	1	0.31333333333333335	-0.3733333333333333
NLS-bearing protein import into nucleus	-0.7047651522837943	0.4120879120879121	26	1	0.3466666666666667	-0.30666666666666664
Notch receptor processing	-0.44141767153705774	0.576923076923077	29.5	1	0.3933333333333333	-0.21333333333333337
Notch signaling pathway	-0.8509099292082345	0.03235653235653236	9	1	0.12	-0.76
P-body assembly	-0.7309593706547505	0.11111111111111112	16	1	0.21333333333333335	-0.5733333333333333
PERK-mediated unfolded protein response	0	0.6098901098901099	31	1	0.41333333333333333	-0.17333333333333334
PML body organization	0	0.4273504273504274	29	1	0.38666666666666666	-0.22666666666666668
R-loop processing	-0.1190412524625038	0.9993894993894994	38.5	1	0.5133333333333333	0.026666666666666616
RIG-I signaling pathway	-0.737353084990427	0.6141636141636142	30	1	0.4	-0.19999999999999996
RISC complex assembly	-0.6941064920057849	0.2045177045177045	20	1	0.26666666666666666	-0.4666666666666667
RNA 3'-end processing	-0.713904672477511	0.416971916971917	26	1	0.3466666666666667	-0.30666666666666664
RNA 5'-end processing	0.06272006977024047	0.7387057387057387	43	1	0.5733333333333334	0.14666666666666672
RNA capping	-0.737353084990427	0.39194139194139194	25.5	1	0.34	-0.31999999999999995
RNA catabolic process	-0.4413324190204559	0.24786324786324787	21	1	0.28	-0.43999999999999995
RNA decapping	-0.7708762389975408	0.9230769230769231	37.5	1	0.5	0
RNA destabilization	-0.1313431025357416	0.7344322344322345	32.5	1	0.43333333333333335	-0.1333333333333333
RNA export from nucleus	-0.31791142872108863	0.10622710622710622	15	1	0.2	-0.6
RNA localization	-0.1848340562152565	0.30952380952380953	23	1	0.30666666666666664	-0.3866666666666667
RNA localization to Cajal body	-0.9693242784244512	0.09035409035409035	17	1	0.22666666666666666	-0.5466666666666666
RNA localization to nucleus	-0.9693242784244512	0.09035409035409035	17	1	0.22666666666666666	-0.5466666666666666
RNA methylation	-0.7002950873822819	0.3821733821733822	25	1	0.3333333333333333	-0.33333333333333337
RNA modification	-0.6175084043104289	0.4810744810744811	27.5	1	0.36666666666666664	-0.2666666666666667
RNA polymerase II preinitiation complex assembly	0.4901865478990007	0.15567765567765557	57	1	0.76	0.52
RNA polymerase II promoter clearance	0	0.927960927960928	38	1	0.5066666666666667	0.01333333333333342
RNA polymerase II transcription initiation surveillance	-0.4779055723911234	0.2509157509157509	22	1	0.29333333333333333	-0.41333333333333333
RNA splicing, via endonucleolytic cleavage and ligation	0	0.927960927960928	40	1	0.5333333333333333	0.06666666666666665
RNA splicing, via transesterification reactions	-0.10529206257280238	0.43101343101343104	26	1	0.3466666666666667	-0.30666666666666664
RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	-0.10981656706331344	0.43101343101343104	26	1	0.3466666666666667	-0.30666666666666664
RNA stabilization	-0.37329059586489194	0.025030525030525032	8	1	0.10666666666666667	-0.7866666666666666
RNA surveillance	-0.3485742789961582	0.2960927960927961	23	1	0.30666666666666664	-0.3866666666666667
RNA transport	-0.1895540393690962	0.27533577533577536	22	1	0.29333333333333333	-0.41333333333333333
RNA-templated DNA biosynthetic process	-0.2784891624536376	0.503052503052503	28	1	0.37333333333333335	-0.2533333333333333
Rac protein signal transduction	-0.03796111055614548	0.5915750915750916	30	1	0.4	-0.19999999999999996
Rap protein signal transduction	-0.9693242784244512	0.3772893772893773	25.5	1	0.34	-0.31999999999999995
Ras protein signal transduction	0.02775544505362937	0.8040293040293041	41.5	1	0.5533333333333333	0.10666666666666669
Rho protein signal transduction	-0.20465132403981712	0.1446886446886447	17	1	0.22666666666666666	-0.5466666666666666
Rho-activating G protein-coupled receptor signaling pathway	-0.737353084990427	0.13797313797313798	19.5	1	0.26	-0.48
Roundabout signaling pathway	0	0.8376068376068376	36	1	0.48	-0.040000000000000036
S-adenosylmethionine metabolic process	-0.8176017488133615	0.2380952380952381	22	1	0.29333333333333333	-0.41333333333333333
SA node cell action potential	0	0.6959706959706959	41	1	0.5466666666666666	0.09333333333333327
SA node cell to atrial cardiac muscle cell communication	0	0.6959706959706959	41	1	0.5466666666666666	0.09333333333333327
SA node cell to atrial cardiac muscle cell signaling	0	0.6959706959706959	41	1	0.5466666666666666	0.09333333333333327
SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	0.013627651260308793	0.9023199023199023	35.5	1	0.47333333333333333	-0.053333333333333344
SMAD protein signal transduction	0.4112134415340543	0.5641025641025641	46	1	0.6133333333333333	0.22666666666666657
SNARE complex assembly	0.6432475781930815	0.2777777777777779	51	1	0.68	0.3600000000000001
SREBP signaling pathway	-1.144078340407147	0.05067155067155067	11	1	0.14666666666666667	-0.7066666666666667
T cell activation	0.01395936353622429	0.9993894993894994	37	1	0.49333333333333335	-0.013333333333333308
T cell activation involved in immune response	0.07270474737489091	0.7747252747252747	33	1	0.44	-0.12
T cell apoptotic process	0	0.6752136752136751	33	1	0.44	-0.12
T cell chemotaxis	0.552556048451446	0.13431013431013428	61.5	1	0.82	0.6399999999999999
T cell costimulation	-0.31845365867462966	0.21794871794871795	20	1	0.26666666666666666	-0.4666666666666667
T cell differentiation	-0.1680049418579148	0.1446886446886447	17	1	0.22666666666666666	-0.5466666666666666
T cell differentiation involved in immune response	-0.12174133347416316	0.4230769230769231	26	1	0.3466666666666667	-0.30666666666666664
T cell homeostasis	0	0.547008547008547	32	1	0.4266666666666667	-0.1466666666666666
T cell lineage commitment	0	0.4059829059829061	48	1	0.64	0.28
T cell mediated cytotoxicity	0	0.9401709401709402	37	1	0.49333333333333335	-0.013333333333333308
T cell mediated immunity	-0.02636888344673005	0.8650793650793651	41	1	0.5466666666666666	0.09333333333333327
T cell migration	0.3689252785803176	0.10073260073260082	59	1	0.7866666666666666	0.5733333333333333
T cell proliferation	-0.27588363639780167	1	39	1	0.52	0.040000000000000036
T cell receptor signaling pathway	-0.47630589789520017	0.4725274725274725	27	1	0.36	-0.28
T cell selection	-0.5691072445570406	0.16666666666666669	18	1	0.24	-0.52
T-helper 1 type immune response	-0.5917502561594178	0.7863247863247863	33.5	1	0.44666666666666666	-0.10666666666666669
T-helper 17 type immune response	0	0.415140415140415	47	1	0.6266666666666667	0.2533333333333334
T-helper cell differentiation	-0.12694986970767186	0.4230769230769231	26	1	0.3466666666666667	-0.30666666666666664
T-helper cell lineage commitment	0	0.5811965811965811	44	1	0.5866666666666667	0.17333333333333334
TOR signaling	-0.6700355184330687	0.12026862026862027	16	1	0.21333333333333335	-0.5733333333333333
TORC1 signaling	-0.6013463247300375	0.1752136752136752	20	1	0.26666666666666666	-0.4666666666666667
TORC2 signaling	-0.8176017488133615	0.06715506715506715	13	1	0.17333333333333334	-0.6533333333333333
TRAIL-activated apoptotic signaling pathway	0	0.8302808302808302	41	1	0.5466666666666666	0.09333333333333327
TRIF-dependent toll-like receptor signaling pathway	-0.3890197119258505	0.833943833943834	36	1	0.48	-0.040000000000000036
U2-type prespliceosome assembly	0	0.9401709401709402	37	1	0.49333333333333335	-0.013333333333333308
UDP-N-acetylglucosamine biosynthetic process	0	0.8547008547008548	41	1	0.5466666666666666	0.09333333333333327
UDP-N-acetylglucosamine metabolic process	0	0.7264957264957266	43	1	0.5733333333333334	0.14666666666666672
UV protection	0.018686721977931642	0.8156288156288156	41.5	1	0.5533333333333333	0.10666666666666669
UV-damage excision repair	-0.13271706908227232	0.2698412698412698	22	1	0.29333333333333333	-0.41333333333333333
V(D)J recombination	-0.8176017488133615	0.29304029304029305	23.5	1	0.31333333333333335	-0.3733333333333333
Wnt signaling pathway	-0.4453700673513503	0.24786324786324787	21	1	0.28	-0.43999999999999995
Wnt signaling pathway, planar cell polarity pathway	-0.7309593706547505	0.6141636141636142	30	1	0.4	-0.19999999999999996
[2Fe-2S] cluster assembly	0	0.5982905982905984	45	1	0.6	0.19999999999999996
acetyl-CoA biosynthetic process	0.46962074696283657	0.22222222222222232	53	1	0.7066666666666667	0.41333333333333333
acetyl-CoA metabolic process	0.6832897964194126	0.16788766788766796	56	1	0.7466666666666667	0.4933333333333334
acetylcholine receptor signaling pathway	-0.4214196091263238	0.6617826617826618	31.5	1	0.42	-0.16000000000000003
acidic amino acid transport	-0.4543745778384994	0.1752136752136752	20	1	0.26666666666666666	-0.4666666666666667
acrosomal vesicle exocytosis	0.5499220441708832	0.33333333333333326	50	1	0.6666666666666666	0.33333333333333326
acrosome reaction	0.6977299051946902	0.4126984126984128	49	1	0.6533333333333333	0.30666666666666664
actin filament bundle assembly	-0.3123189052523925	0.07509157509157509	13	1	0.17333333333333334	-0.6533333333333333
actin filament bundle organization	-0.3175024813301034	0.07509157509157509	13	1	0.17333333333333334	-0.6533333333333333
actin filament capping	-0.9257412203512432	0.2863247863247863	23.5	1	0.31333333333333335	-0.3733333333333333
actin filament depolymerization	-1.01387105035666	0.503052503052503	28	1	0.37333333333333335	-0.2533333333333333
actin filament organization	-0.19745185107095187	0.1672771672771673	18	1	0.24	-0.52
actin filament polymerization	-0.14793553044848323	0.5207570207570208	28.5	1	0.38	-0.24
actin filament severing	-0.6087295737485361	0.36385836385836384	25	1	0.3333333333333333	-0.33333333333333337
actin filament-based movement	0.1373481530766391	0.724053724053724	32	1	0.4266666666666667	-0.1466666666666666
actin nucleation	-0.22601726840974137	0.73992673992674	34.5	1	0.46	-0.07999999999999996
actin polymerization or depolymerization	-0.4502845046102293	0.2698412698412698	22	1	0.29333333333333333	-0.41333333333333333
actin-mediated cell contraction	0.02717444137999253	0.9877899877899878	38	1	0.5066666666666667	0.01333333333333342
actin-myosin filament sliding	0	0.811965811965812	39	1	0.52	0.040000000000000036
action potential	0.1096263570533128	0.8736263736263736	35	1	0.4666666666666667	-0.06666666666666665
activation of GTPase activity	-0.5034838430103508	0.34065934065934067	24.5	1	0.32666666666666666	-0.3466666666666667
activation of adenylate cyclase activity	-0.03456032074697246	0.9188034188034189	36	1	0.48	-0.040000000000000036
activation of innate immune response	0.07784302197730553	0.7802197802197801	42	1	0.56	0.1200000000000001
activation of protein kinase B activity	0	0.6959706959706959	41	1	0.5466666666666666	0.09333333333333327
activation of protein kinase activity	0.03575506975514953	0.43956043956043955	48.5	1	0.6466666666666666	0.2933333333333332
