GO_term	median_diff	p_value	statistic	p_adj	auroc	norm_auroc
N-terminal protein amino acid modification	0.013075415379745325	0.6747741147741146	55	1	0.5288461538461539	0.05769230769230771
NAD+ metabolic process	0.11942882305543756	0.5047130647130647	59	1	0.5673076923076923	0.13461538461538458
NADH dehydrogenase complex assembly	0.2777810067621127	0.35457875457875443	63	1	0.6057692307692307	0.21153846153846145
NADP+ metabolic process	-0.030832704831529112	0.9161416361416361	46	1	0.4423076923076923	-0.11538461538461542
NADPH regeneration	0.21001104681793475	0.813968253968254	52	1	0.5	0
NK T cell activation	-0.4846621392122256	0.5245421245421246	38	1	0.36538461538461536	-0.2692307692307693
NLS-bearing protein import into nucleus	0	0.6974358974358974	55	1	0.5288461538461539	0.05769230769230771
Notch receptor processing	-0.019715389186676535	0.9593162393162393	47	1	0.4519230769230769	-0.09615384615384615
Notch signaling pathway	-0.7376195631637046	0.0838095238095238	22.5	1	0.21634615384615385	-0.5673076923076923
P-body assembly	-0.6939637709058947	0.40293040293040294	35.5	1	0.34134615384615385	-0.3173076923076923
PERK-mediated unfolded protein response	0	0.7890598290598291	44	1	0.4230769230769231	-0.15384615384615385
PML body organization	0	0.5666422466422467	41.5	1	0.39903846153846156	-0.20192307692307687
R-loop processing	-0.2316674089303422	0.7193162393162393	42.5	1	0.40865384615384615	-0.1826923076923077
RIG-I signaling pathway	-0.3686765424952135	0.9811965811965813	47	1	0.4519230769230769	-0.09615384615384615
RISC complex assembly	-0.40631661673702824	0.1981929181929182	28	1	0.2692307692307692	-0.46153846153846156
RNA 3'-end processing	-0.44832933397983843	0.30915750915750917	32	1	0.3076923076923077	-0.3846153846153846
RNA 5'-end processing	-0.10898604930342465	1	48	1	0.46153846153846156	-0.07692307692307687
RNA capping	-0.7962792457591868	0.16117216117216118	27.5	1	0.2644230769230769	-0.47115384615384615
RNA catabolic process	-0.2947921945830877	0.3247863247863248	32.5	1	0.3125	-0.375
RNA decapping	0.5433714293795784	0.3111111111111111	63.5	1	0.6105769230769231	0.22115384615384626
RNA destabilization	-0.12213266582647797	0.6441025641025641	40.5	1	0.3894230769230769	-0.22115384615384615
RNA export from nucleus	-0.25257172725833477	0.1855921855921856	27.5	1	0.2644230769230769	-0.47115384615384615
RNA localization	-0.12580104482854437	0.471013431013431	36.5	1	0.35096153846153844	-0.29807692307692313
RNA localization to Cajal body	-0.4846621392122256	0.17123321123321125	30	1	0.28846153846153844	-0.42307692307692313
RNA localization to nucleus	-0.4846621392122256	0.17123321123321125	30	1	0.28846153846153844	-0.42307692307692313
RNA methylation	-0.2882602625669007	0.5390964590964591	38	1	0.36538461538461536	-0.2692307692307693
RNA modification	-0.16335122461803053	0.7851526251526252	43.5	1	0.4182692307692308	-0.16346153846153844
RNA polymerase II preinitiation complex assembly	0.3696903554442251	0.21391941391941383	67	1	0.6442307692307693	0.28846153846153855
RNA polymerase II promoter clearance	-0.22070883576852887	0.46886446886446886	37	1	0.3557692307692308	-0.28846153846153844
RNA polymerase II transcription initiation surveillance	-0.4128795893048102	0.19096459096459098	28	1	0.2692307692307692	-0.46153846153846156
RNA splicing, via endonucleolytic cleavage and ligation	0	0.6153846153846154	56.5	1	0.5432692307692307	0.08653846153846145
RNA splicing, via transesterification reactions	-0.17001115873592815	0.3891575091575092	34	1	0.3269230769230769	-0.34615384615384615
RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	-0.18362068111831686	0.3540903540903541	33	1	0.3173076923076923	-0.3653846153846154
RNA stabilization	-0.13514230635119795	0.5427106227106228	38	1	0.36538461538461536	-0.2692307692307693
RNA surveillance	-0.3160926886250236	0.17533577533577532	27	1	0.25961538461538464	-0.4807692307692307
RNA transport	-0.15315070391630042	0.43164835164835164	35.5	1	0.34134615384615385	-0.3173076923076923
RNA-templated DNA biosynthetic process	-0.30478649539881564	0.3789010989010989	35	1	0.33653846153846156	-0.32692307692307687
Rac protein signal transduction	0.33411104183468043	0.45763125763125756	60	1	0.5769230769230769	0.15384615384615374
Rap protein signal transduction	-0.4846621392122256	0.7422710622710623	43	1	0.41346153846153844	-0.17307692307692313
Ras protein signal transduction	-0.11743242349220873	0.8356532356532357	44.5	1	0.42788461538461536	-0.14423076923076927
Rho protein signal transduction	-0.03024248392550255	0.9927228327228328	48.5	1	0.46634615384615385	-0.06730769230769229
Rho-activating G protein-coupled receptor signaling pathway	-0.3686765424952135	0.31765567765567765	35	1	0.33653846153846156	-0.32692307692307687
Roundabout signaling pathway	-0.5538882142707763	0.41914529914529913	37	1	0.3557692307692308	-0.28846153846153844
S-adenosylmethionine metabolic process	-0.8364035776706541	0.08908424908424908	23	1	0.22115384615384615	-0.5576923076923077
SA node cell action potential	-0.30067316236501873	0.6693040293040293	41	1	0.3942307692307692	-0.21153846153846156
SA node cell to atrial cardiac muscle cell communication	-0.30067316236501873	0.6693040293040293	41	1	0.3942307692307692	-0.21153846153846156
SA node cell to atrial cardiac muscle cell signaling	-0.30067316236501873	0.6693040293040293	41	1	0.3942307692307692	-0.21153846153846156
SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	-0.18997278277863494	0.43164835164835164	35.5	1	0.34134615384615385	-0.3173076923076923
SMAD protein signal transduction	-0.0023139811328715676	0.9859829059829059	49	1	0.47115384615384615	-0.05769230769230771
SNARE complex assembly	0.719682785964439	0.1333333333333333	68.5	1	0.6586538461538461	0.3173076923076923
SREBP signaling pathway	0.07733772170430042	0.6969474969474969	42	1	0.40384615384615385	-0.1923076923076923
T cell activation	-0.019347765002412864	0.9246398046398046	50	1	0.4807692307692308	-0.038461538461538436
T cell activation involved in immune response	0.17771722469462936	0.6346275946275945	56	1	0.5384615384615384	0.07692307692307687
T cell apoptotic process	-0.5320206414449874	0.15726495726495726	31	1	0.2980769230769231	-0.40384615384615385
T cell chemotaxis	0.5327703547038984	0.4738461538461538	59.5	1	0.5721153846153846	0.14423076923076916
T cell costimulation	-0.14033331445304986	0.7866178266178266	43.5	1	0.4182692307692308	-0.16346153846153844
T cell differentiation	-0.1140874165429549	0.6907936507936508	41.5	1	0.39903846153846156	-0.20192307692307687
T cell differentiation involved in immune response	0.012393718578003754	1	48	1	0.46153846153846156	-0.07692307692307687
T cell homeostasis	0	0.7658119658119659	46	1	0.4423076923076923	-0.11538461538461542
T cell lineage commitment	-0.19450985596292525	0.8341880341880341	52	1	0.5	0
T cell mediated cytotoxicity	-0.25476930129257996	0.38290598290598293	35	1	0.33653846153846156	-0.32692307692307687
T cell mediated immunity	-0.2595508722352141	0.7478388278388278	43	1	0.41346153846153844	-0.17307692307692313
T cell migration	0.2632088990093463	0.5782661782661782	57	1	0.5480769230769231	0.09615384615384626
T cell proliferation	0.04893607349834078	0.6107936507936507	57	1	0.5480769230769231	0.09615384615384626
T cell receptor signaling pathway	-0.3718438617471923	0.7224420024420024	42	1	0.40384615384615385	-0.1923076923076923
T cell selection	0.03720335685958598	0.9867643467643468	47.5	1	0.4567307692307692	-0.08653846153846156
T-helper 1 type immune response	-0.6421515768689483	0.4396581196581197	36.5	1	0.35096153846153844	-0.29807692307692313
T-helper 17 type immune response	0	0.23247863247863254	63.5	1	0.6105769230769231	0.22115384615384626
T-helper cell differentiation	0.01316690429860573	1	48	1	0.46153846153846156	-0.07692307692307687
T-helper cell lineage commitment	0	0.36532356532356536	60	1	0.5769230769230769	0.15384615384615374
TOR signaling	-0.01632455405272304	0.9313797313797314	50	1	0.4807692307692308	-0.038461538461538436
TORC1 signaling	-0.30067316236501873	0.3213675213675214	34	1	0.3269230769230769	-0.34615384615384615
TORC2 signaling	-0.3686765424952135	0.9748473748473749	49	1	0.47115384615384615	-0.05769230769230771
TRAIL-activated apoptotic signaling pathway	0	0.5645909645909646	57	1	0.5480769230769231	0.09615384615384626
TRIF-dependent toll-like receptor signaling pathway	-0.5229939415414446	0.5782661782661783	40	1	0.38461538461538464	-0.23076923076923073
U2-type prespliceosome assembly	-0.25476930129257996	0.38290598290598293	35	1	0.33653846153846156	-0.32692307692307687
UDP-N-acetylglucosamine biosynthetic process	0	0.5606837606837607	57.5	1	0.5528846153846154	0.10576923076923084
UDP-N-acetylglucosamine metabolic process	0.236354501848457	0.4444444444444444	60	1	0.5769230769230769	0.15384615384615374
UV protection	0.40016322601115845	0.4523565323565324	60	1	0.5769230769230769	0.15384615384615374
UV-damage excision repair	0.3089473626852231	0.6353113553113552	56	1	0.5384615384615384	0.07692307692307687
V(D)J recombination	-0.4088008744066807	0.41084249084249086	37	1	0.3557692307692308	-0.28846153846153844
Wnt signaling pathway	-0.49719165683796884	0.1263980463980464	24.5	1	0.23557692307692307	-0.5288461538461539
Wnt signaling pathway, planar cell polarity pathway	-0.36547968532737524	0.9675213675213674	49	1	0.47115384615384615	-0.05769230769230771
[2Fe-2S] cluster assembly	-0.3300800925798984	0.9675213675213674	49	1	0.47115384615384615	-0.05769230769230771
acetyl-CoA biosynthetic process	0.30658967392152003	0.5015873015873016	59	1	0.5673076923076923	0.13461538461538458
acetyl-CoA metabolic process	0.4882137322209218	0.2148962148962148	67	1	0.6442307692307693	0.28846153846153855
acetylcholine receptor signaling pathway	-0.4472663675566586	0.24351648351648353	30.5	1	0.2932692307692308	-0.41346153846153844
acidic amino acid transport	-0.49514659644698755	0.044444444444444446	20	1	0.19230769230769232	-0.6153846153846154
acrosomal vesicle exocytosis	0.6730200189533398	0.16888888888888887	67.5	1	0.6490384615384616	0.29807692307692313
acrosome reaction	0.24692492987666498	0.6793650793650794	55	1	0.5288461538461539	0.05769230769230771
actin filament bundle assembly	-0.12405682541077212	0.987936507936508	47.5	1	0.4567307692307692	-0.08653846153846156
actin filament bundle organization	-0.1474011874112664	0.987936507936508	47.5	1	0.4567307692307692	-0.08653846153846156
actin filament capping	-0.4628706101756216	0.9313797313797314	46	1	0.4423076923076923	-0.11538461538461542
actin filament depolymerization	0.2635396626066951	0.3555555555555556	62	1	0.5961538461538461	0.1923076923076923
actin filament organization	0.06486863603842741	0.9373382173382174	49.5	1	0.47596153846153844	-0.04807692307692313
