Description	dn_aggregated_microarray_0.8	dn_aggregated_microarray_DE	dn_aggregated_microarray	GSE139871_GPL10558_MTB_control_blood_monocyte	GSE16250_GPL570_MTB_control_blood_pmbc	GSE34151_GPL10558_MTB_control_blood_dcs	GSE63548_GPL10558_LNTB_control_lymphnode_lymphnode	GSE83456_GPL10558_EPTB_control_blood	GSE83456_GPL10558_PTB_control_blood
regulation of follicle-stimulating hormone secretion	NA	0.0023094688221709007	NA	NA	NA	0.001218026796589525	NA	NA	NA
regulation of G protein-coupled receptor signaling pathway	NA	0.015011547344110854	NA	0.014663461538461538	NA	0.016565164433617538	0.015472922385824806	0.01430615164520744	0.01430615164520744
regulation of G0 to G1 transition	0.00816326530612245	NA	NA	NA	NA	NA	NA	NA	NA
regulation of G1/S transition of mitotic cell cycle	0.044897959183673466	NA	0.07216494845360824	NA	0.016199537156081256	0.013885505481120585	0.01522335912153731	0.01430615164520744	0.01430615164520744
regulation of G2/M transition of mitotic cell cycle	0.029931972789115645	NA	NA	NA	NA	NA	NA	NA	NA
regulation of gamma-aminobutyric acid secretion	NA	NA	NA	0.0016826923076923078	NA	0.00146163215590743	0.0014973795857249812	NA	NA
regulation of gamma-delta T cell activation	0.005442176870748299	NA	NA	NA	NA	NA	NA	NA	NA
regulation of gamma-delta T cell differentiation	0.005442176870748299	NA	NA	NA	NA	NA	NA	NA	NA
regulation of gastric acid secretion	NA	NA	NA	NA	NA	0.001218026796589525	NA	0.0017167381974248926	0.0017167381974248926
regulation of generation of precursor metabolites and energy	0.02585034013605442	NA	NA	NA	NA	NA	NA	NA	NA
regulation of glial cell proliferation	0.00816326530612245	NA	NA	NA	0.004628439187451787	NA	NA	0.004864091559370529	0.004864091559370529
regulation of gliogenesis	NA	NA	NA	0.009134615384615385	0.01105682694780149	0.0097442143727162	0.00973296730721238	0.011158798283261802	0.011158798283261802
regulation of glomerular mesangial cell proliferation	0.004081632653061225	NA	NA	NA	NA	NA	NA	NA	NA
regulation of glucose metabolic process	0.014965986394557823	NA	NA	NA	0.009514013885317562	NA	NA	NA	NA
regulation of glucose transmembrane transport	0.012244897959183673	NA	NA	NA	NA	NA	NA	NA	NA
regulation of glutamate secretion	NA	NA	NA	NA	NA	NA	0.0029947591714499623	NA	NA
regulation of glycolytic process	0.009523809523809525	NA	NA	NA	NA	NA	NA	NA	NA
regulation of gonadotropin secretion	NA	NA	NA	NA	NA	0.00194884287454324	0.0017469428500124782	NA	NA
regulation of granulocyte chemotaxis	NA	NA	NA	NA	NA	NA	0.005490391814324931	0.006008583690987125	0.006008583690987125
regulation of granulocyte differentiation	NA	NA	NA	NA	NA	NA	0.002246069378587472	NA	NA
regulation of heart contraction	NA	0.022517321016166283	NA	0.01971153846153846	0.023656466958086913	0.01997563946406821	0.021961567257299724	0.022317596566523604	0.022317596566523604
regulation of heart growth	0.014965986394557823	NA	NA	0.0057692307692307696	0.007199794291591669	NA	NA	NA	NA
regulation of heart rate	NA	0.01212471131639723	NA	0.009615384615384616	0.011828233479043456	0.01120584652862363	0.010731220364362366	0.010586552217453506	0.010586552217453506
regulation of heart rate by cardiac conduction	NA	NA	NA	NA	0.005142710208279763	0.005115712545676005	NA	0.004864091559370529	0.004864091559370529
regulation of hematopoietic progenitor cell differentiation	0.009523809523809525	NA	NA	NA	0.004628439187451787	NA	NA	NA	NA
regulation of hematopoietic stem cell differentiation	0.005442176870748299	NA	NA	NA	0.0030856261249678583	NA	NA	NA	NA
regulation of hemostasis	0.013605442176870748	NA	NA	0.007451923076923077	0.006942658781177681	NA	0.0072373346643374095	NA	NA
regulation of hepatocyte apoptotic process	0.004081632653061225	NA	NA	NA	NA	0.00146163215590743	NA	NA	NA
regulation of heterotypic cell-cell adhesion	NA	NA	NA	0.0028846153846153848	NA	NA	NA	NA	NA
regulation of high voltage-gated calcium channel activity	NA	NA	NA	0.0016826923076923078	NA	0.002192448233861145	NA	NA	NA
regulation of hormone metabolic process	0.009523809523809525	NA	NA	NA	NA	NA	NA	NA	NA
regulation of humoral immune response	NA	NA	NA	0.005528846153846154	NA	0.005602923264311815	NA	NA	NA
regulation of humoral immune response mediated by circulating immunoglobulin	NA	NA	NA	0.002403846153846154	NA	NA	NA	NA	NA
regulation of hydrogen peroxide metabolic process	0.005442176870748299	NA	NA	NA	0.00282849061455387	NA	NA	NA	NA
regulation of icosanoid secretion	0.006802721088435374	NA	NA	NA	NA	0.00292326431181486	NA	0.004577968526466381	0.004577968526466381
regulation of inclusion body assembly	0.005442176870748299	NA	NA	0.0026442307692307694	0.00282849061455387	NA	0.0027451959071624656	NA	NA
regulation of insulin receptor signaling pathway	0.013605442176870748	NA	NA	0.006490384615384616	NA	0.007064555420219245	NA	NA	NA
regulation of insulin secretion	0.02312925170068027	NA	NA	0.018990384615384614	0.016970943687323218	0.017295980511571253	0.01771899176441228	0.01659513590844063	0.01659513590844063
regulation of insulin secretion involved in cellular response to glucose stimulus	NA	NA	NA	0.00625	NA	0.00633373934226553	NA	NA	NA
regulation of insulin-like growth factor receptor signaling pathway	NA	NA	NA	NA	NA	NA	0.0034938857000249564	NA	NA
regulation of interleukin-1 production	NA	NA	NA	NA	NA	NA	0.010481657100074869	NA	NA
regulation of interleukin-12 production	NA	NA	NA	NA	NA	0.00779537149817296	NA	NA	NA
regulation of interleukin-17 production	NA	NA	NA	0.0045673076923076926	NA	NA	NA	NA	NA
regulation of interleukin-2 production	0.013605442176870748	NA	NA	NA	0.006685523270763692	0.00633373934226553	NA	NA	NA
regulation of interleukin-6 production	NA	NA	NA	0.013942307692307693	NA	NA	NA	0.013161659513590844	0.013161659513590844
regulation of interleukin-8 production	NA	NA	NA	NA	0.007971200822833634	NA	0.008235587721487397	0.008297567954220314	0.008297567954220314
regulation of intracellular protein transport	NA	NA	NA	NA	NA	NA	NA	0.015450643776824034	0.015450643776824034
regulation of intracellular steroid hormone receptor signaling pathway	NA	NA	NA	NA	0.006942658781177681	NA	NA	NA	NA
regulation of intrinsic apoptotic signaling pathway	0.04625850340136054	NA	NA	0.015865384615384615	0.01671380817690923	NA	0.014724232592962317	0.018311874105865523	0.018311874105865523
regulation of intrinsic apoptotic signaling pathway by p53 class mediator	0.00816326530612245	NA	NA	NA	NA	NA	NA	NA	NA
regulation of intrinsic apoptotic signaling pathway in response to DNA damage	0.00816326530612245	NA	NA	NA	NA	NA	NA	NA	NA
regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	0.005442176870748299	NA	NA	NA	NA	NA	NA	NA	NA
regulation of intrinsic apoptotic signaling pathway in response to osmotic stress	0.004081632653061225	NA	NA	NA	NA	NA	NA	NA	NA
regulation of JNK cascade	0.017687074829931974	NA	NA	0.013942307692307693	NA	NA	NA	NA	NA
regulation of JUN kinase activity	NA	NA	NA	0.004807692307692308	NA	NA	0.004492138757174944	NA	NA
regulation of keratinocyte differentiation	NA	NA	NA	NA	NA	NA	NA	0.005150214592274678	0.005150214592274678
regulation of keratinocyte migration	NA	NA	NA	NA	0.0020570840833119054	NA	NA	NA	NA
regulation of keratinocyte proliferation	NA	NA	NA	NA	NA	NA	0.004492138757174944	NA	NA
regulation of kidney development	0.00816326530612245	NA	NA	NA	0.004628439187451787	NA	0.004492138757174944	0.004864091559370529	0.004864091559370529
regulation of killing of cells of another organism	NA	NA	NA	0.0016826923076923078	NA	NA	NA	NA	NA
regulation of lamellipodium assembly	NA	NA	NA	NA	0.004628439187451787	0.004628501827040195	NA	NA	NA
regulation of lamellipodium organization	NA	NA	NA	NA	0.0061712522499357166	0.00535931790499391	NA	NA	NA
regulation of leukocyte apoptotic process	0.017687074829931974	NA	NA	0.008173076923076924	NA	NA	NA	0.010586552217453506	0.010586552217453506
regulation of leukocyte chemotaxis	0.017687074829931974	0.014434180138568129	NA	0.010576923076923078	0.010799691437387503	0.01266747868453106	0.013226853007237334	0.013447782546494993	0.013447782546494993
regulation of leukocyte degranulation	0.010884353741496598	NA	NA	NA	0.004885574697865775	NA	0.005490391814324931	NA	NA
regulation of leukocyte mediated cytotoxicity	NA	NA	NA	0.008894230769230769	0.010028284906145539	0.01071863580998782	0.010980783628649862	NA	NA
regulation of lipase activity	0.013605442176870748	NA	NA	NA	NA	NA	0.00399301222859995	NA	NA
regulation of lipid biosynthetic process	0.029931972789115645	NA	NA	0.01610576923076923	NA	0.018270401948842874	0.015722485650112302	0.014878397711015737	0.014878397711015737
regulation of lipid catabolic process	NA	0.009237875288683603	NA	NA	NA	0.007064555420219245	NA	NA	NA
regulation of lipid kinase activity	NA	NA	NA	NA	NA	0.001705237515225335	NA	NA	NA
regulation of lipid localization	0.024489795918367346	NA	NA	NA	0.014656724093597326	0.01412911084043849	0.014474669328674819	NA	NA
regulation of lipid transport	0.02040816326530612	NA	NA	NA	0.012856775520699408	0.012180267965895249	0.012228599950087347	NA	NA
regulation of lipoprotein lipase activity	NA	NA	NA	NA	NA	NA	0.0017469428500124782	NA	NA
regulation of lipoprotein metabolic process	NA	NA	NA	NA	0.0025713551041398816	NA	NA	NA	NA
regulation of long-term neuronal synaptic plasticity	NA	NA	NA	0.0038461538461538464	NA	NA	NA	NA	NA
regulation of long-term synaptic depression	NA	NA	NA	NA	NA	0.00243605359317905	NA	NA	NA
regulation of long-term synaptic potentiation	NA	NA	NA	0.005288461538461539	NA	0.005115712545676005	NA	NA	NA
regulation of lyase activity	NA	NA	NA	NA	0.005914116739521728	0.00535931790499391	0.005490391814324931	NA	NA
regulation of lymphocyte anergy	NA	NA	NA	NA	NA	NA	0.0014973795857249812	NA	NA
regulation of lymphocyte apoptotic process	0.014965986394557823	NA	NA	NA	NA	NA	NA	0.006580829756795422	0.006580829756795422
regulation of lymphocyte chemotaxis	NA	NA	NA	NA	0.0030856261249678583	NA	NA	NA	NA
regulation of lymphocyte mediated immunity	NA	NA	NA	NA	0.016970943687323218	0.017783191230207065	0.01746942850012478	NA	NA
regulation of lymphocyte migration	0.0163265306122449	NA	NA	NA	0.008228336333247621	0.007308160779537149	0.006738208135762416	NA	NA
regulation of macroautophagy	0.03537414965986395	NA	NA	NA	0.01722807919773721	NA	NA	NA	NA
regulation of macrophage activation	0.012244897959183673	NA	NA	0.0057692307692307696	NA	NA	NA	NA	NA
regulation of macrophage apoptotic process	NA	NA	NA	0.0016826923076923078	NA	NA	NA	NA	NA
regulation of macrophage chemotaxis	NA	NA	NA	NA	NA	NA	0.0034938857000249564	NA	NA
regulation of macrophage derived foam cell differentiation	NA	NA	NA	0.0038461538461538464	0.0035998971457958345	NA	0.00399301222859995	0.0037195994277539344	0.0037195994277539344
regulation of macrophage differentiation	NA	0.004618937644341801	NA	0.003125	NA	0.0036540803897685747	0.003743448964312453	0.004005722460658083	0.004005722460658083
regulation of macrophage migration	NA	NA	NA	NA	NA	NA	0.0049912652857499375	NA	NA
regulation of maintenance of mitotic sister chromatid cohesion	NA	NA	NA	NA	NA	NA	NA	0.0017167381974248926	0.0017167381974248926
regulation of maintenance of sister chromatid cohesion	NA	NA	NA	NA	NA	NA	NA	0.0017167381974248926	0.0017167381974248926
regulation of mammary gland epithelial cell proliferation	0.006802721088435374	NA	NA	NA	NA	NA	NA	NA	NA
regulation of MAP kinase activity	0.027210884353741496	0.016166281755196306	NA	0.012980769230769231	0.01259964001028542	NA	0.012228599950087347	0.011444921316165951	0.011444921316165951
regulation of mast cell activation	0.012244897959183673	NA	NA	NA	NA	NA	NA	NA	NA
regulation of mast cell activation involved in immune response	0.010884353741496598	NA	NA	NA	NA	NA	NA	NA	NA
regulation of mast cell cytokine production	NA	NA	NA	0.001201923076923077	NA	NA	NA	NA	NA
regulation of mast cell degranulation	0.009523809523809525	NA	NA	NA	0.0035998971457958345	NA	0.0032443224357374596	NA	NA
regulation of mast cell proliferation	0.004081632653061225	NA	NA	NA	0.0017999485728979173	NA	NA	NA	NA
regulation of membrane depolarization	NA	NA	NA	0.0057692307692307696	0.006685523270763692	0.00633373934226553	0.005739955078612428	0.005722460658082976	0.005722460658082976
regulation of membrane permeability	0.0163265306122449	NA	NA	0.006730769230769231	0.007199794291591669	NA	NA	NA	NA
regulation of membrane protein ectodomain proteolysis	NA	NA	NA	0.003605769230769231	NA	0.0036540803897685747	0.0034938857000249564	NA	NA
regulation of membrane repolarization	NA	NA	NA	0.004086538461538462	0.004885574697865775	NA	NA	NA	NA
regulation of mesenchymal cell proliferation	0.00816326530612245	NA	NA	NA	0.004885574697865775	0.00389768574908648	NA	0.004291845493562232	0.004291845493562232
regulation of mesenchymal stem cell differentiation	NA	NA	NA	NA	NA	NA	0.0017469428500124782	NA	NA
regulation of metallopeptidase activity	NA	NA	NA	NA	0.0020570840833119054	NA	NA	NA	NA
regulation of metanephros development	NA	NA	NA	NA	0.0012856775520699408	NA	NA	NA	NA
regulation of metaphase/anaphase transition of cell cycle	0.017687074829931974	NA	NA	NA	NA	NA	NA	NA	NA
regulation of MHC class II biosynthetic process	0.005442176870748299	NA	NA	NA	0.003342761635381846	NA	NA	NA	NA
regulation of microtubule cytoskeleton organization	0.024489795918367346	NA	NA	NA	NA	NA	NA	0.014592274678111588	0.014592274678111588
regulation of microtubule polymerization	0.012244897959183673	NA	NA	0.006490384615384616	NA	NA	NA	0.006580829756795422	0.006580829756795422
regulation of microtubule polymerization or depolymerization	0.014965986394557823	NA	NA	NA	NA	NA	NA	NA	NA
regulation of microvillus assembly	NA	NA	NA	NA	0.0012856775520699408	0.00146163215590743	NA	NA	NA
regulation of microvillus organization	NA	NA	NA	0.0021634615384615386	0.0023142195937258937	0.00194884287454324	NA	NA	NA
regulation of miRNA metabolic process	0.029931972789115645	NA	NA	0.008413461538461538	0.008228336333247621	0.009987819732034105	0.009233840778637384	0.010014306151645207	0.010014306151645207
regulation of miRNA transcription	0.029931972789115645	NA	NA	0.007692307692307693	0.007456929802005657	0.00925700365408039	0.008235587721487397	0.00944206008583691	0.00944206008583691
regulation of miRNA-mediated gene silencing	0.006802721088435374	NA	NA	NA	NA	NA	NA	NA	NA
regulation of mitochondrial ATP synthesis coupled electron transport	0.004081632653061225	NA	NA	NA	NA	NA	NA	NA	NA
regulation of mitochondrial depolarization	0.005442176870748299	NA	NA	0.0028846153846153848	0.0030856261249678583	NA	0.0027451959071624656	0.002861230329041488	0.002861230329041488
regulation of mitochondrial membrane permeability	0.0163265306122449	NA	NA	0.006009615384615385	0.005914116739521728	NA	NA	0.006294706723891273	0.006294706723891273
regulation of mitochondrial membrane permeability involved in apoptotic process	0.012244897959183673	NA	NA	0.0045673076923076926	0.004628439187451787	NA	NA	0.005150214592274678	0.005150214592274678
regulation of mitochondrial membrane potential	0.017687074829931974	NA	NA	0.007692307692307693	0.007456929802005657	0.007064555420219245	0.008485150985774894	NA	NA
regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway	NA	NA	NA	NA	NA	NA	NA	0.0034334763948497852	0.0034334763948497852
regulation of mitochondrion organization	0.036734693877551024	NA	NA	NA	0.010799691437387503	NA	NA	NA	NA
regulation of mitotic metaphase/anaphase transition	0.017687074829931974	NA	NA	NA	NA	NA	NA	NA	NA
regulation of mitotic nuclear division	0.02040816326530612	NA	NA	NA	NA	0.010962241169305725	0.010731220364362366	NA	NA
regulation of mitotic sister chromatid segregation	0.010884353741496598	NA	NA	NA	NA	NA	NA	NA	NA
regulation of mitotic sister chromatid separation	0.010884353741496598	NA	NA	NA	NA	NA	NA	NA	NA
regulation of monoatomic ion transmembrane transporter activity	NA	NA	NA	0.013701923076923077	0.01542813062483929	0.01607795371498173	0.014225106064387321	0.014592274678111588	0.014592274678111588
regulation of monocyte chemotaxis	NA	NA	NA	NA	0.003342761635381846	0.00341047503045067	0.003743448964312453	NA	NA
regulation of mononuclear cell migration	0.021768707482993196	0.014434180138568129	NA	0.012740384615384615	0.014142453072769349	0.013885505481120585	0.015472922385824806	0.013447782546494993	0.013447782546494993
regulation of monooxygenase activity	0.012244897959183673	NA	NA	0.0038461538461538464	NA	0.00389768574908648	NA	NA	NA
regulation of morphogenesis of a branching structure	NA	NA	NA	NA	0.0053998457186937516	NA	0.005490391814324931	NA	NA
regulation of morphogenesis of an epithelium	NA	NA	NA	NA	NA	NA	0.006738208135762416	NA	NA
regulation of motor neuron apoptotic process	0.005442176870748299	NA	NA	NA	NA	NA	NA	NA	NA
regulation of mRNA processing	NA	NA	NA	0.011778846153846154	NA	NA	NA	NA	NA
regulation of mRNA splicing, via spliceosome	NA	NA	NA	0.010096153846153847	NA	NA	NA	NA	NA
regulation of multicellular organism growth	0.014965986394557823	0.009237875288683603	NA	0.006730769230769231	0.007456929802005657	NA	0.006738208135762416	0.0068669527896995704	0.0068669527896995704
regulation of muscle adaptation	0.014965986394557823	NA	NA	0.007451923076923077	0.009514013885317562	0.007551766138855055	NA	0.008011444921316165	0.008011444921316165
regulation of muscle cell apoptotic process	0.0163265306122449	NA	NA	0.009615384615384616	0.008485471843661609	NA	0.00873471425006239	0.008011444921316165	0.008011444921316165
regulation of muscle cell differentiation	0.02585034013605442	NA	NA	0.01201923076923077	0.012085368989457444	NA	0.012478163214374845	NA	NA
regulation of muscle contraction	0.021768707482993196	0.021362586605080832	NA	0.01610576923076923	0.01799948572897917	0.017295980511571253	0.018467681557274768	0.020028612303290415	0.020028612303290415
regulation of muscle hypertrophy	0.012244897959183673	NA	NA	NA	0.006685523270763692	NA	NA	0.006008583690987125	0.006008583690987125
regulation of myeloid cell apoptotic process	NA	NA	NA	0.004086538461538462	NA	NA	NA	0.004864091559370529	0.004864091559370529
regulation of myeloid leukocyte differentiation	NA	0.016166281755196306	NA	0.011298076923076923	0.010799691437387503	0.013885505481120585	0.013476416271524832	0.012589413447782546	0.012589413447782546
regulation of myeloid leukocyte mediated immunity	0.012244897959183673	NA	NA	0.005528846153846154	0.0061712522499357166	0.005602923264311815	0.005739955078612428	NA	NA
regulation of myoblast differentiation	0.012244897959183673	NA	NA	NA	NA	NA	NA	NA	NA
regulation of myoblast proliferation	NA	NA	NA	NA	NA	0.00243605359317905	NA	NA	NA
regulation of NADP metabolic process	0.004081632653061225	NA	NA	NA	NA	NA	NA	NA	NA
regulation of natural killer cell chemotaxis	NA	NA	NA	NA	NA	0.001705237515225335	NA	NA	NA
regulation of natural killer cell differentiation	NA	NA	NA	NA	NA	0.00194884287454324	NA	NA	NA
regulation of natural killer cell mediated cytotoxicity	NA	NA	NA	NA	0.004885574697865775	0.00535931790499391	0.005739955078612428	NA	NA
regulation of natural killer cell mediated immunity	NA	NA	NA	NA	0.005142710208279763	0.00535931790499391	0.005989518342899925	NA	NA
regulation of ncRNA transcription	0.031292517006802724	NA	NA	NA	NA	NA	NA	NA	NA
regulation of necroptotic process	0.006802721088435374	0.006351039260969977	NA	0.0033653846153846156	0.0035998971457958345	NA	NA	0.0037195994277539344	0.0037195994277539344
regulation of nervous system process	NA	NA	NA	0.011298076923076923	0.010799691437387503	NA	NA	0.012589413447782546	0.012589413447782546
regulation of neural precursor cell proliferation	NA	NA	NA	NA	NA	NA	NA	0.010872675250357653	0.010872675250357653
regulation of neuroblast proliferation	NA	NA	NA	0.005528846153846154	NA	NA	NA	NA	NA
regulation of neuroinflammatory response	NA	NA	NA	0.0038461538461538464	NA	NA	NA	NA	NA
regulation of neuron differentiation	0.024489795918367346	NA	NA	0.01610576923076923	NA	0.014859926918392205	NA	NA	NA
regulation of neuron projection regeneration	NA	NA	NA	0.004326923076923077	NA	NA	NA	NA	NA
regulation of neuronal action potential	NA	NA	NA	0.001201923076923077	NA	NA	NA	NA	NA
regulation of neuronal synaptic plasticity	NA	NA	NA	0.007211538461538462	NA	0.007064555420219245	0.005989518342899925	NA	NA
regulation of neurotransmitter receptor activity	0.009523809523809525	NA	NA	NA	NA	NA	NA	NA	NA
regulation of neurotransmitter secretion	NA	NA	NA	NA	NA	0.009013398294762484	0.007736461192912403	0.008297567954220314	0.008297567954220314
regulation of neurotransmitter transport	NA	NA	NA	0.009134615384615385	0.010285420416559526	0.01120584652862363	0.009233840778637384	0.010300429184549357	0.010300429184549357
regulation of neurotransmitter uptake	NA	NA	NA	NA	0.003342761635381846	NA	NA	NA	NA
regulation of neutrophil extravasation	NA	NA	NA	NA	NA	0.001705237515225335	NA	NA	NA
regulation of neutrophil migration	NA	NA	NA	NA	NA	NA	NA	0.005150214592274678	0.005150214592274678
regulation of nitric oxide biosynthetic process	0.009523809523809525	NA	NA	0.00625	0.008228336333247621	0.0060901339829476245	0.006738208135762416	NA	NA
regulation of nitric oxide metabolic process	0.009523809523809525	NA	NA	0.00625	0.008228336333247621	0.0060901339829476245	0.006738208135762416	NA	NA
regulation of nitric-oxide synthase activity	0.009523809523809525	NA	NA	NA	NA	0.00341047503045067	NA	0.002861230329041488	0.002861230329041488
regulation of nitric-oxide synthase biosynthetic process	0.005442176870748299	NA	NA	0.0026442307692307694	0.003342761635381846	NA	NA	NA	NA
regulation of NMDA receptor activity	0.00816326530612245	NA	NA	NA	NA	NA	NA	NA	NA
regulation of norepinephrine secretion	NA	0.003464203233256351	NA	NA	NA	NA	NA	NA	NA
regulation of Notch signaling pathway	0.017687074829931974	NA	NA	NA	NA	NA	NA	NA	NA
regulation of nuclear division	0.02040816326530612	NA	NA	NA	NA	0.013398294762484775	NA	NA	NA
regulation of nuclease activity	0.006802721088435374	NA	NA	0.0033653846153846156	NA	NA	NA	NA	NA
regulation of nucleocytoplasmic transport	NA	NA	NA	0.010336538461538461	NA	NA	NA	0.013161659513590844	0.013161659513590844
regulation of nucleotide metabolic process	0.009523809523809525	NA	NA	NA	NA	NA	NA	NA	NA
regulation of organ growth	0.0163265306122449	NA	NA	0.008173076923076924	0.00977114939573155	NA	NA	NA	NA
regulation of organic acid transport	0.013605442176870748	0.009815242494226328	NA	0.007211538461538462	NA	0.00876979293544458	0.008984277514349888	0.010300429184549357	0.010300429184549357
regulation of ossification	NA	NA	NA	NA	0.010542555926973516	0.011449451887941534	0.012228599950087347	0.01430615164520744	0.01430615164520744
regulation of osteoblast differentiation	0.0163265306122449	NA	NA	0.011057692307692308	0.011571097968629467	NA	NA	0.012589413447782546	0.012589413447782546
regulation of osteoblast proliferation	0.00816326530612245	NA	NA	NA	NA	NA	0.003743448964312453	NA	NA
regulation of osteoclast differentiation	NA	NA	NA	NA	NA	0.007064555420219245	NA	NA	NA
regulation of oxidative stress-induced intrinsic apoptotic signaling pathway	0.013605442176870748	NA	NA	0.0045673076923076926	0.004628439187451787	NA	NA	0.005150214592274678	0.005150214592274678
regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway	0.005442176870748299	NA	NA	NA	NA	NA	NA	0.002861230329041488	0.002861230329041488
regulation of oxidoreductase activity	0.01904761904761905	NA	NA	0.006009615384615385	0.006942658781177681	NA	NA	NA	NA
regulation of penile erection	NA	NA	NA	NA	0.0012856775520699408	NA	0.0014973795857249812	NA	NA
regulation of peptide hormone secretion	0.024489795918367346	NA	NA	NA	NA	NA	NA	NA	NA
regulation of peptide secretion	0.024489795918367346	NA	NA	NA	NA	NA	NA	NA	NA
regulation of peptide transport	0.024489795918367346	NA	NA	NA	NA	NA	NA	NA	NA
regulation of peptidyl-serine phosphorylation	0.024489795918367346	0.01558891454965358	NA	0.007211538461538462	0.008228336333247621	NA	NA	NA	NA
regulation of peptidyl-tyrosine phosphorylation	NA	NA	NA	0.014663461538461538	0.014913859604011315	0.01364190012180268	0.014724232592962317	0.013447782546494993	0.013447782546494993
regulation of phagocytosis	0.014965986394557823	NA	NA	0.010576923076923078	0.011571097968629467	0.009013398294762484	0.008984277514349888	NA	NA
regulation of phosphate transport	NA	NA	NA	NA	NA	0.00146163215590743	NA	NA	NA
regulation of phosphatidylcholine metabolic process	NA	NA	NA	NA	NA	0.001705237515225335	NA	NA	NA
regulation of phospholipase A2 activity	NA	NA	NA	NA	NA	NA	NA	0.0017167381974248926	0.0017167381974248926
regulation of phospholipase activity	0.010884353741496598	NA	NA	NA	NA	NA	NA	0.002861230329041488	0.002861230329041488
regulation of phospholipid catabolic process	NA	NA	NA	NA	NA	0.00146163215590743	NA	NA	NA
regulation of phospholipid metabolic process	NA	NA	NA	NA	NA	0.00438489646772229	NA	NA	NA
regulation of plasma lipoprotein particle levels	NA	NA	NA	0.008173076923076924	0.006685523270763692	NA	0.006738208135762416	0.0068669527896995704	0.0068669527896995704
regulation of plasma membrane bounded cell projection assembly	0.024489795918367346	NA	NA	NA	NA	NA	NA	NA	NA
regulation of platelet activation	0.012244897959183673	NA	NA	NA	NA	NA	NA	NA	NA
regulation of platelet-derived growth factor receptor signaling pathway	NA	NA	NA	0.003125	NA	0.00292326431181486	NA	NA	NA
regulation of positive chemotaxis	NA	NA	NA	0.0033653846153846156	0.003342761635381846	0.00341047503045067	0.0032443224357374596	0.004864091559370529	0.004864091559370529
regulation of post-transcriptional gene silencing by regulatory ncRNA	0.006802721088435374	NA	NA	NA	NA	NA	NA	NA	NA
regulation of postsynapse organization	0.014965986394557823	NA	NA	NA	NA	NA	NA	NA	NA
regulation of postsynaptic membrane potential	NA	0.01674364896073903	NA	0.015865384615384615	0.013628182051941374	0.014372716199756394	0.0159720489143998	0.01630901287553648	0.01630901287553648
regulation of potassium ion transmembrane transport	NA	NA	NA	NA	0.008228336333247621	NA	0.00873471425006239	NA	NA
regulation of potassium ion transmembrane transporter activity	NA	NA	NA	NA	0.004628439187451787	NA	NA	NA	NA
regulation of potassium ion transport	NA	NA	NA	0.008653846153846154	0.010542555926973516	0.0097442143727162	0.010232093835787373	0.00944206008583691	0.00944206008583691
regulation of presynaptic cytosolic calcium ion concentration	NA	NA	NA	NA	0.0025713551041398816	0.00243605359317905	0.002246069378587472	NA	NA
regulation of presynaptic membrane potential	NA	NA	NA	0.003605769230769231	NA	NA	0.004242575492887447	0.004577968526466381	0.004577968526466381
regulation of production of molecular mediator of immune response	0.024489795918367346	0.02020785219399538	NA	0.01610576923076923	NA	0.016321559074299635	0.015722485650112302	0.01659513590844063	0.01659513590844063
regulation of programmed necrotic cell death	0.009523809523809525	0.006351039260969977	NA	0.0038461538461538464	0.004371303677037799	0.0036540803897685747	NA	0.004577968526466381	0.004577968526466381
regulation of prostaglandin biosynthetic process	NA	NA	NA	NA	NA	NA	NA	0.0017167381974248926	0.0017167381974248926
regulation of prostaglandin secretion	0.005442176870748299	NA	NA	NA	NA	NA	NA	0.002861230329041488	0.002861230329041488
regulation of proteasomal protein catabolic process	0.0380952380952381	NA	NA	NA	0.017485214708151196	NA	NA	NA	NA
regulation of proteasomal ubiquitin-dependent protein catabolic process	0.029931972789115645	NA	NA	NA	NA	NA	NA	NA	NA
regulation of protein autophosphorylation	0.00816326530612245	NA	NA	NA	NA	NA	NA	NA	NA
regulation of protein binding	0.0326530612244898	NA	NA	0.009615384615384616	0.01105682694780149	NA	0.01197903668579985	0.012589413447782546	0.012589413447782546
regulation of protein export from nucleus	NA	NA	NA	NA	NA	NA	NA	0.004864091559370529	0.004864091559370529
regulation of protein import into nucleus	NA	NA	NA	NA	NA	NA	NA	0.00715307582260372	0.00715307582260372
regulation of protein K48-linked ubiquitination	NA	NA	NA	NA	NA	0.001218026796589525	NA	0.001430615164520744	0.001430615164520744
regulation of protein localization to cell cortex	0.004081632653061225	NA	NA	NA	NA	NA	NA	NA	NA
regulation of protein localization to cell periphery	0.027210884353741496	0.01674364896073903	NA	0.013942307692307693	0.013371046541527385	0.012911084043848964	NA	0.013733905579399141	0.013733905579399141
regulation of protein localization to cell surface	NA	NA	NA	0.004326923076923077	NA	NA	NA	NA	NA
regulation of protein localization to membrane	0.034013605442176874	NA	NA	0.01730769230769231	0.01799948572897917	0.016565164433617538	0.01697030197154979	0.017453505007153074	0.017453505007153074
