Description	GSE139871_GPL10558_MTB_control_blood_monocyte	GSE16250_GPL570_MTB_control_blood_pmbc	GSE34151_GPL10558_MTB_control_blood_dcs	GSE63548_GPL10558_LNTB_control_lymphnode_lymphnode	GSE83456_GPL10558_EPTB_control_blood	GSE83456_GPL10558_PTB_control_blood	GSE100897_MTB_control_24h_THP-1	GSE100897_MTB_control_6h_THP-1	GSE110564_MTB_control_blood_lymphatic_endothelial_cell	GSE112482_MTB_control_lung_ILC1	GSE112482_MTB_control_lung_ILC2	GSE112482_MTB_control_lung_ILC3neg	GSE112482_MTB_control_lung_ILC3pos	GSE112482_MTB_control_lung_NK	GSE112482_MTB_control_lung_susp	GSE132283_MTB_control_blood_macrophage	GSE141656_MTB_control_blood_blood	GSE143627_MTB_control_PBMC_macrophage	GSE143731_MTB_control_blood_monocyte_derived_macrophages	GSE148171_MTB_control_blood_PBMC	GSE148731_MTB_control_blood_monocytes	GSE164287_MTB_control_blood_monocyte_derived_macrophages	GSE165708_MTB_control_BAL_bronchoalveolar_lavage	GSE174566_MTB_control_blood_PBMC	GSE183912_MTB_control_blood_marcophages	GSE193777_MTB_control_blood	GSE198557_MTB_control_blood_PBMC	GSE211974_MTB_control_48h_blood_THP-1	GSE211974_MTB_control_blood_THP-1	GSE236156_MTB_control_BALF_alveolar_macrophage	GSE236156_MTB_control_blood_monocyte_derived_macrophage	GSE256184_MTB_control_HEPG2_HepG2	GSE64179_MTB_control_blood_dendritic_cells	GSE64182_MTB_control_blood_dendritic_cells	GSE84076_MTB_control_blood	aggregated_microarray	aggregated_RNAseq
2'-deoxyribonucleotide metabolic process	0	1.0056702262665629	0.3185850755068813	0.41872656031448	0.25572570507330433	0.25572570507330433	0	0	0.24548695897193276	0	0	0	0	0	0	0.25824092712986435	0.3052186009544337	0.29261060389483323	0	0.7620249338543357	0.5323998498908452	0	0.6676517477505689	1.762971967575503	0	1.0617873409150222	0.9131201540680008	0.35319247133247844	0.35319247133247844	0.5396082522560129	0.5396082522560129	1.1696839354234712	0.46840291215347474	0.7365035439754093	1.046130844993555	0.3618721638626988	0
3'-UTR-mediated mRNA destabilization	0	0.8806482459862264	0.35687807615882916	0	0.7882951167400768	0.7882951167400768	1.565897302340848	1.565897302340848	1.4841083299098592	0	0	0	0	0	0	0.7948895609867035	0.913654690907908	0.882584973944718	0	0.9235297593941032	1.3900278431159516	0.5089464614636852	2.2823874013862153	1.0796879840308564	2.373298509599303	1.3100849662554117	1.144532942284151	2.006367108668202	2.006367108668202	1.7752908315695335	1.7752908315695335	1.508256325897784	1.2696323652844763	0.5196184536176172	0	1.384987162494418	1.8558397037071868
3'-UTR-mediated mRNA stabilization	1.7289399229642402	0	0.40537921220803264	0.404549500034721	0.4799398143905119	0.4799398143905119	1.4265242601249324	1.4265242601249324	0.461636653225844	4.088598392802702	4.088598392802702	4.088598392802702	4.088598392802702	4.088598392802702	4.088598392802702	1.6538772346403985	0	1.309520518789136	0	1.4525645812576826	1.7155465256742108	0	1.1294840299885192	1.1881072633713925	1.8309812381192985	1.8011454151902264	1.450832009426257	0.6489000317251656	0.6489000317251656	2.3988034586347555	2.3988034586347555	0.6540101260651413	1.3855839067611817	0.8320281995638206	1.6118209917432915	1.770877701416634	1.9837337116826856
ATP biosynthetic process	2.496969404341016	0.7645496791216033	0.932962715797604	0.5795767129288708	0.35957472855496925	0.35957472855496925	0.46496607482009145	0.46496607482009145	0	0	0	0	0	0	0	0.6868415135876945	0	0.4101755355588067	0	1.1883420992646598	0.7270515423328674	0	0	0.3577987749618323	0	1.3546991727973443	1.1867375594806653	0.4922799234153526	0.4922799234153526	0	0	0.9052097810670864	0.22809480366964663	0.6414053635406272	0.7987955693704741	0.5039349530067756	0.5039349530067756
B cell differentiation	1.4970062368989503	0	0.7404612149673948	0.6083759684522907	1.222795723286334	1.222795723286334	0.8935877224254518	0.8935877224254518	0.6882441416619115	0	0	0	0	0	0	0.7196236720128486	0	0.801723484088992	0	0.5930744461388179	0.7611970487161489	0	0.935165132391506	0.7103164257994704	0	0.9806520342843392	1.0503945246396895	0.938011105572638	0.938011105572638	0.7706800682505152	0.7706800682505152	1.1170559375027067	0.2405337868491081	0.46591051061159905	0	2.065970834813601	0.9566994494930784
B cell mediated immunity	0	0	0.33666471234978784	0	1.2712305586791934	1.2712305586791934	0.5154642693892689	0.5154642693892689	0.7229859079123874	0	0	0	0	0	0	1.476076807730148	0.474332679422283	0.45548132306790967	0	1.2821999928868852	0.4297002023446701	0.4811735697414527	0	1.0321579207879477	0	1.8901136450116016	1.2805431766727997	0.5452647539626952	0.5452647539626952	0.8082912188094498	0.8082912188094498	0.5497143883697634	0.9014412030838194	0.2529728403111655	0.8748456890079723	1.5898220823622733	2.1214183253807355
B cell receptor signaling pathway	0	0.6742628273992846	0.9234234234128446	0.5070347424518347	0.5982281721668501	0.5982281721668501	0.7577505041555472	0.7577505041555472	0.29980324513528367	0	0	0	0	0	0	1.2502187053712168	0.701811899626295	0.9454806787643442	0	1.218152967195486	0.9003803369485042	0.7111776104820722	1.6997452493318477	1.0554240652864544	1.4139377011509484	1.5242618145033255	1.3485942457452365	0.4292298821150917	0.4292298821150917	0.6484474655380549	0.6484474655380549	0.8036527242727113	0.7286137504526694	0.5625654076308013	0	0.8146125819657497	1.3579385856749295
BMP signaling pathway	0.8668021784937023	0.7479554196010102	0.5020316834654444	0.8053692601580358	0.5139971572369102	0.5139971572369102	1.1429915462998057	1.1429915462998057	0.1708325240082309	0	0	0	0	0	0	0.811747885127561	0.6060219057747209	0.7496928374369404	0	0.9902629385734444	0.9892864507626372	0.4231212994885058	0.47882582106210064	0.9288758552274248	0	0.7948297488657144	1.080120022387089	0.6922670952354094	0.6922670952354094	1.2318362173925612	1.2318362173925612	0.8866556988066089	1.1707622137089913	0.8835293178059637	0.4194723568779989	1.3466533804304468	1.465005361739691
CD4-positive, alpha-beta T cell activation	0	0	0.5543683816940552	0.7886005686392509	0.9142301140102032	0.9142301140102032	1.12243523077777	1.12243523077777	0.3287901210759054	0	0	0	0	0	0	1.33211510005374	1.4841944587696256	1.2504358120559989	0	0.27916621609390035	1.1982844960872283	1.665562633806173	0	1.6210886321548508	1.499418811560799	0.33724025514697786	0.27864048652253154	1.172569217308931	1.172569217308931	2.0505382420665597	2.0505382420665597	0	1.3251986804473883	1.0808670309605766	0	1.4423103675794395	1.817040866177971
CD4-positive, alpha-beta T cell differentiation	0	0	0.5807057079384623	0.8228201683432432	0.9517724783347647	0.9517724783347647	1.164263836566548	1.164263836566548	0.3454522968852007	0	0	0	0	0	0	1.3770008310979325	1.5306891927628137	1.2942598869054762	0	0.29346072690901764	1.2413475546681665	1.7134736328357656	0	1.6686952284816678	1.5460515234224916	0.35429800546408247	0.29290952400750375	1.2152313061667974	1.2152313061667974	2.1002399713257485	2.1002399713257485	0	1.3700003010872273	1.1219499562392554	0	1.48840510103081	1.8658162816638233
