title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1	characteristics_ch1.1	characteristics_ch1.2	molecule_ch1	extract_protocol_ch1	extract_protocol_ch1.1	taxid_ch1	description	data_processing	data_processing.1	data_processing.2	data_processing.3	data_processing.4	platform_id	contact_name	contact_institute	contact_address	contact_city	contact_zip/postal_code	contact_country	data_row_count	instrument_model	library_selection	library_source	library_strategy	relation	relation.1	supplementary_file_1	cell type:ch1	donor_id:ch1	infection:ch1	series_id
Sample_860_susp_Mtb	GSM3070986	Public on Jun 04 2018	Mar 29 2018	Jun 05 2018	SRA	1	Lung	Homo sapiens	donor_id: 860	cell type: susp	infection: Mtb	total RNA	Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit.	cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit.	9606	whole cell suspension  from Mtb infected lung tissue	Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a	Read counts were calculated using htseq-count.	Expression analysis performed with edgeR v3.12.1	Genome_build: hg19	Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample.	GPL18460	Jeroen,,Maertzdorf	MPIIB	Chariteplatz 1	Berlin	10117	Germany	0	Illumina HiSeq 1500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813257	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862195	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3070nnn/GSM3070986/suppl/GSM3070986_Sample_860_susp_Mtb.txt.gz	susp	860	Mtb	GSE112482
Sample_860_susp_uninf	GSM3070987	Public on Jun 04 2018	Mar 29 2018	Jun 05 2018	SRA	1	Lung	Homo sapiens	donor_id: 860	cell type: susp	infection: uninf	total RNA	Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit.	cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit.	9606	whole cell suspension from uninfected lung tissue	Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a	Read counts were calculated using htseq-count.	Expression analysis performed with edgeR v3.12.1	Genome_build: hg19	Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample.	GPL18460	Jeroen,,Maertzdorf	MPIIB	Chariteplatz 1	Berlin	10117	Germany	0	Illumina HiSeq 1500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813256	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862196	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3070nnn/GSM3070987/suppl/GSM3070987_Sample_860_susp_uninf.txt.gz	susp	860	uninf	GSE112482
Sample_869_ILC1_Mtb	GSM3070988	Public on Jun 04 2018	Mar 29 2018	Jun 05 2018	SRA	1	Lung	Homo sapiens	donor_id: 869	cell type: ILC1	infection: Mtb	total RNA	Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit.	cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit.	9606	group 1 ILC from Mtb infected lung tissue	Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a	Read counts were calculated using htseq-count.	Expression analysis performed with edgeR v3.12.1	Genome_build: hg19	Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample.	GPL18460	Jeroen,,Maertzdorf	MPIIB	Chariteplatz 1	Berlin	10117	Germany	0	Illumina HiSeq 1500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813255	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862197	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3070nnn/GSM3070988/suppl/GSM3070988_Sample_869_ILC1_Mtb.txt.gz	ILC1	869	Mtb	GSE112482
Sample_869_ILC1_uninf	GSM3070989	Public on Jun 04 2018	Mar 29 2018	Jun 05 2018	SRA	1	Lung	Homo sapiens	donor_id: 869	cell type: ILC1	infection: uninf	total RNA	Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit.	cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit.	9606	group 1 ILC from uninfected lung tissue	Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a	Read counts were calculated using htseq-count.	Expression analysis performed with edgeR v3.12.1	Genome_build: hg19	Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample.	GPL18460	Jeroen,,Maertzdorf	MPIIB	Chariteplatz 1	Berlin	10117	Germany	0	Illumina HiSeq 1500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813254	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862198	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3070nnn/GSM3070989/suppl/GSM3070989_Sample_869_ILC1_uninf.txt.gz	ILC1	869	uninf	GSE112482
Sample_869_ILC2_Mtb	GSM3070990	Public on Jun 04 2018	Mar 29 2018	Jun 05 2018	SRA	1	Lung	Homo sapiens	donor_id: 869	cell type: ILC2	infection: Mtb	total RNA	Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit.	cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit.	9606	group 2 ILC from Mtb infected lung tissue	Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a	Read counts were calculated using htseq-count.	Expression analysis performed with edgeR v3.12.1	Genome_build: hg19	Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample.	GPL18460	Jeroen,,Maertzdorf	MPIIB	Chariteplatz 1	Berlin	10117	Germany	0	Illumina HiSeq 1500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813253	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862199	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3070nnn/GSM3070990/suppl/GSM3070990_Sample_869_ILC2_Mtb.txt.gz	ILC2	869	Mtb	GSE112482
Sample_869_ILC2_uninf	GSM3070991	Public on Jun 04 2018	Mar 29 2018	Jun 05 2018	SRA	1	Lung	Homo sapiens	donor_id: 869	cell type: ILC2	infection: uninf	total RNA	Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit.	cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit.	9606	group 2 ILC from uninfected lung tissue	Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a	Read counts were calculated using htseq-count.	Expression analysis performed with edgeR v3.12.1	Genome_build: hg19	Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample.	GPL18460	Jeroen,,Maertzdorf	MPIIB	Chariteplatz 1	Berlin	10117	Germany	0	Illumina HiSeq 1500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813252	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862200	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3070nnn/GSM3070991/suppl/GSM3070991_Sample_869_ILC2_uninf.txt.gz	ILC2	869	uninf	GSE112482
Sample_869_ILC3neg_Mtb	GSM3070992	Public on Jun 04 2018	Mar 29 2018	Jun 05 2018	SRA	1	Lung	Homo sapiens	donor_id: 869	cell type: ILC3neg	infection: Mtb	total RNA	Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit.	cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit.	9606	group 3 ILC (NKp44 negative) from Mtb infected lung tissue	Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a	Read counts were calculated using htseq-count.	Expression analysis performed with edgeR v3.12.1	Genome_build: hg19	Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample.	GPL18460	Jeroen,,Maertzdorf	MPIIB	Chariteplatz 1	Berlin	10117	Germany	0	Illumina HiSeq 1500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813251	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862202	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3070nnn/GSM3070992/suppl/GSM3070992_Sample_869_ILC3neg_Mtb.txt.gz	ILC3neg	869	Mtb	GSE112482
Sample_869_ILC3neg_uninf	GSM3070993	Public on Jun 04 2018	Mar 29 2018	Jun 05 2018	SRA	1	Lung	Homo sapiens	donor_id: 869	cell type: ILC3neg	infection: uninf	total RNA	Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit.	cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit.	9606	group 3 ILC (NKp44 negative) from uninfected lung tissue	Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a	Read counts were calculated using htseq-count.	Expression analysis performed with edgeR v3.12.1	Genome_build: hg19	Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample.	GPL18460	Jeroen,,Maertzdorf	MPIIB	Chariteplatz 1	Berlin	10117	Germany	0	Illumina HiSeq 1500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813250	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862203	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3070nnn/GSM3070993/suppl/GSM3070993_Sample_869_ILC3neg_uninf.txt.gz	ILC3neg	869	uninf	GSE112482
Sample_869_ILC3pos_Mtb	GSM3070994	Public on Jun 04 2018	Mar 29 2018	Jun 05 2018	SRA	1	Lung	Homo sapiens	donor_id: 869	cell type: ILC3pos	infection: Mtb	total RNA	Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit.	cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit.	9606	group 3 ILC (NKp44 positive) from Mtb infected lung tissue	Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a	Read counts were calculated using htseq-count.	Expression analysis performed with edgeR v3.12.1	Genome_build: hg19	Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample.	GPL18460	Jeroen,,Maertzdorf	MPIIB	Chariteplatz 1	Berlin	10117	Germany	0	Illumina HiSeq 1500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813345	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862204	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3070nnn/GSM3070994/suppl/GSM3070994_Sample_869_ILC3pos_Mtb.txt.gz	ILC3pos	869	Mtb	GSE112482
Sample_869_ILC3pos_uninf	GSM3070995	Public on Jun 04 2018	Mar 29 2018	Jun 05 2018	SRA	1	Lung	Homo sapiens	donor_id: 869	cell type: ILC3pos	infection: uninf	total RNA	Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit.	cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit.	9606	group 3 ILC (NKp44 positive) from uninfected lung tissue	Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a	Read counts were calculated using htseq-count.	Expression analysis performed with edgeR v3.12.1	Genome_build: hg19	Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample.	GPL18460	Jeroen,,Maertzdorf	MPIIB	Chariteplatz 1	Berlin	10117	Germany	0	Illumina HiSeq 1500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813346	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862205	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3070nnn/GSM3070995/suppl/GSM3070995_Sample_869_ILC3pos_uninf.txt.gz	ILC3pos	869	uninf	GSE112482
Sample_869_NK_Mtb	GSM3070996	Public on Jun 04 2018	Mar 29 2018	Jun 05 2018	SRA	1	Lung	Homo sapiens	donor_id: 869	cell type: NK	infection: Mtb	total RNA	Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit.	cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit.	9606	natural killer cells from Mtb infected lung tissue	Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a	Read counts were calculated using htseq-count.	Expression analysis performed with edgeR v3.12.1	Genome_build: hg19	Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample.	GPL18460	Jeroen,,Maertzdorf	MPIIB	Chariteplatz 1	Berlin	10117	Germany	0	Illumina HiSeq 1500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813294	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862206	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3070nnn/GSM3070996/suppl/GSM3070996_Sample_869_NK_Mtb.txt.gz	NK	869	Mtb	GSE112482
Sample_869_NK_uninf	GSM3070997	Public on Jun 04 2018	Mar 29 2018	Jun 05 2018	SRA	1	Lung	Homo sapiens	donor_id: 869	cell type: NK	infection: uninf	total RNA	Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit.	cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit.	9606	natural killer cells from uninfected lung tissue	Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a	Read counts were calculated using htseq-count.	Expression analysis performed with edgeR v3.12.1	Genome_build: hg19	Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample.	GPL18460	Jeroen,,Maertzdorf	MPIIB	Chariteplatz 1	Berlin	10117	Germany	0	Illumina HiSeq 1500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813293	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862207	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3070nnn/GSM3070997/suppl/GSM3070997_Sample_869_NK_uninf.txt.gz	NK	869	uninf	GSE112482
Sample_869_susp_Mtb	GSM3070998	Public on Jun 04 2018	Mar 29 2018	Jun 05 2018	SRA	1	Lung	Homo sapiens	donor_id: 869	cell type: susp	infection: Mtb	total RNA	Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit.	cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit.	9606	whole cell suspension  from Mtb infected lung tissue	Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a	Read counts were calculated using htseq-count.	Expression analysis performed with edgeR v3.12.1	Genome_build: hg19	Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample.	GPL18460	Jeroen,,Maertzdorf	MPIIB	Chariteplatz 1	Berlin	10117	Germany	0	Illumina HiSeq 1500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813347	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862208	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3070nnn/GSM3070998/suppl/GSM3070998_Sample_869_susp_Mtb.txt.gz	susp	869	Mtb	GSE112482
Sample_869_susp_uninf	GSM3070999	Public on Jun 04 2018	Mar 29 2018	Jun 05 2018	SRA	1	Lung	Homo sapiens	donor_id: 869	cell type: susp	infection: uninf	total RNA	Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit.	cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit.	9606	whole cell suspension from uninfected lung tissue	Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a	Read counts were calculated using htseq-count.	Expression analysis performed with edgeR v3.12.1	Genome_build: hg19	Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample.	GPL18460	Jeroen,,Maertzdorf	MPIIB	Chariteplatz 1	Berlin	10117	Germany	0	Illumina HiSeq 1500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813296	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862209	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3070nnn/GSM3070999/suppl/GSM3070999_Sample_869_susp_uninf.txt.gz	susp	869	uninf	GSE112482
Sample_875_ILC1_Mtb	GSM3071000	Public on Jun 04 2018	Mar 29 2018	Jun 05 2018	SRA	1	Lung	Homo sapiens	donor_id: 875	cell type: ILC1	infection: Mtb	total RNA	Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit.	cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit.	9606	group 1 ILC from Mtb infected lung tissue	Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a	Read counts were calculated using htseq-count.	Expression analysis performed with edgeR v3.12.1	Genome_build: hg19	Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample.	GPL18460	Jeroen,,Maertzdorf	MPIIB	Chariteplatz 1	Berlin	10117	Germany	0	Illumina HiSeq 1500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813295	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862210	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3071nnn/GSM3071000/suppl/GSM3071000_Sample_875_ILC1_Mtb.txt.gz	ILC1	875	Mtb	GSE112482
Sample_875_ILC1_uninf	GSM3071001	Public on Jun 04 2018	Mar 29 2018	Jun 05 2018	SRA	1	Lung	Homo sapiens	donor_id: 875	cell type: ILC1	infection: uninf	total RNA	Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit.	cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit.	9606	group 1 ILC from uninfected lung tissue	Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a	Read counts were calculated using htseq-count.	Expression analysis performed with edgeR v3.12.1	Genome_build: hg19	Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample.	GPL18460	Jeroen,,Maertzdorf	MPIIB	Chariteplatz 1	Berlin	10117	Germany	0	Illumina HiSeq 1500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813292	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862211	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3071nnn/GSM3071001/suppl/GSM3071001_Sample_875_ILC1_uninf.txt.gz	ILC1	875	uninf	GSE112482
Sample_875_ILC2_Mtb	GSM3071002	Public on Jun 04 2018	Mar 29 2018	Jun 05 2018	SRA	1	Lung	Homo sapiens	donor_id: 875	cell type: ILC2	infection: Mtb	total RNA	Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit.	cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit.	9606	group 2 ILC from Mtb infected lung tissue	Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a	Read counts were calculated using htseq-count.	Expression analysis performed with edgeR v3.12.1	Genome_build: hg19	Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample.	GPL18460	Jeroen,,Maertzdorf	MPIIB	Chariteplatz 1	Berlin	10117	Germany	0	Illumina HiSeq 1500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813291	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862212	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3071nnn/GSM3071002/suppl/GSM3071002_Sample_875_ILC2_Mtb.txt.gz	ILC2	875	Mtb	GSE112482
Sample_875_ILC2_uninf	GSM3071003	Public on Jun 04 2018	Mar 29 2018	Jun 05 2018	SRA	1	Lung	Homo sapiens	donor_id: 875	cell type: ILC2	infection: uninf	total RNA	Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit.	cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit.	9606	group 2 ILC from uninfected lung tissue	Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a	Read counts were calculated using htseq-count.	Expression analysis performed with edgeR v3.12.1	Genome_build: hg19	Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample.	GPL18460	Jeroen,,Maertzdorf	MPIIB	Chariteplatz 1	Berlin	10117	Germany	0	Illumina HiSeq 1500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813290	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862213	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3071nnn/GSM3071003/suppl/GSM3071003_Sample_875_ILC2_uninf.txt.gz	ILC2	875	uninf	GSE112482
Sample_875_ILC3neg_Mtb	GSM3071004	Public on Jun 04 2018	Mar 29 2018	Jun 05 2018	SRA	1	Lung	Homo sapiens	donor_id: 875	cell type: ILC3neg	infection: Mtb	total RNA	Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit.	cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit.	9606	group 3 ILC (NKp44 negative) from Mtb infected lung tissue	Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a	Read counts were calculated using htseq-count.	Expression analysis performed with edgeR v3.12.1	Genome_build: hg19	Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample.	GPL18460	Jeroen,,Maertzdorf	MPIIB	Chariteplatz 1	Berlin	10117	Germany	0	Illumina HiSeq 1500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813289	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862214	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3071nnn/GSM3071004/suppl/GSM3071004_Sample_875_ILC3neg_Mtb.txt.gz	ILC3neg	875	Mtb	GSE112482
Sample_875_ILC3neg_uninf	GSM3071005	Public on Jun 04 2018	Mar 29 2018	Jun 05 2018	SRA	1	Lung	Homo sapiens	donor_id: 875	cell type: ILC3neg	infection: uninf	total RNA	Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit.	cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit.	9606	group 3 ILC (NKp44 negative) from uninfected lung tissue	Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a	Read counts were calculated using htseq-count.	Expression analysis performed with edgeR v3.12.1	Genome_build: hg19	Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample.	GPL18460	Jeroen,,Maertzdorf	MPIIB	Chariteplatz 1	Berlin	10117	Germany	0	Illumina HiSeq 1500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813288	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862215	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3071nnn/GSM3071005/suppl/GSM3071005_Sample_875_ILC3neg_uninf.txt.gz	ILC3neg	875	uninf	GSE112482
Sample_875_ILC3pos_Mtb	GSM3071006	Public on Jun 04 2018	Mar 29 2018	Jun 05 2018	SRA	1	Lung	Homo sapiens	donor_id: 875	cell type: ILC3pos	infection: Mtb	total RNA	Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit.	cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit.	9606	group 3 ILC (NKp44 positive) from Mtb infected lung tissue	Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a	Read counts were calculated using htseq-count.	Expression analysis performed with edgeR v3.12.1	Genome_build: hg19	Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample.	GPL18460	Jeroen,,Maertzdorf	MPIIB	Chariteplatz 1	Berlin	10117	Germany	0	Illumina HiSeq 1500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813287	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862216	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3071nnn/GSM3071006/suppl/GSM3071006_Sample_875_ILC3pos_Mtb.txt.gz	ILC3pos	875	Mtb	GSE112482
Sample_875_ILC3pos_uninf	GSM3071007	Public on Jun 04 2018	Mar 29 2018	Jun 05 2018	SRA	1	Lung	Homo sapiens	donor_id: 875	cell type: ILC3pos	infection: uninf	total RNA	Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit.	cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit.	9606	group 3 ILC (NKp44 positive) from uninfected lung tissue	Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a	Read counts were calculated using htseq-count.	Expression analysis performed with edgeR v3.12.1	Genome_build: hg19	Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample.	GPL18460	Jeroen,,Maertzdorf	MPIIB	Chariteplatz 1	Berlin	10117	Germany	0	Illumina HiSeq 1500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813286	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862217	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3071nnn/GSM3071007/suppl/GSM3071007_Sample_875_ILC3pos_uninf.txt.gz	ILC3pos	875	uninf	GSE112482
Sample_875_NK_Mtb	GSM3071008	Public on Jun 04 2018	Mar 29 2018	Jun 05 2018	SRA	1	Lung	Homo sapiens	donor_id: 875	cell type: NK	infection: Mtb	total RNA	Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit.	cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit.	9606	natural killer cells from Mtb infected lung tissue	Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a	Read counts were calculated using htseq-count.	Expression analysis performed with edgeR v3.12.1	Genome_build: hg19	Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample.	GPL18460	Jeroen,,Maertzdorf	MPIIB	Chariteplatz 1	Berlin	10117	Germany	0	Illumina HiSeq 1500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813285	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862218	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3071nnn/GSM3071008/suppl/GSM3071008_Sample_875_NK_Mtb.txt.gz	NK	875	Mtb	GSE112482
