title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1	characteristics_ch1.1	characteristics_ch1.2	characteristics_ch1.3	treatment_protocol_ch1	growth_protocol_ch1	molecule_ch1	extract_protocol_ch1	extract_protocol_ch1.1	taxid_ch1	data_processing	data_processing.1	data_processing.2	platform_id	contact_name	contact_department	contact_institute	contact_address	contact_city	contact_state	contact_zip/postal_code	contact_country	data_row_count	instrument_model	library_selection	library_source	library_strategy	relation	relation.1	supplementary_file_1	cell type:ch1	tissue:ch1	treatment:ch1	treatment2:ch1	series_id
AM15_MDM_Media	GSM7518968	Public on Mar 20 2024	Jun 29 2023	Mar 20 2024	SRA	1	blood	Homo sapiens	tissue: blood	cell type: monocyte-derived macrophage	treatment: Media	treatment2: Frozen	Mycobacterium tuberculosis H37Rv strain was used in infection experiments at a multiplicity of infection (MOI) 1:1 for 6 hours. Cells were lysed and preserved in TRIzol.	Cyropreserved PBMCs were differentiated for 5 days in M-CSF and then CD14 negative column isolated to obtain MDMs. Fresh bronchoalveolar lavage samples were treated with streptomycin and penicillin, washed with HBSS to remove non-adherent cells, and rested overnight to obtain AMs. MDMs and AMs were cultured in RPMI/20% autologous serum.	total RNA	Samples were thawed, mixed with chloroform, and the aqueous layer plus 50% ethanol was processed using miRNeasy Mini Kit with DNA digestion by DNAse I.	AM.MDM.Mtb libraries were prepared using Clontech SMARTer stranded v2 Pico Mammalian kit and sequenced on a NovaSeq6000 SP flow cell. MDM.IFN libraries were prepared usingNEBNext Ultra II Directional RNA Library Prep Kit and sequenced on a NovaSeq6000 S4 flow cell. AM.cryo libraries were prepared using Clontech SMARTer stranded v2 Pico Mammalian kit and sequenced on a NovaSeq6000 S1 flow cell.	9606	Sequence quality was assessed using FastQC, and sequencing adapters were removed using AdapterRemoval. Reads were aligned to the human genome (GRCh38) using STAR. Alignments were assessed with Picard and filtered to paired, non-PCR duplicate, primary alignments with mapping quality > 30 using samtools. Reads in genes were counted with Rsubread.	Assembly: hg38	Supplementary files format and content: Raw counts in genes. Comma delimited. Libraries are columns. Genes are rows labeled with their ENSEMBL gene ID	GPL24676	Kimberly,A,Dill-McFarland	Allergy and Infectious Diseases	University of Washington	750 Republican St	Seattle	WA	98109	USA	0	Illumina NovaSeq 6000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN36073226	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX20828317	NONE	monocyte-derived macrophage	blood	Media	Frozen	GSE236156
AM15_MDM_TB	GSM7518969	Public on Mar 20 2024	Jun 29 2023	Mar 20 2024	SRA	1	blood	Homo sapiens	tissue: blood	cell type: monocyte-derived macrophage	treatment: M. tuberculosis	treatment2: Frozen	Mycobacterium tuberculosis H37Rv strain was used in infection experiments at a multiplicity of infection (MOI) 1:1 for 6 hours. Cells were lysed and preserved in TRIzol.	Cyropreserved PBMCs were differentiated for 5 days in M-CSF and then CD14 negative column isolated to obtain MDMs. Fresh bronchoalveolar lavage samples were treated with streptomycin and penicillin, washed with HBSS to remove non-adherent cells, and rested overnight to obtain AMs. MDMs and AMs were cultured in RPMI/20% autologous serum.	total RNA	Samples were thawed, mixed with chloroform, and the aqueous layer plus 50% ethanol was processed using miRNeasy Mini Kit with DNA digestion by DNAse I.	AM.MDM.Mtb libraries were prepared using Clontech SMARTer stranded v2 Pico Mammalian kit and sequenced on a NovaSeq6000 SP flow cell. MDM.IFN libraries were prepared usingNEBNext Ultra II Directional RNA Library Prep Kit and sequenced on a NovaSeq6000 S4 flow cell. AM.cryo libraries were prepared using Clontech SMARTer stranded v2 Pico Mammalian kit and sequenced on a NovaSeq6000 S1 flow cell.	9606	Sequence quality was assessed using FastQC, and sequencing adapters were removed using AdapterRemoval. Reads were aligned to the human genome (GRCh38) using STAR. Alignments were assessed with Picard and filtered to paired, non-PCR duplicate, primary alignments with mapping quality > 30 using samtools. Reads in genes were counted with Rsubread.	Assembly: hg38	Supplementary files format and content: Raw counts in genes. Comma delimited. Libraries are columns. Genes are rows labeled with their ENSEMBL gene ID	GPL24676	Kimberly,A,Dill-McFarland	Allergy and Infectious Diseases	University of Washington	750 Republican St	Seattle	WA	98109	USA	0	Illumina NovaSeq 6000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN36073225	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX20828318	NONE	monocyte-derived macrophage	blood	M. tuberculosis	Frozen	GSE236156
AM17_AM_Media	GSM7518970	Public on Mar 20 2024	Jun 29 2023	Mar 20 2024	SRA	1	bronchoalveolar lavage	Homo sapiens	tissue: bronchoalveolar lavage	cell type: alveolar macrophage	treatment: Media	treatment2: Fresh	Mycobacterium tuberculosis H37Rv strain was used in infection experiments at a multiplicity of infection (MOI) 1:1 for 6 hours. Cells were lysed and preserved in TRIzol.	Cyropreserved PBMCs were differentiated for 5 days in M-CSF and then CD14 negative column isolated to obtain MDMs. Fresh bronchoalveolar lavage samples were treated with streptomycin and penicillin, washed with HBSS to remove non-adherent cells, and rested overnight to obtain AMs. MDMs and AMs were cultured in RPMI/20% autologous serum.	total RNA	Samples were thawed, mixed with chloroform, and the aqueous layer plus 50% ethanol was processed using miRNeasy Mini Kit with DNA digestion by DNAse I.	AM.MDM.Mtb libraries were prepared using Clontech SMARTer stranded v2 Pico Mammalian kit and sequenced on a NovaSeq6000 SP flow cell. MDM.IFN libraries were prepared usingNEBNext Ultra II Directional RNA Library Prep Kit and sequenced on a NovaSeq6000 S4 flow cell. AM.cryo libraries were prepared using Clontech SMARTer stranded v2 Pico Mammalian kit and sequenced on a NovaSeq6000 S1 flow cell.	9606	Sequence quality was assessed using FastQC, and sequencing adapters were removed using AdapterRemoval. Reads were aligned to the human genome (GRCh38) using STAR. Alignments were assessed with Picard and filtered to paired, non-PCR duplicate, primary alignments with mapping quality > 30 using samtools. Reads in genes were counted with Rsubread.	Assembly: hg38	Supplementary files format and content: Raw counts in genes. Comma delimited. Libraries are columns. Genes are rows labeled with their ENSEMBL gene ID	GPL24676	Kimberly,A,Dill-McFarland	Allergy and Infectious Diseases	University of Washington	750 Republican St	Seattle	WA	98109	USA	0	Illumina NovaSeq 6000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN36073224	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX20828319	NONE	alveolar macrophage	bronchoalveolar lavage	Media	Fresh	GSE236156
AM17_AM_TB	GSM7518971	Public on Mar 20 2024	Jun 29 2023	Mar 20 2024	SRA	1	bronchoalveolar lavage	Homo sapiens	tissue: bronchoalveolar lavage	cell type: alveolar macrophage	treatment: M. tuberculosis	treatment2: Fresh	Mycobacterium tuberculosis H37Rv strain was used in infection experiments at a multiplicity of infection (MOI) 1:1 for 6 hours. Cells were lysed and preserved in TRIzol.	Cyropreserved PBMCs were differentiated for 5 days in M-CSF and then CD14 negative column isolated to obtain MDMs. Fresh bronchoalveolar lavage samples were treated with streptomycin and penicillin, washed with HBSS to remove non-adherent cells, and rested overnight to obtain AMs. MDMs and AMs were cultured in RPMI/20% autologous serum.	total RNA	Samples were thawed, mixed with chloroform, and the aqueous layer plus 50% ethanol was processed using miRNeasy Mini Kit with DNA digestion by DNAse I.	AM.MDM.Mtb libraries were prepared using Clontech SMARTer stranded v2 Pico Mammalian kit and sequenced on a NovaSeq6000 SP flow cell. MDM.IFN libraries were prepared usingNEBNext Ultra II Directional RNA Library Prep Kit and sequenced on a NovaSeq6000 S4 flow cell. AM.cryo libraries were prepared using Clontech SMARTer stranded v2 Pico Mammalian kit and sequenced on a NovaSeq6000 S1 flow cell.	9606	Sequence quality was assessed using FastQC, and sequencing adapters were removed using AdapterRemoval. Reads were aligned to the human genome (GRCh38) using STAR. Alignments were assessed with Picard and filtered to paired, non-PCR duplicate, primary alignments with mapping quality > 30 using samtools. Reads in genes were counted with Rsubread.	Assembly: hg38	Supplementary files format and content: Raw counts in genes. Comma delimited. Libraries are columns. Genes are rows labeled with their ENSEMBL gene ID	GPL24676	Kimberly,A,Dill-McFarland	Allergy and Infectious Diseases	University of Washington	750 Republican St	Seattle	WA	98109	USA	0	Illumina NovaSeq 6000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN36073223	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX20828320	NONE	alveolar macrophage	bronchoalveolar lavage	M. tuberculosis	Fresh	GSE236156
AM17_MDM_Media	GSM7518972	Public on Mar 20 2024	Jun 29 2023	Mar 20 2024	SRA	1	blood	Homo sapiens	tissue: blood	cell type: monocyte-derived macrophage	treatment: Media	treatment2: Frozen	Mycobacterium tuberculosis H37Rv strain was used in infection experiments at a multiplicity of infection (MOI) 1:1 for 6 hours. Cells were lysed and preserved in TRIzol.	Cyropreserved PBMCs were differentiated for 5 days in M-CSF and then CD14 negative column isolated to obtain MDMs. Fresh bronchoalveolar lavage samples were treated with streptomycin and penicillin, washed with HBSS to remove non-adherent cells, and rested overnight to obtain AMs. MDMs and AMs were cultured in RPMI/20% autologous serum.	total RNA	Samples were thawed, mixed with chloroform, and the aqueous layer plus 50% ethanol was processed using miRNeasy Mini Kit with DNA digestion by DNAse I.	AM.MDM.Mtb libraries were prepared using Clontech SMARTer stranded v2 Pico Mammalian kit and sequenced on a NovaSeq6000 SP flow cell. MDM.IFN libraries were prepared usingNEBNext Ultra II Directional RNA Library Prep Kit and sequenced on a NovaSeq6000 S4 flow cell. AM.cryo libraries were prepared using Clontech SMARTer stranded v2 Pico Mammalian kit and sequenced on a NovaSeq6000 S1 flow cell.	9606	Sequence quality was assessed using FastQC, and sequencing adapters were removed using AdapterRemoval. Reads were aligned to the human genome (GRCh38) using STAR. Alignments were assessed with Picard and filtered to paired, non-PCR duplicate, primary alignments with mapping quality > 30 using samtools. Reads in genes were counted with Rsubread.	Assembly: hg38	Supplementary files format and content: Raw counts in genes. Comma delimited. Libraries are columns. Genes are rows labeled with their ENSEMBL gene ID	GPL24676	Kimberly,A,Dill-McFarland	Allergy and Infectious Diseases	University of Washington	750 Republican St	Seattle	WA	98109	USA	0	Illumina NovaSeq 6000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN36073222	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX20828321	NONE	monocyte-derived macrophage	blood	Media	Frozen	GSE236156
AM17_MDM_TB	GSM7518973	Public on Mar 20 2024	Jun 29 2023	Mar 20 2024	SRA	1	blood	Homo sapiens	tissue: blood	cell type: monocyte-derived macrophage	treatment: M. tuberculosis	treatment2: Frozen	Mycobacterium tuberculosis H37Rv strain was used in infection experiments at a multiplicity of infection (MOI) 1:1 for 6 hours. Cells were lysed and preserved in TRIzol.	Cyropreserved PBMCs were differentiated for 5 days in M-CSF and then CD14 negative column isolated to obtain MDMs. Fresh bronchoalveolar lavage samples were treated with streptomycin and penicillin, washed with HBSS to remove non-adherent cells, and rested overnight to obtain AMs. MDMs and AMs were cultured in RPMI/20% autologous serum.	total RNA	Samples were thawed, mixed with chloroform, and the aqueous layer plus 50% ethanol was processed using miRNeasy Mini Kit with DNA digestion by DNAse I.	AM.MDM.Mtb libraries were prepared using Clontech SMARTer stranded v2 Pico Mammalian kit and sequenced on a NovaSeq6000 SP flow cell. MDM.IFN libraries were prepared usingNEBNext Ultra II Directional RNA Library Prep Kit and sequenced on a NovaSeq6000 S4 flow cell. AM.cryo libraries were prepared using Clontech SMARTer stranded v2 Pico Mammalian kit and sequenced on a NovaSeq6000 S1 flow cell.	9606	Sequence quality was assessed using FastQC, and sequencing adapters were removed using AdapterRemoval. Reads were aligned to the human genome (GRCh38) using STAR. Alignments were assessed with Picard and filtered to paired, non-PCR duplicate, primary alignments with mapping quality > 30 using samtools. Reads in genes were counted with Rsubread.	Assembly: hg38	Supplementary files format and content: Raw counts in genes. Comma delimited. Libraries are columns. Genes are rows labeled with their ENSEMBL gene ID	GPL24676	Kimberly,A,Dill-McFarland	Allergy and Infectious Diseases	University of Washington	750 Republican St	Seattle	WA	98109	USA	0	Illumina NovaSeq 6000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN36073221	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX20828322	NONE	monocyte-derived macrophage	blood	M. tuberculosis	Frozen	GSE236156
AM18_AM_Media	GSM7518974	Public on Mar 20 2024	Jun 29 2023	Mar 20 2024	SRA	1	bronchoalveolar lavage	Homo sapiens	tissue: bronchoalveolar lavage	cell type: alveolar macrophage	treatment: Media	treatment2: Fresh	Mycobacterium tuberculosis H37Rv strain was used in infection experiments at a multiplicity of infection (MOI) 1:1 for 6 hours. Cells were lysed and preserved in TRIzol.	Cyropreserved PBMCs were differentiated for 5 days in M-CSF and then CD14 negative column isolated to obtain MDMs. Fresh bronchoalveolar lavage samples were treated with streptomycin and penicillin, washed with HBSS to remove non-adherent cells, and rested overnight to obtain AMs. MDMs and AMs were cultured in RPMI/20% autologous serum.	total RNA	Samples were thawed, mixed with chloroform, and the aqueous layer plus 50% ethanol was processed using miRNeasy Mini Kit with DNA digestion by DNAse I.	AM.MDM.Mtb libraries were prepared using Clontech SMARTer stranded v2 Pico Mammalian kit and sequenced on a NovaSeq6000 SP flow cell. MDM.IFN libraries were prepared usingNEBNext Ultra II Directional RNA Library Prep Kit and sequenced on a NovaSeq6000 S4 flow cell. AM.cryo libraries were prepared using Clontech SMARTer stranded v2 Pico Mammalian kit and sequenced on a NovaSeq6000 S1 flow cell.	9606	Sequence quality was assessed using FastQC, and sequencing adapters were removed using AdapterRemoval. Reads were aligned to the human genome (GRCh38) using STAR. Alignments were assessed with Picard and filtered to paired, non-PCR duplicate, primary alignments with mapping quality > 30 using samtools. Reads in genes were counted with Rsubread.	Assembly: hg38	Supplementary files format and content: Raw counts in genes. Comma delimited. Libraries are columns. Genes are rows labeled with their ENSEMBL gene ID	GPL24676	Kimberly,A,Dill-McFarland	Allergy and Infectious Diseases	University of Washington	750 Republican St	Seattle	WA	98109	USA	0	Illumina NovaSeq 6000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN36073220	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX20828323	NONE	alveolar macrophage	bronchoalveolar lavage	Media	Fresh	GSE236156
AM18_AM_TB	GSM7518975	Public on Mar 20 2024	Jun 29 2023	Mar 20 2024	SRA	1	bronchoalveolar lavage	Homo sapiens	tissue: bronchoalveolar lavage	cell type: alveolar macrophage	treatment: M. tuberculosis	treatment2: Fresh	Mycobacterium tuberculosis H37Rv strain was used in infection experiments at a multiplicity of infection (MOI) 1:1 for 6 hours. Cells were lysed and preserved in TRIzol.	Cyropreserved PBMCs were differentiated for 5 days in M-CSF and then CD14 negative column isolated to obtain MDMs. Fresh bronchoalveolar lavage samples were treated with streptomycin and penicillin, washed with HBSS to remove non-adherent cells, and rested overnight to obtain AMs. MDMs and AMs were cultured in RPMI/20% autologous serum.	total RNA	Samples were thawed, mixed with chloroform, and the aqueous layer plus 50% ethanol was processed using miRNeasy Mini Kit with DNA digestion by DNAse I.	AM.MDM.Mtb libraries were prepared using Clontech SMARTer stranded v2 Pico Mammalian kit and sequenced on a NovaSeq6000 SP flow cell. MDM.IFN libraries were prepared usingNEBNext Ultra II Directional RNA Library Prep Kit and sequenced on a NovaSeq6000 S4 flow cell. AM.cryo libraries were prepared using Clontech SMARTer stranded v2 Pico Mammalian kit and sequenced on a NovaSeq6000 S1 flow cell.	9606	Sequence quality was assessed using FastQC, and sequencing adapters were removed using AdapterRemoval. Reads were aligned to the human genome (GRCh38) using STAR. Alignments were assessed with Picard and filtered to paired, non-PCR duplicate, primary alignments with mapping quality > 30 using samtools. Reads in genes were counted with Rsubread.	Assembly: hg38	Supplementary files format and content: Raw counts in genes. Comma delimited. Libraries are columns. Genes are rows labeled with their ENSEMBL gene ID	GPL24676	Kimberly,A,Dill-McFarland	Allergy and Infectious Diseases	University of Washington	750 Republican St	Seattle	WA	98109	USA	0	Illumina NovaSeq 6000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN36073219	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX20828324	NONE	alveolar macrophage	bronchoalveolar lavage	M. tuberculosis	Fresh	GSE236156
AM18_MDM_Media	GSM7518976	Public on Mar 20 2024	Jun 29 2023	Mar 20 2024	SRA	1	blood	Homo sapiens	tissue: blood	cell type: monocyte-derived macrophage	treatment: Media	treatment2: Frozen	Mycobacterium tuberculosis H37Rv strain was used in infection experiments at a multiplicity of infection (MOI) 1:1 for 6 hours. Cells were lysed and preserved in TRIzol.	Cyropreserved PBMCs were differentiated for 5 days in M-CSF and then CD14 negative column isolated to obtain MDMs. Fresh bronchoalveolar lavage samples were treated with streptomycin and penicillin, washed with HBSS to remove non-adherent cells, and rested overnight to obtain AMs. MDMs and AMs were cultured in RPMI/20% autologous serum.	total RNA	Samples were thawed, mixed with chloroform, and the aqueous layer plus 50% ethanol was processed using miRNeasy Mini Kit with DNA digestion by DNAse I.	AM.MDM.Mtb libraries were prepared using Clontech SMARTer stranded v2 Pico Mammalian kit and sequenced on a NovaSeq6000 SP flow cell. MDM.IFN libraries were prepared usingNEBNext Ultra II Directional RNA Library Prep Kit and sequenced on a NovaSeq6000 S4 flow cell. AM.cryo libraries were prepared using Clontech SMARTer stranded v2 Pico Mammalian kit and sequenced on a NovaSeq6000 S1 flow cell.	9606	Sequence quality was assessed using FastQC, and sequencing adapters were removed using AdapterRemoval. Reads were aligned to the human genome (GRCh38) using STAR. Alignments were assessed with Picard and filtered to paired, non-PCR duplicate, primary alignments with mapping quality > 30 using samtools. Reads in genes were counted with Rsubread.	Assembly: hg38	Supplementary files format and content: Raw counts in genes. Comma delimited. Libraries are columns. Genes are rows labeled with their ENSEMBL gene ID	GPL24676	Kimberly,A,Dill-McFarland	Allergy and Infectious Diseases	University of Washington	750 Republican St	Seattle	WA	98109	USA	0	Illumina NovaSeq 6000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN36073218	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX20828325	NONE	monocyte-derived macrophage	blood	Media	Frozen	GSE236156
AM18_MDM_TB	GSM7518977	Public on Mar 20 2024	Jun 29 2023	Mar 20 2024	SRA	1	blood	Homo sapiens	tissue: blood	cell type: monocyte-derived macrophage	treatment: M. tuberculosis	treatment2: Frozen	Mycobacterium tuberculosis H37Rv strain was used in infection experiments at a multiplicity of infection (MOI) 1:1 for 6 hours. Cells were lysed and preserved in TRIzol.	Cyropreserved PBMCs were differentiated for 5 days in M-CSF and then CD14 negative column isolated to obtain MDMs. Fresh bronchoalveolar lavage samples were treated with streptomycin and penicillin, washed with HBSS to remove non-adherent cells, and rested overnight to obtain AMs. MDMs and AMs were cultured in RPMI/20% autologous serum.	total RNA	Samples were thawed, mixed with chloroform, and the aqueous layer plus 50% ethanol was processed using miRNeasy Mini Kit with DNA digestion by DNAse I.	AM.MDM.Mtb libraries were prepared using Clontech SMARTer stranded v2 Pico Mammalian kit and sequenced on a NovaSeq6000 SP flow cell. MDM.IFN libraries were prepared usingNEBNext Ultra II Directional RNA Library Prep Kit and sequenced on a NovaSeq6000 S4 flow cell. AM.cryo libraries were prepared using Clontech SMARTer stranded v2 Pico Mammalian kit and sequenced on a NovaSeq6000 S1 flow cell.	9606	Sequence quality was assessed using FastQC, and sequencing adapters were removed using AdapterRemoval. Reads were aligned to the human genome (GRCh38) using STAR. Alignments were assessed with Picard and filtered to paired, non-PCR duplicate, primary alignments with mapping quality > 30 using samtools. Reads in genes were counted with Rsubread.	Assembly: hg38	Supplementary files format and content: Raw counts in genes. Comma delimited. Libraries are columns. Genes are rows labeled with their ENSEMBL gene ID	GPL24676	Kimberly,A,Dill-McFarland	Allergy and Infectious Diseases	University of Washington	750 Republican St	Seattle	WA	98109	USA	0	Illumina NovaSeq 6000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN36073217	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX20828326	NONE	monocyte-derived macrophage	blood	M. tuberculosis	Frozen	GSE236156
AM19_AM_Media	GSM7518978	Public on Mar 20 2024	Jun 29 2023	Mar 20 2024	SRA	1	bronchoalveolar lavage	Homo sapiens	tissue: bronchoalveolar lavage	cell type: alveolar macrophage	treatment: Media	treatment2: Fresh	Mycobacterium tuberculosis H37Rv strain was used in infection experiments at a multiplicity of infection (MOI) 1:1 for 6 hours. Cells were lysed and preserved in TRIzol.	Cyropreserved PBMCs were differentiated for 5 days in M-CSF and then CD14 negative column isolated to obtain MDMs. Fresh bronchoalveolar lavage samples were treated with streptomycin and penicillin, washed with HBSS to remove non-adherent cells, and rested overnight to obtain AMs. MDMs and AMs were cultured in RPMI/20% autologous serum.	total RNA	Samples were thawed, mixed with chloroform, and the aqueous layer plus 50% ethanol was processed using miRNeasy Mini Kit with DNA digestion by DNAse I.	AM.MDM.Mtb libraries were prepared using Clontech SMARTer stranded v2 Pico Mammalian kit and sequenced on a NovaSeq6000 SP flow cell. MDM.IFN libraries were prepared usingNEBNext Ultra II Directional RNA Library Prep Kit and sequenced on a NovaSeq6000 S4 flow cell. AM.cryo libraries were prepared using Clontech SMARTer stranded v2 Pico Mammalian kit and sequenced on a NovaSeq6000 S1 flow cell.	9606	Sequence quality was assessed using FastQC, and sequencing adapters were removed using AdapterRemoval. Reads were aligned to the human genome (GRCh38) using STAR. Alignments were assessed with Picard and filtered to paired, non-PCR duplicate, primary alignments with mapping quality > 30 using samtools. Reads in genes were counted with Rsubread.	Assembly: hg38	Supplementary files format and content: Raw counts in genes. Comma delimited. Libraries are columns. Genes are rows labeled with their ENSEMBL gene ID	GPL24676	Kimberly,A,Dill-McFarland	Allergy and Infectious Diseases	University of Washington	750 Republican St	Seattle	WA	98109	USA	0	Illumina NovaSeq 6000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN36073216	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX20828327	NONE	alveolar macrophage	bronchoalveolar lavage	Media	Fresh	GSE236156
AM19_AM_TB	GSM7518979	Public on Mar 20 2024	Jun 29 2023	Mar 20 2024	SRA	1	bronchoalveolar lavage	Homo sapiens	tissue: bronchoalveolar lavage	cell type: alveolar macrophage	treatment: M. tuberculosis	treatment2: Fresh	Mycobacterium tuberculosis H37Rv strain was used in infection experiments at a multiplicity of infection (MOI) 1:1 for 6 hours. Cells were lysed and preserved in TRIzol.	Cyropreserved PBMCs were differentiated for 5 days in M-CSF and then CD14 negative column isolated to obtain MDMs. Fresh bronchoalveolar lavage samples were treated with streptomycin and penicillin, washed with HBSS to remove non-adherent cells, and rested overnight to obtain AMs. MDMs and AMs were cultured in RPMI/20% autologous serum.	total RNA	Samples were thawed, mixed with chloroform, and the aqueous layer plus 50% ethanol was processed using miRNeasy Mini Kit with DNA digestion by DNAse I.	AM.MDM.Mtb libraries were prepared using Clontech SMARTer stranded v2 Pico Mammalian kit and sequenced on a NovaSeq6000 SP flow cell. MDM.IFN libraries were prepared usingNEBNext Ultra II Directional RNA Library Prep Kit and sequenced on a NovaSeq6000 S4 flow cell. AM.cryo libraries were prepared using Clontech SMARTer stranded v2 Pico Mammalian kit and sequenced on a NovaSeq6000 S1 flow cell.	9606	Sequence quality was assessed using FastQC, and sequencing adapters were removed using AdapterRemoval. Reads were aligned to the human genome (GRCh38) using STAR. Alignments were assessed with Picard and filtered to paired, non-PCR duplicate, primary alignments with mapping quality > 30 using samtools. Reads in genes were counted with Rsubread.	Assembly: hg38	Supplementary files format and content: Raw counts in genes. Comma delimited. Libraries are columns. Genes are rows labeled with their ENSEMBL gene ID	GPL24676	Kimberly,A,Dill-McFarland	Allergy and Infectious Diseases	University of Washington	750 Republican St	Seattle	WA	98109	USA	0	Illumina NovaSeq 6000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN36073215	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX20828328	NONE	alveolar macrophage	bronchoalveolar lavage	M. tuberculosis	Fresh	GSE236156
AM19_MDM_Media	GSM7518980	Public on Mar 20 2024	Jun 29 2023	Mar 20 2024	SRA	1	blood	Homo sapiens	tissue: blood	cell type: monocyte-derived macrophage	treatment: Media	treatment2: Frozen	Mycobacterium tuberculosis H37Rv strain was used in infection experiments at a multiplicity of infection (MOI) 1:1 for 6 hours. Cells were lysed and preserved in TRIzol.	Cyropreserved PBMCs were differentiated for 5 days in M-CSF and then CD14 negative column isolated to obtain MDMs. Fresh bronchoalveolar lavage samples were treated with streptomycin and penicillin, washed with HBSS to remove non-adherent cells, and rested overnight to obtain AMs. MDMs and AMs were cultured in RPMI/20% autologous serum.	total RNA	Samples were thawed, mixed with chloroform, and the aqueous layer plus 50% ethanol was processed using miRNeasy Mini Kit with DNA digestion by DNAse I.	AM.MDM.Mtb libraries were prepared using Clontech SMARTer stranded v2 Pico Mammalian kit and sequenced on a NovaSeq6000 SP flow cell. MDM.IFN libraries were prepared usingNEBNext Ultra II Directional RNA Library Prep Kit and sequenced on a NovaSeq6000 S4 flow cell. AM.cryo libraries were prepared using Clontech SMARTer stranded v2 Pico Mammalian kit and sequenced on a NovaSeq6000 S1 flow cell.	9606	Sequence quality was assessed using FastQC, and sequencing adapters were removed using AdapterRemoval. Reads were aligned to the human genome (GRCh38) using STAR. Alignments were assessed with Picard and filtered to paired, non-PCR duplicate, primary alignments with mapping quality > 30 using samtools. Reads in genes were counted with Rsubread.	Assembly: hg38	Supplementary files format and content: Raw counts in genes. Comma delimited. Libraries are columns. Genes are rows labeled with their ENSEMBL gene ID	GPL24676	Kimberly,A,Dill-McFarland	Allergy and Infectious Diseases	University of Washington	750 Republican St	Seattle	WA	98109	USA	0	Illumina NovaSeq 6000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN36073214	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX20828329	NONE	monocyte-derived macrophage	blood	Media	Frozen	GSE236156
