GeneID	Symbol	infected	control	AveExpr	F	P.Value	adj.P.Val	log2FoldChange
17093	NA	0.35310854676346404	0.5708044787893677	0.4619565127764158	38.22860637006103	0.0010542667705337	0.00394375038465161	-0.6928849138756915
6119	RPA3	19.18982215577231	31.0234072470944	25.106614701433347	40.52440826868026	9.223093267386184e-4	0.00363606532858877	-0.693015802546542
510	NA	0.7738615603294303	1.251089912050493	1.0124757361899617	58.5252955683786	3.93393263449758e-4	0.00214457605103244	-0.6930380711790877
2396	FRA5C	0.4623224994967973	0.7474860776665255	0.6049042885816612	47.475736159673325	6.401614749047215e-4	0.00290542623686107	-0.6931471337610493
19456	NA	0.4444948468770708	0.7187684810104837	0.5816316639437772	14.080187416021449	0.00945617715734347	0.01862813958036348	-0.6933604523842762
1190	NA	0.7809936541950518	1.263304292889267	1.0221489735421594	25.755276925768268	0.00257235635232025	0.00713669650050283	-0.6938194526312469
17448	NA	0.7909642863210341	1.2795496463731058	1.0352569663470694	8.007736165576722	0.02886695920760881	0.04710020613958691	-0.6939516642519608
10191	NA	2.5750403598384275	4.165685665179597	3.370363012509012	179.06960250060897	2.761610455549791e-5	4.349546842088839e-4	-0.693958935904073
18313	NA	0.6924966180282638	1.121038979480548	0.9067677987544056	20.994665438428317	0.00403571986600431	0.00985155764758793	-0.6949575122036374
3856	KRT8	1.1035779785055235	1.7866275821223487	1.4451027803139358	133.55233362991942	5.5776135394044306e-5	6.52271820095016e-4	-0.6950503660450598
8133	NA	2.1728255280119178	3.518097054759895	2.845461291385906	27.619698202311852	0.00220096925087974	0.00643478706933588	-0.6952229487269836
848	NA	4.524754168819866	7.326450624823038	5.925602396821451	292.39676451190974	8.476223184426848e-6	2.3522340754262896e-4	-0.6952750267006746
14920	NA	1.3179484240241095	2.1342335664491663	1.7260909952366374	68.46668685577347	2.723243905718548e-4	0.00170306765740851	-0.69542415689568
4241	MELTF	2.1718685292213533	3.5177592798280397	2.844813904524696	51.32966443107315	5.341226071116577e-4	0.00259693648684397	-0.6957199881833571
14832	NA	4.129607419120682	6.690752848478198	5.4101801337994395	49.39242923168284	5.84041493791049e-4	0.00274110572665868	-0.6961639146708603
7176	NA	4.622981764586877	7.490830203793713	6.056905984190293	9.407300567284828	0.02125248348561293	0.03620825241047509	-0.6963019486340598
11378	NA	3.726224018982109	6.041037434339082	4.883630726660594	12.700897247779908	0.01169317707129077	0.0220062332141235	-0.6970819154219388
7336	UBE2V2	3.261728346320498	5.289799074229265	4.275763710274881	50.7345612139362	5.487948749014038e-4	0.002644335972355	-0.6975762926692806
3855	KRT7	5.280078847673159	8.564735171312833	6.9224070094929955	803.8026163983651	7.319935754568284e-7	9.16504775411048e-5	-0.6978491640968998
12150	NA	1.5178808665787806	2.462613331809358	1.990247099194069	21.618795299443953	0.00378549246368346	0.00940897627146969	-0.6981315574347547
15441	NA	68.33713535632222	110.88359326942584	89.61036431287403	17.789403403296973	0.00577400569065728	0.01281720621270864	-0.6983042375981849
2800	GOLGA1	2.215717300085684	3.596207836013283	2.9059625680494836	16.083065311054614	0.00715614829695888	0.01503653328903169	-0.6987025791674648
506	ATP5F1B	9.216319740344776	14.961508997248531	12.088914368796653	11.294663110188228	0.01482655182596263	0.0266931170037259	-0.6989930168489114
8756	ADAM7	0.8406188410727868	1.3648847871481746	1.1027518141104806	26.323659748054684	0.00245032527596844	0.00689930138071361	-0.6992554777284932
4237	MFAP2	2.1734504114423614	3.529014933324875	2.851232672383617	234.103913617082	1.4492214636749952e-5	3.125331793060828e-4	-0.6992783549663419
4531	MTL3P	1.5202248442820812	2.4685383891033776	1.9943816166927293	16.767046419473516	0.00655130049940257	0.01407228047724301	-0.6993723641886991
3049	HBQ1	1.6956753852344346	2.7534461909337424	2.2245607880840885	13.554682497418815	0.01023077141585566	0.01982496149916919	-0.699378403648068
4443	NA	1.5980211357101306	2.5955362255055094	2.09677868060782	11.744843663683788	0.01370646439730212	0.02501563836129688	-0.6997461336143601
3945	LDHB	5.503046803575115	8.94120250574338	7.222124654659246	47.074456206582575	6.528677475491103e-4	0.00293756239140016	-0.7002382741816118
6737	TRIM21	1.2225716565263915	1.9871845987345704	1.6048781276304804	179.43506604360226	2.7481187874458056e-5	4.3463620478148774e-4	-0.7008068715012797
11061	CNMD	3.115530198561119	5.064307963863912	4.089919081212514	96.20767501049872	1.218789604060526e-4	0.00103667246412453	-0.7008874377703631
3784	KCNQ1	2.1509855480652984	3.497213652185858	2.824099600125578	70.77464397425362	2.5189263945630364e-4	0.00162346917127687	-0.7012081043364589
8046	NA	3.1223417174896295	5.0787971739441335	4.100569445716881	12.627949182071996	0.01183153309746975	0.02221222763295453	-0.7018584214711905
8025	NA	0.7940006423578431	1.2917222305533405	1.0428614364555913	41.35741007525092	8.801763279599136e-4	0.00353542856687784	-0.7020837893935568
3700	ITIH4	0.6029731875441272	0.9811050523037635	0.7920391199239453	14.056706533435085	0.00948899134653548	0.01868177190989651	-0.7023137708747507
3200	HOXA3	1.544050444157474	2.5125731801544413	2.0283118121559576	207.46710714501975	1.9384805056648525e-5	3.6436893178645063e-4	-0.7024457299847662
9583	ENTPD4	1.6666462707644598	2.7146932744789845	2.1906697726217224	15.479910189203832	0.00775699137775561	0.01600393559720469	-0.7038412621843111
4407	NA	0.5628466044823215	0.917064815003342	0.7399557097428314	90.33812021825108	1.4151287357843918e-4	0.00113631755409734	-0.7042819114950829
14205	NA	0.478438459936772	0.7795579968586125	0.6289982283976921	81.4421044052001	1.8087749054111827e-4	0.0013352674012455	-0.7043229920190048
18615	NA	0.3689683205394628	0.6012029877274051	0.48508565413343385	16.388439909224978	0.00687676898306317	0.01458549901906883	-0.7043552264327098
19565	NA	1.204096616784304	1.962559497003149	1.583328056893726	14.085617399179228	0.00944861163006027	0.01861872222956266	-0.7047852327681304
31	ACACA	1.9515030120174843	3.1812739280472053	2.566388470032344	19.51870174493889	0.00472849080105954	0.01106459123860111	-0.7050189130189515
2328	FMO3	6.917956576972587	11.277433160782271	9.097694868877428	15.33902146283689	0.00790754889750507	0.01626436270006787	-0.7050208722406506
6131	NA	0.7831597352630637	1.2768558441423767	1.0300077897027198	63.00997475299259	3.3095315170678406e-4	0.00192282630667186	-0.7052171568702253
