GeneID	GSE84076_MTB_control_blood_dn.tsv	GSE148171_MTB_control_blood_PBMC_dn.tsv	GSE198557_MTB_control_blood_PBMC_dn.tsv	GSE132283_MTB_control_2h_blood_macrophage_dn.tsv	GSE132283_MTB_control_48h_blood_macrophage_dn.tsv	GSE143627_MTB_control_blood_PBMC_macrophage_dn.tsv	GSE148731_MTB_4h_blood_CD14plus_monocyte_derived_macrophages_MF1_dn.tsv	GSE148731_MTB_24h_blood_CD14plus_monocyte_derived_macrophages_MF2_dn.tsv	GSE148731_MTB_24h_blood_CD14plus_monocyte_derived_macrophages_MF1_dn.tsv	GSE174566_MTB_control_blood_PBMC_dn.tsv	GSE193777_MTB_control_blood_dn.tsv	GSE64179_MTB_control_blood_dendritic_cells_dn.tsv	GSE64182_MTB_control_blood_dendritic_cells_dn.tsv	GSE141656_MTB_control_blood_blood_dn.tsv	GSE143731_MTB_control_blood_monocyte_derived_macrophages_dn.tsv	GSE164287_MTB_control_blood_monocyte_derived_macrophages_dn.tsv	GSE183912_MTB_control_blood_marcophages_dn.tsv	GSE211974_MTB_control_blood_THP1_dn.tsv	GSE236156_MTB_control_blood_monocyte_derived_macrophage_dn.tsv
100049587	-0.15207893875563783	0	0	0	0	0	0	0	0	-0.21299810281032663	0	-1.4125000340224798	-0.5639220807988503	-0.4731635341096193	0	-1.1884368637480145	0	-0.04937007919546531	0
10005	0	0	0	-0.10080184764418666	-0.3195472525890134	0	-0.07173781694173668	-0.14310341444551472	-0.15037737035384718	-0.0278589194115001	0	-0.988549321917474	0	-0.4541762725997084	-0.1918361017260464	-0.5333447943495324	0	-0.12183044721881596	-0.4167499467432386
10007	0	0	0	0	-0.365780652045361	0	-0.03619587004432837	0	0	0	0	-0.4622726139311116	0	0	0	-0.3315328710399173	0	-0.07911283947401405	-0.09528638981252915
10008	0	0	0	-0.8462714346680065	-1.2533294901676078	-0.3413813917433524	-0.12747032283664722	-0.29654261402793963	-0.336344084523455	-0.6634500933153468	0	-2.5354315060960952	-1.2276407995095715	-1.4006712230072105	-0.3835492421883676	-1.626017826309972	-0.021550713655748868	-0.04880934513057208	-1.1037110751902597
10009	-0.09819399399546314	0	0	-0.13135903614253192	0	0	-0.0013896911863973667	-0.0897555176173956	0	-0.2108022493300217	-0.7903394810686067	0	-0.3909475487318053	-0.2723299111239885	-0.00313555183689841	-0.3463153871300446	-0.292260351120253	0	-0.4486183311231951
10010	-0.009425870256318998	-0.4655135657522402	0	0	0	0	0	0	0	0	-0.4261708104815033	0	0	0	0	0	0	0	0
100101267	-0.14508310932125026	0	0	-0.014351304791653122	-0.19955848054602565	-0.03605028518149797	0	0	-0.05506479163616476	0	0	-0.05794085301560622	-0.18505504765388545	0	0	0	0	-0.010807529718734808	0
100101268	-0.6373659977855343	-2.075735851520269	-1.880022756700761	-1.268195895634789	-1.140318167021091	0	0	0	0	0	-0.956342581333403	0	-1.403791623647728	-2.6793079535289994	-0.2570667592616551	0	-0.5952134502514592	0	0
100101467	-0.4399874047495583	-0.19475639533597192	0	-0.4204362434588815	-1.0738369834987755	-0.09706539666988671	0	0	-0.2975050539696602	-0.09254997836577793	-0.3026273607452275	-0.21044429830165184	-0.4608497793020413	-1.0115823445091492	0	0	0	-0.3870726231190176	-0.5199159777126826
100101490	0	0	0	-0.1758208488315644	-0.7606089814894318	-0.847335539797043	-1.6105882974787562	0	-0.8285196666383707	0	-0.6635032346023817	-0.32264206528764905	-0.36038295023931183	0	-0.13034054369061696	0	0	0	0
100113407	-0.11739899525606172	0	0	-0.6874350929208671	0	-0.8677175565401312	-0.05329676392009112	-1.3968294109356991	-0.916166767245516	-0.9975614803203168	-0.07951341650021058	-0.5731443242955084	-1.428108583819042	-2.4990794369104923	-0.330145044894361	-1.0449293300901097	-0.5215217598266396	-0.4500726229280103	-0.7875006706899857
100125288	0	-1.1317558486324768	-1.2065071098471278	0	-1.6713653856931172	0	0	-0.5579681314130224	-0.6644236675320937	-0.18859948042195956	0	-2.769306153818187	-0.5205367261898973	-0.07586484525523783	-0.16854762759590178	-1.8247636421469495	-0.04257988086446296	0	-0.3637590844926165
100126572	-1.757280580742594	-0.2700709477789553	0	-1.320531748888892	0	0	0	0	0	-0.9406573712317176	0	0	0	0	0	0	0	0	0
100127206	-0.3269502917833423	-1.2227062873695436	-3.02163295242427	-0.1501562540425773	0	-0.7489169496500597	0	-0.4657500870639562	-0.8256335192883978	-0.01758166586248339	-0.378541045741575	0	-1.17133453174949	-0.3139721602030238	-0.6820700558889343	-0.36298214401486856	0	0	0
100127983	-0.627700395508637	0	0	0	0	-0.9860089635703092	-1.424735403197238	0	-0.2730642527944984	0	0	-0.07837900540235947	-1.7379292147941094	0	-1.0015444499785182	0	-0.7004856069414742	-0.4412648361754933	0
100128071	0	-0.08476057210814689	-0.14908284279625486	-0.7459695831788005	-0.5672673144379672	0	-0.23686318262360637	-0.9144416577849624	-0.4830583473191383	-0.3998041577189397	-0.121420424533894	-0.6689030694435418	-0.3855739172471056	-1.222818884592939	0	-0.10459944507969685	-0.2279585445050587	0	-1.46562393267889
100128327	0	-0.6349700442980344	-0.8771313683531619	-0.22732355851162403	0	-1.1353304860516658	-0.6117990295980035	-1.9289469820362417	0	-0.19244476276211112	-0.22809148138824284	0	-0.823590832852133	0	0	-0.6034125158298654	0	0	-0.06792360446583719
100128569	0	-0.8043798970296273	-0.4391043609515154	-0.16772702332925302	0	0	-0.007030823659737623	0	0	0	0	0	0	-0.4616744230251318	0	-1.7112357733568924	0	0	-0.8326316818853503
100128731	0	-0.18352222368280277	-0.439223628874818	0	-0.13615174865762025	0	-1.2362088405442007e-4	0	-0.01403688988022295	0	0	-0.0555032166586283	0	0	-0.2389288901787178	-0.4209955545337796	0	-0.09509922484827044	0
100128908	0	-0.13840911793637825	-0.9415030014021374	-0.2918747913689514	-0.7300643855730047	0	0	-1.0648890954519097	-1.2655049455995784	-0.02356856085741887	-0.04810458042110072	-0.15610687330741807	-0.6566121688751904	-3.3814192967510914	0	0	0	0	-0.6423240815470672
100128927	0	-1.702597948555725	-0.45151963835588427	-0.163564894913958	0	0	-0.02958734245611093	-0.03581284685336884	0	0	-1.05948841510065	-0.3597906803619585	0	-0.26399793360057305	0	-0.3228647304738904	0	0	-0.915142531678925
100129128	0	0	0	-0.658356754528609	0	-0.8480125032373996	0	0	0	-0.5596739548213077	0	-1.9778278312313111	0	-1.4740528704025528	0	0	0	-0.24723476220005008	0
100129216	-3.1526253202916723	0	0	0	-1.4665700526952836	0	0	0	0	-0.6396753403517695	0	0	0	0	0	0	0	-1.028399966013534	0
100129250	-0.10401743556897589	0	0	0	0	0	0	-0.4623360187546752	-0.07544739452505964	-0.04068072694938875	0	-0.2945908238641508	0	-0.0985348419696238	-0.15766424473609938	-0.3619913570378632	-0.03727108812959559	0	0
100129278	-0.232510075137722	0	0	-0.4758995058936596	0	0	0	0	0	-0.14805387832417152	-2.027220984180298	0	-0.850188253469551	0	-1.4870336423045267	0	0	0	-0.9353543007629488
100129361	-0.31709658683130687	0	0	0	-0.04241717779214006	-0.15198250302182237	0	-0.08173359074571734	0	-0.08424867318098962	-0.5418209414534351	0	0	-0.38481947877184464	0	-0.1978636690209752	-0.032807577304526055	-0.005319976166887878	0
100129407	-0.6570823802471422	-0.6912369220974799	-0.6587152514201019	0	0	0	0	0	0	0	-0.7438100394026129	0	0	0	0	0	0	0	0
100129480	-0.5526085410513965	-1.0211505986236742	-2.843476949732449	-0.3296858416248547	-1.204359959845095	0	-0.23516214996164733	-0.6895808494834446	-0.9852763047860542	-0.09496634244802211	-0.405420786931205	0	-0.4308933720478432	-1.589644515862882	-0.09903147420750384	0	-1.2752680792640885	0	0
100129515	0	-0.6112300688250385	-0.5462383771839933	-2.765760104363863	0	0	0	0	0	0	0	-2.1801742738152545	-2.143847097258572	0	0	0	0	0	-1.246049147999397
100129520	0	-0.9988838941164166	-2.940261213571031	-0.29322559911831714	-1.0911416580931752	0	0	0	0	0	-2.013336411643669	-0.6142571593773454	-1.0232528718134668	0	-0.010531921931430686	0	0	0	0
100129543	-0.2514199691672744	-0.2389138988890964	0	-0.891714462567868	-0.5059675420372732	-2.9490583154916354	0	-0.7687334355580546	-3.37461303771308	-0.04978973021043984	-0.34510681966223167	0	-1.070601128778086	-2.390890338217444	-0.3649419386808226	-0.37462765099746825	-0.6188853728434068	-1.008387275316755	-0.779522553155476
100129654	-1.3962019666413257	-1.010808563748011	-2.573465553510339	-0.16653014555632112	-2.3225365641343454	-0.8480125032373992	-0.34094727187112933	0	0	-1.1354285081097215	0	0	-0.414097631385739	0	0	0	0	0	0
100129792	-0.39792301459653273	-1.599168069907547	-0.9577531736227514	-1.545965706289808	-2.823176248026678	0	-0.586950082276862	-5.606555325245928	-0.3943781437046533	-0.34587644843598814	-0.8136762816980414	-1.556519574314861	-3.289347517988677	-2.0776755468748216	-0.1914702296958599	0	0	-0.2490035720393624	-2.5261962074914304
100129842	-0.5614663625599299	-0.668984085439528	-0.6194787605081887	-0.4780579819259828	-0.5803278499539521	-0.15952252293398037	0	-0.5008922819027928	-0.17007626686814734	-0.31761179874393064	-0.5079718552650927	0	-0.14293486229922736	-0.1902731415866828	-0.062051406428517086	-0.2485236312497866	-0.7536579096292614	-0.2426526114756199	-0.33999582501152353
100129924	-0.17419433328988587	-1.3088589695028978	-3.005576368038669	-0.7508471003128203	-0.7964915455419244	0	-0.3536244548452731	-0.09976788303281282	0	-0.3218562332103319	-1.004258348522875	0	0	0	0	-0.3613333243378698	0	-0.10650072578552724	-0.6179022724538483
100129969	0	0	0	0	-2.008951738711464	0	0	0	0	0	0	0	0	0	0	0	0	-2.5657689947005657	0
10013	0	-0.5564998968825816	-0.41056198113297976	0	0	0	0	-0.23942373079344495	0	-0.10828595821869916	-0.06536927256215234	0	0	-0.06110378271688969	-0.04000500832817062	-0.06488810130803079	0	0	-0.343753775928915
100130086	-3.612263459532594	-3.8754106798990433	-1.2285877137017134	0	-2.57106077347047	-1.3676087414005715	-0.34094727187112933	-0.3741508182799701	-0.449233163192556	-1.157191732963595	0	0	0	-2.1405086602712613	0	0	0	-0.9637506465101264	-1.4891962520208837
100130274	0	0	0	-2.102318709539192	-3.225252948955266	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100130302	0	-1.4849842466728795	-0.5033310717822805	-0.6180724272738157	-0.06621743187079979	-0.8289656204229967	-0.34094727187112933	0	0	0	0	-0.828436938685506	0	0	-0.49245326229737474	0	-0.7301030744329693	0	0
100130311	-0.11288050061092415	0	0	0	-0.3975358871073772	0	0	0	0	0	0	0	0	0	0	0	-0.1166171787326264	-0.35347574132265686	0
100130348	-1.1320017872909316	-0.5898609133262351	-0.4248927593553171	0	-0.609381983683652	-0.09151695677947494	0	0	-0.047218937291266944	-0.14796212968672268	-0.4247995273793684	-0.4982444412415375	0	0	-0.28569430688585856	-0.4010070640164651	0	-0.2894925339190006	-0.3284615316538842
100130519	-0.789446453738751	-0.9778861011425946	-0.8617889688566428	-0.9581533231346776	-1.7711551170105853	0	-0.48887412451344336	-0.4134062085801848	-0.4988866149337019	-0.3812059938146312	-0.1424136695714503	-1.0422643758931596	0	0	-0.5407295952285267	0	0	0	-1.0754897620502963
100130613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7698650406486804	0	0	-0.6381166056631645	0
100130705	0	0	0	0	0	0	0	0	0	-0.6355650149784874	-0.7089979768652758	-0.6779764213288837	-0.9875609755076205	0	-0.031445604324860564	-0.5000763459441733	-0.41567813770177087	0	-0.4317015209629357
100130733	-0.8862057337382265	0	0	0	-0.4306618145210474	-2.101445369109101	-0.26958748117222725	-2.6411267073691604	-0.2953106117398733	-0.19875423161673045	0	0	-1.1538094576705873	0	-0.5942553628543156	-0.34637688943099926	0	0	0
100130742	-0.05891693160570425	-1.25586085240027	-3.1185538702995945	-0.16890704016263114	-0.21695939123232424	-0.04002109141450533	0	-0.3409977337873219	-0.24389776747554243	-0.1437526902185645	-0.5688373439459927	-0.6843379763011582	-0.5940990714929107	-0.34187024927459747	0	0	0	0	0
100130771	-1.1331513164256344	-0.8382154921140694	-1.2825303447350695	0	-0.13830528453104796	-0.13884183106415574	-0.5058256902249403	-3.456316591179905	-0.2088977015628141	-0.18975328622360232	-1.0122004326812672	-0.09972162126779505	-0.2825196510577297	0	-1.07058506960788	-0.12278348383972092	-0.4306336733909998	-0.16183729195747712	-0.4146014124332984
100130933	-0.6361663133393743	-1.7559806985513418	-3.6438558587021848	-0.3811735268278989	-0.3487512936599957	0	0	0	0	-0.29497667452107323	-0.8636067273785369	0	0	-0.5919871238173108	-1.1947378771671917	0	-1.944529253110022	-0.6499783069286453	0
100130958	0	-1.3308843871184557	-1.9196056667662496	0	-0.885450977093562	-0.8532649929748986	0	-0.7261436592314201	-0.3181525368945303	-0.22043878014148371	-0.10633705397121612	-2.072379749666472	0	0	0	-0.09932621292878738	-0.13615423168305615	-0.7654062182625806	-0.363525081948676
100131017	0	0	0	0	-0.3009437928239621	0	0	-0.2318899663981843	0	-0.06024819663921614	0	-0.6559696263426805	0	0	-0.08991845640571808	-0.3121075226709775	0	0	0
100131187	0	-0.6926922996631446	-0.5117382819176202	-0.3996170040532938	-0.3722147962703196	-0.43549308380515234	0	0	-0.3953534591799949	-0.01666525599573754	0	-2.5569695176648346	-0.4273689845754233	-0.4935345014363702	0	-0.41093410004648273	0	-0.18840264518912192	-1.3373246299914483
100131211	-0.07504134185357031	-0.7525977394308848	-0.2058228533926817	0	0	-0.169572432508706	-0.010364603043061646	-0.007099014246568361	0	0	-0.5532280036801884	-0.584071392545548	-1.8282013414308675	0	0	0	-0.13656472237583417	-0.12347773592132566	0
100131244	-0.8279317824669701	0	0	-1.378801587168337	-1.1428500785773472	-0.6149919735010642	-0.08760795246051105	-0.36778325580154864	0	-0.6592761411065666	-0.6494052696518294	-5.080288052446384	-3.148970524700363	-2.261999644021146	-0.29586869781345854	-2.7858877575447454	-0.13452582224653706	-0.550764693802401	0
100131303	0	0	-2.249680140273548	-2.6135201347128207	-0.5350107979378683	-2.3678979547098358	0	0	0	-0.6269189478403039	-0.02258681031291244	-0.7988429831829466	0	0	0	0	-0.6516684746703041	0	-1.47651216026986
100131378	0	0	0	-0.910713768245174	0	0	0	0	0	0	0	0	0	0	0	0	-1.4233752006035325	0	-0.2586806109698252
100131390	0	0	0	0	-0.23777856696175012	0	0	0	0	0	-0.010444500284960877	-0.8956816641019272	-0.850188253469551	0	-2.069749370100733	0	0	0	0
100131439	-0.04175143438524591	0	-0.3050321026306533	0	-0.03627105265776583	-0.9164367799050032	-1.284191071019707	0	0	-2.4922364037321016e-4	0	0	-0.0952735704204168	0	0	0	0	-0.00928882725728346	0
100131755	-0.4080343503065269	-0.596997614894059	-0.9532928308959822	-0.41190642203393873	-0.7507583123807661	-0.3048547577592383	-0.016139286185001437	-0.6137554715826181	0	-0.2631395606150645	-0.4070890138319858	-0.8212139899377214	-1.1276413983562077	-0.016077670030152615	0	0	-0.34890863551384577	-0.22044333654374756	-0.69473444721791
100131801	0	0	-0.1190156468484077	0	-0.223445826039626	-0.2653209956230204	-0.14245976553030185	0	-0.22049931420273788	0	0	-0.9530355177413036	0	0	-0.10481737555652482	-0.3693932130649175	0	0	-0.36110080174894543
100131827	-0.3401725447208284	-0.7330384421852735	-0.09794676320922815	-0.945093632380066	-0.4798387318794248	-0.20528434848331964	0	-1.1371256831396657	-0.13220262616219364	-0.06576286749245375	-0.8057622003868413	0	-0.5139252578829616	-0.7838829292745519	-0.252435335082818	-0.021984756416101647	-0.03077599130379078	-0.16680939172695564	-0.547703199161785
100131897	0	0	0	-0.6740004549593055	-0.3395414014720758	0	-0.32206679098942864	0	0	0	0	-0.0658947713013774	-1.683895540320271	0	-0.03844927292993942	0	-1.1347590847629492	-0.1993348972634117	-0.8195222958504971
100131980	0	-1.7133907550252403	-1.4641963941445073	-1.2792801638013158	0	-0.8480125032373992	0	0	0	-0.5071406933090781	-3.181140990002411	-0.8268899500133566	-2.143847097258572	-1.09864401482845	-0.010531921931431222	0	0	0	0
100132015	0	0	0	-3.44539660035613	0	-1.776536616545743	0	0	0	0	-2.555117183546651	0	-1.408963951472923	-1.1144663891162818	0	0	0	-1.028399966013534	-0.1122645225881566
100132074	-0.536000683228103	0	0	-5.489643893581549	-2.7014464963774323	0	0	0	0	-0.575330005262767	-2.5534075058697425	0	0	-0.3306755680861602	0	-0.3629821440148677	0	-2.757895812522544	0
100132146	0	-1.481175134133485	-1.3630363041526032	0	-0.2794285188889698	0	0	0	0	-0.6379324735894655	0	0	-0.575247609209047	-1.3336060000177938	0	0	-0.6516684746703035	0	-1.6471813565761688
100132247	-0.12027826176463108	-0.5444422700730641	-0.19880029238835256	-0.2319803035283504	0	-0.07222978610973924	-0.002907332766803899	-1.3043438363759308	0	-0.175190270110185	-0.42788746461704913	0	-0.5645422957752705	0	0	0	0	-0.032551814842434995	-0.6707222558547676
100132304	0	-1.795774656046782	0	0	0	0	0	0	0	-0.6932560469316295	-4.664151670722577	0	0	0	0	0	0	0	0
100132406	-0.19841337820934307	-0.05705630287056013	-0.10888508669185298	0	0	0	0	-0.33993477742658373	0	-0.2195960560232127	-0.014197530357919055	-0.11831813486156348	-0.7805170823461628	0	0	0	0	0	0
100132463	-3.2311781264139725	-0.9962703745337634	-0.9367723165821298	-1.3519099811620083	-0.12525837651643956	0	-1.1781822366439667	0	0	-0.4575839468311085	0	0	-0.02099315386688605	0	0	0	-1.4333193950897918	-0.4894138600583517	0
100132565	0	0	-0.5462383771839932	0	0	0	0	0	0	0	-1.6554963617145255	0	-1.7512296300626482	-0.3306755680861602	0	0	0	0	0
100132916	0	0	0	-0.01671285171039139	0	-0.8480125032373992	0	0	0	-0.16979382554802813	-2.278053819720479	-1.677088740597613	-3.156085948275809	-1.6828158348865665	0	0	0	0	0
100132963	0	0	0	0	0	-0.8480125032373996	0	0	0	-0.5873981068734352	0	0	0	0	0	0	0	0	0
100133315	0	-0.6707489413668125	-1.3553500725048309	-0.7017974357771779	-0.13556223628755154	-0.2438108836695481	0	-0.23440950610651795	0	-0.23094244474156148	-0.7877796417238605	0	-0.8573681479597149	-0.5273467107760925	-0.19080658524726327	0	0	-0.438570338832752	-0.3203126680717139
100133941	0	0	0	0	-0.4976128166980026	-0.10742892646385636	-0.8685366195343701	0	-0.4999454781146618	-0.491350570559412	-1.9137016979793104	-4.845731995121029	-2.792059034279297	0	0	0	-1.2907635932713994	0	-0.931685821286606
100134444	0	0	0	0	-1.459187365679292	0	0	0	0	-0.1391619377957215	-2.8232849765823187	0	0	-1.09864401482845	0	0	0	0	0
100134938	-0.1302980109573076	-1.4950575446990595	-1.6654130950170185	-0.02893330218277413	-0.5903362521301458	-0.2888113194701467	0	0	-0.10661848034737428	-0.196340051350318	-0.4563743818634853	-1.7016411448577833	-0.31337346612616496	-0.5784584264039547	0	-0.3817266035308402	-0.43903470483512064	-0.3149010812891787	-0.5203442872012906
100137047	-0.07510629747334244	-0.14808116838240606	-0.08697232794519659	0	0	0	0	0	-0.4558623193179717	-0.2707881296122093	-0.3319525128610748	-0.8392941066820285	0	-0.6414125111948319	0	-0.02069668077414414	-0.0020818231255602896	-0.18368694015404097	-0.3640158679556402
100137049	-0.10260806157627686	-1.4879293499545512	-1.178893335445617	-0.4532611453485689	-0.03303451734281009	0	0	-0.5299922938589994	-0.4271019022620519	-0.5792006677158185	-0.751957706150441	-1.1288816387268716	-0.7003580193579935	-0.8901237887586281	0	0	-0.4360603906899836	-0.11451435038075684	-0.35343924902716667
10014	0	0	0	-0.5303762940930888	-0.26502586540797896	-0.2742040269699759	-0.19901064680944383	-0.4844325670500525	-0.4364674765877613	-0.21298752377471936	0	-1.156080368789401	-0.25691357564892786	-1.5620867813034716	-0.2032775578893402	-0.524504624307174	-0.03255818172238792	-0.3096215573892832	-1.37703862817882
100141515	0	-1.528062850451547	-2.15641867808619	-0.7671373592787748	0	0	-1.7198928781806655	-0.14725833578486042	0	0	0	0	0	-3.788799617471774	-1.727825298270058	0	-0.9704478523004072	-0.10507322534368356	0
100142659	-1.0985796235830756	0	0	0	0	-1.5548968222988515	-1.7963781213036558	-3.10837049470934	0	0	0	0	0	0	0	0	0	0	-0.5746313541446867
100144748	-0.11805998736417736	0	-1.3133763165561747	-0.4026422528427896	0	0	0	0	0	-0.4151092790394405	-0.2509011998120622	0	-0.1925468816778332	-0.3546092315667864	0	0	0	0	0
10015	-0.12195321827749164	0	0	0	0	0	0	0	0	-0.06164396818546604	0	0	-0.11397663045344349	0	0	-0.23503889600265224	0	0	0
10016	0	-0.22566235776036597	0	0	0	0	0	-0.06080852349443755	-0.008897981510317881	0	0	-0.6231527569534033	0	-0.17957669863044448	0	-0.3132339427124987	0	-0.016107804421161928	-0.16282421313002163
10017	-0.2864594451856755	0	0	0	0	-0.8480125032373996	0	0	0	-0.6125831971777808	-2.3246051585009977	0	0	0	-0.7318704341744113	0	0	-0.1657899338506664	0
100170229	0	0	-0.568776633520937	-0.5160182185793385	-0.34185384199857216	-0.44602655309616007	-0.11933465839836724	-0.11859031541273007	-0.2833474736946341	0	0	-0.6499255239282075	-0.04407222061574173	-0.806211780694028	0	-0.532275750370819	-0.26883170168554515	-0.016403367591539292	-0.2528249384165509
100170765	-0.20290566669615465	0	-3.864604462712462	0	-2.6751950237496103	0	0	0	0	-1.018421632838605	-2.405835371345747	0	-1.4160659924796828	0	0	0	0	-0.13572412740815148	-0.5667675904837769
100170841	0	-1.3330407900547685	0	0	0	0	0	0	0	0	-0.4089218491210613	0	0	0	0	0	0	0	0
10018	-0.4017425787854	0	0	0	-0.0036095569106283534	0	-0.4066529483599101	0	0	0	0	0	0	0	0	-0.08493115723216475	0	0	0
100188893	0	-0.43323383851538017	-0.1103208553957432	0	-0.2556636967949645	0	-0.07140850401976148	-0.0871268683588883	0	0	0	-0.3436038402862094	0	0	-0.085777291186171	-0.20375792351735383	0	-0.04263840144190952	-0.18731703787189255
10019	0	0	0	0	0	0	0	-0.7815435032859931	-0.02250552561750275	-0.4423379272367506	0	0	0	-0.21946542728679364	-0.11442483979260835	-0.4431227704137715	-0.05114525965944267	-0.035564935299727644	0
100191040	-0.626452355601606	0	0	0	-1.8036397404366051	0	0	-0.6268563581004346	0	0	-0.9110147237441838	0	0	0	0	0	0	0	-0.4229831357642239
1002	-0.803197332405458	0	0	-1.6810608663911066	-0.6767865490729399	0	0	0	0	0	0	0	-2.8744592705963727	0	-0.4953380639919659	0	-1.0603392119359183	0	0
10020	-0.20759981721113716	0	0	0	0	-0.3284544802002736	0	-0.0050664735401798906	-0.283706909081736	0	-0.1346070238180063	0	0	0	0	0	0	-0.13188518183885214	0
10021	0	-0.27007094777895485	0	0	0	0	0	0	0	-0.29946271107523725	0	-2.959760709570923	-0.850188253469551	0	-0.731870434174412	-0.36298214401486856	0	-1.91812542793342	0
10023	0	0	0	-2.664871192057064	-0.4196923037405713	-0.5958702661180797	-0.573874950134772	-0.6356033931457558	-0.5085238484846926	-0.1805142649835107	0	-1.7247778790920336	-1.626501813882531	-2.6721451701398227	-0.060079072489214805	-0.0196169634256104	-0.2120013786179537	-0.367601944811742	-1.7085602016709076
10024	-0.5237735309152278	0	0	-0.37474134194085024	-1.1053635970572646	-2.140164157280878	-0.2698339020457472	-1.1381354101184389	-1.5019386825196053	0	0	0	-0.11266602413156328	0	-1.0977375157772646	0	-0.06262022356554442	-0.9638132500013544	-1.0727461207354825
10025	-0.14364292700790943	0	0	0	0	-0.050679778650367775	0	-0.05784755627465514	-0.06611074975493883	0	0	0	0	0	-0.14214474505755714	0	0	0	-0.19538249888958495
10026	-0.2144431165775967	-0.133973280492229	0	0	-0.7007190972711679	-0.271866382646696	-0.04477898079045059	-0.6012200182189185	-0.09390849470759571	-0.0402665411607146	-0.4616989924949032	-1.0320455772557386	-1.1712182545179817	-0.135654503569039	-0.18596434822109364	-0.37903390069706033	-0.22118693094806025	-0.04338160576189362	0
100271715	0	0	0	0	0	-1.2492768147620943	-2.489044618494668	0	0	0	-1.679800997615024	-1.5718572558513588	-1.2154945095744638	-1.0614183317437464	-0.5420836551068788	0	0	-0.6662462104886674	-1.0652466294171925
