GeneID	GSE84076_MTB_control_blood_up.tsv	GSE148171_MTB_control_blood_PBMC_up.tsv	GSE198557_MTB_control_blood_PBMC_up.tsv	GSE132283_MTB_control_2h_blood_macrophage_up.tsv	GSE132283_MTB_control_48h_blood_macrophage_up.tsv	GSE143627_MTB_control_blood_PBMC_macrophage_up.tsv	GSE148731_MTB_4h_blood_CD14plus_monocyte_derived_macrophages_MF1_up.tsv	GSE148731_MTB_24h_blood_CD14plus_monocyte_derived_macrophages_MF2_up.tsv	GSE148731_MTB_24h_blood_CD14plus_monocyte_derived_macrophages_MF1_up.tsv	GSE174566_MTB_control_blood_PBMC_up.tsv	GSE193777_MTB_control_blood_up.tsv	GSE64179_MTB_control_blood_dendritic_cells_up.tsv	GSE64182_MTB_control_blood_dendritic_cells_up.tsv	GSE141656_MTB_control_blood_blood_up.tsv	GSE143731_MTB_control_blood_monocyte_derived_macrophages_up.tsv	GSE164287_MTB_control_blood_monocyte_derived_macrophages_up.tsv	GSE183912_MTB_control_blood_marcophages_up.tsv	GSE211974_MTB_control_blood_THP-1_up.tsv	GSE236156_MTB_control_blood_monocyte_derived_macrophage_up.tsv
100131017	0.07360844256872599	0.4557263448300439	0.01758266831779775	0.8898279645389987	0	0.22792401081025052	0.0479806566606146	0	0.10648124846443988	0	0.3419466417564056	0	0.19970857325266397	0.7748833485887449	0	0	0.2632229650016007	0.19936837630822157	0.37052042631249527
100131187	0.4516697504189783	0	0	0	0	0	0.049273886483070455	0.09837766425327188	0	0	0.7617274696275588	0	0	0	0.1325467033016355	0	0.19554561300197265	0	0
100131211	0	0	0	0.12033670650065532	0.7745695870914999	0	0	0	0.4064830881206468	0.24321234729203453	0	0	0	0.08071063753034285	0.2327578586070936	0.5392417044656094	0	0	0.26532292249837086
100131244	0	1.6856711584000266	1.5736907930931734	0	0	0	0	0	0.1370696613948831	0	0	0	0	0	0	0	0	0	0.43784579912615296
100131378	0	5.107850342791573	3.525275590368562	0	1.9432479635891025	0	0	0	0	0.9852265999221866	0.7532415959853279	4.014770508583371	0.3326859045281355	1.895136360528913	0.7108020862248613	0	0	1.7956988210502798	0
100131390	0	1.0283354916292036	0	2.947445323788433	0	0	0	0	0	0.5020317471476675	0	0	0	3.5107588058440067	0	0	0	0.501553780405877	0
100131439	0	1.395534499461206	0	0.4705259651348535	0	0	0	1.5567620158732425	2.2547164265947086	0	0.9673252463181689	0.5620080429855052	0	2.528647278488368	0.26446738760545163	2.8988419606999143	2.076146815227008	0	0.5390923086630071
100131755	0	0	0	0	0	0	0	0	0.12100927885078316	0	0	0	0	0	0.2820837725704756	0.3195049705262621	0	0	0
100131801	0.3131023592460672	0.5872847673509216	0	0.3431949840214065	0	0	0	0.11586013647573232	0	0.08561040136153789	0.5462864444523157	0	0.4775285039717467	0.4434421304809431	0	0	0.026071637841842337	0.0012042930912329907	0
100131827	0	0	0	0	0	0	0.04670617806588893	0	0	0	0	0.23348893298047527	0	0	0	0	0	0	0
100131897	0.6944725100979938	1.1492693677009742	0.6574978605526802	0	0	0.4803700939943608	0	1.3583473230965402	1.3195650746838763	0.05829142118869148	1.3762191462210465	0	0	0.48065694568774864	0	1.306583173587249	0	0	0
100132015	0	0.3070005826656993	1.364072354058714	0	0.3903674998894263	0	0.6208411205138676	1.924460111600541	0	1.5887138901458902	0	0	0	0	1.7016315566744202	1.1700129032950106	0	0	0
100132074	0	1.947609940827515	0.8704815003936719	0	0	0.1137681761914581	0	0	0	0	0	1.3648310873882588	1.073365098172938	0	0.7055666627213147	0	0.6698536955440295	0	0.20675135502801464
100132146	0	0	0	0.6345740409833659	0	1.0755408484050897	0	0	0	0	1.1092571377915694	0	0	0	0.4993548742034601	0	0	0.8951533856289551	0
100132202	0	0	0	0.40855165060070775	1.546689934478251	0	0	0	0	0	0	0	0	0	0	2.3292006982940547	0	0	0
100132247	0	0	0	0	0.1867650100545753	0	0	0	0.16763455598208243	0	0	0.8007578395345393	0	0.9511684097755112	0.3407965312281281	1.0229206372442954	0.06799857127676982	0	0
100132406	0	0	0	1.0036582346229506	0.7076003599646311	0.32787937231463543	0.2302551145931117	0	0.003328617314737773	0	0	0	0	1.192417249910661	0.13400882541931644	0.7337036773844634	0.3785573517888336	0.006310942634788559	0.6395326747770324
100132463	0	0	0	0	0	1.8137478873320387	0	2.6909763533952944	3.179621029979508	0	0.2396519500296096	0.33592201444784675	0	0	0.7108020862248613	0	0	0	0.8414135628378338
100132565	0	1.028335491629204	0	3.6965789915044014	0	0	0	0	0	0.467230771704177	0	1.310756286852781	0	0	0	2.1230774606816647	0	0	0
100133315	0.1013857301106489	0	0	0	0	0	0.08545858248423684	0	0.255135444794696	0	0	0.08822990639514176	0	0	0	0.5646078153984309	0.029458704314518084	0	0
100133941	1.0467088058777818	4.721521573032072	4.334543096959502	0.0015957416887229705	0	0	0	1.4143962169869937	0	0	0	0	0	0.43231317090384414	0.5510091321381679	0.41181405786610087	0	1.227273716007783	0
100134444	0	1.958529530142399	0.8732340322701199	0.2934987139840464	0	0	0	0	0	0	0	0.16827530891783415	0	0	0	3.344695050699025	0	0	0
100134938	0	0	0	0	0	0	0.6863031639066526	0.07234263481732556	0	0	0	0	0	0	0.5347801327127454	0	0	0	0
100137047	0	0	0	0.28911589822347145	0.928243198286562	0.12122562892664286	0.282842250085695	0.08714343900732172	0	0	0	0	0.08741811736791845	0	0.2950990063959419	0	0	0	0
100137049	0	0	0	0	0	0.9875564273201805	0.5149818134916144	0	0	0	0	0	0	0	0.369256602697599	1.416627616788364	0	0	0
10014	0.42131178837147776	0.4856080578729611	0.378199564030252	0	0	0	0	0	0	0	0.4946885088297925	0	0	0	0	0	0	0	0
100141515	2.284944228713998	0	0	0	0.5405066316638691	1.7546389556244768	0	0	0.2664876165638359	0.4021635642526679	0.8714099438875068	2.649435432830969	1.2546998024470866	0	0	1.7179996514428992	0	0	0.6670153308068993
100142659	0	3.927547683018817	2.792950642777952	0.3950724915237405	3.495607418347657	0	0	0	1.2425054535421711	3.7224209488714473	0.8804370563873698	1.1793066364166738	0	3.4308688608743045	1.048483367503576	1.069232763986803	2.907345446989051	0.5079186193553117	0
100144748	0	0.5687383086549508	0	0	0.7845537293425754	1.0470073064433472	0.8456720419097836	0.29474502631115496	0.6920550827125558	0	0	1.384269474906887	0	0	0.5098387257355823	0.3029016279746893	0.6901239879298442	0.33904401479079094	0.2880008023212954
10015	0	0.6788328181454147	1.0253563691748089	0.062135789162789785	0.2637927722161877	0.3545549161714834	0.0906751936141878	0.7201771823613077	0.13610641317761918	0	0.32484614389506566	0.1391395427568085	0	0.6120631286144269	0.15263615347688317	0	0.04783559131298765	0.42250045181152746	0.5350067663158119
10016	0.20071702857583887	0	0.2120703618541921	0.1915812112592622	0.2646126124458091	0.02446975598392325	0.04467803240051348	0	0	0.047179754433095786	0.09951969281871544	0	0.28697706323151284	0	0.03080494188494629	0	0.07647460988294602	0	0
10017	0	1.9412188233579184	1.7335378763018132	0.24395433100196537	0	0	0	1.924460111600541	0	0	0	0	0	3.0483667686609794	0	0	0	0	0
100170229	0.07148891126186864	0.3457789231679697	0	0	0	0	0	0	0	0.06721785868213925	0.11784810933072085	0	0	0	0.08101389998813376	0	0	0	0
100170765	0	0.7543733180648601	0	1.0894946630492055	0	0	0	0	0	0	0	0	0	0.6311051113426983	0	1.7008203758593825	0	0	0
100170841	1.0464631307598309	0	0.2799696540008589	4.274835839112157	4.989619559247526	2.5950419703410232	0.9045024461839902	3.6665972063839023	2.6945005022022697	2.0833618553302844	0	1.0590992699766286	2.089242509179948	4.373980626772622	1.2889491645282762	0.8169355504988444	2.4420771005846804	0.6012980155892295	2.5647554350237813
10018	0	0.8972473383369134	1.1922277356044748	0.33226086173703223	0	1.0428378970345855	0	1.4464082677810464	0.8742976206863305	0.06317131304238977	0.5087360024275676	1.777197014517364	0.9872974408103504	0.4842037261443573	0.582332730784315	0	0.21234391062548055	0.0829006387813147	0.6417105302517121
100188893	0.36099203056636014	0	0	0.6230920904261664	0	0.1808965192211934	0	0	0.02794990412463405	0.1515819661352974	0.03533150170471857	0	0.7793732560179742	0.554972463094062	0	0	0.20214285990553035	0	0
10019	0.32521875894235447	1.0655121526633469	1.073273124014081	0.9615083040507962	0.25230629741796146	0.0969317457976178	0.07346905578795085	0	0	0	0.264974272035097	0.8842384498057747	1.052385406610718	0	0	0	0	0	0.5305177317566111
100190949	0	0.3070005826656989	0	0	0	0	0	0	0	1.9611447700204567	0	5.951667267686897	2.531901806191988	0	0	1.0796903763844043	0	0	0
100191040	0	0.16061716313362454	0.3216274426441695	2.624971622283796	0	0.5515738585067025	0	0	0.31974788093535994	0.4510854907275298	0	1.3858037623802535	1.0068502939499575	0.7001685861176516	1.4385408220128069	0.9958824749065333	0.7437857491318075	2.059910630595953	0
1002	0	1.2587412652421082	1.0407473777498444	0	0	2.837242708329562	1.4177074849659668	3.643269761450864	2.7046030515355937	0.2678749890277512	0.0990819328587365	0.8608743916910707	0	0.7723050264938867	0	0.44611496538953566	0	0.8092789809921735	0.10225565072951898
10020	0	0.3694276934392856	0.415447270766205	0.30628403088507744	0.25567948696496	0	0.09594018049248584	0	0	0.13721635480317243	0	1.0973844348020751	0.47121356142651966	1.3412466720817688	0.1932958720954016	0.6805693424843231	0.13815211877819822	0	0.17494215617217573
10021	0	0	0	1.4382244458136832	0.027402838710246315	0	0	0	0	0	0	0	0	3.9635328227116338	0	0	0	0	0
10023	0.3421619332609525	0.8670389153428644	0.9182440375111856	0	0	0	0	0	0	0	0.7237555078394553	0	0	0	0	0	0	0	0
10024	0	0.6843984367472232	1.3434965365185316	0	0	0	0	0	0	2.4152229745199056	0.19118783085141888	0.9748439531380576	0	0.9940907057377696	0	0.7628436059159268	0	0	0
10025	0	0.5414514068260459	0.864497217171646	0.11762345849543156	0.4086167489589016	0	0.11085147816376632	0	0	0.1425275931182304	0.6138488936951335	0.6676992726084703	1.6812843901650345	0.07515824826570969	0	0.2802980730529364	0.09009513105519332	0.051636890422684885	0
10026	0	0	0.48502137443997967	0.08779304235671673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06067780294183299
100271715	1.0798778988085844	0.03260982803164063	0.45952295598942977	0.20083774707321847	0.05367683479253462	0	0	0.14973138662621643	0.3387273212809756	0.2991019084571516	0	0	0	0	0	0.8524936568237532	0.13451900689481724	0	0
100271846	0	0	0	0.06700354493532373	1.0394651561960264	0.23197056469529503	0	0.28231516434153286	0	0.0878546468180815	0.6853168381825734	1.1936673127600024	0.5310119761455261	2.3433341355636563	2.420111874843957	3.141502189462876	0.06967003757267569	0	0.56391282724166
100271927	0	0	0	0.6064043646438049	0.36656804685475947	0	0.5732749783995755	0	0.3769077691821517	0	0	0	0	0.39453039251453664	0.5189416022218436	0	0.487317740997432	0	0.012489867049224798
100272147	0.10595846854230127	0	0.3618034664954437	0.17450242117255893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5562503441989345
100287045	0	0	0	0	0	1.0755408484050897	0	1.2132386291908943	2.243301232577849	1.2158160782744316	0	0	0	0	0	0	0	0	0
100287171	0.625689837882966	0	0	0	0.25088140653133617	0.14361073070406236	0.10157888882863368	0	0.0952685144559888	0	0.3487619138379152	0	0.1800105128905551	0	0.17440641163766554	0	0	0	0
100287226	0	0	0	0	1.0747858287787424	0	0	0	0	0	0	0.18360632814679728	0	0	0	2.3257054399927277	0	0	0
100287284	0	0	0	0	0	0	0	0	0	0	0.06052145071909178	0.48042526935487295	0	0	0	0.0500782834890703	0	0.832310918739302	0
100287482	0.25704337873716987	0	0	0.3034239249002491	0	0	0	1.1882377085062903	2.2433012325778483	0.15075778013623806	0	0.3844697242428022	0.7773254419545976	0	0.94782551841452	1.3380754972408808	0.791004045728969	0.15965916257527285	0
100287520	0	0	0	1.822907591472217	0	1.0755408484050897	0	0	0	0	0.0026708356680337497	0	0	0	0	0.3583563682281122	0	0	0.8721440190591323
100287718	0	0	0	1.0365880490975643	1.3335941033103522	0.5126937886664069	0.4662196840964989	0.7667364513788588	0.6419399738621242	0	0	0.37515624377259066	0.525299691445331	0.1730431655334773	0	0	0	0	1.122492355348602
100287898	0.7805622210779575	0	0	0	0	0	0	0	0.8676161854131798	0.03434538639502905	0.0288189852578114	0.8863244921761313	0	0	1.2398746257550126	1.5076221796241658	0	0.016997999085013066	0
100287932	0.29594425390562706	0.19363780623530624	0.15610676080021288	0.8198870499479561	0.5794749202573213	0.03653151137030524	0	0.17617166373149673	0	0.41617266250162827	0.10067993768006238	0.06285128467712153	0.8148714125262124	0.9210318624094116	0.08588454503354427	0.15128579196358155	0.0644527894089015	0.1203503160409095	0.06871933977048257
100288072	0	0	0	0	0	0	0.3379029972122648	0	0.7502590672928212	0	0	0	0.02520636058394061	0	0	0.3192328550199145	0.791004045728968	0.048952462649767374	0.09462235154416548
100288142	0	0	0	0.20875712999271012	0	0.07066147924251917	0.23494727103707919	0	0	0	0	0	0	0.8331360277743053	0.11368972043658908	0.40927138381730765	0.4543102290880753	0	0
100288332	1.187345669111115	0	0.04373213278231858	0.7047766627067925	0	0.7026912462420841	2.023989622044222	0	0.29439335448867143	0	0	0.4868253231887551	0.918538204424871	1.865948239662746	0.937189868892945	0.5230615720388289	0	0.388558108666059	1.0782395554079178
100288413	0	0	0	0.15784080742166298	0	0	1.748793484584516	0.45025364738521534	0	0.08853964472408367	0	0	0	0	0	0	2.232795721644609	0	0
100288695	0	0.4576395901163928	0	0	0	0	0	0.08059746096914738	0	0	0.007818187949946653	0	0	0	0.5566205589713807	0	0	0.10567022387257798	0
100288797	0.9101242886630728	0	0	0.3351248398389553	0	3.067712671476011	0	0.3638093794464546	0	0	0	0	0.972589836868828	1.5928777835563288	0	0	1.3911891067336388	0.9192544321462862	0.14228446061760108
100288801	0	0	0	0.12751462988928744	0	0.1137681761914581	0	0	0	0	1.2922175208130602	0.8216762204285977	0	0	0.7055666627213147	0.35835636822811207	0.791004045728968	0	0
100288842	0.16185940589118106	0	0	0	0	0	0.12929849640022006	0.5137280800633878	0.15556797750369214	0.2104114777083027	0	0.4813469739203914	0.23376305407043976	0	0.1366944106454065	0.1920418442522644	0.04275865652904304	0.030002973906794832	0.09685112749500156
100289187	0	0	0	0	0	0	2.0223183315197244	0.11669025851540654	0	0	0	0.9860357484980014	0.6328446781076092	0	0	0.7860434189335954	0	0	0
100289635	0	0	0	0	0	0	0	0	0	0	0	0.031231063165712065	0	0	0	0	0	0.020515707651353472	0
100289678	0	0	0	0.2761911435360991	0	0	0.13452924325208346	0	0	0	0	0	0.16648108416225185	0.4984828683184596	0.07162744363937615	0.09824461302731964	0	0.09101796286864772	0
100293516	0	0.07315994683216069	0	0.49887083316467246	0.26003886800036785	0.3909815532792166	0.2887370118178758	0	0.3353532993576106	0	0	0.2611544467424731	0.07395528401168255	1.4012536736099053	0.5956740031268016	0.4922148437190375	0	0.20170271817868743	0.10090487917117472
1003	1.3711063639140255	1.792015911124182	0	0	0.02303422830825319	0	0	0.22547400431891845	2.243301232577849	0	0.15846444561522438	0	0	0	0	0.7515231248915993	1.3911891067336388	0	0.4083590580180205
100302736	0.3956876636054655	0.9175350430513342	1.0149751796701918	0	2.2240522970073493	0.2884427942460465	1.15247601252746	0	0.7670230717344745	0.203846370608926	0.16229492830412023	1.4631882414907122	0.5592962205222082	0.3805036148263984	0	0.04729602677213956	0.6294977687285193	0.05537444459278583	0
100303755	0	0	0	0	0	0.4375478305015551	0	0	0.08581728678248128	0.013793827348532609	0.5833922811080767	0	0	0	0	0	0.2868976024508776	0	0.2285231855542697
