GeneID	GSE84076_MTB_control_blood_up.tsv	GSE148171_MTB_control_blood_PBMC_up.tsv	GSE198557_MTB_control_blood_PBMC_up.tsv	GSE132283_MTB_control_2h_blood_macrophage_up.tsv	GSE132283_MTB_control_48h_blood_macrophage_up.tsv	GSE143627_MTB_control_blood_PBMC_macrophage_up.tsv	GSE148731_MTB_4h_blood_CD14plus_monocyte_derived_macrophages_MF1_up.tsv	GSE148731_MTB_24h_blood_CD14plus_monocyte_derived_macrophages_MF2_up.tsv	GSE148731_MTB_24h_blood_CD14plus_monocyte_derived_macrophages_MF1_up.tsv	GSE174566_MTB_control_blood_PBMC_up.tsv	GSE193777_MTB_control_blood_up.tsv	GSE64179_MTB_control_blood_dendritic_cells_up.tsv	GSE64182_MTB_control_blood_dendritic_cells_up.tsv	GSE141656_MTB_control_blood_blood_up.tsv	GSE143731_MTB_control_blood_monocyte_derived_macrophages_up.tsv	GSE164287_MTB_control_blood_monocyte_derived_macrophages_up.tsv	GSE183912_MTB_control_blood_marcophages_up.tsv	GSE211974_MTB_control_blood_THP-1_up.tsv	GSE236156_MTB_control_blood_monocyte_derived_macrophage_up.tsv
1	0.012054748382708924	0	0	0.6083837155354134	0	0	0.1462437777330041	0	0	0	0	0	0.4299718652577196	0.33872627698834523	0	0	0	0	0.12511406998945496
100	0.4156084935738268	0.14522893026879405	0.08934117767984333	2.1904974344705863	2.426897658796785	1.2819741955181727	0.4868790566012102	0.8557165282080784	0.975960107045878	0.21445064362439023	0	1.57177984887491	2.1487941386115508	3.3274403952930616	2.047095931567794	0.989192839282144	0.4910572483258944	0.2701108830945131	1.3249952522906792
1000	0	0	0	0.8495962174900412	0.031179207263938344	0	0	1.18799922816039	0.31974788093535994	0.34049606430709456	0.009911253656101677	0	0	2.1409395707566774	0	0	0	0.034504506290900426	0
10000	0	0	0	0.4102409940421656	0.19082160897727937	0	0.1842200095278544	0.8307514977077411	0.28720604515361897	0	0	2.9340590707177023	0.960204227584502	2.083240748830079	0.04799913102604542	0.21322544670004084	0.5659877427978237	0	1.219131475594714
10001	0.00761689019918566	0.2204026946226616	0	0.14423627328308247	0.5520151574118658	0.29686672467734143	0.0308176043216806	0.525130974318732	0.07570725679657156	0.06226790286285045	0	0.2380732028247514	0.1848763220841636	0.30230575185962694	0.09544253711038712	0.02317135064384897	0	0.2668313923671471	0.344517222871572
10002	0.1928720512275599	0	0	0	0	1.1095315060566684	0	0.2514799414057855	0	0	0.8951072978618088	0.01710292611272713	0	0	0	0	1.4623478289984138	0	0
10003	0	2.3119797395610635	2.329573992841982	0.1431646006357171	0	0	0.37684355363833816	0	1.19650807683061	0	0	0.7714251590379543	0	0	0	0	0	0	0
100033411	2.8521491153431464	1.1235527718658165	0.6589982964777096	0	0	1.0755408484050897	0	2.653229860582978	1.2815393971365137	0	0.20545886314739997	0	0	0	0	0	0	1.6999617846300796	0
100037417	0.43010023860600965	0	0	0.47887284076874137	0	0	0	0	0	0	0	0.05531251151666166	0.11323027124311603	1.067615722111436	0.16851191213461666	0	0	0	0.276847640863878
10004	0.35037142815479766	0	0	0.724262125977943	0	0.021556807308530167	0	0.19419046318765693	0	0	0	1.6018597434795865	1.1103219538051197	0	0.2420402799603661	0.10289009306744948	0.2383613385230259	0	0
100049587	0	2.822043501234791	2.3179965485633245	0.36547253677641256	2.965637565045609	0.986029008096834	0.11289991807067742	0.394172949626893	0.832285646343242	0	0.6412212261892243	0	0	0	0.6113067421856956	0	0.4663621530322448	0	0.27884850024319346
10005	0.416367394253436	0.2542383689802542	0.4372838411220016	0	0	0.023175661588790614	0	0	0	0	0.3537611772090539	0	0.047426506800445	0	0	0	0.1114164186989758	0	0
10006	0.007588274376623919	1.9828042384798832	1.9610111488157675	1.0264869776044403	1.5807535996424458	0.3703626768247802	0.13334153549622146	0.7437826194607263	0.3399465341472709	0.01089417572660626	0.2675746395665413	1.2677950987093232	0.4369848410568421	1.3586568738117288	0.1806305083576041	0.159275838010006	0.15510533306929278	0.182790568268594	0.714734781750744
10007	0.27642320573764245	1.33937103100313	1.089677446635341	0.2107304063566707	0	0.0015002111598554622	0	0.1787435976397627	0.0042947628583309885	0.07065477327989542	0.009610339973347513	0	0.48484930901452367	0.2817292278210193	0.01303072783741068	0	0.11290755301753325	0	0
10008	0.13955538111159868	2.399778587751225	2.0949311346413357	0	0	0	0	0	0	0	0.5772655301919075	0	0	0	0	0	0	0	0
10009	0	0.7024997845148032	0.8767507734710055	0	0.35030412459673893	0.13267130523131543	0	0	0.27575090337738567	0	0	0.8545295842531828	0	0	0	0	0	0.2107737779679633	0
10010	0	0	0.15339788499208293	0.8467610857797716	1.779125280778334	0.5489636955288407	0.25045306629557607	0.5865979250718261	0.7600609920294628	0.753125553087739	0	0.949579504335198	1.954387713086181	1.055949723970938	0.33815133718732726	0.0407654663945584	0.6039091226008604	0.15447812350217158	0.4363052500564636
100101267	0	0.48428406920443934	0.7072919787244515	0	0	0	0.035309640110737735	0.021868112309224263	0	0.03006744264502523	0.069283404782589	0	0	0.5610599173429053	0.20305228148138096	0.6101475942895225	0.10932886843153576	0	0.4151367218751633
100101268	0	0	0	0	0	0.5844757263681567	0	0	0	0.3988311661912323	0	0.7788343383422922	0	0	0	3.456151962876	0	0.05585974055141011	0.8233071852418655
100101467	0	0	0.17574225950688097	0	0	0	0.06265346941481921	0.0383614034935258	0	0	0	0	0	0	0.02573743069034554	0.3106698034798	0.1203980008149852	0	0
100101490	0.07429843013549715	1.112151116119384	1.492982379664635	0	0	0	0	0.3533494414879224	0	0.003622931701188293	0	0	0	0.9185849732012724	0	0.2773789348759985	6.847871635894813e-4	0.3124997081633806	0.26877210184289546
100113407	0	1.581412962670531	1.6306826201869933	0	0.12512476967952554	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100125288	0.10584699692773387	0	0	0.17160422102953746	0	0.0599631561361782	0.1964324503298985	0	0	0	0.38847019816293177	0	0	0	0	0	0	0.34248532165807805	0
100127206	0	0	0	0	1.9489306211334525	0	0.2479026274232405	0	0	0	0	0.470561480301852	0	0	0	0	0.7434782322190903	0.6598755745773598	0.8577856260522679
100127983	0	1.2557697766827478	1.673090133862602	0.9067358328388108	0.3304511549563902	0	0	0.3314251333748264	0	0.5758217274554952	0.3304039567804702	0	0	2.6156316589830584	0	1.3166700009232295	0	0	1.1412106829430904
100128071	0.40063646875454745	0	0	0	0	0.4072075974803827	0	0	0	0	0	0	0	0	0.1973078959255287	0	0	0.1144295261602224	0
100128327	0.6253397337252133	0	0	0	0.2768910495974684	0	0	0	1.298509305892386	0	0	0.7214260283446422	0	0.4730959861985845	0.43897205625758695	0	2.134609057374839	0.43655782090035095	0
100128569	0.51770521190964	0	0	0	0.17451753872844675	0.4355423303092487	0	0.561936902474106	0.26601989000353515	0.11246274773867296	0.1506701119387853	0.6626037296728758	1.2720255526220006	0	0.15046053494315592	0	0.01705881250026358	0.5178453657758668	0
100128731	0.424241147295074	0	0	0.3965374408341712	0	0.1426295491817596	0	0.3787407220540131	0	0.05373164051381747	0.6036537720084839	0	0.5755148265720206	0.4596922284245602	0	0	0.12389685931846336	0	0.2995583329804556
100128927	0.7470778193340508	0	0	0	2.058854690433741	0.8506861990828648	0	0	1.08376765271066	0.16855290321962346	0	0	0.17570849635060654	0	0.29591604602717864	0	0.2157883811867152	1.160665820165687	0
100129128	1.7188575509884574	1.367191534129247	0.44719307940622977	0	2.3655604429188157	0	0	0	0	0	1.5808730865845917	0	3.924765882097711	0	0	1.0796903763844043	0	0	0
100129250	0	0.7134999444128111	0.49526240389342296	0.279556909490226	0.2364228264432476	0.18818542030310184	0.1519032245622777	0	0	0	0.4628975404764243	0	0.1600265891523099	0	0	0	0	0.2533060704443386	0.14456231930683472
100129278	0	1.7182187519070728	2.050393964224312	0	0.25918294917477824	0	0	0	0	0	0	0	0	0	0	1.3838243102705046	0	0	0
100129361	0	0.2113187021042935	0.4171809709107218	0.0748616133829882	0	0	0.04832513492484515	0	0.11716927190061834	0	0	0.3284163200807449	0.5110323765603266	0	0.026137200493811685	0	0	0	0.2148185325582181
100129407	0	0	0	0.3034240242682469	0	0	0	0	0	0.0642783251121753	0	0	0	0.7610653395601142	0	0	0	0	0
100129480	0	0	0	0	0	0.114183372297669	0	0	0	0	0	0.022658250803276797	0	0	0	1.5919700890738433	0	0.17571850676923703	0.15119136060617666
100129520	0.8168827955748277	0	0	0	0	0.1137681761914581	0	0	0	0.38015932334608726	0	0	0	0	0	1.8474900499106497	0	0	0.26705971014210267
100129543	0	0	0.1426460898715842	0	0	0	0.5103017158171129	0	0	0	0	0.1907073606515917	0	0	0	0	0	0	0
100129654	0	0	0	0	0	0	0	1.1887664172534849	0	0	0.839300586729137	1.8727361605875088	0	1.5928777835563288	0	0.35835636822811223	0	0.5199478815253716	1.748443703408916
100129792	0	0	0	0	0	0.3825509508367905	0	0	0	0	0	0	0	0	0	0.9128257915395253	2.4388837735883944	0	0
100129842	0	0	0	0	0	0	0.1781187608141655	0	0	0	0	0.24564230347394167	0	0	0	0	0	0	0
100129924	0	0	0	0	0	0.9107644965046376	0	0	0.4366500164896632	0	0	0.39214877909823553	0.04761951422549418	0.8331088980965803	0.18570826006972796	0	0.20342302058681253	0	0
10013	0.04664255384913521	0	0	0.04425012266242004	0.8874473928389193	0.004180639093913808	0.006081686917185889	0	0.31715459267503016	0	0	0.8518407218792633	0.4960106752383046	0	0	0	0.013763643090443513	0.09264053998651112	0
100130086	0	0	0	1.5541597119160613	0	0	0	0	0	0	0.3435711606828735	0.8085549066660753	3.0219326422373154	0	0.27712458481537744	1.079690376384404	1.3312882428987731	0	0
100130302	1.3837803920158327	0	0	0	0	0	0	1.1887664172534849	0.31974788093536	1.0015785138639854	0.3571498118887517	0	0	0	0	4.098686092438902	0	0.8951533856289549	0
100130311	0	2.6180049575588	1.1845440950746449	1.79663368802878	0	1.3258498532573666	0.8434509779824861	3.4600639814454484	0.7808999790105491	0.04504194796641889	0.8609703298430832	1.0080377853370364	2.1885496937337097	1.669163384495591	0.9280299228612722	0.6330532995653173	0	0	3.21613277913616
100130348	0	0	0	0.08709347156203318	0	0	0.41196985214593806	0.2799695570142988	0	0	0	0	0.3568465989909347	0.15989101869979505	0	0	0.6879247289037816	0	0
100130519	0	0	0	0	0	0.547965433422683	0	0	0	0	0	0	0.05863954041551076	0.5123869744910593	0	1.7008203758593825	0.3953957255135858	0.15527173062545177	0
100130520	0.6222255955860155	2.4834549225239666	2.5774975990415734	3.726878667431488	0	3.385368757248075	0	4.7492058721265975	0	0.4922181923086211	0.9194411153100238	1.0046550945960964	1.0200085832712262	0	0	1.6518817133203767	0	1.3448078625920086	2.388150210948489
100130705	1.0438749919765784	0.4301398270511194	0.19319453665245345	0.3802583710376953	0.4907033322562208	0.17795437869667288	0.2591889952084551	0.1556757564521706	0.08899476136922468	0	0	0	0	0.6442158743287555	0	0	0	0.7312896450459647	0
100130733	0	3.7693330701248953	3.412815903120112	0.24745349162537617	0	0	0	0	0	0	0.31295413148602574	0.5866881163121819	0	0.7448945653339103	0	0	0.06967003757267569	0.11682243417871754	0.3799406191262428
100130742	0	0	0	0	0	0	0.5785211573901798	0	0	0	0	0	0	0	0.17642428409883418	0.09231126876892136	0.127087954705598	0.19309412873500104	0.7293513323535362
100130771	0	0	0	0.16655071843966798	0	0	0	0	0	0	0	0	0	0.8796391050193453	0	0	0	0	0
100130827	0	1.0283354916292038	0	1.6183435948132925	0.33516403441590925	0.935021236869772	2.818166197229252	3.9813921386941367	1.7557016591497203	0.5213690784656241	0	2.067707114809559	0.11159242595930773	2.5941932535876027	0.5692873656064231	0.18618684771541788	0.349304549203698	1.8648427554812197	2.843442699855693
100130933	0	0	0	0	0	0.07543803043057266	1.1288846757153224	0.2792874447593776	0.577600163234389	0	0	0.433112365451055	0.571989624759754	0	0	0.5908756928316456	0	0	0.8388593748263314
100130958	0.30724579878615904	0	0	0.13807647858258815	0	0	0.22198771652573712	0	0	0	0	0	0.3626240236734428	0.05092385667615065	0.07828977453447003	0	0	0	0
