GeneID	GSE139871_GPL10558_MTB_control_blood_monocyte_dn.tsv	GSE16250_GPL570_MTB_control_blood_PBMC_dn.tsv	GSE34151_GPL10558_MTB_control_blood_dendritic_cell_dn.tsv	GSE63548_GPL10558_LNTB_control_lymphnode_lymphnode_dn.tsv	GSE83456_GPL10558_EPTB_control_blood_dn.tsv	GSE83456_GPL10558_PTB_control_blood_dn.tsv
10220	0	0	-2.769581751862379	-1.2302827151606903	-0.03917295889367356	0
10221	-0.4945932524653773	0	-0.02229209606731841	-0.10108439132005809	-5.303878851475906	-15.36583464043872
10223	-0.004770071910905172	0	-0.0033710605839018803	-0.25758061804809984	-0.5854722422130333	-0.748814936260438
10224	-0.0029867015206406222	0	-0.06104868544535691	-0.30546859680205785	0	0
10225	0	0	0	-0.0673939065067728	0	-1.2806571151263273
10226	0	0	0	0	-0.8880370069418544	-0.4044585584760979
10227	0	-0.6093529570245146	-0.342562085615902	0	-0.23209538340200095	0
10228	-0.02383694053037277	-0.588587096529597	0	-0.10181493766199556	-0.23999630804890412	0
10229	-0.027242404475998	-6.452827631246319	-0.04860092635854217	-0.16489721214413744	-0.03917295889367356	0
10231	0	-1.2932574887046226	0	0	-0.21758285642746555	0
10232	-0.36282819795609966	-0.17635322334880493	0	-0.02972750418143011	-0.7704552665689595	0
10233	-0.14531771772933755	0	0	0	0	0
10234	-0.2149754874634795	-3.402903648301996	0	-0.2500897546688318	-0.03917295889367356	0
10235	0	0	-0.2387456452464196	-0.6668268311341319	-2.2635594374828667	0
10236	0	-0.08907428009183903	-0.6914441199856363	0	-0.7310199965069887	0
10237	0	0	0	-0.09476049418615978	-0.5679087098962003	-0.5882667084462903
10238	0	0	-0.17107311877892617	-0.008040357625501149	0	-0.6037554945024761
10239	0	0	0	0	-0.0110865546796175	0
1024	0	-0.6929722917305212	0	0	-0.03917295889367356	0
10240	-0.3068452508797808	-1.2466361260435332	0	0	-0.019113469304847364	0
10241	0	-0.015820094743850932	-0.015289780399293074	0	0	0
