GeneID	GSE139871_GPL10558_MTB_control_blood_monocyte_dn.tsv	GSE16250_GPL570_MTB_control_blood_PBMC_dn.tsv	GSE34151_GPL10558_MTB_control_blood_dendritic_cell_dn.tsv	GSE63548_GPL10558_LNTB_control_lymphnode_lymphnode_dn.tsv	GSE83456_GPL10558_EPTB_control_blood_dn.tsv	GSE83456_GPL10558_PTB_control_blood_dn.tsv
2492	-0.6472123539121957	-2.795725837562068	-3.241981614155187	-2.4307233842767886	0	0
2494	-0.19491319883248623	0	-0.04639057955199061	-0.08024191198016865	-0.4631189101297274	-0.07769887117257535
2495	-3.445593592674617	0	-0.009833340948058586	-0.12056902589444708	0	-0.8197141868818991
2497	0	-0.16673655224386735	0	-0.8502721672508595	0	0
25	0	-0.20894285066135265	-0.21937997505136184	-0.19956876327618023	-0.05524143817628591	0
250	-0.016449281285856154	-0.03041665246041836	-0.035710628011139334	0	-0.5074534370409753	-1.8221999482947484
2502	0	-0.7406855280060243	-0.02404503166084784	0	-0.03917295889367356	0
251	-0.11905226862385956	-3.6562358535434183	0	0	-0.8282187203837463	-0.03700350419976317
2512	0	-0.16327864233366066	-0.004787087576053506	0	-6.842363928108239	-9.333327153333302
2515	-0.02545959289078499	-0.11068816418322396	0	0	-0.09718798735663414	0
2516	-0.1766539675335861	-0.4921278912158267	0	-0.750751598630393	0	0
2517	0	0	-1.0610618062092108	-1.5906065398115774	-0.03917295889367356	0
2519	0	0	-0.8168567685387202	0	-0.7348911023243148	-0.5263122814111936
2520	0	-2.4221448128715943	0	0	-0.688547045359604	0
2521	-1.2110343192884132	0	-0.16366637407411666	-0.18743247653903225	-0.7124897411742885	0
2523	-1.9747712930398509	-0.7614971068819874	0	0	0	0
2524	0	-0.9857883547055152	-0.007206401354337394	-0.22468936057378655	-1.1521596236763187e-4	0
2525	-0.10082028149058005	-0.21660756509923823	0	-0.020865830670081294	-0.5537872551355001	-0.7115378964581964
2526	0	0	-1.0594981921429327	0	0	0
2527	0	-1.0276931013869826	0	-0.033069476539997644	-0.03917295889367356	0
2528	-0.04535708761011389	-0.06287370299786343	0	-0.16104443065331134	-0.10886960725287465	0
2529	0	-0.20111016799903336	-0.033082371664292454	-0.01265303729737166	0	0
2530	-0.18845134053196835	0	-0.0536929669412905	0	-0.5146215457585288	-1.0389072439539484
2531	-0.060234884265310526	-0.07368964498646302	-0.045166848478803256	-0.0878615576755668	0	0
2532	-0.1014134475227801	0	0	0	-2.70461178671775	-1.928033625959861
2533	0	-2.6888777421491024	-0.025767677260259525	0	-4.0138979959445305	-4.303680550534484
2534	-0.022540036467735225	0	0	-0.020989160379632388	-0.6963230531819717	-0.7412696037104883
2535	-0.29440622211109835	-1.4344550906475462e-4	0	-0.14436974586041706	-0.03917295889367356	0
2537	0	-0.1993731430262937	-0.32274044124438817	-0.6560316764495626	-3.861455079822069	0
2538	0	-1.1678139029950612	-0.49092547796748265	-0.1256355739013797	-0.06305376477137514	0
2539	-0.1369820637244079	0	0	-0.20266574279135036	-0.07235648604716927	0
2542	-0.1983584848219244	-0.04118268725758412	-0.0010301132897059112	0	0	0
2543	-0.0357292701593437	-2.115287773779168	0	0	0	0
2547	0	-0.3619589442853151	0	-0.33050537636021965	-2.175354562750257	-0.16136762193158116
2548	0	-1.3229995354050947	0	0	0	0
2549	-0.11337402186033067	-2.2949253999822607	0	-0.017931715532060744	0	-1.3820728121513657
2550	0	0	-0.5108252153927189	0	-0.3641352920323271	0
2551	-0.06770693275864485	0	-0.7126991925073543	-0.8271571210613344	0	0
2553	-0.0895104201364336	0	0	-1.325026319439694	0	0
2554	0	-0.10600396406955744	-0.5736835244957466	-0.30570665939762565	0	0
2555	-0.1934273529718139	-0.3846811727543821	0	-0.03414105828591112	-2.0872095736022165	0
2556	0	0	-0.0074230718496682	-0.0993508753087144	-1.1600289369322745	-0.6534578898413936
2557	0	0	0	-0.22110387495641928	-3.287593005021676	-4.215076239507653
2558	-0.13245123792207497	0	0	-0.05644320930378965	-1.0127933774576692	-1.1350551053169005
2559	-0.003443315711500902	0	-0.18962553904774548	0	-1.0127933774576692	-1.1350551053169005
2560	0	0	-0.7266668207741027	-0.17897497120295214	-0.2505481851477336	0
2561	0	0	0	-0.05766474999200744	-5.677587417435816	-8.877617169636462
2562	0	0	-0.5851038177905927	0	-0.03544640244960684	-0.1030510496338548
2563	0	0	0	0	0	-0.6633410006745822
2564	-0.04127517572752029	0	0	-0.005745486376460579	0	-0.12151809702494865
2565	0	0	0	-0.003781018496785776	-0.9479367803789842	-0.26482876936460853
2566	-0.13179973899526234	-2.465145431476344	0	-0.07827860755813293	0	0
2567	0	0	-0.001469522411370522	0	-2.995140871435781	-1.4956143836446358
2568	0	-0.10973704609158386	0	-0.01894034160635688	0	-0.2296098616203387
2569	0	0	-0.04531818899681521	0	0	0
257	0	0	-0.01409640793938191	-4.339388191554088	0	0
2570	0	-0.006183891072709447	0	0	0	0
2571	0	-0.20464191957941336	-0.03014370753189444	-0.01927032272187973	0	0
2572	0	0	-0.06893428773585444	0	-0.3872311340347383	0
258	0	0	-0.001175261910444897	-0.012083698253938596	-0.6702190576990357	-0.7897890434230068
2580	-0.11486932750651808	-0.21818113699179917	-0.6082601483947561	-0.5811219655368505	0	-2.3467925647245176
2581	-0.036535684644213307	-5.527355596739444	-0.09673214130370056	-0.5517621000155462	0	-0.9445673502306402
2582	0	0	0	0	-2.689732025957731	-1.33938554660859
2583	0	0	0	0	-0.03917295889367356	0
2584	-0.3902058873564882	-0.08509503293927101	0	-0.19271459341371663	0	-0.08975663236566245
2585	0	0	-2.15342630096148	0	-2.0462569507153168	-3.104426945025039
2587	0	-0.8804905945199593	-1.2887241917830972	-1.291330406683178	0	-0.181128081563122
2588	0	0	-0.3664755306946221	0	0	0
2589	-0.10802814396842496	-0.229113122930399	-0.007721836596001841	-0.0965205913826821	-0.07391647536662815	0
259	0	-0.3518575489830518	-0.00928548290013935	0	0	0
2590	-0.416775956775969	-0.3585059870832953	-0.046938201273621694	-0.004494984813115888	0	0
2591	-0.04899352401262097	0	-0.6372120266266879	-0.4408718683540496	-1.041927662405566	-1.0270197321080652
2592	-0.518216809735037	-0.11290039484769417	0	0	0	-0.9281987192204832
2593	-0.18447403910057147	0	-0.48786865394886514	-0.47400139734888674	-0.03917295889367356	0
2595	-0.2157976964524304	0	0	0	-0.09001664238112927	0
2596	-0.0037170364361065462	0	-0.615702229867635	0	0	0
2597	0	-1.6230172349704013	0	0	0	0
26	-0.22648216545077784	-0.3038097225794824	-0.19597280155840413	0	-0.07983644078679475	0
2615	-0.24532702093628836	0	-3.479167222143904	-0.024763742247431608	-2.082498387453988	-2.576567503039051
2617	-0.017558069573420126	-0.1233453381439548	-1.4407776018152316	-3.842610248738764	-0.003258796918235607	0
2618	0	-0.6983821793695468	-0.4915121292535676	-0.28664556977394184	-4.673728255435274	0
2619	0	0	-0.38650353156761774	-2.0281143579608303	0	0
262	0	0	0	-0.23305258417265207	-0.1164870167786829	0
2620	-4.737301649231608	-0.08769305873101729	-0.7087632619330866	0	-0.3692363618522112	-0.33170384752746784
2621	-0.17740779260915418	0	-0.0016374047216400726	-0.002164807911238721	-1.8396629848077095	-0.7391724879957335
2622	-0.9143560788270368	-0.2302003693115252	-0.01055802938989453	0	-1.190337088830311	-1.885029781257095
2623	-0.2626213675164091	0	-0.3580196470222914	-1.3305378956872893	-0.172572862204869	0
2624	-0.03396763649744128	-1.3770521273702787	0	0	0	0
2625	0	0	0	-0.270029150939752	-0.1877343686848472	0
2626	-0.06246724408520726	-0.591375425939747	0	-0.06301144836777584	0	0
2627	-0.16473144290653768	0	-0.005125106774333726	-0.14374409172558733	0	0
2628	0	-0.07798198139570733	0	0	0	0
2629	-0.010882114511656889	0	-8.580325342461004e-5	-0.08025096392038544	0	0
2630	-0.007258611143288074	0	-0.01607055268217883	-0.2819652163233485	0	0
2631	-0.006239034769387475	0	0	0	0	0
2632	0	0	-0.08636111650638167	-0.12955768876634657	0	0
2633	-0.04685014383341082	-0.3083583878415989	0	0	-0.09117250436464697	-0.6084588425046794
2634	-0.0535041393271215	0	-0.004902331359702188	-1.3632657039695055	-0.6334712819727938	-0.5696539062928221
2635	0	0	-0.05528294416733463	-0.9429508154604322	0	0
2636	-0.1024281864845376	0	0	-0.5474012913989008	-21.354218452340625	-19.218583478399665
2637	0	0	-0.02426141112149449	-0.03278612949049148	0	-1.0756224151754334
2638	-0.020824593952247283	-1.70674051864192	-0.01101528240550817	-0.06148985704576948	0	0
2639	0	-23.722121179067276	-0.013850688285398175	0	-0.1802317058301948	0
2641	0	0	0	0	0	-11.072124050121072
2642	0	0	-3.577314394049222e-4	-0.03998983344536322	0	0
2643	0	0	0	-0.8400738126206246	-4.165593628145087	-3.745570392396632
2644	-0.33408673297082536	0	-0.05093253844653004	0	-0.5105482611637211	0
2645	-0.1446312426966481	-1.0957029090126569	0	-0.07180288028437543	0	0
2646	0	0	-0.007968227986782192	0	-0.03917295889367356	0
2647	0	-1.0599005444018168	0	0	0	-2.1618739910071447
2648	0	0	0	-0.40832300206600425	-0.0026418056090149467	-0.3452792211872502
2649	-0.07213179239132994	-0.7367104388667229	0	0	0	-1.0728278136907012
265	0	0	-0.005881761780068481	0	-2.343030953537361	-2.2754702603466805
2650	0	0	0	0	-1.221028894126104	-1.8955967230577764
2651	0	-0.7513304946508029	-0.02296192995622369	0	-0.6154747392696631	-0.8662621829943891
2652	0	-1.0720469118111142	0	0	0	0
2653	-0.02118011618496629	-1.0104503852743094	0	0	0	0
2657	0	-5.550998501234018	-0.139058701567306	-0.5139990698557704	-0.4283115952099852	-0.01913835989590551
2658	-0.47774835446322417	-0.7015350858785077	-0.05205235895961302	0	-1.5277374592261157	-1.8588823292484085
266	0	0	-0.04455689765800616	-0.26969770152244243	-0.1269925871560933	0
2660	-1.1401310748466815	0	-1.447605359316262e-4	0	-0.6227624497362001	-4.850383678710903
2661	-0.00944855385057236	-1.3673800870658883	0	-0.03478995371673224	-2.455900974608024	-3.668887446359996
2662	-0.0751778166961253	0	-0.01823073336013997	0	0	0
2664	0	0	0	-0.03650385595307343	0	0
2665	-0.0667780552115699	0	-0.005968820735684999	0	0	0
2668	0	0	-0.3475381065068075	-0.17861668734226077	-0.4510150992084312	-0.085563254517667
2669	-0.06303544354799848	0	-0.5310753944708746	-0.11782967807509603	0	0
267	0	0	0	-0.08498008256692671	-0.670335160314615	-0.997045695234922
2670	0	-0.21435635705842335	-7.328241241777443e-6	-2.386248667327956	-0.012378513338527908	0
2671	-0.32431120678304226	-0.05146207105548537	-0.025914022041135465	0	-0.5233186952333404	0
2672	0	-1.621603611619393	-1.093536274196102	-0.7187483839063558	0	0
2673	0	-0.6902453616871584	0	-0.0300803222751812	-0.261170680697554	-0.47940969675082856
2674	0	-0.1147908979660194	-4.162815393924113	-1.805409054512069	-3.2172184133189745	-1.618780687650359
2675	0	0	0	0	-0.01937005336838316	0
2676	-0.09732703207793372	-1.190546175556822	-0.2335689719257061	0	0	-0.6922027398450801
2677	-1.323680107056636	0	0	-0.06219979031420675	-5.990255134011857e-4	0
2678	-0.2033953421326063	0	-0.4037066721956495	-0.028641135928870465	0	0
2679	0	-0.12324062617423144	0	-0.5666925109406806	0	0
268	-0.0602046054661092	-0.7117402782574328	0	-0.0309795334668016	0	-0.3619983478004165
2681	-5.996997432127333	0	0	-0.23092448349184516	-0.19482616423774568	0
2683	-0.2676131322620394	-0.31815819072600426	0	0	0	0
2686	0	-0.8926751769048613	-7.664808550682482	-0.6621528303580537	-3.5228776779012176	-5.796703547272223
2687	-1.570127283402556	-0.5369600931893391	0	-0.028292079886741428	0	0
2688	-0.2020657873034803	-0.1240359519274542	0	0	0	0
2689	0	0	0	0	-1.6417783367083372	-2.3638079070169287
269	0	-0.3637155426523794	0	0	-0.08303578539497791	0
2690	0	0	-0.2067331557862804	0	-2.4205906534429253	0
2691	-2.141438157984003	0	-0.3939994079695823	0	-1.0927968479957548	-1.6096486878942702
2692	-0.5379985230713545	0	-0.6279609465960736	-0.1788352650649092	-0.048560860632218095	0
2693	0	0	0	-0.4179923411643736	0	0
2695	-0.11350446055291329	-0.8794949537691444	0	-0.16427691237765735	0	-0.018655145641857107
2696	-0.38739978618769466	0	-0.04850558405379206	-0.069553823984812	0	0
2697	-0.14982496792909705	-1.2017050638690914	0	0	0	-0.10947754684446775
27	-0.17319504610183412	0	-0.4897646013321904	0	-0.2327307644312404	0
270	-0.08706029198673226	-2.284668153189383	-0.22471498876712304	-0.7342857183836076	-0.005636627502376479	0
2700	-0.023034326969648924	-1.036119527182187	-0.06008651999884836	0	-1.430813308517899	-0.2199236279606167
2701	-0.07215378933988305	0	-0.6725537908684007	0	-0.03917295889367356	0
2702	0	0	-0.4070081338281146	0	0	0
2703	0	-0.6599632256033701	0	0	0	0
2705	0	-0.12503551281976144	0	0	-0.18076275392859745	0
2706	-0.11334881780120833	-0.2979852500223592	-0.0187001021144213	-0.024438557046566195	0	0
2707	-0.03848497171247578	0	0	-0.19712840644273652	0	0
2709	0	0	-1.436171505635416	0	-0.033075269724439194	0
271	-0.04597130520389962	0	0	-0.08077536198468271	-0.04708445910736714	0
2710	-0.32826243417243894	-4.356061448433412	0	-1.84654244149892	0	0
2712	0	0	0	-1.3791984659931202	-1.9350484787471431	-0.9257132175689068
2713	-3.801655316227333	0	0	-0.01843424496113077	0	0
2717	-0.7655642438628179	0	-0.04261444364192693	0	0	-0.1441455839960989
2719	-0.06392930595169236	-3.4395816173639955	-0.05487801811719395	-0.6262097199687213	-1.194379169589506	-2.143647212841904
272	-0.1430577573022081	0	0	-0.03287889987521758	0	-0.5737034186262003
2720	0	0	-0.3458967308824119	0	0	0
2729	-0.12665782215725696	-0.2386263346988187	-1.2566114115870195	0	0	0
273	-0.0329090172244921	0	0	-0.33183382206572665	-1.7554242413118684	-3.2230617668955146
2730	0	0	-0.1862666177397393	-0.1142193599919532	0	-1.7435497908324702
2731	0	0	0	-0.8068934980515472	0	0
2733	-0.022120268975941212	-1.4350367264323518	-0.056292405239060095	0	0	-0.6648598837801678
2734	-0.06012042152870156	-0.12094083027914224	-0.5749574535851685	0	-0.03917295889367356	0
2735	-0.08068396775044895	0	-0.05949619190996169	0	-6.334318411886898	-3.2793102175812057
2736	0	0	-1.3343895611489494	-0.20426434541018068	-0.03480609168470217	0
2737	0	-0.08365760241304329	-0.4207723914746204	-1.391925865355078	-0.0037928527511921217	0
2738	-0.3627048238388788	-0.04035463181635768	-0.0175871587171732	0	-0.23898703861259565	-2.2676682781918105
2739	-0.6685030052715035	-0.5278419034895155	-0.02511827263165856	-0.08791106171219343	-1.5634786114806345	-2.681023917249981
274	0	-0.1277114349340318	-0.018285571902705463	-0.7030460872384421	0	0
2740	0	-0.1523572663574716	0	0	0	0
2741	-0.2075239713239165	0	-0.004575071951160928	-0.005393207614063262	-1.7541353059832627	-3.0462772544041266
2742	-0.12331927505501204	-0.22393442968901567	-0.1857883760515079	0	0	0
2743	0	0	-1.393721189974931	0	-1.8526217113397128	-0.6614788425627753
2744	0	0	-18.36356392297127	0	-0.43197709712215415	-1.1929500468643712
2745	0	-0.064951787221553	-1.3974536471057353	-1.2667614141522563	0	-1.0298469742356633
2746	0	-1.2856271072837264	0	-0.09121190585172734	-0.3320829017652054	0
2747	0	-1.3549046840670975	-7.407732531396647	-1.498829163336433	0	-2.38151318918768
275	-0.020856778436598472	-0.012181229177500865	0	0	-0.5550108724621623	0
2752	0	-0.3578666433712973	0	-0.6487772567892982	-0.27136480001044694	-0.4030041947609488
2753	0	-0.1955756573304169	0	0	-0.5622865825004557	0
276	0	-0.7500504690335847	-0.015575012638707447	-1.4498697526997804	-0.16304135538818487	-1.2306537112318794
2760	-0.33616641694104366	-0.9395234764021754	-0.01344581547268174	0	-0.10345702753265384	-0.1477875395918986
2762	-0.1599753095521384	0	0	0	-2.2603814573901104	-0.783306749088069
2764	0	-0.6761358570576359	0	0	0	-0.5706399365700396
2765	0	-1.6638462219766763	-0.509674511688434	-0.13085999240628576	-1.2605312370722142	-1.5921910519598883
2766	-0.5533051287658783	0	0	0	-9.451558306704737	-0.3620021589728992
2767	-0.3944327034090058	0	-0.12300910557042208	-0.17254628993729282	-0.03917295889367356	0
2768	0	0	-0.02414896954122786	-0.07481915323404542	0	-1.7978693555191732
2769	0	0	-0.17227287400785296	0	0	-2.6346349441640777
277	0	0	-0.02598928079425256	-0.961418588096794	-0.6528746409428277	-0.348016298735601
2770	-0.21989832434650725	0	0	0	0	-0.5561967051333866
2771	0	-0.4133365562768171	-0.03914496173261573	-6.3115191022940476	-0.03917295889367356	0
2773	-0.1311212249866797	0	-0.0591893332540297	0	-0.2162592640090236	0
2774	-0.2803404093872983	0	0	0	-0.7599178223994365	-0.4218817837828111
2775	0	-0.6929895032054405	-4.508449453117235	0	-0.03917295889367356	0
2776	0	0	-1.189809245280648	0	0	0
2778	-0.15261188000188075	0	-0.016456257765984528	-0.037339087760093655	-0.20417028373658372	-0.8129581806150943
2779	0	0	0	-0.06230069126576554	-0.42901609903292415	-0.4235391346857008
278	0	0	-0.3082470744773258	-0.24963905144234635	-0.6323897492964234	0
2780	-2.476521002600781	-1.3600690984086987	0	0	-2.348641428452949	-2.065410234209398
2781	-0.8498683031636094	-1.3804905359275992	0	-5.997126244678643	-0.03917295889367356	0
2782	0	0	-0.09372616678099732	-2.54398143140775	-1.562731173665564	-3.154777736300693
2783	-0.015393947892502369	0	0	-0.25717581037658355	-0.34214786279117027	0
2784	0	-0.19163894043889584	-0.5419654478168874	-0.14943106004671636	-0.5496958621013108	0
2785	0	0	-0.09804901879400096	0	0	-0.3509947208650498
2786	0	-0.10495365073319206	-0.04539024995351021	-0.18685741742672368	0	-2.022839833449556
2787	0	0	-1.1702651345554722	0	-1.287865432254716	-1.7477422036275327
2788	0	-1.347229419264663	-3.1355782339951137	0	-2.509813013440641	-0.6174927266387471
279	-0.05208616811118383	0	0	-0.31760864855151344	-0.7124143768823368	0
2790	0	-0.6785680901801999	-0.020120070796107045	-0.1530758243983937	-0.29697388909416644	0
2791	-0.03524612889150547	-2.899026496282046	0	0	-3.039433006200836	-5.395736486620339
2792	-0.6132370320394132	0	-0.014263855916072876	-0.23158794139039185	0	0
2793	-1.5581051152305507	0	-0.005548886126008276	0	-2.9816030828507456	-5.768503843667434
2794	-1.4771922416243477	-0.4130342712276127	0	0	-0.7499938038251532	-1.3768317453694436
2796	0	-0.1886303879167168	0	0	0	-1.4525372425545602
2797	-0.0632151840859338	0	0	-0.16294410641976365	0	-1.3980399490900748
2798	-0.11126742565379807	0	-0.45811266843521325	0	-3.758796307637068	-6.666376635764376
2799	0	0	-0.43082408660911353	-1.084140261543141	0	-0.613158444164227
28	0	-0.7138563932100599	-0.018856383486669265	-0.7095391210104102	-2.703664834839004	-3.259700232351261
280	-0.02109551715290292	-5.981876749814155	-0.8324436192726643	0	0	0
2800	0	0	0	0	-0.7719301850776574	0
2801	-0.1866683166259968	0	0	0	-0.7328509038018831	-6.286145843271157
2802	0	0	0	0	-0.037904872457915184	-0.001866482267063985
2803	-0.7316384777210394	0	0	0	-0.9383643645340438	-0.29727590102232604
2804	-0.4102481472236856	0	0	0	0	0
2805	-0.020903362037348217	-0.061368265325429557	0	0	-0.14415700445396995	-0.3854176415638171
2806	-0.07264548983548447	0	-0.1356762658724877	-0.05538944016892289	0	0
281	0	0	0	-1.2745677306306398	-1.333779111557014	-1.6008364291050086
2810	-0.23273262199603503	0	-2.4609764362103483	-0.787301101389879	-0.03917295889367356	0
2811	0	0	-1.2643700584692297	-2.3532574118641456	-3.946639706417376	-5.420873605090045
2812	0	0	-0.5662290536703354	0	0	-7.305586923075722
2813	-0.128878411774485	-0.05089402791987535	-0.23439868624568985	0	0	0
2814	0	0	0	-0.1256370334037148	0	0
2815	0	0	-0.2066555844500129	0	0	-0.09128540017637454
2817	-0.14132114994100575	0	-0.11016051878621907	0	0	-0.36340182331708615
2819	0	-0.09317782049063496	-0.3513409781949648	-1.816011935031769	-0.03544640244960684	-0.11785887658233518
2820	-0.21975167475698543	0	-0.7190020798642351	-0.07346783559431458	0	0
2821	0	-0.3134762931483934	0	0	0	0
2822	0	0	0	-0.00986033226466798	0	0
2823	0	0	0	-0.5750808055041372	0	0
2824	0	-0.8005836746349367	0	-0.4380199498492481	0	0
2825	-0.3610592349142048	0	0	-0.1876659191374668	-0.03917295889367356	0
2826	0	0	-0.19856664135476268	-0.001324698656907819	0	0
2828	0	0	0	0	0	-1.263999097992826
2829	-0.0028130793841376622	0	-0.006112790282657876	0	-0.4076777245298615	0
283	0	0	-0.01251628056312093	0	-1.096663393853984	-6.131923476124373
2830	0	0	-0.02968820089612073	-0.01594939587252714	0	0
2831	0	-0.656717205205362	-1.8221930391128784	-1.0932878088164233	-0.6796603783754267	-1.8753644240384288
2832	-0.038385122461171706	0	-0.6751577603753536	-0.2209496134206033	0	0
2833	-0.038385122461171706	-1.3055964923373884	-0.012636521225514149	0	0	0
2834	-0.2700506896285719	0	-0.09929631624168024	0	0	0
2835	-0.011415587148210005	0	-0.6242928855344823	0	-0.03917295889367356	0
2837	-0.5403321095669429	0	-0.030861260326266404	0	0	-1.0370043405910991
2838	0	0	-0.3287749232030436	0	-1.1725364653023167	0
284	-0.3895497717242742	0	0	-0.17614411836414512	0	0
2840	-8.388335827917885	-0.04422236446162573	0	-0.03586716794412714	-0.8245555464768959	-2.0357420608526717
2841	0	0	-0.01017742162624495	-0.0015678610069891907	-0.629580839068616	0
2842	0	0	0	0	-3.442639571569293	-1.448201426618943
2843	-0.5017551115905299	0	-0.009955751517222444	-0.09364092531044987	-0.13291891899252573	-1.4094822459885012
2844	-0.6396149285765753	0	-0.04207075013448747	0	-1.23898463341348	-1.3628568819856444
2846	0	0	0	-0.524419811884137	0	0
2847	0	0	-0.23249289295977796	-1.8387794454460812e-4	-0.4009049277725534	-0.7860874978603202
2848	-0.04337022700733009	0	0	-0.06007213180136581	0	-0.375695679495319
2849	0	0	0	0	-0.10112023187272424	-0.09484538247537844
285	0	0	-0.8291148208009811	-1.1150260278061028	-2.1044006661791017	-2.0443734668527345
2850	-0.123707089569435	0	-0.0439481449265986	-0.36169158627508735	-0.27282529116671905	-0.2083943150020342
2852	-0.11476451998674224	0	-0.08054613331735272	0	-0.03917295889367356	0
2853	-0.2005792302413652	0	0	0	0	-0.3889023984380244
2854	-0.0017862853904303533	0	0	0	-0.4227398283869337	-1.2438581769036352
2856	0	0	-0.006350758953993285	-0.06741640002943969	-0.2209991563526128	-0.10437955632473206
2857	-0.21723795783103997	0	0	-0.6525212366753737	0	-0.5679488617225632
2859	-0.6170939548752896	-0.97185328881035	0	0	0	-0.6343340207373772
286	0	-0.3763260042198562	-0.08881881124082816	0	-0.6454718654718459	-0.29157647928113417
2861	-0.016448163391054593	-0.076855716591032755	0	-0.02847796860469365	-0.5253410894216461	-0.6928372548233828
2862	-0.27079376899596586	0	0	-0.024178646623299604	0	0
2863	-0.19273332580954092	-0.11064032275701964	0	0	0	0
2864	-0.24105067102420508	-0.8149091536084403	-1.0648370254095292	0	-0.3802570072306879	0
2865	0	-0.2112668488647862	-0.07735201146367134	-0.2521973174684317	-0.1903521808523463	-2.645190265706336
2866	-0.09245455517769809	-0.27175514956546	-0.004782458504791663	0	0	0
2867	0	0	0	0	-2.986539369587798	-5.419930443260413
2868	-0.06451544473449189	0	0	-0.09561448475365868	0	0
2869	-0.3451798657702234	0	-0.027287750714108883	0	-0.8358597040344797	-0.640354243065251
287	-0.03518517589617284	-0.5315991203246876	0	0	-0.03917295889367356	0
2870	-0.07133276636754829	-5.367575342534803	-0.31301439464470904	-0.06875048210702889	0	0
2872	-0.08021454714090114	-0.08993463770474684	-0.6674242627775457	-0.5371056691711835	0	0
2873	0	0	-0.06674688205028631	-0.04323954495505733	0	-0.8875096652805357
2874	0	0	0	0	0	-1.894367868987212
2875	-0.25925448768273185	0	-0.024552971065121776	0	-0.8225688098178291	-1.4136982884442697
2876	0	0	-0.02572405244696549	0	0	0
2877	-0.03888196856908982	0	-0.05042852540698384	0	-1.0721584786471483	0
2878	-0.05650960564496271	-0.10150792834182076	0	-0.010480378520034144	0	0
2879	-0.17822271804083695	-0.05620099864787559	-0.31480001612922454	0	-2.624734736605994	-1.4868990102970163
288	-0.24867585802206849	0	0	0	0	0
2880	0	0	0	0	0	-0.9328660100900313
2882	0	-0.5097168689965428	-0.3171111739425625	0	-0.03917295889367356	0
2885	0	0	-0.1680311891416606	-0.027341300154613	-0.6975022703057239	-0.8375963246395495
2886	-0.3036576307911547	-0.9052198267703356	0	-0.1180175918082382	-10.295590275527148	-0.9338851616229094
2887	0	0	-1.6492267401520424	0	0	0
2888	-0.535391160348059	-0.03259097859427515	0	0	0	0
2889	-0.1400046654378062	0	-0.01829582356050212	-3.1786382134091533	-0.10626108882823072	0
2890	-0.1048469903902558	-1.0512043046074535	0	-0.10970248539549753	0	0
2891	0	0	-0.7422447798013341	0	-0.03917295889367356	0
2892	-2.4959481999307025	0	0	-0.02058083109640646	0	-0.7053778480652021
2893	0	0	-0.027998812716011623	-0.06760906343646644	-0.03917295889367356	0
2894	-0.029626686716761552	0	0	0	-0.037904872457915184	0
2895	0	0	0	0	-9.28081384195844	-2.7345399995579123
2896	-0.1526110046593984	0	-0.004798889386201988	0	0	0
2897	-0.033059477724259934	-5.097162037176304	-0.19317385046632696	0	-0.0011474632185601852	0
2898	-0.08268699664647286	-0.5115142377761283	0	0	0	0
2899	-0.12932067462411803	0	-0.8848746618416111	-0.0986577463749608	-1.505051647538541	-3.113236234566904
29	0	0	0	0	-0.03917295889367356	0
290	-0.23509650414543048	0	-1.9557106219675997	0	-0.06523587030787525	0
2900	0	0	-0.7212717430075881	0	0	-11.421279472175822
2901	0	0	0	-0.22836451862724252	-0.3597758093153218	0
2902	0	-0.4746829782218236	0	0	-1.4417970032005587	-0.4878437164651244
2903	-0.19104969460729795	0	-0.13967878839523928	0	-0.8032252397853655	0
2904	0	-0.14835188542101396	0	0	0	0
2905	0	-0.09390805115102258	-0.16700043945418508	0	-1.176882288304324	0
2906	0	0	0	0	-6.209018435285873e-4	-2.342891262618682
2907	-0.04526458177402154	-0.1068971932246852	-0.6981028961797415	0	-0.03917295889367356	0
2908	0	0	0	-0.14547216830467335	-0.2431245752462874	-0.4172736787042098
2909	-0.4380622024476697	0	0	-0.03801069861584194	0	0
291	-0.23389851591001865	0	-0.1849981289787284	-0.6469837527087761	-0.05196571343269352	-0.2615323281388293
2910	0	-0.02111746527911233	-3.088658647485372	-1.5902890655235726	-4.694193697073727	-7.278746796879749
2911	0	0	0	-0.05895260474178593	0	0
2912	0	0	-0.4160690572396123	0	0	0
2913	-0.4633217923157815	0	0	0	-1.3677908342975789	-0.4534286146628464
2914	-0.21284299633536655	0	-6.0703917798540274	-1.1461201852248235	-10.008966960196885	-2.582982438384468
2915	0	-0.12754893178048698	0	0	-1.1430911090674294	-1.268558309333602
2916	-2.823408795060388	0	0	-0.1096266822117653	0	0
2917	-0.005621135819583872	0	0	-0.017333078102602636	-1.6093723095735708	0
2918	0	0	0	0	-0.08132188482118008	0
2919	0	0	-0.07235756028132528	0	0	0
292	-0.4500958948057461	-0.314608880537659	-0.052307413889116416	0	-0.03917295889367356	0
2920	-1.1023681903481082	0	-0.029390471459951467	0	0	0
2921	0	0	0	0	-0.9054530825911044	-0.11819638435716552
2922	-0.027195630471399057	0	0	-0.04767076390885008	0	0
2923	-0.08504336156919536	0	0	-0.07858291952443897	0	-2.0707584806817083
2925	0	-0.1976717193797042	0	0	0	0
2926	0	0	0	-2.900085409473365	-0.03917295889367356	0
2928	0	0	-0.020498239107131944	-0.3590252143712864	0	-1.4144470095319108
