GeneID	GSE16250_GPL570_MTB_control_blood_pmbc	GSE34151_GPL10558_MTB_control_blood_dcs	GSE63548_GPL10558_LNTB_control_lymphnode_lymphnode	GSE83456_GPL10558_PTB_control_blood	GSE139871_GPL10558_MTB_control_blood_monocyte
1444	-0.00777843690891222	-0.1454055015236012	-0.08831304863918454	0	-0.04428545026065295
6228	-0.00785872730068482	-0.02481614458503245	-0.04900439321678801	-0.7286958597213578	-0.06023511037626665
695	-0.00791320615119306	0	-0.5233535578548474	0	-0.04859798262894639
9313	-0.00799969566369063	0	0	0	-0.5397705012819123
7289	-0.00822961486276219	-0.2791706833105969	-0.0017378198465392	0	0
11224	-0.00844658015616528	-0.01983874326723964	0	-0.7035895383662236	0
3210	-0.00860708208682314	-0.04261444364192698	0	0	0
10544	-0.00895903039493278	0	-0.34323922428605325	0	-0.08722552088815384
8367	-0.00910639927183629	0	0	0	0
8588	-0.00933540343887531	-0.8008758887160061	0	-0.4774976338286483	-0.07118122635521207
5459	-0.00934094414704112	-0.666130172153768	0	0	0
1839	-0.00943852268009326	0	-13.42421799478718	0	-0.0961564556519452
4824	-0.00971407976138427	-0.28411398284544176	-0.20807241317998915	0	0
5528	-0.0097625104620902	0	0	0	-0.02745936143522981
5347	-0.01007777352508215	-4.656043338488448	0	-0.37878718315320525	0
7293	-0.01031388856827519	-0.01925068982104072	0	-5.775648000181401	0
6745	-0.01041363396142647	-0.07092196631271053	-0.2953560738734087	0	-0.25724605464467115
486	-0.01052013264755591	0	0	-0.8042898565887939	-0.9765937093472284
2041	-0.01067924771090156	-0.11303623837438836	-0.09269969437014385	-5.099298383767369	0
601	-0.01105268344728593	-4.90392436422904e-4	-0.20365732754360263	-0.6196686225934276	0
1498	-0.01111672525438317	0	0	-0.49502279388456	0
7265	-0.01115106888312164	-0.0058035036663625	0	0	0
8557	-0.01172108370796615	-49.106682586617545	0	0	0
3697	-0.0118995887448301	0	0	0	0
947	-0.01198418339724716	0	0	0	0
277	-0.01218122917750086	-0.8183977429868105	0	-0.2717440955847774	-0.1496604276887852
4041	-0.01219847468404333	-0.00411387911222499	-0.0519064292261415	0	-0.08858305189344512
10270	-0.01237916120423782	0	0	-2.4922867966380493	-0.18800073557994013
10866	-0.0126073217272377	0	-0.28916744425204377	0	0
1506	-0.01284926011315312	-0.5469630757834244	0	-2.107111541088932	-1.5862798830219358
6314	-0.01286135946397198	-3.3059486508145137	0	-0.2649901993716677	0
7712	-0.01286310444694904	0	0	0	0
8833	-0.01305998422806906	-0.5015028577347361	0	-1.1133605228286367	0
8574	-0.01325295058518669	0	0	0	0
9928	-0.0134082138099324	-0.802455524599365	-0.5466583326625898	0	-0.3015230750617319
8930	-0.0134549454615297	0	0	-1.8937814270118576	0
2406	-0.01345774289404544	-0.1101283612310211	0	-0.4185453103771939	-0.24544724298393472
5106	-0.01371631961634278	0	-0.08682167433325694	-1.931890169161633	-0.15533904818825672
2224	-0.0137447483399547	0	0	-3.321736483963407	-0.08692186502016641
8384	-0.01375808370825104	0	-0.2086629865842372	0	0
5693	-0.01382477751220523	0	0	-1.5531465434255105	-0.01681349146765554
3775	-0.01387332309572566	0	-2.7855887631271865	0	-0.01227607357799509
10905	-0.01387804165929579	-0.00832202754412203	-1.043528607082967	-0.442758363918924	-0.07025244566523961
3112	-0.01392192901124645	-0.01055802938989458	0	-0.5325100484977128	0
3051	-0.01401600598440588	-0.04531818899681521	0	0	-0.0767612403526513
10842	-0.01412277492888103	0	-1.123998382711723	0	0
5229	-0.01421020862847255	0	-1.321205819839837	-1.834184030685566	-0.16941921590042108
9495	-0.01433499560633511	0	0	0	0
9815	-0.01469212458076718	-1.853841300716558	-0.3174170350115372	-1.4306616523162772	-0.09135851617262292
3269	-0.01487534234486887	0	0	-0.38501088988956456	0
9927	-0.01504149416519395	-0.802455524599365	-1.50291114873822	-0.32899899820092515	0
66	-0.01517863215361947	-2.5966737023680477	0	-0.7456356336146754	-1.6522502331351188
6337	-0.01524340969281548	0	-0.4544318952328021	0	-1.741212548388488
10899	-0.01527001234617686	-0.19216712654485052	0	-2.858299412178531	-0.15344375036030627
2400	-0.01556996832597795	0	-0.08993579599434526	-0.8997795857140738	-0.04134798059404798
8466	-0.01560662870272433	0	-0.22204308858967275	0	-0.09853346962925918
6334	-0.01562436518839305	-0.02345004398408046	0	0	0
10346	-0.01582009474385093	0	0	0	-0.09609810887000315
8634	-0.01657427677322204	-4.359567512801547	0	0	-0.0213448415640105
3769	-0.0166219217402341	0	-0.10818298368134864	0	-0.14462753583630328
8000	-0.01665730566002783	0	-0.3866215203591688	-0.572096168513466	-0.4758649136041471
4512	-0.01732725548784935	0	0	0	-0.07451605345943961
10237	-0.01748516796026732	0	-0.00408336737709508	0	-0.07207412380779138
2035	-0.01757783111324659	0	-0.19091078230407915	0	-0.04920509481525537
6924	-0.01762847655927064	-0.9340861110195624	-0.31754754611343616	0	-0.08167365101078439
10286	-0.0181046034201141	0	0	0	-0.18800073557994013
6023	-0.01812422173506456	0	-0.1246512094335466	0	0
3674	-0.0182577530554735	0	-0.09930504259385896	-0.2426007347147596	0
9231	-0.01850762104570102	-0.1406042434697352	0	0	0
1183	-0.01861866978665982	-0.7315025199614489	0	0	-0.5638455638778903
4710	-0.01905532020907299	0	-0.09111378966550016	0	0
8034	-0.01911206587321284	-0.02909033850441296	-0.22714458433390472	-1.130630338497414	-0.9073608278652354
1293	-0.01950216693331796	-0.5767222348086238	0	0	-0.3703780171922455
9111	-0.0198331754809433	-0.01127165154040285	0	-1.3675228892478162	0
7185	-0.01984651792062852	0	-0.9823016008007156	0	0
10460	-0.01990519396252636	-4.761869781177986e-4	-0.05161465753830882	-1.0871616751517938	0
6013	-0.02001344710996561	0	0	0	0
3148	-0.02008436083090875	-0.1390587015673061	-0.5139990698557706	-0.2934112449043873	-0.0175580695734201
9244	-0.02025567192944803	-0.02208012469609102	-0.01678378080427434	-0.5302409478966004	-0.02185390235469186
8144	-0.02042652802201092	-0.05211344520829464	-0.03350531440672394	-0.44274314933517567	0
4888	-0.02075098787654039	0	-0.02839017184621914	0	-0.08752530461668762
1796	-0.02080518530354517	0	0	-1.2469447403072556	-0.33135105467449666
11157	-0.02104104832949063	0	-0.15223841040810626	0	0
6030	-0.02120509885811856	0	-0.33910553405857113	0	0
9534	-0.02143756792000503	0	0	0	-0.00674651902800613
926	-0.02143932543489699	0	-2.7277754770994758	0	0
5008	-0.0215597546809354	0	0	0	0
6083	-0.02182613088157101	-0.7904274903780685	-0.16549821653075736	0	0
8994	-0.02205384456703395	-0.16688841990407993	-0.02379013952154129	0	-0.239965965029592
4764	-0.02233970369867691	-1.825817070334237	-2.5487818704405	0	-0.21458618294548337
1419	-0.02260387399888031	0	-0.10466483440747154	0	-0.00358604210810886
9806	-0.02277087999186805	0	-0.04568164375470908	0	-0.5760940302770425
4608	-0.02321823142603143	0	-0.15280099219450466	0	0
9688	-0.02328184829798887	-1.876988770977436	0	-0.31247523545838995	-0.03835473367245953
3111	-0.02348776191621948	-0.00163740472164007	-0.0021648079112387	0	-0.2914135709927981
2988	-0.02367508157475023	0	0	0	-7.360423783497588
10569	-0.02371324190921325	0	0	0	-1.00790109476483
4579	-0.02419542021746373	-4.744784675830798	0	-2.64787428401276	-0.1737805255974818
10002	-0.02429829451611696	-0.0694399822651468	0	-4.432305749564563	0
7469	-0.02443225748808863	0	-0.06412167012495645	-0.0012911578380359	-0.4461265290923091
8615	-0.02445690610058881	-4.067869812149384	0	0	0
3803	-0.02470018026311393	-0.03183635500931982	0	0	0
11128	-0.02506207645844871	-1.7320911182737468	0	0	0
927	-0.025124685558944	-0.02983657043274415	0	-0.2529948692249966	-0.4532298271058997
3188	-0.02523610633922912	-0.04850558405379206	-0.069553823984812	-0.3616713163611621	-0.02118011618496629
7235	-0.02532589522095252	0	0	-0.2713748696601024	-0.06651570992792205
9325	-0.02555692704809731	0	-1.120238850663487	-0.05249750473577963	0
7367	-0.02561257317955267	0	0	-1.523485061053272	0
10432	-0.02589258784089156	0	-0.00478101378013604	0	0
2465	-0.02591068806829155	-0.5696174793605637	-3.166814792263361	0	-0.07716830574436456
1476	-0.0259763071783281	0	-0.6145981467480026	0	0
6181	-0.0264049979251159	0	-0.267996310906228	0	0
10059	-0.02669588280366596	0	-0.03095232715018703	0	0
6964	-0.02670660725788859	0	0	0	-0.09415407666908536
6091	-0.02680031540890914	-0.00465991516352448	0	0	0
1015	-0.0269312816004888	0	0	0	-0.1987836152147988
2377	-0.02711890377638515	-14.712551682164328	0	0	0
10901	-0.02758657271362541	-0.02847174258943152	0	-0.04676196549483202	-0.06246284445628991
10486	-0.02793927809067575	-0.0044017925572983	-0.13775468149601994	-1.7233504424174604	0
3626	-0.02807267642727436	0	0	-1.277329436152745	0
6759	-0.02817620683442657	-0.01624405309368659	0	0	-0.01651520492172464
10910	-0.02819042088207248	0	-0.26385300378872334	0	-0.11791290185159316
38	-0.02834275988010237	0	-0.28373349912680457	-0.8818376052527297	-0.1732700606042272
3260	-0.0285776389472219	-0.19663170863489787	0	0	0
206	-0.02897030974813852	0	-7.052814754809876	0	-0.17981431425350167
2103	-0.02910164380316798	-0.33600092496102496	0	0	-0.3709163851820435
7472	-0.02913613286433108	-0.432770130813106	-0.11896174875911524	0	-0.7779470029448334
6497	-0.0292565016185507	-0.4719111097885982	-3.8053963214714495	0	-0.20132420688594596
7974	-0.02935642564348667	0	-0.30838456479483833	0	-0.10404766414654187
5030	-0.02937327898586028	-0.19335007174390384	0	0	0
3916	-0.02937390370583277	0	-26.4242308701189	-0.2744797012507125	-0.2037490766473362
6531	-0.02949426500537749	0	-0.24972850457990003	-2.81624865508049	0
9219	-0.0297642188427144	0	0	0	-0.3023660566520219
9427	-0.02979659129554263	0	-0.0813822656893636	0	0
482	-0.02988033922871211	-1.0625724126722194	0	0	0
3281	-0.03004189025869602	0	-5.997126244678643	0	-0.12331927505501204
2473	-0.03033330241607057	-0.9304441989652226	-1.009704604619376	-0.8010547923217706	0
7161	-0.03034958011834598	-0.0097234304524163	-0.35716055079418063	0	0
2619	-0.0306691906291916	-0.02230411153603465	0	-8.40717830848636	-0.9121101827699664
10233	-0.0307300310052514	0	-0.00408336737709508	-2.6159131506826494	-0.07207412380779138
10531	-0.03084203596044443	-0.0041456231842375	0	0	0
1294	-0.0312134820379808	0	0	0	-2.109565315374173
5620	-0.03123055028848764	0	0	0	-0.0584036182621106
5521	-0.03178452766988815	-13.376391739378278	0	0	-0.09323747412024144
2475	-0.03179028494745178	-9.707663083637772	0	0	0
491	-0.0320083943545463	-0.01326014416578784	0	-5.598392520447743	0
9582	-0.03215623230317596	-0.9791713936612494	-0.8550060664963892	-0.02390238329829808	-0.06281347899553591
4083	-0.03232052691663321	0	-34.126752506123346	0	0
8525	-0.03233142843370551	-0.2478333832213225	0	-3.91621832964732	0
2908	-0.03259097859427515	-0.28161868058168626	0	-0.19998169682675648	0
2194	-0.03273406169553938	0	0	-0.2383670344668869	0
3236	-0.03275603331276389	-0.1857883760515079	0	0	-0.06314723019400392
7767	-0.03298380757766539	-0.37417632179991456	-0.5255635788795918	0	-0.00623406305519348
4182	-0.03320215086947353	-0.5645749167346663	0	0	-0.1121613156852257
9415	-0.03340537175962702	-0.9525822444871296	-0.06988482459180335	0	0
9742	-0.03349481051648577	0	-0.4368474677295249	0	-0.1083957557841817
5682	-0.0335410098867599	-0.6936470641516181	0	-1.5531465434255105	-0.08445320294018221
9497	-0.03365204214047557	-0.00868068023279135	-0.04765634854018222	0	0
5152	-0.03414565380020752	-0.03776141481947498	0	-2.5565999560848685	0
1909	-0.03417223406856998	0	-0.1534488881994318	-6.356001460520807	-0.3645987710512437
4670	-0.03432545550694499	-0.11649065592905604	0	-0.12472151006191534	-0.05986949399672009
6049	-0.03433312279169753	-0.00179677346400283	0	0	0
10513	-0.03434267634904071	-0.05894340165479067	0	0	-0.0100509017059594
5062	-0.03439494049030793	0	-0.4290508893193135	0	0
8870	-0.03440868151702421	-0.2800879058586876	-0.04989947494775848	0	-0.01734826161405117
1129	-0.03467412200019368	0	0	0	-0.10426996454201516
9476	-0.03473132501453846	-0.49164673722144414	0	-0.06277408032211984	0
6551	-0.03484384741653459	-0.9803139040171832	-0.4267433507684684	0	0
4947	-0.03486535930831208	0	-4.646458891388601	0	-1.080073813131884
10276	-0.03487952161166863	-0.00286799020636877	-0.3446349198605473	0	-0.18800073557994013
5822	-0.03538825757540403	0	-31.38841283419197	-2.18852302539051	0
9766	-0.03540611791889082	-0.01735418937973492	0	0	-0.1477651310570467
10557	-0.03560133539923393	0	-0.03827950914109142	0	-0.1002156073677618
1891	-0.0356578651691086	0	-0.3894716729272712	-0.0600394144201335	-0.7818739250506486
1939	-0.03572203158813458	-0.1083333409402858	0	-6.356001460520807	-6.803300525722749
3109	-0.0359304034457335	-0.38650353156761774	-2.0281143579608303	0	0
8854	-0.03599779110808902	-0.06300917505507236	0	0	0
9825	-0.03620704743313956	-0.6649488669848749	-0.23048193054891064	0	-5.877642243341697
8329	-0.03622951005293781	-1.867705823706716	0	0	0
5203	-0.03629816033617461	0	-0.04987170262209278	-1.169508735222066	-0.1020862983941595
5081	-0.03644756376313918	-0.3249903626898876	0	0	0
6236	-0.03684581596867831	-0.2939558138272844	-0.3906934490392136	-1.2085098089016235	-0.0564633255890449
3859	-0.03687688012022128	0	-0.1142243544080716	-1.2041097551881823	0
10962	-0.03737988468175168	0	-0.07144955121683855	0	0
5411	-0.03740293348561442	-0.4819374788462354	-2.373934878859707	-0.2791169256909829	-0.05779882450118068
1318	-0.03741328925904078	-0.01180647109720986	-0.1458541160760835	-0.9851031416066284	-8.530386486421598
1448	-0.03754688444942711	-0.1054520963620833	0	0	-0.308460758485817
4935	-0.037676703750566747	-1.3924682206150427	0	0	-0.00937726859843009
7409	-0.03795210883346967	-0.00138847116398982	-0.01735796812911871	0	0
5494	-0.03854997232412167	0	-1.4829868903721632	0	0
7390	-0.03873040836087425	-0.03254372247999435	-0.1072826656748688	0	0
3431	-0.03879975419132636	-0.6043601349912715	-0.3556728463757546	-0.273710233552956	-0.03888196856908982
9473	-0.03880311790365554	-0.14801594800473805	0	-0.7489724852033417	-1.8836596471646343
10992	-0.03880532818791427	-0.00901986253723351	0	0	-3.043068737835613
2968	-0.03890029380077604	-0.05400375738160784	-0.00886509617915998	0	-0.6761082666793241
9118	-0.03903246332871846	0	-0.3168974574287492	-0.11376805899559606	0
4498	-0.03909502556354782	0	-0.30323126332875505	0	0
7773	-0.0391312303097193	-0.37417632179991456	0	0	0
3780	-0.03942111468987042	0	-0.8083489840335936	0	0
8612	-0.03946437313063072	-7.479093856465454	0	0	0
6038	-0.04002316936397276	-2.1854522127730345	-4.052524095337002	0	-1.044835640035238
5688	-0.04033499554279649	0	0	-1.5531465434255105	-3.1511037859742856
4540	-0.04037510548898496	-0.2228689831325981	-0.41342370114310567	-1.939407642745849	0
1906	-0.04079442158459923	0	-0.08790979860691617	-6.356001460520807	0
2782	-0.04082644486641373	0	-0.11592570926875216	0	-0.14740049428126256
2561	-0.04118268725758411	-0.3638081997433627	-0.9940091669339408	-2.397882847147869	-0.17628828044678957
3781	-0.04127884135175863	0	-0.3179625141070772	-0.42385358465525047	0
6522	-0.04162537165916898	-1.065975858239521	-0.03412870260017842	-0.3595405884867937	0
10381	-0.04167820789312482	0	-3.0274611448541577	-1.1217006062987716	-0.06156137668103634
3858	-0.04168846789487554	0	0	-0.7948753966183387	0
810	-0.04176996834137628	-0.14035627797578198	-0.01669054453712193	-0.2887305400593072	0
5342	-0.04185798748139258	-0.7824733843935685	-1.4953508009105727	-2.640389250461265	-0.0553669103379204
2023	-0.04194745200448155	-0.39539253395052754	0	0	-0.346247172941355
6086	-0.04236524788540574	0	0	-2.666203008626547	-0.08246970166231476
3129	-0.0427022383150541	-0.01101528240550817	-0.06148985704576945	0	0
1768	-0.04283850054218334	-3.509757456424741	0	-0.14950101333924604	-0.5722683266720581
4086	-0.04306425901087831	-7.26466579238333	0	-0.0258934670209463	-0.02254874320209693
5950	-0.0430686266104125	-0.7375558288952178	0	0	0
9737	-0.04308693065466473	-0.05401843362490442	0	-9.673690315486294	-1.8837930347567453
1818	-0.04311893035731176	0	0	-0.7966248715730977	0
9407	-0.04318126809702902	-0.00100385839009554	-0.00464682181719045	0	-0.10071307794630574
1645	-0.04321863520107694	-0.01403054273296548	0	0	-0.0309361817925445
2436	-0.04341224828421174	0	0	-1.4110553323015127	0
2234	-0.04344381146237673	0	-0.08437541809851368	0	0
4129	-0.04345085784007121	-8.622184313424484	-0.6025928388959891	-0.09594853730660924	0
5721	-0.04356752641244094	-0.01664699893697385	-0.12796031886834458	0	-0.03751618784652454
582	-0.04360995261362449	0	0	0	-0.32406701294568663
3118	-0.04384779437207203	0	0	0	-0.10802814396842496
9491	-0.04395216795896006	-0.00523313548871295	0	0	0
2859	-0.04422236446162573	-0.0336948401242657	0	-0.908795472794586	-0.08601463153619876
5611	-0.04424221584184584	-0.8239883605334755	0	0	-0.02504551752563785
3587	-0.04433334593797	-0.03877772118040462	-0.3176158010187927	-2.862521057844001	-4.867996105814188
5706	-0.04461769613355768	-0.5768074502293636	-1.8092513162302453	-1.5531465434255105	-0.5320589624333287
8326	-0.04476111110487135	-0.5329800691668951	0	-0.469133021014843	0
5875	-0.045186690619520097	-22.707114892762164	0	-0.24215786291853017	-0.01914793022958651
3992	-0.04531441808217784	0	-0.4449868848546781	0	0
3308	-0.0455195132551518	0	-0.4464432502903613	-0.16457175542945834	0
10069	-0.04557620177022286	0	-0.07719596897650882	0	0
10013	-0.04568053931143101	-0.18243029564272883	0	0	0
6347	-0.04568991669984745	-0.31954263759234147	0	-0.14309503334559182	-0.448593965707466
2613	-0.04583621639003699	0	-0.0499500404092007	0	-0.15150947826752265
1083	-0.0459681065686566	0	-0.13346703705977475	-4.609308736590998	-0.07571550240299552
10750	-0.04598121613302433	-0.01459544793409861	0	-1.0753518359319654	0
1977	-0.0459970112427821	0	-0.01949028572156494	0	0
1102	-0.04603125175687783	0	0	0	0
637	-0.04662865297343271	-1.921176488374754e-4	-0.04552031017098677	0	-0.30613655363760384
8225	-0.04675401524470324	0	-0.8885670855514238	0	0
5880	-0.04702240373192366	0	-1.2151481033619582	-0.3737278477942758	-0.37391829030772855
307	-0.04720688180806981	0	-0.03097953346680171	-0.3787999615922695	0
10755	-0.04725672822976889	-0.07406018940136039	0	-1.316103205393981	-0.0938815606346636
1807	-0.04763516706186899	0	-0.0911637216397499	-0.45700664982201833	0
5427	-0.04774244082267387	-0.02131695858457899	0	-0.0456051454326376	0
2409	-0.04776721668206649	-0.5856951039974179	0	0	-0.39723637541854817
8291	-0.04791337953273485	0	0	-0.3469002530789608	0
3911	-0.04809935136255006	0	-0.05630884361573329	-0.240897378691437	0
8388	-0.04824257295420953	0	0	0	-0.31983025699189493
9	-0.04832256672430346	0	-0.6246355162998168	-0.15614522091343774	0
6513	-0.04844110588882877	0	0	-8.148915586832091	-0.01770783659998606
7137	-0.04884150151259833	0	0	0	0
1439	-0.04886211887210046	0	-0.13339044924549043	0	0
5314	-0.04889367447760362	-1.141748129038663	0	-4.8461883979338944	-0.03690263392003945
10245	-0.04899147900657107	0	-0.00408336737709508	0	-0.07207412380779138
7169	-0.04900685213281869	-0.5866435060977802	0	0	-0.01171476091977279
3053	-0.04903243029775975	-0.03014370753189432	-0.01927032272187978	-0.6943020004562226	0
5535	-0.04911086768319639	-10.314985171199854	0	-0.2593583124611474	0
1622	-0.04925798043968925	0	0	0	-0.19614368097835636
3689	-0.04942756855619934	-1.864637378397296	-0.1366845116339217	0	0
2740	-0.0497532586038833	0	-0.7416388260200105	0	-0.02786360334894475
4216	-0.05000136164831268	-0.2812458578291186	0	0	-0.07094685454151994
4535	-0.05018381345341582	-0.05293265763974966	-0.07969128821955788	0	0
2346	-0.0502917050897822	0	-0.093768039982694	-4.253815812060815	0
8148	-0.05035396296717452	-3.654294354825351	-0.05442681711663066	0	0
10647	-0.05039229870476988	0	-0.00591972983063943	-5.104300811257127	0
148	-0.05046205160688388	-0.7083529775217658	0	0	-0.3333882261567788
2365	-0.05073428344404296	0	0	0	0
9425	-0.05075663857160514	-2.5200202584879854	0	0	0
4556	-0.05082468606681628	-0.00251256626764195	-0.00880342598591632	-0.24697582824033185	0
2832	-0.05089402791987535	-0.00587150606545838	-0.07728128600191349	-15.24729276182066	-0.00731580951820647
8346	-0.05099103675410132	0	-0.03547975218948392	-0.21638607599106008	-1.4997014912619395
5301	-0.05110025217461977	0	-0.3294692297935182	-1.1645057792396662	0
7475	-0.05138375012491671	0	0	0	0
2690	-0.05146207105548537	0	-0.2781718482245725	0	0
7617	-0.05146833263203224	0	-0.16237452248905854	-0.18275211292164809	0
2563	-0.05161893561780328	-0.3638081997433627	-0.9940091669339408	-1.740541335262423	-0.4232333877522354
7939	-0.05196248977866136	-0.02229616314898697	-0.3923950013462712	-1.781248505458433	0
1411	-0.05212427919004225	0	0	0	0
4361	-0.05215306430127475	0	-0.2705381984171425	0	0
4134	-0.052261760934421	-0.20932121014783933	-0.2548027597706437	-2.246707544021487	-0.1544598542501694
8353	-0.05243083575304763	0	-0.2146986934437085	0	0
8314	-0.05258647160084573	0	-0.0819886033194732	0	-0.10555264472217908
88	-0.05273781019645585	-0.33732143015017524	-0.10088825979998162	0	0
39	-0.05285763905567675	-0.0403679932901418	-0.0265532583567976	-0.5868085808366952	0
665	-0.05306096261049625	-0.14223819939965443	-0.09763901048887368	0	-0.19126955109891863
10095	-0.05307360935727256	0	-0.1338332075360521	0	-0.13205801962696287
395	-0.05311689263115092	0	0	0	-0.06274256614835094
9863	-0.05316078262165386	0	0	0	0
5619	-0.05322956979132964	0	0	0	0
10590	-0.05333928393835458	-0.01868423078983949	-0.20255643072792795	0	0
5016	-0.05335057724612824	0	-0.04299740884535197	0	-0.07450329286012242
10466	-0.05354038944990691	-0.02376445839156966	0	0	0
5373	-0.05373011056913301	-7.962610035458086	-1.937649697557081	-2.1915591875838683	0
1824	-0.05428590813488432	-0.00467656219763601	0	-0.2565574035340044	-0.1156383715870858
6275	-0.05448806170065242	0	0	0	-0.0662919974584878
10163	-0.05464646668548796	0	0	-0.6140902735141331	-0.03727665727459484
5678	-0.05477780062186577	-1.6515047903855504	0	-0.29722466429191297	0
9765	-0.05489917372372255	0	-0.02522388057839652	0	-0.00721023243068752
1666	-0.05494254469126014	0	-1.3688761411914951	0	-0.10712944325933584
1173	-0.05529622991332836	0	-1.715786307177755	0	-1.0874999119230917
2120	-0.05557612895132077	-0.04890653962409308	-0.4746196033407366	0	-0.03003399097325054
6483	-0.05562403715719988	0	-0.1795557118332941	0	-0.9783968463162024
7135	-0.05571322222202185	-0.04840421292603686	0	0	-0.08266018591151864
4204	-0.05573898854463932	0	0	-0.03587623262794504	-1.2459229381524368
9083	-0.05588080022940661	-0.4119683468776414	0	-2.101246808165684	0
7287	-0.05607559710976684	-6.292888073725962	0	0	0
2899	-0.05620099864787559	0	-0.3942289061475215	-0.01041311962304214	-0.09878078628049385
7627	-0.05673408965224236	-0.5826336722703349	-0.10502188267966384	0	-0.11836896349329629
11086	-0.05706159170404598	-0.13399843697236857	-0.6589191873197372	0	0
789	-0.05722366546692346	-7.58758448130153	-1.2691550848646642	-0.10650289445473748	-0.00788787414548836
7365	-0.05728362025232476	0	0	-1.523485061053272	0
1967	-0.05728868812908686	-0.779512434483804	0	0	-0.5115254796274491
10811	-0.05730159556038723	0	-0.17444981455878644	0	-0.00112749347306734
3320	-0.05738072990163978	-0.3513409781949648	-1.816011935031769	-0.2573392004213133	0
5309	-0.0578995502772065	0	0	0	-0.14798116474648862
629	-0.05813056414135508	0	0	0	0
