GeneID	GSE148171_MTB_control	GSE157657_PTB_control	GSE112483_MTBam_control	GSE112483_MTBmait_control	GSE112483_MTBnkt_control	GSE129270_MTB72h_control	GSE198557_MTB_control	GSE67427_MTBrv18h_control	GSE110564_MTB_control
10298	0	0	0	0	0	0	0	0	0
10318	0	0	0	0	0	0	0	0	-0.565523581369604
10320	0	-0.17377658442969043	0	0	0	0	0	0	0
10329	0	0	0	0	0	0	0	0	0
10362	0	0	0	0	0	0	0	0	0
10398	0	0	0	0	0	0	0	0	0
10434	0	0	0	0	0	0	0	0	0
10450	0	0	0	0	0	0	0	0	0
10451	0	-0.17966491978969346	0	0	0	0	0	0	0
10489	0	0	0	0	0	0	0	0	0
10491	0	0	0	0	0	0	0	0	0
10493	0	0	0	0	0	0	0	0	0
10494	-0.803790294316646	0	0	0	0	0	0	0	0
1050	0	0	0	0	0	0	0	0	0
10513	0	-0.13083854828622934	0	0	0	0	0	0	0
1052	0	0	0	0	0	0	0	0	-1.1945080131058363
10523	0	0	0	0	0	-0.7729200489622916	0	0	0
10525	0	0	0	0	0	0	0	0	0
10557	0	-0.0993460361932784	0	0	0	0	0	0	0
10559	0	0	0	0	0	0	0	0	0
10589	0	0	0	0	0	0	0	0	0
10606	0	-0.27923187417605927	0	0	0	0	0	0	0
10610	0	0	0	0	0	0	0	0	0
10617	0	0	0	0	0	0	0	0	0
1062	0	0	0	0	0	0	0	0	0
10641	0	0	0	0	0	0	0	0	0
10644	0	0	0	0	0	0	0	0	0
10652	0	0	0	0	0	0	0	0	0
10668	0	0	0	0	0	0	0	0	0
10670	0	0	0	0	0	0	0	0	0
10681	0	0	0	0	0	-0.45492548046383363	0	0	0
10682	0	0	0	0	0	0	0	-1.6318261649462216	0
10695	0	0	0	0	0	0	0	0	0
1070	-1.5130895829844049	-0.2825671271651416	0	0	0	0	0	0	0
10730	0	-0.15853339688409926	0	0	0	0	0	0	-0.31488199751640106
10732	0	-0.26171350967969814	0	0	0	0	0	0	0
10765	0	-0.09912184785678295	0	0	0	0	0	0	0
10775	0	0	0	0	0	0	0	0	0
10776	0	-0.25248822571499563	0	0	0	0	0	0	0
10782	0	0	-0.7852354737580368	0	0	0	0	0	0
10797	0	0	0	0	0	0	0	0	0
10810	0	0	0	0	0	-1.7520245227357254	0	0	0
10813	0	0	0	0	0	0	0	0	0
10818	0	-0.21737172052760437	0	0	0	0	0	0	0
10845	0	0	0	0	0	0	0	0	0
10857	0	0	0	0	0	0	0	0	0
10892	0	-0.28458972895711315	0	0	0	0	0	0	0
10898	-0.7990856314019674	0	0	0	0	0	0	0	0
10904	0	0	0	0	0	0	0	0	0
10915	0	-0.26994563834781093	0	0	0	0	0	0	0
10921	0	0	0	0	0	0	0	0	0
10953	0	0	0	0	0	0	0	0	0
10954	0	0	0	0	0	0	0	0	0
10962	0	-0.2944548917432115	0	0	0	0	0	0	0
10969	0	0	0	0	0	0	0	0	0
10972	0	-0.17619711888284104	0	0	0	0	0	0	0
10973	0	0	0	0	0	0	0	0	0
11000	0	0	0	0	0	0	0	0	0
11004	0	0	0	0	0	0	0	0	0
11007	0	0	0	0	0	0	0	-2.313980851046675	0
11011	0	0	0	0	0	0	0	0	-0.517037328246297
11014	0	0	0	0	0	0	0	0	0
11031	0	0	0	0	0	0	0	0	0
11041	-1.7691512130740388	-0.21233118796427278	0	0	0	0	0	0	0
11044	0	0	0	0	0	-0.6305153491339939	0	0	0
11065	0	0	0	0	0	0	0	-2.232220321775084	0
11072	0	-0.32157357849121837	0	0	0	-0.6425641597453821	0	0	0
11073	0	-0.1558218626085759	0	0	0	0	0	0	0
11098	0	-0.5834387298706177	0	0	0	0	0	0	0
1111	0	0	0	0	0	0	0	0	0
11137	0	0	0	0	0	0	0	0	0
11142	0	0	0	0	0	0	0	0	0
11151	0	0	0	0	0	0	0	-0.9964625920475407	0
11157	0	0	0	0	0	0	0	0	0
11168	-0.9305460051918131	-0.3638856935500039	0	0	0	0	-1.208076219873614	0	0
11182	0	0	0	0	0	0	0	0	0
11188	0	0	0	0	0	0	0	0	0
11200	-1.6026813916495766	0	0	0	0	0	0	0	0
1123	0	0	0	0	0	0	0	0	0
11230	0	0	0	0	0	0	0	0	0
11232	0	0	0	0	0	0	0	0	0
11261	0	0	0	0	0	0	0	0	0
11284	0	0	0	0	0	-0.5061867414027258	0	0	0
11319	0	-0.09333907530647376	0	0	0	0	0	0	0
11325	0	-0.1704075934564044	0	0	0	0	0	0	0
11344	0	0	0	0	0	0	0	0	0
1153	0	0	0	0	0	0	0	0	0
116832	-1.071578239165874	0	0	0	0	0	0	-1.3141219725347795	0
1212	0	0	0	0	0	0	0	-0.9562998882770575	0
1213	0	0	-0.8604083505328555	0	0	0	0	0	0
124583	0	0	0	0	0	0	0	0	0
1277	0	0	0	0	0	0	0	0	0
128	0	-0.18634337108157906	0	0	0	0	0	0	0
1282	0	0	0	0	0	0	0	0	0
1385	0	-0.12864446099474583	0	0	0	0	0	0	0
1398	0	0	0	0	0	0	0	0	0
1399	0	-0.2006603681328097	-0.8614724054670791	-1.0475899683067784	0	0	0	0	0
142	-1.1425265127378765	-0.2526495475240063	0	0	0	0	0	0	0
1429	0	-0.5128888958011215	0	0	0	0	0	0	0
1445	0	0	0	0	0	-0.5982528569311825	0	-0.5169865909065169	0
1452	0	0	0	0	0	0	0	0	0
1454	0	0	0	0	0	0	0	0	0
1459	0	0	0	0	0	0	0	0	0
1465	0	0	0	0	0	-0.531332161579973	0	0	0
147179	0	0	0	0	0	0	0	0	0
148022	0	0	0	0	0	0	0	0	-0.6443114930231947
1500	0	0	0	0	0	0	0	0	0
1509	0	0	0	0	0	-0.9093824384300231	0	0	0
1514	0	0	0	0	0	0	0	0	0
1534	0	0	0	0	0	0	0	0	0
154	0	-0.1879157585810776	0	0	0	0	0	0	0
16	0	0	0	0	0	0	0	0	0
1605	0	0	0	0	0	-0.9853949929180631	0	0	0
1616	0	0	0	0	0	0	0	0	0
1633	0	-0.3984840639747645	0	0	0	0	0	0	0
1635	0	-0.1559461796526781	0	0	0	0	0	0	0
1643	0	0	0	0	0	0	0	0	0
1647	0	0	0	0	0	0	0	0	0
1662	-1.4180104506417177	-0.14071365732841448	0	0	0	0	-1.147829121863506	0	0
1666	0	0	0	0	0	0	0	0	0
1676	-1.3223785347556156	-0.14111033425749817	0	0	0	0	0	0	0
1677	0	0	0	0	0	0	0	0	0
1738	0	0	0	0	0	0	0	0	0
1759	0	0	0	0	0	0	0	0	0
178	0	-0.28245427719354255	0	0	0	0	0	0	0
1786	0	0	0	0	0	0	0	0	0
1788	0	-0.21996640479106602	0	0	0	0	0	0	0
1802	0	0	0	0	0	0	0	0	0
1829	0	0	0	0	0	0	0	0	0
1831	0	0	0	0	0	-1.160477055222585	0	0	0
1845	0	0	0	0	0	0	0	0	0
1846	0	0	0	0	0	0	0	0	0
1848	0	0	0	0	0	0	0	0	0
1861	0	0	0	0	0	0	0	0	0
1870	0	0	0	0	0	0	0	0	0
1891	0	0	0	0	0	0	0	-0.8551025901797455	0
1906	0	0	0	0	0	0	0	0	0
1950	0	0	0	0	0	-2.0946897546516063	0	0	-1.527340380342699
1956	0	0	0	0	0	0	0	0	0
1958	0	0	0	0	0	0	0	0	-1.9833601318948122
1978	0	0	0	0	0	0	0	-1.6053021924718127	0
1981	0	0	0	0	0	0	0	0	0
1983	0	0	0	0	0	0	0	0	0
1994	0	-0.11340153821562335	0	0	0	0	0	0	0
200081	0	0	0	0	0	0	0	0	0
200734	0	0	0	0	0	0	0	0	0
2017	0	0	0	0	0	-1.6870861999354019	0	0	0
2037	0	-0.19766045229352702	0	0	0	0	0	0	0
2042	0	0	0	0	0	0	0	0	0
2048	0	0	0	0	0	0	0	0	0
2058	0	-0.22270127695903855	0	0	0	0	0	0	0
2063	0	0	0	0	0	0	0	0	0
2064	0	-0.29583889156266296	0	0	0	0	0	0	0
2065	0	-0.6838485059446787	0	0	0	0	-2.661499166191944	-1.886911685773456	0
207	0	0	0	0	0	0	0	0	0
2109	0	0	0	0	0	0	0	-1.090397587362486	0
211	0	0	0	0	0	0	0	0	-0.5112406073379591
2113	0	-0.5494572889054878	0	0	0	0	0	0	0
2115	0	0	0	0	0	0	0	0	0
2131	0	0	0	0	0	0	0	0	-0.6885746187257482
2146	0	0	0	0	0	0	0	0	0
2184	0	0	0	0	0	0	0	-1.0456316515536324	0
2185	0	0	0	0	0	0	0	0	-2.032961642595961
2195	0	0	0	0	0	0	0	0	0
2222	0	0	0	0	0	0	0	0	-0.7445683600220832
226	0	0	0	0	0	0	0	0	0
2263	0	0	0	0	0	0	0	0	0
2264	0	0	0	0	0	0	0	0	0
2274	0	0	0	0	-2.4863376301091225	-1.7041415614112798	0	0	0
22794	0	0	0	0	0	0	0	0	0
22796	0	-0.12529428875449575	0	0	0	0	0	0	0
22809	0	0	0	0	0	0	0	0	-0.6128076612334695
22823	0	-0.1659166653505584	0	0	0	0	0	0	0
22827	0	0	0	0	0	0	0	0	0
22841	0	-0.13993309093961834	0	0	0	0	0	0	0
2288	0	0	0	0	0	0	0	0	0
22883	0	-0.15949886557190515	0	0	0	0	0	0	0
22887	0	-0.23426837793015146	0	0	0	0	0	0	0
22889	0	-0.19149381992775016	0	0	0	0	0	0	0
22905	0	0	0	0	0	0	0	0	0
22908	0	-0.2189922544478617	0	0	0	0	0	0	0
22926	0	0	0	0	0	0	0	0	0
22934	0	0	0	0	0	0	0	0	0
23	0	0	0	0	0	0	0	0	0
230	0	0	0	0	0	0	0	0	0
23011	0	-0.14679430721980083	0	0	0	0	0	0	0
23013	0	-0.1997104232341086	0	0	0	-0.8447715461639962	0	0	0
23014	0	-0.3272423271655865	0	0	0	0	0	0	0
23029	0	0	0	0	0	0	0	0	0
23038	0	0	0	0	0	0	0	0	0
23039	0	0	0	0	0	-0.45317263852360873	0	0	0
23061	0	0	-0.8069041612950641	0	0	0	0	0	0
23076	0	-0.36121507997607816	0	0	0	0	0	0	0
23077	0	0	0	0	0	0	0	0	0
2309	0	0	0	0	0	0	0	0	0
23097	0	0	0	0	0	0	0	0	0
23131	0	-0.3019867798814049	0	0	0	-0.6426072867308364	0	0	0
23139	0	0	0	0	0	0	0	0	0
23142	0	-0.25236151827517517	0	0	0	0	0	0	0
23149	0	0	0	0	0	0	0	0	0
23161	0	0	0	0	0	0	0	0	0
23200	0	-0.16941713157636934	0	0	0	0	0	0	0
23210	0	0	0	0	0	0	0	0	0
23212	0	-0.14391988127722802	0	0	0	0	0	0	-0.4619030024629704
23223	0	0	0	0	0	0	0	0	0
23224	0	-0.23713652846758615	0	0	0	0	0	0	0
23244	0	-0.26248821997505056	0	0	0	0	0	0	0
23271	0	0	0	0	0	0	0	0	0
23300	0	-0.1045863905993128	0	0	0	0	0	0	0
23321	0	0	0	0	0	0	0	0	0
23325	0	0	0	0	0	0	0	0	0
23326	0	-0.09553636800653752	0	0	0	0	0	0	0
23335	0	-0.15423138444208706	0	0	0	0	0	0	0
23338	0	-0.22282271040169369	-1.018415431259295	0	0	0	0	0	-1.8297824812137904
23365	0	0	0	0	0	-0.9659319135360068	0	0	0
23368	0	-0.1609073187036345	0	0	0	0	0	0	0
23378	0	0	0	0	0	0	0	0	0
23386	-1.0625017530505318	-0.08488322331863143	0	0	0	0	0	0	0
23410	-0.9189090974557708	0	0	0	0	0	0	0	0
23443	0	-0.23875953378128373	0	0	0	0	0	0	0
23463	-1.2014832272861344	-0.13863696403078143	0	0	0	0	0	0	0
23499	0	0	0	0	0	0	0	0	0
23512	0	-0.26726128706831587	0	0	0	0	0	0	0
23522	0	-0.5239061796771309	0	0	0	0	0	0	0
2353	0	0	0	0	0	-0.9455018664417216	0	0	-3.9691547906500766
23530	0	-0.3060795373858177	-0.9449339509804607	0	0	0	0	0	0
23536	0	0	0	0	0	0	0	0	0
2356	0	0	0	0	0	0	0	0	0
23585	0	0	0	0	0	0	0	0	0
23588	0	-0.18343638565061562	0	0	0	0	0	0	0
23597	0	0	0	0	0	0	0	0	0
23635	0	-0.1674161572306962	0	0	0	0	0	0	0
23636	0	0	0	0	0	0	0	0	0
23647	0	0	0	0	0	0	0	0	0
23658	0	0	0	0	0	0	0	-1.2037886862216065	0
23659	0	0	0	0	0	-0.7090138479077733	0	0	0
23670	0	0	0	0	0	0	0	0	0
24149	0	-0.2582897846142254	0	0	0	0	0	0	0
25	0	-0.17621808293737704	0	0	0	0	0	0	0
2523	0	0	0	0	0	-1.5776779659899762	0	0	0
2534	0	-0.21681946853240103	0	0	0	0	0	0	0
2542	-1.3401364516021628	0	0	0	0	0	0	0	-0.6523273670009286
2548	0	0	0	0	0	0	0	0	0
2553	0	-0.15077644162405154	0	0	0	0	0	0	0
256364	0	0	0	0	0	-0.530655556120726	0	0	0
25793	0	0	0	0	0	0	0	0	0
25803	0	0	0	0	0	0	0	0	0
25805	0	0	0	0	0	-1.2758709115352482	0	0	-0.8065690312306577
2582	0	0	0	0	0	-0.5072536965794564	0	0	0
25825	0	0	0	0	0	0	0	0	0
25839	0	0	0	0	0	0	0	0	0
25874	0	0	0	0	0	0	0	0	0
25932	0	0	0	0	0	0	0	0	0
25966	0	0	-0.7501472573082517	0	0	0	0	0	0
2597	0	0	0	0	0	0	0	0	0
25976	0	0	0	0	0	0	0	0	-1.0989117372805377
25987	0	0	0	0	0	0	0	0	0
26001	0	0	0	0	0	0	0	0	0
26020	0	0	-0.7885597451739246	0	0	-0.5033233267606455	0	0	0
26036	0	0	0	0	0	0	0	0	0
26054	0	0	0	0	0	0	0	0	0
26064	-2.449067180611637	0	0	0	0	0	0	0	0
26128	0	-0.3255795043001488	-0.7325491474849382	0	0	0	0	0	0
26136	0	-0.30220035974348747	0	0	0	0	0	0	0
26227	-1.6297387862773505	0	0	0	0	0	0	0	0
2624	0	0	0	0	0	-1.486635327983315	0	0	0
2625	0	-0.2863226869205391	0	0	0	0	0	0	0
26292	0	0	0	0	0	0	0	0	0
26511	0	0	0	0	0	0	0	0	0
26520	0	0	0	0	0	0	0	0	0
2673	0	-0.14961288655619698	0	0	0	0	0	0	0
2690	0	0	0	0	0	0	0	0	0
26993	0	0	0	0	0	0	0	0	-0.5285344057808274
27032	0	-0.16278877958423568	0	0	0	-0.5252073274959018	0	0	0
27095	0	0	0	0	0	0	0	0	0
27109	0	0	0	0	0	0	0	0	0
27242	0	0	0	0	0	0	0	0	0
27244	0	-0.4896811276943887	0	0	0	0	0	0	0
27336	0	-0.20762750377663208	0	0	0	0	0	0	0
27346	0	0	0	0	0	0	0	0	0
2736	0	0	0	0	0	0	0	0	0
2745	0	0	0	0	0	0	0	0	0
2767	0	0	0	0	0	-1.0811423377912008	0	0	0
2769	0	0	0	0	0	0	0	0	0
2770	0	0	0	0	0	0	0	0	0
2771	0	0	0	0	0	0	0	0	0
2778	0	0	0	0	0	-0.3243137962167708	0	0	0
2810	0	0	0	0	0	0	0	0	-1.6127727300303567
2817	0	0	0	0	0	0	0	0	0
2852	0	0	0	0	0	0	0	0	0
2886	0	0	0	0	0	0	0	0	0
2887	0	0	0	0	0	-0.6924922590215506	0	0	-0.6651422004965946
2896	0	0	0	0	0	0	0	0	0
28969	0	-0.11978749652139298	0	0	0	0	0	0	0
2908	0	-0.16307609895898875	0	0	0	0	0	0	-0.6028400188240345
29082	0	0	0	0	0	0	0	-0.969427650996457	0
29083	0	0	0	0	0	0	0	0	0
291	0	-0.25924189409968346	0	0	0	0	0	0	0
29103	0	0	0	0	0	0	0	0	0
2920	0	0	0	0	0	-1.6062706079532747	0	0	-3.5779662430491403
2946	0	0	0	0	0	-1.0772130379824632	0	0	0
2954	0	0	0	0	0	0	0	0	0
2956	0	-0.23858576005155044	-0.964052057543537	0	0	0	0	0	0
2958	0	0	0	0	0	0	0	0	0
2961	0	0	0	0	0	0	0	0	0
29763	0	0	0	0	0	0	0	0	0
29890	0	0	0	0	0	0	0	0	0
29911	-0.9817095369686347	0	0	0	0	0	-1.5119977617559102	0	0
29916	0	0	0	0	0	0	0	0	-0.6169465732535414
29928	0	0	0	0	0	0	0	0	0
29937	0	0	0	0	0	0	0	0	0
29978	0	-0.16029435706456346	0	0	0	0	0	0	0
30	0	0	0	0	0	0	0	0	0
30001	0	0	0	-0.537304645465487	0	0	0	0	0
3028	0	0	0	0	0	0	0	-1.2348656412931207	0
3033	-0.9132428433707936	-0.19338254219703951	0	0	0	0	0	0	0
3066	0	-0.11498786255337091	0	0	0	0	0	0	0
30836	0	0	0	0	0	0	0	0	0
30849	0	-0.30818582955131657	0	0	0	0	0	0	0
3091	0	0	0	0	0	0	0	0	-0.36624916206003316
3098	0	0	0	0	0	-0.3451409229573365	0	0	0
310	0	-0.18610658480964198	0	0	0	0	0	0	0
3108	0	0	0	0	0	0	0	-1.216182214091034	0
3122	0	0	0	0	0	0	0	0	-4.081377631056919
3156	0	-0.13290753503578012	0	0	0	0	0	0	-1.0314655262480006
3157	0	-0.23097381938343609	0	0	0	0	0	0	-1.8034634996939851
3162	0	0	0	0	0	0	0	-0.9332973472061067	-0.7499485411183281
3202	0	0	0	0	0	0	0	0	0
3206	0	0	0	0	0	0	0	0	0
323	0	0	0	0	0	0	0	0	0
3251	0	-0.17517520462294747	0	0	0	0	0	0	0
3280	0	0	0	0	0	0	0	0	0
329	0	0	0	0	0	0	0	0	0
3300	0	0	0	0	0	0	0	0	0
3303	0	0	0	0	0	0	0	0	-0.8240131219365079
3308	0	-0.10528008188131666	0	0	0	0	0	0	0
3312	0	0	0	0	0	0	0	0	0
3315	0	0	0	0	0	0	0	0	0
332	0	0	0	0	0	0	0	0	0
3329	0	-0.24432229251804394	0	0	0	0	0	0	0
3337	0	-0.11982906756471907	0	0	0	0	0	0	0
3383	0	0	0	0	0	0	0	0	-1.9478269657639293
3385	0	0	0	0	0	0	0	0	0
3398	0	-0.21805188389415697	0	0	0	0	0	0	0
3416	0	0	0	0	0	0	0	0	0
3454	0	0	0	0	0	0	0	0	0
348	0	0	0	0	0	-1.239805097729681	0	0	0
3480	0	-0.4458475538603508	0	0	0	-1.0443655589037242	0	0	0
3482	0	0	-1.299411281017312	0	0	0	0	0	0
3486	0	0	0	0	0	0	0	0	0
3508	0	0	0	0	0	0	0	0	0
351	0	0	0	0	0	0	0	0	0
355	0	0	0	0	0	0	0	0	0
3551	0	0	0	0	0	0	0	0	0
3553	0	0	0	0	0	0	0	0	0
3566	0	0	0	0	0	0	0	0	-0.856326224787229
3597	0	0	0	0	0	0	0	0	0
3611	0	0	0	0	0	-0.45908271398884615	0	0	0
3628	0	0	0	0	0	0	0	0	0
3638	0	0	0	0	0	0	0	0	-1.5660381537791828
3682	0	0	0	0	0	0	0	0	0
3693	0	0	0	0	0	-2.1289641802742714	0	0	0
3725	0	0	0	0	0	0	0	0	0
375346	0	0	0	0	0	0	0	0	-1.1485144911959269
3775	0	0	0	0	0	0	0	0	0
3800	0	0	0	0	0	0	0	0	0
3815	0	0	0	0	0	0	0	0	0
387	0	0	0	0	0	0	0	0	0
388650	0	-0.43683848094262046	0	0	0	0	0	0	0
3895	0	-0.21131994991381783	0	0	0	0	0	0	0
39	0	0	0	0	0	0	0	0	0
3909	0	0	0	0	0	0	0	0	0
392	0	0	0	0	0	0	0	0	0
3925	0	-0.16809279518188452	0	0	0	0	0	0	0
3930	0	0	0	0	0	0	0	0	0
3964	0	0	0	0	0	0	0	0	-0.6486421461232521
3978	0	-0.13619224836405644	0	0	0	0	0	0	0
3988	0	0	0	0	0	0	0	0	0
4016	0	0	0	0	0	0	0	0	0
4043	0	0	0	0	0	0	0	0	0
4067	0	0	0	0	0	0	0	0	0
4088	0	-0.20604555689854195	0	0	0	0	0	0	-0.8468725702568911
4125	0	0	0	0	0	0	0	-0.5847493401100461	0
4144	0	-0.1283953610401886	-0.6327882803373821	0	-2.295284560080485	0	0	0	0
4154	0	-0.15105845059655423	0	0	0	0	0	0	0
4172	-1.0855290724819724	-0.19109886080769314	0	0	0	0	0	0	0
4200	0	-0.15365683701409538	0	0	0	0	0	0	0
4208	0	0	0	0	0	0	0	0	0
4216	0	-0.1808967818567784	0	0	0	0	0	0	0
4232	0	0	0	0	0	0	0	0	0
427	0	0	0	0	0	0	0	0	0
4282	0	0	0	0	0	0	0	0	0
4303	0	0	0	0	0	0	0	0	0
4312	0	0	0	0	0	0	0	0	-4.6113533948248735
4313	0	0	0	0	0	-0.8758261258907807	0	0	0
4331	0	-0.23726736945725674	0	0	0	0	0	0	0
4482	0	0	0	0	0	0	0	0	0
4582	0	0	0	0	0	-1.154831466377754	0	0	0
4605	0	0	0	0	0	0	0	0	0
4609	-1.5611082672576786	-0.29645480674941177	0	0	0	0	0	0	-0.7148348073851067
4616	0	0	0	0	0	0	0	0	0
4638	0	0	0	0	0	-1.1610990346000793	0	0	0
4651	0	0	0	0	0	0	0	0	0
466	0	-0.34281919630638275	0	0	0	0	0	0	0
4690	0	-0.3936288741193542	0	0	0	0	0	0	0
47	0	-0.1760618107400622	0	0	0	0	0	0	0
4775	0	-0.17866283416732784	0	0	0	0	0	0	0
4776	0	0	0	0	0	0	0	0	0
4780	0	0	0	0	0	0	0	0	0
4783	0	0	0	0	0	0	0	0	0
4791	0	0	0	0	0	0	0	0	-1.0305090335485882
4792	0	0	0	0	0	0	0	0	-1.0594229612872856
4793	0	0	0	0	0	0	0	0	0
4794	0	0	0	0	0	0	0	0	-0.933135868546624
481	0	0	0	0	0	0	0	0	-1.2566769744082678
4817	0	0	0	0	0	0	0	0	0
4836	0	0	0	0	0	0	0	0	-0.39783634361977327
4846	-1.8743625296604647	0	0	0	0	0	-1.3622592797077293	0	0
4850	0	0	0	0	0	0	0	0	0
4851	0	0	0	0	0	-1.0867369448325317	0	0	0
4860	0	0	0	0	0	0	0	0	-0.5792535959266696
4864	0	-0.09938515935929178	0	0	0	0	0	0	0
4891	0	0	-1.1969625089665723	0	0	-0.4413512077766618	0	0	0
4893	0	-0.19502574008855236	0	0	0	0	0	0	0
4925	0	-0.15505909979121735	0	0	0	0	0	0	0
4927	0	-0.11725911433444412	0	0	0	0	0	0	0
4931	0	-0.1883886359601928	0	0	0	0	0	0	0
4998	0	0	0	0	0	0	0	0	0
501	0	0	0	0	0	0	0	-1.7308561416032937	0
5018	0	0	0	0	0	0	0	0	0
5019	0	-0.3892577617598049	0	0	0	0	0	0	0
5048	0	-0.0928537665887824	0	0	0	0	0	0	0
5050	-1.1651287453463648	0	0	0	0	0	0	-1.5353378030761076	0
5054	0	0	0	0	0	-2.0680195995274717	0	0	-1.698683311458544
5058	0	0	0	0	0	0	0	0	0
50810	0	0	0	0	0	0	0	0	0
50813	0	0	0	0	0	0	0	0	0
50814	0	0	0	0	0	0	0	-0.7001929716518978	0
50865	0	0	0	0	0	0	0	0	0
5092	0	0	0	0	0	0	0	-0.7111383957574423	0
5096	0	0	0	0	0	0	0	0	0
51001	0	0	0	0	0	0	0	0	0
51005	0	0	0	0	0	0	0	-1.7426191497571888	0
51015	0	-0.3625415761488345	0	0	0	0	0	0	0
51021	-0.8233007345992018	0	0	0	0	0	0	0	0
51024	0	0	0	0	0	0	0	-1.2600806831878089	0
51026	0	-0.1743263963051657	0	0	0	0	0	0	0
51031	0	-0.1858877586914032	0	0	0	0	0	0	0
51053	0	0	0	0	0	0	0	0	0
51056	0	0	0	0	0	0	0	0	-2.8159973787348807
5106	-1.0011336306784755	0	0	0	0	0	0	0	0
51070	0	0	0	0	0	0	-1.3424248336100586	0	0
51071	0	0	0	0	0	0	0	0	0
5108	0	-0.11799239897188624	0	0	0	0	0	0	0
51097	0	0	0	0	0	0	0	-0.8725706806101563	0
5110	0	0	0	0	0	0	0	0	0
5111	0	0	0	0	0	0	0	0	0
51116	0	0	0	0	0	0	0	0	0
51160	0	0	0	0	0	0	0	-0.9087722477572964	0
51170	0	0	0	0	0	0	0	0	0
51203	0	0	0	0	0	0	0	0	0
51282	0	0	0	0	0	0	0	0	0
51293	0	0	0	0	0	0	0	0	0
51335	0	0	0	0	0	0	0	0	0
51375	0	0	0	0	0	0	0	0	0
51382	0	0	0	0	0	0	0	0	0
51385	0	0	-1.0240174720827087	0	0	0	0	0	0
51422	0	0	0	0	0	0	0	0	0
51465	0	-0.2075029383647229	0	0	0	0	0	0	0
51466	0	0	0	0	0	0	0	0	0
51495	0	-0.25161270473440034	0	0	0	0	0	0	0
5154	-1.1144974143064212	0	0	0	0	0	-1.7036788420290003	0	0
51569	0	-0.2544086487301081	0	0	0	0	0	0	0
51599	0	0	0	0	0	0	0	0	0
51635	0	-0.22632634567295404	0	0	0	0	0	0	0
51719	0	-0.1689918402178379	0	0	0	0	0	0	0
51742	0	0	0	0	0	0	0	0	0
5211	0	0	0	0	0	0	0	0	0
5223	0	0	0	0	0	0	0	0	0
5236	0	0	0	0	0	0	0	0	0
5255	0	0	0	0	-4.409968346930153	0	0	0	0
5257	0	0	0	0	0	0	0	0	0
5261	0	0	0	0	0	0	0	-0.7035204066897925	0
5287	0	-0.360370380293879	0	0	0	0	0	0	0
5289	0	0	0	0	0	0	0	0	0
5290	0	-0.19588575069884215	0	0	0	0	0	0	0
5300	0	0	0	0	0	0	0	-0.8275560177869205	0
5321	0	0	0	0	0	0	0	0	-0.6651792211272575
533	0	0	0	0	0	0	0	0	0
5331	0	0	0	0	0	-0.4852839422924279	0	0	0
53343	0	-0.16186911251094915	0	0	0	0	0	0	0
5347	0	0	0	0	0	0	0	0	0
5355	0	0	0	0	0	0	0	0	0
5357	0	-0.6371361171862419	0	0	0	0	0	0	0
5359	0	0	0	0	0	0	0	0	-1.9909297663421242
5366	0	0	0	0	0	0	0	0	-3.445924277730896
