GeneID	GSE16250_MTB_control	GSE17477_MTB_control	GSE19435_MTB_control	GSE19439_PTB_control	GSE19444_PTB_control	GSE19491_PTB_control	GSE29536_PTB_control	GSE34151_MTB_control	GSE54992_MTB_control	GSE139871_MTB_control	E-MEXP-3521_MTB4hD_control	E-MEXP-3521_MTB18hD_control	E-MEXP-3521_MTB48hD_control	E-MEXP-3521_MTB4hM_control	E-MEXP-3521_MTB18hM_control	E-MEXP-3521_MTB48hM_control
10007	0	0	0	-0.09261393432356191	-0.0068711776404526415	-0.004115108604976214	0	-0.0014110135908236288	0	-0.3300946048921407	0	0	0	0	0	0
1001	-1.0558548587315952	-0.17098304602693037	0	-0.24440027531938258	0	-0.20855073518307732	-0.12563959157926474	0	-0.004391631290782794	0	-0.11921080729405631	-0.3730827360948331	0	-0.520782555455954	-0.15341989860928207	-0.7852439954954143
10013	0	-0.014573733801465705	0	-0.03790973953234156	-0.016078214017069437	-0.034786304354451625	0	-0.07295991466858887	-0.05618632904771868	-0.21412605030807552	-0.1345428584443988	-0.055239633203806746	-0.48107051713586924	-0.10448096734819143	-0.27344724836587014	-0.34525850619331844
10038	0	-0.11718486739123435	0	0	-0.03171801503526628	0	0	0	0	-0.42999833772781626	0	0	0	0	0	0
10046	0	0	-0.3151640219259943	0	0	0	0	-0.04088201682033141	0	0	-1.660895746952171	-0.5058970679394066	0	-2.0292141837858098	-1.6599648930909654	-0.8778708591063916
10049	-0.8871479313290296	0	0	-0.1286825952148103	-0.04877796460214645	-0.01650347819789566	0	-0.02808971981448405	0	0	0	-1.1386711417590631	-1.228812453551769	-0.15503493933754697	-1.1266029814834218	-0.9778900088392604
10051	0	-0.3165826409132886	0	-0.6231438200561804	0	0	0	-0.05020585106833191	-0.028067184840006698	-0.28132326792152695	0	-0.1528847622356594	-0.5971103865747714	-0.045156587316815155	0	-0.5392780337044505
10057	-1.0451615163532784	0	0	0	0	0	0	0	-0.2387341890142234	-0.6486028907949903	0	0	0	0	0	0
10058	0	0	0	0	0	0	0	-0.015375577018285846	0	-0.10501666784846475	0	0	0	0	0	0
10059	-0.6761924354570636	-0.1789444997796601	0	-0.12605303733878648	-0.05003063758394477	0	0	0	0	0	0	0	0	-0.07838226550311078	0	0
10099	-0.48300064550221333	-0.12537228638457787	-0.16912927802003885	-0.15233949414996406	-0.027980497622146938	0	-0.07781817691228632	0	0	0	-0.052082608656592644	-0.2103892115134598	0	-0.12469276406878338	-0.40234824975197503	-0.6103412259980932
10112	0	-0.417563505982383	0	-0.5515764456390767	-0.2751790605759754	-0.21775697819257123	0	-0.20614483846118814	-0.30954297820241194	0	0	-0.5864141321106655	-0.5067494542416919	-0.19244997310303447	-0.6581150895355363	-0.09020041214896413
10123	-0.6388671239832031	0	0	0	0	0	-0.6370870890875062	0	-0.19264406502057962	0	-0.06683947565759008	0	0	-0.08572629603508775	-0.6528580560331618	-0.66243614449276
10131	0	-0.29540507420913986	0	-0.041467146900207474	0	-0.033733609729136305	0	0	-0.2432170385363437	-0.013493294086166951	0	0	-0.10960232322494678	0	0	0
