organism_ch1	series_id	geo_accession	CLASSIFICATION	title	SAMPLE_TYPE	CELL	TISSUE	TB	source_name_ch1	characteristics_ch1	characteristics_ch1.1	characteristics_ch1.2	molecule_ch1	platform_id	cell.type.ch1	tissue.ch1	time.ch1	TIME_POINT	CONTRAST	SIGNATURE_NAME	SAMPLE_CONDITION	EXPRMAT_PATH
Homo sapiens	GSE34151	GSM842930	healthy control without treatment	DCs ID5 non-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID5	infection status: non-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842931	disease without treatment	DCs ID5 MTB-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID5	infection status: MTB-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842932	healthy control without treatment	DCs ID6 non-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID6	infection status: non-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842933	disease without treatment	DCs ID6 MTB-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID6	infection status: MTB-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842934	healthy control without treatment	DCs ID7 non-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID7	infection status: non-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842935	disease without treatment	DCs ID7 MTB-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID7	infection status: MTB-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842936	healthy control without treatment	DCs ID8 non-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID8	infection status: non-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842937	disease without treatment	DCs ID8 MTB-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID8	infection status: MTB-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842938	healthy control without treatment	DCs ID9 non-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID9	infection status: non-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842939	disease without treatment	DCs ID9 MTB-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID9	infection status: MTB-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842940	healthy control without treatment	DCs ID10 non-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID10	infection status: non-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842941	disease without treatment	DCs ID10 MTB-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID10	infection status: MTB-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842942	healthy control without treatment	DCs ID11 non-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID11	infection status: non-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842943	disease without treatment	DCs ID11 MTB-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID11	infection status: MTB-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842944	healthy control without treatment	DCs ID12 non-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID12	infection status: non-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842945	disease without treatment	DCs ID12 MTB-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID12	infection status: MTB-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842946	healthy control without treatment	DCs ID13 non-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID13	infection status: non-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842947	disease without treatment	DCs ID13 MTB-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID13	infection status: MTB-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842948	healthy control without treatment	DCs ID14 non-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID14	infection status: non-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842949	disease without treatment	DCs ID14 MTB-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID14	infection status: MTB-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842950	healthy control without treatment	DCs ID16 non-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID16	infection status: non-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842951	disease without treatment	DCs ID16 MTB-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID16	infection status: MTB-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842952	healthy control without treatment	DCs ID17 non-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID17	infection status: non-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842953	disease without treatment	DCs ID17 MTB-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID17	infection status: MTB-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842954	healthy control without treatment	DCs ID22 non-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID22	infection status: non-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842955	disease without treatment	DCs ID22 MTB-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID22	infection status: MTB-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842956	healthy control without treatment	DCs ID23 non-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID23	infection status: non-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842957	disease without treatment	DCs ID23 MTB-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID23	infection status: MTB-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842958	healthy control without treatment	DCs ID24 non-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID24	infection status: non-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842959	disease without treatment	DCs ID24 MTB-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID24	infection status: MTB-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842960	healthy control without treatment	DCs ID25 non-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID25	infection status: non-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842961	disease without treatment	DCs ID25 MTB-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID25	infection status: MTB-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842962	healthy control without treatment	DCs ID26 non-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID26	infection status: non-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842963	disease without treatment	DCs ID26 MTB-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID26	infection status: MTB-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842964	healthy control without treatment	DCs ID27 non-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID27	infection status: non-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842965	disease without treatment	DCs ID27 MTB-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID27	infection status: MTB-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842966	healthy control without treatment	DCs ID28 non-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID28	infection status: non-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842967	disease without treatment	DCs ID28 MTB-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID28	infection status: MTB-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842968	healthy control without treatment	DCs ID29 non-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID29	infection status: non-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842969	disease without treatment	DCs ID29 MTB-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID29	infection status: MTB-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842970	healthy control without treatment	DCs ID30 non-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID30	infection status: non-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842971	disease without treatment	DCs ID30 MTB-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID30	infection status: MTB-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842972	disease without treatment	DCs ID31 MTB-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID31	infection status: MTB-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842973	healthy control without treatment	DCs ID32 non-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID32	infection status: non-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842974	disease without treatment	DCs ID32 MTB-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID32	infection status: MTB-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842975	healthy control without treatment	DCs ID33 non-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID33	infection status: non-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842976	disease without treatment	DCs ID33 MTB-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID33	infection status: MTB-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842977	healthy control without treatment	DCs ID38 non-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID38	infection status: non-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842978	disease without treatment	DCs ID38 MTB-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID38	infection status: MTB-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842979	healthy control without treatment	DCs ID39 non-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID39	infection status: non-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842980	disease without treatment	DCs ID39 MTB-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID39	infection status: MTB-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842981	healthy control without treatment	DCs ID40 non-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID40	infection status: non-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842982	disease without treatment	DCs ID40 MTB-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID40	infection status: MTB-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842983	healthy control without treatment	DCs ID41 non-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID41	infection status: non-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842984	disease without treatment	DCs ID41 MTB-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID41	infection status: MTB-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842985	healthy control without treatment	DCs ID42 non-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID42	infection status: non-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842986	disease without treatment	DCs ID42 MTB-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID42	infection status: MTB-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842987	healthy control without treatment	DCs ID43 non-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID43	infection status: non-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842988	disease without treatment	DCs ID43 MTB-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID43	infection status: MTB-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842989	healthy control without treatment	DCs ID44 non-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID44	infection status: non-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842990	disease without treatment	DCs ID44 MTB-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID44	infection status: MTB-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842991	healthy control without treatment	DCs ID45 non-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID45	infection status: non-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842992	disease without treatment	DCs ID45 MTB-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID45	infection status: MTB-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842993	healthy control without treatment	DCs ID46 non-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID46	infection status: non-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842994	disease without treatment	DCs ID46 MTB-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID46	infection status: MTB-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842995	healthy control without treatment	DCs ID47 non-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID47	infection status: non-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842996	disease without treatment	DCs ID47 MTB-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID47	infection status: MTB-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM842997	healthy control without treatment	DCs ID49 non-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID49	infection status: non-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
