GeneID	GSE84076_MTB_control_blood_dn.tsv	GSE148171_MTB_control_blood_PBMC_dn.tsv	GSE198557_MTB_control_blood_PBMC_dn.tsv	GSE100897_MTB_control_24h_THP-1_dn.tsv	GSE100897_MTB_control_6h_THP-1_dn.tsv	GSE112482_MTB_control_lung_ILC1_dn.tsv	GSE112482_MTB_control_lung_ILC2_dn.tsv	GSE112482_MTB_control_lung_ILC3neg_dn.tsv	GSE112482_MTB_control_lung_ILC3pos_dn.tsv	GSE112482_MTB_control_lung_NK_dn.tsv	GSE112482_MTB_control_lung_susp_dn.tsv	GSE132283_MTB_control_blood_macrophage_dn.tsv	GSE143627_MTB_control_PBMC_macrophage_dn.tsv	GSE148731_MTB_control_blood_monocytes_dn.tsv	GSE174566_MTB_control_blood_PBMC_dn.tsv	GSE193777_MTB_control_blood_dn.tsv	GSE256184_MTB_control_HEPG2_HepG2_dn.tsv	GSE64179_MTB_control_blood_dendritic_cells_dn.tsv	GSE64182_MTB_control_blood_dendritic_cells_dn.tsv	GSE110564_MTB_control_blood_lymphatic_endothelial_cell_dn.tsv	GSE141656_MTB_control_blood_blood_dn.tsv	GSE143731_MTB_control_blood_monocyte_derived_macrophages_dn.tsv	GSE164287_MTB_control_blood_monocyte_derived_macrophages_dn.tsv	GSE165708_MTB_control_BAL_bronchoalveolar_lavage_dn.tsv	GSE183912_MTB_control_blood_marcophages_dn.tsv	GSE211974_MTB_control_blood_THP-1_dn.tsv	GSE211974_MTB_control_48h_blood_THP-1_dn.tsv	GSE236156_MTB_control_BALF_alveolar_macrophage_dn.tsv	GSE236156_MTB_control_blood_monocyte_derived_macrophage_dn.tsv
23410	0	-0.8275151480427352	-0.322580549688304	-0.20194644802573183	-0.20194644802573183	0	0	0	0	0	0	-0.25792634278990034	-0.3874528534279016	-0.6444387457213488	-0.04798222536086275	-0.06584854135987703	0	-0.7826335793771617	-0.3059675841825935	-0.2923207308837951	-0.9918891216770606	-0.02553824331853345	0	-0.1571294689015527	0	-0.12279972962615558	-0.12279972962615558	-0.656206509783019	-0.656206509783019
23443	-0.4673722120337496	-0.07833936577803442	-0.3650596007435055	-0.2173129307854735	-0.2173129307854735	0	0	0	0	0	0	-0.15238949587235212	-0.13570709457045968	-0.24969277628577152	-0.22349371447043817	-0.865103613418328	0	0	-0.9619564821510196	-0.0491145595774188	-0.06841186884923428	0	-0.27395573281508934	-0.0968135851267183	-0.16019714829573797	0	0	-0.02537181564455692	-0.02537181564455692
23463	-0.13109543620993272	-0.9937088436722696	0	-0.6843415270846975	-0.6843415270846975	0	0	0	0	0	0	-0.0941335428609288	-0.6081425134033791	-0.31963222699896854	0	-0.18697042962725377	-0.2630974586090264	-0.7446140680908524	-0.06302295986772416	-0.22353935648431303	-0.5820653715655184	-0.3244211712783984	-0.3536821323460192	-0.12310154203064572	0	-0.2337517683133883	-0.2337517683133883	-0.3895635198805372	-0.3895635198805372
23499	-0.4798109847569263	0	0	-0.07870950185891844	-0.07870950185891844	0	0	0	0	0	0	0	0	0	-0.01493662094944709	-0.07644621684210115	-0.00240127664723827	0	-0.5946142397855995	-0.2433873510693756	0	0	0	0	-0.18633287678215943	-0.6668296819706884	-0.6668296819706884	-0.06592666193266589	-0.06592666193266589
23512	-0.22586560748105788	0	0	0	0	-0.33357600218844274	-0.33357600218844274	-0.33357600218844274	-0.33357600218844274	-0.33357600218844274	-0.33357600218844274	0	-0.11749866180338164	0	0	-0.4156148259258825	0	0	0	0	0	0	0	-0.03856646638192542	-0.18388970138156743	-0.03033532848515601	-0.03033532848515601	0	0
23522	-0.5173260962749959	-0.2434304692103561	-0.8008678809775842	0	0	-1.098251129386949	-1.098251129386949	-1.098251129386949	-1.098251129386949	-1.098251129386949	-1.098251129386949	-0.33973104206306093	-0.20780790512231972	-0.02151568876230033	-0.1943371515437791	-0.422393617458076	0	0	-0.2361166313844055	-0.3166594008185977	-0.170803677197308	0	0	-0.15741352324705496	-0.22345530970994465	-0.0706200293373875	-0.0706200293373875	0	0
2353	0	0	0	0	0	-0.36310218756270174	-0.36310218756270174	-0.36310218756270174	-0.36310218756270174	-0.36310218756270174	-0.36310218756270174	0	0	0	-0.5327009096202455	0	0	-0.2506525512114598	0	0	0	0	-0.210960850822193	-0.4539839182912157	-0.4245500932329958	-0.30886737651461726	-0.30886737651461726	0	0
23530	-0.00117731258597144	0	0	-0.6876392651589239	-0.6876392651589239	-1.6450805455477788	-1.6450805455477788	-1.6450805455477788	-1.6450805455477788	-1.6450805455477788	-1.6450805455477788	-0.17068457906736165	-0.19569743503891449	-0.2809675511220258	-0.04438187492468436	-0.2257885478038904	0	-0.8193740064209678	-0.5957428426516782	-0.4284261765190828	-0.4297206011724421	-0.12205756300419417	-0.8463315666397166	-0.09249424074973708	-0.27426714665915697	-0.520989619479267	-0.520989619479267	-0.2794525738690536	-0.2794525738690536
23536	-0.1872966108223372	-0.16156778689957016	-0.34237782976461767	-0.21415716511569333	-0.21415716511569333	0	0	0	0	0	0	0	0	-0.0813695926159048	0	-0.14404599902057583	0	-0.3753955898042651	-0.207875074226732	0	-0.04291944277720912	0	-0.40922240333629134	-0.02881501051886511	0	-0.03687630485655227	-0.03687630485655227	-0.01518219925204739	-0.01518219925204739
2356	0	-0.1966155493479062	0	-0.18859611408842392	-0.18859611408842392	0	0	0	0	0	0	0	0	0	0	-0.2020506400345171	0	0	0	0	0	0	-0.15790826170719338	0	0	0	0	0	0
23585	0	0	0	0	0	-0.07544994167523542	-0.07544994167523542	-0.07544994167523542	-0.07544994167523542	-0.07544994167523542	-0.07544994167523542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.23265231989398444	-0.23265231989398444
23588	0	-0.02857905570294578	0	-0.10336434282338428	-0.10336434282338428	0	0	0	0	0	0	-0.337914729997692	-0.08645310186460077	-0.5869447922285322	-0.33809040914506494	-0.31110572198516634	-0.00732806113141468	-0.03329799597524982	-0.4092001527300365	-0.3935203838750664	-0.4797076296196109	-0.04455858523246612	0	-0.1219716882052806	-0.05037717770644773	-0.28655997607580125	-0.28655997607580125	-0.32199769550012025	-0.32199769550012025
23597	0	0	0	0	0	-0.05351436875433877	-0.05351436875433877	-0.05351436875433877	-0.05351436875433877	-0.05351436875433877	-0.05351436875433877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23635	0	-0.2715158225189696	-0.05356601818841899	-1.1421603953731772	-1.1421603953731772	-0.48513406331942033	-0.48513406331942033	-0.48513406331942033	-0.48513406331942033	-0.48513406331942033	-0.48513406331942033	-0.25385297975087634	-0.40910944241866776	-0.1189339156102527	-0.4172363099570108	-0.07743659108071273	-0.03557941821876899	0	0	-0.1231045585986574	-0.3074571121817793	0	0	-0.14814677359392228	-0.08377109614103963	-0.5486754801565105	-0.5486754801565105	-0.5365620639757865	-0.5365620639757865
23636	0	-0.0671008199136289	0	0	0	-0.08738630694959092	-0.08738630694959092	-0.08738630694959092	-0.08738630694959092	-0.08738630694959092	-0.08738630694959092	0	0	0	0	0	-0.02790834462638711	0	0	0	0	0	0	0	0	0	0	0	0
23647	0	-0.01549226376815218	0	0	0	0	0	0	0	0	0	0	0	-0.07743786204491825	0	0	0	-0.17014422165318183	0	0	0	0	-0.09082038220452215	-0.01144621261562809	0	0	0	0	0
23658	0	-0.5129592847147355	-0.14723097851540637	-1.2069811771060257	-1.2069811771060257	-0.5625304709333564	-0.5625304709333564	-0.5625304709333564	-0.5625304709333564	-0.5625304709333564	-0.5625304709333564	0	-0.3887620141411154	-0.07681077159995592	0	-0.661458620856393	0	-0.906326319577168	0	-0.2179549554689635	0	-0.05476830938362449	0	-0.02775397984735532	-0.02483971431139993	-0.20405106569528028	-0.20405106569528028	0	0
23659	0	0	0	-0.5451390366936488	-0.5451390366936488	-0.7254216859053688	-0.7254216859053688	-0.7254216859053688	-0.7254216859053688	-0.7254216859053688	-0.7254216859053688	-0.6351176112551502	-0.4270277848497728	-0.5163755326377266	-0.873989542122128	0	0	-2.0171117906023346	-0.6757692786817424	-0.13230896298312517	-0.9512240036765413	-0.45892292924683137	-1.6961652367232267	-0.14108013495667696	-0.18162998221516344	-0.14502559812181276	-0.14502559812181276	-0.4991584191058562	-0.4991584191058562
23670	-0.21462789427635043	0	0	-0.9380811526783313	-0.9380811526783313	-0.4158346467196374	-0.4158346467196374	-0.4158346467196374	-0.4158346467196374	-0.4158346467196374	-0.4158346467196374	0	-0.2931829273745074	0	-0.2604975110646273	0	0	0	-0.3531587834020361	0	0	-0.06567819053105864	0	0	-0.08549593130187762	-0.21718828806019905	-0.21718828806019905	0	0
24149	-0.26698448262841123	0	0	0	0	0	0	0	0	0	0	-0.2116040295714013	0	0	-0.07803513123238542	-0.06173517825761829	0	-0.2850386982184889	-0.4919595116024767	-0.17980776329868534	-0.275930229624248	0	0	-0.10538593575093357	-0.02705081241680056	-0.19165834238933824	-0.19165834238933824	0	0
25	0	0	0	0	0	0	0	0	0	0	0	-0.1746719287259522	-0.24173433920947032	-0.5683253179927689	0	-0.08227352226355736	0	-0.9417891357391108	-0.5002542867637755	0	-0.3971016843319285	-0.0957010527517416	-0.24533551721946803	-0.04380156480632573	-0.11065671856916856	0	0	-0.6473878286474146	-0.6473878286474146
2523	-0.2261816285816015	-1.0390563593298376	-2.513561289696536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.05722381280268592	-0.2138548527821585	0	0	0	0	0	-0.16572291268914546	-0.16572291268914546	-0.0909809959765344	-0.0909809959765344
2534	-0.0058774726052673	0	0	-0.10919697224330192	-0.10919697224330192	-0.01229965589374149	-0.01229965589374149	-0.01229965589374149	-0.01229965589374149	-0.01229965589374149	-0.01229965589374149	-0.7044616338922199	0	0	-0.05530512072275592	-0.19146405187302587	0	-0.55166502740001	-0.0018932179587592	0	0	-0.2616810158755992	0	-0.26149812658031674	-0.098304082253048	-0.4124608488859368	-0.4124608488859368	0	0
2542	0	-1.1560665624209496	0	-1.1115943901138134	-1.1115943901138134	0	0	0	0	0	0	-0.06423043875799571	-0.5586944781048626	-0.5862525695760201	-0.07782539708800071	-0.0882652629822065	-0.4712796535297836	-0.939845333475122	-0.19660893788648445	0	-0.4745137153313607	-0.13940261046674218	-0.2202403489163048	-0.13168788037669257	-0.2318719726718046	-0.4336937954564065	-0.4336937954564065	-0.8354119595533616	-0.8354119595533616
2548	0	0	0	-0.0994522059998776	-0.0994522059998776	-0.711036765767034	-0.711036765767034	-0.711036765767034	-0.711036765767034	-0.711036765767034	-0.711036765767034	0	-0.08533017015739965	-0.2385928363028334	-0.6830289235375088	0	-0.633664780279722	-0.9795488644893544	-0.20099339219692253	-0.10999107572470508	-0.41232688104797777	-0.2927185797772911	-1.2685293114891445	-0.04796644948055404	-0.05012472034164809	-0.03164056038114825	-0.03164056038114825	-0.13702801320394803	-0.13702801320394803
2553	-0.2375298992791017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.2551643545364244	0	0	0	-0.1277329674617431	0	0	0	0	-0.11718903233950911	0	0	0	0
256364	0	-0.2630321826706509	0	-0.21084846879518465	-0.21084846879518465	0	0	0	0	0	0	0	-0.00212959571391261	0	0	0	-0.299636111133932	-1.2996377539225388	-0.1112808678761469	-0.2260120858271671	0	0	0	-0.05474925016839478	0	-0.05003870387065148	-0.05003870387065148	-0.12739519841161426	-0.12739519841161426
25793	0	0	0	0	0	-0.5182438677799099	-0.5182438677799099	-0.5182438677799099	-0.5182438677799099	-0.5182438677799099	-0.5182438677799099	0	0	0	0	0	0	0	0	0	-0.18584486344825168	0	-0.21007883109552453	0	0	0	0	-0.07473382553397671	-0.07473382553397671
25803	0	0	-0.10772708200536388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25805	-0.4317473437510728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2582	0	0	0	-0.49662762189260246	-0.49662762189260246	0	0	0	0	0	0	-0.2835753118625978	-0.14634814511564506	-0.08486268938404778	0	0	-0.00439725487389555	-0.3720447637470902	0	-0.00634832521747501	-0.3529417591417369	-0.00441288851022442	-0.5119189278479965	0	-0.2746080796783472	-0.15296443722502248	-0.15296443722502248	-0.4678905846527053	-0.4678905846527053
25825	0	-0.41947914707490735	0	0	0	0	0	0	0	0	0	0	0	-0.06997412847530461	-0.6383822857453011	-0.8935842300498956	-0.20635310277352123	-0.5864678705418772	-1.283764135172578	-0.0759675804013635	-0.6668736152193718	-0.2947787109670883	-0.48959391836211447	0	0	0	0	0	0
25839	-0.02681602142167075	-0.39625690503235145	-0.00664984024531329	-0.08250952805132737	-0.08250952805132737	-0.1370956832818887	-0.1370956832818887	-0.1370956832818887	-0.1370956832818887	-0.1370956832818887	-0.1370956832818887	-0.15868991149595063	-0.07391775737650003	-0.2463466902736517	0	0	0	-0.6103369729356461	0	-0.02596431251943422	-0.5333757080433382	-0.0997004465135976	-0.39270355386935646	-0.07422454380217194	0	-0.052359176246077437	-0.052359176246077437	-0.4349677746748608	-0.4349677746748608
25874	0	0	0	0	0	-0.09184535145067484	-0.09184535145067484	-0.09184535145067484	-0.09184535145067484	-0.09184535145067484	-0.09184535145067484	-0.23345592196017448	-0.1720480811230665	0	0	-0.03422323305881677	0	0	0	-0.0687442451094379	0	-0.07175681118021462	-0.9933745607179508	-0.0943622969061468	-0.2408153699167077	0	0	-0.18864076625103687	-0.18864076625103687
25932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.07376900478143472	0	0	-0.3796089998453262	0	-0.1396027380006767	-0.2069583823678172	-0.2069583823678172	0	0
25966	-0.30803845707542626	-0.8378697323356323	-0.341841110556676	-0.13688033953081502	-0.13688033953081502	0	0	0	0	0	0	0	-0.4159542617759999	-0.5907609222621188	-0.3178960516104233	-0.21750065391801032	-0.5389139750548606	-1.1547549070420364	-1.0076044181014587	0	-0.3971574043339813	-0.5729192649013752	-0.9036381750768168	-0.26886295673005683	-0.05691148388366988	-0.4308931747138175	-0.4308931747138175	-0.19734745149067723	-0.19734745149067723
2597	0	0	0	-0.7936733154769224	-0.7936733154769224	0	0	0	0	0	0	0	-0.05456685225164125	0	0	0	0	-0.10304278746386782	0	-0.15863821394730482	-0.12484187710701146	-0.00717716552071801	0	0	0	-0.1142827996874996	-0.1142827996874996	0	0
25976	-0.06026894080865353	0	0	0	0	-0.7410963530973022	-0.7410963530973022	-0.7410963530973022	-0.7410963530973022	-0.7410963530973022	-0.7410963530973022	0	0	0	0	0	0	0	-0.5291248896536862	0	0	-0.2210710645501956	0	0	-0.4309308618231116	0	0	0	0
25987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0920695902478548	-0.03752836601962789	0	-0.10472834349837971	0	0	0	0	-0.10880019462450498	-0.10880019462450498
26001	0	0	0	-0.5522885628114372	-0.5522885628114372	0	0	0	0	0	0	-0.00410799315936042	-0.23067299563231	-0.00680940957889921	0	0	0	-0.7359948574340512	0	-0.07874644144464371	-0.15191269288652948	0	-0.07224302315887934	-0.03547205732679585	0	-0.2558431099833833	-0.2558431099833833	-0.27611130529811617	-0.27611130529811617
26020	-0.0180294630731862	0	0	0	0	-0.09309108542388458	-0.09309108542388458	-0.09309108542388458	-0.09309108542388458	-0.09309108542388458	-0.09309108542388458	0	0	0	0	0	0	-0.177086400995224	0	0	0	0	-0.1917929729837761	0	0	0	0	0	0
26036	-0.27706940129724844	0	0	-0.12947722354386043	-0.12947722354386043	-0.3892920744277673	-0.3892920744277673	-0.3892920744277673	-0.3892920744277673	-0.3892920744277673	-0.3892920744277673	0	0	-0.00609828396167596	-0.0532261895401472	-0.5403763022784491	0	0	-0.35314364099959034	0	0	0	0	-0.03653949794839871	-0.32699553520394053	-0.0848011310183231	-0.0848011310183231	0	0
26054	-0.09815828143968364	0	0	-0.11796988698668452	-0.11796988698668452	0	0	0	0	0	0	0	0	0	-0.0315783133243276	-0.20150371608303905	0	0	-0.2927864771804525	-0.10124422879670784	0	0	-0.01203746369543195	0	-0.31070179908206225	-0.01911417126745947	-0.01911417126745947	0	0
26064	0	-2.012543450017464	-0.7045308442036927	0	0	0	0	0	0	0	0	-0.5995633057077882	-0.18978775051937052	0	0	-1.3179041076639617	0	0	0	0	0	-0.39837670081650617	-0.13425583980979158	0	-0.4813555785125236	0	0	0	0
26128	-0.2290414813381631	-0.0968767895015426	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.24091044912971096	0	0	0	0	0	-0.15290286029412367	-0.14040808499197535	0	-0.0720473428511246	-0.08644627791436867	-0.08644627791436867	-0.04254616617816507	-0.04254616617816507
26136	-0.00352331538872254	0	0	-0.8844664866661764	-0.8844664866661764	-0.4058530262342447	-0.4058530262342447	-0.4058530262342447	-0.4058530262342447	-0.4058530262342447	-0.4058530262342447	0	0	0	0	-0.17527193237890457	0	0	0	-0.0778518557968593	0	0	0	0	0	-0.7396946246856217	-0.7396946246856217	0	0
26227	-0.2582414844387521	-1.2589833067653289	-0.23953807846212585	-0.07521396754557906	-0.07521396754557906	0	0	0	0	0	0	-0.13051238101931903	-2.2781045770541803	0	-0.03503512407257588	0	-0.4514601437476565	0	0	0	-0.8961716725560108	0	0	-0.7609956605030498	0	-0.5857798380752223	-0.5857798380752223	-1.6824204618549632	-1.6824204618549632
2624	-0.12516106458601708	-0.39735170814143433	0	-0.2594806044765793	-0.2594806044765793	0	0	0	0	0	0	0	0	0	0	-0.6806858093630502	-0.1062384413685443	0	0	0	0	0	0	-0.00811433911556908	0	0	0	0	0
2625	-0.3725957329853101	-0.8721533418392418	-0.7108270014066641	0	0	-0.31896321287442647	-0.31896321287442647	-0.31896321287442647	-0.31896321287442647	-0.31896321287442647	-0.31896321287442647	0	0	0	-0.07321544105695299	-0.5329344757728096	0	0	0	0	0	0	0	0	0	0	0	0	0
26292	0	0	0	-1.456557158419055	-1.456557158419055	0	0	0	0	0	0	0	0	-0.04272540355376899	0	0	0	-1.4985899764074415	-0.4696745515992726	0	0	0	-0.09681012541976595	-0.0930842844270453	-0.2533340056840707	-0.3808474502087776	-0.3808474502087776	0	0
26511	0	0	0	0	0	-0.13291549973247938	-0.13291549973247938	-0.13291549973247938	-0.13291549973247938	-0.13291549973247938	-0.13291549973247938	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.12487959239899518	0	0	0	0
26520	0	-0.13049453621343868	0	0	0	0	0	0	0	0	0	-0.13649464544190576	-0.18029249972106023	-0.1130054842843798	0	-0.31628948883118163	0	-0.9156977882340152	-0.2959749037302976	-0.02586705851110044	0	0	0	-0.0343607606641257	0	0	0	0	0
2673	-0.4038710947832263	0	0	0	0	0	0	0	0	0	0	-9.352396611571014e-4	0	0	0	-0.2786457984362551	0	0	0	0	0	-0.12226560472395202	-0.03612075228936363	0	-0.1951881502825231	0	0	0	0
2690	-0.28763612929002763	-0.5789736833222997	-1.9782877799860512	0	0	-0.00126625940859882	-0.00126625940859882	-0.00126625940859882	-0.00126625940859882	-0.00126625940859882	-0.00126625940859882	0	-0.3014663984602278	-0.1149257860607902	-0.2935902875735814	0	-0.12035527958699836	0	-0.15823253211203886	-1.146126318527251	0	0	0	0	0	-0.04412299611360409	-0.04412299611360409	0	0
26993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0248385339155663	0	0	-0.21129854445261395	0	0	0	0	0	0	0	-0.02933316668491421	-0.02933316668491421	-0.1381651898324492	-0.1381651898324492
27032	-0.06399599271734559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.15599713914146465	-0.012749502603697	0	0	-0.1498027837335866	0	0	-0.4005954655108409	0	0	-0.01368621354822382	-0.01368621354822382	0	0
27095	0	0	0	0	0	-0.6929777656277749	-0.6929777656277749	-0.6929777656277749	-0.6929777656277749	-0.6929777656277749	-0.6929777656277749	0	0	0	0	0	0	-0.09905659375494946	0	-0.0439197408126987	-0.05147868479389891	-0.03497044658875701	-0.09052523767633176	-0.04499109998492939	0	0	0	-0.08502351830644382	-0.08502351830644382
27109	-0.1853101313699042	-0.10993910965096931	-0.3788047143408157	-0.24303908394298093	-0.24303908394298093	-0.22990470077117756	-0.22990470077117756	-0.22990470077117756	-0.22990470077117756	-0.22990470077117756	-0.22990470077117756	0	0	0	-0.01170518469193875	-0.20695139557931896	0	0	0	-0.1203620499841013	-0.14427107746588802	0	-0.5255211894315492	0	0	0	0	0	0
27242	0	0	0	-1.0744477068378553	-1.0744477068378553	0	0	0	0	0	0	-0.5589228196263245	-0.5261673451142553	-0.4615663652069032	-1.594126239654508	-0.668233639066599	0	-1.30143492943423	0	-0.26220509011880694	-0.40515255261885214	-0.2674787773072876	-2.333572426343465	-0.31170015808321033	-0.4706430400638257	-0.4540141118416682	-0.4540141118416682	-0.37389195368941913	-0.37389195368941913
27244	-0.3175023784275837	0	0	-0.8079569420207695	-0.8079569420207695	0	0	0	0	0	0	-0.1539851698781999	-0.5309302862410499	-0.3358792539164097	-0.5010655183314591	-0.8533819615323979	0	0	-0.3023916851353532	-0.34574048943663555	-0.2880543644431731	0	-0.8222522933411547	-0.20932380475065832	-0.4652832260862784	-0.605752360303585	-0.605752360303585	-0.5171219613804396	-0.5171219613804396
27336	-0.1434210859700977	-0.1142166946150776	0	-0.39340812308512496	-0.39340812308512496	0	0	0	0	0	0	-0.11826033062896237	-0.182876578118913	-0.10435323820830776	0	-0.2623074153336658	0	-0.5181954513570307	-0.3769738013432888	-0.06957288852762691	-0.1517902138998423	-0.07784600737462338	0	0	-0.20609560516110267	0	0	0	0
27346	0	-0.642129875878583	0	-1.035492284067894	-1.035492284067894	0	0	0	0	0	0	-0.3819201765248843	-1.6612411331112191	-1.0149574625822488	0	-0.45465324975798327	0	0	0	0	-0.2542554558482323	-0.5808899303491566	0	-0.176917998166797	-0.3986565503042215	-0.13192172865946392	-0.13192172865946392	-1.1661424369133873	-1.1661424369133873
2736	0	0	0	0	0	0	0	0	0	0	0	-0.25092640480661293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2745	0	0	0	0	0	-0.3242825983533937	-0.3242825983533937	-0.3242825983533937	-0.3242825983533937	-0.3242825983533937	-0.3242825983533937	0	0	0	0	0	0	-0.03639159883875056	0	0	0	0	0	-0.00341115698357859	0	0	0	0	0
2767	-0.20701671198177352	-0.6719124452734274	-0.8769382268356409	-0.1415102077396824	-0.1415102077396824	0	0	0	0	0	0	0	0	0	0	-0.1406788309941054	-0.0682260191715949	-1.7656620822205642	-0.2521231106556557	0	-0.05268866390525403	-0.01855511875913173	-0.9724298655723916	0	0	0	0	0	0
2769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.8824793935699389	0	0	0	0	0	0	0	-0.06773499957064824	-0.06773499957064824	0	0
2770	-0.01221559040475712	-0.8233530636991242	-1.600816137627363	-1.418291200027689	-1.418291200027689	-0.34959191066200446	-0.34959191066200446	-0.34959191066200446	-0.34959191066200446	-0.34959191066200446	-0.34959191066200446	0	0	0	-0.2848325394277932	-0.4180324685654107	0	0	-0.2270039615745729	-0.1126906472353143	0	-0.1831221255643137	0	-0.0292339142326236	-0.4205213084276045	-0.13153710364134996	-0.13153710364134996	0	0
2771	0	0	0	-0.4568064986391231	-0.4568064986391231	-0.23744999870600755	-0.23744999870600755	-0.23744999870600755	-0.23744999870600755	-0.23744999870600755	-0.23744999870600755	0	0	0	-0.0462875137228449	0	0	-0.519826645377704	0	-0.08449709425450493	-0.42259537065411	-0.09860236775490552	-0.5137143517052744	0	0	-0.00808964104920583	-0.00808964104920583	-0.3511783183286393	-0.3511783183286393
2778	0	0	0	0	0	-0.5377434817627429	-0.5377434817627429	-0.5377434817627429	-0.5377434817627429	-0.5377434817627429	-0.5377434817627429	-0.02324660477043072	-0.1326026173698888	-0.03476559826357055	-0.08951589114006503	0	-0.1700364396828822	-0.2866262154408522	0	-0.12327935716167704	-0.20189799935758865	-0.32477727066638273	-0.4404520043332878	0	-0.034075559257959	0	0	0	0
2810	0	0	-0.7953757683783285	-0.4858027585727512	-0.4858027585727512	0	0	0	0	0	0	-0.27384553272228296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2817	-0.8795647609682764	-0.42312226370000405	0	-0.375768282925213	-0.375768282925213	0	0	0	0	0	0	-0.4464512217974413	-1.1394128937047368	0	0	-0.3876640172020258	-0.00334204210467337	-0.3723120317990482	0	0	0	-0.4428031405304312	-0.14712441619056074	-0.06023619554783142	0	0	0	0	0
2852	0	0	0	0	0	0	0	0	0	0	0	-0.5192264801398934	-1.1326291740112358	-0.4538083609079875	-0.07552404596557241	0	-0.1946098988286836	-4.0546320489747085	-1.4951121844329611	-0.32237793971127293	-0.04859715753014435	-0.9828232874337492	-2.270932828996349	-0.4126325643226399	0	-0.1500961797588545	-0.1500961797588545	-0.4586325210705324	-0.4586325210705324
2886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.2196977886462143	0	0	0	0	0	0	0	0	0
2887	-0.5865280077285432	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.24726178796955595	0	0	0	0	0	0	0	-0.996858298104848	0	0	-0.1807056140010035	-0.1807056140010035	-0.49117068276653264	-0.49117068276653264
2896	0	0	0	0	0	-1.6086159851282626	-1.6086159851282626	-1.6086159851282626	-1.6086159851282626	-1.6086159851282626	-1.6086159851282626	0	0	-0.2425938443225976	-1.2356020834764485	0	0	-1.2791238602960695	-0.4277469782810804	0	-0.4524688112898424	-0.2689946825143613	-0.7705258098871431	0	0	0	0	-0.19632626142517204	-0.19632626142517204
28969	0	-0.4300737172773253	0	-0.673612107924031	-0.673612107924031	0	0	0	0	0	0	0	-0.04228442069916043	0	0	-0.3134732778271975	0	0	0	-0.4347324465930404	0	0	0	-0.02047467777242222	0	-0.21457505294367007	-0.21457505294367007	0	0
2908	-0.16928791049200068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29082	0	-0.5048820540603981	-0.230805892818038	0	0	-0.25445092272524017	-0.25445092272524017	-0.25445092272524017	-0.25445092272524017	-0.25445092272524017	-0.25445092272524017	0	-0.092751070653861	0	0	0	0	-0.03632523226940348	0	-0.01957196788582209	0	-0.0245454926270806	-0.00158753413678203	0	0	0	0	0	0
29083	-0.3476553551966527	0	0	-0.2119645746559864	-0.2119645746559864	0	0	0	0	0	0	-0.0429227945914649	-0.25867181852137466	-0.19979398383204203	0	-0.6184299168614564	0	-0.1567296079642318	-0.1709691284045167	-0.06411524356055728	-0.00661344049047545	0	0	-0.00415172347604152	0	-0.11895222782737684	-0.11895222782737684	-0.10218232154360088	-0.10218232154360088
291	-0.2435922162548083	-0.57720467119424	-0.32190483419862315	0	0	0	0	0	0	0	0	-0.1384776907275421	-0.29666698548298936	-0.29639828085072184	-0.06410928855884278	-0.3668272493038751	0	-0.3320152423533902	-0.07081866176319174	0	0	-0.3913199624766558	-0.07651904334267114	0	0	0	0	-0.5442559072883877	-0.5442559072883877
29103	0	0	0	-0.0293452549010644	-0.0293452549010644	0	0	0	0	0	0	0	0	0	0	-0.08442857449059633	0	-0.1947052313370968	0	0	-0.12581472940667546	0	-0.2915711506138203	0	0	0	0	0	0
2920	0	-1.188987900704332	-0.7223925737514839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2946	0	-0.8008312958597686	-0.9118538170590856	0	0	0	0	0	0	0	0	-0.10958264199457768	-0.14210407574556774	-0.37845860579035673	-0.6894312303836092	-0.6743584713389488	-0.25084328080065094	-1.4448490527314075	-0.99839729660305	-0.24918407114833385	0	0	0	-0.4642777987970739	0	0	0	-0.096404551276048	-0.096404551276048
