GeneID	GSE84076_MTB_control_blood_up.tsv	GSE148171_MTB_control_blood_PBMC_up.tsv	GSE198557_MTB_control_blood_PBMC_up.tsv	GSE100897_MTB_control_24h_THP-1_up.tsv	GSE100897_MTB_control_6h_THP-1_up.tsv	GSE112482_MTB_control_lung_ILC1_up.tsv	GSE112482_MTB_control_lung_ILC2_up.tsv	GSE112482_MTB_control_lung_ILC3neg_up.tsv	GSE112482_MTB_control_lung_ILC3pos_up.tsv	GSE112482_MTB_control_lung_NK_up.tsv	GSE112482_MTB_control_lung_susp_up.tsv	GSE132283_MTB_control_blood_macrophage_up.tsv	GSE143627_MTB_control_PBMC_macrophage_up.tsv	GSE148731_MTB_control_blood_monocytes_up.tsv	GSE174566_MTB_control_blood_PBMC_up.tsv	GSE193777_MTB_control_blood_up.tsv	GSE256184_MTB_control_HEPG2_HepG2_up.tsv	GSE64179_MTB_control_blood_dendritic_cells_up.tsv	GSE64182_MTB_control_blood_dendritic_cells_up.tsv	GSE110564_MTB_control_blood_lymphatic_endothelial_cell_up.tsv	GSE141656_MTB_control_blood_blood_up.tsv	GSE143731_MTB_control_blood_monocyte_derived_macrophages_up.tsv	GSE164287_MTB_control_blood_monocyte_derived_macrophages_up.tsv	GSE165708_MTB_control_BAL_bronchoalveolar_lavage_up.tsv	GSE183912_MTB_control_blood_marcophages_up.tsv	GSE211974_MTB_control_blood_THP-1_up.tsv	GSE211974_MTB_control_48h_blood_THP-1_up.tsv	GSE236156_MTB_control_BALF_alveolar_macrophage_up.tsv	GSE236156_MTB_control_blood_monocyte_derived_macrophage_up.tsv
10165	0.1839039902833245	1.0832564747574387	1.0126034863919522	0.36877932540606767	0.36877932540606767	0	0	0	0	0	0	0.3203570779925031	0.05593974516727026	0.21298401162658048	0	0.17238314118039744	0	0	0.6227084826498102	0	0.32252910124996714	0	0	0.01348765334898166	0.01311014852107039	0.11646054446595594	0.11646054446595594	0	0
1017	0	0.06394035265066178	0.9657396118616384	0	0	0	0	0	0	0	0	0.7603808981013033	0	0.22882467734383177	0.6702853437815839	0	0.14832498301937974	4.187495161934948	2.935943063407682	0.30186046447153014	0.3650025005691034	0	1.1222472732499753	0.11933180484018412	0	0	0	0	0
10174	0	0	0	0.32238402818472633	0.32238402818472633	0	0	0	0	0	0	0	0	0	0	0	0.4387589018363225	0	0	0	0	0.06542769430846848	0	0.03815660862675939	0.01515636744420064	0.26038186805194724	0.26038186805194724	0	0
10180	0.01658993833110163	0	0	0	0	0	0	0	0	0	0	0	0.1102287269455514	0.01252889965361604	0	0.04102235517827503	0.2496437663549134	0	0	0	0.1945475129146827	0.14772076107594223	0.4014502442599152	0.0207566318374428	0	0	0	0.06785095614249913	0.06785095614249913
1019	0.1800752292424838	0	0.29674670495114286	0	0	0	0	0	0	0	0	0.18917307242512424	0	0	0.4157470106127045	0	0.08955133503821942	0	0.7384713308780766	0	0.14525856033408477	0	0.2385724518623908	0.07272798203451676	0.13845255868516854	0	0	0	0
10190	0.10340843129575744	0.96990963886506	1.439990234073235	0	0	0	0	0	0	0	0	0.5897409708617614	0.06883530099799139	0.11470016307222498	0.07200628583797755	0	0.3597195078104808	0.6465717383800957	0.4077665040051845	0.09736412983817548	0.4457737697073255	5.755366437378972e-4	0	0.03274455300507315	0	0.27843115664413465	0.27843115664413465	0.33590087368460503	0.33590087368460503
102	0	1.0889866034594915	1.3182041231625148	0	0	0	0	0	0	0	0	0	0	0.08199961727830998	0	0.3550962449784918	0.06236119103046861	0	0	0.04180928860030479	0	0	0	0	0	0	0	0	0
10206	0	0.26249021770072134	0.06897865801267898	0	0	0	0	0	0	0	0	0.1928021309908937	0.3754284121524157	0.10979265371829768	0	0	0	0.20692606431876	0.42554199628319206	0	0.4830160631565055	0.1991614482015461	0	0	0	0	0	0.17840730275523525	0.17840730275523525
1021	0	0.0905361944089328	0.9883865700001664	0	0	0	0	0	0	0	0	0.98150892186988	0	0.1563894598306769	1.0792331785891127	0	0.13235053239494404	1.7499256243562826	1.526091985094868	0.07978321357338204	2.209404349834326	0.09592868544626236	1.3130166011226847	0	0.36709003164958826	0	0	0	0
1022	0	1.284372453112497	1.397964752993456	1.0268598092266197	1.0268598092266197	0	0	0	0	0	0	0.18578920510709043	1.628017181100926	0.5293775340685408	0.05753789039426345	0.09432954841872242	0.16643235003960127	0.48256562645862	0.43214814106045546	0.33235325193758497	0	0.36015989821370054	0.1934931411281348	0	0.1123229706394868	0	0	0.5053582301721956	0.5053582301721956
10221	0.31643945916410343	3.1122180737778846	2.2429244423044583	0	0	0	0	0	0	0	0	0.6872802717970569	0	1.7562818030709213	0.7893548665710738	0.5517987727013209	1.2531913060402975	1.649374344563207	1.6789385290276757	1.13015638980347	0.9864655396197994	0	0.12328411864789586	0.0632538381998797	0	0	0	0.797398984847822	0.797398984847822
10227	0.20092490778986896	0.2497905719523486	0.4554262268816715	0	0	0	0	0	0	0	0	0.13981869982038655	0	0.1908359129413453	0.13777856632771532	0	0	0.01625865980976703	1.2953330088405357	0	0.04790410897684783	0	0	0.01815912270999093	0.17978828953450063	0	0	0	0
10237	0.18358229936338036	0.3635540272491784	0.5084721281944324	0	0	0	0	0	0	0	0	0.14277921228856508	0.1683425688655672	0.02720353375745183	0.01106369525645451	0.5647139112787903	0.175264418462542	0	0.6371571120848072	0	0	0	0	0.01937410659645344	0.12647076865626394	0.14454250182231063	0.14454250182231063	0.12294569282614622	0.12294569282614622
10245	0.317834827251353	0.36286742241679126	0.31892819750240825	0	0	0.1806051125502593	0.1806051125502593	0.1806051125502593	0.1806051125502593	0.1806051125502593	0.1806051125502593	0.181935001395625	0	0.05607812539930847	0.1982475469196355	0.4512072048741099	0.4311511178565149	0.32839754812554167	1.3858900054540806	0.1412179834844693	0.04789044855797917	0	0.2523018214817664	0	0.1370507050968751	0	0	0	0
1026	0.29695772440970514	0	0	0.6690922655570358	0.6690922655570358	0.4516836020072154	0.4516836020072154	0.4516836020072154	0.4516836020072154	0.4516836020072154	0.4516836020072154	0.19999392762223547	0.5446628620964366	1.0850897610099004	1.602019803667008	0.9012903318061932	0.7840383750277207	2.023491693849799	2.7626713278428703	0.2237340730628421	0.9926262832409736	0.8163698744792367	0	0.5290969866678839	0.19703600112760916	0.00897886333308719	0.00897886333308719	0.2532260513405971	0.2532260513405971
1027	0	0.1694278961619417	0.5768014600297164	0.3991499199394105	0.3991499199394105	0	0	0	0	0	0	0	0.7248147900030212	0	0	0	0.33877452714804684	0.5299957964531745	0.1066837662687882	0	0	0.1541698241443488	0.3824398746640174	0.08609361162906154	0.167336449463418	0.00509046141770552	0.00509046141770552	0	0
10270	0.00128609866682113	0.5124435621556255	0.41722004084804376	0	0	0	0	0	0	0	0	0.3975928450889448	0.2579203926256793	4.401047077161172e-4	0.07432530794748361	0.02567030153996663	0.05997533159699118	0.5017092610994791	0.5386177845058728	0.1754893752621494	0.3175368638334569	0.22712309544389936	0.3974819777954045	0.03725202358490773	0.1549775559517794	0.142159022819764	0.142159022819764	0.0808728975956119	0.0808728975956119
10273	0.2865141997560582	0	0	0	0	0.09078204699938672	0.09078204699938672	0.09078204699938672	0.09078204699938672	0.09078204699938672	0.09078204699938672	2.907410711556048e-4	0	0	0.09335652566029988	0.2032820356249276	0.19979504472068785	0	0.9511149421315026	0	0	0	0	0	0.15627627719412326	0	0	0.02016659868868104	0.02016659868868104
10276	0	0.4357785901975943	0.4468498402094564	0	0	0	0	0	0	0	0	0.1325000583883388	0	0	0.4247939901171536	0	2.8486576661208607e-4	2.5042598136125176	1.541733781955973	0.05856532304143619	0.5360436391088235	0	1.0270133300269375	0.03281124295806369	0	0	0	0.12066426835431664	0.12066426835431664
10285	0	1.291342365547978	1.2246085056619125	0.7255520304714754	0.7255520304714754	0.1542924457518266	0.1542924457518266	0.1542924457518266	0.1542924457518266	0.1542924457518266	0.1542924457518266	0.10412403900491345	0.1869096025568551	0.2630508176077799	0.21698208704795363	0.08550343194775539	0.16801909589425051	1.3283511050723755	0.3002347176333088	0.01679079573746684	0.5078285473864321	0	0.6922380141171748	0.0724422201919209	0	0.07619244003244374	0.07619244003244374	0.29093819802598325	0.29093819802598325
1029	0	0	0.4201836256251183	0	0	0	0	0	0	0	0	0.4129005537895108	0.5365809669594881	0.3247183225946721	0.7558580319506082	0.08276052545356256	0.5620802229628382	2.5574900144726818	1.4004675248304412	0.4584916296739434	1.3100857539992512	0.0536361162743734	0	0	0	0	0	0.3102704434629702	0.3102704434629702
10298	0.4566377859071764	0	0	0.5105241028921096	0.5105241028921096	0	0	0	0	0	0	0.570013332332643	0.08471800196044127	0.28184723214560664	0.4190536384385723	0	0.24030667535488703	0.810840809273467	1.1932887020486571	0.08072353446627473	0.14473722774813028	0.13990315844942108	0.4257173724720471	0.02255772150852279	0.12682233149382904	0.11065590491216006	0.11065590491216006	0.03967273382431155	0.03967273382431155
10318	0	2.400507089734492	1.7108362291268884	1.021383595149447	1.021383595149447	0.4826553892470573	0.4826553892470573	0.4826553892470573	0.4826553892470573	0.4826553892470573	0.4826553892470573	1.5835943129999426	2.1404715500775366	2.3982534293945945	1.1738771916237216	0.8856294954687353	1.040271364875602	1.715397582974412	2.5703800476207745	0.5813144149446592	2.3508761183471494	1.045761018811415	1.0481253431435356	0.1257440313879363	1.15476567581052	0.3671954980312224	0.3671954980312224	1.9830708668571368	1.9830708668571368
10320	0	0.1921679593635567	0.7071541657423756	0	0	0.05702054172228755	0.05702054172228755	0.05702054172228755	0.05702054172228755	0.05702054172228755	0.05702054172228755	0.6254860950582979	0	0	0.1922652836350908	0	0	1.998370815027373	1.5123777691922755	0.302276221195446	0	0	0.3886064484975191	0	0	0	0	0	0
10329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1044865488765465	0	0	0	0	0	0.05650495561688608	0.04973674084697643	0.15201363165831633	0	0	0	0	0.1006379893528158	0.1006379893528158
10362	0.3454214838662323	0	0	0	0	0	0	0	0	0	0	0.07686625411002708	0.6880591632576072	0.4362391683380475	0.16000477309727765	0.2912822513309322	0.7537491869805851	0.4735325852255914	1.5243936056977518	0	0	0.4138905110315336	0	0.08333673458947502	0.2091326530264476	0	0	0.1422498447341191	0.1422498447341191
10398	0.824425154058877	0	0	0	0	0	0	0	0	0	0	0.24296988559229463	0.1016136153547209	0.05639881701576725	0.26710089439791984	1.9386715515849384	0.8538717042942863	0	2.221747489647095	0	0.5224690496728904	0.0940933113340834	0	0	0.05714580546790123	0	0	0.4077757706832193	0.4077757706832193
10434	0.01159313145890303	2.0939631261955447	2.36475607935882	0	0	0	0	0	0	0	0	0.18768139298128247	0.1520146133407866	0.01411548345803123	0.17083252688709652	0.09859287615928944	0	0	0.1749308814493671	0	0	0.15480930516917346	0	0.02495165611713191	0	0	0	0.132882099108756	0.132882099108756
10450	0.06066348869341941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2864927104702379	0	0.05605792889479254	0.05136961251074631	0	0	0	0	0.01330981010035448	0	0	0	0
10451	0	1.924841011584316	2.075709614281485	0.6042570391795246	0.6042570391795246	0	0	0	0	0	0	0.3458347795384223	0.3441101294932976	0	0	0.31875965934938216	0	0.2820671031086327	0	0	0	0	0	0.2778419502710695	0	0.16552135684769448	0.16552135684769448	0	0
10489	0.09911716120342856	0.2427275398287166	0.5377282978843804	0.1700058103706602	0.1700058103706602	0	0	0	0	0	0	0.29345217747050445	0.16480094610900553	0.19022291013147083	0.1254342749704163	0.04933494093392234	0.0758172367342039	0.02110724425948484	0.5156145743660919	0	0.5805757734938543	0.15535871217832142	0.02390559639413059	0.06467539787148549	0.03208797290116991	0.01755235264372458	0.01755235264372458	0.1306650839484888	0.1306650839484888
10491	0.22531714889468643	0.5453836592458883	0.6306851361844316	0	0	0	0	0	0	0	0	0	0	0	0	0.3414615449066478	0.04548318200372757	0	0	0	0	0	0	0	0	0.06232263309554559	0.06232263309554559	0	0
10493	0.07046687326882446	1.1225855303592291	1.2161862966250525	0.2335068154039096	0.2335068154039096	0	0	0	0	0	0	0	0	0	0	0.255028117996537	0.5395947235176641	0	0.23122604659293852	0	0	0	0	0	0	0.04065926647304376	0.04065926647304376	0	0
10494	0.2190188261309912	0	0	0	0	0	0	0	0	0	0	0.06546660386758976	0	0	0	0	0	0.0668887899865052	0.8013483999050284	0	0	0	0	0	0.03311913191863276	0	0	0	0
1050	0.2837736414355376	1.8999181914087333	1.997082785590995	0	0	0	0	0	0	0	0	0	0	0	0	0.3775829572143101	0	0	0	0	0	0	0	0	0	0	0	0	0
10513	0	0.9322767695784736	0.9678519514317766	0.21293666904979977	0.21293666904979977	0.0400646988280768	0.0400646988280768	0.0400646988280768	0.0400646988280768	0.0400646988280768	0.0400646988280768	0.05596347840560512	0.2887915592032569	0.06454435718956748	0	0	0.3517861035371709	0.4035172005375294	0	0	0	0.03881228757973597	0	0	0	0.08056325468186462	0.08056325468186462	0	0
1052	0.2958860315844354	2.5181462536649013	2.694271739441436	1.1718494517823816	1.1718494517823816	0	0	0	0	0	0	1.6325309020765513	0.569024463909848	0	0	0.942795503575468	0.3606500575599248	0	0	1.2357108884392003	0.04310868232449402	0	0	0.05763152509213493	0	0.16161436052504485	0.16161436052504485	0.5762475072410788	0.5762475072410788
10523	0.03691483996010299	0.19450425119495643	0.5335683297317023	0.47918759710703673	0.47918759710703673	0	0	0	0	0	0	0.23413895734787188	0	0.23369473304286184	0.118467445782851	0.3115238749287612	0	0.31827782415419187	0.6173694994585047	0	0.5809994158810518	0.12205866126018694	0.3700300052327024	0.04669160283627171	0.12850272572186755	0.10172158519994064	0.10172158519994064	0.20057690491565	0.20057690491565
10525	0	0	0	0	0	0	0	0	0	0	0	0.4003524528328177	0.27853274446287646	0.24268522055865308	0.1496294444273792	0.16159181639826156	0	1.0470859812433286	2.046293365483776	0.00281411476336699	0.5803622361226629	0.01838526087445204	0.29459772855203764	0.03946232251252789	0.01887418409555073	0.21855872517387712	0.21855872517387712	0.26294018963394333	0.26294018963394333
10557	0.10590282798377186	0	0.25484386355042227	0.1312124210656459	0.1312124210656459	0	0	0	0	0	0	0.2145969625510765	0.16870683260735408	0	0	0	0.49394011330882137	0	0.11512864338060648	0.1997793038362297	0.2700885107592672	0.0393349649278884	0	0.00201383252209648	0.02404375313932157	0.1413919299499069	0.1413919299499069	0	0
10559	0.10901213136705784	0.01657331764696133	0.5365505288188334	0.1743628100782409	0.1743628100782409	0	0	0	0	0	0	0	0	0	0	0	0.16109146684320713	0	0	0	0	0	0	0	0	0	0	0	0
10589	0.4683413582951151	0.6100643901564421	0.6557619702987778	0.6683630514592628	0.6683630514592628	0	0	0	0	0	0	0.6069371422489476	0.6682362752817926	0.4859083255085029	0.42772775481511344	0.4536863689003427	0.8700059987727722	0	0.13089698195267416	0.12510096616002722	0	0	0.09451799469127611	0.38528980307969335	0.23679285514866905	0.5188458799685851	0.5188458799685851	0.03564976506031005	0.03564976506031005
10606	0	0	0.2622135830553636	0	0	0	0	0	0	0	0	0.23417093311245413	0	0.09139067274974436	1.0183852832131846	0	0.03947938506120088	0.4527961815079722	0.6466473701479881	0	0.524025314938307	0.07677781099181348	1.0372945063640984	0.02481695013632962	0.01018906403569747	0	0	0.23168553182780857	0.23168553182780857
10610	0.31713564993222493	2.2591332841013645	2.109172173489831	1.7552310566265046	1.7552310566265046	0	0	0	0	0	0	0	0.3672327068049739	0.14715796530619701	0.0715823619129448	1.013926065219876	0	0	0	0.3628259668242181	0	0.39362007729622456	0	0.04526200793387533	0.15402826619915874	0	0	0.5942289372862384	0.5942289372862384
10617	0.1631184391902869	0.02969128691783202	0.12517965703660586	0	0	0.774375690313548	0.774375690313548	0.774375690313548	0.774375690313548	0.774375690313548	0.774375690313548	0	0.13121261054947383	0.03081190908385742	0.04272295438529922	0.17513055182912377	0.3710291043251754	0.00767262132490524	0.3426094541460398	0.0028602824465331	0	0.09869996863363845	0.01091563951054352	0.02523638423922377	0.10029597591508473	0	0	0.05281578606843172	0.05281578606843172
1062	0	1.0802401431413216	1.3899111530285069	0	0	0	0	0	0	0	0	0.05628499395806857	0	0	2.136824968720353	0	0.28705131455905897	0.25585310992410293	0	0	0	0	1.1630014039563266	0	0	0	0	0	0
10641	0.24855819312900176	0	0.145655511225534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06294971504546885	0	0.03587798888056025	0.094987853754182755	0	0	0	0	0	0
10644	1.7531821517143986	0.2675506236784096	0.03178449902618138	0	0	0	0	0	0	0	0	0.01923152477312533	0	0.4880545160366403	0.4669004111514719	0.8023481369581208	0.8487747114718345	0	0	0.13634480084703096	0.19733186634121705	0.07267552932129913	0	0.14872177348623128	0	0	0	0.35207753733528613	0.35207753733528613
10652	0.1775346659918915	0.8260648164233818	0.7215220791063941	0	0	0.633283065548257	0.633283065548257	0.633283065548257	0.633283065548257	0.633283065548257	0.633283065548257	0.2722371410596054	0.03578135937961194	0.1520881358012836	0.1300590603408416	0.1512851457692072	0.04485326679600703	0.05158683445029183	0.8937993479879401	0	0.23732541916651032	0	0	0.04933195019861336	0.02965969200366126	0.10272165666877885	0.10272165666877885	0	0
10668	0.11389016055431896	0.6989123286869688	0.8864516020664805	0.26141062177581376	0.26141062177581376	0	0	0	0	0	0	0.25172011600341626	0.01869777495813497	0.02344451519780869	0	0.2009024250091894	0.3106547338072495	0.04461400189392014	0.21249920357679777	0	0.00509329812956416	0.12772070727572796	0	0	0	0.05764763767561207	0.05764763767561207	0	0
10670	0.24826922124705708	1.0441276552812364	1.512165137230848	0.16305775718138218	0.16305775718138218	0	0	0	0	0	0	0.3622345601347814	0.08851009051747191	0.17766055841509193	0.07734909463608652	0.4046572044640446	0.32182227641289685	0	0.6843413713087942	0	0.3741763292199222	0	0	0.04841799480528946	0.10380475718284105	0.1479838308830993	0.1479838308830993	0.12972357734128837	0.12972357734128837
10681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17147605490226933	0.29300824959671307	0.15180660670583235	0	0	0	0.32747352728080187	0	0.2933944646985377	0	0	0	0
10682	0.3854068724823852	0.1612075268779241	0.3628988820360291	0	0	0	0	0	0	0	0	0.33567177249216656	0	0	0.5441985827125656	0	0.5291226615219314	0	0.9849143979969728	0.2963010501172109	0.02188832113400334	0	0.1276292025641721	0	0	0	0	0	0
10695	0.35487707507883326	0.6905889148431625	0.4315385159658541	0	0	0	0	0	0	0	0	0	0	0	0	0.44793744461228857	0.1993675120328472	0	0	0.14932624487810822	0	0	0	0	0.07892168723411776	0	0	0	0
1070	0	0	0.07016039406250667	0	0	0	0	0	0	0	0	0	0.00129134447578993	0	0.02550084762738161	0	0.6704623717937686	0	0	0	0	0	0.3025088015637242	0	0	0	0	0	0
10730	0	1.531163655310304	1.382998075257815	0.3681341423250252	0.3681341423250252	0.2147813114569549	0.2147813114569549	0.2147813114569549	0.2147813114569549	0.2147813114569549	0.2147813114569549	0.6114078299482179	0.6481753992206029	0.4305167997665389	0.1320673130366579	0.02780833602468736	0.12413978433084089	0.7070874328354445	0.18953941020414125	0.26695046105732545	0.4926351807532064	0.04923953033644484	0	0.25093267729390256	0	0.28370878034369795	0.28370878034369795	0.20593756793137247	0.20593756793137247
10732	0	0.21325316046733167	0.5635848605111365	0.08773914244504526	0.08773914244504526	0	0	0	0	0	0	0	0	0	0.00324181729910276	0	0	0.09087825853456412	0.10963429362132168	0	0	0	0.1706400456656816	0	0	0	0	0	0
10765	0	1.2127165557399573	0.7679553667184154	0.05650467740182102	0.05650467740182102	0	0	0	0	0	0	0	0.09684783969600352	0.07534085849143973	0.2944269864070039	0.4831593367865313	0.05842282847650383	0.8646476300500903	0.5467717614012639	0	0	0.0886466113311549	0.3040044147309316	0	0	0.01693857065088839	0.01693857065088839	0.17598196704693703	0.17598196704693703
10775	0.28334676659368857	0.5376323482842964	0.7946061874230947	0	0	1.2239430297025926	1.2239430297025926	1.2239430297025926	1.2239430297025926	1.2239430297025926	1.2239430297025926	0.11521737256370392	0.18642384902097148	0.10969907135824931	0.27180224648613	0.1913263013990195	0.3372816506472732	0	0.5543783055202258	0	0	0.24017212662393927	0	0	0.11475625326143549	0.12877830324355172	0.12877830324355172	0.13977026330696227	0.13977026330696227
10776	0.03292811489398669	0.9842783278791944	1.1291897397415949	0	0	0	0	0	0	0	0	0.1350117722635881	0	0.00207126611725233	0.27695024739347823	0	0	1.9521927742891936	1.1498262624277578	0	0.4920871458582342	0	0	0	0	0	0	0.08869503974282873	0.08869503974282873
10782	0	0.6158233577626743	0.45675429043739	0	0	0	0	0	0	0	0	0.15742830766264	0.13680188703014556	0.2940091864872652	0	0.03785450080785336	0.360173653414299	0	0.3096100009443256	0.22271457415370624	0.5103693524478032	0.03134834896358742	0	0	0	0.11007697233155608	0.11007697233155608	0.1884953073917489	0.1884953073917489
