Description	GSE139871_GPL10558_s5_d4	GSE16250_GPL570_s3_d2	GSE34151_GPL10558_s4_d3	GSE63548_GPL10558_s6_d5	GSE83456_GPL10558_s1_d1	GSE83456_GPL10558_s2_d1	GSE132283_s20_d17	GSE132283_s21_d17	GSE141656_s8_d7	GSE143627_s17_d14	GSE143731_s23_d19	GSE148171_s14_d11	GSE148731_s11_d10	GSE148731_s12_d10	GSE148731_s13_d10	GSE164287_s24_d20	GSE165708_s28_d23	GSE174566_s15_d12	GSE183912_s22_d18	GSE193777_s9_d8	GSE198557_s16_d13	GSE211974_s7_d6	GSE236156_s25_d21	GSE256184_s26_d22	GSE256184_s27_d22	GSE64179_s18_d15	GSE64182_s19_d16	GSE84076_s10_d9	aggregated_microarray	circulating_aggregated_microarray	aggregated_RNAseq	circulating_aggregated_RNAseq
aromatic amino acid family catabolic process	0	1.7120081813366248	0.5403904232957787	0.6512591445899311	0.7616326116382552	0.615602227278802	0.9330203001238664	1.0624697383102328	0.8210861573122299	0.8435852524971169	0	0.29223998924576694	1.1158537077982087	0.8557250580471705	0.8123004054135431	0.7583505054507375	0.5721413146615111	0.9766680695280257	0.5147877935935611	1.3075719448302328	0	1.147139299590939	0.824504264202673	0.7882627580132808	0.974994403595968	0.9585815077187008	0.8833097604483099	0.4583813344459888	1.146826667191452	1.162015155597674	0.7840446427342286	0.7864700058695812
aromatic amino acid metabolic process	0	1.4248320945993036	0.4033749349976241	0.7054417510613662	0.579062341014282	0.46218831130352167	0.7210246532773757	0.831707354613741	0.6277129576908241	0.6462885940190274	0	0.21495366608788477	0.8781908623185635	0.656349114421016	0.620483901778872	0.5763949056218847	0.4280941654413406	0.7580166817326647	0.3835543623426896	1.1961383472774596	0	0.9056520592962882	0.6305291630162269	0.60077583492397435	0.8452571729805758	0.742647162100411	0.6793074131705173	0.3402234625114415	1.0740512724830606	1.0887671086716388	0.7871905409851735	0.7896225304350728
aromatic amino acid transport	0	1.496686996288493	0	0	0	0	1.404400773801504	0.7822222593653207	1.5199779528575552	0.6930788731492988	0	0.655933598403217	0	1.3095178207306162	1.714040230332299	0.6192410651232201	1.157697095577917	1.995098482811411	0	1.2635668078912758	0.8003752005752953	0.7640887032724818	1.791858201680509	0.6450348714134074	0.7102754742234991	1.6985956711800978	1.6023020062817075	0.968508305592437	0.7638424231474956	0.7758348842905495	0.9020234857950488	0.9046789589929608
artery development	2.5557410660106865	1.618846405768462	0.4928719083083756	1.3958253403203016	0	0	1.171306923303042	0.8728371930579252	1.0437333162136226	0.7765961823403859	0	1.2538090414107608	1.036632132343922	0.6147243713154066	1.3704464155004363	0.6961912140210749	0	0	1.1722660443421349	0.8310784110287728	1.8330978703953331	0	0.7585529576878763	0	1.0921605867074502	0.5720880075060016	0	0	1.249303951394834	1.2650685704422089	0.9020234857950488	0.9046789589929608
artery morphogenesis	2.708298499966557	1.7628259448835322	0.5676089627134441	1.5342971206191864	0	0	1.301399677662636	0.9852872891177552	1.167349044344664	0.8812930853225462	0	1.3873814179173305	1.1598439604959625	0.7036802641207458	1.5081334771776167	0.7935089518534805	0	0	1.302402249525138	0.9403036269881015	1.9805674059582152	0	0.8616674641717018	0	1.218404372859993	0.6563029212629522	0	0	1.3826992733989505	1.3990772276022687	0.9020234857950488	0.9046789589929608
aspartate family amino acid biosynthetic process	0	0	0	0.6223988550073362	1.2442692221666607	0	0.8959251696155924	0.9075474438222488	1.3216046631569451	0	0	0	0	1.3657326635445066	1.071781546961685	0	0	0.670347349056833	0	0	0	0	0.9945367420159104	0.5277255855928166	0.8279402010720086	1.2960772597163	0.4599154511154697	0	1.1052992892289777	1.1202249259446382	0.9020234857950488	0.9046789589929608
aspartate transmembrane transport	0	0	1.1066724954037492	0.7553158499531182	1.4386621457371027	1.2255199881637846	1.063644502877227	1.07643909082902	1.2660980368377943	1.194668490159998	0	0.655933598403217	0.9357813776936464	0.9801577217468848	1.254990119114335	0.6192410651232201	0	1.3524939997747016	0	0.743441819165221	0	0.7640887032724818	1.171512325371706	0	1.218404372859993	1.4931991229869082	1.0100403736566157	0	1.2909603872892328	1.3069320200704695	0.9020234857950488	0.9046789589929608
astral microtubule organization	0	0	0.9350915531516176	1.702769221599648	0	1.0444235610826131	1.2118523860835395	1.3153999466951267	1.3216046631569451	1.0158856743564564	0	0.9679805625585896	0	0.8206017019501793	1.071781546961685	1.492058123569305	0	1.995098482811411	0	1.6852854570634055	1.1505722633660311	0	1.325988389843951	0.9537915945560717	0.5835323044288689	1.2960772597163	0.4599154511154697	0	1.3468791498785115	1.3631061864825122	0.828417879130528	0.8309341890947193
astrocyte activation	0	0	0.667593182197922	1.702769221599648	2.549997158793948	2.3084554348126023	0.8959251696155924	0.6457507169043947	0.7869152710792537	1.0158856743564564	0	1.5512837314367491	0	1.3657326635445066	0.7783780213927717	0.91996303496688	0	1.1629431757851254	0	1.6852854570634055	1.1505722633660311	0	1.9658208298896167	0	0	1.2960772597163	0.8474586712762363	0	1.5464342636960176	1.5633911926752322	0.9020234857950488	0.9046789589929608
astrocyte development	0	0	1.014156856051737	1.5342971206191864	2.37033137102187	2.1304125901143736	1.301399677662636	0.9852872891177552	1.167349044344664	0.8812930853225462	0	1.3873814179173305	0	1.209327638160835	0.6658560097834153	0.7935089518534805	0	1.0177779349826166	0	1.517280227526992	1.0062125939972393	0	2.0675069042800596	0	0	1.143136532079481	0.727847634758632	0	1.5464342636960178	1.5633911926752322	0.9020234857950488	0.9046789589929608
astrocyte differentiation	0	0	1.014156856051737	1.5342971206191864	2.37033137102187	2.1304125901143736	1.301399677662636	0.9852872891177552	1.167349044344664	0.8812930853225462	0	1.3873814179173305	0	1.209327638160835	0.6658560097834153	0.7935089518534805	0	1.0177779349826166	0	1.517280227526992	1.0062125939972393	0	2.0675069042800596	0	0	1.143136532079481	0.727847634758632	0	1.5464342636960178	1.5633911926752322	0.9020234857950488	0.9046789589929608
asymmetric cell division	0	1.9362968552577284	0.667593182197922	1.0946483098622903	1.8745546967994953	1.6434606384987678	0.8959251696155924	1.1281487707571969	1.3216046631569451	0	0	0.9679805625585896	1.313698034938307	1.3657326635445066	1.3103067328799196	0	0	1.7820187729769312	0	1.079761098373628	1.1505722633660311	1.1056064468074254	1.58358494198078	0	1.0378321493149838	1.6605174388774429	1.400420477278559	0	1.1052992892289777	1.1202249259446382	0.9020234857950488	0.9046789589929608
atrial cardiac muscle cell action potential	0	0	1.014156856051737	0.9541182457914004	0	0.9076041363436136	0	0.548407065823611	0.3552635719494742	0	0	0.45361090155583983	0	0	0.35083880252155386	0.4266586522507142	0	0.5700340782051304	0	0.5189532779245697	0	0	0.8616674641717018	0.4455784839280743	0.2544201608381617	0.6563029212629522	0.727847634758632	0	1.2909603872892328	1.3069320200704695	0.7107049885724978	0.7129680226489142
atrial cardiac muscle cell to AV node cell communication	0	0	0.9537566085821048	0.8958421659968426	1.031209967098861	0.8511015124335111	0	0.5096317161348286	0.32891474901572026	0	0	0.4207050582603149	0	0	0.3247951628646927	0.3955048683979674	0	0.5299864930713147	0	0.48195123597086814	0	0	0.8070295521112396	0.4131910901372994	0.4585435726132325	0.6114384591443618	0.6793074131705173	0	1.3127892291748908	1.3288635366443984	0.7262997547512579	0.7285985753470566
atrial cardiac muscle cell to AV node cell signaling	0	0	1.014156856051737	0.9541182457914004	0	0.9076041363436136	0	0.548407065823611	0.3552635719494742	0	0	0.45361090155583983	0	0	0.35083880252155386	0.4266586522507142	0	0.5700340782051304	0	0.5189532779245697	0	0	0.8616674641717018	0.4455784839280743	0.2544201608381617	0.6563029212629522	0.727847634758632	0	1.2909603872892328	1.3069320200704695	0.7107049885724978	0.7129680226489142
atrial septum development	0	0	0.8072855930161227	0.7553158499531182	2.486292508883774	1.2255199881637846	0	0.7822222593653207	0.5203710635594214	0	0	0.655933598403217	0	0.5450198334608268	0.5141649127872415	0	0	0	0	0.743441819165221	0.8003752005752953	0	0	0	0.9883359438132664	0	0	0	1.2909603872892328	1.3069320200704695	0.7107049885724979	0.7129680226489142
atrial septum morphogenesis	0	0	0.667593182197922	1.0946483098622903	2.549997158793948	1.6434606384987678	0	1.1281487707571969	0.7869152710792537	0	0	0.9679805625585896	0	0.8206017019501793	0.7783780213927717	0	0	0	0	1.079761098373628	1.1505722633660311	0	0	0	1.0378321493149838	0	0	0	1.3468791498785115	1.3631061864825122	0.7509406404150224	0.7532946040799259
atrioventricular valve development	0	0	0.667593182197922	0	1.8745546967994953	0	0	0.6457507169043947	0.7869152710792537	0	0	0.9679805625585896	0	0	0.7783780213927717	0	0	1.1629431757851254	0	1.079761098373628	1.1505722633660311	0	0	0	1.0378321493149838	0	0	0	1.3468791498785115	1.3631061864825122	0.7509406404150224	0.7532946040799259
attachment of GPI anchor to protein	0	1.7628259448835322	0.5676089627134441	0.9541182457914004	0	0	0	0.548407065823611	0	0	0	0	0	0.7036802641207458	0	0.7935089518534805	0	1.0177779349826166	0	1.517280227526992	0	0	0	0	0.4940077664510189	0.6563029212629522	0.727847634758632	0	0.6907046056207455	0.7018658723836978	0.9020234857950488	0.9046789589929608
attachment of mitotic spindle microtubules to kinetochore	0	0	0.27286995913592865	0	0	0	0.38312923895522005	0.7310830317564346	1.1023128363379229	0	0	0.7837215157873527	0	0	0.3247951628646927	1.0272493576778483	0	2.196509007909405	0	0	0.946083005596968	0	0.8070295521112396	1.0632064023648855	1.1520525877417138	1.0787624889543783	0.9497799833655606	0	0.4964704663680056	0.5050492356525438	0.9020234857950488	0.9046789589929608
attachment of spindle microtubules to kinetochore	0	0	0.2949940886309147	0	0	0	0.4134089075367419	1.0764390908290198	1.0598677979965618	0	0	0.9987799549860196	0	0.7036802641207458	0.6658560097834153	0.6192410651232201	0	2.1443963905154324	0	0	1.0062125939972393	0	0.6764586220746904	1.2551385975731193	0.9883359438132664	1.241005165031122	0.727847634758632	0	0.6142238116481491	0.6244331294840548	0.9020234857950488	0.9046789589929608
auditory behavior	0	0	0	0	0	1.1282125839532973	0.5403638836722494	0.7078152659537139	0	0	0	0	0	0	0	0	0	0.7341362118108526	0	0	0	0	0	0	0	1.143136532079481	0.9221045429102828	0	0.878494163985409	0.8916382377435895	0.8200034797104812	0.8225029577908579
autophagosome assembly	0	0.32085082688492494	0.4033749349976241	0.3739369812857109	0	0.46218831130352167	0.5592464895478996	1.2468305511804485	0.9424888189098608	0.33955191966286374	0.190349390336566	1.515554132916687	0	0.5064460450291807	1.1407558274826262	0.10130087922146797	0	1.0470203495167598	0	1.694224425584271	1.4044651504924055	0.8128041152473523	1.233338899186285	0.6882084826211603	1.218404372859993	1.0787624889543783	1.0676437329092587	0	0.5716568238165374	0.5812995589441504	0.9020234857950488	0.9046789589929608
autophagosome maturation	1.0026165376684204	0	0.2798710943427219	0.17369595111990066	0	0.32201954604869554	0.8383812258838047	1.220523918294569	0.9031738053497088	0.8435852524971169	0.2591437038837342	1.539190918660814	0	0.6714389864836067	1.239988455518367	0	0.2975263678508374	0.8452795071808503	0	1.6729310517690512	1.3842941836356857	0.5087040840440936	1.4417656043264508	0.5530228935665829	1.2617691331741288	0.8012834242805569	0.9691059954720714	0	0.6589109260569844	0.620261348356308	0.8637558964835845	0.86634081050207
autophagosome membrane docking	0	0	0	0	0	0	0.6763118873418741	1.432818032370061	1.0437333162136226	1.307942699565745	0	1.2538090414107608	0	1.0835360930444282	1.3704464155004363	0	0	0	0	1.379314768300071	1.457459548193797	0.8533316340585803	1.283885163718015	1.2376686258949714	1.332565162466542	0.5720880075060016	0.6365611249638103	0	1.066495598110179	0.8659706513628015	0.9020234857950488	0.9046789589929608
autophagosome organization	0	0.29861336570294283	0.3758885589530894	0.3482914937981362	0	0.431137516075328	0.5226710513800359	1.2518637990570114	0.8888578820287195	0.4163859294106283	0.17689826202084555	1.4487242335519497	0	0.6147243713154066	1.081153040038615	0.094087187638656	0	0.9900224342296332	0	1.7100033837778283	1.3393219002035035	0.8533316340585803	1.171512325371706	0.6450348714134074	1.218404372859993	1.0681005826856291	1.0636140154205314	0	0.5344088289744641	0.5435344382954065	0.9020234857950488	0.9046789589929608
autophagosome-lysosome fusion	0	1.2993989203689262	0.35184495776325836	0	0	0	1.2118523860835395	1.617298471705058	1.0821175870036903	1.0158856743564564	0	1.9319822812231735	0	1.1226438178615443	1.5081334771776165	0	0	0	0	1.422519032753048	1.7677745711135902	1.4514497347364768	1.325988389843951	0.9537915945560717	1.2184043728599927	1.2960772597163	1.1546684149325397	0	0.6297881587257949	0.6401980935488067	0.9020234857950488	0.9046789589929608
autophagy	0.24248672073435423	0.2747590750457471	0.401282114651971	0.3207202043409684	0.341131594532205	0.3976145486833144	0.695517350792661	1.2218728944539712	0.9465067094258942	0.6431756436472427	0.1625302055802898	1.3580689267675763	0.14097035443761058	0.8820301888232257	1.1699943877942791	0.11508262890380284	0.3085649861742765	0.95318883786604	0.2215435230881212	1.5320692591414606	1.3440743860787072	0.7676010055674708	1.157915913479032	0.8354140697144659	1.1858659424252036	1.0313199284696342	0.9457319480179898	0.09839257274220814	0.7294864000204015	0.7313790293628835	0.878306533350671	0.8809187284657575
autophagy of mitochondrion	0	0	0.7412213088253268	0.6044789233275356	0.493045300437476	0.3915122918425747	0.7506308040069956	1.287134163759913	0.9660361510267867	0.7123200520836486	0	0.6744037379910116	0.5312780311218169	0.9052287320896136	1.0460343692731884	0	0.36214641975954814	1.581402225295325	0.6189827385704204	1.1781012611373447	0.6427705610405756	0.6119096691836552	0.9698139727665308	0.9296588203973832	1.1343241900626615	1.1946426579365037	1.21481699521027	0.2869321759491887	0.8898302589144798	0.9030785094127468	0.9020234857950488	0.9046789589929608
autophagy of peroxisome	0	1.7628259448835322	1.014156856051737	0.9541182457914004	0	0	0.7716727237196409	0.9852872891177552	0.6734868424322298	1.4435336459526038	0	1.3873814179173305	1.1598439604959625	1.209327638160835	0.6658560097834153	0	0	0	1.302402249525138	0.9403036269881015	1.5976902305922729	0.9643013264118544	0	1.370599981365715	0.901519331615012	1.143136532079481	0.727847634758632	0	0.9640157279209456	0.9779047289076088	0.9020234857950488	0.9046789589929608
axis specification	1.9510622203567365	1.081822501137215	0	0.8958421659968426	1.031209967098861	0	0.38312923895522005	1.0965815672425487	0	0	0	0.4207050582603149	0	0	0.3247951628646927	0.3955048683979674	0	0.5299864930713147	0	0	0	0	0	0.7713121007593928	0.8452571729805758	1.0787624889543783	0.6793074131705173	0	1.125705028373727	1.1407620551046884	0.7871905409851735	0.7896225304350728
axo-dendritic transport	0	0.9713481089381516	1.1590715730693333	0.7972949810385507	0.923683834667479	0	0.8959251696155924	0.6457507169043948	0.5519925564078388	0.7325971370877371	0	0.9679805625585896	0.547425832697402	1.0294322428571827	1.156626452180761	0.91996303496688	0	1.611605852975117	0	0.7849669303563654	0.4577681554324132	0.4345363128895718	0.9945367420159104	1.1799749922100242	0.750493837840167	1.431242548208744	1.0601112247505626	0	1.2717049703239864	1.287582754631102	0.8030302573316724	0.8054951948538309
axon development	1.420278987832904	0.24355565502989251	0.49947773871076107	0.7083754140110672	1.2564763974690134	1.3525029834046782	0.291696681204683	0.694516012065623	0.541049409371435	0.34113159453220493	0.14382321713847945	0.39755572272779705	0.1247155948697646	0.4492922577845099	0.8340162932178272	0.1523565424742313	0	0.5016580786301279	0	0.6200158003826177	0.30436010839991545	0.19371701021610824	0.7678040358514523	0.5347229721220125	0.7013986317057671	0.99263160594282	0.8069179922432725	0	1.3277351818856094	1.3438775727642591	0.8598154506310458	0.8623928802774637
axon ensheathment	0	0	0.9206438129142366	0.7173164713548041	0.8353541655776983	1.1749800902378231	0.2958661985436187	0.39634960051516865	0.4920665174619023	0	0	0	0	0.5155866271247143	0.6997645926174197	0	0	0.7705135889716791	0	0.37419153875781086	0.4068509541747209	0	0.6414450192914597	0	0.35553141428318885	0.6898488994441976	0.9642061093828674	0	1.2392840353031638	1.254996614353329	0.7695271087232274	0.7719215368356597
axon extension	2.7946027433493232	0	0.6137370954579437	0.5714490638586227	2.173908859413626	2.2151941659247822	0	0.5932823665418061	0	0	0	0.8982342657332819	0	0	0.7179730662915916	0	0	0.616318529877084	0	1.3385581431168017	1.0738824778938292	0	0.9236618654848584	0.8846657657258801	0.7648695777697777	1.2150956266638857	0.4204992716689738	0	1.3665568559042611	1.382867979372904	0.7653223502117235	0.7677077088156604
axon guidance	1.0663950664137785	0.46767771219509585	0.667593182197922	0.8438820298821752	1.3593545931164188	1.6434606384987678	0.42456612542938926	0.6457507169043948	0.36499114756091505	0.4939006463680865	0	0.316513465245322	0.24407515639181013	0.501992173649175	0.7783780213927717	0.29713190245708054	0	0.5847033646963709	0	0.5325343578655131	0	0.3754118759205429	0.4812585043612309	0.3107263420605222	0.7952317134772517	0.8571939015142834	0.8474586712762364	0	1.492971775053299	1.5097581642721427	0.8391661224446633	0.8417036537257219
axonal transport	0	1.081822501137215	1.2791282065885756	0.8958421659968426	1.031209967098861	0	1.0016275609675551	0.7310830317564346	0.6277129576908241	0.4465013208968136	0	1.0782540570913983	0.6226494630235998	0.9209379436296938	1.276577052505844	0.7418511931433862	0	1.7450382535207745	0	0.48195123597086814	0.5227058995600551	0.4966463156357536	1.1063647843698896	1.3009197974009998	0.6626110732802192	1.421398158786356	0.9497799833655606	0	1.3127892291748908	1.3288635366443984	0.7871905409851735	0.7896225304350728
axonal transport of mitochondrion	0	0	1.014156856051737	1.5342971206191864	1.7022040031009449	0	1.301399677662636	0.9852872891177552	0.6734868424322298	0.8812930853225462	0	1.3873814179173305	1.1598439604959625	1.209327638160835	1.156626452180761	0.7935089518534805	0	1.0177779349826166	0	0	1.0062125939972393	0.9643013264118544	1.4186034154990974	1.740649224442063	0.4940077664510189	0.6563029212629522	0	0	1.5464342636960178	1.5633911926752322	0.6413897478138717	0.6434853357568212
axonemal dynein complex assembly	0	0.6352779314513015	0.1431701719219071	0	0.5998276488945998	0	0.20274527604477344	0.1378776967515326	0.17326803492028675	0.23772718111096824	0	0.2234141115480199	0.33860074155816294	0.18216086795907044	0.33732365543269266	0.20952986067277113	0	0.2848109140817653	0	0.910568419199598	0	0	0.6527264225849144	0.7970031848233011	0.3623488692176335	1.005344408760149	0.5442869250490776	0.35330213952595374	0.1783212036776741	0.1816223148625604	0.9020234857950488	0.9046789589929608
axoneme assembly	0	0.37675063565487765	0.1625332002085017	0	0.6715998061044565	0.27929399423973433	0.22994233866048128	0.15653602712101	0.2926289473029691	0.13592913771979798	0	0.2532802441568441	0.19484883877754017	0.1038868787598718	0.2889378556126064	0.11963847395477978	0	0.47410168705643263	0	0.6850136696320976	0	0	0.5081990472480351	0.8846657657258801	0.4731189674297544	0.98535337773241	0.3192978494253837	0.20353394961847973	0.25196710998202565	0.256582325283038	0.9020234857950488	0.8882516378346448
axonogenesis	1.5312445124804348	0.27475907504574704	0.5077875536704449	0.786394825184463	1.2303073354587448	1.4617665282445984	0.24842511662870564	0.7276710608569895	0.4808284169423377	0.29092703171848666	0	0.4466356610868325	0.14097035443761052	0.3670507057788908	0.820525863803584	0.17215362458824876	0	0.4571508049880868	0	0.6908536821583086	0.3428592840719249	0.21874687698010975	0.7051891267250614	0.4387119933531302	0.659438221810035	1.0017618586956654	0.7780071364204777	0	1.3855859383239375	1.401975643331851	0.8541859871892112	0.8567526527288613
azole transmembrane transport	0	2.037762730794355	0	0	0	0	0.5403638836722494	0.7078152659537139	0.8581502256323118	0	0	0	0	0.8937717357554448	0.8491074686648993	0	1.0630160288729849	1.2509752493337014	0	1.1649050145571649	0	0	0.609727754025973	0	0.33651127752340815	0.8377637115299601	0.9221045429102828	0.8827442223310323	0.878494163985409	0.8916382377435895	0.9020234857950488	0.9046789589929608
barbed-end actin filament capping	0	1.9362968552577284	0	1.0946483098622903	0	0	0	0.6457507169043947	0	0	0	0.9679805625585896	0	0.8206017019501793	0.7783780213927717	0	1.5681669764073012	0	0	2.071769826130776	1.1505722633660311	0	0	0	0.5835323044288689	0	0.8474586712762363	0	1.5464342636960176	1.3631061864825122	0.7509406404150224	0.7532946040799259
base conversion or substitution editing	0	1.496686996288493	0.8072855930161227	0	0	0	0.6010751724526117	1.315399946695127	0.5203710635594214	1.8183384524126491	1.044313064701291	0.655933598403217	0	1.3095178207306162	1.5081334771776167	1.090082235848458	1.775984039532409	0.8104388139286917	2.053146252677102	1.2635668078912758	0.8003752005752953	1.9272603538467383	0.6764586220746904	0	0.7102754742234991	1.6985956711800978	1.0100403736566157	0.968508305592437	0.9640157279209456	0.9779047289076092	0.8094178579528228	0.8118958868257596
base-excision repair	0	1.2993989203689262	0.4350799418451115	0.32588534387569806	0.3879740540810742	0.587993919911454	0.373978518518295	0.6457507169043947	0.7025973237289264	0.14942623258947402	0	0.27800190371183137	0	0.4432658283365298	0.6066449135857878	0.3860859195812276	0.28304419852670054	1.5151138866466796	0.2527680541316446	0	0.6615621479544617	0.16734570248254343	0.8961030829112628	0.5277255855928166	0.9369145760596272	0.4109970640276456	0.4599154511154697	0	1.3468791498785115	1.3631061864825122	0.7706814176355974	0.7730783269135183
base-excision repair, AP site formation	0	0	0.5676089627134441	0.5279386589645817	0	0	0.4134089075367419	0.548407065823611	0.6734868424322298	0	0	0	0	0.3729014795065579	0	0.4266586522507142	0	1.611605852975117	0	0	0.5623015399032428	0	0.8616674641717018	0.4455784839280743	1.0698057569850057	0.345317786071176	0.3871721731556289	0	1.191373680793255	1.2068248276768063	0.9020234857950488	0.9046789589929608
base-excision repair, gap-filling	0	2.074286761317595	0.5277027661316342	0	1.031209967098861	1.405093120976962	0.38312923895522005	0.26294964916515257	0.6277129576908241	0.4465013208968136	0	0	0	0.34534443363077294	0.3247951628646927	0	0.7958629382149417	1.2831667770837487	0.721742985564837	0	0	0.4966463156357536	0	0	0.4585435726132325	0	0.6793074131705173	0	1.3127892291748908	1.3288635366443984	0.6630189704726099	0.6651682810891422
basement membrane organization	0	0	0.5676089627134441	0.5279386589645817	0	0.9076041363436136	0.7716727237196409	1.1614590091901484	1.167349044344664	0	0	0.8373246441046674	0.6681422949534389	1.209327638160835	1.156626452180761	0.4266586522507142	0	1.0177779349826166	0	1.2635668078912758	0	0.5345959352742927	1.171512325371706	0	1.218404372859993	1.7591900084565812	1.2424312012583387	0	1.0828095197118708	1.0975852262299757	0.9020234857950488	0.9046789589929608
basic amino acid transmembrane transport	0	1.9362968552577284	0.667593182197922	0.6223988550073362	0	0	0.8959251696155924	1.1281487707571969	0.7869152710792537	0.5687663259285666	0	0	0	0.8206017019501793	1.071781546961685	0	0	1.1629431757851254	0	0.6121253105511967	0	0	0.5545335051573267	0	0.30390872743460906	0.7676766404315911	0.8474586712762363	0.8101637034668532	1.1052992892289777	1.1202249259446382	0.9020234857950488	0.9046789589929608
basic amino acid transport	0	1.618846405768462	0.4928719083083756	0.45768728857678725	0	0	0.9460294016458648	1.0381598763765898	1.0437333162136226	0.7765961823403859	0	0.392152295680545	0	1.0835360930444282	1.2138207717777114	0.3685070608736714	0	1.471014691151193	0	0.8310784110287728	0.488155976330671	0	0.7585529576878763	0	0.6206776598235041	0.813107281894459	1.1150207437389632	0.6062740611057531	1.249303951394834	1.2650685704422089	0.9020234857950488	0.9046789589929608
behavior	0.499969355213394	0.7243652750889892	0.5192503037547842	0.5834215948152526	0.957114474666615	0.8907590523674309	0.2925212814307541	0.5714963460759438	0.3946441765299096	0.20778019834232792	0	0.6153079811918782	0	0.4625522118368192	0.4808963333351272	0.18304563038188676	0	0.32966709293792945	0	0.6373271040745104	0.6883007604115611	0.1557673459562782	0.4586098243175975	0.3765479103232453	0.5465374676105887	0.9038846029458272	0.42972295812674266	0	1.2708015995939377	1.272971684321763	0.7982589951552552	0.8007140808436898
behavioral response to nicotine	0	0	0.667593182197922	0	1.8745546967994953	1.6434606384987678	0	1.1281487707571969	0	1.0158856743564564	0	0	0	1.3657326635445066	0	0	0	1.1629431757851254	0	1.079761098373628	0	0	0	0	1.3752532453857638	1.6605174388774429	0	0	1.5464342636960176	1.5633911926752322	0.9020234857950488	0.9046789589929608
benzene-containing compound metabolic process	0	0	0.3209604000258006	1.3548936782111105	0	0.9715412000789492	1.13323234459792	1.0522128619696232	1.007812826081941	0.5214393145073524	0.8127843508778628	0	1.2322622679693005	0.7579155776848244	0.997858914847976	0.4629783407445693	0	0.616318529877084	0	0.5618549711311617	0	1.0304550824395051	0.9236618654848584	0.8846657657258801	0.535189271636923	0.98535337773241	0.7833825019004412	0	1.3665568559042611	1.280466098296695	0.835266790449926	0.8377966589787109
bicarbonate transport	1.643329117605436	0	0.38915772325800624	0.6827760581916335	0	0.6457955074534324	0	0.548407065823611	0.23955810197387747	0.32741414960360743	0	0.5907968434363788	0	0	0.6658560097834152	0.2891036374572737	0	0.3909083005667998	0	0.9403036269881015	0.7247413579163513	0	0	0	0.33651127752340815	1.143136532079481	0.26161738339814217	0.48207894305597776	0.9640157279209456	0.9779047289076092	0.9020234857950488	0.8641801972922719
bicellular tight junction assembly	1.643329117605436	0.8404072014234943	0.38915772325800624	0.36066773516468553	0.7968948544644828	1.1282125839532973	0.2798564179962136	0.548407065823611	0.23955810197387747	0.32741414960360743	0.5283043135482905	0.5907968434363788	0	0.4890737734072209	0.6658560097834152	0	0	0.7341362118108526	0	0.9403036269881015	0.3853301840383193	0	0.609727754025973	0.8243503349202809	0.6409920607222771	0.6563029212629522	0.5071965705829875	0	1.0444125104632862	0.9779047289076092	0.8200034797104812	0.8225029577908579
bile acid and bile salt transport	0	0	0.25380175070499666	0.45768728857678725	0	0	0	0.24454627389440428	0	0	0	0	0	0.3215209497183067	0	0	0	0.4950276527544076	0	0.4497383845035738	0	0	0	1.2376686258949714	0.7952317134772519	0.5720880075060016	0	0	1.3311772302900382	1.2650685704422089	0.9020234857950488	0.9046789589929608
bile acid biosynthetic process	0	1.459901301936494	0.7803223843932516	0.5084962880780746	0	0	0.20274527604477344	0.7558384729902677	0.3415907093755954	0	0	0.6327549984626587	0	0.18216086795907044	0.4951531827582811	0.20952986067277113	0	0.7834040183927711	0	0.2575724401753671	0.7735698988266437	0	0.2312900196247013	0.953791594556072	0.9577200059675932	0.8915182756023912	0.5442869250490776	0	1.207879812412216	1.1729220049693645	0.8434433845886488	0.8459892741972173
bile acid metabolic process	0	1.2712692094768387	0.7412213088253268	0.4158868590024382	0	0	0.16389202513691908	0.7176133617339256	0.27729757298163643	0.19233826355347203	0	0.5211174055452357	0	0.2912982499035448	0.4046977551163789	0.16940342128268193	0	0.9927342406758604	0	0.5944402139496734	0.6427705610405756	0.21527262700449365	0.18709818725180863	0.8023353406639792	0.9470216441100934	0.8487643671876555	0.44600282085158943	0	1.204702762065553	1.1795586751657436	0.8308517976235706	0.8333729404787836
binding of sperm to zona pellucida	0	0	1.4667754330945737	1.7675964283131664	1.5594728162967924	1.3399393876506214	0.6763118873418741	0.8728371930579252	1.0437333162136226	0.7765961823403859	0	0	0	0.6147243713154066	1.0335891889812898	0	0	0	0	0.8310784110287728	0	0.8533316340585803	0.7585529576878763	0	0.4277090928738077	0	0	0	1.4076104165651786	1.4240878190532256	0.795696735192758	0.7981465043774074
biogenic amine biosynthetic process	1.696572846896562	0.8802076564433478	0.41087063889782033	0.7173164713548041	0	0.6789377544868692	0.2958661985436187	0.8933587223693142	0.253363397932327	0.34595844416770577	0.5565825010177738	0	0.4879205099123148	0.5155866271247143	0.6997645926174197	0	0.6319946733815139	1.0622361620128986	0.5697695163337926	0.9828806985943646	0.4068509541747209	0.72577399689491	0.6414450192914597	0	0.6739480303458347	0.6898488994441976	0.7640065932839389	1.24437148477795	1.3722803870303697	1.3237405601147847	0.6246689217924948	0.6267220626781268
