Unnamed: 0	GSM3001089	GSM3001091	GSM3001092	GSM3001093	GSM3001094
ENSG00000099942	10237	6071	10596	6529	6726
ENSG00000099949	7527	4391	6126	4429	4633
ENSG00000099953	262	189	169	121	155
ENSG00000099954	41	27	55	50	51
ENSG00000099956	1118	445	1033	517	587
ENSG00000099957	6	3	11	1	4
ENSG00000099958	41	8	40	11	15
ENSG00000099968	6906	4118	12049	5337	5934
ENSG00000099974	182	100	122	102	106
ENSG00000099977	2429	1481	2226	1345	1534
ENSG00000099984	57	9	38	19	19
ENSG00000099991	6729	4856	6875	5107	5846
ENSG00000099992	1399	814	1329	789	942
ENSG00000099994	99	97	142	93	114
ENSG00000099995	3651	4953	3865	4057	4982
ENSG00000099998	922	1556	3341	2141	2738
ENSG00000099999	2007	1197	1402	1046	1126
ENSG00000100003	1499	1255	1514	1258	1306
ENSG00000100012	27	8	35	16	14
ENSG00000100014	20570	11707	16244	11166	10806
ENSG00000100023	5492	2752	4913	2710	3156
ENSG00000100024	46	26	61	26	34
ENSG00000100027	1181	694	446	387	465
ENSG00000100028	7573	4340	6875	3910	4056
ENSG00000100029	6438	4795	7115	4505	4713
ENSG00000100030	25423	14097	22339	14389	14456
ENSG00000100031|	200	239	202	164	179
ENSG00000100033	180	35	175	41	44
ENSG00000100034	29202	17198	24294	15877	16946
ENSG00000100036	1055	752	1164	839	859
ENSG00000100038	1907	955	2240	1151	1308
ENSG00000100053	23	17	11	14	17
ENSG00000100055	28	14	16	7	13
ENSG00000100056	2245	1695	2299	1593	1739
ENSG00000100058	1295	532	1399	664	787
ENSG00000100060	15953	13024	13440	12228	12275
ENSG00000100065	8733	6895	6757	6172	6384
ENSG00000100075	5754	3416	5555	3368	3734
ENSG00000100077	240	140	210	170	154
ENSG00000100079	26	8	24	8	23
ENSG00000100083	7181	5636	5214	4953	5021
ENSG00000100084	3364	2064	8507	4480	5225
ENSG00000100092	62	59	113	48	73
ENSG00000100097	85074	53964	70398	47235	54471
ENSG00000100099	4626	2764	4385	2721	3100
ENSG00000100100	2545	2179	1692	2492	2404
ENSG00000100104	2236	1198	2441	1338	1407
ENSG00000100105	2204	1034	2467	984	1112
ENSG00000100106	23555	16210	17382	14849	14854
ENSG00000100109	5065	3052	5564	3391	3539
ENSG00000100116	1490	807	1387	640	758
ENSG00000100122	8	7	5	8	6
ENSG00000100124	1590	1067	1611	1119	1149
ENSG00000100129	49590	33356	24504	20567	19968
ENSG00000100138	8371	4639	8822	4765	5159
ENSG00000100139	7120	5767	8354	6123	6829
ENSG00000100142	2175	1457	2411	1485	1647
ENSG00000100146	14	10	15	12	18
ENSG00000100147	974	455	1582	685	793
ENSG00000100150	1994	1057	2324	1143	1345
ENSG00000100151	1927	1014	1945	1058	1203
ENSG00000100154	6844	4566	6364	4552	5425
ENSG00000100156	36	29	36	29	31
ENSG00000100162	1150	345	1255	215	310
ENSG00000100167	41	22	13	20	13
ENSG00000100170	15	11	18	18	10
ENSG00000100181	747	300	597	361	396
ENSG00000100191	56	43	38	33	39
ENSG00000100196	4425	3045	3312	2428	2747
ENSG00000100201	98786	54271	83254	59627	62716
ENSG00000100206	85	46	91	32	50
ENSG00000100207	1020	708	1231	892	675
ENSG00000100209	1184	726	1318	882	878
ENSG00000100211	1401	1126	1072	836	982
ENSG00000100216	6544	3855	6038	3465	3689
ENSG00000100219	8049	4939	10038	7350	7247
ENSG00000100220	11586	7347	12753	7208	7296
ENSG00000100221	16078	10488	13173	9527	9718
ENSG00000100225	17347	10768	20779	12395	12694
ENSG00000100226	4628	2397	16578	7753	8869
ENSG00000100227	7307	4670	7268	4785	5374
ENSG00000100228	175	81	193	91	111
ENSG00000100234	48295	71711	27036	65661	60093
ENSG00000100239	7512	3968	6985	4287	4583
ENSG00000100241	5891	4295	6803	5044	5562
ENSG00000100242	19534	9811	13032	8077	8755
ENSG00000100243	42047	28703	35738	32203	32216
ENSG00000100246	1342	854	865	813	761
ENSG00000100253	18	10	21	9	17
ENSG00000100258	4226	3472	5818	3544	4670
ENSG00000100263	1836	939	2383	1202	1255
ENSG00000100266	11043	7167	10980	7435	7531
ENSG00000100271	1102	781	886	715	833
ENSG00000100276	37	58	27	38	29
ENSG00000100280	24727	16918	24338	14589	16184
ENSG00000100281	2504	1128	2553	1082	1258
ENSG00000100284	4960	3574	3753	3390	3399
ENSG00000100285	48	32	63	26	16
ENSG00000100288	3368	1780	3012	2279	2588
ENSG00000100290	54	45	46	37	31
ENSG00000100292	2376	1987	4540	3102	3267
ENSG00000100294	818	531	716	495	538
ENSG00000100296	5027	3231	3958	2568	2830
ENSG00000100297	6929	2964	9097	1915	2622
ENSG00000100299	4079	2018	4288	2555	2819
ENSG00000100300	18378	9396	16937	9295	9631
ENSG00000100302	1	1	2	3	1
ENSG00000100304	2726	2153	2484	2011	2068
ENSG00000100307	1190	766	770	763	743
ENSG00000100311	17672	4165	18765	5122	5569
ENSG00000100312	3	6	4	3	10
ENSG00000100314	29	22	18	13	4
ENSG00000100316	218609	126337	140324	91027	94038
ENSG00000100319	1475	753	1339	788	760
ENSG00000100320	11896	7319	11204	7246	8448
ENSG00000100321	84	36	73	46	30
ENSG00000100324	2218	1089	2495	1108	1170
ENSG00000100325	5953	2553	5805	2698	2956
ENSG00000100330	9880	5444	8155	5410	5671
ENSG00000100335	4664	2709	5199	2732	2909
ENSG00000100336	352	247	547	315	342
ENSG00000100341	9	11	14	11	9
ENSG00000100342	1169	1242	18426	9952	10469
ENSG00000100344	65	15	74	47	41
ENSG00000100345	197335	90159	185620	76812	93724
ENSG00000100346	4	4	53	21	21
ENSG00000100347	5220	2910	3891	1988	2222
ENSG00000100348	3179	2483	2898	1593	2177
ENSG00000100350	730	565	705	335	462
ENSG00000100351	14	3	11	7	8
ENSG00000100353	30717	23753	23480	17987	18109
ENSG00000100354	13900	8788	14628	9864	10218
ENSG00000100359	5308	2803	4569	3155	3496
ENSG00000100360	2514	1263	2046	1173	1370
ENSG00000100364	11288	6403	8006	5232	5440
ENSG00000100368	996	452	2177	1522	1556
ENSG00000100372	6572	2120	5707	2254	2262
ENSG00000100376	1590	963	1234	975	1138
ENSG00000100379	4757	3099	3753	2955	3038
ENSG00000100380	39561	24911	32162	21887	21709
ENSG00000100385	19	11	15	17	20
ENSG00000100387	6894	3256	8768	4152	4247
ENSG00000100393	7852	6121	8291	5918	7016
ENSG00000100395	3634	2099	4711	2546	2780
ENSG00000100399	77	57	63	51	48
ENSG00000100401	20563	7095	19148	7790	8319
ENSG00000100403	43414	14365	37666	17699	18862
ENSG00000100410	2745	1461	2893	1517	1518
ENSG00000100412	10873	7271	11305	6675	7349
ENSG00000100413	2347	989	2494	1063	1165
ENSG00000100416	2628	1191	3099	1394	1479
ENSG00000100417	473	313	480	243	300
ENSG00000100418	7371	3552	10633	4966	5121
ENSG00000100422	16514	11190	7493	6214	6165
ENSG00000100425	3363	2356	3248	2374	2557
ENSG00000100426	3877	2170	3398	2074	2209
ENSG00000100427	1	1	2	2	4
ENSG00000100429	789	379	795	434	506
ENSG00000100433	26	14	16	14	20
ENSG00000100439	3012	1680	2523	1656	1692
ENSG00000100441	10751	6339	9982	6937	7680
ENSG00000100442	5248	3004	7675	3701	4190
ENSG00000100445	1361	503	991	512	519
ENSG00000100461	6659	3383	6957	3860	4044
ENSG00000100462	3656	1993	5409	2439	2729
ENSG00000100473	457	100	492	108	122
ENSG00000100478	1670	970	1405	871	932
ENSG00000100479	763	237	1061	221	256
ENSG00000100483	549	212	492	273	281
ENSG00000100485	9388	5386	6191	4991	4820
ENSG00000100490	1436	1665	1827	1688	1758
ENSG00000100503	19095	9236	15707	8979	8903
ENSG00000100504	13311	5884	13617	5603	5639
ENSG00000100505	2	6	4	12	9
ENSG00000100519	7879	3712	9867	4332	4245
ENSG00000100522	6912	3720	6761	4049	3921
ENSG00000100523	5325	2334	5114	2951	3005
ENSG00000100526	2361	709	2883	489	701
ENSG00000100528	9479	6543	7678	5764	5629
ENSG00000100532	1317	694	1307	734	706
ENSG00000100554	4280	2437	4616	2690	2717
ENSG00000100557	20	10	17	4	10
ENSG00000100558	43	55	73	55	95
ENSG00000100564	1210	763	1413	892	936
ENSG00000100567	7221	3990	13083	6405	7182
ENSG00000100568	11144	7021	8495	6429	6363
ENSG00000100575	1397	997	1639	959	933
ENSG00000100577	2704	1588	2453	1342	1537
ENSG00000100578	7130	3143	6317	3139	3175
ENSG00000100580	4066	2428	4253	2640	2645
ENSG00000100583	88	40	98	70	60
ENSG00000100591	6924	3635	10204	4777	5269
ENSG00000100592	4676	1597	4060	1725	1692
ENSG00000100593	2	2	7	7	3
ENSG00000100596	28364	18276	44048	34035	33045
ENSG00000100599	682	799	587	731	883
ENSG00000100600	3752	3826	25039	15179	14978
ENSG00000100601	1207	617	1384	829	825
ENSG00000100603	8048	4677	9606	5710	5663
ENSG00000100605	4029	2775	3680	2118	2306
ENSG00000100612	4034	2422	3377	2283	2207
ENSG00000100614	7307	3719	5853	3525	3572
ENSG00000100625	166	77	328	249	239
ENSG00000100626	76	34	93	62	50
ENSG00000100629	970	289	1146	250	334
ENSG00000100632	10158	5511	14191	6873	7349
ENSG00000100644	44406	23262	55257	32569	32280
ENSG00000100647	4633	2133	6508	3450	3633
ENSG00000100650	18503	9687	17622	11172	12966
ENSG00000100652	125	46	93	43	53
ENSG00000100664	26795	16394	23575	14362	15532
ENSG00000100678	14	7	21	35	35
ENSG00000100697	13701	6824	13380	8332	7990
ENSG00000100711	6227	4578	5135	4206	4246
ENSG00000100714	4905	3669	7181	3365	4223
ENSG00000100721	1	2	1	2	2
ENSG00000100722	10260	5154	9907	5674	5602
ENSG00000100726	2418	1177	2723	1114	1189
ENSG00000100731	21621	8363	29711	13959	14346
ENSG00000100744	3927	1641	3925	1782	1754
ENSG00000100749	3892	1498	4547	1623	1708
ENSG00000100764	13295	6659	17900	8214	8764
ENSG00000100767	3855	3455	3034	4514	4533
ENSG00000100784	2820	1115	1852	982	1048
ENSG00000100796	8969	4910	9192	5302	5652
ENSG00000100802	736	585	607	380	466
ENSG00000100804	13421	7264	13917	7098	7753
ENSG00000100811	11910	7675	10537	7361	7522
ENSG00000100813	18865	9717	19778	10247	11751
ENSG00000100814	3330	2271	2494	1774	1854
ENSG00000100815	14194	7673	12287	7904	7610
ENSG00000100823	5336	7003	4703	3654	5400
ENSG00000100836	10991	3828	9050	3850	4142
ENSG00000100852	9155	4573	9063	4646	4770
ENSG00000100865	2444	1509	2345	1688	1627
ENSG00000100867	101	27	102	46	67
ENSG00000100883	8581	4267	9463	4845	4982
ENSG00000100884	2	1	4	8	7
ENSG00000100888	16661	9858	23107	13092	14406
ENSG00000100889	875	491	943	487	578
ENSG00000100890|	7027	3840	7020	4106	4330
ENSG00000100897	5228	3537	5390	4058	4003
ENSG00000100902	12066	5681	24833	10658	10903
ENSG00000100906	8681	6098	14631	15148	14298
ENSG00000100908	629	296	614	315	364
ENSG00000100911	4146	1897	14991	5727	6215
ENSG00000100916	1181	553	1147	500	519
ENSG00000100918	107	81	264	128	183
ENSG00000100926	2602	1766	3038	2260	2279
ENSG00000100934	30192	14228	31321	15568	15924
ENSG00000100938	5274	2306	4078	1979	2697
ENSG00000100941	6750	3885	6868	4372	4687
ENSG00000100949	1365	879	1460	861	972
ENSG00000100968	277	106	249	94	133
ENSG00000100979	325	491	383	276	367
ENSG00000100982	1576	1303	1719	1144	1383
ENSG00000100983	8107	3616	8333	3717	4130
ENSG00000100987	18	9	27	14	16
ENSG00000100991	22677	11504	23688	12183	13000
ENSG00000100994	14080	8489	11965	7880	8114
ENSG00000100997	3028	2205	3522	2493	2639
ENSG00000101000	13371	10117	20170	12140	12311
ENSG00000101003	1898	655	3156	655	810
ENSG00000101004	4412	2951	4585	4532	4642
ENSG00000101017	1936	1317	3964	2087	2551
ENSG00000101019	3054	1874	2916	2094	2250
ENSG00000101040	20589	11466	17683	13788	14698
ENSG00000101049	19	6	14	10	18
ENSG00000101052	2596	1462	2236	1320	1395
ENSG00000101057	2869	1041	3182	576	979
ENSG00000101074	2	3	4	3	1
ENSG00000101076	50	16	77	40	48
ENSG00000101079	4723	2945	3678	2211	2509
ENSG00000101082	65	21	72	36	45
ENSG00000101084	6776	3831	10122	5217	5515
ENSG00000101096	2455	1995	1431	1528	1722
ENSG00000101098	6	30	23	36	14
ENSG00000101104	246	101	305	104	205
ENSG00000101109	5458	2474	5737	2777	3026
ENSG00000101115	207	133	277	130	213
ENSG00000101126	7457	4132	6115	3581	3813
ENSG00000101132	2903	1398	2817	1422	1376
ENSG00000101134	68	23	65	39	29
ENSG00000101138	4474	2402	4309	2408	2500
ENSG00000101144	13	5	8	5	6
ENSG00000101146	3077	1585	3192	1728	1651
ENSG00000101150	21122	13349	16418	12517	12253
ENSG00000101152	14385	7929	14396	8278	8594
ENSG00000101158	4642	3027	4468	2634	2809
ENSG00000101160	35856	16507	25542	13127	15274
ENSG00000101161	12471	9277	11357	8321	8644
ENSG00000101162	202	129	181	122	122
ENSG00000101166	8560	3846	8987	4324	4150
ENSG00000101181	1877	1224	2118	1354	1565
ENSG00000101182	24605	11487	25673	11498	12127
ENSG00000101187	41	26	83	88	88
ENSG00000101189	2405	1321	2627	1580	1629
ENSG00000101190	2318	1212	1555	945	998
ENSG00000101191	8968	5154	8028	5130	5799
ENSG00000101193	7237	4248	5686	3455	3718
ENSG00000101194	832	289	1180	398	557
ENSG00000101199	7993	4333	7375	4285	4676
ENSG00000101203	12	10	8	20	11
ENSG00000101204	2	6	3	13	7
ENSG00000101210	501	272	307	203	220
ENSG00000101213	20	14	22	16	15
ENSG00000101216	1600	1032	1698	1154	1224
ENSG00000101220	2165	1176	2120	965	1101
ENSG00000101224	7205	6522	9792	9470	10624
ENSG00000101230	6	1	3	7	6
ENSG00000101236	1419	1202	1469	1186	1366
ENSG00000101246	3096	1986	3399	2216	2482
ENSG00000101247	1125	508	1190	597	638
ENSG00000101255	3649	3016	3340	3069	2990
ENSG00000101265	20795	7074	13717	6488	7095
ENSG00000101266	18190	9256	16730	9511	10110
ENSG00000101276	87	61	91	56	78
ENSG00000101278	8	6	12	11	10
ENSG00000101280	26	4	20	18	12
ENSG00000101290	24292	13466	17315	12692	12705
ENSG00000101292	52	21	52	30	32
ENSG00000101294	10089	5479	11157	6439	6576
ENSG00000101298	673	393	577	338	362
ENSG00000101306	2678	560	1068	213	279
ENSG00000101307	62	47	80	59	60
ENSG00000101310	5932	3348	7350	4287	4299
ENSG00000101311	71	41	87	50	47
ENSG00000101331	2522	1761	1594	1784	1761
ENSG00000101333	3596	1145	2869	1418	1557
ENSG00000101335	5118	2736	3495	1900	2297
ENSG00000101337	9455	5442	10237	6869	6934
ENSG00000101343	8106	3553	6548	3664	3525
ENSG00000101346	12395	6963	9638	6976	6786
ENSG00000101347	2979	2433	67648	42994	44861
ENSG00000101350	6336	5432	5024	4779	4990
ENSG00000101353	481	222	477	197	212
ENSG00000101361	7243	3700	9978	4589	4895
ENSG00000101363	1467	731	1605	772	810
ENSG00000101365	6843	4103	7081	4075	4227
ENSG00000101367	12566	6079	13283	6246	6461
ENSG00000101384	36322	11319	28195	16605	16072
ENSG00000101391	1742	872	2651	1170	1269
ENSG00000101400	1117	640	699	493	531
ENSG00000101405	7	4	5	5	6
ENSG00000101407	3477	1616	3650	1826	1788
ENSG00000101412	1473	333	1878	192	267
ENSG00000101413	3133	1583	3276	1675	1737
ENSG00000101417	1724	823	1103	674	715
ENSG00000101421	5844	2890	6392	2840	3248
ENSG00000101439	9849	6454	22253	15291	15386
ENSG00000101442	858	421	977	424	428
ENSG00000101444	11068	6876	8340	4039	4505
ENSG00000101445	56961	31925	56424	34136	38403
ENSG00000101447	8818	3438	8068	2301	2918
ENSG00000101448	85	30	74	40	39
ENSG00000101452	983	500	864	453	479
ENSG00000101457	1255	782	1459	731	856
ENSG00000101460	1306	1116	722	1163	1102
ENSG00000101464	1571	608	1878	686	724
ENSG00000101470	9	1	1	3	2
ENSG00000101473	1670	952	1513	1063	985
ENSG00000101474	11123	6688	9859	6621	6811
ENSG00000101489	23	10	12	12	10
ENSG00000101493	2502	1402	2307	1563	1710
ENSG00000101542	24	17	22	19	20
ENSG00000101544	4015	2397	4554	2800	2976
ENSG00000101546	3305	1692	3068	1639	1813
ENSG00000101557	5085	2364	5794	2455	2730
ENSG00000101558	17464	9492	14754	9299	9290
ENSG00000101574	3802	1302	3521	1681	1645
ENSG00000101577	10620	6043	8785	6032	6116
ENSG00000101596	13662	7713	34183	20740	21313
ENSG00000101605	2240	443	923	286	287
ENSG00000101608	79676	41141	104892	54470	57676
ENSG00000101624	1524	792	1670	915	893
ENSG00000101638	76	57	54	47	60
ENSG00000101639	10057	4749	9183	4558	4677
ENSG00000101654	11307	4490	8046	4189	4129
ENSG00000101665	228	153	175	168	176
ENSG00000101670	337	124	551	204	235
ENSG00000101680	70	33	195	106	143
ENSG00000101695	1606	1366	576	914	831
ENSG00000101745	11959	6237	11162	7157	6578
ENSG00000101751	3901	2039	3069	2119	2178
ENSG00000101752	21338	9243	15737	9127	8641
ENSG00000101773	3137	2047	3231	2112	1940
ENSG00000101782	9436	7614	8520	7931	7487
ENSG00000101811	1481	818	1893	933	935
ENSG00000101812	79	33	55	23	39
ENSG00000101842	536	128	380	114	178
ENSG00000101843	4740	2061	5321	2337	2349
ENSG00000101844	2374	1041	2439	1214	1134
ENSG00000101846	4820	3308	7831	4738	5091
ENSG00000101849	2152	1863	1699	1583	1692
ENSG00000101850	320	241	343	226	245
ENSG00000101856	5936	3726	5533	3800	3498
ENSG00000101868	3358	1332	3811	1163	1302
ENSG00000101871	23567	10805	22956	12670	12695
ENSG00000101882	2016	1248	1823	1190	1294
ENSG00000101888	1086	601	1331	711	732
ENSG00000101890	2	2	8	5	2
ENSG00000101892	24	6	26	20	25
MCTS2	113	55	155	64	45
ENSG00000101901	3537	1774	2815	1815	1890
ENSG00000101911	2498	1196	2695	1083	1157
ENSG00000101916	6	1	10	6	7
ENSG00000101928	2502	1477	1864	1451	1359
ENSG00000101935	2136	899	1781	884	921
ENSG00000101938	12	8	8	12	7
ENSG00000101940	6687	4170	5307	3880	4385
ENSG00000101945	1047	528	1268	377	432
ENSG00000101955	15479	17758	13250	22014	20730
ENSG00000101966	12141	7008	11677	8103	7538
ENSG00000101972	24363	13639	22950	13900	13601
ENSG00000101974	14539	8137	11320	8358	8208
ENSG00000101977	2	3	10	5	5
ENSG00000101986	1109	595	2535	967	1298
ENSG00000101997	1428	803	1334	776	875
ENSG00000102001	36	14	31	24	17
ENSG00000102003	146	54	121	64	75
ENSG00000102007	6480	5564	4872	3811	4389
ENSG00000102010	56394	30981	56268	43921	39965
ENSG00000102024	83057	56349	76972	53270	52296
ENSG00000102030	5984	3658	5757	3319	3780
ENSG00000102032	1208	1576	953	1565	1577
ENSG00000102034	4058	2691	5453	3298	3678
ENSG00000102038	8419	5036	6137	4911	4888
ENSG00000102048	71	51	135	29	59
ENSG00000102053	47	16	50	34	29
ENSG00000102054	12348	6308	13613	5597	6430
ENSG00000102057	77	64	63	56	60
ENSG00000102076	26	14	12	11	10
ENSG00000102078	874	416	768	432	426
ENSG00000102081	4333	2516	8690	4302	4884
ENSG00000102096	477	257	524	287	294
ENSG00000102098	633	183	630	177	186
ENSG00000102100	2437	1245	2631	1536	1550
ENSG00000102103	2188	2461	2243	2080	2562
ENSG00000102104	5	3	8	3	4
ENSG00000102109	41	10	35	12	13
ENSG00000102119	2605	1373	2384	1118	1266
ENSG00000102125	2130	1114	1800	1150	1229
ENSG00000102128	12	12	19	7	7
ENSG00000102144	47919	21126	52175	22043	24024
ENSG00000102158	21008	12960	20991	14927	14352
ENSG00000102172	10247	5927	9031	4514	4892
ENSG00000102174	141	59	108	55	81
ENSG00000102178	3892	2407	2803	1957	1907
ENSG00000102181	12742	8391	7833	7207	6768
ENSG00000102189	15110	6517	14487	6564	6884
ENSG00000102218	4578	2340	5701	2817	2917
ENSG00000102221	3297	1678	3640	1948	2013
ENSG00000102225	10440	5557	9072	5026	5356
ENSG00000102226	4588	2636	5759	2898	3197
ENSG00000102230	20	9	20	20	12
ENSG00000102241	5098	2829	5343	2823	2852
ENSG00000102245	33	14	23	16	20
ENSG00000102265	9827	6817	14425	11905	12124
ENSG00000102271	20234	11218	11112	8671	7964
ENSG00000102287	3909	1161	10933	3571	5113
ENSG00000102290	26	11	32	10	21
ENSG00000102302	300	287	255	243	271
ENSG00000102309	2133	1278	2056	1293	1420
ENSG00000102312	715	472	546	359	427
ENSG00000102316	31448	16902	26944	16709	17593
ENSG00000102317	60390	44673	43305	25490	30459
ENSG00000102349	265	112	221	139	143
ENSG00000102359	6538	4306	8203	4445	5530
ENSG00000102362	5975	3865	6899	5602	5401
ENSG00000102383	224	82	203	98	134
ENSG00000102384	2560	759	3005	607	717
ENSG00000102385	84	58	113	43	61
ENSG00000102387	33	7	26	10	11
ENSG00000102390	1096	865	1190	972	986
ENSG00000102393	2489	1089	3914	1412	1485
ENSG00000102401	14188	8584	12212	9515	8789
ENSG00000102409	2717	2103	2017	1953	1924
ENSG00000102445	216	97	202	127	139
ENSG00000102452	3297	4530	897	2987	2576
ENSG00000102466	490	172	1225	279	329
ENSG00000102468	17	6	15	7	7
ENSG00000102471	4783	2293	4505	2483	2518
ENSG00000102524	80	38	433	114	144
ENSG00000102531	21302	13422	34465	23092	23072
ENSG00000102543	457	362	534	412	467
ENSG00000102547	664	481	559	445	460
ENSG00000102554	2223	1056	1978	1105	1161
ENSG00000102572	8862	6051	12198	7595	8070
ENSG00000102575	65	48	96	66	94
ENSG00000102580	20621	13232	15332	12230	11451
ENSG00000102595	5650	2373	5036	2798	2777
ENSG00000102606	21279	10549	17237	10194	11695
ENSG00000102678	10	4	2	4	5
ENSG00000102683	5	7	9	1	6
ENSG00000102699	19227	10360	32594	16944	17575
ENSG00000102710	7061	2795	7858	3585	3761
ENSG00000102738	1514	869	1912	1018	1144
ENSG00000102743	2217	1120	1647	807	885
ENSG00000102753	12243	5878	9723	5147	5236
ENSG00000102755	1284	1758	2812	2832	3116
ENSG00000102760	4587	2207	11770	2887	3802
ENSG00000102763	2448	1042	2487	869	1057
ENSG00000102780	16153	6512	14872	7588	7502
ENSG00000102781	4355	2410	3052	2016	1954
ENSG00000102786	10753	4868	10986	6159	6200
ENSG00000102796	921	693	577	563	658
ENSG00000102802	4306	3567	1547	3037	2745
ENSG00000102804	9761	7031	11170	8660	8912
ENSG00000102805	10446	5473	8041	5894	5592
ENSG00000102837	15	2	10	6	2
ENSG00000102854	25	30	26	30	30
ENSG00000102858	1856	1785	2420	1936	2493
ENSG00000102870	3124	2141	3206	2103	2273
ENSG00000102871	1697	1133	2459	1754	1803
ENSG00000102878	123	60	87	133	104
ENSG00000102879	438	115	439	96	136
ENSG00000102882	14779	8630	11443	8178	8862
ENSG00000102886	280	116	199	183	205
ENSG00000102890	268	113	269	138	168
ENSG00000102893	15658	7796	10359	6489	6378
ENSG00000102897	4242	2265	4090	2718	2499
ENSG00000102898	12572	6687	11915	6604	6851
ENSG00000102900	7653	3564	9325	3749	4075
ENSG00000102901	2358	1328	2241	1468	1631
ENSG00000102904	107	46	105	36	52
ENSG00000102908	35510	21680	30025	18011	20729
ENSG00000102910	10501	6380	11653	7188	7478
ENSG00000102921	4960	2824	11132	5810	6476
ENSG00000102931	11676	5857	9793	5349	5515
ENSG00000102934	1810	794	1334	988	983
ENSG00000102935	3028	2142	1416	1539	1694
ENSG00000102962	48	24	39	14	16
ENSG00000102967	746	392	858	459	598
ENSG00000102974	6830	4044	6388	3806	4032
ENSG00000102977	1440	725	1419	734	821
ENSG00000102978	6605	3401	6670	3599	3703
ENSG00000102981	241	94	192	105	127
ENSG00000102984	677	447	485	387	384
ENSG00000102996	1278	493	840	395	457
ENSG00000103005	1525	475	1600	584	699
ENSG00000103018	13864	9185	16931	10254	10570
ENSG00000103021	340	186	369	151	157
ENSG00000103024	1671	868	1222	1023	943
ENSG00000103034	32346	15859	26037	13796	13870
ENSG00000103035	10065	5691	12116	6720	6841
ENSG00000103037	1771	671	1418	624	647
ENSG00000103042	3142	1925	3116	1953	2068
ENSG00000103043	3989	2226	4328	2385	2536
ENSG00000103044	527	155	422	160	190
ENSG00000103047	2491	1216	2531	1199	1301
ENSG00000103051	9872	5319	9234	5767	6211
ENSG00000103056	36	21	92	44	87
ENSG00000103061	2708	1438	3013	1979	1869
ENSG00000103064	3175	1660	4241	1978	2251
ENSG00000103066	3097	1877	2732	1915	1871
ENSG00000103067	766	293	610	318	332
ENSG00000103091	3142	1991	2860	1808	2133
ENSG00000103111	4898	3670	4386	3232	3765
ENSG00000103121	3115	1275	3242	1603	1782
ENSG00000103126	2301	1730	2240	1790	1951
ENSG00000103145	999	733	819	593	691
ENSG00000103148	839	691	761	475	635
ENSG00000103150	901	644	733	597	692
ENSG00000103152	5451	3494	4495	3138	3234
ENSG00000103160	4744	2714	3585	2621	2461
ENSG00000103168	1726	940	1840	1137	1387
ENSG00000103174	1679	1230	1607	1160	1256
ENSG00000103175	103	61	105	95	92
ENSG00000103184	48	35	61	37	53
ENSG00000103187	10192	6321	8297	5194	5357
ENSG00000103194	7604	4151	10218	5329	5669
ENSG00000103196	92	39	78	60	62
ENSG00000103197	7111	4954	6476	3685	4651
ENSG00000103199	1351	889	1211	897	1039
ENSG00000103202	4693	2326	4067	1934	2127
ENSG00000103222	2992	1848	2671	1829	1983
ENSG00000103226	6499	3713	7061	4285	4991
ENSG00000103227	731	356	630	366	365
ENSG00000103241	20	14	73	77	66
ENSG00000103245	2049	1132	2104	1213	1319
ENSG00000103248	1380	822	1198	824	909
ENSG00000103249	5809	4176	5900	4379	4827
ENSG00000103253	323	128	244	107	122
ENSG00000103254	655	306	552	309	331
ENSG00000103257	1198	652	1732	754	1034
ENSG00000103260	724	320	649	273	295
ENSG00000103264	2336	1737	2892	2207	2337
ENSG00000103266	4960	2417	4506	2198	2242
ENSG00000103269	31	17	21	18	14
ENSG00000103274	2041	1374	2097	1499	1533
ENSG00000103275	6898	5120	6668	4682	5267
ENSG00000103310	22	12	10	2	5
ENSG00000103313	90	31	76	43	55
ENSG00000103316	2	1	6	8	9
ENSG00000103319	664	390	446	319	623
ENSG00000103326	3349	2076	4229	2129	2446
ENSG00000103335	21028	13507	19481	13359	16384
ENSG00000103342	16152	8189	15322	8328	8660
ENSG00000103343	867	546	775	509	523
ENSG00000103351	1340	787	1740	1271	1269
ENSG00000103353	11149	6125	12878	8274	8658
ENSG00000103356	2327	981	2621	1099	1201
ENSG00000103363	10646	6021	9355	5879	6242
ENSG00000103365	8030	5837	7097	5380	5776
ENSG00000103381	4957	1815	4747	1476	1616
ENSG00000103404	31051	16933	21239	15895	16194
ENSG00000103415	5579	2536	4436	3043	2813
ENSG00000103423	1762	865	2238	1433	1161
ENSG00000103429	2121	1266	1603	1287	1267
ENSG00000103449	3	1	3	5	4
ENSG00000103460	11	5	15	12	11
ENSG00000103472	224	83	243	121	152
ENSG00000103479	11115	6763	8747	6313	6247
ENSG00000103485	101	52	92	62	94
ENSG00000103489	27	29	27	21	36
ENSG00000103490	1353	708	2470	1214	1200
ENSG00000103494	1212	548	1096	480	520
ENSG00000103495	9874	6308	7672	4828	5053
ENSG00000103496	2601	1655	2918	1896	2320
ENSG00000103502	6838	4442	5719	4487	4511
ENSG00000103507	5584	2992	4879	2522	2920
ENSG00000103510	2110	1383	1824	1264	1374
ENSG00000103512	87	77	119	194	293
ENSG00000103522	61	25	83	48	52
ENSG00000103528	139	320	47	187	212
ENSG00000103534	32	9	24	15	15
ENSG00000103540	2021	1081	2228	1119	1130
ENSG00000103544	11641	6739	10929	6551	6535
