Unnamed: 0	GSM3001089	GSM3001091	GSM3001092	GSM3001093	GSM3001094
ENSG00000180638	40	30	29	42	45
ENSG00000180644	3	4	5	9	6
ENSG00000180662	3	2	4	1	1
ENSG00000180667	2090	1080	2390	1248	1218
ENSG00000180694	3051	1608	3062	1959	1753
ENSG00000180708	6	3	4	6	4
ENSG00000180720	24	11	23	21	17
ENSG00000180730	59	35	38	29	35
ENSG00000180745	79	39	37	20	17
ENSG00000180747	7182	2456	7131	3035	3177
ENSG00000180758	732	344	786	482	494
ENSG00000180764	68	38	101	48	48
ENSG00000180769	475	301	439	312	305
ENSG00000180773	1168	550	1045	491	546
ENSG00000180776	16092	8511	11489	7698	7170
ENSG00000180777	97	24	151	57	60
ENSG00000180787	508	414	415	416	402
ENSG00000180801	5778	2600	6921	3923	3912
ENSG00000180806	9	2	2	1	3
ENSG00000180815	31	7	35	13	11
ENSG00000180817	9809	5450	18234	8649	8835
ENSG00000180822	1899	1084	2360	1314	1424
ENSG00000180834	75	28	54	24	47
ENSG00000180846	29	17	37	24	22
ENSG00000180855	672	391	578	384	386
ENSG00000180871	11	7	13	12	11
ENSG00000180875	12	2	12	13	3
ENSG00000180878	28	17	28	16	17
ENSG00000180879	15015	9870	14317	10717	10814
ENSG00000180881	192	88	174	112	93
ENSG00000180884	7277	4283	5848	3993	3918
ENSG00000180891	1829	1283	1941	1248	1379
ENSG00000180900	1756	989	1822	763	981
ENSG00000180901	3909	2743	3528	2647	2786
ENSG00000180902	1205	775	1011	757	929
ENSG00000180914	851	1955	390	1108	1037
ENSG00000180917	7292	3863	6317	3932	3736
ENSG00000180921	25	38	83	40	49
ENSG00000180934	71	24	72	52	36
ENSG00000180938	224	162	219	194	180
ENSG00000180953	315	162	226	157	146
ENSG00000180957	4600	2554	5060	2773	3017
ENSG00000180964	5713	3568	4774	3246	3235
ENSG00000180974	66	17	48	16	26
ENSG00000180979|	4924	3048	4697	3179	3073
ENSG00000180992	4971	2230	5299	2690	2837
ENSG00000180998	515	150	372	132	156
ENSG00000180999	6	5	5	4	6
ENSG00000181001	14	2	11	7	6
ENSG00000181004	826	556	735	595	574
ENSG00000181007	868	533	768	584	586
ENSG00000181009	10	3	12	6	9
ENSG00000181016	89	40	68	30	44
ENSG00000181019	5328	4114	10453	5789	7394
ENSG00000181026	4247	2077	6812	2767	3176
ENSG00000181027	1300	863	1440	952	1049
ENSG00000181029	3800	2607	3488	2663	2634
ENSG00000181031	524	355	352	381	345
ENSG00000181035	628	473	435	364	433
ENSG00000181036	10	5	5	4	4
ENSG00000181038	2019	1203	1708	1214	1182
ENSG00000181045	1548	922	1246	746	906
ENSG00000181061	8767	3660	10746	4739	4769
ENSG00000181072	6	6	11	6	4
ENSG00000181090	5825	4041	5714	3764	4546
ENSG00000181092	57	16	66	25	29
ENSG00000181104	17403	8796	16589	10673	10420
ENSG00000181123	9	6	23	14	8
ENSG00000181126	59	36	75	58	56
ENSG00000181135	217	131	203	142	143
ENSG00000181143	4	14	3	80	30
ENSG00000181163	118624	74940	96682	49192	50820
ENSG00000181171	2	3	6	4	8
ENSG00000181191	1870	1120	1956	1290	1270
ENSG00000181192	4708	3446	4636	3579	3613
ENSG00000181215	32	28	24	22	23
ENSG00000181218	414	189	1406	300	393
ENSG00000181220	2009	1421	2028	1554	1643
ENSG00000181222	2229	2001	2377	1942	2104
ENSG00000181240	12	7	18	8	10
ENSG00000181264	1698	864	1375	992	978
ENSG00000181274	1236	819	970	792	783
ENSG00000181284	578	320	618	380	365
ENSG00000181315	5687	3512	4884	3807	3594
ENSG00000181322	145	41	143	66	73
ENSG00000181333	52	21	93	51	49
ENSG00000181350	873	224	654	279	300
ENSG00000181359	7	1	6	1	2
ENSG00000181378	8	5	12	19	7
ENSG00000181381	12750	7211	128102	57573	63802
ENSG00000181392	45	26	46	31	17
ENSG00000181396	2917	1587	3368	1807	2015
ENSG00000181404	1371	814	1527	1006	1003
ENSG00000181408	123	75	121	134	126
ENSG00000181409	979	564	683	524	566
ENSG00000181418	10	10	15	12	13
ENSG00000181444	842	1933	632	1284	1571
ENSG00000181449	32	11	44	10	13
ENSG00000181450	2689	1357	2335	1414	1331
ENSG00000181458	7819	2318	6016	2509	2803
ENSG00000181467	5606	3260	6871	3592	3887
ENSG00000181472	1929	977	2225	1146	1127
ENSG00000181481	285	309	497	330	387
ENSG00000181513	670	420	700	445	544
ENSG00000181518	19	5	16	7	9
ENSG00000181523	1919	1302	2032	1056	1334
ENSG00000181524	23	5	24	6	9
ENSG00000181541	147	49	993	396	444
ENSG00000181544	968	325	1276	243	239
ENSG00000181552	4	1	4	1	2
ENSG00000181555	12364	7249	11413	7521	7658
ENSG00000181577	27	7	19	18	9
ENSG00000181585	16	13	36	13	16
ENSG00000181588	4422	2600	3407	2250	2098
ENSG00000181610	3682	1970	4011	2062	2048
ENSG00000181619	186	83	255	95	146
ENSG00000181625	2724	1586	2574	1418	1550
ENSG00000181626	19	7	21	13	9
ENSG00000181631	5	1	2	5	2
ENSG00000181634	394	177	486	171	165
ENSG00000181638	528	450	617	483	581
ENSG00000181652	259	72	131	61	58
ENSG00000181656	2	2	1	2	5
ENSG00000181666	2650	1680	2133	1723	1705
ENSG00000181690	805	602	648	630	588
ENSG00000181693	22	11	13	12	6
ENSG00000181704	6572	3088	6539	3793	3579
ENSG00000181718	9	10	18	11	10
ENSG00000181722	32354	16143	34052	21610	20854
ENSG00000181744	1082	693	926	665	702
ENSG00000181751	1135	493	1215	531	581
ENSG00000181754	426	263	164	186	167
ENSG00000181767	4	1	4	4	9
ENSG00000181773	14	8	32	6	8
ENSG00000181778	209	207	70	152	140
ENSG00000181781	54	87	58	99	88
ENSG00000181785	1869	671	1761	976	1061
ENSG00000181788	1617	1044	2665	1679	1718
ENSG00000181789	31599	17731	31792	19416	20525
ENSG00000181790	6	3	6	18	14
ENSG00000181804	909	774	1068	911	826
ENSG00000181817	404	332	565	267	465
ENSG00000181826	11960	5476	13091	7344	7134
ENSG00000181827	3567	1485	3515	1573	1640
ENSG00000181830	1872	1007	1657	919	1035
ENSG00000181847	39	22	47	21	20
ENSG00000181852	7141	3668	6279	3642	3970
ENSG00000181856	80	92	76	101	118
ENSG00000181873	2089	1393	1367	1285	1225
ENSG00000181885	61	43	166	82	102
ENSG00000181894	1790	1185	1514	1201	1130
ENSG00000181896	2037	1119	2108	1227	1275
ENSG00000181904	9393	5283	7685	5693	5238
ENSG00000181915	2545	1157	2706	1373	1313
ENSG00000181924	3216	1512	3809	1903	1945
ENSG00000181927	20	10	15	14	14
ENSG00000181929	6923	3783	5742	3476	3554
ENSG00000181938	2354	896	2946	818	885
ENSG00000181982	6289	4435	5110	5554	5162
ENSG00000181991	4164	2150	4129	2262	2398
ENSG00000181997	4	5	11	4	10
ENSG00000182004	6645	2880	6140	2385	2557
ENSG00000182010	71	13	67	19	16
ENSG00000182013	2015	1277	1525	1104	1130
ENSG00000182021	874	414	833	614	643
ENSG00000182022	11826	14456	11268	14573	15031
ENSG00000182040	31	24	45	23	37
ENSG00000182054	11522	6401	18878	7986	8705
ENSG00000182070	31	13	31	24	16
ENSG00000182077	35	4	8	5	1
ENSG00000182087	7721	3753	9269	5008	5243
ENSG00000182093	5616	2610	3319	2243	2191
ENSG00000182095	3996	3632	4546	3177	3998
ENSG00000182103	45	14	32	18	22
ENSG00000182107	205	113	153	74	89
ENSG00000182108	4064	2554	4004	3005	3092
ENSG00000182111	45	25	55	22	20
ENSG00000182117	9390	5112	9176	5901	5893
ENSG00000182118	2953	1368	2191	1346	1284
ENSG00000182132	434	261	146	171	140
ENSG00000182134	877	453	735	392	445
ENSG00000182141	1748	1051	1606	1122	1167
ENSG00000182149	15413	9053	15666	10308	10166
ENSG00000182150	6233	3162	6367	3976	3953
ENSG00000182154	3275	1976	3135	1852	1902
ENSG00000182158	10648	7767	8256	6161	6960
ENSG00000182162	49	53	99	98	91
ENSG00000182168	97	232	162	264	301
ENSG00000182173	1147	675	1167	658	672
ENSG00000182175	84	22	66	54	40
ENSG00000182177	70	16	57	30	40
ENSG00000182179	6203	4336	21632	11256	12510
ENSG00000182180	9813	4647	8126	4114	4343
ENSG00000182183	51	30	58	46	35
ENSG00000182185	787	496	1100	650	625
ENSG00000182195	1138	1096	942	889	1072
ENSG00000182196	12483	7532	11982	7311	7661
ENSG00000182197	4010	2577	6252	4181	4516
ENSG00000182199	12628	6539	11464	5354	5467
ENSG00000182208	3436	2521	3066	2675	2661
ENSG00000182218	463	420	438	438	476
ENSG00000182220	14331	7537	12332	7430	7659
ENSG00000182223	6	3	4	1	4
ENSG00000182224	2414	1146	1871	1059	1100
ENSG00000182240	78504	46889	62666	53383	51186
ENSG00000182247	1796	829	1690	972	914
ENSG00000182253	3348	4398	4515	4798	5296
ENSG00000182256	35	7	44	19	29
ENSG00000182261	69	25	48	28	29
ENSG00000182264	89	61	94	73	78
ENSG00000182272	34	18	14	14	10
ENSG00000182287	13947	6650	8836	5647	5391
ENSG00000182307	2013	1237	1803	1257	1239
ENSG00000182308	56	22	49	22	35
ENSG00000182310	622	340	700	421	520
ENSG00000182315	15	13	12	5	12
ENSG00000182318	636	431	668	412	447
ENSG00000182324	125	55	101	91	82
ENSG00000182325	536	283	504	288	314
ENSG00000182326	81	27	3022	1172	1281
ENSG00000182327	33	31	15	18	19
ENSG00000182329	78	38	91	56	46
ENSG00000182333	1	2	3	1	1
ENSG00000182346	4	3	12	1	6
ENSG00000182352	93	28	65	35	43
ENSG00000182359	569	233	428	248	233
ENSG00000182362	550	366	447	264	308
ENSG00000182366	44	33	42	28	31
ENSG00000182372	2546	443	978	896	565
ENSG00000182376	196	88	170	76	117
ENSG00000182378	811	621	793	521	647
ENSG00000182379	3	2	5	5	4
ENSG00000182389	147	58	94	75	78
ENSG00000182397	165	115	109	97	98
ENSG00000182400	4150	2601	4073	2900	3074
ENSG00000182405	586	248	524	287	325
ENSG00000182446	17018	8016	21353	9807	11246
ENSG00000182450	4	2	4	3	3
ENSG00000182459	4	1	7	5	2
ENSG00000182463	991	1991	1283	2356	2215
ENSG00000182472	54	42	55	46	45
ENSG00000182473	20164	11300	20136	12723	12952
ENSG00000182481	33903	10228	41868	9555	11307
ENSG00000182484	2382	1204	2408	1564	1795
ENSG00000182489	10	9	1	7	4
ENSG00000182492	6388	4098	4532	2857	3333
ENSG00000182504	2260	839	2186	870	923
ENSG00000182508	2	1	50	11	12
ENSG00000182511	4835	3098	5444	3697	3981
ENSG00000182512	3374	2028	3580	1666	1930
ENSG00000182518	809	406	531	322	286
ENSG00000182521	26	12	27	17	13
ENSG00000182533	5	3	3	4	2
ENSG00000182534	20509	10980	14840	9669	9935
ENSG00000182541	6863	3954	7671	5688	5962
ENSG00000182544	2875	1909	2975	1925	1941
ENSG00000182545	118	60	105	84	89
ENSG00000182551	11368	7603	7712	6494	6542
ENSG00000182552	3027	1689	2636	1692	1571
ENSG00000182557	55	27	33	18	22
ENSG00000182568	361	326	309	252	300
ENSG00000182575	502	807	1524	1032	986
ENSG00000182578	107	43	83	51	66
ENSG00000182580	15	9	12	9	8
ENSG00000182585	35	14	36	21	31
ENSG00000182600	78	50	70	52	56
ENSG00000182606	11925	4954	8763	3826	4369
ENSG00000182612	177	52	101	87	87
ENSG00000182613	51	17	45	25	20
ENSG00000182621	6792	3675	4985	3115	3179
ENSG00000182628	5660	2472	5814	2478	2591
ENSG00000182632	39	20	37	28	25
ENSG00000182636	1755	849	1504	774	689
RNF32-DT	883	664	646	533	622
ENSG00000182667	3	2	3	6	4
ENSG00000182670	39611	21231	16297	13639	12962
ENSG00000182674	30	1	3	2	3
ENSG00000182676	9	3	7	8	4
ENSG00000182685	98	35	113	70	74
ENSG00000182687	12	6	18	8	11
ENSG00000182700	930	442	422	397	379
ENSG00000182704	1306	647	1111	693	767
ENSG00000182712	1256	716	712	663	573
ENSG00000182718	312944	155532	270362	131691	144749
ENSG00000182732	2	2	3	5	4
ENSG00000182742	705	382	1565	677	870
ENSG00000182749	2511	2486	1858	1956	2074
ENSG00000182752	54	14	114	24	29
ENSG00000182768	10766	6490	10410	7545	7108
ENSG00000182771	28	9	20	14	23
ENSG00000182774	12296	4506	6722	5065	3912
ENSG00000182776	2	1	2	1	3
ENSG00000182791	30	13	33	14	12
ENSG00000182796	1054	779	709	616	655
ENSG00000182809	15459	10156	8935	8546	9002
ENSG00000182810	1276	1114	1262	1045	981
ENSG00000182824	4	11	51	35	36
ENSG00000182827	6799	4430	7069	5005	5032
ENSG00000182831	29874	15452	19275	13605	13610
ENSG00000182836	59	35	36	43	44
ENSG00000182841	998	509	1357	587	658
ENSG00000182853	11	7	8	3	10
ENSG00000182854	14	1	6	3	5
ENSG00000182858	1513	1206	1327	1015	1162
ENSG00000182866	7	5	22	5	5
ENSG00000182870	6	4	5	11	12
ENSG00000182871	27203	28311	20999	25111	28729
ENSG00000182872	5827	4212	5715	3708	4305
ENSG00000182873	55	44	53	54	70
ENSG00000182885	77	85	114	130	130
ENSG00000182888	11	1	7	2	1
ENSG00000182890	3	2	6	6	6
ENSG00000182899	47775	34191	38963	28938	29402
ENSG00000182901	438	152	421	134	188
ENSG00000182902	65	42	47	32	42
ENSG00000182903	3130	1528	2369	1472	1473
ENSG00000182916	2	3	2	2	1
ENSG00000182919	2170	1561	1669	1677	1493
ENSG00000182923|	3755	2045	3464	2048	2185
ENSG00000182934	14903	7208	15120	8691	8623
ENSG00000182944	17413	11368	22091	13898	16629
ENSG00000182952	8128	4077	9438	5007	5081
ENSG00000182957|	634	384	2984	1210	1352
ENSG00000182963	531	205	456	174	188
ENSG00000182973	2910	1822	3025	1751	1903
ENSG00000182979	5217	3775	3980	2819	3159
ENSG00000182983	532	356	414	351	393
ENSG00000182985	87	26	101	40	48
ENSG00000182986	1716	1055	2175	1434	1448
ENSG00000182993	366	206	365	200	206
ENSG00000183010	2986	1111	2448	1021	1055
ENSG00000183011	6277	2883	5253	2391	2678
ENSG00000183018	9060	5641	8669	6272	6607
ENSG00000183020	5894	3931	4392	4028	3397
ENSG00000183023	8	7	18	14	18
ENSG00000183032	88	65	82	64	55
ENSG00000183044	1009	482	900	464	531
ENSG00000183048	1236	389	1358	274	316
ENSG00000183049	697	208	1046	465	488
ENSG00000183054	9530	3213	8656	5888	3862
ENSG00000183060	634	292	595	296	345
ENSG00000183066	57	26	64	31	44
ENSG00000183067	45	16	42	19	39
ENSG00000183077	2820	1906	1939	1752	1867
ENSG00000183087	17530	9380	12829	10554	10290
ENSG00000183090	568	280	256	296	285
ENSG00000183091	868	273	820	234	312
ENSG00000183092	11	19	18	23	16
ENSG00000183111	6598	2385	3816	2079	2039
ENSG00000183117	14660	5630	10256	4977	5465
ENSG00000183134	16	9	17	14	14
ENSG00000183137	2785	1244	3864	1571	1792
ENSG00000183145	49	16	48	12	16
ENSG00000183148	43	50	30	60	53
ENSG00000183150	31	15	49	10	26
ENSG00000183153	866	1229	4617	3690	4072
ENSG00000183154	70	71	74	53	55
ENSG00000183155	2141	1414	2050	1285	1409
ENSG00000183160	42	18	29	26	26
ENSG00000183161	1172	695	1128	708	644
ENSG00000183166	52	57	43	103	59
ENSG00000183171	6	5	9	4	2
ENSG00000183172	735	395	629	320	430
ENSG00000183185	30	14	19	14	17
ENSG00000183186	435	624	259	765	682
ENSG00000183196	272	81	170	98	99
ENSG00000183199	50	12	46	8	14
ENSG00000183206	142	77	123	61	90
ENSG00000183207	6331	3348	7363	3162	3532
ENSG00000183208	870	516	793	503	519
ENSG00000204520|IMGT/GENE-DB:MICA	704	422	928	582	591
ENSG00000183230	42	18	32	16	23
ENSG00000183239	2	1	1	1	3
ENSG00000183242	30	18	38	36	27
ENSG00000183248	2	3	3	11	4
ENSG00000183255	66931	36505	52409	38232	36662
ENSG00000183258	3811	2575	3889	2519	2861
ENSG00000183273	3	2	4	9	10
ENSG00000183281	528	166	288	207	222
ENSG00000183283	26586	13700	24481	14437	14795
ENSG00000183287	80	41	101	58	62
ENSG00000183291	11685	7767	12956	8371	9003
ENSG00000183292	13	8	10	8	3
ENSG00000183298	24	6	44	6	4
ENSG00000183304	7	5	8	7	6
ENSG00000183307	11	16	12	15	9
ENSG00000183308	86	33	76	46	35
ENSG00000183309	1084	769	1157	907	932
ENSG00000196230	64223	30578	68883	21611	25458
ENSG00000183317	57	22	37	22	32
ENSG00000183323	1791	1025	1785	793	978
ENSG00000183324	24	16	25	18	20
ENSG00000183336	95	26	43	48	29
ENSG00000183337	2753	1982	3210	1972	2277
ENSG00000183340	1291	759	1345	761	799
ENSG00000183346	19	9	6	4	4
ENSG00000183347	45	16	46	24	32
ENSG00000183354	5974	3229	5591	3627	3606
ENSG00000183378	13	3	10	6	5
ENSG00000183386	1075	771	2037	1246	1484
ENSG00000183389	80	22	66	34	40
ENSG00000183395	31	10	71	44	46
ENSG00000183397	115	59	235	115	124
ENSG00000183401	860	467	841	513	593
ENSG00000183421	11	4	10	29	18
ENSG00000183423	10	7	11	7	8
ENSG00000183426	1397	962	1335	824	1063
ENSG00000183431	7712	3943	9175	4149	4257
ENSG00000183439	125	47	157	58	67
ENSG00000183444	189	81	278	96	134
ENSG00000183454	33	16	62	37	43
ENSG00000183458	596	523	1143	1125	1170
ENSG00000183474	1171	547	1076	577	629
ENSG00000183475	3195	1811	3488	2161	2240
ENSG00000183476	6	6	1	3	5
ENSG00000183479	35	14	22	11	15
ENSG00000183484	21	34	26	52	46
ENSG00000183486	579	289	127435	72765	77743
ENSG00000183495	2117	1824	2156	1403	1912
ENSG00000183496	668	360	210	264	198
ENSG00000183506	1358	546	1147	642	753
ENSG00000183508	281	413	372	386	418
ENSG00000183513	2063	1169	1679	1136	1094
ENSG00000183520	3899	2018	4045	2132	2186
ENSG00000183527	3517	1552	4203	1599	1694
ENSG00000183530	9702	4938	12534	6033	6498
ENSG00000183535	143	75	99	85	88
ENSG00000183549	165	300	144	211	258
ENSG00000183562	141	46	117	52	76
ENSG00000183566	7	2	2	2	3
ENSG00000183569	233	168	189	145	142
ENSG00000183570	24	25	18	23	22
ENSG00000183571	2	2	5	2	3
ENSG00000204308	1	1	5	1	2
ENSG00000183576	11060	6555	10386	6583	6417
ENSG00000183578	7927	9109	12127	11201	11435
ENSG00000183579	495	224	520	213	260
ENSG00000183580	15335	6087	14878	7136	8003
ENSG00000183597	4001	2489	3154	2249	2254
ENSG00000183598	2094	568	2292	337	496
ENSG00000183604	3374	1430	2841	1622	1779
ENSG00000183605	997	586	1187	590	634
ENSG00000183615	43	16	29	10	23
ENSG00000183617	2269	1344	2153	1395	1441
ENSG00000183621	1938	1570	2907	1907	2005
ENSG00000183624	2429	1620	2503	1529	1621
ENSG00000183625	46	11	28	13	19
ENSG00000183628	140	57	108	63	61
ENSG00000183638	110	86	159	89	118
ENSG00000183644	104	71	79	80	76
ENSG00000183647	479	305	578	267	295
ENSG00000183648	5543	3009	5384	2857	3044
ENSG00000183655	673	310	619	328	326
ENSG00000183665	1205	691	1335	774	763
ENSG00000183666	1538	782	1072	714	805
ENSG00000183668	87	40	42	71	97
ENSG00000183671	986	625	653	456	532
ENSG00000183682	134	52	145	80	81
ENSG00000183684	6174	2644	6969	2504	2666
ENSG00000183688	914	726	411	366	417
ENSG00000183690	2	2	2	5	2
ENSG00000183691	16	15	11	16	9
ENSG00000183696	2737	811	2226	1007	1132
ENSG00000183718	1725	1183	1420	1178	1367
ENSG00000183722	8278	6211	13800	10481	10218
ENSG00000183723	1801	615	1300	600	625
ENSG00000183726	31604	19859	37251	23111	24091
ENSG00000183735	7238	3523	10915	5531	5664
ENSG00000183741	6854	4425	5006	3083	3347
ENSG00000183742	191	89	155	126	97
ENSG00000183747	231	96	133	110	108
ENSG00000183751	2905	1486	3520	1489	1674
ENSG00000183760	47	22	60	34	29
ENSG00000183762	232	109	156	115	129
ENSG00000183763	453	146	604	102	134
ENSG00000183765	1335	414	2071	661	778
ENSG00000183773	23	14	21	30	14
ENSG00000183775	75	73	73	68	62
ENSG00000183778	39	18	42	26	25
ENSG00000183779	27	16	16	17	16
ENSG00000183783	73	10	71	17	18
ENSG00000183784	27	10	17	14	14
ENSG00000183785	111	61	235	115	115
ENSG00000183793	90	95	93	77	132
ENSG00000183798	15	2	50	17	31
ENSG00000183801	37	31	24	24	21
ENSG00000183807	166	223	199	223	223
ENSG00000183808	5149	2648	4855	2668	2718
ENSG00000183813	36	19	48	27	26
ENSG00000183814	895	397	1375	369	421
ENSG00000183826	3965	2202	3451	2254	2380
ENSG00000183828	3659	2084	2614	1976	2014
ENSG00000183831	48	23	57	31	22
ENSG00000183833	14	2	22	7	8
ENSG00000183837	6	5	1	1	1
ENSG00000183844	49	19	42	21	27
ENSG00000183850	275	87	306	94	95
ENSG00000183853	4382	3034	3534	2230	2687
ENSG00000183856	6632	1687	6463	1015	1562
ENSG00000183864	6626	4425	6510	4160	4399
ENSG00000183873	2680	2459	1731	2006	2103
ENSG00000183876	4	3	8	3	6
ENSG00000183878	3	4	1	3	5
ENSG00000183888	251	96	158	83	84
ENSG00000183889	2504	1325	3433	1743	1994
ENSG00000183891	951	458	1071	510	517
ENSG00000183908	33	13	29	29	25
ENSG00000183914	475	321	306	187	235
ENSG00000183918	1	2	2	2	2
ENSG00000183935	3807	1832	2359	1525	1582
ENSG00000183943	5731	3538	6342	4485	4581
ENSG00000183955	4876	2537	5137	2658	2784
ENSG00000183960	3	2	7	4	6
ENSG00000183963	11338	13105	6987	10303	11195
ENSG00000183971	6	9	11	9	15
ENSG00000183977	88	53	69	35	49
ENSG00000183978	3107	1642	2682	1799	1731
ENSG00000183979	13	6	12	5	6
ENSG00000184005	12240	8139	10657	9721	9308
ENSG00000184007	28901	13046	22798	13347	13503
ENSG00000184009	326996	226260	231540	143411	165896
ENSG00000184012	28	12	39	20	16
ENSG00000184014	17168	9043	28131	15406	16653
ENSG00000184022	2	3	2	1	3
ENSG00000184047	5362	3050	4868	3323	3306
ENSG00000184056	1600	900	1751	1046	1140
ENSG00000184058	5987	4110	4908	3781	4282
ENSG00000184060	57	24	62	55	62
ENSG00000184076	4552	2241	4864	2484	2615
ENSG00000184083	1645	602	1870	812	878
ENSG00000184084	28	13	29	10	28
ENSG00000184100	10	3	12	7	8
ENSG00000184110	41786	40077	34404	22184	29868
ENSG00000184113	16416	14765	13522	18546	16707
ENSG00000184115	548	306	245	354	369
ENSG00000184117	5933	3154	5452	2682	3076
ENSG00000184139	11	9	12	13	1
ENSG00000184144	65	36	61	48	58
ENSG00000184154	724	516	418	409	445
ENSG00000184156	3	5	3	12	15
ENSG00000184162	859	365	1049	409	419
ENSG00000184163	13	7	14	11	5
ENSG00000184164	3515	2076	3260	1990	2143
ENSG00000184166	266	103	241	128	157
ENSG00000184178	2378	1040	2760	1184	1288
ENSG00000184182	3614	2044	3269	2078	2168
ENSG00000184185	3	6	2	12	5
ENSG00000184194	404	165	310	190	233
ENSG00000184203	11759	7403	9306	7801	7393
ENSG00000184205	1985	1451	1538	1429	1730
ENSG00000184206	776	273	502	317	324
ENSG00000184207	2003	959	2486	1014	1155
ENSG00000184208	636	550	596	505	540
ENSG00000184209	1343	941	1479	1065	1071
ENSG00000184216	11623	6361	14210	6197	6955
ENSG00000184220	1532	741	2211	1009	1018
ENSG00000184224	168	106	199	113	166
ENSG00000184226	1007	605	730	423	421
ENSG00000184227	267	226	431	319	382
ENSG00000184232	4848	3942	6967	5446	5805
ENSG00000184254	8292	3074	3429	2276	2235
ENSG00000184260	6738	4387	10132	3932	4674
ENSG00000184261	86	42	72	43	56
ENSG00000184270	2701	1178	3516	889	1040
ENSG00000184271	849	811	726	812	898
ENSG00000184276	3	2	1	6	3
ENSG00000184277	3933	2249	3679	2346	2295
ENSG00000184281	2617	1734	2869	1884	2057
ENSG00000184292	18757	14077	12934	12490	12649
ENSG00000184304	2332	1202	1655	990	1050
ENSG00000184305	50	26	71	40	45
ENSG00000184307	3347	1860	2174	1691	1515
ENSG00000184313	64	54	96	105	79
ENSG00000184343	89	42	78	66	60
ENSG00000184344	449	409	662	403	530
ENSG00000184347	35	27	34	29	25
ENSG00000184349	18027	9570	14082	7805	8127
ENSG00000184357	18839	5391	14885	2460	3555
ENSG00000184361	10	4	22	5	5
ENSG00000184363	22	5	15	13	15
ENSG00000184368	37	18	18	11	17
ENSG00000184371	2772	1289	7857	5126	5544
ENSG00000184374	80	10	50	22	12
ENSG00000184378	246	246	282	236	258
ENSG00000184381	647	394	480	450	490
ENSG00000184384	4478	2855	5004	3027	3193
ENSG00000184402	1474	798	1192	784	835
ENSG00000184408	101	27	69	22	9
ENSG00000184428	1984	1402	1538	981	1211
ENSG00000184432	29183	16802	31033	18381	19041
ENSG00000184434	80	39	93	44	72
ENSG00000184436	1264	597	1220	699	762
ENSG00000184441	180	67	170	112	118
ENSG00000184445	7787	2706	9127	2449	2688
ENSG00000184451	231	168	653	288	311
ENSG00000184454	70	26	88	33	33
ENSG00000184465	3470	1778	2880	2104	2487
ENSG00000184470	11999	3156	8495	2955	3320
ENSG00000184471	9	8	10	12	9
ENSG00000184481	1249	1110	971	990	1047
ENSG00000184486	3	1	6	3	6
ENSG00000184489	329	237	333	207	188
ENSG00000184492	13	8	8	8	7
ENSG00000204386	858	718	861	718	746
ENSG00000184497	4035	2593	3626	2866	3108
ENSG00000184500	4471	2663	3011	2509	2321
ENSG00000184507	4	2	7	3	5
ENSG00000184508	1344	820	1233	689	756
ENSG00000184515	87	60	78	52	61
ENSG00000184517	901	528	777	544	473
ENSG00000184524	45	36	47	38	35
ENSG00000184545	90	48	70	57	29
ENSG00000184557	1869	2377	3742	7825	7555
ENSG00000184571	10	12	9	6	3
ENSG00000184574	5	1	5	10	7
ENSG00000184575	17488	7722	13910	6771	6748
ENSG00000184584	1845	1352	3795	2294	2713
ENSG00000184588	39327	21174	45610	27742	27124
ENSG00000184602	4638	2798	3740	2569	2523
ENSG00000184608	32	7	21	13	11
ENSG00000184611	3	5	14	6	8
ENSG00000184619	4521	2176	3078	1903	2027
ENSG00000184634	7367	4208	6026	3608	4138
ENSG00000184635	768	387	843	372	391
ENSG00000184640	16709	15030	14190	13039	13796
ENSG00000184647	1	3	1	1	2
ENSG00000184661	3132	862	4135	614	794
ENSG00000184669	74	40	48	33	46
ENSG00000184672	8	2	10	6	8
ENSG00000184675	652	452	1314	878	852
ENSG00000184677	6476	3717	6316	4282	4367
ENSG00000184678	5597	2980	11737	4660	5396
ENSG00000184698	22	5	30	12	19
ENSG00000184702	2865	1379	1353	1137	1133
ENSG00000184708	2734	1841	2936	1978	2089
ENSG00000184719	72	49	74	51	42
ENSG00000184730	4	5	3	15	7
ENSG00000184731	20	30	35	43	18
ENSG00000184743	25396	16589	17966	15579	14218
ENSG00000184752	6056	3283	6236	3549	3898
ENSG00000184774	22	9	14	10	12
ENSG00000184785	874	371	539	303	347
ENSG00000184786	141	74	105	92	74
ENSG00000184787	7328	3677	7396	3995	4234
ENSG00000184788	383	100	386	143	142
ENSG00000184792	2656	2022	1443	1457	1549
ENSG00000184828	11	6	3	9	13
ENSG00000184831	783	496	936	513	561
ENSG00000184838	13	7	22	24	18
ENSG00000184840	10120	8079	11085	7515	9229
ENSG00000184857	519	284	542	342	307
ENSG00000184860	2179	1383	1995	1204	1273
ENSG00000184863	4561	2890	5179	3543	4178
ENSG00000184867	13760	6432	12183	7246	7091
ENSG00000184887	6985	4433	5649	3935	3904
ENSG00000184897	3884	2628	5185	3149	3366
ENSG00000184898	584	496	2210	1287	1358
ENSG00000184900	10749	6189	12091	5898	6399
ENSG00000184903	487	273	387	231	267
ENSG00000184905	6	3	9	5	4
ENSG00000184906	69	45	109	95	81
ENSG00000184908	45	15	53	30	44
ENSG00000184916	3248	1393	1859	891	1127
