Unnamed: 0	GSM3855590	GSM3855591	GSM3855593	GSM3855594	GSM3855596	GSM3855597	GSM3855599	GSM3855600	GSM3855602	GSM3855603	GSM3855605	GSM3855606
ENSG00000004776	5	7	13	6	5	9	13	5	6	4	7	4
ENSG00000004777	27	11	6	3	13	5	6	4	3	11	5	2
ENSG00000004779	828	822	1166	1155	697	663	1376	666	851	849	1052	1017
ENSG00000004799	5416	1033	6173	936	4013	455	6338	1538	4349	447	7846	1319
ENSG00000004809	33	9	19	18	31	25	19	26	15	9	19	23
ENSG00000004838	155	26	100	15	102	36	91	13	137	55	94	19
ENSG00000004846	10	6	21	16	10	2	12	7	15	16	11	5
ENSG00000004848	1	1	0	1	4	1	1	2	2	2	3	4
ENSG00000004864	1034	1162	1066	1056	928	1072	1067	677	1064	823	955	1145
ENSG00000004897	2509	2480	2787	2892	2526	1862	3006	2295	2517	1622	2723	3825
ENSG00000004939	10	16	10	9	21	10	23	13	20	16	8	7
ENSG00000004948	21	10	12	5	9	6	7	3	10	11	9	9
ENSG00000004961	678	651	586	597	580	539	598	533	675	376	647	812
ENSG00000004975	1303	667	1235	1030	984	634	1434	814	1099	850	1210	1381
ENSG00000005007	3473	3069	3595	3071	2772	2345	3595	2491	3408	1999	3624	3975
ENSG00000005020	2927	2779	4840	2474	2760	2411	4744	1968	3155	2408	4545	2448
ENSG00000005022	3992	3749	4810	2984	3372	3218	5301	1829	3873	4093	4291	3123
ENSG00000005059	1120	764	1080	1597	1010	767	1155	1300	1017	889	1221	1563
ENSG00000005075	957	722	879	630	695	764	958	564	807	628	844	806
ENSG00000005100	254	209	201	149	279	193	216	156	234	89	202	197
ENSG00000005108	9	12	10	3	21	16	10	4	8	12	8	4
ENSG00000139263	1019	807	1221	728	871	863	1126	671	947	593	1067	948
ENSG00000005175	942	501	1010	1285	806	480	971	910	858	483	955	1813
ENSG00000005187	134	50	84	42	145	69	73	39	96	50	68	43
ENSG00000005189	310	219	161	52	204	202	204	58	226	308	197	84
ENSG00000005194	842	1116	1037	1069	744	883	1079	769	800	794	935	1218
ENSG00000005206	797	467	721	484	582	571	857	334	650	562	681	452
ENSG00000005238	2070	1753	2194	2369	1865	1375	2339	1561	2101	1282	1928	2729
ENSG00000005243	84	52	46	45	52	77	64	45	84	62	33	38
ENSG00000005249	82	101	35	70	47	86	53	50	82	84	39	93
ENSG00000005302	1135	638	1150	2219	893	648	1180	1955	1022	643	1209	2693
ENSG00000005339	3271	2059	1749	1723	3256	3179	1980	2145	2942	1542	1937	2589
ENSG00000005379	76	62	45	63	36	75	52	42	57	38	51	70
ENSG00000005436	584	361	486	264	500	404	458	206	515	341	482	303
ENSG00000005448	51	18	31	18	30	38	29	7	56	36	25	11
ENSG00000005469	303	159	471	265	265	197	462	184	294	223	474	284
ENSG00000005471	192	268	544	57	303	172	449	84	268	145	474	42
ENSG00000005483	3462	1980	2581	1974	2680	2560	2595	2197	2996	1677	2442	2996
ENSG00000005486	1754	1345	1065	690	1255	1568	1199	614	1587	1647	1170	699
ENSG00000005513	95	44	46	33	76	60	80	17	78	72	34	36
ENSG00000005700	1636	2155	2057	1757	1326	1570	2051	1578	1639	1488	1934	1957
ENSG00000005801	714	642	619	554	634	548	657	421	591	375	701	702
ENSG00000005810	9222	5639	7792	6850	6840	6552	7434	6949	8089	4279	7797	9128
ENSG00000005812	3192	3825	2353	2496	2354	3394	2394	1830	3537	2915	2276	3193
ENSG00000005844	16186	8883	10804	7216	12541	10782	11187	8530	13643	9212	13104	9417
ENSG00000005882	2259	383	929	462	1002	1113	1034	379	1887	1228	978	538
ENSG00000005884	9150	4504	9449	1479	7157	4385	9001	1375	6617	5153	7550	1425
ENSG00000005889	1978	4802	1633	1649	1478	5085	1659	1334	2049	3203	1519	2050
ENSG00000005893	14512	12974	13639	16428	10285	12265	15478	12482	14619	13511	13226	16871
ENSG00000005961	19	8	10	2	19	8	14	2	12	13	12	2
ENSG00000005981	77	53	63	75	96	83	59	111	41	42	35	111
ENSG00000006007	6964	2438	3757	2530	3513	3568	4313	1568	5667	4856	3936	2893
ENSG00000006015	1709	1130	1820	1497	1602	1655	2305	1214	1470	1471	1820	1606
ENSG00000006016	41	74	59	42	32	47	35	27	30	35	35	42
ENSG00000006025	542	89	384	248	391	153	408	243	426	167	369	266
ENSG00000006042	17	15	12	9	21	20	22	3	27	9	7	14
ENSG00000006062	573	472	372	376	465	523	419	279	521	433	313	441
ENSG00000006071	124	86	90	49	161	109	85	56	92	81	88	70
ENSG00000006118	354	422	462	521	396	642	459	313	465	295	597	636
ENSG00000006125	3983	2596	2595	1911	4164	3691	3117	2156	3490	1587	2803	2332
ENSG00000006194	2041	1792	1786	1195	1455	1386	1804	907	1716	1262	1635	1267
ENSG00000006210	25	41	13	4	17	46	6	1	18	40	11	1
ENSG00000006282	1466	767	1034	471	816	1009	1082	375	1281	1143	788	484
ENSG00000006283	27	23	16	22	29	37	24	13	21	17	17	11
ENSG00000006327	366	467	779	519	572	387	725	218	441	189	633	615
ENSG00000006377	6	1	2	2	2	5	7	3	5	5	0	5
ENSG00000006432	1139	254	786	312	996	367	936	412	890	260	916	393
ENSG00000006451	1702	1645	1352	1680	1320	1679	1791	748	1632	1616	1245	1538
ENSG00000006453	288	866	249	158	307	436	210	151	331	203	245	307
ENSG00000006459	3407	3142	1724	2192	2302	3546	2049	2116	3251	2796	1863	3010
ENSG00000006468	69	27	192	36	96	29	171	16	101	34	135	26
ENSG00000006530	1145	722	999	738	962	785	1036	678	1077	693	958	941
ENSG00000006534	7200	3549	6419	4718	4764	4258	6664	4301	5914	4878	5446	4241
ENSG00000006555	6	9	13	7	20	13	12	8	10	5	13	11
ENSG00000006576	3577	1918	2949	2176	2601	2607	2889	1928	3400	2800	2731	2320
ENSG00000006607	651	1398	600	1095	633	891	647	779	686	609	580	1529
ENSG00000006625	390	311	629	372	349	266	621	237	386	317	640	390
ENSG00000006634	500	455	450	396	435	360	478	257	532	373	433	463
ENSG00000006638	38	20	44	19	46	30	54	16	28	20	24	24
ENSG00000006652	2682	3591	2917	2361	2318	3107	3218	2046	2188	3450	2853	3351
ENSG00000006659	17	8	5	5	13	9	7	8	9	7	7	10
ENSG00000006695	641	585	665	631	544	414	647	517	580	427	553	756
ENSG00000006704	468	271	513	245	435	265	538	201	388	247	438	334
ENSG00000006712	1192	1046	1371	1257	730	733	1344	869	1106	1058	1280	1624
ENSG00000006715	4129	2357	3782	2879	2587	2541	3920	2024	3829	2892	3670	3317
ENSG00000006740	50	56	62	25	49	55	47	35	52	30	53	37
ENSG00000006744	1968	2096	2257	2821	1736	1776	2261	2098	2063	1633	2026	3347
ENSG00000006747	740	891	2526	1663	1362	405	2064	1351	702	592	1741	1886
ENSG00000006756	1891	1169	1715	955	1038	1319	1611	770	1672	1394	1633	887
ENSG00000006757	308	172	265	89	237	206	267	92	238	217	240	93
ENSG00000006831	980	664	658	623	690	698	656	536	847	541	675	906
ENSG00000006837	98	48	85	96	85	67	89	57	85	62	82	107
ENSG00000007047	944	584	467	382	613	637	582	347	727	606	544	466
ENSG00000007080	441	389	392	443	356	399	561	317	412	495	427	484
ENSG00000007129	120	55	105	45	58	78	72	13	88	58	64	16
ENSG00000007168	4307	4777	4590	3950	3883	4247	4517	3441	4511	3110	4382	5142
ENSG00000188425	17	12	8	5	8	9	9	5	8	7	10	4
ENSG00000007174	30	11	15	9	31	13	12	16	18	18	9	5
ENSG00000007202	8815	7408	14693	9379	8099	6935	12860	7307	9530	5182	12090	10978
ENSG00000007237	21178	29580	16856	13187	18155	24551	16664	13344	20214	18893	16196	17052
ENSG00000007255	841	487	527	683	585	738	756	504	600	937	614	587
ENSG00000007264	3226	4519	9610	2989	4444	2950	10240	1935	3202	2800	7743	2145
ENSG00000007314	2	1	2	2	5	0	2	3	1	1	2	1
ENSG00000007341	640	428	645	567	449	452	590	388	547	400	585	676
ENSG00000007372	38	38	42	25	58	47	19	19	36	43	26	27
ENSG00000007376	520	473	599	471	464	303	637	307	567	226	540	513
ENSG00000007384	321	276	283	83	261	163	309	55	156	247	266	80
ENSG00000007392	970	1132	1297	990	928	946	1236	896	859	893	1223	1245
ENSG00000007402	24	21	20	10	17	18	15	7	21	18	19	6
ENSG00000007516	66	83	53	32	57	73	71	19	56	69	44	22
ENSG00000007520	860	1149	1010	858	755	901	1161	685	912	953	1098	1050
ENSG00000007541	1227	652	1184	646	1021	878	1264	471	1087	794	976	640
ENSG00000007545	1131	1465	868	753	1057	1453	824	770	948	1030	807	1160
ENSG00000007866	6	13	5	13	5	17	7	2	20	10	6	7
ENSG00000007908	1	42	3	1	3	16	1	6	0	9	4	2
ENSG00000007923	1322	1040	1439	1077	1034	975	1241	886	1191	856	1397	1316
ENSG00000007933	5	13	4	3	12	4	9	2	7	4	9	2
ENSG00000007944	371	367	298	221	269	322	338	202	386	262	404	255
ENSG00000007952	83	26	59	26	56	32	60	17	55	50	49	21
ENSG00000007968	29	33	26	14	69	13	28	8	20	11	31	3
ENSG00000008018	2925	2770	2508	3230	1897	2441	2670	2301	2809	3119	2457	3958
ENSG00000008056	8	280	2	6	11	262	6	18	9	67	3	20
ENSG00000008083	2636	1889	3558	1618	2693	1816	3195	1496	3033	1062	3435	1902
ENSG00000008086	551	535	478	468	547	516	439	494	469	363	449	586
ENSG00000008118	11	24	10	7	14	41	2	6	6	13	6	39
ENSG00000008128	345	287	420	415	255	267	379	315	298	306	317	501
ENSG00000008130	9500	6384	5152	27435	6543	8567	5976	21928	10582	9282	5946	32343
ENSG00000008226	185	78	88	81	99	142	126	53	113	89	112	90
ENSG00000008256	1027	1173	1615	378	1176	893	1552	324	936	1025	1679	415
ENSG00000008277	62	75	62	60	69	129	56	84	61	77	63	113
ENSG00000008282	1353	1191	1054	1080	1227	1364	1352	789	1141	1340	1053	958
ENSG00000008283	317	774	266	603	249	642	321	395	405	450	221	584
ENSG00000008294	7898	14905	8318	7023	6043	10806	7934	4821	7841	8321	7446	8463
ENSG00000008300	93	66	45	67	65	139	63	60	101	110	37	79
ENSG00000008311	73	45	46	26	107	84	44	48	83	41	54	49
ENSG00000008323	81	59	64	95	79	63	85	76	76	45	74	194
ENSG00000008324	277	322	381	476	251	267	466	313	267	302	357	536
ENSG00000008382	512	461	507	264	336	505	456	249	505	404	494	316
ENSG00000008394	40	54	40	27	50	56	47	37	39	36	48	48
ENSG00000008405	507	730	427	251	468	729	429	206	556	583	394	322
ENSG00000008438	10	6	4	4	4	1	4	2	1	1	1	2
ENSG00000008441	28	19	26	77	24	31	25	72	41	10	20	79
ENSG00000008513	3247	7362	3772	5614	3198	6248	3848	3408	3892	3599	3580	8974
ENSG00000271447	180	138	21	292	73	291	45	408	168	158	41	531
ENSG00000008517	53	156	30	397	45	151	43	313	73	127	49	1041
ENSG00000008710	1432	1208	1264	608	1181	1135	1321	551	1293	984	1130	854
ENSG00000008735	17	16	15	36	23	27	22	21	20	10	17	48
ENSG00000008838	1571	711	1331	1199	1235	1069	1425	1030	1213	1061	1150	1326
ENSG00000008853	1893	466	4187	2104	2465	665	4014	1160	2153	737	3094	1833
ENSG00000008869	2377	1560	2339	1337	1815	1332	2261	1161	2435	1298	2190	1730
ENSG00000008952	3465	2659	3370	2137	2252	2272	3405	1470	3201	2713	3200	2349
ENSG00000008988	13432	12664	12646	8660	9400	10937	15719	6638	11350	13791	12731	9202
ENSG00000009307	26451	22963	22842	19102	16413	18642	23703	14411	25421	21362	21234	22905
ENSG00000009335	2153	2842	3056	2699	1928	2193	2905	1955	2154	1865	2728	3219
ENSG00000009413	3200	1658	2326	914	2418	1987	2513	827	2866	1395	2417	1294
ENSG00000009694	4	9	11	1	10	5	3	4	6	5	3	6
ENSG00000009709	4	2	4	2	9	2	6	2	0	1	2	1
ENSG00000009724	212	105	107	42	211	150	132	51	180	58	138	53
ENSG00000009765	29	17	20	23	51	21	24	14	31	23	30	21
ENSG00000009780	504	325	458	473	369	295	384	396	444	295	399	526
ENSG00000009790	526	255	351	205	320	206	383	137	325	313	463	236
ENSG00000009830	742	524	685	588	582	568	750	460	649	455	644	676
ENSG00000009844	1230	1040	1464	1503	1025	764	1471	1076	1266	877	1474	1751
ENSG00000009950	88	69	185	102	137	100	175	121	103	41	256	95
ENSG00000009954	3302	2481	3632	3678	2139	1928	3387	2993	2873	1993	3753	5309
ENSG00000010017	1767	1164	1345	1084	1512	1405	1512	1019	1657	1184	1483	1389
ENSG00000010030	10	23	6	3181	20	24	12	2247	29	12	15	4044
ENSG00000010072	527	463	490	437	333	372	478	321	495	345	487	534
ENSG00000010165	933	485	1267	1254	880	422	1401	685	806	481	930	1232
ENSG00000010219	2342	1111	2225	1180	1973	1209	2787	821	2249	1385	2483	1315
ENSG00000010244	7524	7931	6304	8853	5381	6999	6088	6537	7178	6500	5891	11401
ENSG00000010256	5572	4314	5504	5389	4059	4102	5863	3511	5033	4774	4952	5381
ENSG00000010270	1492	2213	1900	1746	1330	1746	2168	1204	1445	1889	1776	1866
ENSG00000010278	14498	12130	23075	6174	13171	9608	24954	3935	13260	12843	18800	3839
ENSG00000010292	2409	754	1710	1313	1419	1096	2004	908	1996	1424	1646	1582
ENSG00000010295	1758	405	1478	1221	1103	570	1547	1056	1424	591	1400	1601
ENSG00000010310	25	10	15	28	33	20	15	24	35	17	13	14
ENSG00000010318	396	127	235	135	307	186	317	112	327	196	267	160
ENSG00000010319	299	28	44	4	52	258	48	1	434	156	17	0
ENSG00000010322	6377	2098	4583	1586	4752	3628	4500	1783	6270	2686	4555	2027
ENSG00000010327	52721	51194	84874	16536	57611	51982	79587	22301	61259	41791	78519	10539
ENSG00000010361	559	185	321	155	314	409	418	117	495	414	312	178
ENSG00000010379	5	3	4	2	4	5	2	2	2	4	0	1
ENSG00000010404	5074	3093	2754	3383	3378	3936	3057	2998	4368	3054	2922	4426
ENSG00000010539	670	945	650	938	570	598	678	772	638	468	618	1205
ENSG00000010610	9607	7264	6030	4323	9308	9133	5948	7000	10401	4114	8717	5240
ENSG00000010626	457	216	300	123	268	283	411	93	378	365	313	113
ENSG00000010671	4596	2353	4148	6427	2994	2592	4555	3999	3974	3349	3789	7449
ENSG00000010704	752	283	642	489	496	445	645	353	654	554	630	452
ENSG00000010803	836	394	417	181	513	527	466	209	605	449	412	227
ENSG00000010810	541	350	709	89	564	349	586	170	423	310	629	164
ENSG00000010818	155	2948	322	1814	229	2390	325	1726	328	1088	326	2413
ENSG00000010932	4	4	4	1	3	7	3	3	5	4	3	2
ENSG00000011007	3118	9231	2777	3625	2260	6121	2722	2636	3362	5684	2635	4935
ENSG00000011009	2050	1831	2805	2165	2333	1640	3252	1669	2223	1457	2642	2310
ENSG00000011021	1616	624	1348	1150	1363	808	1248	1012	1474	651	1248	1710
ENSG00000011028	25	65	56	87	71	161	60	8	183	23	11	61
ENSG00000011052	42	32	45	29	36	26	60	19	33	30	48	30
ENSG00000011083	229	74	400	130	191	93	295	71	141	126	227	148
ENSG00000011105	48	21	11	67	20	52	13	33	59	30	3	79
ENSG00000011114	399	708	523	250	361	630	1126	225	452	295	291	478
ENSG00000011132	668	958	632	644	573	818	705	693	522	759	629	913
ENSG00000011143	457	158	369	232	391	231	474	232	339	247	387	251
ENSG00000011198	2130	1195	1264	1212	1264	963	1465	825	1804	1111	1326	1657
ENSG00000011201	87	31	52	36	69	64	90	27	90	44	50	34
ENSG00000011243	2275	1458	1558	2136	1175	1483	1662	1395	2122	1744	1435	2958
ENSG00000011258	1361	549	911	447	1100	893	1015	423	1359	695	894	539
ENSG00000011260	1651	1294	1986	2427	1158	1272	2157	1532	1647	1461	1964	2747
ENSG00000011275	3008	2380	2929	2309	2493	1811	3038	1899	2877	1717	2810	2723
ENSG00000011295	1406	1059	1002	592	1093	1029	1003	508	1243	941	1023	633
ENSG00000011304	4483	7536	4799	4962	3890	5220	5126	3588	4907	4548	4636	6427
ENSG00000011332	13	3	10	7	25	9	12	6	10	10	22	7
ENSG00000011347	29	11	18	10	16	24	26	8	20	6	14	5
ENSG00000011376	1186	791	2078	1671	1046	721	1829	1108	1140	725	1762	1740
ENSG00000011405	2721	1680	2628	1575	1892	1733	2597	1156	2473	1923	2545	1907
ENSG00000011422	1615	8699	4639	7443	2349	8671	5109	3584	2691	5436	3928	7442
ENSG00000011426	487	322	274	65	387	181	301	58	342	342	284	60
ENSG00000011451	385	551	381	257	465	537	341	312	307	281	406	369
ENSG00000011454	1787	1148	1516	1008	1448	1309	1452	1111	1583	740	1637	1635
ENSG00000011465	84	175	216	160	146	243	166	40	208	70	64	113
ENSG00000011478	361	306	374	336	309	296	437	247	337	300	328	369
ENSG00000011485	884	733	1167	1106	916	728	1292	705	894	840	1016	1129
ENSG00000095713	1470	1024	1206	938	1447	1165	1376	815	1541	728	1207	1134
ENSG00000011566	2369	1412	2949	1369	2162	1348	2977	1108	2585	1076	2521	1725
ENSG00000011590	47	73	77	27	51	57	57	24	50	19	54	33
ENSG00000011600	21413	20357	25931	33335	21464	18568	30126	30990	19560	19058	25201	34248
ENSG00000011638	603	215	325	282	267	315	393	157	346	444	286	365
ENSG00000011677	42	25	16	2	20	58	20	1	73	25	19	2
ENSG00000012048	565	327	625	340	600	326	656	273	451	352	573	377
ENSG00000012061	2069	1507	2364	1277	1931	1670	2602	875	2004	1672	2060	1149
ENSG00000012124	1561	784	1765	461	1284	840	1883	476	1157	987	1665	567
ENSG00000012171	50	28	19	8	25	31	43	4	36	12	33	5
ENSG00000012174	680	337	525	372	816	582	737	308	542	478	395	308
ENSG00000012211	148	141	162	192	141	99	149	203	124	84	169	344
ENSG00000012223	5	6	3	8	2	13	3	1	5	8	4	9
ENSG00000012232	1829	939	2178	2153	1582	857	1913	1995	1569	1027	1940	2555
ENSG00000012504	4	4	2	2	4	2	0	1	2	5	2	2
ENSG00000012660	959	1391	991	2562	672	1131	1011	1686	896	961	827	3078
ENSG00000012779	497	34	495	382	254	392	232	168	815	113	128	192
ENSG00000012817	2982	1834	3483	2538	2195	1909	3355	1894	2932	1694	3005	3187
ENSG00000012822	5266	2176	3146	2292	2832	3227	3316	1529	4399	3901	2993	2817
ENSG00000012963	1737	1042	1473	1171	1307	878	1526	844	1658	1164	1335	1419
ENSG00000012983	894	1038	900	511	744	851	870	398	849	778	826	587
ENSG00000013016	831	198	415	134	600	452	470	93	891	402	441	132
ENSG00000013275	1570	2110	2137	2319	1357	1373	1949	1887	1440	1602	1913	2601
ENSG00000013288	5773	3482	3589	3791	3358	4347	3959	2753	5515	5036	3477	3959
ENSG00000013293	37	33	37	15	58	43	28	21	25	37	27	23
ENSG00000013297	18	13	12	22	21	28	14	3	26	15	6	8
ENSG00000013306	2426	2427	2797	1178	2208	2253	2929	955	2306	2004	2497	1305
ENSG00000013364	2630	3171	3800	12177	2263	2534	3836	8070	3249	2137	3156	13976
ENSG00000013374	2574	1803	1779	5580	1441	1540	1870	3484	2380	1956	1767	8135
ENSG00000013375	1516	1741	1608	1159	1326	1315	1690	883	1306	1152	1515	1521
ENSG00000013392	339	248	269	183	250	190	264	133	286	195	229	220
ENSG00000118004	2755	5149	4064	3487	2941	5024	4502	2461	4588	3768	3490	4069
ENSG00000013503	235	187	425	252	225	163	328	188	253	140	343	268
ENSG00000013523	4023	2549	3697	2630	3130	3449	3911	1960	3293	2637	3709	3573
ENSG00000013561	1838	2084	2330	1889	1625	1465	2482	1338	1838	1672	2316	2190
ENSG00000013563	1926	1409	1845	1188	1390	1401	1789	749	1645	1609	1491	1307
ENSG00000013573	1053	593	1039	946	863	520	1081	731	875	546	904	1330
ENSG00000013583	1097	933	856	1155	1636	1298	1232	843	957	848	652	1193
ENSG00000013588	32	59	48	32	69	53	44	28	26	27	40	35
ENSG00000013619	22	193	25	7	29	120	27	8	21	20	19	11
ENSG00000013725	224	124	395	48	220	194	397	57	165	166	331	55
ENSG00000013810	869	374	725	590	855	491	977	378	751	638	638	605
ENSG00000014123	2469	1630	2520	1450	1534	1233	2445	1197	2448	1787	2323	1892
ENSG00000014138	313	413	557	1795	412	311	540	1181	312	265	437	2178
ENSG00000014164	451	313	267	338	377	367	347	392	297	249	263	429
ENSG00000014216	4403	3157	4339	4715	2923	3118	4536	3311	3753	3224	4028	5713
ENSG00000014257	324	52	91	48	138	166	102	23	266	169	93	49
ENSG00000014641	5885	5371	9596	5841	5517	4453	9781	3918	5654	4958	8607	6059
ENSG00000014824	2899	2326	2636	1587	1899	2125	2771	1170	2481	2441	2474	1859
ENSG00000014914	17	9	16	6	18	16	12	10	11	12	18	20
ENSG00000014919	1661	1007	2099	1690	1385	1071	2206	1182	1637	1227	2032	1790
ENSG00000015133	397	373	539	621	473	244	397	508	423	208	564	1015
ENSG00000015153	503	416	312	354	462	571	357	260	437	411	310	434
ENSG00000015171	2246	1633	1920	1031	1320	1455	1783	886	2032	1486	1850	1210
ENSG00000015285	2173	1067	1403	1515	1760	1307	1534	1524	1714	1272	1657	1831
ENSG00000015475	2034	8494	2252	4327	1740	5676	2227	3816	2043	6298	2195	5144
ENSG00000015479	9710	10447	9393	7095	6631	8130	9524	5548	9480	9079	8858	8858
ENSG00000015520	7	6	20	2	16	6	12	1	5	3	4	0
ENSG00000015532	526	236	436	215	441	342	466	193	473	293	412	265
ENSG00000015568	1802	1767	1679	839	1578	2213	1270	705	1744	1091	1111	563
ENSG00000015592	17	7	8	7	17	15	9	13	13	5	10	14
ENSG00000015676	2994	1505	3055	2153	2542	1790	3216	1600	2766	1853	2792	2265
ENSG00000016391	10	22	19	13	34	29	18	13	24	15	21	18
ENSG00000016490	1	1	1	3	8	1	1	5	3	5	4	5
ENSG00000016602	6	0	3	3	4	6	3	3	4	7	3	3
ENSG00000016864	1326	662	1226	634	841	668	1214	503	1228	699	1191	857
ENSG00000017260	2640	2881	2769	4155	2222	2920	3054	2891	2625	2344	2619	4381
ENSG00000017427	1439	1227	799	1671	1702	2290	1047	2134	3076	909	1095	1765
ENSG00000017483	52	66	118	3293	87	52	104	2955	70	42	100	4651
ENSG00000135597	4116	2644	3930	2533	2821	2449	3911	1936	3819	2268	4053	3416
ENSG00000163820	1781	1958	1772	2601	1283	1567	1745	2783	1379	1444	1613	4086
ENSG00000018236	2	6	7	7	9	6	8	0	2	7	8	5
ENSG00000018280	1531	1446	4372	271	1957	1408	4419	232	2019	1037	3850	170
ENSG00000018408	122	89	229	62	134	83	195	36	165	63	144	83
ENSG00000018510	2270	1818	3125	2781	1885	1485	3027	1970	2385	1244	2766	3347
ENSG00000018610	621	410	457	464	362	371	483	322	559	512	495	502
ENSG00000018625	5	7	8	1	9	9	12	7	5	3	5	7
ENSG00000018699	599	743	722	581	490	465	712	390	624	553	586	532
ENSG00000018869	195	158	175	124	169	120	172	106	191	149	159	181
ENSG00000019144	202	1026	207	216	224	699	213	89	252	336	185	216
ENSG00000019169	11	6	6	3	11	11	8	2	17	7	8	5
ENSG00000019186	6	17	1	1	1	7	1	4	5	6	1	4
ENSG00000019485	166	121	126	286	175	145	135	282	135	87	115	370
ENSG00000019505	3	3	2	1	6	2	2	0	5	2	1	3
ENSG00000019549	10	14	23	28	21	26	16	6	30	11	8	17
ENSG00000019582	10491	13926	9408	61302	11562	22354	12479	51007	26520	7545	7937	63398
ENSG00000115904	151	26	155	163	121	69	145	323	168	62	129	180
ENSG00000019995	2945	1629	1521	1145	1895	1718	1831	884	2940	1462	1569	1468
