Unnamed: 0	GSM2695725	GSM2695726	GSM2695727	GSM2695728	GSM2695729	GSM2695730	GSM2695731	GSM2695732	GSM2695733	GSM2695734	GSM2695735	GSM2695736	GSM2695737	GSM2695738
ENSG00000089486	12	34	19	26	43	22	13	7	215	87	99	142	155	132
ENSG00000089505	39	20	30	47	18	62	33	50	118	109	149	108	100	181
ENSG00000089558	14	9	7	6	5	9	7	3	76	24	17	76	16	82
ENSG00000089597	668	752	931	996	573	591	1069	1136	1844	1020	2897	1928	760	2439
ENSG00000089639	439	386	316	387	374	354	257	390	1875	761	1426	1744	1171	1443
ENSG00000089682	175	237	286	352	217	294	209	323	882	692	701	485	385	749
ENSG00000089685	39	74	226	115	55	37	408	182	19	8	268	48	22	148
ENSG00000089693	133	88	127	122	115	84	132	100	450	201	303	357	249	413
ENSG00000089723	16	8	22	29	6	11	5	19	59	20	41	9	12	35
ENSG00000089737	217	309	333	326	220	499	293	601	1848	658	1571	1042	977	1382
ENSG00000089775	64	95	99	75	142	168	96	80	461	270	149	330	227	143
ENSG00000089818	120	89	110	105	110	115	91	106	214	125	96	145	145	107
ENSG00000089820	273	280	596	554	186	228	559	517	704	536	2336	537	253	1602
ENSG00000089847	15	15	18	25	9	21	28	24	230	213	280	90	37	123
ENSG00000089876	177	176	222	215	183	189	225	229	745	401	357	532	216	341
ENSG00000089902	299	344	384	458	413	330	445	507	2042	1236	1236	902	813	1229
ENSG00000089916	666	890	1048	1110	768	846	789	902	1549	828	1611	1905	1095	2211
ENSG00000090006	33	35	46	40	27	35	45	47	307	189	291	252	125	305
ENSG00000090013	23	38	36	34	32	31	38	30	80	44	57	19	9	19
ENSG00000090020	35	60	74	40	121	54	54	45	1307	614	498	767	349	441
ENSG00000090054	674	642	755	983	702	864	1027	1019	1862	1058	1498	1444	1096	1673
ENSG00000090060	1256	1248	1496	1641	1596	1537	1409	1603	4953	3272	3730	2690	2482	2854
ENSG00000090061	105	141	106	117	253	155	95	83	1360	925	1065	722	814	760
ENSG00000090097	13	10	52	54	14	23	91	74	150	71	251	74	33	269
ENSG00000090104	5428	3476	2140	1442	5343	5070	1244	771	18513	8118	1791	24489	29120	3862
ENSG00000090238	1	15	30	67	22	35	26	54	480	427	475	31	18	77
ENSG00000090263	76	122	135	221	67	143	181	153	176	97	383	206	101	367
ENSG00000090266	113	67	124	121	77	91	129	168	274	157	321	234	147	287
ENSG00000090273	657	547	1071	1072	552	781	1096	1228	3669	2204	4717	1895	1506	3539
ENSG00000090316	279	300	531	517	369	383	548	541	939	553	1397	684	484	968
ENSG00000090339	2006	1936	1042	947	2393	2447	647	854	9076	2181	1905	7801	2796	2129
ENSG00000090372	460	489	608	574	398	450	450	547	1357	710	1290	969	892	1146
ENSG00000090376	269	510	611	810	586	594	607	753	1160	813	1743	1472	1033	1655
ENSG00000090382	92	103	145	169	26	87	165	171	90	21	155	94	34	118
ENSG00000090432	95	85	112	123	99	101	134	138	527	190	236	202	167	263
ENSG00000090447	23	42	85	81	30	49	77	113	251	183	242	36	28	125
ENSG00000090470	174	245	283	332	231	286	341	405	1113	928	821	609	746	853
ENSG00000090487	338	245	219	240	359	392	299	247	703	429	286	401	321	329
ENSG00000090520	2259	1353	1537	1651	1350	1558	1765	2008	3136	2366	5252	3694	1655	4864
ENSG00000090530	127	47	36	9	213	94	30	5	661	140	139	1938	411	204
ENSG00000090554	10	8	13	4	16	8	9	8	64	42	38	46	53	38
ENSG00000090565	36	51	80	53	70	69	86	106	388	215	249	181	102	219
ENSG00000090581	150	103	185	149	256	184	225	193	528	324	396	334	261	398
ENSG00000090612	243	326	368	421	282	394	318	409	466	290	326	488	329	654
ENSG00000090615	991	1337	1480	1947	1034	1573	1634	2066	3739	1775	2850	1794	1023	2758
ENSG00000090621	3477	4826	5770	4882	8555	5637	5784	4750	15963	15635	16416	10723	9914	10545
ENSG00000090659	96	83	137	133	72	42	222	142	112	147	307	80	24	172
ENSG00000090661	11	21	13	23	13	21	21	10	157	71	73	75	16	80
ENSG00000090674	12	39	37	39	61	34	26	27	259	130	180	123	79	144
ENSG00000090686	262	300	539	602	274	404	662	579	2088	1334	2226	1355	823	2136
ENSG00000090776	31	20	116	96	16	25	116	79	114	61	187	63	25	206
ENSG00000090857	145	216	192	203	191	175	205	230	1228	606	623	496	341	466
ENSG00000090861	405	461	720	770	523	723	967	1133	3770	1873	1973	1183	313	1388
ENSG00000090863	846	862	1010	1196	835	793	1145	1224	2827	1672	2891	1557	768	1984
ENSG00000090889	41	91	296	220	44	52	511	288	36	15	363	77	28	268
ENSG00000090905	122	182	198	226	163	217	150	193	975	605	615	311	319	424
ENSG00000090924	149	157	173	228	152	144	167	221	1063	662	917	849	759	934
ENSG00000090932	0	1	1	4	1	3	7	2	14	11	8	7	1	8
ENSG00000090971	14	16	24	14	16	18	20	16	50	27	68	37	31	76
ENSG00000090975	19	50	64	57	36	41	52	49	174	96	210	82	49	149
ENSG00000090989	345	586	616	864	414	621	516	742	1304	698	1047	974	763	1200
ENSG00000091009|	189	284	307	428	203	400	377	445	973	620	568	509	479	602
ENSG00000091039	4073	3528	2808	3200	7737	4418	2025	2702	12081	6632	5197	7677	4364	4242
ENSG00000091073	31	50	32	45	83	55	42	50	592	319	290	241	250	197
ENSG00000091106	27	43	83	66	46	58	82	82	53	32	99	24	14	53
ENSG00000091127	138	133	241	202	78	160	232	186	326	199	255	214	222	350
ENSG00000091129	28	9	19	9	129	53	8	1	179	42	83	163	125	116
ENSG00000091136	97	140	98	118	165	159	73	103	312	246	137	254	509	140
ENSG00000091140	686	868	796	1009	631	859	698	875	1549	843	2064	1903	1047	2170
ENSG00000091157	527	634	530	671	704	723	597	716	1307	826	1058	1021	878	961
ENSG00000091164	2117	1932	2122	2336	2191	2361	2417	2579	5055	3078	3425	3684	3603	4127
ENSG00000091181	2	9	4	4	0	1	6	6	7	3	1	1	4	0
ENSG00000091262	34	45	38	29	28	41	21	44	220	149	218	76	54	57
ENSG00000091317	1405	1748	2266	3001	1126	1484	2478	2537	1924	1134	2854	2322	2021	3425
ENSG00000091409	802	2312	2131	2996	725	1219	1767	2270	1632	522	5028	2837	175	6190
ENSG00000091428	8	0	0	3	1	3	1	4	75	14	10	13	6	6
ENSG00000091436	980	912	1136	733	1028	994	867	841	145	83	324	316	144	486
ENSG00000091483	346	405	534	634	391	414	683	640	438	381	704	502	304	779
ENSG00000091490	137	146	125	288	176	148	208	296	618	294	476	405	168	331
ENSG00000091513	112	233	165	236	140	141	130	160	185	109	171	106	86	127
ENSG00000091527	4605	4183	4362	4178	4293	4625	4304	4427	7470	2995	4621	5769	4580	6636
ENSG00000091536	8	7	6	7	12	11	5	4	36	19	15	22	9	17
ENSG00000091542	558	496	667	686	579	531	853	800	1833	892	899	1173	838	943
ENSG00000091592	6	20	22	10	4	6	11	23	279	122	217	80	21	81
ENSG00000091622	6	4	7	19	2	7	14	2	118	48	154	32	12	169
ENSG00000091640	312	307	451	477	283	354	392	411	822	248	1517	874	562	1362
ENSG00000091651	109	139	234	162	147	159	344	243	370	255	631	290	218	423
ENSG00000091656	8	8	6	6	15	11	8	5	9	6	2	12	8	5
ENSG00000091732	64	54	41	81	38	60	88	82	147	59	103	115	153	127
ENSG00000091831	23	9	16	2	12	20	3	7	67	10	3	23	42	11
ENSG00000091844	41	84	76	97	40	67	77	79	111	119	44	26	52	42
ENSG00000091879	30	32	33	30	44	25	21	36	15	13	6	9	16	14
ENSG00000091947	229	164	266	254	155	215	277	294	382	285	521	239	241	351
ENSG00000091986	40	72	81	36	70	106	53	50	55	20	26	35	35	25
ENSG00000092010	1251	857	768	811	526	1169	727	962	2131	857	2195	1282	1172	1317
ENSG00000092020	495	369	386	430	393	388	341	422	1102	676	754	663	652	684
ENSG00000092036	186	139	215	180	97	168	244	254	585	326	491	267	225	358
ENSG00000092051	6	8	3	8	0	4	1	4	3	1	11	3	7	5
ENSG00000092067	13	4	0	13	5	2	8	7	8	2	20	5	9	9
ENSG00000092068	6	6	11	9	3	9	16	6	36	55	175	4	6	63
ENSG00000092094	115	169	223	273	125	147	210	299	284	189	589	410	261	908
ENSG00000092098	243	140	178	143	148	172	147	164	1145	714	558	524	516	594
ENSG00000092108	509	642	671	948	479	672	508	651	1292	488	1016	1054	691	1191
ENSG00000092140	95	159	235	249	188	170	278	190	331	263	279	166	177	258
ENSG00000092148	1124	1802	2168	2934	2424	2029	2147	2486	5061	2582	3799	2384	1668	3063
ENSG00000092199	3873	4583	5118	5834	3733	5799	6337	7961	10056	6382	9119	5725	6924	8142
ENSG00000092200	7	8	8	11	0	6	6	9	14	16	21	11	6	15
ENSG00000092201	1406	1830	3148	3593	984	2174	3001	3148	3581	2595	6756	3522	2223	7532
ENSG00000092203	390	344	299	429	376	382	409	499	1364	666	1049	1036	999	929
ENSG00000092208	16	23	19	33	20	38	44	52	88	46	63	51	29	61
ENSG00000092295	2	4	4	2	2	3	1	2	10	8	3	7	8	5
ENSG00000092330	185	66	119	127	155	114	75	101	381	194	235	401	332	232
ENSG00000092421	14	55	47	32	22	35	30	37	108	55	62	58	61	59
ENSG00000092439	1345	1555	1308	1673	1627	1999	1245	1726	5595	2807	2184	2607	1679	2000
ENSG00000092445	19	25	51	38	35	32	58	51	127	57	90	58	50	84
ENSG00000092470	45	115	225	370	87	117	439	513	62	29	469	87	36	328
ENSG00000092529	16	48	50	80	32	37	50	62	237	187	218	158	146	166
ENSG00000092531	542	609	847	913	417	613	962	1005	1998	1496	2720	1393	658	1926
ENSG00000092607	39	27	30	29	79	62	34	28	773	486	218	437	511	161
ENSG00000092621	54	79	124	110	48	93	136	246	1008	599	596	115	39	206
ENSG00000092758	1	0	4	10	0	4	14	8	39	27	39	11	9	21
ENSG00000092820	1664	1316	2133	2768	1264	2143	2327	2629	8591	3977	7522	4649	3955	5165
ENSG00000092841	3568	2653	5191	3896	2167	2939	5101	5396	5248	2062	9319	4669	3544	10265
ENSG00000092847	190	350	511	547	232	297	412	448	1348	658	1585	758	321	891
ENSG00000092850	4	4	2	0	3	3	2	0	23	5	6	4	5	7
ENSG00000092853	85	179	450	712	191	202	715	740	147	98	1563	197	122	768
ENSG00000092871	21	30	25	18	72	33	35	32	224	168	119	62	34	66
ENSG00000092929	47	53	66	69	90	64	76	79	270	122	197	278	154	218
ENSG00000092931	105	107	159	147	171	121	162	174	407	223	250	254	174	254
ENSG00000092964	1652	2997	3847	3304	1380	2634	4502	3165	2581	1204	2379	3872	3191	4911
ENSG00000092969	69	123	183	193	37	36	129	159	9	5	7	10	8	15
ENSG00000092978	361	384	480	519	427	478	464	458	738	463	531	401	384	509
ENSG00000093000	750	687	1178	1170	850	889	1403	1206	2872	1733	2485	1407	1143	2024
ENSG00000093009	58	62	294	366	88	90	471	414	33	18	592	90	43	435
ENSG00000093010	1021	844	991	1019	638	989	1058	1257	1868	854	2953	1182	802	1931
ENSG00000093072	26	13	8	31	38	14	18	13	221	154	84	58	60	34
ENSG00000093144	544	542	831	886	440	687	739	785	2238	1342	2319	1333	1205	2141
ENSG00000093167	675	646	605	782	802	911	553	640	1938	1436	2220	843	855	1342
ENSG00000093183	126	169	272	230	257	235	335	312	471	278	376	500	340	421
ENSG00000093217	11	35	61	56	60	45	42	71	109	69	205	79	30	149
ENSG00000094631	153	113	122	100	177	106	125	152	861	402	570	553	406	467
ENSG00000094661	51	51	32	49	55	28	22	35	24	21	16	24	33	27
ENSG00000094804	66	97	221	326	104	95	511	474	192	58	603	136	50	471
ENSG00000094841	140	153	131	160	113	137	143	221	421	263	305	230	143	257
ENSG00000094880	270	257	389	458	282	389	528	489	425	329	707	499	367	694
ENSG00000094914	86	88	122	102	55	122	175	166	638	467	751	539	583	887
ENSG00000094916	380	620	1324	1343	524	615	1723	1362	1569	975	3016	1279	617	2215
ENSG00000094975	558	379	497	574	457	472	371	465	2021	821	995	1172	729	1306
ENSG00000095002	61	113	185	289	96	109	378	349	452	262	633	339	131	668
ENSG00000095015	278	427	711	1082	327	442	898	1173	1690	920	1121	541	653	786
ENSG00000095059	139	122	189	200	175	163	241	188	349	211	447	327	279	463
ENSG00000095066	20	54	92	58	42	63	83	54	521	243	435	372	264	466
ENSG00000095110	3	3	4	4	2	3	0	7	1	0	7	5	2	3
ENSG00000095139	3644	3682	3649	4730	3064	4201	3788	4706	8103	3886	5562	4873	3453	5086
ENSG00000095203	3	4	10	5	6	0	3	6	19	13	27	5	5	41
ENSG00000095209	206	127	170	163	297	192	220	199	1376	1069	635	320	306	236
ENSG00000095261	51	40	51	36	43	54	49	84	129	70	65	117	94	117
ENSG00000095303	1077	1089	1249	1110	720	1179	1229	1044	5954	1638	4957	7555	2982	6854
ENSG00000095319	434	419	571	485	592	514	535	444	897	471	1000	1093	581	1265
ENSG00000095321	180	142	174	180	167	101	146	136	411	274	403	165	81	258
ENSG00000095370	4	2	15	11	1	12	24	12	39	33	86	22	9	34
ENSG00000095380	598	435	421	529	458	554	436	699	2200	870	1373	955	799	711
ENSG00000095383	91	121	37	71	278	135	39	91	804	473	114	492	322	89
ENSG00000095397	62	74	41	46	63	94	21	32	1301	711	370	546	768	353
ENSG00000095464	27	51	21	46	41	44	4	34	20	10	24	11	13	14
ENSG00000095485	157	103	143	116	106	117	159	165	230	150	193	179	135	203
ENSG00000095539	8	5	6	13	4	11	10	13	36	11	21	27	12	29
ENSG00000095564	1582	1791	1523	1714	1248	1922	1440	1765	2958	2044	2718	3665	3524	3129
ENSG00000095574	29	69	111	94	92	103	84	68	700	406	381	268	277	282
ENSG00000095585	18	38	24	23	34	57	15	31	146	91	35	39	73	13
ENSG00000095587	6	27	11	14	24	19	15	7	74	21	20	52	24	11
ENSG00000095627	7	22	12	21	15	11	4	11	9	4	9	5	10	8
ENSG00000095637	0	10	12	5	5	4	8	4	98	49	43	39	29	31
ENSG00000095752	143	5	10	0	77	22	5	0	19	6	4	21	11	3
ENSG00000095787	1001	1119	1261	1590	1124	1391	1286	1630	5495	3250	3313	2485	2772	2450
ENSG00000095794	358	131	115	78	542	278	133	102	1407	761	321	1287	1466	192
ENSG00000095906	70	59	97	97	62	86	132	101	153	85	122	85	64	152
ENSG00000095951	63	156	146	154	215	147	102	105	562	344	247	324	400	189
ENSG00000095970	296	208	325	378	125	202	450	424	200	130	625	198	98	591
ENSG00000096060	1266	1049	3364	1276	374	845	1814	735	8240	3993	3320	3904	1630	3429
ENSG00000096063	591	634	1256	1053	660	770	1378	1210	1728	1070	1824	853	573	1233
ENSG00000096070	153	162	147	143	328	124	152	131	2067	879	1069	869	677	710
ENSG00000096080	280	273	255	340	184	307	311	353	1077	419	761	576	400	701
ENSG00000096092	27	29	54	54	18	37	97	87	121	105	149	48	51	93
ENSG00000096093	60	125	140	177	62	97	118	121	137	149	185	87	82	176
ENSG00000231500	5	12	13	12	7	17	16	19	23	3	26	26	21	41
ENSG00000204463	54	134	29	27	51	26	22	92	148	46	183	93	86	249
ENSG00000204394	7	8	11	2	1	0	2	2	5	1	14	9	6	11
ENSG00000096384	16413	16759	21688	19730	12488	17845	22305	21251	46932	24888	57475	41129	32626	54048
ENSG00000096401	16001	5788	5238	6101	5630	5982	9250	8052	4634	2581	4260	3444	3142	3968
ENSG00000096433	98	63	78	33	356	105	78	68	1154	466	320	341	112	156
ENSG00000096654	21	16	65	76	24	51	43	55	133	75	90	52	57	87
ENSG00000096717	291	299	293	255	342	285	310	278	915	529	525	412	365	421
ENSG00000096746	278	281	485	470	271	413	320	325	2896	3106	3383	2538	3775	3982
ENSG00000096872	274	241	248	246	192	290	176	264	922	809	690	642	682	679
ENSG00000096968	1906	1549	971	1225	799	1784	808	1172	5545	3193	2233	2931	3811	1994
ENSG00000096996	42	33	34	29	34	49	41	41	201	121	73	77	151	57
ENSG00000097007	158	131	231	220	212	200	196	192	1066	569	684	380	304	495
ENSG00000097021	15	10	56	50	24	17	49	28	189	92	205	85	39	170
ENSG00000097033	2967	2497	2433	2947	2284	2554	2478	2786	5857	2151	3702	4788	3449	5450
ENSG00000097046	54	79	244	196	68	85	271	273	246	170	472	201	130	453
ENSG00000097096	18	17	10	14	13	18	22	15	181	83	41	26	21	37
ENSG00000099139	41	96	98	76	70	56	34	34	664	725	1300	913	448	1588
ENSG00000099194	504	283	632	375	456	480	822	438	5755	1367	1142	3225	897	948
ENSG00000099203	30	18	25	36	16	29	19	32	120	64	48	60	32	63
ENSG00000099219	674	1246	1335	1811	600	869	1372	2152	1400	861	2156	1212	707	2009
ENSG00000099246	641	525	540	660	577	678	541	595	1378	885	1037	853	1162	937
ENSG00000099250	2628	2239	2038	2425	3093	2747	1609	2137	6559	2811	5174	5565	2482	5172
ENSG00000099251	3	3	4	3	5	7	5	13	39	13	14	38	22	20
ENSG00000099256	1	1	0	0	1	3	10	1	11	3	8	6	7	3
ENSG00000099260	7	1	7	4	6	5	1	8	10	3	3	3	3	2
ENSG00000099282	8	14	8	8	4	4	3	4	10	8	18	2	4	7
ENSG00000099284	18	39	43	31	51	41	30	25	78	48	72	50	32	73
ENSG00000099290	756	787	566	851	696	1016	525	663	4412	2463	1650	1448	1427	1086
ENSG00000099308	69	52	72	92	127	67	88	93	877	669	467	362	399	390
ENSG00000099326	23	53	69	56	57	48	53	63	206	129	213	183	127	260
ENSG00000099330	10	12	5	15	6	14	18	12	180	85	109	38	23	60
ENSG00000099331	1252	1620	1302	1379	2433	1915	1164	1313	14699	6399	7693	7191	4437	6192
ENSG00000099337	89	121	165	202	77	137	127	167	483	357	550	238	294	315
ENSG00000099338	5	11	15	4	8	6	3	3	62	22	28	22	19	18
ENSG00000099341	1116	801	1114	1190	833	905	1075	1091	1354	644	1629	1316	750	1509
ENSG00000099364	199	199	277	250	250	186	241	294	776	366	910	441	329	544
ENSG00000099365	10	8	11	12	16	9	8	17	46	35	51	45	18	34
ENSG00000099377	80	34	70	48	79	51	59	46	312	138	130	201	111	129
ENSG00000099381	49	103	76	55	94	72	56	45	1313	759	1074	619	521	934
ENSG00000099385	61	50	95	101	53	58	118	120	163	51	177	106	33	166
ENSG00000099399	239	363	312	553	323	382	445	549	361	181	327	736	384	746
ENSG00000099617	10	4	4	9	8	4	9	4	13	9	10	11	23	8
ENSG00000099622	474	375	513	559	387	338	533	485	1352	828	1347	1319	893	2083
ENSG00000099624	104	93	144	116	79	106	118	121	620	315	1331	380	255	796
ENSG00000099625	2	8	5	1	15	7	1	2	107	40	29	70	34	35
ENSG00000099715	3	12	3	12	16	9	19	10	21	13	39	12	0	18
ENSG00000099725	36	49	64	29	35	51	65	45	206	104	86	158	101	117
ENSG00000099783	1140	1493	1695	2522	1059	1736	1662	1921	3949	3022	8749	5841	5862	8891
ENSG00000099785	59	30	51	52	64	47	65	67	96	65	105	53	22	66
ENSG00000099795	110	104	197	160	78	139	156	188	178	63	300	187	92	293
ENSG00000099797	138	132	140	268	75	127	236	227	410	435	850	257	152	456
ENSG00000099800	141	127	178	156	59	133	176	178	159	114	253	143	164	267
ENSG00000099804	116	100	227	210	130	127	271	240	507	261	523	258	186	408
ENSG00000099810	30	61	45	43	47	34	28	27	42	17	26	24	23	24
ENSG00000099814	118	114	164	186	133	77	162	158	469	310	556	324	225	494
ENSG00000099817	359	307	374	440	315	373	387	423	896	576	786	525	441	789
ENSG00000099821	155	146	215	201	96	161	200	161	557	361	634	450	288	635
ENSG00000099822	7	13	39	35	26	16	23	25	194	186	168	41	13	54
ENSG00000099840	2	2	5	0	1	3	3	2	14	13	6	9	8	5
ENSG00000099849	9	0	12	23	2	3	38	26	30	8	8	15	0	54
ENSG00000099860	147	127	50	92	120	251	84	142	1636	966	198	1047	4036	240
ENSG00000099864	4	5	14	10	8	8	9	10	77	58	58	8	5	31
ENSG00000099866	2	3	1	0	5	1	0	1	16	9	16	3	5	3
ENSG00000099875	266	132	234	239	459	243	203	268	1109	592	504	409	431	296
ENSG00000099889	0	2	2	6	2	5	4	8	8	9	15	12	2	12
ENSG00000099899	202	194	299	287	199	246	330	364	462	291	528	370	243	576
ENSG00000099901	495	357	861	848	279	481	1056	950	678	396	1355	767	481	1663
ENSG00000099904	23	13	33	39	10	17	35	46	158	86	214	141	96	226
ENSG00000099910	56	30	44	84	38	49	37	72	119	71	97	79	45	105
ENSG00000099917	370	289	282	282	426	283	286	291	4057	1454	2353	2384	1610	2269
ENSG00000099937	5	9	3	8	11	8	9	8	5	3	3	8	0	4
ENSG00000099940	313	343	370	496	299	390	502	462	2203	1256	2467	1138	832	1698
ENSG00000099942	425	479	522	567	583	547	694	790	2517	1063	1231	974	761	895
ENSG00000099949	143	167	193	234	159	234	200	198	1140	714	669	488	360	584
ENSG00000099954	27	15	6	13	21	30	9	13	292	201	45	69	90	27
ENSG00000099956	60	37	60	47	37	27	23	73	175	11	163	121	61	92
ENSG00000099968	1044	602	439	563	678	992	573	621	3315	1802	1350	1847	1978	1085
ENSG00000099974	14	0	24	18	20	0	11	21	37	21	20	37	33	39
ENSG00000099977	35	29	53	42	41	35	33	54	87	23	78	90	49	100
ENSG00000099985	4	11	7	4	30	19	9	9	1	2	8	17	10	3
ENSG00000099991	89	129	229	239	141	123	246	336	1030	543	1025	423	216	801
ENSG00000099992	39	24	18	22	34	35	27	23	86	55	81	68	32	74
ENSG00000099995	337	407	540	664	558	454	473	517	4118	1981	3790	1814	1520	2401
ENSG00000099998	2	8	2	2	2	7	1	4	17	8	12	5	10	5
ENSG00000099999	15	30	18	38	29	23	33	54	89	37	81	80	37	76
ENSG00000100003	154	40	55	63	115	96	79	47	247	50	186	620	58	452
ENSG00000100014	286	392	557	657	405	508	572	625	1304	1155	1785	785	565	1102
ENSG00000100023	109	157	191	230	121	196	191	184	459	252	609	587	318	675
ENSG00000100024	12	7	2	8	6	11	5	3	25	7	5	16	7	11
ENSG00000100027	1	0	11	8	4	6	5	1	27	7	25	1	9	14
ENSG00000100028	634	500	987	961	459	729	1260	1106	809	594	1827	756	559	1654
ENSG00000100029	764	804	1255	1166	518	919	1103	1206	1130	935	2049	1136	1010	2234
ENSG00000100030	839	828	1228	1269	933	860	1298	1101	1377	874	1176	1147	781	1432
ENSG00000100031|	16	14	19	22	55	0	39	34	243	124	307	180	72	134
ENSG00000100033	6	2	5	7	4	4	7	3	22	25	11	9	12	14
ENSG00000100034	184	295	615	587	202	326	569	607	595	311	1129	533	277	943
ENSG00000100036	24	25	57	33	12	23	34	29	16	6	25	15	14	27
ENSG00000100038	70	86	82	110	103	90	73	170	373	199	278	202	174	221
ENSG00000100055	1046	921	1034	1093	678	1063	941	1305	2016	997	1902	1487	1814	2571
ENSG00000100056	79	32	34	84	79	74	56	77	376	217	244	197	187	226
ENSG00000100058	44	39	26	60	39	62	49	56	174	77	165	143	123	167
ENSG00000100060	27	13	27	31	20	18	27	30	11	14	15	9	15	20
ENSG00000100065	22	31	28	25	31	34	9	39	57	46	44	37	98	57
	2	11	1	12	9	15	4	10	55	14	62	11	14	52
ENSG00000100075	95	76	157	157	99	117	190	207	291	147	267	194	102	213
ENSG00000100077	50	135	192	225	97	143	126	233	333	274	356	110	107	185
ENSG00000100083	251	216	217	222	301	270	233	213	601	458	489	738	636	612
ENSG00000100084	390	453	287	293	330	514	340	471	1935	1126	801	1077	1094	769
ENSG00000100092	194	224	210	221	237	212	180	173	993	491	981	758	606	1193
ENSG00000100097	1248	892	1296	1507	671	1169	1477	1570	1717	578	1880	2043	1289	2608
ENSG00000100099	110	134	144	181	149	158	175	146	783	329	445	478	299	404
ENSG00000100100	7	16	14	10	12	17	9	23	166	84	101	74	16	20
ENSG00000100104	62	117	116	101	76	94	141	124	356	216	316	189	126	249
ENSG00000100105	30	46	58	70	28	47	61	62	229	168	225	103	94	173
ENSG00000100106	231	216	472	431	217	225	378	453	680	378	1257	622	331	1086
ENSG00000100109	346	338	451	543	466	491	473	649	1786	766	1090	827	671	1051
ENSG00000100116	17	13	26	23	10	5	21	12	36	13	29	16	6	31
ENSG00000100122	18	6	6	13	15	5	19	16	13	7	38	21	15	42
ENSG00000100124	79	51	68	106	70	81	124	101	289	201	293	118	103	204
ENSG00000100129	1068	1313	1809	2316	867	1300	1899	2208	1620	1011	3824	2479	1218	3702
ENSG00000100138	376	225	422	357	203	254	525	440	709	322	796	483	359	770
ENSG00000100139	378	329	393	262	366	233	290	244	1522	628	1089	709	331	579
ENSG00000100142	142	55	164	163	98	111	206	155	349	170	531	209	167	431
ENSG00000100147	152	118	128	116	176	154	144	193	929	505	486	364	243	382
ENSG00000100150	127	91	99	123	138	113	146	140	389	275	268	195	193	239
ENSG00000100151	76	119	179	199	86	103	192	183	211	98	414	242	115	561
ENSG00000100154	86	124	41	98	347	182	76	89	846	329	492	440	334	413
ENSG00000100156	3	6	15	3	4	3	4	5	13	13	60	36	14	117
ENSG00000100162	16	14	28	35	22	19	51	45	9	6	41	8	7	27
ENSG00000100167	50	34	16	38	33	36	35	28	165	184	138	27	20	40
ENSG00000100181	128	191	219	188	176	164	139	229	400	330	438	272	305	477
ENSG00000100196	24	24	37	51	6	24	40	46	34	16	34	23	10	46
ENSG00000100201	2811	3805	4120	4920	4075	4970	4919	6089	9309	5130	7571	10183	10300	10714
ENSG00000100207	89	155	119	237	93	91	300	119	433	125	198	98	16	189
ENSG00000100209	43	39	36	23	41	37	28	40	161	99	68	75	72	69
ENSG00000100211	13	23	38	47	31	39	54	56	210	125	214	63	40	116
ENSG00000100216	295	341	454	514	201	308	635	640	343	223	549	340	310	661
ENSG00000100219	741	387	398	494	541	536	405	524	2811	1198	1584	1163	715	907
ENSG00000100220	1454	868	450	538	610	1281	528	825	2358	1023	922	2534	2516	997
ENSG00000100221	187	152	245	223	335	222	329	205	1509	711	668	1411	759	645
ENSG00000100225	459	398	353	456	366	481	441	439	1691	833	836	1097	1177	908
ENSG00000100226	695	534	291	275	601	620	350	424	2229	911	720	1957	1813	865
ENSG00000100227	287	223	280	361	308	326	335	396	973	383	662	721	597	817
ENSG00000100234	414	649	540	1265	1010	651	458	1286	3432	839	4004	5682	4800	7126
ENSG00000100239	381	319	410	400	443	334	372	408	1183	497	924	957	535	997
ENSG00000100241	329	329	503	437	547	389	535	546	1351	700	1381	860	635	1068
ENSG00000100242	1121	1092	1980	1980	745	962	1651	1774	5052	2535	5270	3382	1408	5325
ENSG00000100243	248	194	317	280	246	218	255	281	1798	906	1686	1364	857	1644
ENSG00000100246	45	28	40	49	45	40	50	67	138	101	183	50	56	150
ENSG00000100258	85	25	48	71	46	30	89	44	201	104	127	136	135	148
ENSG00000100263	44	56	37	36	62	52	30	24	216	110	95	101	100	94
ENSG00000100266	1226	1606	1947	2064	1172	1826	1783	2080	4850	2556	5546	3920	2440	6069
ENSG00000100271	15	22	44	47	13	31	52	31	84	96	137	54	20	91
ENSG00000100276	0	3	2	9	1	3	2	2	9	7	8	21	9	17
ENSG00000100280	476	357	521	509	411	403	549	493	851	433	1584	1061	514	1260
ENSG00000100281	191	268	331	447	267	229	324	380	770	392	906	571	409	844
ENSG00000100284	571	439	376	465	914	649	322	420	2141	1179	1461	1308	620	882
ENSG00000100285	107	83	134	177	71	99	220	125	1519	753	1398	683	335	1050
ENSG00000100288	100	91	65	91	73	108	86	120	388	171	315	391	301	426
ENSG00000100290	21	26	49	58	7	26	55	91	107	77	118	52	67	151
ENSG00000100292	505	451	125	147	2609	1179	181	226	2145	1054	708	1472	2920	295
ENSG00000100294	32	24	69	48	21	52	61	66	104	50	80	39	56	117
ENSG00000100296	250	296	512	585	247	355	468	500	801	440	945	423	290	628
ENSG00000100297	324	260	551	560	256	360	790	905	485	212	1063	589	212	954
ENSG00000100299	36	42	53	33	45	25	35	25	216	189	228	169	142	159
ENSG00000100300	72	80	99	98	45	66	146	97	100	45	113	83	51	124
