Unnamed: 0	GSM2695725	GSM2695726	GSM2695727	GSM2695728	GSM2695729	GSM2695730	GSM2695731	GSM2695732	GSM2695733	GSM2695734	GSM2695735	GSM2695736	GSM2695737	GSM2695738
ENSG00000167601	582	287	91	131	350	340	104	165	1173	520	165	1514	1463	720
ENSG00000167604	24	29	25	37	55	45	31	32	47	32	50	96	150	64
ENSG00000167613	121	98	91	138	160	151	160	204	214	159	282	233	423	188
ENSG00000167614	6	9	8	3	10	2	3	1	9	7	19	8	16	3
ENSG00000167615	25	16	11	2	1	11	29	5	190	250	522	383	332	430
ENSG00000167619	2	2	3	9	4	7	2	9	22	9	7	13	4	11
ENSG00000167625	55	64	70	68	41	66	72	84	406	163	344	143	111	206
ENSG00000167632	137	129	94	121	118	118	142	133	339	180	400	192	75	270
ENSG00000167635	700	1034	1084	1526	639	1177	956	1558	4755	3028	3212	1690	2053	2602
ENSG00000167637	53	64	68	104	44	100	60	125	196	131	88	109	94	119
ENSG00000167642	2	5	7	3	7	4	5	0	36	18	24	23	9	26
ENSG00000167645	51	15	34	39	22	17	52	45	73	54	79	45	26	65
ENSG00000167654	1	7	7	2	6	1	1	5	9	2	1	2	5	3
ENSG00000167657	198	167	162	210	210	260	193	216	958	328	456	472	371	416
ENSG00000167658	5816	7345	9340	11780	5211	6801	7855	10360	13377	5569	18018	17928	9045	19365
ENSG00000167670	106	123	370	442	178	215	522	564	503	231	1591	884	228	1167
ENSG00000167671	246	204	309	293	256	227	256	232	1447	557	1135	990	425	1010
ENSG00000167674	231	192	326	408	302	279	337	396	1736	690	1822	1274	650	1487
ENSG00000167676	10	5	7	4	5	8	3	4	25	14	25	51	13	17
ENSG00000167680	11	12	2	2	108	24	10	9	33	22	22	11	20	19
ENSG00000167685	39	50	44	47	41	37	37	74	240	137	197	172	136	220
ENSG00000167693	109	80	102	177	92	101	128	133	1062	421	534	670	389	739
ENSG00000167695	10	4	20	17	3	16	21	27	31	13	10	29	11	27
ENSG00000167699	327	399	596	586	335	506	760	674	1184	676	1345	894	527	1218
ENSG00000167700	8	16	9	15	5	10	32	26	15	12	17	19	11	23
ENSG00000167701	5	6	8	8	1	14	8	17	21	7	31	12	5	26
ENSG00000167702	17	32	39	34	17	36	40	44	306	261	469	160	194	366
ENSG00000167703	169	114	74	96	410	282	23	63	587	381	410	460	734	71
ENSG00000167705	91	39	38	29	66	60	29	29	213	115	122	122	92	81
ENSG00000167711	0	1	4	2	1	2	1	3	14	29	17	8	2	6
ENSG00000167716	135	221	166	209	176	235	156	187	994	696	510	512	469	496
ENSG00000167720	24	18	33	19	19	32	40	34	104	69	109	68	42	82
ENSG00000167721	549	510	664	688	359	639	839	786	1035	631	899	965	795	1367
ENSG00000167723	1	11	15	14	14	16	14	21	130	46	74	78	38	67
ENSG00000167733	0	8	4	4	6	4	5	0	14	14	5	7	5	3
ENSG00000167740	20	35	31	47	27	30	34	57	102	52	182	105	31	112
ENSG00000167741	4	4	5	2	2	5	4	3	8	6	2	2	2	1
ENSG00000167747	84	45	129	108	54	55	139	143	224	82	146	148	75	227
ENSG00000167749	3	1	1	0	3	3	3	4	4	1	7	8	4	10
ENSG00000167751	20	59	15	8	54	17	4	8	10	3	2	6	11	4
ENSG00000167757	0	7	0	1	1	2	1	1	2	4	3	4	4	1
ENSG00000167766	244	261	214	267	180	310	198	305	780	703	690	487	489	529
ENSG00000167767	5	7	11	2	2	7	12	2	5	6	15	4	1	5
ENSG00000167770	217	131	182	232	126	162	242	227	426	239	350	371	326	405
ENSG00000167771	1	4	10	12	0	2	12	13	37	18	31	11	6	27
ENSG00000167772	68	49	24	34	59	53	12	18	312	27	9	408	36	35
ENSG00000167775	12	10	16	15	9	15	25	18	57	39	45	30	18	35
ENSG00000167778	195	168	240	282	170	201	253	238	729	538	643	470	375	674
ENSG00000167779	2	3	4	1	6	5	3	1	9	0	8	4	1	2
ENSG00000167785	26	29	30	42	31	43	38	42	120	25	51	79	28	81
ENSG00000167792	378	449	660	658	337	477	705	769	912	404	1452	908	414	1419
ENSG00000167797	53	20	53	50	28	32	51	59	368	137	259	153	56	242
ENSG00000167807	0	5	13	6	5	15	15	5	14	6	12	10	15	43
ENSG00000167815	103	148	235	228	95	141	348	255	311	118	667	327	82	460
ENSG00000167840	25	30	72	59	41	52	75	47	152	141	101	72	70	99
ENSG00000167842	66	80	68	96	80	88	113	123	456	289	290	234	148	222
ENSG00000167850	78	99	83	106	35	115	106	163	308	116	271	304	135	478
ENSG00000167851	326	283	279	466	318	412	249	498	3012	1235	1537	1064	891	1366
ENSG00000167862	161	124	205	205	88	119	202	224	396	184	402	317	215	448
ENSG00000167863	384	467	703	734	271	517	695	746	982	585	2406	836	604	1681
ENSG00000167880	0	2	2	4	0	3	3	7	3	6	17	3	2	5
ENSG00000167881	215	229	280	333	297	293	308	298	2377	964	2095	1427	1009	1655
ENSG00000167895	8	16	13	25	15	17	25	21	62	48	111	63	37	59
ENSG00000167900	25	43	116	93	27	45	160	117	27	12	153	38	20	94
ENSG00000167904	110	99	137	143	112	129	163	160	468	278	309	237	168	240
ENSG00000167914	3	2	2	7	1	1	2	0	2	2	3	0	1	1
ENSG00000167920	18	27	33	33	17	22	23	15	44	32	22	40	30	48
ENSG00000167925	60	66	82	94	35	59	76	93	266	149	261	120	86	170
ENSG00000167930	76	70	85	70	76	67	123	95	286	199	385	186	106	291
ENSG00000167962	142	134	265	248	166	151	264	268	902	485	1109	543	397	893
ENSG00000167964	8	2	10	26	8	8	11	6	7	7	7	3	7	5
ENSG00000167965	81	69	102	167	56	103	178	173	447	201	447	216	166	355
ENSG00000167967	131	119	179	168	108	163	176	197	603	296	592	313	287	594
ENSG00000167968	5	3	0	2	2	4	5	3	18	5	11	12	11	24
ENSG00000167969	48	15	47	48	44	25	41	27	241	98	153	55	31	117
ENSG00000167972	34	28	93	79	44	26	128	72	223	133	255	110	29	242
ENSG00000167977	282	166	280	259	275	266	283	333	1940	722	757	818	720	720
ENSG00000167978	704	1219	1374	1036	1531	862	909	994	11662	6834	11365	9879	7571	11463
ENSG00000167981	115	98	170	162	72	161	170	175	274	209	174	187	209	277
ENSG00000167984	3	2	12	18	7	2	20	12	41	25	103	14	11	49
ENSG00000167985	63	45	100	81	78	59	85	86	116	170	99	77	125	98
ENSG00000167986	1226	1546	1655	1960	1805	1697	1785	2025	2229	1235	2857	2326	1171	2530
ENSG00000167987	83	118	112	133	144	120	97	130	558	247	355	434	293	384
ENSG00000167992	3	1	0	2	1	3	1	0	29	11	14	17	8	12
ENSG00000167994	8	20	36	17	38	18	14	18	287	143	96	41	43	25
ENSG00000167995	142	133	59	93	208	191	49	95	301	165	129	253	215	119
ENSG00000167996	5539	5388	2524	2055	17301	10227	1268	1362	71450	25740	13922	60431	43147	15020
ENSG00000168000	14	24	18	17	9	36	19	30	88	18	38	39	35	44
ENSG00000168002	112	84	100	96	76	101	140	120	315	109	219	155	91	247
ENSG00000168003	827	617	475	674	1286	916	552	740	11263	4229	2835	2165	1679	1171
ENSG00000168005	154	70	153	97	152	104	157	117	818	263	472	343	293	329
ENSG00000168010	28	82	50	53	26	42	61	57	145	165	378	168	138	307
ENSG00000168014	234	213	233	206	287	202	237	275	999	529	544	465	357	608
ENSG00000168016	1220	704	392	277	692	923	359	433	8170	3403	1186	3569	2493	785
ENSG00000168026	58	43	16	12	60	37	21	35	186	162	39	78	68	50
ENSG00000168028	1043	1103	1272	1779	651	1170	1840	2167	1456	593	2508	1936	1157	2821
ENSG00000168036	2102	2009	1715	1864	2691	2366	1785	1856	4786	3205	2268	6429	7536	2530
ENSG00000168038	91	45	77	92	67	59	72	100	91	47	58	57	20	57
ENSG00000168040	262	189	303	390	189	294	369	355	1574	632	1125	558	449	733
ENSG00000168056	23	24	26	18	15	27	20	43	319	141	184	268	60	160
ENSG00000168061	18	31	80	71	31	36	126	88	75	87	301	20	22	119
ENSG00000168062	397	199	27	13	169	340	10	60	1701	941	119	986	1433	159
ENSG00000168066	549	659	817	785	758	619	720	812	4923	2582	5082	3350	2955	5495
ENSG00000168067	48	69	94	98	82	77	78	117	406	282	326	213	116	273
ENSG00000168071	74	123	287	200	133	150	246	234	493	349	1251	308	245	996
ENSG00000168078	17	67	234	160	33	43	313	160	14	10	242	69	17	169
ENSG00000168081	76	16	61	28	7	0	108	37	59	2	67	63	13	132
ENSG00000168090	120	108	147	189	114	167	152	176	722	355	1167	622	445	1106
ENSG00000168092	739	685	855	1039	511	788	1068	1070	1357	731	1035	558	477	789
ENSG00000168096	41	62	31	49	38	35	44	46	168	60	105	108	45	160
ENSG00000168101	21	29	51	76	15	14	78	87	89	41	143	94	36	134
ENSG00000168116	141	183	272	297	115	202	250	295	257	185	160	194	257	313
ENSG00000168118	220	243	494	488	169	240	660	513	615	536	1596	563	375	1140
ENSG00000168137	651	820	853	742	819	872	634	781	3896	1996	2410	1984	1662	2165
ENSG00000168143	28	11	27	27	9	26	20	26	94	33	18	33	50	40
ENSG00000168152	17	14	9	24	12	37	20	19	54	38	8	24	22	27
ENSG00000168159	172	209	325	334	130	221	385	379	1302	600	1030	728	268	823
ENSG00000168172	1081	1987	2457	2526	1341	1697	1834	2088	3286	1384	2503	1910	1105	1998
ENSG00000168175	367	457	481	696	519	481	532	557	1575	1190	1135	830	1147	916
ENSG00000168209	343	221	303	228	816	557	244	192	2300	772	809	1776	712	703
ENSG00000168214	842	960	797	1045	947	1209	718	865	3115	1653	1524	2218	1685	1796
ENSG00000168216	328	264	370	442	407	297	369	393	1160	778	841	753	479	654
ENSG00000168228	87	84	110	87	72	75	111	95	197	86	142	103	113	152
ENSG00000168234	650	907	963	1362	362	734	1064	1327	1971	748	1192	1484	679	1504
ENSG00000168237	11	25	25	20	22	17	9	16	12	5	8	37	13	42
ENSG00000168243	4	2	0	3	5	2	5	1	13	10	13	21	38	18
ENSG00000168246	437	297	175	201	672	546	193	191	2185	915	565	966	890	411
ENSG00000168255	19	8	23	31	10	11	20	12	152	72	103	95	39	110
ENSG00000168256	312	329	356	382	203	286	342	414	1168	606	1039	772	482	944
ENSG00000168259	1396	1490	1866	2144	1262	1898	1870	2003	5363	3614	6714	3882	3785	5008
ENSG00000168263	6	4	8	11	2	13	12	15	7	4	3	8	4	6
ENSG00000168264	342	477	473	908	512	536	601	843	2626	1730	2239	1329	1118	1628
ENSG00000168268	311	309	519	434	197	298	533	470	111	48	1153	104	58	535
ENSG00000168273	56	43	46	55	39	53	48	49	65	24	173	57	71	155
ENSG00000168275	165	143	165	255	151	205	197	170	522	535	520	276	431	376
ENSG00000168280	32	44	55	66	47	29	31	39	67	25	71	44	81	46
ENSG00000168282	404	267	437	514	330	276	567	571	672	366	480	371	427	681
ENSG00000168283	431	239	431	494	429	360	649	671	3182	1895	1611	995	2178	1476
ENSG00000168286	41	30	40	32	20	26	62	61	145	92	98	64	42	74
ENSG00000168288	896	663	666	833	794	897	916	933	1490	771	931	1122	990	1102
ENSG00000168291	216	304	420	443	157	398	402	447	639	291	843	497	321	779
ENSG00000168297	110	194	304	448	109	173	294	438	766	463	1630	279	210	595
ENSG00000168298	272	308	1083	933	346	529	973	725	16	27	3	6	12	3
ENSG00000168300	358	317	292	310	354	333	221	258	1743	1218	989	569	640	417
ENSG00000168301	15	19	30	21	9	19	22	19	71	40	49	15	29	41
ENSG00000168303	131	176	196	234	161	191	218	188	280	208	479	301	436	385
ENSG00000168309	6	16	7	7	6	8	9	10	15	2	6	15	11	12
ENSG00000168310	1172	839	561	664	808	1157	661	665	6273	3287	2081	2337	2735	1572
ENSG00000168314	2	6	4	5	2	6	1	2	14	6	7	2	5	4
ENSG00000168329	27	114	245	326	3	53	605	513	80	103	757	111	57	938
ENSG00000168334	403	424	375	236	603	452	487	338	1613	150	182	2491	922	2238
ENSG00000168350	7	11	6	11	2	0	6	8	4	8	13	2	4	7
ENSG00000168356	1	2	1	0	2	1	1	3	16	7	6	5	4	1
ENSG00000168374	1267	673	652	822	736	706	701	822	1770	1001	880	1136	744	1040
ENSG00000168385	1103	1039	1601	1507	828	1071	1621	1518	2545	1444	3174	2033	1411	2902
ENSG00000168386	117	394	512	785	204	545	263	612	745	389	1593	446	294	998
ENSG00000168389	2138	1214	1829	1543	3044	2092	1919	2421	7848	3761	2579	4164	3188	2906
ENSG00000168393	29	39	96	70	31	39	119	67	49	21	73	51	48	92
ENSG00000168394	2921	1367	277	255	1639	2090	449	640	8883	3798	837	5324	6428	904
ENSG00000168395	98	131	199	215	135	167	230	188	398	307	445	251	438	407
ENSG00000168397	186	154	213	181	169	164	216	290	731	335	469	424	379	626
ENSG00000168404	748	540	170	248	308	803	238	456	2710	1392	1036	1591	2263	625
ENSG00000168405	11	14	25	33	7	7	34	43	80	37	68	48	43	80
ENSG00000168411	225	202	350	446	347	335	489	481	882	460	860	449	331	902
ENSG00000168412	18	37	48	33	32	32	36	20	11	1	12	11	10	8
ENSG00000168421	38	20	6	5	84	27	5	3	169	92	51	87	67	21
ENSG00000168427	2	1	3	11	0	1	4	4	15	6	23	9	3	13
ENSG00000168434	53	62	75	79	67	54	81	80	256	99	122	172	137	202
ENSG00000168438	620	735	972	1093	538	921	1064	1134	2275	1589	1679	980	831	1330
ENSG00000168439	2105	1503	2209	1905	2655	2368	2386	2109	6280	4414	4263	4279	2977	3992
ENSG00000168453	3	2	19	15	2	2	18	5	14	3	2	1	1	0
ENSG00000168461	2551	2146	2399	2904	2667	2637	2375	2606	6541	3726	5209	4948	2676	4774
ENSG00000213676	230	298	282	410	243	258	356	387	1396	829	1785	1482	806	1988
ENSG00000168476	50	35	59	44	27	25	43	42	247	138	283	124	60	181
ENSG00000168487	129	111	155	144	115	112	154	171	516	184	426	1041	355	658
ENSG00000168488	165	164	185	138	261	158	133	133	2117	1445	2032	1526	1458	1810
ENSG00000168495	614	521	442	411	402	644	499	574	1600	597	892	1161	1034	1115
ENSG00000168496	114	84	348	312	129	153	537	494	224	84	618	195	91	463
ENSG00000168502	60	74	100	54	76	68	79	73	124	68	191	70	11	130
ENSG00000168505	1	3	3	4	11	0	6	0	115	43	6	22	15	4
ENSG00000168517	5	11	9	2	1	9	11	10	40	11	53	10	15	27
ENSG00000168522	885	1070	1014	1301	867	1206	1118	1377	2837	2297	2176	1966	1837	1817
ENSG00000168528	4	9	14	21	16	8	6	13	124	74	192	40	21	57
ENSG00000168538	735	1127	886	1286	789	1220	1089	1160	2630	2002	2055	1375	1099	1729
ENSG00000168556	155	146	147	156	115	152	156	120	645	405	576	341	316	468
ENSG00000168564	238	310	293	316	266	431	275	304	1233	751	464	417	707	446
ENSG00000168566	82	130	159	169	86	157	147	163	388	265	394	266	229	464
ENSG00000168569	33	37	73	51	24	48	66	62	77	46	146	58	56	142
ENSG00000168575	646	651	658	900	519	486	623	883	1933	905	1887	729	402	1385
ENSG00000168591	66	43	61	91	73	74	77	84	234	136	143	203	206	203
ENSG00000168610	1714	1448	1292	1377	1447	1589	1377	1515	7220	2862	3035	4165	2814	2651
ENSG00000168612	20	30	37	35	29	42	45	36	80	59	82	64	55	74
ENSG00000168615	4323	3637	4555	3072	2891	3623	3194	2548	1683	1227	2702	2308	1293	3107
ENSG00000168621	33	8	4	6	32	9	3	1	56	23	5	31	22	8
ENSG00000168653	1673	1286	1588	1596	942	1440	1519	1813	2000	833	3735	1845	1467	3765
ENSG00000168658	12	0	2	3	1	4	2	2	24	8	4	9	11	5
ENSG00000168661	2	3	7	11	2	5	11	10	25	21	29	19	7	18
ENSG00000168672	183	272	127	232	92	226	123	310	486	276	161	259	261	105
ENSG00000168675	96	180	228	263	106	167	201	247	652	293	743	442	164	410
ENSG00000168676	0	3	1	0	6	3	1	1	9	1	7	2	2	3
ENSG00000168679	26	41	43	50	20	34	38	44	37	34	35	31	34	51
ENSG00000168685	267	417	609	949	338	456	616	560	1762	685	1647	4176	1444	1290
ENSG00000168701	122	59	108	123	76	77	122	112	130	86	181	140	89	199
ENSG00000168710	618	649	760	847	797	664	777	831	2855	1499	2863	3592	2040	3638
ENSG00000168724	943	1684	1986	2636	1027	1884	1742	1949	4555	3998	6653	2835	2606	4779
ENSG00000168734	89	23	52	33	198	98	53	25	267	109	117	119	57	115
ENSG00000168758	39	28	50	94	52	31	71	111	142	61	211	53	70	129
ENSG00000168763	21	36	57	39	28	43	43	71	237	172	350	89	74	207
ENSG00000168765	23	50	44	56	29	47	54	46	326	159	356	211	115	247
ENSG00000168769	646	672	726	695	1020	1013	501	579	2152	1002	958	1407	1401	968
ENSG00000168778	73	31	32	39	45	40	51	52	89	97	52	69	61	78
ENSG00000168779	1912	2744	1396	1945	1902	3057	1751	2058	7531	3554	3623	7049	9225	4623
ENSG00000168781	98	121	147	197	166	110	114	159	514	282	440	598	373	609
ENSG00000168785	33	19	34	50	25	23	48	54	135	28	103	77	32	105
ENSG00000168792	29	34	54	43	30	33	62	53	217	167	158	62	51	77
ENSG00000168795	63	65	80	62	93	52	62	91	417	255	302	212	171	189
ENSG00000168802	112	96	78	94	88	96	137	140	406	217	728	321	253	544
ENSG00000168803	86	77	98	110	24	74	81	89	196	93	207	169	100	268
ENSG00000168806	64	73	72	105	68	84	125	133	89	71	90	122	94	136
ENSG00000168807	84	66	109	109	97	75	124	128	97	63	94	67	31	123
ENSG00000168811	3	3	28	10	1	0	28	15	25	9	22	4	9	43
ENSG00000168813	104	244	288	354	203	283	291	297	1132	766	711	401	379	612
ENSG00000168818	188	245	267	336	219	279	280	389	967	611	776	509	537	576
ENSG00000168826	35	33	56	62	37	61	39	54	245	80	80	64	71	95
ENSG00000168827	575	889	892	1031	529	793	1006	982	539	467	1088	964	804	1395
ENSG00000168872	337	368	467	504	330	553	587	563	884	461	949	809	586	1173
ENSG00000168874	2	5	5	2	0	4	1	11	2	4	5	6	4	1
ENSG00000168876	69	74	81	133	78	120	111	123	396	369	314	185	237	186
ENSG00000168878	1	8	3	1	1	5	1	5	5	12	7	10	8	11
ENSG00000168883	178	192	266	355	155	196	359	332	692	333	513	411	359	555
ENSG00000168884	465	379	433	423	594	670	438	420	1144	589	1172	732	660	668
ENSG00000168887	56	131	150	181	73	113	151	219	439	278	452	295	250	383
ENSG00000168890	15	21	11	11	24	16	9	10	69	35	41	24	19	34
ENSG00000168894	126	44	84	77	46	87	90	86	162	93	97	115	103	101
ENSG00000168899	3	5	5	0	3	3	7	7	11	3	5	7	0	9
ENSG00000168904	78	117	77	90	135	92	86	58	165	69	114	235	90	161
ENSG00000168906	663	716	695	815	562	665	625	798	3173	1744	2047	3641	3643	3595
ENSG00000168916	2	2	3	0	4	1	0	1	54	21	12	18	3	9
ENSG00000168917	5	10	20	5	7	4	10	7	19	20	29	17	9	20
ENSG00000168918	626	736	843	1190	381	656	1024	1419	4039	2075	6147	2250	1533	3855
ENSG00000168924	332	437	723	678	374	561	679	644	976	542	1099	618	492	1005
ENSG00000168936	29	38	61	70	29	35	40	42	144	55	153	85	83	130
ENSG00000168938	117	102	120	178	66	117	197	232	401	320	693	192	193	414
ENSG00000168939	12	29	29	39	14	22	8	18	50	26	52	77	54	61
ENSG00000168944	138	177	309	379	174	226	341	381	724	615	669	250	145	425
ENSG00000168952	1	3	31	13	4	0	24	10	12	4	75	13	4	70
ENSG00000168955	8	18	10	16	13	8	17	13	1	2	4	6	1	9
ENSG00000168958	771	583	644	724	587	677	750	594	1149	664	1254	846	482	926
ENSG00000168961	628	528	318	252	240	492	295	406	3383	1205	1490	2334	2240	1328
ENSG00000168970	15	9	9	21	14	17	7	25	45	19	27	51	42	69
ENSG00000168994	74	54	15	13	62	103	12	31	394	240	73	304	217	21
ENSG00000168995	5	4	6	3	4	0	2	1	12	11	23	8	2	9
ENSG00000169016	128	149	199	169	160	193	156	168	575	326	293	282	291	297
ENSG00000169018	1167	1217	1239	1215	1381	1478	1296	1234	3195	2091	1634	1329	1751	1351
ENSG00000169019	136	149	176	240	129	136	210	206	285	190	288	215	189	282
ENSG00000169020	120	97	116	139	77	103	139	128	281	76	730	256	143	522
ENSG00000169021	474	354	517	584	329	460	703	669	491	328	693	673	574	758
ENSG00000169026	26	17	13	13	13	11	14	16	31	12	21	51	6	48
ENSG00000169031	2	9	7	7	4	8	4	12	14	5	7	6	4	4
ENSG00000169032	885	743	1406	1089	785	917	1217	981	3049	765	2054	2226	819	1633
ENSG00000169045	3727	5009	5928	8046	2909	5281	5356	7319	8279	6975	10428	9789	10411	16679
ENSG00000169047	37	45	43	42	76	36	35	17	364	137	137	249	230	66
ENSG00000169057	268	320	338	361	592	510	382	352	1993	811	1226	1205	949	1089
ENSG00000169062	180	288	487	512	204	329	346	353	2560	1867	3199	1138	970	2099
ENSG00000169064	0	3	4	7	2	1	2	2	6	0	1	3	1	2
ENSG00000169071	7	29	1	3	20	19	2	3	5	2	1	15	7	3
ENSG00000169083	108	340	358	501	129	236	447	535	861	525	750	445	348	520
ENSG00000169084	172	83	59	68	69	135	85	117	315	289	115	131	169	88
ENSG00000169087	81	80	115	105	110	148	100	106	440	312	290	122	165	157
ENSG00000169093	90	72	95	83	110	92	84	91	497	212	303	330	287	281
ENSG00000169100	693	736	1125	1290	493	770	936	1198	2083	926	5015	3099	1467	4169
ENSG00000169105	15	12	25	35	8	10	52	38	19	26	61	26	22	58
ENSG00000169116	178	192	319	111	472	331	226	95	3541	686	1375	5706	1819	2980
ENSG00000169118	498	362	402	368	666	488	304	437	1662	874	732	909	886	573
ENSG00000169122	33	16	17	9	105	29	21	13	375	81	81	100	109	41
ENSG00000169126	5	13	10	5	16	12	2	11	1	2	2	1	2	2
ENSG00000169131	67	73	110	133	80	113	75	109	291	256	242	248	134	224
ENSG00000169136	1619	907	391	344	1324	1298	276	379	6837	2900	1838	12460	18119	3139
ENSG00000169139	516	593	775	869	403	650	763	852	930	745	1211	1280	899	1482
ENSG00000169155	1021	867	544	542	1231	1344	429	540	5029	2612	1206	1886	2026	706
ENSG00000169169	9	1	2	2	4	2	5	3	3	2	2	7	7	5
ENSG00000169180	497	395	452	403	441	454	504	548	2293	1216	1116	1064	824	949
ENSG00000169181	2	6	9	4	14	5	11	1	32	24	37	41	27	43
ENSG00000169188	40	36	58	52	39	45	59	62	145	90	150	137	74	154
ENSG00000169189	134	110	183	221	89	145	251	304	227	160	712	268	132	523
ENSG00000169193	76	53	76	73	62	54	106	95	213	245	115	62	73	109
ENSG00000169208	54	51	74	57	67	56	44	52	31	17	32	16	23	27
ENSG00000169213	13	8	9	13	27	11	11	22	29	24	19	20	22	14
ENSG00000169217	268	259	343	329	306	360	403	479	791	435	696	514	469	770
ENSG00000169218	7	11	2	16	2	6	9	11	11	3	17	10	1	14
ENSG00000169220	29	28	128	120	27	50	118	123	229	136	499	66	29	237
ENSG00000169221	200	176	257	228	251	204	267	254	1097	595	1109	517	440	766
ENSG00000169223	1166	824	1061	1262	787	994	1370	1471	2219	1266	2579	1596	936	2398
ENSG00000169224	10	5	2	9	20	15	14	9	6	6	5	4	7	8
ENSG00000169228	109	59	73	47	97	101	56	77	670	310	207	392	390	182
ENSG00000169230	743	410	608	488	375	523	648	548	1191	675	1048	971	917	1014
ENSG00000169231	37	36	45	55	43	38	38	43	214	111	232	172	112	209
ENSG00000169239	48	62	81	64	53	61	100	54	141	58	156	74	53	118
ENSG00000169241	90	43	58	54	59	50	85	66	378	244	226	226	116	167
ENSG00000169245	8015	833	33	7	552	1494	31	24	5959	1178	47	3835	3474	105
ENSG00000169247	9	16	33	45	12	19	44	44	29	18	41	9	15	32
ENSG00000169248	3930	383	12	2	412	1154	10	21	5576	1221	29	3005	4647	95
ENSG00000169249	205	290	232	306	190	359	174	259	1181	643	1300	996	928	1069
ENSG00000169251	556	782	1246	1365	415	683	1124	1338	1576	907	1740	1027	1072	1890
ENSG00000169252	8	18	40	36	0	3	51	41	70	27	84	5	17	23
ENSG00000169255	36	75	73	124	14	41	73	99	50	20	66	27	12	87
ENSG00000169258	42	29	50	48	47	25	48	45	114	71	110	55	56	97
ENSG00000169282	6	11	19	18	9	17	19	20	13	7	18	5	3	10
ENSG00000169288	50	69	122	113	44	68	127	134	181	105	275	215	181	319
ENSG00000169291	9	7	6	10	9	12	25	1	103	42	51	24	39	18
ENSG00000169299	415	356	494	601	227	508	717	709	572	334	678	571	324	937
ENSG00000169306	6	4	9	3	22	13	13	3	5	3	2	7	7	3
ENSG00000169327	6	11	1	10	3	9	9	13	8	0	7	8	5	9
ENSG00000169330	25	25	31	30	23	14	30	26	154	87	88	45	19	43
ENSG00000169359	266	231	293	295	232	215	364	399	1160	896	640	484	271	489
ENSG00000169371	77	114	148	168	80	128	159	191	457	257	406	184	136	322
ENSG00000169372	31	28	28	48	37	44	43	43	64	26	78	48	39	62
ENSG00000169375	385	377	558	688	537	425	577	612	2381	1488	1776	1015	891	1405
ENSG00000169379	236	204	286	292	192	267	257	299	449	355	394	232	214	417
ENSG00000169385	122	105	139	284	17	95	198	247	118	77	442	153	122	349
ENSG00000169398	637	325	815	545	382	359	693	554	721	424	806	515	153	541
ENSG00000169402	0	1	1	6	3	2	2	3	77	18	22	6	8	9
ENSG00000169403	35	7	2	12	105	33	11	8	130	235	58	62	23	20
ENSG00000169410	145	119	215	301	154	184	280	296	748	503	484	275	251	422
ENSG00000169413	9	9	10	11	5	7	13	16	5	7	34	7	6	22
ENSG00000169418	9	2	9	8	3	3	13	1	11	2	7	14	2	20
ENSG00000169429	58790	19839	7691	2680	126810	42559	1982	1404	29802	4246	1267	43100	8799	3198
ENSG00000169432	1	9	3	6	5	9	10	10	26	12	7	31	19	19
ENSG00000169435	5	5	3	11	4	4	7	6	7	6	2	8	1	3
ENSG00000169436	128	24	48	18	82	32	29	24	11	1	20	4	3	11
ENSG00000169439	12429	8528	11875	10430	12055	11986	11810	10346	7445	4215	5693	10925	9496	11370
ENSG00000169442	218	105	282	235	105	86	423	301	403	122	1006	677	455	1473
ENSG00000169446	125	123	230	176	121	142	276	268	493	421	489	504	433	553
ENSG00000169490	620	591	547	520	441	653	634	700	885	669	713	578	673	614
ENSG00000169495	9	16	16	28	10	3	4	25	29	26	40	32	24	55
ENSG00000169499	1040	861	1595	1406	469	630	2267	1580	2431	1186	1631	1953	1837	3381
ENSG00000169504	1517	1284	2039	1932	1443	1728	2093	1981	3889	2050	2054	3473	2129	2691
ENSG00000169508	121	139	111	111	155	168	138	114	416	166	192	231	474	226
ENSG00000169515	2	4	2	10	12	8	2	4	4	2	4	6	6	10
ENSG00000169519	49	144	123	164	118	156	134	164	320	153	267	228	180	384
ENSG00000169548	1	5	6	12	0	6	6	14	6	2	14	2	4	5
ENSG00000169554	3251	4657	4103	4702	4327	5315	2992	4244	8132	5063	6130	4440	3890	5029
ENSG00000169564	332	274	392	396	691	363	341	305	2400	1603	2068	2464	2822	2444
ENSG00000169567	193	207	241	265	271	218	236	264	318	256	486	290	280	433
ENSG00000169570	99	115	96	171	61	134	138	137	115	55	128	119	56	138
ENSG00000169592	144	117	210	199	79	165	194	219	566	369	826	461	307	790
ENSG00000169598	30	43	42	51	36	49	67	68	198	111	170	79	63	120
ENSG00000169599	156	135	189	227	129	127	222	211	479	203	606	300	201	514
ENSG00000169604	29	64	84	83	46	41	53	25	128	57	491	68	16	131
ENSG00000169607	31	79	198	129	72	87	208	126	80	28	403	106	32	253
ENSG00000169609	51	131	100	74	91	91	101	79	258	159	282	160	171	227
ENSG00000169612	219	211	301	332	111	196	281	314	416	236	464	286	291	742
ENSG00000169621	64	64	93	66	50	98	83	57	228	112	173	127	92	139
ENSG00000169627	45	31	79	65	59	39	99	100	131	43	166	80	71	184
ENSG00000169629	241	273	437	357	308	409	343	323	880	559	562	457	244	545
ENSG00000169635	36	44	91	99	64	73	67	100	691	305	413	125	140	223
