Unnamed: 0	GSM4263940	GSM4263941	GSM4263942	GSM4263943	GSM4263944	GSM4263945
ENSG00000000003	12	18	11	6	5	10
ENSG00000000419	396	369	386	519	346	430
ENSG00000000457	96	100	108	141	112	129
ENSG00000000460	110	136	183	78	49	61
ENSG00000000938	14021	12210	8611	15114	8985	8941
ENSG00000000971	21	32	96	24	41	94
ENSG00000001036	1988	2002	2075	2696	2251	2305
ENSG00000001084	8423	5062	3814	5852	2859	2230
ENSG00000001167	581	574	577	592	445	609
ENSG00000001460	72	82	57	69	43	59
ENSG00000001461	612	454	441	511	315	401
ENSG00000001497	419	430	518	463	226	391
ENSG00000001561	579	369	402	625	487	720
ENSG00000001629	634	596	635	856	722	749
ENSG00000001630	2055	2687	2271	2077	1854	2226
ENSG00000001631	406	437	440	470	366	471
ENSG00000002016	127	93	60	117	66	59
ENSG00000002330	261	268	265	245	165	257
ENSG00000002549	2285	3362	3565	12965	13831	11658
ENSG00000002586	2455	2364	3125	2625	1714	3386
ENSG00000002587	10	17	15	5	6	10
ENSG00000002726	614	157	143	529	87	124
ENSG00000002822	504	553	648	362	286	421
ENSG00000002834	18926	17082	15655	20285	10762	15446
ENSG00000002919	663	631	686	987	575	863
ENSG00000002933	1257	31	48	1570	27	84
ENSG00000003056	9341	10140	8822	11003	8572	10582
ENSG00000003147	179	131	171	189	97	142
ENSG00000003249	14	8	13	4	3	1
ENSG00000003393	341	345	420	310	261	435
ENSG00000003400	410	432	402	932	960	737
ENSG00000003402	3759	3612	3183	8860	9015	12037
ENSG00000003436	350	310	235	339	269	411
ENSG00000003509	193	139	137	160	116	141
ENSG00000003756	1337	1369	1413	1401	1096	1570
ENSG00000003987	14	11	14	11	12	14
ENSG00000004059	1240	1069	1275	1049	632	1246
ENSG00000004139	103	40	81	97	47	206
ENSG00000004142	1260	1229	1356	1453	846	1337
ENSG00000004399	16023	17458	14862	16222	10720	14303
ENSG00000004455	861	857	1266	1280	1111	1212
ENSG00000004468	6	2	7	127	298	497
ENSG00000004478	647	623	1569	768	478	1363
ENSG00000004487	730	640	869	667	405	817
ENSG00000004534	701	746	693	743	642	753
ENSG00000004660	388	257	316	231	96	145
ENSG00000004700	857	961	1101	934	816	1033
ENSG00000004766	476	485	497	616	466	476
ENSG00000004777	41	38	60	15	4	31
ENSG00000004779	671	715	828	904	601	814
ENSG00000004809	58	259	66	78	249	87
ENSG00000004838	18	9	19	5	2	4
ENSG00000004864	541	580	729	709	419	690
ENSG00000004897	913	1072	1124	1037	823	1112
ENSG00000004939	10	4	4	6	6	6
ENSG00000004961	407	493	417	578	420	469
ENSG00000004975	238	307	320	184	136	221
ENSG00000005007	1876	1871	2137	2067	1437	2195
