GeneID	GSE84076_MTB_control_blood_dn.tsv	GSE148171_MTB_control_blood_PBMC_dn.tsv	GSE198557_MTB_control_blood_PBMC_dn.tsv	GSE112482_MTB_control_lung_ILC2_dn.tsv	GSE132283_MTB_control_2h_blood_macrophage_dn.tsv	GSE132283_MTB_control_48h_blood_macrophage_dn.tsv	GSE143627_MTB_control_PBMC_macrophage_dn.tsv	GSE148731_MTB_control_blood_monocytes_dn.tsv	GSE174566_MTB_control_blood_PBMC_dn.tsv	GSE193777_MTB_control_blood_dn.tsv	GSE256184_MTB_control_0h_HEPG2_HepG2_dn.tsv	GSE256184_MTB_4control_48h_HEPG2_HepG2_dn.tsv	GSE64179_MTB_control_blood_dendritic_cells_dn.tsv	GSE64182_MTB_control_blood_dendritic_cells_dn.tsv	GSE141656_MTB_control_blood_blood_dn.tsv	GSE143731_MTB_control_blood_monocyte_derived_macrophages_dn.tsv	GSE164287_MTB_control_blood_monocyte_derived_macrophages_dn.tsv	GSE165708_MTB_control_BAL_bronchoalveolar_lavage_dn.tsv	GSE183912_MTB_control_blood_marcophages_dn.tsv	GSE211974_MTB_control_blood_THP-1_dn.tsv	GSE236156_MTB_control_blood_monocyte_derived_macrophage_dn.tsv
100101490	0	0	0	0	-0.1764071219550222	-0.7610575030673439	-0.848456000332792	-0.4477963016029352	0	0	-0.43648417361073744	-1.010644012411882	-0.3228956160988652	-0.3601175985513301	0	-0.12995265707477918	0	-0.13077874400273876	0	0	0
100113407	-0.11789112643197876	0	0	0	-0.6874293593803048	0	-0.8687768272198514	-0.9949122818029678	-0.9975217498756206	-0.07901002546457507	0	-0.6528262404252803	-0.5733553536795452	-1.4289765567262722	-2.498551363225331	-0.329789724312583	-1.0446856387053642	-0.4190476869733401	-0.5215014565824624	-0.45056939263560863	-0.790435142212241
100125288	0	-1.1297139964318328	-1.204629483011945	0	0	-1.6717684913219826	0	-0.2899523513857034	-0.18873166777238168	0	-0.7723068407231126	-0.8401413325590641	-2.769062788264078	-0.521394982187797	-0.07525850591728374	-0.168220333899245	-1.826712678839966	-0.17013391237343417	-0.04200977090814046	0	-0.3664404852833637
100127206	0	-1.2175334093110273	-3.0195171109529526	0	-0.1505811461324307	0	0	0	-0.017955531184851884	-0.35404164371502206	-0.05616632531375979	-0.21210209062085425	0	-1.175653097441787	0	-0.6816378080179858	0	0	0	0	0
100127983	-0.62821129364846	0	0	0	0	0	0	0	0	0	0	0	-0.07818933216963606	0	0	0	0	0	0	-0.4416745287281192	0
100128071	0	-0.0846724641019891	-0.1484320655151311	0	-0.7458888306820968	-0.567749349415618	0	-0.7328749481413993	-0.39991079908922617	-0.1211411497706396	0	-0.7458098684288915	-0.6688177312066185	-0.38709890860636753	-1.2223584358353436	0	-0.10009816288139958	-0.11545291284628284	-0.22741793227781845	0	-1.4698997259229751
100128327	0	-0.6348798150975754	-0.8766968084522826	0	-0.22820191622402156	0	-1.1374625411583328	0	-0.1926015582619908	-0.2272778627333276	0	-0.3683818344494786	0	-0.8240299719477195	0	0	-0.611694718250525	-0.07111327568053721	0	0	-0.07190067346572368
100128569	0	-0.803721936918668	-0.43833008574828	0	-0.1679137300550812	0	0	0	0	0	-0.1827923350813714	0	0	0	-0.4610958822628185	0	-1.7110168580968708	0	0	0	-0.836446225685016
100128731	0	-0.18330105675450067	-0.4382119162617163	0	0	-0.13672305094980505	0	0	0	0	0	0	-0.05546416528531943	0	0	-0.23853263775072203	-0.4203346987318495	-0.02019938158299964	0	-0.09554994242229264	0
100128908	0	0	-0.9364534269283014	0	-0.2923538348454186	-0.7304343772167081	0	0	-0.02335713371466145	-0.04822316736368418	-0.7499038116947604	-1.287272654202081	-0.15527868420828528	-0.659539448780399	0	0	0	0	0	0	-0.6451749762788688
100128927	0	-1.700784835745234	-0.4504086497308794	0	-0.16370879298701013	0	0	0	0	-1.059085665007569	-0.5949731131344036	0	-0.3598262170194062	0	-0.26359511845316125	0	-0.3226741905576756	0	0	0	-0.918474142352346
100129128	0	0	0	0	0	0	0	0	0	0	0	0	-1.9778987459150568	0	0	0	0	0	0	0	0
100129250	-0.104489063438024	0	0	0	0	0	0	-0.07256796656612553	-0.04082554539451962	0	-0.10517477739024857	-0.2880547922667224	-0.2945970913160369	0	-0.09809526851856396	-0.15726026799638337	-0.3612344188308415	-0.02506691112317725	-0.03698208368210214	0	0
100129361	-0.317571984301986	0	0	0	0	-0.0430148385655	-0.1531496816978507	-0.013056506597749984	-0.08436359145789225	-0.541264585825624	0	-0.4583395059000634	0	0	-0.38420839446101845	0	-0.19775016401596748	-0.07222354330097829	-0.03350285961472672	-0.005720742759827673	0
100129480	-0.5526799466459321	-1.0208747394694295	-2.841591862433205	0	-0.3298402841558151	-1.2047473660603407	0	0	-0.09510955576571926	-0.40442870058684577	-0.06633034088129101	-1.216283836913816	0	-0.4336237739108295	0	-0.09872292059164982	0	-0.4158772944396919	0	0	0
100129520	0	0	0	0	0	0	0	0	0	0	0	-1.0545104726238086	0	0	0	0	0	0	0	0	0
100129543	0	0	0	0	-0.8917415459767816	-0.5078737318142097	0	0	-0.04999494189289263	0	0	-1.106447258316405	0	-1.0710578498888983	0	-0.3645335993728279	0	0	0	-1.0087195715604105	0
100129792	-0.39828401592144	-1.5985550117641776	-0.9564698660615276	0	-1.545490430111572	-2.8239127227113143	0	0	-0.346031090140118	-0.8131519136128127	-0.10607981545503188	-0.36739498649242497	-1.5567372578687837	-3.2900483312336446	-2.077230910203933	0	0	0	0	0	-2.527981032805087
100129842	-0.5619508467910911	-0.6685880294750367	-0.6181415111208337	0	-0.4783953817349186	-0.5809564607309564	-0.16070431585408954	-0.3161916234814399	-0.3177859950161931	-0.5076083069859545	0	-0.5196186289207483	0	-0.14393667234236374	-0.189780340469334	-0.06162938954250289	-0.24776486924698124	-0.3185674381746967	-0.7536988413805317	-0.24313008535271827	-0.3424818308573059
100129924	-0.1743642641486956	-1.3087313704287853	-3.003751756875193	0	-0.7512508525374666	-0.797790449029166	0	0	-0.3220385121590901	-1.0030550923690034	0	-0.330088603027438	0	0	0	0	0	-0.12566771026675366	0	-0.1069974451306974	-0.6227247969932621
10013	0	-0.5561959976840131	-0.4094655051464268	-0.5428914890626192	0	0	0	0	-0.10840636093359172	-0.06498099227412088	0	-0.049167538592382605	0	0	-0.06062190220448027	-0.03961628426769951	-0.06420833846337104	0	0	0	-0.3470056803588794
100130086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.9644272091129896	0
100130311	-0.11341735026885334	0	0	0	0	-0.3986607693307662	0	0	0	0	0	-0.9555582058187212	0	0	0	0	0	-0.03245534255880655	-0.11641795751727764	-0.3537682270878518	0
100130348	-1.1323335039981208	-0.5900056823597737	-0.4249495319341936	0	0	-0.6099686761558568	-0.09232053656082456	0	-0.1481033443041278	-0.4241941315729816	-0.212730165324292	-0.09701063060639677	-0.4980440423202401	0	0	-0.28525838063158326	-0.4011456549495401	0	0	-0.2899953598033353	-0.33181732748882165
100130519	-0.790162008762799	-0.9641052490569902	-0.8603851033937444	0	-0.9580857718860192	-1.7732914562199475	0	0	-0.3814838684833377	-0.14152318601841785	0	-0.6836773943576091	-1.0447532520031169	0	0	0	0	0	0	0	0
100130613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.6385086994670347	0
100130705	0	0	0	0	0	0	0	0	-0.6355726892453044	-0.7085172958029212	-0.2743058362570046	-1.4651417430613185	-0.6775697230937253	-0.9926175859584082	0	-0.03105076321681456	-0.5009731572775514	0	-0.4155646633624467	0	-0.4351323421559242
100130733	-0.8868041043427677	0	0	0	0	-0.4335212834918487	0	0	-0.19901813512298588	0	0	-0.9289989773481524	0	-1.1542980324117629	0	0	0	-0.5975544111801708	0	0	0
100130742	-0.05925165837954099	-1.255730730462342	-3.1165437027428102	0	-0.1690299489300188	-0.21753521503945528	-0.04132451067073865	0	-0.14395745854551065	-0.5684481676319848	-0.16443954556579798	-0.9306030524001476	-0.6843695723345397	-0.5950427690956872	-0.34110479740509014	0	0	-0.209015010583808	0	0	0
100130771	-1.1334564086226369	-0.8337254130023881	-1.2800157720913206	0	0	-0.13907775191812796	0	0	-0.1899663435244927	-1.0112159263274958	-0.09181473751798548	-1.0040519973486737	-0.1000192600235242	-0.2849030697392353	0	-1.0702005481683181	0	-0.6395571660505309	0	-0.1623481546239125	-0.4166692174343093
100130933	-0.6366852369234359	-1.7537743647345985	-3.6416629244265706	0	-0.3814104786935975	-0.34996284240269976	0	0	-0.2953200023951792	-0.8625924241859585	0	-0.2765163505796087	0	0	-0.5920091609497659	0	0	0	0	-0.6502057506875678	0
100130958	0	-1.328684964780545	-1.917538338293728	0	0	-0.8863330228122178	-0.8537836746192916	-0.1315445572299275	-0.2206125273040489	-0.1060859477613379	-0.5523962955480837	0	-2.0721312847750464	0	0	0	-0.10025239391610598	-0.11817894932731456	-0.1357172167959615	-0.7658068519850568	-0.3682377438770085
100131017	0	0	0	0	0	-0.3015713445673305	0	0	-0.06036871208527928	0	-0.3035479241082216	-0.5767880792673714	-0.6559527552814037	0	0	-0.08948181813897704	-0.3115397389911526	-0.06111191193550752	0	0	0
100131187	0	-0.6921696401509988	-0.5104074100602548	0	-0.39937562540493465	-0.37284550932271576	-0.4363233178432622	-0.14316785376690996	-0.016787832512224026	0	0	0	-2.5567844119866536	-0.4282876152930856	-0.4930205871814095	0	-0.4101650067814871	-0.2648668796324624	0	-0.18885799607985493	-1.341108546730445
100131211	-0.07554606023301474	-0.7524004279380251	-0.2051219260779135	0	0	0	-0.17042237030315402	0	0	-0.5527474495688591	0	-0.09154411152517834	-0.5840776698623859	-1.8291453263460389	0	0	0	0	-0.13639477569720806	-0.1238657908830155	0
100131244	0	0	0	0	-1.3784832366162714	-1.1430682882648715	-0.6160437620144629	-0.0789662829029373	-0.6594301559909048	0	-0.6177937511336682	-0.5009561605939432	-5.080148727843191	-3.149378945280596	-2.261377448796521	-0.295469894189209	-2.7880310223263205	-0.04621655866186752	-0.13448531695247576	-0.5511432518599318	0
100131378	0	0	0	0	0	0	0	0	0	0	0	-1.6809515690745576	0	0	0	0	0	0	0	0	0
100131390	0	0	0	0	0	0	0	0	0	0	-0.2306741021828964	-0.41299895013826976	0	0	0	0	0	0	0	0	0
100131439	0	0	-0.30303213220942	0	0	-0.03656925411068786	0	0	-6.23259097676244e-5	0	-0.32332789354221414	-0.7463958277589865	0	-0.09372161668531416	0	0	0	0	0	-0.00996992301889171	0
100131755	-0.40852207831221177	-0.5966879427398517	-0.9520809547994058	0	-0.4121171908544344	-0.7514959730288989	-0.30579225458415055	-0.16528453963451523	-0.2632912250257801	-0.4064908581529847	0	-0.29608177589977347	-0.8213433751431849	-1.1279563877552208	-0.015727724878001254	0	0	-0.17788442816034206	-0.34888758515337964	-0.2208828140731333	-0.6983417688395338
100131801	0	0	-0.11766719684365692	0	0	-0.22407515235148787	-0.2662480663674377	0	0	0	0	0	-0.952819246167556	0	0	-0.10441630971372604	-0.36883898382089225	-0.20219935760791405	0	0	-0.36450147616362505
100131827	-0.3407478871664801	-0.7329348324200842	-0.09703968130538931	0	-0.9455099615724808	-0.480675882231874	-0.20635218190009105	-0.623500132115435	-0.06590486016886159	-0.8054002008758792	0	-0.08529900914751917	0	-0.5149195968620142	-0.7832268755206425	-0.25205972079700145	-0.020056926824453748	-0.24875386736309563	-0.03034259166919107	-0.16721402005657815	-0.5502727935107966
100131897	0	0	0	0	-0.6744495812775668	-0.34026419545473613	0	0	0	0	-0.25097333328137866	0	-0.0652508399620374	-1.684828356367334	0	-0.03807614552502193	0	-0.24982112914951388	0	-0.1998114308617897	-0.8228658460410117
100132074	0	0	0	0	0	0	0	0	0	0	-0.024459191985576532	-1.1146120660286978	0	0	0	0	0	0	0	-0.6202831262383577	0
100132146	0	0	0	0	0	-0.2787790381101508	0	0	0	0	0	-0.942647890434222	0	-0.5787563591459157	0	0	0	0	0	0	0
100132247	-0.12078041829710212	-0.5441381299901944	-0.19802943023235117	0	-0.23255960807812548	0	-0.07335272353602199	-0.191785365726013	-0.17530180466172962	-0.4275092973130193	0	-0.18508419444639865	0	-0.5655904985422996	0	0	0	0	0	-0.03301155298936054	-0.6731962849334021
100132406	-0.19888258033371503	-0.05706662939859515	-0.10854038059292806	0	0	0	0	0	-0.2197474656724752	-0.013615269518448844	0	-0.16894564260517092	-0.11834039231859972	-0.7815904333239305	0	0	0	-0.04991299782121831	0	0	0
100132463	0	0	0	0	0	0	0	0	0	0	-0.9545443203887034	-1.4764285995082032	0	-0.02277893038418377	0	0	0	0	0	0	0
100133315	0	-0.6696574613128552	-1.3536252052305875	0	-0.7021212523243242	-0.1362226226272031	-0.2451163811033984	0	-0.2311177264479008	-0.7870462528732272	0	-0.5788745542245538	0	-0.8582105389733954	-0.5271202195101484	-0.190402048206075	0	-0.27658925945881185	0	-0.439007280889377	-0.32312455729674167
100133941	0	0	0	0	0	-0.4986899168863721	-0.10884572607820456	0	-0.4914928087422202	-1.9133576191339825	0	-0.761046475923708	-4.8452650899021386	-2.792707592916719	0	0	0	0	0	0	0
100134444	0	0	0	0	0	0	0	0	0	0	-1.785364896757686	0	0	0	0	0	0	0	0	0	0
100134938	-0.13089324018878146	-1.4949722844899904	-1.6644144674619823	0	-0.029009302321323087	-0.5910749906486037	-0.2896867415382662	0	-0.19642910084222195	-0.4563736927780576	0	-0.29172154697337627	-1.7016782683425042	-0.3141846073360408	-0.5780159373701786	0	0	-0.26219620816329675	-0.4389404613826347	-0.3154216160119572	-0.5229888215313225
100137047	-0.07554804362868457	-0.14761760802227725	-0.08602666152698141	0	0	0	0	-0.03969080704739572	-0.27095855569500954	-0.3318037340623012	-0.503993536651376	0	-0.8391634990581817	0	-0.6410348733926892	0	-0.01908319916316357	-0.2062354068057225	-0.0018719576221160768	-0.18410516463671997	-0.3676959671697672
100137049	-0.10311460245007206	-1.4876021402998223	-1.1779034834825977	0	-0.45347897154035854	-0.03339991632272912	0	-0.6835484170072524	-0.5793427436844238	-0.7518489308855154	-0.40703843308052445	-0.4019887184586718	-1.1285310167279	-0.7013578389786239	-0.889677614953376	0	0	0	-0.43530344385785	-0.1149437729392258	-0.35669471135973435
10014	0	0	0	0	-0.5304737261765903	-0.26562201937272656	-0.2751910498006556	-0.45664782071278304	-0.2131100962306654	0	-0.027822698521189303	0	-1.1560720929399086	-0.25804601322789944	-1.5615747385049823	-0.202891793764524	-0.5239076046092783	-0.2142772641006745	-0.032520692789792895	-0.31008866126079226	-1.3795963188490588
100141515	0	-1.5193894986224132	-2.153514198721262	0	-0.7671189493085621	0	0	0	0	0	0	-1.0466807384715278	0	0	0	0	0	-0.48605006558215264	0	0	0
100142659	0	0	0	0	-0.08631457363784169	-0.4378790314938097	0	0	-0.06969556070235193	0	0	0	0	0	0	0	0	-0.2770255426748738	0	0	0
100144748	-0.11833535489707872	0	-1.311397803938246	0	-0.4026278250920557	0	0	0	-0.4153082685051663	-0.25003490793677274	-0.11276728693521296	-0.3703224747450725	0	-0.1927530530579369	-0.3539865656785665	0	0	-0.11610836154537908	0	0	0
10015	-0.12243731587632478	0	0	0	0	0	0	0	-0.06180341774987631	0	0	0	0	-0.115017598004948	0	0	-0.23448765621631304	-0.03848249821627833	0	0	0
10016	0	-0.2252373596587646	0	0	0	0	0	-0.09930302502100244	0	0	-0.0461023375841624	0	-0.6232029827385651	0	-0.17910450226947405	0	-0.3126107413265284	-0.0781176152197742	0	-0.016534142802178787	-0.1658723482560644
10017	0	0	0	0	0	0	0	0	-0.6118906375084591	0	0	0	0	0	0	0	0	0	0	0	0
100170229	0	0	-0.5673814562051049	0	-0.5168393141222188	-0.34247555428264664	-0.4468726066989041	-0.24314420613101204	0	0	-0.11852100871582344	-0.06911198495085563	-0.6499801233608837	-0.04506837266269871	-0.8055428120178404	0	-0.5306771739154035	-0.06399272698808048	-0.2687238925558504	-0.016846876992571286	-0.25638675274955963
100170765	0	0	0	0	0	0	0	0	0	0	0	-0.8031408509795339	0	0	0	0	0	0	0	0	0
100170841	0	-1.3336765066529268	0	0	0	0	0	0	0	-0.4084086481768506	-0.3325087175653168	-0.5719682992596812	0	0	0	0	0	0	0	0	0
10018	-0.4022609024785997	0	0	0	0	-0.004226263608491651	0	0	0	0	-0.4135259940441733	0	0	0	0	0	-0.08469427907142046	-0.1730107291036077	0	0	0
100188893	0	-0.43293290834227727	-0.10941827339201456	0	0	-0.2562691246595448	0	0	0	0	0	0	-0.34356415551759784	0	0	-0.0853692658367964	-0.20301044968751117	-0.08537280964556454	0	-0.04305296486162055	-0.19046281492308528
10019	0	0	0	0	0	0	0	-0.1454299522871214	-0.4423975240613247	0	0	0	0	0	-0.21890649861428943	-0.11402914925326042	-0.442702567847762	0	-0.05112052821923644	-0.03604443613643545	0
100191040	-0.6270214199754041	0	0	0	0	0	0	0	0	-0.91032814257451	-0.3642823338116912	-0.03768446728947238	0	0	0	0	0	0	0	0	0
1002	0	-0.7851604670577684	-2.3514544381677047	0	-1.6819856549796088	-0.6793194344555885	0	0	0	0	-1.2892367732673058	0	0	0	0	-0.4950064667879288	0	0	0	0	0
10020	-0.20807882047892032	0	0	0	0	0	-0.3293910803789161	0	0	-0.13411947242381878	0	-0.25032074969828544	0	0	0	0	0	-0.04145019961371291	0	-0.1322683117073327	0
10023	0	0	0	0	-2.664744428133067	-0.4203857315894592	-0.5966571350537564	-1.0289944926395913	-0.1806489765401527	0	-0.03952258229364477	-0.3561703159615975	-1.7247849654942309	-1.6278015610735472	-2.671540260353393	-0.059771379966587566	-0.018892455927080266	-0.5495257587118939	-0.2112673579041651	-0.3681024509310832	-1.7120914413143338
10024	-0.5240908940832438	0	0	0	-0.3746520950603348	-1.1061587239838877	-2.14095578972168	-0.6346877713156976	0	0	-0.061080172770978325	0	0	-0.10778505722748824	0	-1.097211415277127	0	0	-0.06297718446989393	-0.9641598839048214	-1.0777185877127031
10025	-0.14406538672517605	0	0	0	0	0	-0.05159803508993768	0	0	0	-0.2888029986284736	0	0	0	0	-0.1417946466272299	0	0	0	0	-0.1984592824536516
10026	-0.21488737859784068	-0.13333953532877413	0	0	0	-0.7013657182554975	-0.27289069646946823	-0.14911571998156287	-0.040398668347536894	-0.4613468767194072	0	-0.3212939193101449	-1.0323196811268591	-1.1720680930854657	-0.13513760094521834	-0.1856134223072772	-0.3784219475652164	-0.09755399921997644	-0.22111324735473611	-0.04380502673172613	0
100271715	0	0	0	0	0	0	0	0	0	0	-0.2851747314256327	-0.8653747230317207	-1.571830400871575	-1.2165368725692636	-1.060369703864977	-0.5416655105090721	0	0	0	-0.6663975900387041	-1.070359468451522
100271846	0	-1.8120679389862877	-4.073897137483863	0	0	0	0	0	0	0	-0.0460738845070419	-0.41219505800771233	0	0	0	0	0	0	0	-0.023797009655418675	0
100271927	-0.18194162699354133	-0.8978650527568894	-1.1100452359809136	0	0	0	-0.10161834417125548	0	-0.4205663979834336	-0.6070497980238202	0	-0.1637233906500703	-1.7974228657557167	-0.08087631296290203	0	0	-1.2699784846117392	-0.21977492050612085	0	-0.5404201061147297	0
100272147	0	-0.05591242011851096	0	0	0	-0.33680761980762103	-0.05179484095952562	-0.10421115237333414	-0.21117865630314395	-0.3138598896477032	0	0	-1.3360944613980592	-0.07940036600305814	-0.3200412395581656	-0.20618337566956085	-1.1385765623996331	-0.0927639041203604	-0.07565580838459716	-0.3606420954604448	0
100287171	0	-0.483696514437637	-0.5027446978778077	0	-0.39860711513635766	0	0	-0.044090354279564405	-0.06829515433000032	0	-0.07933856459077787	0	-0.593153561849115	0	-0.27313182963115584	0	-0.007399086738780534	-0.07426574735716093	-0.1129666382184692	-0.04564332457388338	-0.03779354973374871
100287284	-0.8224371024769137	-0.4297872976984276	-1.6073233502953053	0	-0.4654871529387087	-2.584800179220508	0	0	-0.5178222375261222	0	0	-0.40591821140154616	0	-0.25698662114935045	0	-1.5284277515613889	0	0	0	0	-0.6599107203861115
100287482	0	-2.298489459816368	-1.2682931292766313	0	0	0	0	0	0	-1.7177255123695494	-0.23934482436562293	0	0	0	-1.0286893558577372	0	0	0	0	0	0
100287520	0	0	0	0	0	0	0	0	-0.4708287283994463	0	0	0	0	0	0	0	0	0	0	0	0
100287718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.28063635300377915	0	-0.3389153098613681	0	-0.0033786040718936003	0
100287898	0	-1.791615130334543	-1.6462146915962117	0	-1.0792651214804754	-1.0531132692894545	-0.6761462455730471	-0.2981089090971333	0	0	-1.2282421741599692	-1.4007629580614194	0	-0.415829804099758	-0.8546195528865225	0	0	-0.03844570439660543	-0.5267423509721544	0	-1.3077131422432784
100288072	-0.6364256393840174	-1.1374231084262312	-2.4331742983426	0	-0.3501239660696027	-0.3934983350599434	-0.6833983965861475	0	-0.5246575227624686	-0.9580434231357402	0	-1.0269402716203404	-0.2226227723439537	0	-0.229169348455326	0	0	0	0	0	0
100288142	-0.5696095534754843	-1.33649311809638	-1.6987430333202715	0	0	-0.10245174957397056	0	-0.009550586024492536	-0.1389003744725434	-0.4069863518201276	0	-0.01871022145636277	-0.04997273069739741	-0.9361707088402444	0	0	0	-0.16331981882399085	0	-0.2359205815511433	-0.07680560746455758
100288332	0	0	0	0	0	0	0	0	-0.13262747209540335	-0.01767555899200793	-0.41771007595033327	-0.320156668826252	0	0	0	0	0	0	0	0	0
100288413	0	-0.6474764775613361	-3.0262216219020077	0	0	0	0	0	0	0	-0.4949850739432379	-0.030794407175135083	0	0	0	0	0	0	0	-0.034892587280793995	0
100288520	0	0	0	0	-0.8127387606596652	-0.1844064903931849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100288687	0	0	0	0	-0.7659741660265418	-0.4080638336088288	0	0	-0.27351912294916686	0	-0.4833918183084988	-1.69431458871285	0	0	0	0	0	0	0	-0.6044425933220242	0
100288695	0	0	-1.9205934262068096	0	-0.22436763769500723	-0.35765666496724097	-0.03666117258001463	0	-0.16651172187295996	0	0	-0.5137327536973584	-1.3661555682059865	-0.2391097297670092	-0.21207883129099708	0	-1.245369589921278	-0.05008881548922967	-0.1662011602688618	0	-0.4656362771353434
