GeneID	GSE16250_GPL570_MTB_control_blood_PBMC_dn.tsv	GSE34151_GPL10558_MTB_control_blood_dendritic_cell_dn.tsv	GSE83456_GPL10558_EPTB_control_blood_dn.tsv	GSE83456_GPL10558_PTB_control_blood_dn.tsv	GSE139871_GPL10558_MTB_control_blood_monocyte_dn.tsv
1687	-0.870561371848561	0	-1.0156094307573298	0	-0.16962715437013445
1690	-1.887998021569014	0	0	-0.10797820011499493	-0.04130414513842154
1716	-0.25464698544143327	-0.0794663592974616	0	0	0
1717	0	-0.1558439051730791	0	0	0
1718	0	0	-0.01836085118175101	0	-0.5115254796274491
1719	-1.165633099389524	0	0	0	0
172	0	0	0	0	0
1723	-0.12442932475659932	0	-0.11593764206038082	0	-0.02803246807396719
1725	-0.2515839273561947	0	-2.0652978075711417	-4.607854652225627	-0.3751317473018698
1727	-0.08528403037688825	-0.6899523165053942	0	-0.2612447042826278	-0.09769635215131788
1728	0	0	0	0	-1.4050942549442669
1729	0	0	-3.5002133905236024	0	-0.025932576637364813
173	-0.31940523616190886	-0.19613811711683077	0	0	-0.0088229077601195
1730	0	-0.34733719915717937	-0.26805837490296414	-1.4605336360968315	-0.05041793672760964
1731	-0.3780773711893919	0	-0.03917295889367356	0	-0.08557930629179955
1733	-0.45895853037907824	0	-3.7241932267805664	-1.4419273994699002	-0.010952523741343615
1734	0	0	0	-0.0281265543179714	0
1735	-1.3229075746242476	0	0	0	0
1736	0	0	0	-2.468921319237891	-0.06988597217651926
1737	-1.609243032121995	-0.779512434483804	0	0	-0.04340645419274963
1738	-0.21174541368906555	-0.4440589797595651	-0.4909103707884552	-0.14214356314769816	-0.3846273661556294
1739	-1.895856345523173	-0.5019221032359757	0	0	-0.2561987169497324
174	0	-0.0037265646259618257	0	0	0
1740	0	0	-0.03917295889367356	0	0
1741	0	0	0	-0.20530370749997995	-38.48922553298393
1742	-7.6875930507506816	-0.27857801813201366	0	-0.02153482163537213	-0.16528110483329206
1745	-0.14215322912384798	0	-0.009403056498251017	-0.9468531591492442	0
1746	-0.08218428206694628	-0.0025706273517994704	0	0	0
1747	0	0	-1.0409587252618715	0	0
1749	0	0	0	0	-0.009131146938571116
175	-1.1047285024568718	0	-0.011787640365544584	0	-0.04689845732314424
1750	0	-0.16450258829395104	-1.0521133078890532	-0.7177190165992018	0
1755	0	-1.9725819947457923	-0.07062053822851966	0	0
1756	0	-0.22952676562318097	-0.011015115470178747	-0.09922574421052488	-0.4209819897930904
1757	-0.04283850054218334	0	-0.9046011282789634	-1.2530336434148404	-1.5069680438800257
1758	-0.832892386165264	0	-0.03917295889367356	0	-0.08337163343426135
1759	0	-0.22106158035309992	-0.03746046065361419	0	0
176	0	-0.011691352102299655	-0.0395229908723056	0	0
1760	0	-0.2899285680424848	0	-1.4672432802136606	-0.1787997070633358
1761	0	-1.2978501579906483	-9.705085985435232	-2.38155779986798	-0.051206431124583285
1762	0	0	0	0	-1.477409776843043
1763	0	-0.21469639326528744	0	0	-0.501076976485443
1767	0	-0.10740883338795118	0	0	-0.08212153349523621
1768	-2.26997011276362	-0.017533231829904627	0	0	0
1769	0	-0.02226174594106911	-1.546767795498721	-1.062926378036705	0
177	-0.6237942781056387	-0.03766814659239279	-0.03917295889367356	0	0
1770	0	0	0	0	-0.04511897519738206
1773	0	-0.044508942612110136	-1.9201019549327745	-3.74030392561894	-0.2786681039624508
1774	0	-0.2369645342033711	0	0	-0.976164563838906
1775	0	0	-1.2726250563826522	-2.431029081791241	-0.075670013108867007
1776	-1.1229022377220312	0	0	0	0
1777	-24.277981286041623	0	-0.20470881050814405	-0.4725204308511123	-0.04920509481525537
1778	-3.3165949359805107	-1.0823397663529044	-5.699615652903139	0	-0.1468142940331414
178	0	-2.0161594065726534	-1.9957495601164257	-0.898955065603698	0
1780	0	0	0	0	-1.3854741623284603
1781	-14.91555053158081	-0.4598550563028363	0	0	-0.3835619066037264
1783	-0.6079521548906143	-0.8602332760797218	0	0	-0.5965539026040814
1785	-0.02080518530354517	-3.226905898435085	0	-0.8524223831171152	-0.045981074737655225
1786	-0.14104881399870017	-4.289116211808793	0	0	-0.11877503383782628
1787	0	0	-0.16651008082173258	-0.581737700267399	-1.563070392341178
1788	0	-0.39539253395052754	0	0	-1.564789206069058
1789	-0.9643647132333144	-0.017755849894379103	0	-0.36151787151725046	-0.08315766478840336
1791	-13.092510116502249	0	-2.627394078807182	-0.487529768408664	-0.04551832599579613
1793	-0.21055383683315543	-0.11709579841609574	-0.25115438840599014	0	0
1794	-0.5519069989678078	0	0	0	0
1795	-1.2313733628986787	-0.009006685985472856	0	-0.5794826337039677	-0.0013750483145334449
1796	-0.04763516706186899	-1.6134761206015558	0	0	-0.1857971572171384
1797	0	-0.15517902574382814	-0.3406594837878134	-0.3438326590988665	-0.07489314136260143
1798	0	-0.07242889656917506	0	-0.25572392915748665	-1.1159254033279504
18	0	-0.22639444325627545	-0.07177764605358639	-0.06730871418882711	-0.043740756872534425
1800	-0.4073709933918864	-0.11303623837438834	0	0	-0.04570087949906632
1802	-0.14926735833041516	0	0	0	0
1803	0	-2.27464858547114	0	0	-0.02627967701503882
1804	-0.10606680454124769	0	-0.03917295889367356	0	-0.08157746295306503
1805	-0.07817171294481573	-0.025033231130884376	-0.18476914610264616	0	0
1806	0	0	0	0	-0.10043244574725452
1807	-0.04311893035731176	0	-1.056349165313329	-0.5379591417217622	0
1808	-5.509821501112644	-0.004085839387714666	0	-2.0819589890924046	0
1809	0	0	-3.602695002218597	0	0
181	-0.5632994990028737	-0.6849820541794185	0	0	0
1810	-5.207589830642927	0	-0.2559652577833199	0	-0.08518176940074482
1811	-3.287122780874539	0	0	0	0
1812	-0.5897712429187095	0	0	0	-0.04732220555708704
1813	-0.05428590813488432	-0.23674883705836547	-1.6007422464364376	-1.7309756698620875	-0.03284626917383704
1814	0	0	-0.07475498789046853	-0.9370063402396368	0
1815	-0.5768575722242649	-0.8087609628003465	-0.1789715373183427	-2.3294907428056058	0
1816	-0.20309639100052115	0	-0.9537954433992696	-0.2808990944826635	0
1819	-1.3066370867991923	-0.5153715260408003	-0.9434117818650708	-1.7484712565856335	-0.02231492427827303
182	0	0	-1.2427654204742486	-2.58676923348251	0
1820	-0.2299384454196261	0	-1.098720296731908	-0.4328842912183497	-0.473769202119197
1821	0	-0.3416575997358293	-0.03917295889367356	0	-3.284176877357993
1822	-3.7484826749267306	0	0	0	0
1823	-3.393878330950728	-0.03701742652170098	-0.6475518809246079	0	-0.2234868447784062
1824	-0.05599169740943344	-0.6905111455942925	0	0	0
1825	-1.448065648370565	0	0	0	0
1826	-0.17814374217045317	0	-0.04033895242343388	-1.383813671026178	-0.6899042223647348
1827	0	-0.1267338013591738	0	0	0
1828	-0.009438522680093264	0	-0.03917295889367356	0	0
1829	0	0	0	0	-0.3709163851820436
183	-0.22847906881550836	-0.19347738893828548	-1.0448982822338315	-1.6223097646108728	0
1830	0	0	0	-0.10340687572431072	0
1831	-0.9892345382174598	0	-0.14659882992443918	0	0
1832	0	-0.8722073296308619	-0.03917295889367356	0	0
1833	-1.2615756455824747	-0.004925284422613224	0	-0.10340687572431072	0
1834	0	-0.20078892501601509	-1.845405767717532	-0.6154929132942311	-0.4666811813999864
1836	0	0	-0.19325611242873755	0	0
1837	0	-7.608326763900997e-4	0	-1.2811551477157486	0
1838	-0.4932617961208772	0	0	-7.231068280184948	-0.035327947675525884
1839	-3.859121289082371	-0.08095583482839208	-1.660857589284534	-2.429850332821889	0
1840	-0.05702668548075403	0	-0.06242564596527633	0	0
1841	0	-0.21667218421063292	0	-2.9771280249338545	0
1842	-0.3646531679245624	-1.0778989307399534	-0.132327945272253	0	0
1843	0	-0.03150036352630914	0	-0.3316483146084209	-0.03003399097325099
1844	-0.6498438873347253	0	-0.17729758232960868	0	-0.6073097420190221
1845	-5.166831229369403	0	-0.8682586440303528	-0.4119056151670112	0
1846	0	-0.1524953227526796	-0.03917295889367356	0	0
1847	0	-0.004911955809571128	-1.1501769273901394	-0.6523220234287423	0
1848	-0.2820785044096773	-0.9590107898062984	-1.6535245409062231	0	0
1849	0	-0.33600092496102496	-0.6749322498445529	0	-0.03399437909024208
185	0	-0.02923884123197777	-0.15382824206037338	0	0
1850	0	-0.01859142155530072	-0.2288336194371148	0	0
1852	0	-0.04910376604293376	-0.16826328524542977	0	-0.031061147703087
1854	-0.003915427682920636	-0.1918276761283133	-0.5263499104647908	0	-0.0823593117265049
1855	0	-2.5490399450937327	-0.07828918947983121	0	-0.1783163922271052
1856	0	-1.4666267228867569	0	0	-0.06695818313098112
1857	0	-0.1101394621636376	0	0	-0.07682962791359937
1859	-1.6247749088905543	-0.6178951069067398	0	0	0
186	0	-0.007495141715782229	0	-0.4222256719518556	-0.04138803085267345
1861	-0.6298784148629195	-0.007354075586166353	-0.03917295889367356	0	-0.22605449991972493
1869	-1.5024494712837315	-0.3373815309818098	0	0	0
187	-3.086040837422207	-0.01740297608913996	-0.032315385880255953	-0.39283646963915086	-0.023054999818375208
1870	0	-1.452042501572373	0	0	0
1871	0	0	-3.576062288223138	-4.711918018934358	0
1874	-0.2120102637317327	0	-0.11960055581241136	0	-0.04136498553307166
1875	0	-0.14168689989597283	-0.33100410741429065	0	0
1877	0	-0.15971409572689166	-0.5381377044668398	0	-0.4041007193241225
1879	-0.2939239145923964	0	-0.2417971659205568	-0.13690995472537537	-0.023519406566317905
1880	-0.035657865169108606	0	-0.8547921186246659	-0.9635313985598416	0
1889	-0.2347073548702864	-0.740151516438566	-0.13093342385220652	-0.10097512882174188	0
189	-0.1988095881911917	-0.04176519669114241	0	0	-0.12787713996026276
1890	-0.3646257286046852	-0.07554086860324216	-0.0014168946868303722	0	-0.15456453350068022
1891	0	-0.30028963789117225	0	0	0
1892	0	-0.13112898396952888	-0.5610768286010639	0	-0.02915640945929177
1893	0	-0.03001699671127832	0	0	-0.019828184361568413
1894	-0.04079442158459923	0	0	0	-0.691889933760454
1896	0	0	-0.45745280402536737	0	0
19	-0.13000723451029406	-0.2512031077436556	-0.0676921991346533	0	0
190	0	-0.11994276601689824	-2.4091958570647938	-3.680424590583803	-0.031867821688335754
1901	-1.5204215729608612	-0.4504642986460765	0	-2.24443306783347	0
1902	-0.5566919087911235	-1.36800587715405	0	0	0
1903	0	-3.362400729376392	0	0	-0.3761030781914741
1906	-8.878236264020344	-0.04109487563326819	-2.4191932800372724	-6.486492762771803	-0.025154771764213105
1907	-4.0771424890100105	0	-0.21970646336064048	0	0
1908	-11.02252837600236	0	0	0	0
1909	0	0	-1.226051542440946	-1.7200723438197705	0
191	0	-0.2638925667520333	-0.3083836684601211	0	-0.16657507040753916
1910	-0.19347366731004367	-1.2387480084629354	-0.8969003927026469	-0.6653802832900793	0
1911	-1.67208219469111	-0.030284973673292196	0	0	-0.01906997298605617
1912	0	0	-0.03917295889367356	0	-0.6321660913859484
1915	0	-0.2153148795272113	-0.21287439859184665	-0.43086520152847785	0
1917	-0.012501742918195946	0	0	-0.0559067695253489	0
1933	0	-0.4351693573740023	0	0	-0.015381683737259788
1934	0	-0.0269573981768394	-1.8326629456568957	-2.3407958447509527	0
1936	-0.5417005159138217	0	0	0	-0.02840816638610688
1937	-3.1971568039393734	0	-1.8660879800789412	0	-0.10646278795803332
1938	0	-0.0019483506409765368	-0.25528929434102743	-0.646106844505705	-0.5391466169894064
1939	0	-1.20278732629607	-1.1510728490991462	-0.8287148233462782	-0.07451394311341186
1942	-0.09776066766765878	-2.2478512212128767	0	-0.586395268527538	-0.10496233992732933
1943	0	0	-0.03917295889367356	0	-0.23295213536964687
1944	-0.39410763378376	-0.03351880883566821	-0.08140877997874618	-0.10021992413889837	-1.983249161862414
1945	-0.1430888256627566	0	0	-7.417019265718503	-0.13044579909552817
1946	-0.3816923108335724	0	0	-5.665886105853792	0
1947	0	0	0	0	0
1948	0	-0.1542784327514844	-0.8556308152037511	-1.497104598678097	0
1949	0	0	0	-1.2558679640849322	0
1950	0	-0.02996809158154818	-2.9632348130096497	-8.384845524228716	-0.12552332403206526
1951	-5.103207284443478	-0.786812173655087	0	0	0
1952	-1.2868869636113631	-0.09625623373832426	-1.0241080377277272	-4.302638185935628	0
1953	-0.4595484021828876	0	-0.1051076743732826	0	0
1954	0	-0.5074180041890131	0	0	-0.0977759459909746
1955	-0.05728868812908686	-0.16292525372444344	0	0	0
1956	-0.8336396915451587	0	-0.03917295889367356	0	0
1958	0	0	-0.10511994225390352	0	0
1959	-0.16243620146262208	-0.04354297708798588	-1.202908196770602	0	0
196	-0.016434863920988946	-0.98104078973671	-1.2009072235814156	-5.4027716382465725	-0.2506189979914226
1960	-3.998116388539753	-0.36682602803162606	-0.3947933550780964	0	0
1961	0	0	0	0	-0.09233507103436175
1962	-2.229929167483239	-0.0999711886482626	-0.6228569818137188	-0.4530047797293104	-0.5687833952221878
1964	-0.5997295496201753	-0.03957421431445529	-2.560574444417516	-1.1357400779062212	-0.022053277232783382
1965	-0.0459970112427821	0	-3.861564963128325	0	-0.14771097727909463
1967	0	-0.5611014614005789	-1.172187290055077	-0.5986136099630869	-0.0020857421380557906
1968	-4.841080523351689	0	-2.984574943689804	0	0
1969	0	-0.005769289619403206	0	0	-0.4685645198470567
197	-0.8089118089522301	-0.008569427857976347	0	-4.751383344966435	-26.85802934748571
1973	-22.158813714638512	0	-1.0371485389367456	0	-0.055386958602331206
1974	-1.810721571472898	-0.16922204886348036	0	-0.730884127055017	-0.06699904963347647
1975	-0.6771345795500388	-0.35910326329678766	-0.64634666865909	-2.82924834423076	-0.39583414440204034
1977	-0.17587382315249173	0	0	0	0
1978	-1.781275989138244	-0.014298982384999805	0	-2.109740576571912	-1.2633633474595118
1979	-0.10819949555272264	-2.667456597630557	0	-0.3379907392166335	-0.05666186275859331
1981	0	-0.5527881756491434	-1.3175325633860822	-2.2582461148887627	-0.528260368330498
1982	0	0	-0.037904872457915184	0	0
1983	0	-2.7899802187483878	0	-0.4292777387884352	0
1984	0	0	-3.534001543168632	-5.551524485916494	0
1986	-5.685483753526119	0	0	0	0
199	0	-3.181494369886096	0	0	0
1990	0	-1.0131817777690255	0	-0.12719031868108166	-0.14608560779524482
1991	0	0	-0.3875061742841477	0	-0.06218466821160129
1992	-0.24198537828446945	-0.06486325538410193	-0.10909744657999498	-0.4739333243386171	-0.6256906547108576
1993	-0.13263475512973927	-0.02376846600762987	0	0	0
1994	0	-0.02108533777566092	0	0	-0.09270036146996398
1995	0	0	-1.6306318098975636	-0.05459607000914213	-0.01282966817617226
1996	0	-0.14098437904489414	-0.48733285772276913	0	0
1997	0	0	0	0	-0.1376489491655244
1998	0	0	-2.1414653918819733	-2.017722472858536	-0.755928220733113
1999	-2.9762998464851567	-0.1863056083035197	-1.4416757227604549	-0.8357550954567294	0
2	0	-0.007192241473014199	0	-0.5364731227908626	-0.11691381805398844
20	0	-0.33930243514078806	0	0	-0.1920976930502796
2001	0	0	-2.0500632546203	-3.236715449854967	-0.0944853194889438
2002	0	-0.3242441795306157	0	-1.0360474373278643	0
2004	0	-0.31418126838819327	-1.865779891227617	0	0
2005	0	-0.008884583540422916	-1.620451490991479	0	0
2006	0	-0.4066077042523496	-1.6314270486191718	0	0
2009	0	-2.0441300214549263e-4	-1.0181746705358314	0	0
2010	-0.04194745200448155	-0.27896759626368595	0	-0.027443914950017856	0
2011	0	0	-0.00973086293730474	0	-0.04837580731380253
2012	0	0	-0.7554211782684592	-1.1774117457545152	-0.7982999989457564
2013	0	-0.11931247210110564	0	0	-0.025087182206053937
2014	-1.2737298656704183	-0.004882305426880063	-0.5102836997919189	-0.1244400812240628	0
2015	-1.9627319666615493	0	-2.5368653648850854	-2.450853035229737	-0.7426385355934855
2016	-4.30358073511038	-0.10595683844930535	-0.4304587764664669	-0.9423073098690264	-0.0909046425697213
2017	-0.46462696200394127	-0.9290959513557668	0	0	-0.015632552734910987
2018	0	-0.004059501429813858	-1.5098782572604112	0	0
2019	0	0	0	-1.656410636089929	-0.3733614777171663
202	-0.4159923486953356	0	0	0	-0.36713984548038514
2020	0	-0.2505754481741373	0	0	-0.144491649440468
2021	-0.017577831113246595	0	-0.03917295889367356	0	0
2022	0	0	0	-0.1381706456128744	0
2023	-0.00478165943493597	-0.01128969833750538	0	0	0
2025	-1.428123033498208	0	0	-0.694468296336824	0
2026	0	-0.1849554029480598	-7.048649418149928	-9.831343103978796	0
2027	-0.010679247710901564	-0.0011076379913494416	-0.13217824925951005	-0.7464880384384256	-0.2275918232353808
2028	-0.693119752439283	0	0	-4.736257509733247	-0.053712965484328246
2029	0	-0.15405691997533466	0	-0.28188932129836886	0
203	0	0	-0.6387782523828862	-0.07307418658149478	-0.0914013617938044
2030	-0.10481229238224538	-5.910380539517757e-4	-1.6888349603755255	0	0
2033	0	-36.556706103890505	0	0	0
2034	0	-0.17209165777146462	-2.594888196588077	-0.7128587534868831	0
2035	0	-0.853589444306647	-0.03917295889367356	0	-13.206700143481118
2036	0	-0.04816766843599496	0	-1.339000047982415	0
2037	0	0	0	-1.4781542455787924	0
2038	0	0	-0.15615805551769957	0	0
2039	0	-0.3628698871304453	0	0	-0.10684481729015238
204	-0.028970309748138523	-1.2098208338587324e-4	0	0	0
2040	-0.1214955388569059	0	-0.220485954443419	0	0
2041	-0.15990933165329357	-0.025199785346493947	-0.2412286020315697	-0.2960893794090116	0
2042	0	0	-3.004408692470605	-3.99958103748568	-0.33967417038375647
2043	0	0	-0.19128050141038663	-0.05456784391848357	-0.04224277811033159
2044	-0.1119272484595366	-0.703860476212995	-13.273512716721058	-2.758738543137154	0
2045	-0.34703681230005046	-9.058893847660175e-4	-1.567370814307133	-0.5108311223150701	-0.04540613828261286
2046	-0.6928659415876324	0	-0.1771687823513005	0	-0.20665390580456988
2047	0	-0.025422872215766185	0	0	-0.1021617119709768
2048	0	0	0	0	-0.03794592276087838
2049	-0.4797550113249745	-0.15699442353147225	-0.7513957096312205	-0.2548803179728989	0
205	-4.0680972595420535	0	-3.565731283800326	-2.0055729163311016	-0.14717801009624704
2050	-0.18750770112298265	-0.682131026993595	0	0	0
2051	0	0	-0.6480701033393352	0	0
2052	0	0	0	0	-0.005179112398510988
2053	0	0	0	0	-0.08534056144439688
2054	0	-0.2121454736577062	-3.3238110304873985	0	-0.30090644587708737
2055	0	0	0	0	-0.14316670517652674
2056	0	0	0	-0.9854302080803816	0
2057	0	0	-1.5488695817246798	-0.7391842351138957	-0.032415157144055184
2058	0	0	0	0	-0.5305003291567978
2059	-0.4571415381937213	0	-1.899300175065061	-1.1944016281771828	-0.16759434582191746
2060	0	-0.1891160332464943	-0.16637489442901154	-1.1014584648016537	-0.01017312684101146
2063	0	0	0	0	-0.6650693413356912
2064	-0.07197483471181401	0	0	0	0
2065	0	-0.06384658368300533	-0.05149107216395321	0	0
2067	0	-0.025260234255055025	-1.1225076946075756	-1.5368783428408768	-0.31264228983664855
2068	0	0	-0.06041958568714634	0	-0.041347980594047984
2069	0	0	-0.04421200530030456	0	-0.13708713387089388
2070	0	0	0	0	-0.02528485353529719
2071	0	-0.6751153925265037	-0.23978357566955943	-1.242226596314205	-0.14906529167190774
2072	0	0	-1.7860535711227818	-0.15091084412885158	0
2073	0	0	0	-1.4832858239360958	-0.6581368977779438
2074	0	-0.4396722313933639	-0.07045358024420656	0	-0.24544724298393472
2077	-0.13927312311993156	0	0	-0.3688410873888701	-0.100774671476277
2078	0	-14.712551682164328	0	0	0
2079	0	0	0	-5.890191866763078	-0.4549114121451612
208	0	-0.0036009811544603504	0	0	0
2081	0	-1.1360194557836314	0	0	-0.16271517946254388
2086	-0.09270696625898586	-0.03869170112700897	-0.03917295889367356	0	-0.29859594542945644
2091	-1.2275425034093823	0	-0.03917295889367356	0	0
2098	-1.8772192867161368	-0.0946626693097603	0	-0.9766805343110914	-0.0984134997663293
2099	0	0	0	-0.04762196919507078	-3.5492587990215485
21	0	-0.8775219110203225	-0.023824314426002857	0	-0.2923393526039777
210	-5.168234751402431	-0.002055745940509724	0	-0.293071466741646	0
2100	0	0	-0.03917295889367356	0	-0.03683333398399791
2101	0	-0.17738237826935416	0	0	-0.1337831468190424
2103	-0.055576128951320775	-0.09110154983118712	-0.3689980746770547	0	-0.2449551961255071
2104	-0.07281345434571307	0	-0.1602484961616326	-1.717763829816647	-0.057068623859133
2107	0	0	-0.040406998683353845	-0.1837350095880994	-0.02880216366389754
2108	-0.1023877599908022	-0.5856951039974179	0	0	0
2109	0	-3.711936484215507	0	-4.193630940186066	0
211	-0.7626661385274563	0	-0.03917295889367356	0	-0.5460797363769396
2110	0	-23.87242205707713	0	-2.750478929060544	-0.6293107302516112
2113	0	0	-0.5874145865311666	-0.3246757089198755	0
2115	0	-0.007722141252214071	-1.1762992464467297	0	-0.04727284208542659
2116	0	0	0	0	-0.09501227717831306
2117	0	0	0	0	-0.08060180452485532
2118	0	-0.011116131462612144	-0.781634901750953	-1.075721862314608	-0.05308252967153847
2119	-0.6681025668964014	0	0	0	0
212	-0.167569476210425	-0.977440541655449	-0.03917295889367356	0	0
2120	0	-0.026556453821255797	0	0	0
2121	0	0	-0.0195956305065339	0	-0.001999801505641517
2122	0	0	0	0	0
2124	0	-0.034869748884989754	0	0	0
2125	0	-0.02260620021010029	-1.0836031780619986	-0.8964895458414553	-0.06639170799872182
2128	0	0	0	0	-0.07716830574436453
213	0	-0.24741358475359032	-1.3786449691097888	-1.8851071013176428	0
2130	0	0	-18.98472791854932	-31.32546946204708	0
2131	0	0	-1.338563775365937	0	-0.23809054890889947
2132	0	0	-5.331323273599413	0	-0.036745159485495726
2134	0	-0.021556454410231907	0	0	0
2135	0	-0.018299037615944647	-0.7116773522137785	0	-0.3257364433753257
2137	0	-3.0062677711257626	0	-9.658703864818666	-0.016448909958675872
2138	-0.14142897052345038	0	-0.4831240923877061	-0.18590332521766093	-0.5358904367729767
2139	0	0	-0.39488586245347257	0	-0.6823013044885293
214	-0.3976999958333116	-0.7789291436754127	0	-9.238153416444211	-0.2548586999200211
2140	-0.09329917920958172	-0.02139596385407844	-1.3324262337378907	-3.0533190727538404	0
2145	0	0	-0.03917295889367356	0	-0.18886876185372337
2146	0	-0.0460309132445408	0	-1.2342723295118152	0
2147	-0.021409690594677816	-0.0037472365143357	-0.5631367490663095	-0.24163530664851215	0
2149	0	0	0	-0.07548526133690481	-0.0942312891599469
215	0	-0.13654008378680754	0	0	-2.44683319582383
2150	-1.2933886195652775	0	-3.0138364456000124	0	-0.10896798741665742
2151	0	-0.018915040064961447	0	0	0
2152	0	0	-1.0213803220504936	-2.296737119504594	0
2153	-0.07055869784059901	-0.004478207359503383	0	0	0
2155	0	-0.5696174793605637	-0.3893210855156011	0	-0.1628333275912442
2157	-0.1284655966686632	0	-0.7810079479185881	-1.3530969805031776	-0.47846302812599806
2158	0	-0.007022547061242168	-0.6195228113901008	-1.0266604795692564	0
2159	0	0	-1.5278368053150773	-1.919094857417824	-0.08891740084141012
216	-0.6240429308902805	0	-0.03917295889367356	0	-0.0578893441946845
2160	-1.4759356791589473	-0.21258779068329545	-2.6837576565536376	0	-0.007277875372704523
2161	0	-0.9304441989652226	0	0	0
2162	0	-0.1726764845704603	-3.2996297987070617	-1.9985435927849904	-0.20013071790501716
2165	0	-0.018204761375986755	0	0	-5.105188428816355
2166	0	-4.590373017903682	-0.5889591698015028	0	-5.105188428816355
2167	0	-0.10465014041915575	0	0	-0.12174965418428452
2168	-0.30836252588875945	-0.13882287783252867	0	0	-1.0260038607555764
2169	0	0	0	-2.638363181784313	0
217	0	0	-0.03917295889367356	0	0
2170	0	-0.13861075006683787	-0.669521374648982	0	-1.226186079278745
2171	-0.6072688116976227	-2.7065368821524882	0	-0.3802104861482185	-6.059190454155658
2172	0	0	-0.1212303730522093	0	0
2173	0	0	-2.2842977422366504	-2.49682514081137	-1.576587281669994
2175	0	-0.03538307945580416	0	-0.2767352980198601	-0.015408544318194883
2176	-0.1482401397529571	-0.6580804235291202	0	0	-2.446979862044508
2177	-0.032734061695539385	-0.18117881440499883	0	-0.5397057789489943	0
2178	0	0	0	0	0
218	0	0	-0.3620758097670893	0	-0.18194247628512583
2180	0	-1.6234367205019833	0	0	0
2181	0	-0.01280258765585257	0	0	0
2182	-0.5849776709903747	-0.022865652620733395	0	0	-1.0514433281892108
2184	-0.29600834262012143	-1.1081662222869948	-0.3730966653002923	0	0
2185	0	-0.17913927470611657	0	0	-0.005738104231794883
2186	0	0	-0.03917295889367356	0	0
2187	0	-0.35172863525397247	-1.0107713581919964	0	0
2188	0	0	-0.6064979750017263	-0.18852933899983812	-0.06565061789944888
2189	-5.173047329634887	0	0	0	-0.12385813832053748
219	-0.006068195392082705	0	-0.03150730310473959	0	-0.1444523302459555
2191	-2.980087095303845	-0.29083423886860094	-1.4644949223810455	-1.7810664156987512	-0.3192309712053781
2192	0	-0.3530129425369961	-0.029112067117209817	-0.42938518167299033	-0.275021458825254
2193	0	-0.3530129425369961	-1.3151882434091011	-0.06686633829939059	0
2194	-0.2696062376200927	0	-1.0710778595222328	-3.098780106169304	-0.17628828044678957
2195	-0.7857432905033401	-0.2688484328692402	0	-37.58375583362948	-0.17628828044678957
2196	0	0	-2.88153835955063	-5.346457294679255	-0.4823768875200969
2197	0	0	0	0	-0.4232333877522354
2199	-0.06949365867957269	-0.32830571343187964	-0.03917295889367356	0	-0.2037850431092707
22	0	0	-0.0726573289732293	0	0
220	-0.33603434787747766	0	0	0	0
2200	0	-0.1666134458464803	-3.747302897951019	-5.291500394449807	-0.22808852695043097
2201	-0.5903968801388482	-0.37131575433221	0	-0.024342651757971238	-0.262542740506585
2202	-0.9808617412708972	-0.014500100054910134	-0.06310276520150393	0	0
2203	-1.4987754828135236	0	-1.978138749860321	-1.6487538597818412	-0.12533241259141592
2204	-0.8144995728889242	-0.0482045804243294	-0.6286790456921474	0	0
2205	0	-0.28576381288202546	-0.24661011928416865	0	0
2206	0	-0.16700155636731195	-0.03917295889367356	0	0
2207	-0.013744748339954704	0	-1.4647628186169792	-2.4671141810087445	-1.3518523740357056
2208	0	0	-0.1365445891741337	0	-0.0455845404848747
2209	0	0	-11.603854023500247	-8.832968592953668	0
221	0	-1.6633136982367889	0	0	0
2210	0	0	-1.318596593490865	-1.1322336391409196	0
2212	0	-0.40359345564941096	-0.020351502462015118	-0.11697067839132602	-0.002583540776571664
2213	-2.1201190819147264	-0.30561408555807046	0	0	-0.12058037074836704
2214	-0.16219795185640512	-1.9458950549587444	-0.03917295889367356	0	0
2215	0	-0.01025089438103674	-0.6896388696506697	-1.1266930924661538	-0.10715985659581072
2217	-0.04344381146237673	0	0	-2.0501868967755383	0
2218	0	-0.10368764269246046	-1.1746045383042154	-2.242031203812537	-0.23516613368257788
2219	0	0	0	0	-0.06206747737731377
222	-7.998300323401057	0	0	0	-4.221012200760113
2220	0	0	0	-4.219473304893414	0
2222	-7.121743944004883	-0.008704968396482354	0	0	-0.029176435733100137
2224	-1.347212226344889	-0.17518185949038534	-10.0479419016948	-13.671874523316111	-0.002713129330346134
2227	0	0	-8.668685508392642	-3.0096179413181963	0
2228	0	0	0	0	-0.051512574638485166
2229	0	0	-0.03917295889367356	0	0
223	0	0	-0.15751424464786723	0	0
2230	0	-0.007447882642001122	0	0	0
2232	0	-0.003115775997423745	-2.269496526555604	0	0
2235	-0.5920716148370442	0	-1.5701439099721393	-1.4005164120564877	-0.3257369448448184
2237	-0.4498103260946431	-0.5554696720473853	0	0	-0.9121101827699664
2239	0	-0.2692308005516416	-1.2980318572146201	-0.4495224297819278	0
224	-0.06278542049431479	0	0	-0.8661511214590558	0
2241	0	-0.1393262830395361	0	0	-0.04855856479867171
2242	0	0	0	0	-0.4998707129838563
2243	0	-0.01201604452552426	-0.25317231354795044	0	-0.04871992314350093
