GO_ID	Description	GeneSetSize	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	bp_gene_length	log_observed_expected	pseudocount
GO:0000002	mitochondrial genome maintenance	30	0.0025974025974025974	30/16323	0.1	1.4132467532467534	0.6251483188625244	0.35765024005495993	0.6131428166049533	0.5281409274397317	PARP1/TYMP/LONP1	3	21	-0.9586083815379696	0.3746032262189663
GO:0000012	single strand break repair	13	0.0025974025974025974	13/16323	0.23076923076923078	3.261338661338662	2.2507321901447237	0.05923541253822664	0.29578472190236843	0.2547791690898495	PARP1/UNG/TNP1	3	11	-0.31198121661291706	0.6786811259535029
GO:0000017	alpha-glucoside transport	2	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000018	regulation of DNA recombination	141	0.007792207792207792	140/16323	0.06428571428571428	0.9085157699443412	-0.2999813512129498	0.6655270427300176	0.7713100473361939	0.664380944719087	BCL6/MSH6/IL10/PARP1/TP53BP1/C1QBP/CD28/PARP3/TGFB1	9	89	-1.3041100248785766	0.2681875204169346
GO:0000019	regulation of mitotic recombination	7	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000022	mitotic spindle elongation	12	0.0025974025974025974	12/16323	0.25	3.5331168831168833	2.4222506299016646	0.048019578187928014	0.27190620787851727	0.23421100747903706	PRC1/KIF23/NUMA1	3	8	0.00647251450561752	0.8859577436811281
GO:0000023	maltose metabolic process	2	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000025	maltose catabolic process	1	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000027	ribosomal large subunit assembly	16	0.0017316017316017316	16/16323	0.125	1.7665584415584417	0.8465093222690637	0.3143900134345814	0.5987923520933788	0.5157799123041388	RRS1/DHX30	2	15	-1.027601253024921	0.3506352485184765
GO:0000028	ribosomal small subunit assembly	18	0.0017316017316017316	18/16323	0.1111111111111111	1.57027417027417	0.6679947837491895	0.36737149020562454	0.6209235984755944	0.5348430354023114	RPSA/PWP2	2	8	-0.39899259360254685	0.6287434676434672
GO:0000038	very long-chain fatty acid metabolic process	35	0.0025974025974025974	35/16323	0.08571428571428572	1.2113543599257883	0.3454020189859737	0.4547628694687914	0.6602593047752436	0.5687255108125694	ABCD1/ABCD2/TECR	3	24	-1.092139774162492	0.3295029095838312
GO:0000041	transition metal ion transport	98	0.008658008658008658	96/16323	0.10416666666666667	1.4721320346320346	1.280246172344639	0.14067957686843616	0.42785419224875304	0.36853943939919626	HPX/LCN2/CBLIF/TCN2/ASIC3/HEPH/FTL/FKBP4/HFE/RAB11B	10	55	-0.7174463247210814	0.47045019374741015
GO:0000045	autophagosome assembly	116	0.005194805194805195	116/16323	0.05172413793103448	0.7309896999552171	-0.8023430707924935	0.8378975255684092	0.8814479831665484	0.7592501171214099	GABARAPL2/ATG12/BECN1/RAB7A/RAB33A/BAG3	6	52	-1.1721824818360287	0.30494220400603034
GO:0000050	urea cycle	12	8.658008658008658e-4	12/16323	0.08333333333333333	1.1777056277056277	0.16992803273940588	0.5856128385418161	0.7225921933284838	0.6224169978184693	FH	1	6	-0.8044577017107113	0.43361403156160394
GO:0000052	citrulline metabolic process	6	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000053	argininosuccinate metabolic process	1	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000054	ribosomal subunit export from nucleus	15	8.658008658008658e-4	15/16323	0.06666666666666667	0.9421645021645022	-0.061837692490647474	0.66756079859338	0.7713100473361939	0.664380944719087	RAN	1	4	-0.39899259360254685	0.6287434676434672
GO:0000055	ribosomal large subunit export from nucleus	8	8.658008658008658e-4	8/16323	0.125	1.7665584415584417	0.5984257102165508	0.44413418146951833	0.6478473309658392	0.5580342474045533	RAN	1	3	-0.11131052115076594	0.8048931385271901
GO:0000056	ribosomal small subunit export from nucleus	8	8.658008658008658e-4	8/16323	0.125	1.7665584415584417	0.5984257102165508	0.44413418146951833	0.6478473309658392	0.5580342474045533	RAN	1	3	-0.11131052115076594	0.8048931385271901
GO:0000070	mitotic sister chromatid segregation	192	0.01471861471861472	192/16323	0.08854166666666667	1.2513122294372294	0.9666007115794082	0.20083549440332954	0.5057536769785451	0.4356394771034254	DLGAP5/PRC1/ZWINT/KIF2A/UBE2C/ZNF207/RIPOR2/RRS1/AKAP8/BECN1/KIF23/NDC80/DCTN2/RAN/XRCC3/NUMA1/SPAG5	17	110	-0.8799652542188564	0.4037389888066568
GO:0000075	cell cycle checkpoint signaling	202	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000076	DNA replication checkpoint signaling	20	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000077	DNA damage checkpoint signaling	130	0.006060606060606061	129/16323	0.05426356589147287	0.7668780831571529	-0.7335241418565288	0.8156403633003586	0.8656915298069351	0.7456780297297887	CDKN1A/CDKN1B/TP53BP1/CDC5L/PTPN11/DGKZ/XPC	7	72	-1.3434542024433982	0.25806866892435687
