GO_ID	Description	GeneSetSize	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	pathway_genes	pathway_size	observed_val	expected_val	log_observed_expected	asinh_observed_expected
GO:0000002	mitochondrial genome maintenance	30	0.0019065776930409914	30/16323	0.06666666666666667	1.0373689227836034	0.05368694791312115	0.5830180735849415	0.7107192328536011	0.6146542306616559	RRM1/DNA2	2	c(""5442"", ""92667"", ""3980"", ""1890"", ""5428"", ""84275"", ""142"", ""11232"", ""7156"", ""56652"", ""79736"", ""1763"", ""6240"", ""4358"", ""10000"", ""201973"", ""55186"", ""2021"", ""50484"", ""4976"", ""291"")	21	2	3.5323101319589965	-0.5688049046574248	0.5396279337646672
GO:0000012	single strand break repair	13	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0
GO:0000017	alpha-glucoside transport	2	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0
GO:0000018	regulation of DNA recombination	141	0.004766444232602479	140/16323	0.03571428571428571	0.555733351491216	-1.383490719071364	0.9510447571428948	0.9565294443236496	0.8272392845559605	PRMT1/UBE2B/TFRC/NSD2/YEATS4	5	c(""6118"", ""23347"", ""26122"", ""10459"", ""54556"", ""10856"", ""2074"", ""57634"", ""8741"", ""25"", ""3575"", ""387893"", ""64769"", ""151987"", ""84717"", ""80314"", ""10933"", ""4361"", ""4437"", ""9025"", ""10721"", ""196528"", ""22891"", ""3565"", ""10097"", ""23514"", ""158880"", ""26168"", ""8607"", ""641"", ""51588"", ""29072"", ""2956"", ""7014"", ""6502"", ""51548"", ""55929"", ""3838"", ""9643"", ""55183"", ""1111"", ""84893"", ""10524"", ""10902"", ""51149"", ""2521"", ""55086"", ""7037"", ""115004"", ""1387"", ""64110"", ""54537"", ""1457"", ""7158"", ""3276"", ""54799"", ""56893"", ""5888"", 
""8295"", ""60"", ""51750"", ""80311"", ""10635"", ""55135"", ""57162"", ""142"", ""6944"", ""7040"", ""154288"", ""55257"", ""7454"", ""23028"", ""8914"", ""8089"", ""55010"", ""3836"", ""149840"", ""5347"", ""10111"", ""5531"", ""708"", ""92797"", ""55658"", ""57599"", ""56979"", ""112441434"", ""86"", ""4436"", ""63979"")	89	3	14.970266749730985	-1.6074537285579773	0.1990796122446881
GO:0000019	regulation of mitotic recombination	7	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0
GO:0000022	mitotic spindle elongation	12	0.002859866539561487	12/16323	0.25	3.8901334604385127	2.624618978908474	0.03761137579080735	0.23692449724157696	0.2049003851946107	BIRC5/KIF23/INCENP	3	c(""285643"", ""9055"", ""9212"", ""6795"", ""24137"", ""9493"", ""54627"", ""29127"")	8	1	1.3456419550319987	-0.2968711891737831	0.6876499267969107
GO:0000023	maltose metabolic process	2	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0
GO:0000025	maltose catabolic process	1	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0
GO:0000027	ribosomal large subunit assembly	16	9.532888465204957e-4	16/16323	0.0625	0.9725333651096282	-0.028805568314896245	0.65467702639941	0.7516599391107429	0.650061149658615	MDN1	1	c(""29960"", ""29997"", ""23246"", ""92170"", ""81554"", ""22907"", ""26164"", ""22868"", ""6125"", ""55794"", ""6135"", ""4839"", ""54471"", ""23195"", ""23212"")	15	1	2.5230786656849973	-0.9254798485961571	0.3866360605086029
GO:0000028	ribosomal small subunit assembly	18	0.0019065776930409914	18/16323	0.1111111111111111	1.728948204639339	0.8109060850014171	0.3235240379208608	0.5932527539615705	0.5130652136851205	RPS14/PWP2	2	c(""64745"", ""27349"", ""2197"", ""26284"", ""6223"", ""7520"", ""81554"", ""5591"")	8	0	1.3456419550319987	-Inf	0
GO:0000038	very long-chain fatty acid metabolic process	35	0.002859866539561487	35/16323	0.08571428571428572	1.3337600435789185	0.5180032958790896	0.3926802542390605	0.6308725378907704	0.5456000857974432	ACOX1/ACSL1/ABCD3	3	c(""8529"", ""225"", ""51"", ""83401"", ""6785"", ""5828"", ""30"", ""10965"", ""201562"", ""5825"", ""215"", ""79993"", ""10998"", ""23205"", ""54898"", ""122970"", ""9200"", ""9524"", ""641371"", ""28965"", ""64834"", ""401494"", ""51495"", ""60481"")	24	2	4.036925865095996	-0.7023362972819474	0.47711741360179105
