ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	bp_gene_length	log_observed_expected
GO:0001655	urogenital system development	0.012184508268059183	64/16075	1.3675534391471264e-4	0.028057198946816422	0.02444441677648298	ESR1/CDKN1B/FGF10/EPHB3/PAX8/BMP4/RARA/FKBP4/TNC/SRD5A1/FGFR2/GATA2/SERPINF1/HOXD13	14	NA	NA
GO:0002367	cytokine production involved in immune response	0.017406440382941687	119/16075	2.8041107723869964e-4	0.03710346758399393	0.03232584361664461	CD74/CD96/BCL6/JAK3/P2RX7/IL10/BST2/PRKCZ/CD81/HK1/TGFB1/ACP5/BCL10/MYD88/IRAK3/IFNB1/HFE/DDX1/MIF/RIPK2	20	NA	NA
GO:0002455	humoral immune response mediated by circulating immunoglobulin	0.010443864229765013	46/16075	6.697666534031945e-5	0.021188155049443564	0.018459864569342878	HPX/FCER2/C2/C8B/C8A/CD81/C1S/C1QC/C1QBP/PTPN6/C3/SERPING1	12	1	3.4774167624124823
GO:0002700	regulation of production of molecular mediator of immune response	0.02349869451697128	184/16075	2.7889284523341444e-4	0.03710346758399393	0.03232584361664461	CD74/CD96/HPX/BCL6/JAK3/P2RX7/IL10/BST2/PRKCZ/TP53BP1/CD81/PGC/HK1/IL5/CD28/PARP3/TGFB1/ACP5/BCL10/MYD88/IRAK3/IFNB1/HFE/DDX1/TNFRSF4/MIF/RIPK2	27	NA	NA
GO:0002701	negative regulation of production of molecular mediator of immune response	0.009573542210617928	47/16075	3.7750834611781445e-4	0.042678666772712204	0.03718315288829601	CD96/BCL6/JAK3/IL10/BST2/PARP3/TGFB1/ACP5/IRAK3/IFNB1/HFE	11	NA	NA
GO:0002704	negative regulation of leukocyte mediated immunity	0.012184508268059183	67/16075	2.2870976312673168e-4	0.03505693387287447	0.030542831596216152	CD96/BCL6/JAK3/BST2/GFER/NCKAP1L/FOXF1/PTPN6/PARP3/TGFB1/IFNB1/HFE/SERPINB9/SPI1	14	NA	NA
GO:0002718	regulation of cytokine production involved in immune response	0.017406440382941687	117/16075	2.220292624016457e-4	0.03505693387287447	0.030542831596216152	CD74/CD96/BCL6/JAK3/P2RX7/IL10/BST2/PRKCZ/CD81/HK1/TGFB1/ACP5/BCL10/MYD88/IRAK3/IFNB1/HFE/DDX1/MIF/RIPK2	20	1	3.988242386178473
GO:0002719	negative regulation of cytokine production involved in immune response	0.008703220191470844	35/16075	1.1785749936982073e-4	0.027956188414139015	0.024356412854057884	CD96/BCL6/JAK3/IL10/BST2/TGFB1/ACP5/IRAK3/IFNB1/HFE	10	6	1.5033357363904727
GO:0003208	cardiac ventricle morphogenesis	0.012184508268059183	70/16075	3.6946400156600363e-4	0.042678666772712204	0.03718315288829601	TGFBR3/GATA4/MYH7/MYH6/BMPR1A/FOXF1/FOXC1/NPY5R/HAND1/SMAD4/SEMA3C/PPP1R13L/TGFB1/FGFR2	14	1	3.631567442239741
GO:0003300	cardiac muscle hypertrophy	0.01392515230635335	79/16075	1.2364133242708772e-4	0.027956188414139015	0.024356412854057884	GATA4/FOXO1/MYH7/HDAC2/PARP1/JARID2/MYH6/RGS2/CSRP3/IL6ST/PPP3CA/SMAD4/BECN1/CAMK2D/TRPC3/INPP5F	16	3	2.6664865461961536
