ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0030050	vesicle transport along actin filament	8/637	13/8507	8.694014833290614e-7	0.0033141562620537086	0.0033141562620537086	MYO1B/MYO7A/MYO6/MYO5B/MYO5A/MYO1E/MYO1D/MYO1C	8
GO:0099515	actin filament-based transport	8/637	14/8507	1.8956818949302561e-6	0.0033141562620537086	0.0033141562620537086	MYO1B/MYO7A/MYO6/MYO5B/MYO5A/MYO1E/MYO1D/MYO1C	8
GO:0099518	vesicle cytoskeletal trafficking	14/637	44/8507	2.1046716312788158e-6	0.0033141562620537086	0.0033141562620537086	KIF3A/HAP1/KIF5B/MECP2/AP3M2/RAB1A/MYO1B/MYO7A/MYO6/MYO5B/MYO5A/MYO1E/MYO1D/MYO1C	14
GO:0006334	nucleosome assembly	18/637	77/8507	1.065246467566524e-5	0.012580560781960648	0.012580560781960648	SART3/SMARCA5/H2BC13/H2BC14/H2BC8/H3C7/H2BC15/NAP1L2/H4C6/NAP1L3/H4C13/NASP/H2BC4/NAP1L4/NAP1L1/H4C1/H4C4/H2BC10	18
GO:0034728	nucleosome organization	20/637	93/8507	1.3354546789270104e-5	0.012617375806502395	0.012617375806502396	SART3/SMARCA5/H2BC13/H2BC14/H2BC8/H3C7/H2BC15/NAP1L2/H4C6/SMARCE1/NAP1L3/H4C13/NASP/H2BC4/NAP1L4/NAP1L1/H4C1/NFE2/H4C4/H2BC10	20
