GO_ID	Description	GeneSetSize	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	pathway_genes	pathway_size	observed_val	expected_val	log_observed_expected	asinh_observed_expected
GO:0000002	mitochondrial genome maintenance	30	0.001966181675186787	30/16075	0.525801829995167	0.7761641574563658	0.6440874439742854	TYMP/DNAJA3/TOP3A/PARP1/ENDOG	5		21	4	8.321430602149315	-0.732539826305687	0.4638710031712556
GO:0000003	reproduction	1410	0	0	1	1	1		0		0	0	0	0	0
GO:0000012	single strand break repair	11	7.864726700747149e-4	11/16075	0.538686095225568	0.7804464386884757	0.6476410267398278	TNP1/PARP1	2		11	1	4.358844601125831	-1.4722070225005253	0.22745232374673868
GO:0000017	alpha-glucoside transport	2	0	0	1	1	1		0		0	0	0	0	0
GO:0000018	regulation of DNA recombination	132	0.009044435705859222	131/16075	0.3267742684058797	0.5886806293852115	0.4885072291156527	PARP3/POGZ/KPNA2/PAXIP1/FANCB/CHEK1/TP53BP1/RAD51/MLH1/IL7R/TNFSF13/ZNF365/VPS72/H1-1/CD28/TIMELESS/KPNA1/H1-10/WAS/NSD2/MSH2/PARP1/MSH3	23		89	18	35.26701540910901	-0.6725763615381299	0.4904872773670684
GO:0000019	regulation of mitotic recombination	7	3.9323633503735744e-4	7/16075	0.7005182228535114	0.8319545315423926	0.6903841958897567	MLH1	1		3	0	1.188775800307045	-Inf	0
GO:0000022	mitotic spindle elongation	12	3.9323633503735744e-4	12/16075	0.8734690335628719	0.9202098797520992	0.7636214886703707	BIRC5	1		8	0	3.170068800818787	-Inf	0
GO:0000023	maltose metabolic process	3	0	0	1	1	1		0		0	0	0	0	0
GO:0000025	maltose catabolic process	1	0	0	1	1	1		0		0	0	0	0	0
GO:0000027	ribosomal large subunit assembly	25	0.0023594180102241447	25/16075	0.1928337031683901	0.4562427367007495	0.37860575664361157	BOP1/RPL10/RPL11/FASTKD2/NOP2/RRS1	6		15	5	5.943879001535224	-0.1729240383702642	0.7645189527177261
GO:0000028	ribosomal small subunit assembly	17	7.864726700747149e-4	17/16075	0.7756165373978082	0.8745041088217532	0.7256932838046934	RPS19/RPS15	2		8	1	3.170068800818787	-1.1537532913819908	0.3104401387412375
GO:0000038	very long-chain fatty acid metabolic process	35	0.0023594180102241447	35/16075	0.4853019417581037	0.7329918754570406	0.6082616144814494	HSD17B4/ACSL6/SLC27A2/ACAA1/ABCD3/HACD1	6		24	3	9.51020640245636	-1.1537532913819906	0.31044013874123755
GO:0000041	transition metal ion transport	93	0.005112072355485647	91/16075	0.6993346185616014	0.8319545315423926	0.6903841958897567	SLC30A4/TCN2/ABCB7/CLTC/FTL/B2M/TRPM2/TFR2/ATP7B/SLC30A2/ATOX1/LTF/HRG	13		55	9	21.794223005629156	-0.8844203575984061	0.40203528574712716
GO:0000045	autophagosome assembly	106	0.003932363350373574	106/16075	0.9797849525965678	0.9870744380948285	0.819107975725603	CTSD/IFT88/TBC1D12/ATG12/BECN1/ULK1/MFN2/PIP4K2A/MTMR3/RB1CC1	10		52	5	20.60544720532211	-1.4161175558494816	0.24033395970951213
GO:0000050	urea cycle	10	3.9323633503735744e-4	10/16075	0.8213999787877756	0.8941538959442582	0.7419993461766662	ASL	1		6	0	2.37755160061409	-Inf	0
GO:0000052	citrulline metabolic process	8	0	0	1	1	1		0		0	0	0	0	0
GO:0000053	argininosuccinate metabolic process	1	0	0	1	1	1		0		0	0	0	0	0
