GeneID	GSE16250_GPL570_MTB_control_blood_pmbc_up.tsv	GSE18794_GPL6244_MTB_Cpn60.1_control_2h_blood_monocytes_up.tsv	GSE19491_GPL6947_PTB_control_blood_whole_blood_up.tsv	GSE34151_GPL10558_MTB_control_blood_dcs_up.tsv	GSE39941_GPL10558_MTB_HIVneg_control_blood_whole_blood_up.tsv	GSE39941_GPL10558_MTB_HIVpos_control_blood_whole_blood_up.tsv	GSE63548_GPL10558_LNTB_control_lymphnode_lymphnode_up.tsv	GSE83456_GPL10558_EPTB_control_blood_up.tsv	GSE83456_GPL10558_PTB_control_blood_up.tsv	GSE119143_GPL17586_MTB_control_blood_pbmc_up.tsv	GSE139871_GPL10558_MTB_control_blood_monocyte_up.tsv
4860	0	0	0	0	0	0	0.6965277745437319	0	0	0	0
4864	0	0	0	0	0	0	0	0	0	0	0
4891	0	0.005782529671495063	0.9685884360606942	0	0	0	0	0	0	0	0
4893	0	0	0	0	0	0	0	2.830474121616197	2.830474121616197	0	0
4925	0	0	0	0	0	0	0	0	0	0	0
4927	0	0	0	0	0	0	0	0	0	0	0
4931	0	0	0	0.07714938029595791	0	0	0	0	0	0	0
4998	0	0	0	0	0	0	0	0	0	0	0
501	0	0	0	0	0	0	0	0	0	0	0
5018	0	0	0	0	0	0	0	0	0	0	0
5019	0	0	0	0	0	0	0	0	0	0	0
5048	1.2660396816766537	0	0	0	0	0	0	0	0	0	0
5050	0	0	0	0	0	0	0	0	0	0	0
5054	0	0	0	0	0	0	0	0	0	0	0
5058	0	0	0	0	0	0	0	0	0	0	0
50810	0	0	0	0	0	0	0	0	0	0	0
50813	0	0	0	0	0	0	0	0	0	0	0
50814	0	0	0	0	0	0	0	0	0	0	0
50865	0	0	0	0	0	0	0	0	0	0	0
5092	0	0	0	0	0	0	0	0	0	0	0
5096	0	0	0	0	0	0	0	0	0	0.7808221096829192	0.9467353317857012
51001	0	0	0	0	0	0	0	0	0	0	0
51005	0	0	0	0	0	0	0	0	0	0	0
51015	0	0	0	0	0	0	0	0	0	0	0
51021	0	0	0	0	0	0	0	0	0	0	0
51024	0	0	0	0	0	0	0	0	0	0	0
51026	0	0	0	0	0	0	0	0	0	0	0
51031	0	0	0	0	0	0	0	0	0	0	0
51053	0	0	0	0	0	0	0	0	0	0	0
51056	0	0	0	0	0	0	0	0	0	0	0
5106	0	0.12758239382887554	0	0	0	0	0	0	0	0.14585105175657187	0
51070	0	0	0	0	0	0	0	0	0	0	0
51071	0	0	0	0	0	0	0	0	0	0	0
5108	0	0	0	0	0	0	0	0	0	0	0
51097	0	0	0	0	0	0	0	0	0	0	0
5110	0	0	0	0	0	0	0	1.011764380338163	1.011764380338163	0	0
5111	0	0	0	0	0	0	0	1.0195678712295764	1.0195678712295764	0	0
51116	0	0	0	0	0	0	0	0	0	0	0
51160	0	0	0	0	0	0	0	0	0	0	0
51170	0	0	0	0	0	0	0	0	0	0	0
51203	0	0	0	0	0	0	0	0	0	0	0
51282	0	0	0	0	0	0	0	0	0	0	0
51293	0	0	0	0	0	0	0	0	0	0	0
51335	0	0	0	0	0	0	0	0	0	0	0
51375	0	0	0	0	0	0	0	0	0	0	0
51382	0	0	0	0	0	0	0	0	0	0	0
51385	0	0	0	0	0	0	0	0	0	0	0
51422	0	0	0	0	0	0	0	0	0	0	0
51465	0	0	0	0	0	0	0	0	0	0	0
51466	0	0	0	0	0	0	0	0	0	0	0
51495	0	0	0	0	0	0	0	0	0	0	0
5154	0	0	0	0	0	0	0	0	0	0	0
51569	0	0	0	0	0	0	0	0	0	0	0
51599	0	0	0	0	0	0	0	0	0	0	0
51635	0	0	0	0	0	0	0	0	0	0	0
51719	0	0	0	0	0	0	0	0	0	0	0
51742	0	0	0	0	0	0	0	0	0	0	0
5211	0	0	1.092092661818771	0	0	0	0	0	0	0.9885600524216624	0
5223	0	0	0	0	0	0	0	0	0	0	0
5236	0	0	0	0	0	0	0	0	0	0	0
5255	0	0	0	0	0	0	0	0	0	0	0
5257	0	0	0	0	0	0	0	0	0	0	0
5261	3.574794511026907	0	0	0	0	0	0	0	0	0	0
5287	0	0	0	0	0	0	0	0	0	0	0
5289	144.0880906341271	0	0	0	0	0	0	0	0	0	0
5290	0	0	0	0	0	0	0.92244129246071	0	0	0	0
5300	0	0	0	0	0	0	0	0	0	0	0
5321	0.4673176238147661	0	0	0	0	0	0	0	0	0	0
533	2.156376703611635	0	0	0	0	0	0	0	0	0	0
5331	0	0	0	0	0	0	1.4315973754393134	0	0	0.2089788669135051	0
53343	0	0	0	0	0	0	0	0	0	0	0
5347	0	0	0	0	0	0	0	0	0	0	0
5355	0	0	0	0	0	0	0	0	0	0	0
5357	0	0	0	0	0	0	0	0	0	0.7345563345378445	0
5359	0	0	0.007140467947261531	0	0	0	0	4.20401346232589	4.20401346232589	0	0
5366	0	0	0	0	0	0	0	0	0	0	0
5373	0	0	0	0	0	0	0	0	0	0	0
54205	0	0	0	0	0	0	0	0	0	0	0
5423	0	0	0	0	0	0	0	0	0	0	0
5427	0	0	0	0	0	0	0	0	0	0	0
5438	4.646812604384136	0	0	0	0	0	1.9135417723109305	0	0	0	0
54386	0	0	0	0	0	0	0	0	0	0	0
5440	0	0.98353266722674	0.9643796780647976	0	0	0	0	0	0	0	0
54438	0	0	0	0	0	0	0	0	0	0	0
54442	0	0	0	0	0	0	0	0	0	0	0
54499	0	0	0	0	0	0	0	0	0	0	0
54505	0	0	0	0	0	0	0	0	0	0	0
54512	0	0	0	0	0	0	0	0	0	0	0
54541	0	0	0	0	0	0	0	0	0	0	0
54623	0	0	0	0	0	0	0	0	0	0	0
5467	0	0	0	0	0	0	0	0	0	0.06689912002203946	0
5468	0	0	0	0	0	0	0.5502556914785965	0	0	0	0
54681	0	0	0	0	0	0	0	0	0	0	0
54733	0	0	0	0	0	0	0	0	0	0	0
5480	6.295453178722116	0	0	0	0	0	0	1.3560730990695975	1.3560730990695975	0	0
54807	0	0	0	0	0	0	0	0	0	0	0
54850	0	0	0	0	0	0	0	0	0	0	0
54881	0	0	0	0	0	0	0	0	0	0	0
54915	0	0	0	0	0	0	0	0	0	0	0
54957	0	0	0	0	0	0	0	0	0	0	0
5498	0	0	0	0	0	0	0	0	0	0	0
55008	0	0	0	0	0	0	0	0	0	0	0
55011	0	0	0	0	0	0	0	0	0	0	0
55012	0	0	0	0	0	0	0	0	0	0	0
55033	0	0	0	0	0	0	0	0	0	0	0
55038	0	0	0	0	0	0	0	0	0	0	0
55111	0	0	0	0	0	0	0	0	0	0	0
55127	0	0	0	0	0	0	0	0	0	0	0
55129	0	0	0	0	0	0	0	0	0	0	0
55148	0	0	0	0	0	0	0	0	0	0	0
55179	0	0	0	0	0	0	0	0	0	0	0
5525	0	0	0	0	0	0	0	0	0	0.36387484599373154	0
55256	0	0	0	0	0	0	0	0	0	0	0
5529	0	0	0.3838855046684437	0	0	0	0	0	0	0	0
55324	0	0	0	0	0	0	0	0	0	0	0
5547	0	0	0	0	0	0	0	0	0	0	0
55556	0	0	0	0	0	0	0	0	0	0	0
55604	0	0	0	0	0	0	0	0	0	0	0
55608	0	0	0	0	0	0	0	0	0	0	0
55620	0	0	0	0	0	0	0	0	0	0	0
5566	0	0	0	0.1330035325512825	0	0	0	0	0	0	0
55699	0	0	0	0	0	0	0	0	0	0	0
55746	0	0	0	0	0	0	0	0	0	0	0
55748	0	0	0	0	0	0	0	0	0	0	0
55793	0	0	0	0	0	0	0	0	0	0	0
5580	0	0	0	0	0	0	0	0	0	0	0
55818	0	0	0	0	0	0	0	0	0	0	0
55825	0	0	0	0	0	0	0	0	0	0	0
5583	0.6504220712465474	0	0	0	0	0	0.6079372665022531	0	0	0	0
55837	0	0	0	0	0	0	0	0	0	0	0
55847	0	0	0	0	0	0	0	0	0	0	0
5588	0	0	1.5022868430987022	0	0	0	0	0	0	1.2013316715102949	0
55893	0	0	0	0	0	0	0	0	0	0	0
55958	0	0	0	0	0	0	0	0	0	0	0
5601	0	0	0	0	0	0	0	0	0	0	0
5603	0	0	0	0	0	0	0	0	0	0	0
5607	0	0	0	0	0	0	0	0	0	0	0
5613	1.1417537837152354	0	0	0	0	0	0	0	0	0	0
5627	0	0	0	0	0	0	0	0	0	0	0
5641	0.6450744819903881	0	0	0	0	0	0	0	0	0	0
5654	0	0	0	0	0	0	0	0	0	0	0
56654	0	0	0	0	0	0	0	0	0	0	0
56889	0	0	0	0	0	0	0	0	0	0	0
56924	0	0	0	0	0	0	0	0	0	0	0
56940	0	0	0	0	0	0	0	0	0	0	0
5696	0	0	0	0	0	0	0	0	0	0	0
5699	0	0	0	0	0	0	0	0	0	0	0
56997	0	0	0	0	0	0	0	0	0	0	0
57019	0	0	0	0	0	0	0	0	0	0	0
57048	0	0	0	0	0	0	0	0	0	0	0
5708	0	0.3047835379078845	0	0	0	0	0	0	0	0	0
5710	0	0	0	0	0	0	0	0	0	0	0
57147	0	0	0	0	0	0	0	0	0	0	0
57149	0	0	0	0	0	0	0	0	0	0	0
5715	0	0	0	0	0	0	0	0	0	0	0
5716	0	0	0	0	0	0	0	0	0	0	0
57178	0	0	0	0	0	0	0	0	0	0	0
57192	0	0	0	0	0	0	0	0	0	0	0
572	0	0	0	0.08350011201246899	0	0	0.6325461012224336	1.7196019000805296	1.7196019000805296	0	0
5720	0	0	0	0.5273100017060566	0	0	0	0	0	0	0
5721	0	0	0	0	0	0	0	0	0	0	0
57215	0	0	0	0	0	0	0	0	0	0	0
57406	0	0	0	0	0	0	0	0	0	0	0
5743	0	0	0	0	0	0	0	0	0	0	0
5747	0	0.05109760142154341	0	0	0	0	0	0	0	0.04586258827154488	0
5770	0	0	0	0	0	0	0	0	0	0	0
57761	0	0	0	0	0	0	0	0	0	0	0
5777	0	0	0	0	0.17882768046697883	0.17882768046697883	0	0	0	0	0
57804	0	0	0	0	0	0	0	0	0	0	0
5782	0	0.2251060076150145	0	0	0	0	0	0	0	0.2206570603934903	0
5788	0	0	0	0	0	0	0	0	0	0	0
5792	0	0	0.9269366940730266	0	0	0	0	0	0	0	0
5796	0	0	0	0	0	0	0	0	0	0	0
581	0	0	0	0	0	0	0	0	0	0.11691953095242669	0
5827	0	0	0	0	0	0	0	0	0	0	0
5829	0	0	0	0	0	0	0	0	0	0	0
5831	0	0	0.1146169743059593	0	0	0	0	0	0	0	0
5836	8.984337229663712	0	2.2986884485424226	0	0	0	0	0	0	0	0
58472	0	0	0	0	0	0	0	0	0	0	0
58478	0	0	0	0	0	0	0	0	0	0	0
58497	0	0	0	0	0	0	0	0	0	0	0
58533	0	0	0	0	0	0	0	0	0	0	0
5867	0	0	0.6199810760904496	0	0	0	0	0	0	0	0
5873	0	0	0.626488202262347	0.1277287428932935	0	0	0	0	0	0	0
5880	0	0	0	0	0	0	0	0	0	0	0
5883	0	0	0.35095156584507725	0	0	0	0	0	0	0	0
5889	0	0	0	0	0	0	0	0	0	0.5574251334232776	0
5891	0	0	0	0	0	0	0	0	0	0	0
5898	0	0	0	0	0	0	0	0	0	0	0
5899	0	0	0	0	0	0	0	0	0	0	0
5900	0	0	0	0	0	0	0	1.315802140050313	1.315802140050313	0	0
5909	0	0	0	0	0	0	0.9291994252964746	2.4527916157412903	2.4527916157412903	0	0
5921	0	0.0930463571855058	0	0	0	0	0	0	0	0.578150514328708	0
5925	4.664646819051931	0	0	0	0	0	0	0	0	0	0
5927	0	0	0	0	0	0	0	0	0	0	0
595	0	1.2959473719063812	0	0	0	0	0	0	0	0.47360481799176496	0
596	0	0	0	0	0	0	0	0	0	0	0
5971	0	0	0	0	0	0	0	0	0	0	0
5982	0	0	0	0	0	0	0	0	0	0	0
5985	0	0	0	0	0	0	0	0	0	0	0
5986	0	0	0	0	0	0	0.4720414276170939	0	0	0	0
5993	0	0	0	0	0	0	0	0	0	0	0
5997	0	0	0	0	0	0	0	0	0	0	0
6009	1.2488156065678222	0	0	0.10677683718802784	0	0	0	0	0	0	18.19675948985404
60493	0	0	0	0	0	0	0	0	0	0	0
6050	0	0	1.0080978636394793	0.4817819517054032	0	0	0	0	0	0	0
60528	0	0	0	0	0	0	0	0	0	0	0
6117	0	0	0	0	0	0	0	1.087685666364877	1.087685666364877	0	0
6118	0	0	0	0	0	0	0	1.087685666364877	1.087685666364877	0	0
6119	0	0	0	0.1689784653028268	0.09768307402572418	0.09768307402572418	0	1.087685666364877	1.087685666364877	0	0
6182	0	0	0	0	0	0	0	0	0	0	0
6184	0	0	0	0	0	0	0	0	0	0	0
6193	0	0	0	0	0	0	0	0	0	0.245368976780433	0
6194	0	0	0	0	0	0	0	0	0	0	0
6195	0	0	0	0	0	0	0	0	0	0	0
622	0	0	0	0	0	0	0	0	0	0	0
6251	0	0	0	0	0	0	0	0	0	0	0
6253	0	0	0	0	0	0	0	0	0	3.9696855106928073	0
6275	0	0	0	0.0788475912463642	0	0	0	1.0713594820619905	1.0713594820619905	0	0
6284	0	0	0	0	0	0	0	0	0	0	0
6304	0	0	0	0	0	0	0	0	0	0	0
6342	0	0	0	0	0	0	0	0	0	0	0
6347	0	0	0	0	0	0	0	0	0	0.2738730022051889	0
637	0	0	0	0	0	0	0	0	0	0	0
63874	0	0	0	0	0	0	0	0	0	0	0
6390	0	0.2036558814924514	0	0	0	0	0	0	0	0	0
63933	0	0	0	0	0	0	0	0	0	0	0
64080	0	0	0	0	0	0	0	0	0	0	0
642	0	0	0	0	0	0	0	0	0	0	0
644	0	0.1738566756323422	0	0	0	0	0	2.647979800061411	2.647979800061411	0	0
64422	0	0	0	0	0	0	0	0	0	0	0
64428	0	0	0	0	0	0	0	0	0	0	0
64429	0	0	0	0	0	0	0	0	0	0	0
6443	0	0	0	0	0	0	0	0	0	0	0
6461	0	0.10735273355193796	0	0	0	0	0	0	0	0	0
6464	0	0	0	0	0	0	0	0	0	0	0
64746	0	0	0	0	0	0	0	0	0	0	0
64781	0	0	0	0	0	0	0	0	0	0	0
64943	0	0	0	0	0	0	0	0	0	0	0
6499	0	0	0	0	0	0	0	0	0	0	0
6500	0	0	0	0	0	0	0	0	0	0	0
65057	0	0	0	0	0	0	0	0	0	0	0
6509	0	1.0527669012042338	0	0	0	0	0	0	0	0	0
65123	0	0	0	0	0	0	0	0	0	0	0
652	0	0	0	0	0	0	0.98198563814094	0	0	0	0
6597	0	0	0	0	0	0	0	0	0	0	0
6599	0	0	0	0	0	0	0	0	0	0	0
66008	0	0	0	0	0	0	0	0	0	0	0
6603	0	0	0.6348436401050779	0	0.11389557402238548	0.11389557402238548	0	0	0	0	0
6616	0	0	0.5938768759080659	0	0	0	0	0	0	0	0
6622	0	0	0	0	0	0	0	0	0	0.8139411416005302	0
664	12.046940059953382	0	0	0	0	0	0	0	0	0	0
665	0	0	0	0	0	0	0	0	0	0	0
6657	0	0	0	0	0	0	0	0	0	0	0
6659	0	0	3.374497623950876	0	0	0	0	0	0	0	0
6676	0	0	0	0	0	0	0	0	0	0	0
6696	0	0	0	0	0	0	0	0	0	0	0
6697	0	0.2810032609240778	0	0	0	0	0	0	0	0	0
670	0	0	0	0	0	0	0	0	0	0	0
6709	0	0.2806573915181243	0	0	0	0	0.63050036721027	0	0	0.16677099855709487	0
6714	0	0.17052202228532545	0	0	0	0	0	0	0	0	0
672	0	0	0	0	0	0	0	0	0	0	0
6772	0	0	0	0	0	0	0	0	0	0	0
6774	0	0	0	0	0	0	0	0	0	0.08169941056250973	0
6777	0	0	0	0	0	0	0	0	0	0	0
6790	27.56550277678111	0	0	0	0	0	1.155300780159267	0	0	0	0
6793	0	0	0	0	0	0	0	0	0	0	0
6804	0	0	2.4056556664120023	0	0	0	0	0	0	0	0
6810	0	0.5278351666171974	0	0	0	0	0	8.381011278316965	8.381011278316965	0	0
6812	0	0	0	0	0	0	0	0	0	0	0
6813	0	0	0	0	0	0	0	0	0	0	0
6832	0	0	0	0	0	0	0	5.659379360688471	5.659379360688471	0	0
6839	0	0	0	0	0	0	0	0	0	0	0
6850	0	0	0	0	0	0	0	0	0	0	0
6856	0.7051102640520446	0.34189983761106	0	0	0	0	0	0	0	0	0
6894	0	0	0	0	0	0	0	0	0	0	0
6908	0	0	0	0	0	0	0	0	0	0	0
6909	1.778790799348675	0	0	0	0	0	0	0	0	0	0
6915	0	0	0	0	0	0	0	0	0	0	0
6919	0	0	0	0	0	0	0	0	0	0.05216964262422108	0
6944	0	0	0	0	0	0	0	0	0	0	0
695	0	0	0	0	0	0	0	0	0	0	0
6988	0	0	0	0	0	0	0	0	0	0	0
6990	0	0	0	0	0	0	0	0	0	0	0
701	0	0	0	0	0	0	0	0	0	0	0
7015	0	0	0	0	0	0	0	0	0	0	0
7016	0	0	0	0	0	0	0	0	0	0	0
7020	0	0.1447275982890992	0	0	0	0	0	0	0	0	0
7027	0	0	0	0	0	0	0.6944971432951297	0	0	0	0
7043	0	0	0	0	0	0	0	0	0	0	0
7048	0	0	0	0	0	0	0	0	0	0	0
7074	0	0	0	0	0	0	0	0	0	0	0
7077	0	0.08248958405694062	0	0	0	0	0	0	0	0	0
7082	0	0	0	0.07186950358432742	0	0	0	0	0	0	0
7088	0	0	0	0	0	0	0	0	0	0	0
7099	0	0	0	0	0	0	0	0	0	0	0
7105	0	0	0	0	0	0	0	0	0	0	0
7106	0	0	0	0.07845007851108199	0	0	0	0	0	0	0
7153	0	0	0	0	0	0	0	1.93959672921584	1.93959672921584	0.08925073340020129	0
7157	0	0	0	0	0	0	2.190297816360459	0	0	0	0
7158	0	0	0	0	0	0	0	0	0	0	0
7159	0	0	0	0	0	0	0	0	0	0	0
7165	0	0.21309556591804932	0	0.12185740677829804	0	0	0	0	0	0	0
7168	0	0	0	0	0	0	0	1.6180041448530094	1.6180041448530094	0	0
7264	0	0	0	0.04185076175584457	0	0	0	0	0	0.03632894578808548	0
727	0	0	0	0	0	0	0	0	0	0	0
7296	0	0	0	0	0	0	0	0	0	0.3934637994076105	0
7319	0	0	0	0	0	0	0.3481019497132678	0	0	0	0
7358	0	0	0	0.09612672725926874	0	0	0	0	0	0	0
7376	0	0	0	0	0	0	0	0	0	0	0
7398	0	0	0	0	0	0	0	0	0	0	0
7416	0	0	0	0	0	0	1.1849523594859948	0	0	0	0
7466	0	0	0	0	0	0	0	0	0	0	0
7485	0.6073908398084247	0	0	0	0	0	0	0	0	0	0
7494	0	1.4272628360416095	0	0	0	0	10.64119389693975	0	0	0	0
7511	0	0	0	0	0	0	0	0	0	0	0
7538	0	0	0	0	0	0	0	0	0	0	0
7690	0	0.7825174331054312	0	0	0	0	0	0	0	0	0
7750	0	0	0	0	0	0	0	0	0	0	0
780	0	0	0	0	0	0	0	0	0	0	0
7849	0	0	0	0	0	0	0	0	0	0	0
7852	0	0	0	0	0	0	0	0	0	0	0
7866	0	0	0	0	0	0	0	0	0	0	0
7867	0	0	0	0	0	0	0	0	0	0	0
7874	0	0	0	0	0	0	0	0	0	0	0
79006	0	0	0	0	0	0	0	0	0	0	0
7905	0	0	0	0.07857752129966773	0	0	0	0	0	2.2822193837509013	0
79071	0	0	0	0	0	0	0	0	0	0	0
79073	0	0	0	0	0	0	0	0	0	0	0
79080	0	0	0	0	0	0	0	0	0	0	0
79090	0	0	0	0	0	0	0	0	0	0	0
79094	0	0	0	0	0	0	0	0	0	0	0
79143	0	0	0	0	0	0	0	0	0	0	0
79170	0	0	0	0	0	0	0	0	0	0	0
79174	0	0	0	0	0	0	0	0	0	0	0
79187	0	0	0	0	0	0	0	0	0	0	0
79600	0	0	0	0	0	0	0	0	0	0	0
79643	0	0	0	0	0	0	0	0	0	0	0
79716	0	0	0	0	0	0	0	0	0	0	0
7982	0	0	0	0	0	0	0	0	0	0	0
79850	0	0	0	0	0	0	0	0	0	0	0
79902	0	0	0	0	0	0	0	0	0	0	0
79921	0	0	0	0	0	0	0	0	0	0	0
7994	0	0	0	0	0	0	0	0	0	0	0
79947	0	0	0	0	0	0	0	0	0	0	0
79961	0	0	0	0	0	0	0	0	0	0	0
80204	0	0	0	0	0	0	0	0	0	0	0
80212	0	0	0	0	0	0	0	0	0	0	0
80347	0	0	0	0	0	0	0	0	0	0	0
80349	0	0	0	0	0	0	0	0	0	0	0
8050	0	0	0	0.050655659840111	0	0	0	0	0	0	0
8061	0	0.3668669792866824	0	0	0	0	0	0	0	0	0
80746	0	0	0	0	0	0	0	0	0	0	0
80758	0	0	0	0	0	0	0	0	0	0	0
808	0	0	0	0	0	0	0.8397079531369611	0	0	0	0
8091	0	0	0	0	0	0	0	0	0	0	0
813	0	0	0	0	0	0	0	0	0	0	0
81533	0	0	0	0	0	0	0	0	0	0	0
81544	0	0	0	0	0	0	0	0	0	0	0
8202	0	0	0	0	0	0	0	0.9068625770229906	0.9068625770229906	0	0
8204	0	0	0	0	0	0	0	0	0	0	0
823	0	0	0	0	0	0	0	0	0	0	0
8243	0	0	0	0	0	0	0	0	0	0	1.4483426337938994
8270	0	0	0	0	0	0	0	0	0	0	0
831	8.514011176298364	0	0	0	0	0	0	0	0	0	0
8312	0	0	0	0	0	0	0	0	0	0	0
8318	0	0	0	0	0	0	0	1.1755323566995313	1.1755323566995313	0	0
8321	0	0	0	0	0	0	0	0	0	0	0
8324	0	0	0	0	0	0	0	0	0	0	0
8349	0	0	0	0	0	0	0	0	0	0	0
835	0	0.05106022265159882	0	0	0	0	0	0	0	0	0
836	0	0	0	0	0	0	0	0	0	0	0
83743	0	0	0	0	0	0	0	0	0	0	0
8396	0	0	0	0	0	0	0	0	0	0	0
840	0	0	0	0	0	0	0	0	0	0	0
84159	0	0	0	0	0	0	0	0	0	0	0
843	0	0	0	0	0	0	0	0	0	0	0
8440	0	0	0	0	0	0	0	0	0	0	0
8444	0	0	0	0	0	0	0	0	0	0.09417588606042317	0
8446	0	0	1.8414728552470931	0	0	0	0	0	0	0.016398434592342692	0
84617	0	0	0	0	0	0	0	0	0	0	0
847	0	0	0	0	0	0	0	0	0	0	0
84722	0	0	0	0	0	0	0	0	0	0	0
8480	0	0	0	0.07238812334512956	0	0	0	0	0	0	0
84890	0	0	0	0	0	0	0	0	0	0	0
8503	0	0	0	0	0	0	0	0	0	0	0
8508	0	0.9699382555480704	0.8229730305772742	0	0	0	0	0	0	0	0
8518	0	0	0	0	0	0	0	0	0	0	0
8520	0	0	0	0	0	0	0	0	0	0	0
85236	0	0	0	0	0	0	0	0	0	0	0
85377	0	0	0	0	0	0	0	0	0	0	0
8550	0	0	0.07835728325405689	0	0	0	0	0	0	0	0
8553	0	0	0	0	0	0	0	0	0	0	0
8569	0	0	0	0	0	0	0	0	0	0	0
8573	0	0	0	0	0	0	0	0	0	0.12975011275305293	0
8574	0	0	0	0	0	0	0	0	0	0.4227379382712062	0
8607	13.343547573786724	0	0.2754372933041148	0	0	0	0	0	0	0.9100316104831844	0
8624	0	0	0.10971064610550509	0.0794626525395038	0	0	0	0	0	0	0
8678	0	0	0	0	0	0	0	0	0	0	0
868	0.9833218349364476	0	0	0	0	0	0	0	0	0	0
8720	2.350793040975628	0	0	0	0	0	0	0	0	0	0
8726	0	0	0	0	0	0	0	0	0	0	0
8727	0	0	0	0	0	0	0	0	0	0	0
873	0	0.8060672159476043	0	0	0	0	1.2135110692943598	0.9394253963536332	0.9394253963536332	0	0
8731	0	0	0	0	0	0	0	0	0	0	0
874	0	0	0	0	0	0	0	0	0	0	0
8800	0	0	0	0	0	0	0	0	0	0.36435394528610354	0
8804	0	0	0	0	0	0	0	0	0	0.1982465778865321	0
8821	0	0	0	0	0	0	0	0	0	0	0
8826	2.024148941557565	0	0	0	0	0	0	0	0	0.24733109015904847	0
8835	0	0	0	0	0	0	0	0	0	0	0
8837	0	0	0	0	0	0	0	0	0	0	0
8851	0	0.035575986185798936	0	0	0	0	0	0	0	0	0
8869	0	0	0	0	0	0	0	0	0	0.2249467127846273	0
8870	0	0	0	0	0	0	0	0	0	0	0
8878	0	0	0	0	0	0	0	0	0	0	0
8884	0	0	0	0	0	0	0.6873881582576051	0	0	0	0
8895	0	0	0	0.1200404228328944	0	0	0	0	0	0	0
890	0	0	0	0	0	0	0	0	0	0	0
8900	0	0.5369158051986599	1.4039930878424234	0	0	0	0	0	0	0	0
891	0	0	0	0	0	0	0	0	0	0	0
8914	0	0	0	0	0	0	0	0	0	0	0
896	0	0	0	0	0	0	0	0	0	0	0
8974	0	0.04021157462625036	0	0.0506306685779318	0	0	0	0	0	0	0
8985	0	0	0	0	0	0	0	0	0	0	0
899	0	0	0	0	0	0	0	0	0	0	0
89910	0	0	0	0	0	0	0	0	0	0	0
8996	0	0	0	0	0	0	0	0	0	0.9639376732401068	0
9016	0	0	0	0.07083395729675956	0	0	0	0	0	0	0
9019	0	0	0	0	0	0	0	0	0	0	0
902	0	0	0	0	0	0	0	0	0	0	0
9053	0	0	0	0	0	0	0	0	0	0	0
90861	0	0	0	0	0	0	0	0	0	0	0
9093	0	0	0	0	0	0	0	0	0	0	0
9097	0	0	0	0	0	0	0.7846540648652534	0	0	0	0
9112	0	0	0	0	0	0	0	0	0	0	0
91137	0	0	0	0	0	0	0	0	0	0	0
9124	0	0	0	0	0	0	0	0	0	0.368901084119725	0
9126	0	0	0	0	0	0	0	0	0	0	0
9128	0	0	0	0.05223180623603463	0	0	0.5672446882805047	1.387606098889823	1.387606098889823	0	0
9133	0	0	0	0	0	0	0	0	0	0	0
9134	0	0	0	0	0	0	0	0.762953517993565	0.762953517993565	0	0
9143	0	0	0	0.025420548840348445	0	0	0	0	0	0	0
9170	0	0.1235422413796754	0	0	0	0	0	0	0	0	0
9181	0	0	0	0	0	0	1.135289328713092	0	0	0	0
9183	0	0.0509688604649936	0	0.10438383166700316	0	0	0	0	0	0	0
91949	0	0	0	0	0	0	0	0	0	0	0
9212	0	0	0	0	0	0	0	0	0	0	0
9217	0	0	0	0	0	0	0	0	0	0	0
9221	2.2568408395246013	0	0	0.0682505985041481	0	0	0	0	0	0	0
9246	0	0	0	0	0	0	0.8513080827135102	0	0	0	0
9261	0	0	0	0	0	0	0	5.747507413153098	5.747507413153098	0	0
9267	0	1.964101765219187	0	0	0	0	0	0	0	0	0
9270	0	0	0.15174055203375536	0	0	0	0	0	0	0	0
9275	0	0	0	0	0	0	0	1.8335667394876427	1.8335667394876427	0	0
9276	0	1.0240898671033714	0	0	0	0	0	0	0	0	0
9289	28.592639087742832	0	0	0	0	0	0	0	0	0	0
93487	0	0	0	0	0	0	0	0	0	0	0
93594	0	0	0	0	0	0	0	0	0	0	0
9375	0	0	0	0	0	0	0.4846055215524441	0	0	0	0
94239	0	0	0	0	0	0	0	0	0	0	0
9448	0	0	0	0	0	0	0	0	0	0	0
9455	0	0.42930401851142586	0	0	0	0	0	0	0	0	0
9467	0	0	0	0	0	0	0	0	0	0	0
9488	0	0	0	0	0	0	0	0	0	0	0
949	0	0.23479012343973404	0	0	0	0	0.3241640658118109	1.2817190154539018	1.2817190154539018	0.15748829796683483	0
9491	0	0	0	0	0	0	0	0	0	0	0
9517	0	0	0	0	0	0	6.535045693268488	0	0	0	0
9519	0	0	0	0	0	0	0	0	0	0	0
9531	0	0	0	0	0	0	0	0	0	0	0
9533	0	0	0	0	0	0	0	0	0	0	0
9552	0	0	0	0	0	0	0	0	0	0	0
958	0	0	0	0	0	0	0	0	0	0	0
960	0	0	0	0	0	0	0	0	0	0	0
9637	0	0	0.2229134904338288	0	0	0	0.537947034071536	0	0	0	0
9641	0	0	0	0	0	0	0	0	0	0	0.9257615627765032
965	25.96153484826467	0	0	0	0	0	3.893450482722874	0	0	0	0
9650	0	0	0	0	0	0	0	0	0	0.25750623568322606	0
9653	0	0	0	0	0	0	0	0	0	0	0
9670	0	0	0	0	0	0	0	0	0	0	0
9686	0	0	0	0	0	0	0	0	0	0	0
9688	0	0	0	0	0	0	0	0	0	0.3644411973817423	0
