GeneID	GSE16250_GPL570_MTB_control_blood_pmbc_up.tsv	GSE18794_GPL6244_MTB_Cpn60.1_control_2h_blood_monocytes_up.tsv	GSE19491_GPL6947_PTB_control_blood_whole_blood_up.tsv	GSE34151_GPL10558_MTB_control_blood_dcs_up.tsv	GSE39941_GPL10558_MTB_HIVneg_control_blood_whole_blood_up.tsv	GSE39941_GPL10558_MTB_HIVpos_control_blood_whole_blood_up.tsv	GSE63548_GPL10558_LNTB_control_lymphnode_lymphnode_up.tsv	GSE83456_GPL10558_EPTB_control_blood_up.tsv	GSE83456_GPL10558_PTB_control_blood_up.tsv	GSE119143_GPL17586_MTB_control_blood_pbmc_up.tsv	GSE139871_GPL10558_MTB_control_blood_monocyte_up.tsv
1983	0	0	0	0	0	0	0	0	0	0	0
1994	0	0	0	0	0	0	3.368279646075078	0	0	0	0
200081	0	0	0	0	0	0	0	0	0	0	0
200734	0	0	0	0	0	0	0	0	0	0	0
2017	0	0	0	0	0	0	0	0	0	0	0
2037	0	0	0	0	0	0	0	0	0	0	0
2042	0	0	0	0	0	0	0	0	0	0	0
2048	0	0	0	0	0	0	0	0	0	0	0
2058	0	0	0	0	0	0	0	0	0	0	0
2063	0	0	0	0	0	0	0	0	0	0	0
2064	0	0	0	0	0	0	0	0	0	0	0
2065	0	0	0	0	0	0	0	0	0	0	0
207	0	2.86171577642148	0	0	0	0	0	0	0	0	0
2109	0	0	0	0	0	0	0	0	0	0	0
211	2.438975167894988	0	0	0	0	0	0	0	0	0	1.267671453365506
2113	0	0	0	0	0	0	0	0	0	0	0
2115	0	0	0	0	0	0	0	0	0	0.07125551618272352	0
2131	0	0	0	0	0	0	0	0	0	0	0
2146	0	0.11513493208776836	0	0	0	0	0	0	0	0.11861270723257178	0
2184	0	0	0	0	0	0	0	0	0	0	0
2185	0	0	0	0	0	0	0	0	0	0	0
2195	0	0.5174593187658959	0	0	0	0	0	0	0	0	0
2222	0	0	0	0	0	0	0	0	0	0	0
226	0	0	0	0	0	0	0	0	0	0	0
2263	0	0	0	0	0	0	0	0	0	0	0
2264	0	0	2.777750130007968	0	0	0	0	0	0	0	0
2274	0	0	3.723919928519784	0	0	0	0	0	0	0	0
22794	0	0	0	0	0	0	0	0	0	0	0
22796	0	0	0	0	0	0	0.471972927104048	0	0	0.4294451208349366	0
22809	0	0	0	0.16810144651199277	0	0	0	0	0	0	0
22823	0	0	0	0	0	0	0	0	0	0	0
22827	0	0	0	0	0	0	0	0	0	0	5.70221241839511
22841	0	0	0	0	0	0	0	0	0	0	0
2288	0	0	0	0	0	0	0	0	0	0	0
22883	0	0	0	0	0	0	0.6629333387563396	0	0	1.0518781662217112	0
22887	0	0	0	0	0	0	0	0	0	0	0
22889	0	0	0	0	0	0	0	0	0	0	0
22905	0	0	0	0	0	0	0.5163473827773737	0	0	1.3939287359471155	0
22908	0	0	0	0	0	0	0	0	0	0	0
22926	0	0	0	0	0	0	0	0	0	0.07300175357200445	0
22934	0	0	0	0	0	0	0	0	0	0	0
23	0	0	0	0	0	0	0	0	0	0	0
230	0	0	0	0	0	0	0	0	0	0	0
23011	0	0	0	0	0	0	0	0	0	0.4650024659002099	0
23013	0	0	0	0	0	0	0	0	0	0	0
23014	0	0	0	0	0	0	0	0	0	0	0
23029	0	0	0	0	0	0	0	0	0	0	0
23038	0	0	0	0	0	0	0	0	0	0	0
23039	0	0	0	0	0	0	0	0	0	3.490446036784736	0
23061	0	0	0	0	0	0	0	2.306633668729813	2.306633668729813	0	0
23076	0	0	0	0	0	0	0	0	0	0	0
23077	0	0	0	0	0	0	0	0	0	0	0
2309	0	0.2186003251425841	1.166210490884949	0	0	0	1.4222588041913244	0	0	0	0
23097	0	0	0	0	0	0	0	0	0	0	0
23131	0	0	0	0	0	0	0	0	0	0	0
23139	0	0	0	0	0	0	0	0	0	0	0
23142	0	0	0	0	0	0	0	0	0	0	0
23149	0	0	0	0	0	0	0	0	0	0	0
23161	0	0	0	0	0	0	0	2.30293853693075	2.30293853693075	0	0
23200	0	0	0	0.04620308582295585	0	0	0	0	0	0	0
23210	0	0	0	0	0	0	0	0	0	0	0
23212	0	0	0	0	0	0	0	0	0	0	0
23223	0	0	0	0	0	0	0.8685990209108848	0	0	0	0
23224	0	0	0	0	0	0	0	1.2050266714837077	1.2050266714837077	0	0
23244	0	0	0	0	0	0	0	0	0	0	0
23271	0	0	0	0	0	0	0	0	0	0	0
23300	0	0	0	0	0	0	0	0	0	0.47668675505172775	0
23321	0	0	0	0	0	0	0.8285793182289489	1.031093216265092	1.031093216265092	0	0
23325	0	0	0	0	0	0	0.8285793182289489	0	0	0	0
23326	0	0	0	0	0	0	0.8285793182289489	0	0	0.9055797776276135	0
23335	0	0	0	0	0	0	0	0	0	0	0
23338	0	0	0	0	0	0	0	0	0	0	0
23365	0	0	0	0	0	0	0	0	0	0	0
23368	0	0	0	0	0	0	0	0	0	0	0
23378	0	0	0	0	0	0	0	0	0	0	0
23386	0	0	0	0	0	0	0	0	0	0	0
23410	0	0	0	0	0	0	0	0	0	0	0
23443	0	0	0	0	0	0	0	0	0	0	0
23463	0	0	0	0	0	0	0	0	0	0	0
23499	0	0	0	0	0	0	0	0	0	0	0
23512	0	0	0	0	0	0	0	0	0	0	0
23522	0	0	0	0	0	0	0	0	0	0	0
2353	0	0.3619837500941143	1.2823864968342615	0.06137185384928344	0	0	0	0	0	0	0
23530	0	0	0	0	0	0	0	0	0	1.777141339919766	0
23536	0	0	0	0	0	0	0	0	0	0	1.4363039050169992
2356	0	0	1.2751562365386864	0	0	0	0	0	0	0	0
23585	0	0	0	0	0	0	0	0	0	1.386235601694078	0
23588	0	0	0	0	0	0	0	0	0	0	0
23597	0	0	0	0	0	0	0	0	0	0	0
23635	0	0	0	0	0	0	0	0	0	0.7378244960529199	0
23636	0	0	0	0	0	0	0	0	0	0	0
23647	0	0	0	0	0	0	0	0	0	0	0
23658	0	0	0	0	0	0	0	0	0	0	0
23659	0	0	0	0	0	0	0	0	0	0	0
23670	0	0	0	0	0	0	0	0	0	0.20469805475767955	0
24149	0	0	0	0	0	0	0	0	0	0	0
25	0	0	0	0	0	0	0	0	0	0	0
2523	0	0	0.9240925522680206	0	0	0	0	0	0	0	0
2534	0	0	1.2207159462817216	0	0	0	0	0	0	0	0
2542	0	0	0.9049941220762578	0	0	0	0	0	0	0.4394001819276265	0
2548	0	0	1.229998833598672	0	0	0	0	0	0	0.07273171558407832	0
2553	0	0	0.8859131458462013	0	0	0	0.6618818494675733	0	0	0	0
256364	0	0	0	0	0	0	0	0	0	0	0
25793	0	0	0	0	0	0	0	0	0	0	0
25803	0	0	0	0	0	0	0	0	0	0	0
25805	0	0	0	0	0	0	0	0	0	0	0
2582	0.8111950052429964	0	5.912641062791808	0.4551608037356889	0	0	0	0	0	0	0
25825	0	0	0	0	0	0	0	0	0	0	0
25839	0	0	0	0	0	0	0	0	0	0	0
25874	0	0	0	0	0	0	0	0	0	0	0
25932	0	0	0	0	0	0	0	0	0	0	0
25966	0	0	0	0	0	0	0	0	0	0.34845389210853406	0
2597	0	0	0	0	0.6628356576353189	0.6628356576353189	0	0	0	0	0
25976	0	0	0	0	0	0	0	0	0	0	0
25987	0	0	0	0	0	0	0	0	0	0.21750806110559465	0
26001	0	0	0	0	0	0	0	0	0	0	0
26020	0	0	0	0	0	0	0	0	0	0	0
26036	0	0	0	0	0	0	0	0	0	0	0
26054	0	0	0	0	0	0	0	0	0	0	0
26064	0	0	0	0	0	0	0	0	0	0	0
26128	0	0	0	0	0	0	0	0	0	0	0
26136	0	0	0	0	0	0	0	0	0	0	0
26227	0	0	0	0	0	0	0	0	0	0	0
2624	0	0	0.7511369695799424	0	0	0	0	0	0	0.6651991500602477	0
2625	0	0	0.7485041292120043	0	0	0	0	0	0	0	0
26292	0	0	0	0	0	0	0	0	0	0	0
26511	0	0	0	0	0	0	0	0	0	0	0
26520	0	0	0	0	0	0	0	0	0	0	0
2673	0	0	0.4041321066246448	0	0	0	0	0	0	0	0
2690	0	0	0	0	0	0	0	0	0	0	0
26993	0	0	0	0	0	0	0	0	0	0	0
27032	0	0	0	0	0	0	0	0	0	0	0
27095	0	0	0	0	0	0	0	0	0	0	0
27109	0	0	0	0	0	0	0	0	0	0	0
27242	0	0	0	0	0	0	0	0	0	0	0
27244	0	0	0	0	0	0	0	0	0	0	0
27336	0	0	0	0	0	0	0	0	0	0	0
27346	0	0	0	0	0	0	0	0	0	0	0
2736	0	0	0	0	0	0	0.8393447190788921	0	0	0	0
2745	0	0	0	0.0714994375739072	0	0	0	0	0	0	0
2767	0	0	0	0	0	0	0.9387270000470104	0	0	0	0
2769	0	0	0	0	0	0	0.5212736339207057	0	0	0	0
2770	0	0	0	0	0	0	0	0	0	0	0
2771	0	0	0	0	0	0	0	0	0	0	0
2778	0	0	0	0	0	0	0	1.3027043069307749	1.3027043069307749	0	0
2810	0	0	0	0	0	0	0.5239058804677614	0	0	0.6440673594553445	0
2817	5.180862978293476	0	0	0	0	0	0	0	0	0	0
2852	0	0	0	0	0	0	0	0	0	0	0
2886	0	0	0	0	0	0	0	0	0	0	0
2887	0	0	0	0	0	0	0	1.3933849784065335	1.3933849784065335	0	0
2896	0	0	0	0	0	0	0	0	0	0	0
28969	0	0	0	0	0	0	0	0	0	0	0
2908	0	0	0	0	0	0	0.2920566221200904	0	0	0	0
29082	0	0	0	0	0	0	0	0	0	0	0
29083	0	0	0	0	0	0	0	0	0	0	0
291	0	0	0	0	0	0	0	0	0	0	0
29103	0	0	0	0	0	0	0	0	0	0	0
2920	0	0	0	0	0	0	0	0	0	0	0
2946	0	0	0	0	0	0	0	0	0	0	0
2954	0.8983025081094957	0	0	0	0	0	0	0	0	0	0
2956	0	0	0	0	0	0	0	0	0	0	0
2958	0	0	0	0	0	0	0	0	0	0	0
2961	0	0	0	0	0	0	0.5171903263049273	0	0	0	0
29763	0	0	0	0	0	0	0	0	0	0	0
29890	0	0	0	0	0	0	0	0	0	0	0
29911	0	0	0	0	0	0	0	0	0	0	0
29916	0	0	0	0	0	0	0	0	0	0	0
29928	0	0	0	0	0	0	0	0	0	0	0
29937	0	0	0	0	0	0	0	0	0	0	0
29978	0	0	0	0	0	0	0	0	0	0	0
30	0	0	0	0	0	0	0.9321211018893304	0	0	0	0
30001	0	0	0	0	0	0	0	0	0	0	0
3028	0	0	0	0	0	0	0	0	0	0.032459244642479845	0
3033	1.1639560589514215	0	0	0	0	0	0	0.7221832199184993	0.7221832199184993	0	0
3066	0	0	0	0	0	0	0	0	0	0	0
30836	0	0	0	0	0	0	0	0	0	0	0
30849	0	0	0	0	0	0	0	0	0	0.08789169663550303	0
3091	0	0	0	0	0	0	0	0	0	0	1.9783962964534747
3098	0	0	0	0	0	0	0	0	0	0	0
310	0	0	0	0	0	0	0	0	0	0	0
3108	0	0	0	0	0	0	0	7.121779427401192	7.121779427401192	0	0
3122	1.6224720343737171	0	0.7142526434391154	0.07089677789840715	0	0	0	0	0	0	0
3156	0	0	0	0	0	0	0	0	0	0	0
3157	7.609078413317968	0	0	0	0	0	0	0	0	0	0
3162	0	0	0	0	0	0	0	0	0	0	0
3202	0	0	0	0	0	0	1.0942668659419974	0	0	0	0
3206	0	0	0	0	0	0	0	0	0	0	0
323	0	0	0	0	0	0	0	0	0	0.01779356046431424	0
3251	0	0	0	0	0	0	0	5.050002498634537	5.050002498634537	0	0
3280	0	0.050638054330159554	0	0	0	0	0	0	0	0	0
329	4.956160991917558	0	0	0	0	0	0	0	0	0	0
3300	0	0	0	0	0	0	0.2129716668746953	0	0	0	0
3303	0	0	0	0.06133817682592244	0	0	0	0	0	0	0
3308	0	1.7895390227792998	0	0	0	0	0	0	0	0	0
3312	0	0	0	0	0	0	0	0	0	0	1.4359620954711902
3315	0	0	0	0	0	0	0	0	0	0	0
332	0	0	0	0	0	0	0	0	0	0	0
3329	0	0	0	0	0	0	0	4.449106652017098	4.449106652017098	0	0
3337	0	0	0	0	0	0	0	4.449106652017098	4.449106652017098	0	0
3383	0	0	0	0	0	0	0	0.7915911260729175	0.7915911260729175	0	0
3385	1.0179310082767603	0	0	0	0	0	0	0	0	0	0
3398	0	0	0	0	0	0	0	0	0	0	0
3416	0	0	0	0	0	0	0	0	0	0	0
3454	0	0	0	0	0	0	0	0	0	0.01795828179023906	0
348	1.7510703315901095	0	0	0	0	0	0	0	0	0	0
3480	0	0	0	0	0	0	0	0	0	0	0
3482	0	0	0	0	0	0	0	0	0	0.5045842556910674	0
3486	0	0	0	0	0	0	0	0	0	0	0
3508	0	0	0	0	0	0	0	0	0	0	0
351	0	0	0	0	0	0	0	0	0	0	0
355	0	0	0	0	0	0	0	0	0	0	0
3551	0	0	0	0	0	0	0	0	0	0	0
3553	0	0	0	0	0	0	0	0	0	0	2.042263339208512
3566	0	0	0	0	0	0	0	0	0	0	19.659750276180556
3597	0	0.4386403152031777	0	0	0	0	0	0	0	0	0
3611	0	0	0	0.7056426228711263	0	0	0	0	0	0	0
3628	0	0	0	0	0	0	0	0	0	0	0
3638	0	0.2747036011299964	0	0	0	0	0	0	0	0	0
3682	0	0	0	0	0	0	0	0	0	0	0
3693	0	0	0	0	0	0	1.2791366888862816	0	0	0	0
3725	0	0	0	0	0	0	0	0	0	0	0
375346	0	0	0	0	0	0	0	0	0	0	0
3775	0	0.231425839111118	0	0	0	0	0	0	0	0	0
3800	0	0	0	0	0	0	0	0	0	0	0
3815	0	0	0	0	0	0	0	0	0	0	0
387	0	0	0	0	0	0	0.6944733310029658	0	0	0	0
388650	0	0	0	0	0	0	0	0	0	0	0
3895	0	0	0	0	0	0	0	0	0	0	0
39	0	0	0	0	0	0	0	0	0	0	0
3909	0	0	0	0	0	0	0	0	0	0	0
392	0	0	0	0	0	0	0	1.338861981154807	1.338861981154807	0	1.5036112914825344
3925	0	0	0	0	0	0	0	0	0	0.21751809458353225	0
3930	0	0	0	0	0	0	0	0	0	0	0
3964	0	0	0	0	0	0	0	0	0	0	0
3978	0	0	0	0	0	0	0	0	0	0	0
3988	0	0	0	0	0	0	0.7061357739017009	0	0	0	0
4016	0	0	0	0.0909748893453814	0	0	0	0	0	0	0
4043	0	0	0	0	0	0	0	0	0	0	0
4067	0	0	0	0	0	0	0	0	0	0	0
4088	0	0	0	0	0	0	0	0	0	0	0
4125	0	0	0	0	0	0	0	0.5276315740777979	0.5276315740777979	0	0
4144	0	0	0	0	0	0	0	0	0	0	0
4154	3.023746910630628	0	0	0	0	0	0	0	0	0	0
4172	0	0	0	0	0	0	0	0	0	0	0
4200	0	0	0	0	0	0	0	0	0	0	0
4208	0	0	0	0	0	0	0	0	0	0	0
4216	0	0.15995823637126572	0	0	0	0	0	1.056633967632936	1.056633967632936	0	0
4232	4.60876780549412	0	0.5919145540181066	0	0	0	0	0	0	0	0
427	6.47438340620101	0	0	0	0	0	0	0	0	0	0
4282	0	0	0	0	0	0	0.7956778189606228	0	0	0	0
4303	0	0	0	0	0	0	0	0	0	0	0
4312	0	0	0	0	0	0	0	0	0	0	0
4313	0	0	0.11704540042148848	0	0	0	0.6313312452977893	0	0	0	0
4331	0	0	0	0	0	0	0	0	0	0	0
4482	0	0	0	0	0	0	0	0	0	0	0
4582	0	0	0	0	0	0	0	0	0	0	0
4605	0	0	0	0	0	0	0	0	0	0	0
4609	0	0	0	0	0	0	0	0	0	0	0
4616	0	0	0	0.09460627019012924	0	0	0	0	0	0	0
4638	0	0	0	0	0	0	0	1.8508602101392424	1.8508602101392424	0	0
4651	0	0	0.8530252647434788	0	0	0	0	0	0	0.44707013224577286	0
466	0	0	0	0	0	0	0	0	0	0	0
4690	6.3517746204460375	0.25473149354376745	0.8691990444242861	6.946743032406459	0	0	0	0	0	0	0
47	0	0	0	0	0	0	0	0	0	0	0
4775	0	0	1.0464445500907749	0	0	0	4.485601068183771	0	0	0	0
4776	0	0	0	0	0	0	1.0878218161211852	0	0	0	0
4780	0	0	0	0	0	0	0.7054757600311676	0	0	0.22415640577055165	0
4783	0	0.14417024490607955	0	0	0	0	0	0	0	0	0
4791	0	0	0	0	0	0	0	0	0	0	0
4792	0	0	0	0	0	0	0.4687375110047132	0	0	0	0
4793	0	0	0.36748779101200446	0	0	0	0.519206622221375	0.6410151781955575	0.6410151781955575	0	0
4794	0	0	0	0	0	0	0	0	0	3.1985540738031246	0
481	0	0	0	0.03862647365617844	0	0	0	0	0	0	0
4817	0	0	0	0	0	0	0	0	0	0	0
4836	0	0	0	0	0	0	0	0	0	0	0
4846	0	0	0	0	0	0	0	0	0	0	0
4850	0	0	0.06417635113218578	0	0	0	0	0	0	0	0
4851	0	0	0	0	0	0	0	0	0	0	0
