GeneID	GSE16250_GPL570_MTB_control_blood_pmbc_dn.tsv	GSE18794_GPL6244_MTB_Cpn60.1_control_2h_blood_monocytes_dn.tsv	GSE19491_GPL6947_PTB_control_blood_whole_blood_dn.tsv	GSE34151_GPL10558_MTB_control_blood_dcs_dn.tsv	GSE39941_GPL10558_MTB_HIVneg_control_blood_whole_blood_dn.tsv	GSE39941_GPL10558_MTB_HIVpos_control_blood_whole_blood_dn.tsv	GSE42830_GPL10558_MTB_control_blood_whole_blood_dn.tsv	GSE63548_GPL10558_LNTB_control_lymphnode_lymphnode_dn.tsv	GSE83456_GPL10558_EPTB_control_blood_dn.tsv	GSE83456_GPL10558_PTB_control_blood_dn.tsv	GSE119143_GPL17586_MTB_control_blood_pbmc_dn.tsv	GSE139871_GPL10558_MTB_control_blood_monocyte_dn.tsv
3028	0	0	0	0	0	0	0	-0.7467502168609688	0	0	0	0
3033	0	0	0	0	0	0	0	0	0	0	-0.21711732248355275	0
3066	0	0	0	0	0	0	0	0	0	0	0	0
30836	0	0	0	0	0	0	0	0	0	0	-0.011539790853803631	0
30849	0	0	0	0	0	0	0	0	0	0	0	0
3091	0	0	0	0	0	0	0	0	0	0	0	0
3098	0	0	0	0	0	0	0	0	0	0	0	0
310	0	0	0	0	0	0	0	0	0	0	0	0
3108	0	0	0	0	0	0	0	0	0	0	0	0
3122	0	0	0	0	0	0	0	0	0	0	0	0
3156	0	0	0	0	0	0	0	0	0	0	0	0
3157	0	0	0	0	0	0	0	0	0	0	0	0
3162	-0.32685467462650764	0	0	0	0	0	0	0	0	0	0	0
3202	0	0	0	0	0	0	0	0	0	0	0	0
3206	0	0	0	0	0	0	0	0	0	0	0	0
323	0	0	0	0	0	0	0	0	0	0	0	0
3251	-0.17134931286378086	0	0	0	0	0	0	0	0	0	0	0
3280	0	0	0	0	0	0	0	0	0	0	0	0
329	0	0	0	0	0	0	0	0	0	0	0	0
3300	0	0	0	0	0	0	0	0	0	0	0	0
3303	-0.4809806586969498	0	0	0	0	0	0	0	0	0	0	0
3308	-0.027272229354795563	0	0	0	-1.7257781378450543	-1.7257781378450543	0	0	0	0	0	0
3312	-1.151050049113597	0	0	0	0	0	0	0	0	0	0	0
3315	0	0	0	0	0	0	0	0	0	0	0	0
332	0	0	0	0	0	0	0	0	0	0	0	0
3329	0	0	0	0	-0.5656506839058908	-0.5656506839058908	0	0	0	0	-0.11752199251647966	0
3337	-0.8281883522595035	0	0	0	0	0	0	0	0	0	0	0
3383	0	0	0	0	0	0	0	0	0	0	0	0
3385	0	0	0	0	0	0	0	0	0	0	0	0
3398	0	-0.4386870074771285	0	0	0	0	0	0	0	0	0	-1.3540244775895942
3416	0	0	0	0	0	0	0	0	0	0	0	0
3454	0	-0.6691131712283838	0	0	0	0	0	0	0	0	0	0
348	0	0	0	0	0	0	0	0	0	0	0	0
3480	0	0	-0.424429708660016	0	0	0	0	-0.21760445910518825	0	0	0	-0.24447649724667156
3482	0	0	0	0	-0.3906647545321178	-0.3906647545321178	0	0	0	0	0	0
3486	-1.1680987127005469	0	0	0	0	0	0	0	0	0	0	0
3508	0	0	0	0	0	0	0	0	0	0	0	0
351	0	0	0	0	0	0	0	0	0	0	0	0
355	0	0	0	0	0	0	0	0	0	0	0	0
3551	0	0	0	0	0	0	0	0	0	0	0	0
3553	0	0	0	0	0	0	0	0	0	0	0	0
3566	0	0	0	0	0	0	0	0	0	0	-0.21244335186048668	0
3597	0	0	0	0	0	0	0	0	0	0	0	0
3611	0	0	0	0	0	0	0	0	0	0	0	-0.67324235583448
3628	0	0	0	0	0	0	0	0	0	0	0	0
3638	0	0	0	0	0	0	0	0	0	0	0	0
3682	0	-0.5680072687891982	0	0	0	0	-0.20859717687447865	0	0	0	0	0
3693	0	0	0	0	0	0	0	0	0	0	0	0
3725	0	0	0	0	0	0	0	0	0	0	-0.9967309326949672	0
375346	0	0	0	0	0	0	0	0	0	0	0	0
3775	0	0	0	0	0	0	0	0	0	0	0	0
3800	0	-0.6176314113097792	0	0	0	0	0	0	0	0	0	0
3815	-1.3207111439210513	0	0	0	0	0	0	0	-0.15035654804314758	-0.15035654804314758	0	0
387	-0.3949683425364026	0	0	0	0	0	0	0	-0.011522176355995397	-0.011522176355995397	0	0
388650	0	0	0	0	0	0	0	0	0	0	0	0
3895	0	0	0	0	0	0	0	0	0	0	0	0
39	-0.021647608221575743	0	0	0	0	0	0	0	0	0	0	0
3909	0	0	0	0	0	0	0	0	0	0	0	0
392	0	0	0	0	0	0	0	0	0	0	0	0
3925	0	0	0	0	0	0	0	0	0	0	0	0
3930	0	0	0	0	0	0	0	0	0	0	0	0
3964	0	0	-0.048245992064051	0	0	0	0	0	0	0	0	-0.6817676900736318
3978	0	0	0	0	0	0	0	0	0	0	-0.1959648925287332	0
3988	0	0	0	0	0	0	0	0	0	0	0	0
4016	-0.08689595934959682	0	0	0	0	0	0	0	0	0	0	0
4043	0	0	-0.3345497382010185	0	0	0	0	-1.3818478799734586	0	0	0	0
4067	0	0	0	0	0	0	0	0	0	0	0	0
4088	0	0	0	0	0	0	0	0	0	0	0	0
4125	0	0	0	0	0	0	0	0	0	0	-0.2710093278474464	0
4144	0	0	-0.2068528570306176	0	0	0	0	-0.2886172251059396	0	0	0	0
4154	0	0	0	0	0	0	0	0	0	0	0	0
4172	0	0	0	0	0	0	0	0	0	0	0	0
4200	0	0	0	0	0	0	0	0	0	0	0	0
4208	0	0	0	0	0	0	0	0	0	0	0	0
4216	0	0	0	0	0	0	0	0	0	0	0	0
4232	0	0	0	0	0	0	0	0	0	0	0	0
427	0	0	0	0	0	0	0	0	0	0	0	0
4282	0	0	0	0	0	0	0	0	0	0	0	0
4303	0	0	0	0	0	0	0	0	0	0	0	-0.1225602922024014
4312	0	-0.05583707152476247	0	0	0	0	0	0	0	0	0	0
4313	0	0	0	0	0	0	0	0	0	0	-0.06435019165097566	0
4331	-0.16791311868626835	0	0	0	0	0	0	0	0	0	0	0
4482	0	0	0	0	0	0	0	0	0	0	0	0
4582	0	0	0	0	0	0	0	0	0	0	0	0
4605	0	0	0	0	0	0	0	0	0	0	0	0
4609	0	0	0	0	0	0	0	-0.6054787820826764	0	0	0	0
4616	0	-0.1567499063140659	0	0	-0.4925157257270234	-0.4925157257270234	0	0	0	0	0	0
4638	0	0	0	0	0	0	0	-0.31163517131369955	0	0	0	0
4651	-0.46991799698701175	0	0	0	0	0	0	0	0	0	0	0
466	0	0	0	0	0	0	0	0	0	0	0	0
4690	0	0	0	0	0	0	0	0	0	0	-0.09859368292216876	0
47	0	0	0	0	0	0	0	0	0	0	0	0
4775	0	0	0	0	0	0	0	0	0	0	0	0
4776	0	0	-0.23196618746980316	0	0	0	0	0	0	0	0	0
4780	0	0	-0.25417597921479373	0	0	0	0	0	0	0	0	0
4783	0	0	0	0	0	0	0	-0.5992015918664371	0	0	0	0
4791	0	-0.1125077386261042	0	0	0	0	0	-0.6851413888880851	0	0	0	0
4792	0	0	0	0	0	0	0	0	-1.3896139628963553	-1.3896139628963553	0	0
4793	0	0	0	0	0	0	0	0	0	0	0	0
4794	0	0	0	0	0	0	0	0	0	0	0	0
481	0	0	0	0	0	0	0	0	-0.4656473742000016	-0.4656473742000016	0	0
4817	0	-0.027851324708999314	0	0	0	0	0	0	0	0	0	0
4836	0	0	0	0	0	0	0	0	0	0	0	0
4846	-0.9914134635196294	0	0	0	0	0	0	-0.9465179629641054	0	0	0	0
4850	0	-1.6234616502221528	0	0	0	0	0	0	0	0	0	0
4851	0	0	0	0	0	0	0	0	0	0	0	0
4860	0	0	0	0	0	0	0	0	0	0	0	0
4864	0	0	0	0	0	0	0	0	-0.13353436964466692	-0.13353436964466692	0	0
4891	0	0	0	0	0	0	0	-1.0325070302427295	0	0	0	0
4893	0	0	0	0	0	0	0	0	0	0	0	0
4925	0	0	0	0	0	0	0	0	0	0	0	0
4927	-0.386364153864488	0	0	0	0	0	0	0	0	0	0	-0.3261474567218805
4931	0	0	0	0	0	0	0	0	0	0	0	0
4998	-0.3787383794461323	0	0	0	0	0	0	0	0	0	0	0
501	0	0	0	0	0	0	0	0	0	0	0	0
5018	0	0	0	0	0	0	0	0	0	0	0	0
5019	0	0	0	0	0	0	0	0	0	0	0	0
5048	0	-0.3862706997664407	0	0	0	0	0	0	0	0	0	0
5050	0	0	0	0	0	0	0	0	0	0	0	0
5054	0	0	0	0	0	0	0	0	-0.3938368549477652	-0.3938368549477652	0	0
5058	0	0	-0.2299492766223601	0	0	0	0	0	0	0	0	-0.4333986547268376
50810	0	0	0	0	0	0	0	0	0	0	0	0
50813	0	0	0	0	0	0	0	0	0	0	0	0
50814	0	0	0	0	0	0	0	0	0	0	0	0
50865	0	0	0	0	0	0	0	0	0	0	0	0
5092	0	0	0	0	0	0	0	0	0	0	0	0
5096	0	0	0	0	0	0	0	0	0	0	0	0
51001	0	0	0	0	0	0	0	0	0	0	0	0
51005	0	0	0	0	0	0	0	0	0	0	0	0
51015	0	0	0	0	0	0	0	0	0	0	0	0
51021	0	0	0	0	0	0	0	0	0	0	0	0
51024	0	0	0	0	0	0	0	0	0	0	0	0
51026	0	0	0	0	0	0	0	0	0	0	0	0
51031	0	0	0	0	0	0	0	0	0	0	0	0
51053	0	0	0	0	0	0	0	0	0	0	0	0
51056	0	0	0	0	0	0	0	0	0	0	0	0
5106	-0.0029256767468370803	0	0	0	0	0	0	0	0	0	0	0
51070	0	0	0	0	0	0	0	0	0	0	0	0
51071	0	0	0	0	0	0	0	0	0	0	0	0
5108	0	0	0	0	0	0	0	0	0	0	0	0
51097	0	0	0	0	0	0	0	0	0	0	0	0
5110	-0.3545632644042116	0	0	0	0	0	0	0	0	0	0	0
5111	-0.09777591309819143	0	0	0	0	0	0	0	0	0	0	0
51116	0	0	0	0	0	0	0	0	0	0	0	0
51160	0	0	0	0	0	0	0	0	0	0	0	0
51170	0	0	0	0	0	0	0	0	0	0	0	0
51203	0	0	0	0	0	0	0	0	0	0	0	0
51282	0	0	0	0	0	0	0	0	0	0	0	0
51293	0	0	0	0	0	0	0	0	0	0	0	0
51335	0	0	0	0	0	0	0	0	0	0	0	0
51375	0	0	0	0	0	0	0	0	0	0	0	0
51382	0	0	0	0	0	0	0	0	0	0	0	0
51385	0	0	0	0	0	0	0	0	0	0	0	0
51422	0	0	0	0	0	0	0	0	0	0	0	0
51465	0	0	0	0	0	0	0	0	0	0	0	0
51466	0	0	0	0	0	0	0	0	0	0	0	0
51495	0	0	0	0	0	0	0	0	0	0	0	0
5154	-0.07687712729963869	-0.6240947124157428	0	0	0	0	0	0	0	0	0	0
51569	0	0	0	0	0	0	0	0	0	0	0	0
51599	0	0	0	0	0	0	0	0	0	0	0	0
51635	0	0	0	0	0	0	0	0	0	0	0	0
51719	0	0	0	0	0	0	0	0	0	0	0	0
51742	0	0	0	0	0	0	0	0	0	0	0	0
5211	-0.2342451584638814	0	0	0	0	0	0	0	0	0	0	0
5223	0	0	0	0	0	0	0	0	0	0	0	0
5236	0	0	0	0	0	0	0	0	0	0	0	0
5255	0	0	0	0	0	0	0	0	0	0	0	0
5257	-0.5419993828080245	0	0	0	0	0	0	0	0	0	0	0
5261	0	0	0	0	0	0	0	0	0	0	-0.2396728750550281	0
5287	0	0	0	0	0	0	-0.08090052758328037	-0.458659091063724	0	0	0	0
5289	0	0	0	0	0	0	0	0	0	0	0	0
5290	-1.195061596877944	0	0	0	0	0	0	0	0	0	0	0
5300	0	0	0	0	0	0	0	0	0	0	0	0
5321	0	0	0	0	0	0	0	0	0	0	0	0
533	0	0	0	0	0	0	0	0	0	0	0	0
5331	-0.7503025711694322	0	0	0	0	0	0	0	0	0	0	0
53343	0	0	0	0	0	0	0	0	0	0	0	0
5347	-0.033224996672013285	-0.09593807034621926	0	0	0	0	0	0	0	0	0	0
5355	0	0	0	0	0	0	0	0	0	0	0	0
5357	-0.9679846007886672	0	0	0	0	0	0	0	0	0	0	0
5359	0	0	0	0	0	0	0	0	0	0	0	0
5366	0	0	0	0	0	0	0	0	0	0	0	0
5373	-0.09663146727782868	0	0	0	0	0	0	0	0	0	0	0
54205	0	0	0	0	0	0	0	0	0	0	0	0
5423	0	0	0	0	0	0	0	0	0	0	-0.07049997920902307	0
5427	-0.05591088092630081	0	0	0	0	0	0	-0.2007689370030734	0	0	0	0
5438	0	0	0	0	0	0	0	0	0	0	0	0
54386	0	0	0	0	0	0	0	0	0	0	0	0
5440	0	0	0	0	0	0	0	0	0	0	0	0
54438	0	0	0	0	0	0	0	0	0	0	0	0
54442	0	0	0	0	0	0	0	0	0	0	0	0
54499	0	0	0	0	0	0	0	0	0	0	0	0
54505	0	0	0	0	0	0	0	0	0	0	0	0
54512	0	0	0	0	0	0	0	0	0	0	0	0
54541	0	0	0	0	0	0	0	0	0	0	0	0
54623	0	0	0	0	0	0	0	0	0	0	0	0
5467	0	0	0	0	0	0	0	0	0	0	0	0
5468	-0.4464976508707079	0	0	0	0	0	0	0	0	0	0	0
54681	0	0	0	0	0	0	0	0	0	0	0	0
54733	0	0	0	0	0	0	0	0	0	0	0	0
5480	0	0	0	0	0	0	0	0	0	0	0	0
54807	0	0	0	0	0	0	0	0	0	0	0	0
54850	0	0	0	0	0	0	0	0	0	0	0	0
54881	0	0	0	0	0	0	0	0	0	0	0	0
54915	0	0	0	0	0	0	0	0	0	0	0	0
54957	0	0	0	0	0	0	0	0	0	0	0	0
5498	0	0	0	0	0	0	0	0	0	0	0	0
55008	0	0	0	0	0	0	0	0	0	0	0	0
55011	0	0	0	0	0	0	0	0	0	0	0	0
55012	0	0	0	0	0	0	0	0	0	0	0	0
55033	0	0	0	0	0	0	0	0	0	0	0	0
55038	0	0	0	0	0	0	0	0	0	0	0	0
55111	0	0	0	0	0	0	0	0	0	0	0	0
55127	0	0	0	0	0	0	0	0	0	0	0	0
55129	0	0	0	0	0	0	0	0	0	0	0	0
55148	0	0	0	0	0	0	0	0	0	0	0	0
55179	0	0	0	0	0	0	0	0	0	0	0	0
5525	0	0	0	0	0	0	0	0	0	0	0	0
55256	0	0	0	0	0	0	0	0	0	0	0	0
5529	0	0	0	0	0	0	0	0	0	0	0	0
55324	0	0	0	0	0	0	0	0	0	0	0	0
5547	0	0	0	0	0	0	0	0	0	0	0	0
55556	0	0	0	0	0	0	0	0	0	0	0	0
55604	0	0	0	0	0	0	0	0	0	0	0	0
55608	0	0	0	0	0	0	0	0	0	0	0	0
55620	0	0	0	0	0	0	0	0	0	0	0	0
5566	0	-0.26946410704484214	0	0	0	0	0	0	0	0	0	0
55699	0	0	0	0	0	0	0	0	0	0	0	0
55746	0	0	0	0	0	0	0	0	0	0	0	0
55748	0	0	0	0	0	0	0	0	0	0	0	0
55793	0	0	0	0	0	0	0	0	0	0	0	0
5580	0	0	0	0	0	0	0	0	-0.2610114824889167	-0.2610114824889167	0	0
55818	0	0	0	0	0	0	0	0	0	0	0	0
55825	0	0	0	0	0	0	0	0	0	0	0	0
5583	0	0	0	0	0	0	0	0	0	0	0	0
55837	0	0	0	0	0	0	0	0	0	0	0	0
55847	0	0	0	0	0	0	0	0	0	0	0	0
5588	0	-0.11261476241872236	0	0	0	0	0	0	0	0	0	0
55893	0	0	0	0	0	0	0	0	0	0	0	0
55958	0	0	0	0	0	0	0	0	0	0	0	0
5601	0	0	0	0	0	0	0	0	0	0	0	0
5603	-2.4847046285379606	0	-2.0802361586350084	0	0	0	0	0	0	0	0	0
5607	-0.14903411424041413	0	0	0	0	0	0	0	0	0	0	0
5613	0	0	0	0	0	0	0	0	0	0	0	0
5627	0	0	0	0	0	0	0	0	0	0	0	0
5641	0	0	0	0	0	0	0	0	0	0	0	0
5654	0	0	0	0	0	0	0	0	0	0	0	0
56654	0	0	0	0	0	0	0	0	0	0	0	0
56889	0	0	0	0	0	0	0	0	0	0	0	0
56924	0	0	0	0	0	0	0	0	0	0	0	0
56940	0	0	0	0	0	0	0	0	0	0	0	0
5696	0	0	0	0	0	0	0	0	0	0	-0.30682444188475744	0
5699	0	0	0	0	0	0	0	0	0	0	0	0
56997	0	0	0	0	0	0	0	0	0	0	0	0
57019	0	0	0	0	0	0	0	0	0	0	0	0
57048	0	0	0	0	0	0	0	0	0	0	0	0
5708	-0.33573647736508594	0	0	0	0	0	0	0	0	0	0	0
5710	0	-0.7285585532221885	0	0	0	0	0	0	0	0	0	0
57147	0	0	0	0	0	0	0	0	0	0	0	0
57149	0	0	0	0	0	0	0	0	0	0	0	0
5715	0	0	0	0	0	0	0	0	0	0	0	0
5716	-0.369673747377034	0	0	0	0	0	0	0	0	0	0	0
57178	0	0	0	0	0	0	0	0	0	0	0	0
57192	0	0	0	0	0	0	0	0	0	0	0	0
572	-0.22003709129039567	-0.25940589687582793	0	0	0	0	0	0	0	0	0	0
5720	0	0	0	0	0	0	0	0	0	0	0	0
5721	0	0	0	0	0	0	0	0	0	0	0	0
57215	0	0	0	0	0	0	0	0	0	0	0	0
57406	0	0	0	0	0	0	0	0	0	0	0	0
5743	0	0	0	0	0	0	0	0	0	0	0	-0.18272950807992228
5747	0	0	0	0	0	0	0	-0.5729751100508556	0	0	0	0
5770	-0.25787654042873864	0	0	0	0	0	0	0	0	0	0	0
57761	0	0	0	0	0	0	0	0	0	0	0	0
5777	0	0	0	0	0	0	0	0	0	0	0	0
57804	0	0	0	0	0	0	0	0	0	0	0	0
5782	0	0	0	0	0	0	0	0	-1.1519552186753113	-1.1519552186753113	0	0
5788	0	0	0	0	0	0	0	0	0	0	-0.07828991202114555	0
5792	0	0	0	0	0	0	0	0	0	0	0	0
5796	-0.8585876922173936	0	0	0	0	0	0	0	0	0	0	0
581	0	0	0	0	0	0	0	0	0	0	0	0
5827	0	0	0	0	0	0	0	-0.8382926034815052	0	0	0	0
5829	-0.11664709019296826	0	0	0	0	0	0	0	0	0	0	0
5831	-1.3398179253124514	-0.2983928035617624	0	0	0	0	0	0	0	0	0	0
5836	0	0	0	0	0	0	0	0	0	0	0	0
58472	0	0	0	0	0	0	0	0	0	0	0	0
58478	0	0	0	0	0	0	0	0	0	0	0	0
58497	0	0	0	0	0	0	0	0	0	0	0	0
58533	0	0	0	0	0	0	0	0	0	0	0	0
5867	0	0	0	0	0	0	0	0	0	0	0	0
5873	0	0	0	0	0	0	0	0	0	0	0	0
5880	0	-1.8593959260017623	0	0	0	0	0	0	0	0	0	0
5883	0	0	0	0	0	0	0	0	0	0	0	0
5889	0	0	0	0	0	0	0	0	0	0	0	0
5891	0	0	0	0	0	0	0	0	0	0	0	0
5898	-0.4798440170054359	0	0	0	0	0	0	0	0	0	0	0
5899	0	-0.06728550461844707	0	0	0	0	0	0	0	0	0	0
5900	0	0	0	0	0	0	0	0	0	0	0	0
5909	0	0	0	0	0	0	0	0	0	0	0	0
5921	-1.019087949865335	0	0	0	0	0	0	0	0	0	0	0
5925	0	0	0	0	0	0	0	0	0	0	0	0
5927	-1.5276065695276904	0	0	0	0	0	0	0	0	0	0	0
595	-0.2874270195726911	0	0	0	0	0	0	0	0	0	0	0
596	0	0	0	0	0	0	0	0	0	0	0	0
5971	0	0	0	0	0	0	0	0	0	0	0	0
5982	0	0	0	0	0	0	0	0	0	0	-0.6931807933139309	0
5985	0	0	0	0	0	0	0	0	-1.2480005793890794	-1.2480005793890794	0	0
5986	0	0	0	0	0	0	0	0	0	0	0	0
5993	0	0	0	0	0	0	0	0	0	0	0	0
5997	0	0	0	0	0	0	0	0	0	0	0	0
6009	0	0	0	0	0	0	0	0	0	0	0	0
60493	0	0	0	0	0	0	0	0	0	0	0	0
6050	0	0	0	0	0	0	0	0	0	0	0	0
60528	0	0	0	0	0	0	0	0	0	0	0	0
6117	0	0	0	0	0	0	0	0	0	0	0	0
6118	0	0	0	0	0	0	0	0	0	0	-0.4123737072069724	0
6119	-0.693015802546542	0	0	0	0	0	0	0	0	0	0	0
6182	0	0	0	0	0	0	0	0	0	0	0	0
6184	0	0	-0.689040733087944	0	0	0	0	0	0	0	0	0
6193	0	0	0	0	0	0	0	-0.4556725555960319	0	0	0	0
6194	0	0	0	0	0	0	0	0	0	0	0	-0.5914858912281455
6195	-1.0428898460535914	0	0	0	0	0	0	0	0	0	0	0
622	0	-0.029787590693813648	0	0	0	0	0	0	0	0	0	0
6251	0	0	0	0	0	0	0	0	0	0	-0.7200810606207915	0
6253	0	0	0	0	0	0	0	0	0	0	0	0
6275	0	-0.3320200546868164	0	0	0	0	0	0	0	0	0	0
6284	0	0	0	0	0	0	0	0	0	0	0	0
6304	-1.2040138141184444	0	0	0	0	0	0	0	0	0	0	0
6342	-0.936531522733056	0	0	0	0	0	0	0	0	0	0	0
6347	0	-2.2414366048117538	0	0	0	0	0	0	0	0	0	0
637	0	0	0	0	0	0	0	0	0	0	0	0
63874	0	0	0	0	0	0	0	0	0	0	0	0
6390	0	0	0	0	0	0	0	0	0	0	0	0
63933	0	0	0	0	0	0	0	0	0	0	0	0
64080	0	0	0	0	0	0	0	0	0	0	0	0
642	-0.3935278083387368	0	0	0	0	0	0	0	0	0	0	0
644	-1.743527546155914	0	0	0	0	0	0	0	0	0	0	0
64422	0	0	0	0	0	0	0	0	0	0	0	0
64428	0	0	0	0	0	0	0	0	0	0	0	0
64429	0	0	0	0	0	0	0	0	0	0	0	0
6443	0	0	0	0	0	0	0	0	0	0	0	0
6461	-0.6672196291857942	0	0	0	0	0	0	0	0	0	0	0
6464	0	0	0	0	0	0	0	0	0	0	-0.30695013538799465	0
64746	0	0	0	0	0	0	0	0	0	0	0	0
64781	0	0	0	0	0	0	0	0	0	0	0	0
64943	0	0	0	0	0	0	0	0	0	0	0	0
6499	-0.2563902067993242	0	0	0	0	0	0	0	0	0	0	0
6500	-0.2891712843775612	0	0	0	0	0	0	0	0	0	0	0
65057	0	0	0	0	0	0	0	0	0	0	0	0
6509	0	0	0	0	0	0	0	0	0	0	-0.3220509991925631	0
65123	0	0	0	0	0	0	0	0	0	0	0	0
652	0	0	0	0	0	0	0	0	0	0	0	0
6597	-0.9862987666610996	0	0	0	0	0	0	0	0	0	0	0
6599	0	0	0	0	0	0	0	0	0	0	0	0
66008	0	0	0	0	0	0	0	0	0	0	0	0
6603	0	0	0	0	0	0	0	0	0	0	0	0
6616	-0.22359823196224576	0	0	0	0	0	0	0	0	0	0	0
6622	0	0	0	0	0	0	0	-0.5825665661794646	0	0	0	0
664	0	0	0	0	0	0	0	0	0	0	0	0
665	0	-0.4008295064948295	0	0	0	0	0	0	-0.6398337307625943	-0.6398337307625943	-1.3846070683234504	0
6657	0	0	0	0	0	0	0	0	0	0	0	0
6659	0	-0.1083580941008222	0	0	0	0	0	0	0	0	0	0
6676	-0.3871476680062853	0	0	0	0	0	0	0	0	0	0	0
6696	0	0	0	0	0	0	0	0	0	0	0	0
6697	0	0	0	0	0	0	0	0	0	0	0	0
670	0	0	0	0	0	0	0	0	0	0	0	0
6709	-0.21328031643382328	0	0	0	0	0	0	0	0	0	0	0
6714	-0.11665971611624482	0	0	0	0	0	0	0	0	0	0	0
672	0	0	0	0	0	0	0	0	0	0	0	0
6772	-0.45751915595662407	0	0	0	0	0	0	-0.07100862460835033	0	0	0	0
6774	-0.8937772825109418	0	0	0	0	0	0	0	0	0	0	0
6777	-0.7390860948080715	0	0	0	0	0	0	0	0	0	-0.505668245849284	0
6790	0	0	0	0	0	0	0	0	0	0	0	0
6793	0	0	0	0	0	0	0	0	0	0	0	0
6804	0	0	0	0	0	0	0	0	0	0	0	0
6810	0	0	0	0	0	0	0	0	0	0	0	0
6812	-0.05730279095497659	0	0	0	0	0	0	0	0	0	-0.3188438890932864	0
6813	0	-0.11212037298762788	0	0	0	0	0	0	0	0	-5.171076224148585e-4	0
6832	0	0	0	0	0	0	0	0	0	0	-0.3568893138649516	0
6839	-1.31580964200316	0	0	0	0	0	0	0	0	0	0	0
6850	0	0	0	0	0	0	0	0	0	0	0	0
6856	0	0	0	0	0	0	0	0	0	0	0	0
6894	0	0	0	0	0	0	0	0	0	0	0	0
6908	0	0	0	0	0	0	0	0	0	0	0	0
6909	0	-0.8457169801253135	0	0	0	0	0	-4.031686408378317	0	0	0	0
6915	-0.25457157665290486	0	0	0	0	0	0	0	0	0	0	0
6919	-1.101000070844471	0	0	0	0	0	0	-0.5020325395210721	0	0	0	0
6944	0	-3.275094326584589	0	0	0	0	0	0	0	0	0	0
695	0	0	0	0	0	0	0	0	0	0	0	0
6988	0	0	0	0	0	0	0	0	0	0	0	0
6990	0	-0.45760513722532425	0	0	0	0	0	0	-0.11755588546973904	-0.11755588546973904	0	0
701	-0.048477062288268646	0	0	0	0	0	0	0	0	0	0	0
7015	0	0	0	0	0	0	0	0	0	0	0	0
7016	0	0	0	0	0	0	0	0	0	0	0	0
7020	-0.42641702386477953	0	0	0	0	0	0	0	0	0	0	0
7027	-0.04742775208624761	0	0	0	0	0	0	0	0	0	0	0
7043	0	0	0	0	0	0	0	0	0	0	0	0
7048	-1.3223548415629025	0	0	0	0	0	0	0	0	0	0	0
7074	-0.9611468937261765	0	0	0	0	0	0	0	0	0	0	0
7077	0	0	0	0	0	0	0	0	0	0	-0.5460765483316368	0
7082	0	0	0	0	0	0	0	-0.1637044055492698	0	0	0	0
7088	0	-0.24608850536832305	0	0	0	0	0	0	0	0	0	0
7099	-0.6024817584304142	0	0	0	0	0	0	0	0	0	-0.11463802168769588	0
7105	0	0	0	0	0	0	0	0	0	0	0	0
7106	0	0	0	0	0	0	0	0	0	0	0	0
7153	0	0	0	0	0	0	0	0	0	0	0	0
7157	0	0	0	0	0	0	0	0	0	0	0	0
7158	0	0	0	0	0	0	0	0	0	0	0	0
7159	0	0	0	0	0	0	0	0	0	0	0	0
7165	0	0	0	0	0	0	0	0	0	0	0	0
7168	0	0	0	0	0	0	0	0	0	0	0	-0.5230196482345284
7264	0	0	0	0	0	0	0	0	0	0	0	0
727	-0.2512643170580518	0	0	0	0	0	0	0	0	0	0	0
7296	0	0	0	0	0	0	0	0	0	0	0	0
7319	0	0	0	0	0	0	0	0	0	0	0	0
7358	0	0	0	0	0	0	0	0	0	0	0	0
7376	0	0	0	0	0	0	0	0	0	0	0	0
7398	-1.0685903714470388	0	0	0	0	0	0	0	0	0	0	0
7416	0	0	0	0	0	0	0	0	-1.6389105294265454	-1.6389105294265454	0	0
7466	0	0	0	0	0	0	0	0	0	0	-0.4694367503058352	0
7485	0	0	0	0	0	0	0	0	0	0	0	0
7494	-0.48975225199722816	0	0	0	0	0	0	0	0	0	0	0
7511	0	0	0	0	0	0	0	0	0	0	0	0
7538	0	0	0	0	0	0	0	0	0	0	0	-0.897926965942121
7690	-1.1907984180529425	0	0	0	0	0	0	0	0	0	0	0
7750	0	0	0	0	0	0	0	0	0	0	0	0
780	-0.19958831028240653	0	0	0	0	0	0	0	0	0	0	0
7849	-0.5572984055204409	0	0	0	0	0	0	0	0	0	0	0
7852	-0.4550908611148108	0	0	0	0	0	0	0	0	0	0	0
7866	0	0	0	0	0	0	0	0	0	0	0	0
7867	0	0	0	0	0	0	0	0	0	0	0	0
7874	0	0	0	0	0	0	0	0	0	0	0	0
79006	0	0	0	0	0	0	0	0	0	0	0	0
7905	-0.4738685198571528	0	0	0	0	0	0	0	0	0	0	0
79071	0	0	0	0	0	0	0	0	0	0	0	0
79073	0	0	0	0	0	0	0	0	0	0	0	0
79080	0	0	0	0	0	0	0	0	0	0	0	0
79090	0	0	0	0	0	0	0	0	0	0	0	0
79094	0	0	0	0	0	0	0	0	0	0	0	0
79143	0	0	0	0	0	0	0	0	0	0	0	0
79170	0	0	0	0	0	0	0	0	0	0	0	0
79174	0	0	0	0	0	0	0	0	0	0	0	0
79187	0	0	0	0	0	0	0	0	0	0	0	0
79600	0	0	0	0	0	0	0	0	0	0	0	0
