GeneID	GSE84076_MTB_control_blood_dn.tsv	GSE148171_MTB_control_blood_PBMC_dn.tsv	GSE198557_MTB_control_blood_PBMC_dn.tsv	GSE132283_MTB_control_blood_macrophage_dn.tsv	GSE143627_MTB_control_PBMC_macrophage_dn.tsv	GSE148731_MTB_control_blood_monocytes_dn.tsv	GSE174566_MTB_control_blood_PBMC_dn.tsv	GSE193777_MTB_control_blood_dn.tsv	GSE64179_MTB_control_blood_dendritic_cells_dn.tsv	GSE64182_MTB_control_blood_dendritic_cells_dn.tsv	GSE110564_MTB_control_blood_lymphatic_endothelial_cell_dn.tsv	GSE141656_MTB_control_blood_blood_dn.tsv	GSE143731_MTB_control_blood_monocyte_derived_macrophages_dn.tsv	GSE164287_MTB_control_blood_monocyte_derived_macrophages_dn.tsv	GSE183912_MTB_control_blood_marcophages_dn.tsv	GSE211974_MTB_control_blood_THP-1_dn.tsv	GSE211974_MTB_control_48h_blood_THP-1_dn.tsv	GSE236156_MTB_control_blood_monocyte_derived_macrophage_dn.tsv
6521	0	0	0	0	0	-0.247911793776982	0	0	0	-0.02168522198261749	-0.04957679038553342	0	0	0	0	0	0	-0.09776688161524298
107075172	0	-0.7012055170989614	-1.1776542712333553	0	0	-0.29926366521623515	0	-0.14901775001775194	0	0	0	0	0	0	0	-0.6477508746098084	-0.6477508746098084	0
1667	0	0	0	0	0	0	0	0	-2.2142174551440257	0	0	0	0	0	0	0	0	0
55384	0	-0.460007164188263	-1.259047893477464	0	0	0	-0.07117854376416695	-1.6671641763876903	0	-0.27371920885778883	-0.5806727997734696	0	-0.2072946248724221	0	0	0	0	0
56670	0	0	0	-0.575675323900305	-0.2399798861166974	-0.2544699476923677	-0.04053679195244069	0	-2.666697612359205	-1.6970073047717713	0	-0.6345283865719752	-0.12849215490154522	-2.164549156726872	-0.8172130208681617	-1.0078215723853614	-1.0078215723853614	-0.45435846639473343
10842	0	0	0	0	0	-0.1029145525646194	0	-0.7596687349816673	0	0	0	0	-0.4506329654888415	-0.3651259389640833	0	0	0	0
83538	0	0	-0.8978889668676691	0	-0.08209873754725515	-0.11731418601906302	0	0	0	-0.3781683899627375	0	0	0	0	0	0	0	-0.5543054833913337
3620	0	-5.695247759486279	-1.4405620421569272	0	0	0	0	-0.8776743140042615	0	0	0	0	0	0	0	0	0	0
79168	0	0	0	0	-0.2532281656377578	-0.9896035352829814	-0.4844163989412749	0	0	-0.4221104289337266	-0.993638292793521	-0.8256303485709157	0	-0.5991920121543793	-0.35434917595156523	0	0	-0.45330783451812434
105369595	0	0	0	0	0	0	0	0	0	0	0	-0.4226142112722935	-0.8183222520560788	0	0	0	0	0
3040	0	0	0	0	0	0	-0.5328144527820833	0	0	-0.04048018521180248	0	0	0	0	0	0	0	0
6423	0	0	0	-0.2828637729607074	0	0	0	-0.00589700424935397	0	0	0	0	0	0	0	0	0	0
25893	0	0	-0.328715448631014	0	-0.20267687254321945	-1.201987091736066	0	0	0	-0.3788397277634565	-0.2017970839273832	-0.2315340405269335	-0.6632519885258511	0	-0.2851865076453701	-0.5348251682004589	-0.5348251682004589	-1.4934219031832954
147700	0	-0.4928384256647706	-2.139627641415972	-0.13761780595376397	-0.4900945601062714	0	-0.2558176590512916	0	0	-0.34767755069663026	-0.07831480789468132	0	0	0	0	0	0	0
51629	0	0	0	-0.03055594643426631	-0.15029291325378633	-0.14869358972536517	0	0	-0.4823631957373523	0	-0.1828806227225279	-0.2136549890297917	-0.21464722063306352	-0.44629158507512445	0	-0.25500880728333764	-0.25500880728333764	-0.2636313456811163
497190	0	0	0	0	-1.261995397770356	0	-0.19894797438939832	0	-0.4179825475613806	-0.02312173351563439	0	-0.6949699486810553	0	0	0	-0.1825850633306781	-0.1825850633306781	0
100506169	0	-3.14607668540848	-2.8683489567271843	0	-0.10064149627093127	0	0	0	0	0	0	-0.7438553362940125	-0.43823449600759545	0	-0.22609713197409576	0	0	0
4023	0	0	0	-0.01325748129568016	0	0	-1.4699862456850294	0	-0.2969036549691847	0	0	0	0	-2.8777658478564763	-0.2645054425542812	-0.708456024223788	-0.708456024223788	0
7057	0	0	0	0	0	0	-0.7302450425980183	0	0	0	-0.03519564287254734	0	0	0	-0.1440365123962453	0	0	0
10911	0	0	-0.8592609119866792	0	0	0	-1.4138650979267664	-0.13636921180701797	0	0	0	0	0	0	0	-0.5076554727693233	-0.5076554727693233	0
6622	0	0	0	0	-0.4220779490859444	-0.38318204012414825	-0.587753429442372	0	-0.40110841444112927	0	0	-0.5365691811564034	-0.41038706501483846	-0.4452296542249882	0	0	0	-1.00599040889723
200132	0	0	0	-0.7222442490764605	-0.3093570165540995	0	0	0	0	0	-0.08111178732696138	0	-1.14749358309896	0	0	-0.00990320269048176	-0.00990320269048176	-0.06122250088232161
55437	0	0	0	-0.21112847254304312	-0.09732735620250887	-0.21594011678701977	-0.24424574158348436	0	-0.12780726977496826	0	-0.07886350824884761	-0.3254102396824391	-0.2045378279914716	-0.3773768129530556	-0.2961029100743713	-0.3927935798019443	-0.3927935798019443	-0.21572704177434332
720	0	0	0	0	-1.8202347366045597	0	-0.14527969392681678	0	0	-0.39964029490390846	0	-0.7018324755083248	-0.9494735964551914	-0.700807302154307	0	-0.7126049025403689	-0.7126049025403689	0
2039	0	-0.10869564523689766	-0.16608916800137483	-0.5727635576200877	0	0	0	0	-1.97041306101446	0	-0.8253436678997674	0	-0.25457043813081986	0	0	-0.10677082405905018	-0.10677082405905018	0
7145	0	0	0	-0.6880682194238983	0	-0.7239524164512599	-0.1503692468755938	0	0	0	-0.12577025438013129	-0.3879772274110933	0	-0.17065212285687012	-0.3348614608090978	-0.2130934443995648	-0.2130934443995648	-1.4685169939816285
80742	0	0	-2.1349886288634528	-0.3683606937071454	-0.23122011782982785	-0.1864676777555327	0	-0.3624811476379677	-0.1700860821035093	0	-0.6537071096066929	0	-0.10847510282940535	0	0	-0.0636896699178911	-0.0636896699178911	0
1088	0	0	0	0	0	0	-2.208651225614092	0	-1.1034574419278635	-0.35650442715945896	0	0	0	0	0	0	0	0
9087	0	0	0	-0.12804312980981247	-0.17694257061497853	0	0	0	-0.4450500800003903	-0.6910547835384312	0	-0.8527009045865986	0	0	0	0	0	0
84251	0	0	0	0	0	0	-1.0306159359995348	0	0	0	-0.26468113113140035	0	-0.28714408770915206	0	0	0	0	-0.0709140773848984
10661	0	0	0	-0.3948289276577921	-1.706550988034336	-0.17607542954330718	0	0	0	-1.628766801346618	-0.3680110151749451	-1.2478892119708331	-0.3553202880333413	0	-0.621054633064575	0	0	-2.224657258298971
4635	0	0	-0.7073021657258146	0	-0.22334602922320013	0	0	0	-0.8138923350634545	0	0	0	-0.502541196307339	0	0	-0.1411465521650034	-0.1411465521650034	0
284422	0	-0.36967404311698254	-0.5567709176024794	0	0	0	-0.06969895014682037	0	-0.6138344899530097	0	0	0	0	0	0	0	0	0
9560	0	0	-1.087136055747176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2766	0	-0.03896670672914286	-0.2642112469505913	0	0	0	-1.9635708875650195	0	0	0	0	-1.1294911110409411	0	-0.6620281344340682	0	0	0	-0.2229826894993613
94137	0	-0.0081661390516431	-0.9809412482740312	0	0	0	-0.13283847616744737	-1.2562642073150387	-0.13874266407727423	-0.4475766724263779	0	-0.6758037594711868	0	0	0	-0.05593370635185366	-0.05593370635185366	0
56658	0	0	0	0	0	-0.09749104887750816	-0.13245257755301723	0	-0.5557773878470669	0	-0.07400329517942275	0	0	0	0	0	0	0
4680	0	0	0	0	0	0	-2.586942566032884	0	0	0	0	0	0	0	0	-2.653005234766882	-2.653005234766882	0
388931	0	-0.04500671281977173	-0.5864410718981488	-0.5262236511669812	-2.1588169603826595	0	-0.16585809664460552	0	-0.878712172679862	0	0	0	0	0	0	-0.8066608555086366	-0.8066608555086366	-0.5982298902393792
721	0	0	0	0	-0.17449558896693895	0	0	-0.1949473345091873	0	0	-0.5454193582397331	0	-0.8092543880400679	0	-0.7153195867397748	0	0	-0.40835247060436414
23762	0	0	0	-0.17469430696195934	-0.9180635879159074	-0.359690089064595	0	0	-0.5931539554492519	-1.4737789704693227	-0.5909018258087468	-0.3790135419444258	-0.7224987154496807	0	-0.19525034035200536	-0.5410063097908816	-0.5410063097908816	-0.8750813261183001
3627	0	-0.27366707679126634	0	0	0	0	-0.4178158720352624	0	0	0	0	0	0	0	0	0	0	0
3934	0	0	0	0	0	0	-3.0243546264962604	0	0	0	0	0	0	0	0	0	0	0
480	0	-0.6136015285856853	-1.764061527397496	0	0	0	0	0	0	0	0	0	-0.2871980453372105	0	0	0	0	0
6535	0	0	0	0	-0.03966425751244977	0	0	0	-0.7031827100364535	0	-0.1820675367694733	0	-0.38455392725795634	-0.21229246089062567	0	-0.02586263154176831	-0.02586263154176831	-0.472725594367474
343171	0	0	0	0	0	0	0	0	0	-0.7557066555577847	-0.8752151127720887	0	-0.7307898018206997	0	0	-0.666976057470713	-0.666976057470713	0
4057	0	0	0	0	0	0	-4.835192580690053	0	-2.7675964808485	0	-0.8207549373315551	0	0	0	0	0	0	0
8531	0	0	0	0	0	0	-0.09914582248956944	0	0	0	0	0	0	-0.28942106677519963	0	-0.3306014901155828	-0.3306014901155828	0
10158	0	-0.9311346391511032	-1.4847575631407424	0	0	0	0	0	-1.0800074658642236	-0.3157443902111585	0	0	0	0	0	0	0	0
283849	0	-0.5299554173102283	-0.4507437090420749	0	0	0	0	-0.5862509502090343	-1.6828376745929303	-0.503484829492995	-0.06091353513786346	0	0	-0.18277970868802207	0	0	0	-0.3920390094348218
2623	0	0	0	-0.7913198052560669	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8578	0	0	0	0	0	0	0	0	-0.8626674297009087	0	0	0	0	-0.8015316249230957	0	-0.02266075843154602	-0.02266075843154602	0
3802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
83483	0	-0.1700056066935013	-0.19195206098340292	0	0	0	0	0	0	0	-0.2833595817613556	0	0	0	0	0	0	0
566	0	0	0	-0.18344182231023937	-2.2156070124150893	-0.6800839727997903	-2.0572647143306	0	-1.531941901944632	-1.7152526361290557	0	0	0	0	-0.44314351690894127	0	0	-0.9092340771250508
3042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6570	0	-0.36939435435274326	-0.28428005687238966	0	0	0	0	0	0	0	0	0	-0.9793659091658172	0	0	0	0	0
124602	0	-0.13916365933066943	-0.20504875267571843	0	-0.30391901972238206	0	-0.5967893232278852	-0.7791142630631147	0	0	0	0	0	0	0	0	0	0
1511	0	0	0	0	0	0	0	0	-1.7636188115536695	0	0	-0.721648095943155	-0.6980898384147027	0	0	-0.4972846430030028	-0.4972846430030028	0
161502	0	-0.5755918108295767	-0.5310134570252782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6441	0	-0.749595561056275	-0.7953548605256734	0	0	0	0	0	0	-2.530308322122091	0	0	0	0	0	-0.2805484553862787	-0.2805484553862787	0
6293	0	-1.010663950689794	-0.7095442036585667	-0.02379569934363813	0	-0.18854325641872716	-0.06393596746627338	0	-0.4609840380383408	-0.4157387667257897	-0.2899437346908853	-0.683813266619631	-0.39003605186537066	-0.3614184535858713	-0.437993621664821	0	0	0
5909	0	0	0	0	-0.7814831121311756	-0.3866065505317573	0	0	-2.41165514572888	-0.07896733616826404	0	-1.0625993901105328	-0.8911301266850032	-1.095901253253956	-0.23345917948831257	0	0	0
80127	0	0	0	-0.33754713065575964	-0.504385448154808	-0.6033607242178199	-0.26892343761831894	0	0	-1.6724605437406368	-0.7824430116345682	-0.3033114070312493	-0.6291559989920504	0	-0.742793224989326	-0.21116537623446188	-0.21116537623446188	-0.13855641190939852
4317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.336873751311926	0	0	0
55363	0	-0.45715796987844737	-0.5389076121449787	-0.0998650486899928	-0.1354310875894545	0	-0.976641242037978	0	0	0	0	0	-0.6749198798138467	-0.05009860572360995	0	-0.2126995997880299	-0.2126995997880299	0
56241	0	-0.6443549430396214	-0.5911295624722169	0	0	0	0	-0.519255587756569	-0.4974255027520447	0	0	0	0	-0.8410966972720791	0	0	0	0
7138	0	0	0	-0.01147926500608425	0	0	-0.26243995029022166	0	-0.9622897269071202	0	0	-1.1472722938738975	0	0	0	0	0	-0.6679943738239403
26341	0	-0.1294673336530256	-0.578110859585655	-0.2929894280338765	0	0	0	-0.5534841065981249	-2.413977439302812	-1.303015762141648	-0.3820989786401536	0	0	0	0	0	0	0
1152	0	-0.5600741540547278	0	0	0	0	0	-0.6096817012617504	0	0	-0.4080302819713645	0	0	0	0	0	0	0
25793	0	0	0	0	0	0	0	0	0	0	0	-0.18584486344825168	0	-0.21007883109552453	0	0	0	-0.07473382553397671
6708	0	0	0	-0.09789908379697188	-0.25181802253318125	-0.11373653879238645	0	0	0	0	-0.2148768655936273	0	0	-0.05309312395054047	0	0	0	0
115330	0	-0.10494780045804844	0	-1.0485061448355637	-0.22325262837684973	-1.0377610487561926	-0.33785663218238804	0	-2.5234331538521704	-1.9973158188479525	-0.6372609061055647	-0.9738595411879888	-0.3181789131999964	-2.3124838818299542	-0.8125964317667425	-0.02166051487243346	-0.02166051487243346	-0.5433493709711185
6710	0	-0.0878014637009546	-0.43676677506611167	0	0	0	0	0	0	-0.10672859592115153	0	0	0	0	0	-1.0890625563780134	-1.0890625563780134	0
9437	0	0	0	0	0	0	0	-0.5074501709839889	0	0	0	0	0	0	0	0	0	0
220001	0	-1.0255396952217308	-2.8658995801643576	-0.25569676951512027	-0.2161300497402725	0	0	0	0	0	-0.5408079996207479	-1.2040687963668508	0	-0.2906341459296307	-0.2998704178138316	0	0	-1.4728385876328438
9415	0	-0.4736687042846991	0	0	-0.6578926658686901	-0.30266682794110583	0	0	0	0	0	-0.46001023692177306	-0.06494399633690985	-0.4832196275604682	-0.07786279287383346	0	0	-2.228234261799793
80177	0	0	-0.02531985901572032	0	0	0	-0.3437481789223066	-1.598574878935343	0	0	0	0	0	0	0	0	0	0
9079	0	-0.02799534814700264	0	-0.01025465589327866	0	0	-0.28269266095243567	-0.4194719931968991	0	-0.2126518980596757	-0.208596045403505	0	0	0	0	0	0	0
23770	0	0	0	0	-0.07256100741088403	-0.05938815467670668	0	0	-0.7911942648802439	0	-0.16348015291532422	-0.3971159514078913	-0.357893401457536	-0.4456211770235648	0	-0.02512724226591074	-0.02512724226591074	-0.3508066438750937
56953	0	-0.35297507316962456	-0.4397475664279259	-0.53484233280789	-0.5794274414067386	-0.7291211820984663	0	0	-1.430751900756277	-0.2046513585812054	-0.5297028869541396	-1.040327305510826	-0.08827917968015501	-0.6382394991128921	0	-0.3157708894355279	-0.3157708894355279	-1.2633480013942933
10644	0	0	0	0	-0.393803856060931	0	0	0	-0.8323750431431028	-0.6748634917703714	0	0	0	-0.32996487913800165	-0.13368457674350798	-0.24415358991054417	-0.24415358991054417	0
5979	0	0	0	0	-0.4078441473699276	-0.2260761411862877	-0.6902874663921622	0	-0.06097617614544903	0	0	-1.4570525039204345	-1.366482901148519	-0.5645867438115274	-0.13646623826610965	0	0	-1.4032354480394382
7052	0	-0.10042472046179794	0	0	0	0	0	0	0	0	0	0	-0.07161769250326924	-0.6806081412519922	-0.06221770368294774	0	0	0
598	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.14164569376814368	-0.11231007541514196	0	0	0
55229	0	0	0	0	0	-0.04230222497782266	-0.2266628686988024	0	-0.28341066965803285	0	0	0	0	-0.5260593381522832	0	-0.2716008460209016	-0.2716008460209016	-0.7130226563671431
116151	0	0	0	-0.20950890679501377	0	-0.2788342986050356	-0.4246856997149572	0	-0.33122528866383094	-1.038070234235987	-0.44859532620894493	-0.6399600952479643	-0.375104385918875	-0.8112354878264798	-0.09648788160269278	-0.3701237108336263	-0.3701237108336263	-0.26505537112057687
260429	0	0	0	0	-1.5905707973212793	0	0	-1.6540152570620157	-1.0794068911640695	-0.9705856024421444	0	-0.4645930185276242	0	0	-0.16280720925078873	0	0	0
9636	0	0	-0.3194205757346189	0	0	0	-0.15298327347062077	-1.0152933499754708	0	0	0	0	0	0	0	0	0	0
122416	0	0	-0.09260533333207913	0	-0.4764226024429889	-0.4155732162348005	-0.1284156635957497	0	-1.0612352001771348	0	0	-0.22116007733274548	-0.5067440840833569	-0.6574588404148609	-0.1485782512082522	-0.18908759749051304	-0.18908759749051304	-0.45029328643414734
2995	0	0	0	-0.4126568248677535	0	0	0	0	0	0	0	0	0	0	-0.17020842251151488	-0.13405411863839378	-0.13405411863839378	-0.0170849505551961
57801	0	-0.13962066691622013	-0.4998508777559167	0	0	0	0	-2.139876932578585	0	0	0	0	-0.24275579551265408	0	0	0	0	0
2900	0	-0.1214778990732396	0	-0.0986778086123983	0	0	-0.02751632314712099	-1.0159588970652065	0	0	0	0	0	-0.2375784102845124	0	0	0	0
102723701	0	0	0	-0.4855896181252588	-0.03903037849650594	-0.4006090085201288	-0.16841276392060672	0	-1.303502329582332	-0.44330750660117085	-0.2463266613723307	-1.3810808134689418	0	-0.3069976401801852	-0.18559830922873943	0	0	-1.0926728531731948
3852	0	-0.03799157456833361	0	0	0	0	0	-0.7662857427214271	0	0	0	0	0	0	0	0	0	0
55600	0	0	0	0	0	0	0	0	0	0	0	0	-0.8789816376945814	0	0	0	0	-1.0196524699949514
642778	0	-0.8170159144668786	0	-0.10186715795331888	0	0	-0.20835035897179616	0	0	0	0	0	0	0	0	-0.9431682705574542	-0.9431682705574542	0
573	0	0	0	0	0	0	0	0	-0.5037722020772786	0	-0.10802672049034584	0	0	-0.2555459422134816	0	0	0	0
1308	0	0	0	0	0	0	-0.05079531920993752	0	0	-0.2365614907240788	0	0	0	0	0	0	0	-0.09935821013364668
107984948	0	-0.2384610902199624	-1.4195889644566353	0	-0.13433884865763177	0	-0.03048648262120737	0	0	0	-0.15114050476558208	-0.3229753103734184	-0.10193774565236231	-0.3904547546530479	0	-0.2171307987118105	-0.2171307987118105	0
84530	0	-0.3573102412433508	-1.2669267624616427	0	0	0	-0.2791235932514555	-0.30483537434224406	-0.0667432171963453	-0.4230362872315793	0	0	-0.00153073348723304	0	-0.6701772882520666	-0.05428114625682062	-0.05428114625682062	0
7849	0	0	0	0	0	0	-0.3636857472263487	0	0	-0.13204756434255024	-0.16341849915986612	-0.46367244467500746	0	-0.42375683082764976	-0.10923308244882284	0	0	0
9911	0	-0.6607654407555711	-0.47949711561780994	-0.6578288800556499	0	-0.4598152299987157	0	0	0	0	-0.17602459041800775	0	-0.35379593261198755	0	-0.2479033059423736	-0.09181965068306884	-0.09181965068306884	0
3792	0	0	0	0	-1.618119494440616	0	0	0	0	0	0	0	0	0	0	0	0	-0.24739691525493465
80832	0	0	0	0	-0.8666197317643233	0	0	0	-3.4872147678171026	-1.883690394914444	0	0	-0.8294083253889007	-1.2722943270625746	-0.4541506632682897	0	0	0
165530	0	0	-0.5774341780399131	0	0	0	0	0	0	0	-0.1912998107988178	0	0	0	0	0	0	0
440044	0	-0.00112007723125689	-0.6219936503999893	-0.3979836631370148	-0.7351106466359626	0	0	0	-0.1129725902631494	-0.21780386708258723	0	-1.0541760378830654	0	0	-0.23548783803883183	-0.09630217901072632	-0.09630217901072632	0
84699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5196	0	-0.7159781329832008	-0.9875242187194494	0	0	0	0	0	-0.9674689795581624	0	0	0	0	0	0	0	0	0
100128059	0	0	-0.4112748307503953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56344	0	-0.8978644536646857	-1.390268358402328	-0.04560097465464618	0	0	0	0	0	0	0	0	0	0	0	0	0	0
83715	0	-1.3291480287719937	-0.04714093527326387	-0.2705431783274124	-1.1170828935368589	0	0	0	-3.5674613077553863	0	0	0	-0.44575157983922586	0	0	0	0	0
712	0	0	0	0	0	0	-1.562068059372595	0	-4.173986408148852	-1.4409413284547452	0	-0.19155034197121468	-0.5629541213027037	-1.8956522731524776	0	-0.224691650305077	-0.224691650305077	-0.3416442640390243
108903150	0	0	0	0	-0.03087969822743277	0	0	0	0	-0.09470284240554128	-0.13090027722549805	0	-0.09676203932232684	0	0	-0.11112546917460468	-0.11112546917460468	-0.13599300268196732
7111	0	0	0	0	0	0	0	0	0	0	-0.05712301727277268	0	-0.1555170002941248	0	-0.2742518827571525	-0.423544431025391	-0.423544431025391	0
467	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.4712595369719348	0	0	0	0
